year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
2011,NHL,DET,5,1,4,0,9,13,55,0,4,23,0,2,22,0
1996,NHL,MTL,5,1,4,0,11,22,105,0,0,16,3,9,28,2
1929,NHL,MTM,4,1,3,0,5,11,56,,,,,,,
1974,NHL,PIT,9,5,4,0,27,27,126,0,5,32,1,7,36,2
2001,NHL,COL,21,11,10,0,54,56,168,6,10,77,2,9,62,0
1957,NHL,BOS,12,6,6,0,42,32,147,,,,,,,
1953,NHL,MTL,11,7,4,0,28,18,160,,,,,,,
1977,WHA,WIJ,9,8,1,0,53,20,,,,,,,,
1980,NHL,LAK,4,1,3,0,12,23,162,4,5,16,0,3,16,1
1983,NHL,PHI,3,0,3,0,5,15,126,0,1,7,0,3,11,0
1972,NHL,BOS,5,1,4,0,11,22,66,,1,,0,4,,1
1966,NHL,CHI,6,2,4,0,14,18,81,,,,,,,
1928,NHL,NYA,2,0,1,1,0,1,18,,,,,,,
1975,WHA,IND,7,3,4,0,15,18,,,,,,,,
1941,NHL,MTL,3,1,2,0,8,8,19,,,,,,,
1928,NHL,BOS,5,5,0,0,9,3,76,,,,,,,
2001,NHL,MTL,12,6,6,0,32,39,172,2,9,48,2,11,48,0
1975,WHA,NEW,17,10,7,0,53,40,,,,,,,,
1936,NHL,MTM,5,2,3,0,8,11,21,,,,,,,
1996,NHL,NJD,10,5,5,0,27,21,186,0,11,50,2,3,37,3
1979,NHL,STL,3,0,3,0,4,12,35,0,1,9,0,3,8,0
1940,NHL,DET,9,4,5,0,17,20,96,,,,,,,
1960,NHL,CHI,12,8,4,0,35,27,162,,,,,,,
1982,NHL,NYI,20,15,5,0,94,53,329,0,20,81,3,13,100,3
1975,WHA,WIJ,13,12,1,0,68,35,,,,,,,,
1952,NHL,DET,6,2,4,0,21,21,50,,,,,,,
1938,NHL,NYA,2,0,2,0,0,6,50,,,,,,,
1992,NHL,BOS,4,0,4,0,12,19,56,0,4,22,1,5,19,1
1991,NHL,DET,11,4,7,0,29,30,206,0,7,51,0,9,61,3
1995,NHL,MTL,6,2,4,0,17,19,72,2,3,31,1,8,31,2
1925,WCHL,SAS,2,0,1,1,3,4,,,,,,,,
1926,NHL,BOS,8,2,2,4,16,13,125,,,,,,,
1998,NHL,DET,10,6,4,0,31,27,137,0,14,59,1,9,50,0
1983,NHL,CAL,11,6,5,0,41,46,224,2,10,53,2,11,49,3
2006,NHL,OTT,20,13,7,0,59,47,246,6,18,95,0,12,99,3
1972,WHA,MFS,5,1,4,0,16,23,,,4,11,0,7,13,0
1999,NHL,BUF,5,1,4,0,8,14,70,4,3,18,1,9,28,0
1992,NHL,WIN,6,2,4,0,17,21,85,0,6,23,0,4,29,1
