schoolid,schoolname,schoolcity,schoolstate,schoolnick
stmarysca,Колледж Святой Марии в Калифорнии,Морага,КА,Галстук
ptlomanaz,Университет имени Ломы Назарене,Сан-Диего,КА,Морские львы
lambuthtn,Университет Лумбута,Джексон,TN,Орлы
hawaiipac,Тихоокеанский университет Хавайи,Гонолулу,Привет.,Морские воины
utarl,Техасский университет в Арлингтоне,Арлингтон,TX,Маверики
heidelberg,Колледж Гейдельберга,Тиффин,Ооо.,Принцы
loyolamd,Колледж Лойолы в Мэриленде,Балтимор,MD,Грейхаунды
philsmith,Колледж им. Филандера Смита,Маленький камень,ОАР,Пантеры
uconn,Университет Коннектикута,Шторры,КТ,Хаски
usc,Университет Южной Калифорнии,Лос-Анджелес,КА,Троянцы
whitwrthwa,Колледж Уитворта,Спокан,WA,Пираты
hopemi,Колледж &lt; &lt; Надежда &gt; &gt;,Голландия,МИ,Летающие голландцы
movalley,Колледж долины Миссури,Маршалл,МО,Викинги
gettysburg,Геттисбургский колледж,Геттисбург,ПА,Пули
whittierca,Уиттиерский колледж,Виттье,КА,Поэты
manchester,Манчестерский колледж,Северный Манчестер,ВНУТРЕННИЕ,Спартанцы
mowestern,Западноамериканский колледж Миссури,Святой Иосиф,МО,Гриффины
rhodestn,Родосский колледж,Мемфис,TN,Линкс
austinpeay,Остинский государственный университет,Кларксвилль,TN,Губернаторы
colorado,Университет Колорадо,Пулевой пузырь,CO,Буйволы
auburnmont,Университет Оберна в Монтгомери,Монтгомери,AL,Сенаторы
newhamp,Университет Нью-Гэмпшира,Дурхем,NH,Дикие кошки
oakland,Оклендский университет,Рочестер,МИ,Гризли
hamlinemn,Хэмлинский университет,Сент-Пол,МН,Пайперы
rockhurst,Университет Рокхёрста,Канзас-Сити,МО,Ястребы
evansville,Эвансвильский университет,Эвансвилль,ВНУТРЕННИЕ,Фиолетовые тузы
santaclara,Университет Санта-Клары,Санта-Клара,КА,Бронкос
mosouthern,Университет Южного штата Миссури (Джоплин),Джоплин,МО,Львы
uncashe,Университет Северной Каролины в Эшвиле,Эшвилль,НС,Бульдоги
pompitzer,Колледж помоны,Клэрмонт,КА,Сейгены
maryland,Университет Мэриленда,Парк колледжа,MD,Террапины
smaine,Университет Южного Мэна,Горхам,Я,Хаски
vmi,Вирджинский военный институт,Лексингтон,VA,Кейдеты
wcarolina,Университет Западной Каролины,Каллоухи,НС,Катагоны
ohwesleyan,Университет Огайо Уэслиана,Делавэр,Ооо.,Бродячие епископы
aquinasmi,Аквинский колледж,Великие быстрые,МИ,Святые
umassdartm,Массачусетский университет Дартмут,Северный Дартмут,МЭТ,Корсэрс
charlsouth,Южный университет Чарльстона,Чарльстон,ПК,Букканеры
washleeva,Университет Вашингтона и Ли,Лексингтон,VA,Генералы
fresnost,"Калифорнийский государственный университет, Фресно",Фресно,КА,Бульдоги
wingate,Уингейтский университет,Уингейт,НС,Бульдоги
andersonsc,Андерсонский колледж,Андерсон,ПК,Троянцы
fayetvilst,Фейетвильский государственный университет,Фейетвилль,НС,Бронкос
howard,Университет Говарда,Вашингтон,РС,Бизон
olddom,Старый Доминийский университет,Норфолк,VA,Монархи
kutztown,Куттаунский университет Пенсильвании,Кутстаун,ПА,Золотые медведи
davidson,Колледж Дэвидсона,Дэвидсон,НС,Дикие кошки
ncolorado,Университет Северного Колорадо,Грили,CO,Медведи
cmissouri,Центральный государственный университет Миссури,Уорренсбург,МО,Мулы
boisest,Государственный университет &lt; &lt; Бойз &gt; &gt;,Бойз,Идентификационный номер,Бронкос
rhodeisle,Университет Род-Айленда,Кингстон,РИ,Рамс
tulane,Университет Тулейна,Новый Орлеан,Лос-Анджелес,Зеленая волна
airforce,Академия военно-воздушных сил Соединенных Штатов,Колорадо Спрингс,CO,Соколы
uniontn,Юнионный университет,Джексон,TN,Бульдоги
jksonvilst,Джексонвильский государственный университет,Джексонвилль,AL,Игровые петухи
valpo,Университет Вальпараисо,Вальпараисо,ВНУТРЕННИЕ,Крестоносцы
norwichvt,Норвичский университет,Нортфилд,VT,Кадеты
sulrossst,Сул Россский государственный университет,Альпийский,TX,Лобос
nevada,"Невадский университет, Рено",Рено,NV,Вольфпак
stfranny,Колледж Сент-Фрэнсиса,Бруклинские высоты,Нью-Йорк,Терьеры
clarksonny,Университет Кларксона,Потсдам,Нью-Йорк,Рыцари
arizonast,Университет штата Аризона,Температура,AZ,Солнечные дьяволы
albanyst,Олбанский государственный университет,Олбани,GA,Золотые Рамы
morehouse,Морхаусский колледж,Атланта,GA,Марунские тигры
umkc,Университет Миссури-Кансас-Сити,Канзас-Сити,МО,Кангуру
lemoynowen,Колледж ЛеМойн-Овен,Мемфис,TN,Волшебники
iowa,Университет Айовы,Айова,IA,Ястребы
ramaponj,Колледж Рамапо в Нью-Джерси,Махва,NJ,Дорожные бегуны
wheatonma,Колледж Уитона (Масс),Уитон,МЭТ,Лионы
wrightst,Государственный университет Райта,Дейтон,Ооо.,Рейдеры
nkentucky,Северный Кентукский университет,Нагорные высоты,KY,Норвежский
humboldtst,Гумбольдтский государственный университет,Арката,КА,Ломбардировщики
ilwesleyan,Иллинойский университет Веслиан,Блумингтон,Ил,Титаны
chicago,Чикагский университет,Чикаго,Ил,Маруны
sflorida,Университет Южной Флориды,Тампа,ФЛ,Буллс
wileytx,Колледж Уайли,Маршалл,TX,
pittsbst,Питтсбургский государственный университет,Питтсбург,KS,Гориллы
mtennst,Средний университет штата Теннесси,Мурфрисборо,TN,&lt; &lt; Голубые рейдеры &gt; &gt;
wgeorgia,Государственный университет Западной Грузии,Кэрролтон,GA,Храбрые
saginawval,Государственный университет долины Сагинау,Университетский центр,МИ,Кардиналы
cflorida,Университет Центральной Флориды,Орландо,ФЛ,Золотые Рыцари
norleans,Университет Нового Орлеана,Новый Орлеан,Лос-Анджелес,Частные лица
flinternat,Международный университет Флориды,Майами,ФЛ,Золотые пантеры
stthomasfl,Университет Сент-Томаса,Майами,ФЛ,Бобкоты
oralrob,Оральный университет Робертса,Талса,Хорошо.,Золотые орехи
charleston,Чарльстонский колледж,Чарльстон,ПК,Кугары
houston,Хьюстонский университет,Хьюстон,TX,Кугары
wisuperior,Университет Висконсин-Супериор,Высший,ЖИ,Желтые рубашки
cmichigan,Центральный Мичиганский университет,Гора Плезант,МИ,Чиппева
calpoly,"Калифорнийский государственный политехнический университет, Сан-Луис-Обиспо",Сан-Луис Обиспо,КА,Мустанги
iowast,Университет штата Айова,Эймс,IA,Циклоны
hartford,Университет Хартфорда,Хартфорд,КТ,Ястребы
johnbrwnar,Университет Джона Брауна,Шилоам Спрингс,ОАР,Золотые орехи
albertsnid,Альбертсонский колледж Айдахо,Колдвелл,Идентификационный номер,Койоты
savstate,Саваннаский государственный университет,Саванна,GA,Тигры
mnmorris,"Университет Миннесоты, Моррис",Моррис,МН,Кугары
stfranpa,Университет Сент-Фрэнсиса,Лоретто,ПА,Красный Флэш
nwokstate,Северо-западный Оклахомский государственный университет,Альва,Хорошо.,Рейнджеры
marshall,Маршаллский университет,Хантингтон,WV,Громкое стадо
toledo,Университет Толедо,Толедо,Ооо.,Ракеты
iupui,Индианский университет/Пурдуский университет Индианаполис,Индианаполис,ВНУТРЕННИЕ,Ягуары
wioshkosh,Университет Висконсин-Ошкоша,Ошкош,ЖИ,Титаны
nmstate,Нью-Мексикоский государственный университет,Лас-Крукс,НМ,Агги
stxavieril,Сент-Ксавьеский университет,Чикаго,Ил,Кугары
brandeisma,Университет Брандейса,Вальтам,МЭТ,Судьи
fairldick,Университет Фейрли Дикинсона,Тинек,NJ,Рыцари
tnwesleyan,Теннесси Уэслианский колледж,Афины,TN,Бульдоги
siena,Сиенский колледж,Лудонвилль,Нью-Йорк,Святые
roanokeva,Колледж Роанок,Салем,VA,Маруны
sliprock,Пенсильванский университет &lt; &lt; Слиппери Рок &gt; &gt;,Скользкий камень,ПА,Скала
stmichaels,Колледж Святого Михаила,Колчестер,VT,Пурпурные рыцари
miamifl,Университет Майами,Коралловые гейблы,ФЛ,Ураганы
etennst,Восточный Теннессиский государственный университет,Джонсон Сити,TN,Букканеры
alabamast,Университет штата Алабама,Монтгомери,AL,Шершень
macollege,Массачусетский колледж либерального искусства,Северный Адамс,МЭТ,Трубопроводы
rider,Водительский университет,Лоуренсвилль,NJ,Бронки
california,Калифорнийский университет,Беркли,КА,Золотые медведи
arkansaspb,Арканзасский университет в Пайн-Блафф,Сосновой блеф,ОАР,Золотые львы
lycomingpa,Лайвинг-колледж,Вильямспорт,ПА,Воины
lincolnmem,Мемориальный университет Линкольна,Харрогат,TN,Железнодорожный транспорт
flsouthern,Южный колледж Флориды,Лейкленд,ФЛ,Мокасины
millersvil,"Университет Миллерсвиля, Пенсильвания",Миллерсвилль,ПА,Мародеры
georgtwnky,Джорджтаунский колледж,Джорджтаун,KY,Тигры
emoryga,Университет им. Эмори,Атланта,GA,Орлы
athensst,Афинский государственный университет,Афины,AL,Медведи
youngst,Университет штата Янгстаун,Янгстаун,Ооо.,Пингвины
uofsouth,Южноамериканский университет,Севани,TN,Тигры
bowlgreen,Университет &lt; &lt; Боулинг зеленый &gt; &gt;,Зеленый боулинг,Ооо.,Соколы
williamsma,Уильямский колледж,Вильямстон,МЭТ,Эфы
txsouth,Университет Южного Техаса,Хьюстон,TX,Тигры
dubuque,Университет Дубуке,Дюбук,IA,Спартанцы
muskingum,Мускиндумский колледж,Новый Конкорд,Ооо.,Борьба с мусками
baconeok,Колледж Баконе,Мускоге,Хорошо.,Воины
campbell,Кэмпбеллский университет,Бьюз Крик,НС,Верблюды
nwestern,Северо-западный университет,Эванстон,Ил,Дикие кошки
njcity,Университет Нью-Джерси,Город Джерси,NJ,Готические рыцари
ecarolina,Университет Восточной Каролины,Гринвилль,НС,Пираты
stleo,Сент-Леоский университет,Святой Лео,ФЛ,Львы
wesleyanct,Уэслианский университет,Мидлтаун,КТ,Кардиналы
colocollege,Колорадский колледж,Колорадо Спрингс,CO,Тигры
mcneese,Университет штата Макнез,Озеро Чарльз,Лос-Анджелес,Ковбои
purdue,Университет Пурду,Западный Лафайетт,ВНУТРЕННИЕ,Котлоагрегаты
belmontab,Колледж аббатства Бельмонта,Бельмонт,НС,Крестоносцы
samhouston,Сэм Хьюстонский государственный университет,Хантсвилль,TX,Медведи
dickinson,Колледж Дикинсона,Карлайл,ПА,Красные дьяволы
nytech,Нью-Йоркский технологический институт,Старый Вестбери,Нью-Йорк,Медведи
centralst,Центральный государственный университет,Уилберфорс,Ооо.,Мародеры
wvstate,Государственный колледж Западной Вирджинии,Институт,WV,Желтые пекарни
clrmuddscr,Клэрмонтский колледж МакКенна,Клэрмонт,КА,Олени
nwstate,Северо-западный государственный университет Луизианы,Начотосы,Лос-Анджелес,Демоны
fairfield,Фейрфилдский университет,Фэрфилд,КТ,Олени
stpeters,Колледж Святого Петра,Город Джерси,NJ,Павлины
utahvalley,Университет долины Юта,Орем,UT,Извержение
shepherdwv,Шепардский колледж,Шепардстаун,WV,Рамс
millikin,Университет Милликина,Декатура,Ил,Большой синий
colgate,Университет Колгейта,Гамильтон,Нью-Йорк,Рейдеры
mercyhurst,Колледж Мерсерст,Эри,ПА,Лейкеры
valdostast,Государственный университет Вальдоста,Вальдоста,GA,Блейзеры
csstanisl,"Калифорнийский государственный университет, Станислаус",Черепаха,КА,Воины
gannon,Университет Гэннона,Эри,ПА,Золотые Рыцари
olivetnaz,Университет Оливета Назарена,Бурбоннайс,Ил,Тигры
bloomsburg,Блумсбургский университет Пенсильвании,Блумсбург,ПА,Хаски
wlmjewell,Колледж Уильяма Джеуэлла,Свобода,МО,Кардиналы
smiss,Университет Южной Миссисипи,Хэттисбург,MS,Золотые орехи
centreky,Центральный колледж,Дэнвилль,KY,Полковники
gonzaga,Университет Гонзага,Спокан,WA,Бульдоги
catawba,Колледж Катавба,Солсбери,НС,Индейцы
guilfordnc,Гилфордский колледж,Гринсборо,НС,Квакеры
elizbthtwn,Элизабеттаунский колледж,Элизабеттаун,ПА,Голубые Джеи
warnerpac,Тихоокеанский колледж &lt; &lt; Уорнер &gt; &gt;,Портленд,ИЛИ,Рыцари
albany,"Университет Олбани, Университет штата Нью-Йорк",Олбани,Нью-Йорк,Великие датчане
indianast,Университет штата Индиана,&lt; &lt; Терра хаут &gt; &gt;,ВНУТРЕННИЕ,Симаморы
tennst,Теннессиский государственный университет,Нэшвилл,TN,Тигры
drake,Университет Дрейка,Де Мойнс,IA,Бульдоги
mit,Массачусетский технологический институт,Кембридж,МЭТ,Инженеры
kansasst,Канзасский государственный университет,Манхэттен,KS,Дикие кошки
daviselkins,Колледж Дэвиса и Элкинса,Элкинс,WV,Сенаторы
ballst,Университет штата Болл,Манси,ВНУТРЕННИЕ,Кардиналы
willmary,Колледж Уильяма и Мэри,Вильямсбург,VA,Площадь
princeton,Принстонский университет,Принстон,NJ,Тигры
vermont,Университет Вермонта,Южный Берлингтон,VT,Катагоны
american,Американский университет,Вашингтон,РС,Орлы
armstratl,Университет Атлантики Армстронг,Саванна,GA,Пираты
georgetown,Джорджтаунский университет,Вашингтон,РС,Hoyas
trnsylvnia,Университет Трансильвании,Лексингтон,KY,Пионеры
wiscgbay,Университет Висконсин-Зеленый залив,Зеленый залив,ЖИ,Феникс
coloradost,Колорадский государственный университет,Форт Коллинз,CO,Рамс
virginia,Университет Вирджинии,Шарлоттвилль,VA,Кавалеры
cconnst,Центральный университет штата Коннектикут,Новая Великобритания,КТ,Голубые дьяволы
pacificor,Тихоокеанский университет,Лесной Гроув,ИЛИ,Боксеры
bradley,Университет Брэдли,Пеориа,Ил,Храбрые
jacksonst,Университет штата Джексон,Джексон,MS,Тигры
baldwalloh,Коллегия Болдуин-Уэллас,Берея,Ооо.,Желтые пекарни
scarolina,Университет Южной Каролины,Колумбия,ПК,Игровые петухи
vandy,Университет Вандербильта,Нэшвилл,TN,Коммодоры
georgiast,Грузинский государственный университет,Атланта,GA,Пантеры
freedhrdmn,Университет им. Фрида Хардемана,Хендерсон,TN,Львы
colbyme,Колби Колледж,Уотервилль,Я,Мулы
indpolis,Индианаполисский университет,Индианаполис,ВНУТРЕННИЕ,Грейхаунды
alabama,Университет Алабамы,Тускалуза,AL,Краймсонский призрак
utpanam,Техасский и Панамериканский университет,Эдинбург,TX,Бронки
amerintl,Американский международный колледж,Спрингфилд,МЭТ,Желтые пекарни
northwood,Университет Нортвуда,Мидленд,МИ,Лесоводы
nyoneonta,Колледж Государственного университета в Одинонте,Одинонта,Нью-Йорк,Красные драконы
nicholls,Никольский государственный университет,Тибодо,Лос-Анджелес,Полковники
providence,Провиденс-колледж,Провидение,РИ,фриары
setonhall,Университет Сетон Холл,Южный апельсин,NJ,Пираты
erskine,Эрскинский колледж,Дежурный Вест,ПК,Летающий флот
haskellks,Индийский университет &quot; Хаскел &quot;,Лоуренс,KS,Индейцы
wshngtonmo,Вашингтонский университет в Сент-Луисе,Сент-Луис,МО,Медведи
wyoming,Университет Вайоминга,Ларами,WY,Ковбои
waynest,Университет штата Уэйн,Детройт,МИ,Воины
umes,"Университет Мэриленда, Восточный Шор",Принцесса Анна,MD,Борьба с Ястребами
sanjosest,Государственный университет Сан-Хосе,Сан-Хосе,КА,Спартанцы
georgefox,Университет Джорджа Фокса,Ньюберг,ИЛИ,Бруины
gallaudet,Университет Галлодета,Вашингтон,РС,Бизон
tennessee,Теннессийский университет,Ноксвилль,TN,Добровольцы
waynestne,Государственный колледж Уэйна,Уэйн,Нет,Дикие кошки
waynesburg,Уэйнесбургский колледж,Уэйнесбург,ПА,Желтые пекарни
mercer,Университет Мерсера,Мейсон,GA,Медведи
txtech,Техасский технологический университет,Любобок,TX,Красные бойцы
highpoint,Университет высокого уровня,Высокий пункт,НС,Пантеры
nebellevue,Университет Бельвью,Бельвью,Нет,Бруины
bostonuniv,Бостонский университет,Бостон,МЭТ,Терьеры
delaware,Университет Делавэра,Ньюарк,DE,Синие курицы
semost,Юго-восточный государственный университет Миссури,Мыс Жирардо,МО,Красные ястребы
idaho,Университет Айдахо,Москва,Идентификационный номер,Вандалы
lamar,Университет Ламара,Бомонт,TX,Кардиналы
wilbrforce,Уилберфорсский университет,Уилберфорс,Ооо.,Бульдоги
troyst,Тройский государственный университет,Трой,AL,Троянцы
washst,Университет штата Вашингтон,Пульман,WA,Кугары
mryvilletn,Мэривильский колледж,Мэривилль,TN,Борьба со шотландцами
dartmouth,Дартмутский колледж,Ганновер,NH,Большой зелёный
ouachitab,Баптистский университет Уачита,Аркадельфия,ОАР,Тигры
wheaton,Колледж Уитона,Уитон,Ил,Гром
pfeiffer,Пфайферский университет,Мисенхаймер,НС,Соколы
charleswv,Чарльстонский университет,Чарльстон,WV,Золотые орехи
tarletonst,Тарлтонский государственный университет,Стивенвилль,TX,Техасцы
bluefield,Блюфилдский колледж,Блюфилд,VA,Рамс
lanecol,Колледж Лэйна,Джексон,TN,Драконы
ptparkpa,Университет Пойнт-Парка,Питтсбург,ПА,Пионеры
floridaam,Флоридский сельскохозяйственный и механический университет,Таллахасси,ФЛ,Крысы
longwoodva,Лонгвудский университет,Фермвилль,VA,Лансеры
duquesne,Университет Дюкесне,Питтсбург,ПА,Дюки
cshayward,"Калифорнийский государственный университет, Хейворд",Хэйворд,КА,Пионеры
washington,Вашингтонский университет,Сиэтл,WA,Хаски
hendrixar,Колледж Хендрикса,Конвей,ОАР,Воины
ucdavis,"Калифорнийский университет, Дэвис",Дэвис,КА,Агги
stonybrook,Университет Стони Брук,Стони Брук,Нью-Йорк,Морские волки
byu,Университет Бригама Янга,Прово,UT,Кугары
allegheny,Аллегенский колледж,Мэдвилль,ПА,Гейтеры
centok,Центральный Оклахомский университет,Эдмонд,Хорошо.,Бронхос
morganst,Университет штата Морган,Балтимор,MD,Медведи
vatech,Вирджинский политехнический институт и Государственный университет,Блэксбург,VA,Хокки
utahst,Университет штата Юта,Логан,UT,Агги
tampa,Университет Тампы,Тампа,ФЛ,Спартанцы
friendsks,Университет друзей,Уичита,KS,Соколы
newyorku,Нью-Йоркский университет,Нью-Йорк,Нью-Йорк,Вайолеты
almami,Альма-колледж,Альма,МИ,Шотландцы
kenyonoh,Кеньонский колледж,Гамбиер,Ооо.,Лорды
carkansas,Центральный университет Арканзаса,Конвей,ОАР,Медведи
iupufw,Индианский университет-Пурдуский университет Форт-Уэйн,Форт Уэйн,ВНУТРЕННИЕ,Мастодоны
ohdominican,Доминиканский университет Огайо,Колумб,Ооо.,Пантеры
missvalley,Государственный университет долины Миссисипи,Итта Бена,MS,Дельта Дьяволов
missst,Государственный университет Миссисипи,Старквилль,MS,Бульдоги
southernu,Южный университет и колледж АиМ,&lt; &lt; Батон красный &gt; &gt;,Лос-Анджелес,Ягуары
stanford,Стэнфордский университет,Palo Alto,КА,Кардинал
loyolamary,Университет &lt; &lt; Лойола Мэримаунт &gt; &gt;,Лос-Анджелес,КА,Львы
washjeffpa,Колледж Вашингтона и Джефферсона,Вашингтон,ПА,Президенты
wilkespa,Университет Уилкса,Уилкс-Барре,ПА,Полковники
dallasbapt,Баптистский университет Далласа,Даллас,TX,Патриоты
washcolltn,Вашингтонский колледж (ТН),Джонсборо,TN,
batesme,Колледж Бейтса,Льюистон,Я,Бобкоты
baruchcuny,"Колледж Баруха, Университет города Нью-Йорка",Нью-Йорк,Нью-Йорк,Медвежие
nwmost,Северо-западный государственный университет Миссури,Мэривилль,МО,Медвежие
yale,Йельский университет,Нью-Хейвен,КТ,Бульдоги
lakeforest,Колледж Лейк Форест,Лейк Форест,Ил,Лесоводы
wconnst,Университет штата Западный Коннектикут,Дэнбери,КТ,Колониальные
gacollege,Грузинский колледж и Государственный университет,Миллиджвиль,GA,Бобкоты
johnshpkns,Университет Джона Хопкинса,Балтимор,MD,Голубые Джеи
mtunionoh,Колледж Маунт Юнион,Альянс,Ооо.,Рейдеры
narizona,Северный университет Аризоны,Флагстаф,AZ,Ломбардировщики
amherstma,Амхерстский колледж,Амхерст,МЭТ,Лорд Джеффс
alverniapa,Алвернийский колледж,Чтение,ПА,Крестоносцы
bartonnc,Бартонский колледж,Уилсон,НС,Бульдоги
kalamazoo,Колледж Каламазу,Каламазоо,МИ,Шершень
buffalost,Колледж Государственного университета в Буффало,Буффало,Нью-Йорк,Бенгалы
latech,Технологический университет Луизианы,Рустон,Лос-Анджелес,Бульдоги
swesternks,Юго-западный колледж,Уинфилд,KS,Мародёры
sanfranst,Университет штата Сан-Франциско,Сан-Франциско,КА,Гейтеры
syracuse,Сиракузский университет,Сиракуз,Нью-Йорк,Апельсины
fltech,Флоридский технологический институт,Мельбурн,ФЛ,Пантеры
tamukvill,Техасский университет АиМ-Кингсвиль,Кингсвилль,TX,Javelinas
mariettaoh,Колледж &lt; &lt; Мариетта &gt; &gt;,Мариетта,Ооо.,Пионеры
pugetsound,Звуковой университет Пугетского университета,Такома,WA,Журналисты
mtvernnaz,Университет им. Маунт-Вернона Назарена,Гора Вернон,Ооо.,Кугары
olivetmi,Колледж Оливета,Оливет,МИ,Кометы
ohiost,Университет штата Огайо,Колумб,Ооо.,Приманки
ucirvine,"Калифорнийский университет, Ирвин",Ирвин,КА,Потрошители
delawarest,Государственный университет Делавэра,Довер,DE,Шершень
bostoncoll,Бостонский колледж,Каштановый холм,МЭТ,Орлы
mankatost,"Университет штата Миннесота, Манкато",Манкато,МН,Маверики
ncstate,Университет штата Северная Каролина,Роли,НС,Вольфпак
glenvilst,Гленвильский государственный колледж,Гленвилль,WV,Пионеры
niowa,Университет Северной Айовы,Кедарские водопады,IA,Пантеры
wminsterpa,Вестминстерский колледж,Новый Уилмингтон,ПА,Титаны
salemintl,Международный университет Салема,Салем,WV,Тигры
estroud,Ист-Страудсбургский университет Пенсильвании,Восточный Стродсбург,ПА,Воины
centenary,Сентенарный колледж Луизианы,Шревпорт,Лос-Анджелес,Джентльмены
hampton,Хэмптонский университет,Хэмптон,VA,Пираты
laverneca,Университет Ла Верне,Ла Верне,КА,Леопарды
augsburgmn,Авгсбургский колледж,Миннеаполис,МН,Огги
alabamaam,Алабамский университет АиМ,Обычный,AL,Бульдоги
wabashin,Колледж Вабаша,Кроуфордсвилль,ВНУТРЕННИЕ,Маленькие Гиганты
wvwesleyan,Колледж Западной Вирджинии Уэслиан,Бакхэннон,WV,Бобкоты
