playerid,yearid,stint,teamid,lgid,pos,g,gs,innouts,po,a,e,dp,pb,wp,sb,cs,zr
minosmi01,1958,1,CLE,AL,LF,147,145.0,3885.0,294.0,13.0,8.0,1.0,,,,,
wagneha01,1937,1,PHA,AL,C,1,,,1.0,0.0,0.0,1.0,0.0,,,,
roberbi01,1990,1,SDN,NL,3B,56,46.0,1199.0,34.0,89.0,6.0,7.0,,,,,
raburry01,2012,1,DET,AL,RF,22,8.0,278.0,15.0,0.0,0.0,0.0,,,,,
griffde01,1966,1,LAN,NL,RF,2,0.0,9.0,0.0,0.0,0.0,0.0,,,,,
thomafr04,1997,1,CHA,AL,ДГ,49,,,,,,,,,,,
lazzeto01,1938,1,CHN,NL,СС,25,,,33.0,54.0,5.0,11.0,,,,,
mendoca01,2000,1,COL,NL,В ЛЮБОЙ ЧАСТИ,3,0.0,18.0,0.0,0.0,1.0,0.0,,,,,
foytapa01,1957,1,DET,AL,Р,38,27.0,637.0,3.0,30.0,4.0,1.0,,,,,
guerrvl01,2000,1,MON,NL,В ЛЮБОЙ ЧАСТИ,151,151.0,3804.0,299.0,12.0,10.0,3.0,,,,,
hodgero01,1982,1,NYN,NL,C,74,65.0,1774.0,362.0,35.0,8.0,4.0,3.0,14.0,63.0,28.0,2.0
thamema01,2007,1,DET,AL,1B,33,31.0,586.0,180.0,15.0,2.0,17.0,,,,,
berkmla01,2004,1,HOU,NL,CF,2,1.0,27.0,2.0,0.0,0.0,0.0,,,,,
mcgrajo01,1897,1,BLN,NL,3B,105,,,112.0,182.0,38.0,16.0,,,,,
judenje01,1998,1,MIL,NL,Р,24,24.0,415.0,8.0,15.0,1.0,1.0,,,,,
lindjo01,1995,1,KCA,AL,2B,29,27.0,715.0,56.0,75.0,1.0,17.0,,,,,
floribr01,1999,1,DET,AL,Р,27,3.0,154.0,1.0,5.0,3.0,0.0,,,,,
richake01,1942,1,PHA,AL,В ЛЮБОЙ ЧАСТИ,3,,,4.0,1.0,0.0,0.0,,,,,
steinha01,1899,1,CIN,NL,2B,40,,,88.0,111.0,13.0,13.0,,,,,
rodriau01,1980,1,SDN,NL,3B,88,57.0,1446.0,38.0,128.0,6.0,12.0,,,,,
whiteea01,1931,1,DET,AL,Р,34,,,20.0,62.0,2.0,5.0,,,,,
gallemi01,1991,1,OAK,AL,2B,135,126.0,3220.0,243.0,370.0,7.0,69.0,,,,,
klingjo01,1907,1,CHN,NL,1B,2,,,10.0,2.0,0.0,1.0,,,,,
howarel01,1955,1,NYA,AL,В ЛЮБОЙ ЧАСТИ,75,65.0,1564.0,124.0,10.0,3.0,3.0,,,,,
oberkke01,1982,1,SLN,NL,2B,1,0.0,13.0,2.0,1.0,0.0,0.0,,,,,
guzmasa01,1972,1,SLN,NL,Р,1,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
kalinal01,1953,1,DET,AL,В ЛЮБОЙ ЧАСТИ,20,,,11.0,1.0,0.0,0.0,,,,,
fellebo01,1948,1,CLE,AL,Р,44,,,16.0,39.0,2.0,1.0,,,,,
bannial01,1982,1,CLE,AL,В ЛЮБОЙ ЧАСТИ,55,45.0,1203.0,115.0,1.0,1.0,0.0,,,,,
ruckena01,1909,1,BRO,NL,Р,38,,,3.0,67.0,4.0,3.0,,,,,
lakefr01,1897,1,BSN,NL,C,18,,,49.0,15.0,2.0,0.0,4.0,,,,
mayda01,1974,1,ML4,AL,В ЛЮБОЙ ЧАСТИ,121,113.0,2966.0,249.0,10.0,3.0,2.0,,,,,
sheckji01,1901,1,BRO,NL,В ЛЮБОЙ ЧАСТИ,121,,,287.0,15.0,18.0,5.0,,,,,
rosebjo01,1964,1,LAN,NL,C,128,116.0,3059.0,809.0,64.0,6.0,8.0,10.0,35.0,19.0,29.0,3.0
wrighru01,1921,1,PHI,NL,3B,54,,,58.0,108.0,14.0,6.0,,,,,
almeira01,1911,1,CIN,NL,3B,27,,,36.0,45.0,10.0,1.0,,,,,
willine01,1878,1,IN1,NL,3B,63,,,88.0,128.0,33.0,6.0,,,,,
huntzwa01,1926,1,SLN,NL,Р,9,,,1.0,12.0,0.0,1.0,,,,,
koniedo01,1973,1,HOU,NL,Р,2,2.0,39.0,1.0,1.0,0.0,0.0,,,,,
youngjo02,1986,1,SFN,NL,LF,29,19.0,522.0,40.0,0.0,0.0,0.0,,,,,
beltres01,1995,1,TEX,AL,СС,36,18.0,553.0,40.0,53.0,3.0,13.0,,,,,
gutieri01,1993,1,SDN,NL,В ЛЮБОЙ ЧАСТИ,5,0.0,29.0,1.0,0.0,0.0,0.0,,,,,
vandejo02,2004,1,CIN,NL,В ЛЮБОЙ ЧАСТИ,7,7.0,129.0,12.0,1.0,0.0,0.0,,,,,
guillca01,2003,1,SEA,AL,3B,32,32.0,842.0,38.0,45.0,3.0,3.0,,,,,
hosleti01,1976,2,OAK,AL,C,37,8.0,446.0,79.0,13.0,3.0,0.0,2.0,2.0,16.0,4.0,0.0
maciajo01,1999,1,DET,AL,2B,1,1.0,24.0,1.0,6.0,0.0,0.0,,,,,
polanpl01,1999,1,SLN,NL,СС,9,7.0,176.0,7.0,20.0,2.0,5.0,,,,,
romered01,1989,3,ML4,AL,ДГ,2,,,,,,,,,,,
millira01,1994,1,MON,NL,1B,33,16.0,505.0,157.0,19.0,4.0,16.0,,,,,
russoma01,1939,1,NYA,AL,Р,21,,,7.0,26.0,1.0,6.0,,,,,
hallda01,1995,1,TOR,AL,Р,17,0.0,49.0,2.0,1.0,0.0,0.0,,,,,
rosemch01,1887,1,PH4,AA,В ЛЮБОЙ ЧАСТИ,21,,,41.0,5.0,10.0,1.0,,,,,
hoganma01,1894,2,SLN,NL,В ЛЮБОЙ ЧАСТИ,29,,,42.0,5.0,6.0,5.0,,,,,
bartlja01,2005,1,MIN,AL,СС,68,65.0,1757.0,95.0,227.0,7.0,45.0,,,,,
hawkian01,1990,1,NYA,AL,Р,28,26.0,473.0,12.0,9.0,0.0,3.0,,,,,
baldwbi01,1975,1,DET,AL,CF,13,10.0,294.0,32.0,0.0,1.0,0.0,,,,,
velarra01,1994,1,NYA,AL,В ЛЮБОЙ ЧАСТИ,7,6.0,141.0,8.0,1.0,0.0,0.0,,,,,
gelbech01,1935,1,SLN,NL,3B,37,,,34.0,56.0,2.0,8.0,,,,,
roomero01,1990,2,MON,NL,В ЛЮБОЙ ЧАСТИ,6,4.0,82.0,6.0,0.0,0.0,0.0,,,,,
littogr01,1989,1,SFN,NL,C,2,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grimjo01,1893,1,LS3,NL,СС,1,,,1.0,0.0,2.0,0.0,,,,,
houghch01,1971,1,LAN,NL,Р,4,0.0,13.0,0.0,1.0,0.0,0.0,,,,,
moorewh01,1939,1,CIN,NL,Р,42,,,9.0,32.0,1.0,0.0,,,,,
foxan01,1998,1,ARI,NL,В ЛЮБОЙ ЧАСТИ,48,34.0,930.0,76.0,2.0,2.0,0.0,,,,,
gilge01,2003,1,BAL,AL,C,53,49.0,1307.0,326.0,34.0,6.0,3.0,3.0,11.0,38.0,10.0,2.0
tragewa01,1918,1,BSN,NL,C,7,,,4.0,1.0,1.0,0.0,0.0,,,,
mayru01,1976,2,BAL,AL,Р,24,21.0,457.0,9.0,21.0,4.0,2.0,,,,,
ramirma02,2010,1,LAN,NL,В ЛЮБОЙ ЧАСТИ,46,46.0,1079.0,68.0,2.0,3.0,0.0,0.0,,0.0,0.0,
dykesji01,1937,1,CHA,AL,3B,11,,,11.0,22.0,0.0,3.0,,,,,
simpsha01,1951,1,CLE,AL,1B,50,,,326.0,17.0,4.0,28.0,,,,,
leele02,1973,1,SDN,NL,В ЛЮБОЙ ЧАСТИ,84,79.0,2055.0,154.0,7.0,5.0,0.0,,,,,
selbybi01,2001,1,CIN,NL,3B,8,6.0,155.0,7.0,8.0,2.0,2.0,,,,,
monrocr01,2009,1,PIT,NL,LF,8,7.0,186.0,17.0,0.0,0.0,0.0,0.0,,0.0,0.0,
briodfa01,1886,1,KCN,NL,C,54,,,258.0,95.0,31.0,4.0,29.0,,,,
rolensc01,2012,1,CIN,NL,3B,87,80.0,2158.0,45.0,139.0,10.0,6.0,,,,,
victosh01,2003,1,SDN,NL,LF,15,5.0,211.0,17.0,2.0,0.0,0.0,,,,,
whitero02,1998,1,MON,NL,ДГ,1,,,,,,,,,,,
pitkoal01,1938,1,PHI,NL,В ЛЮБОЙ ЧАСТИ,7,,,8.0,0.0,1.0,0.0,,,,,
willied01,1988,1,CLE,AL,3B,10,7.0,198.0,3.0,18.0,0.0,0.0,,,,,
timlimi01,1991,1,TOR,AL,Р,63,3.0,325.0,9.0,17.0,2.0,0.0,,,,,
essiaji01,1979,1,OAK,AL,LF,4,3.0,69.0,2.0,0.0,0.0,0.0,,,,,
timmooz01,1999,1,SEA,AL,1B,1,0.0,3.0,1.0,0.0,0.0,0.0,,,,,
kirbywa01,1992,1,CLE,AL,RF,1,0.0,9.0,2.0,0.0,0.0,0.0,,,,,
bakerdo01,1987,1,DET,AL,3B,1,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
mosebll01,1981,1,TOR,AL,RF,22,20.0,562.0,43.0,0.0,0.0,0.0,,,,,
jonestr01,1988,2,MON,NL,CF,9,7.0,135.0,8.0,0.0,0.0,0.0,,,,,
nokesma01,1987,1,DET,AL,C,109,94.0,2536.0,595.0,32.0,5.0,2.0,7.0,37.0,71.0,18.0,0.0
mullige01,1913,1,DET,AL,Р,7,,,0.0,20.0,1.0,0.0,,,,,
muncrbo01,1944,1,SLA,AL,Р,33,,,16.0,35.0,1.0,1.0,,,,,
bergebr01,2003,1,KCA,AL,В ЛЮБОЙ ЧАСТИ,11,8.0,209.0,16.0,1.0,0.0,0.0,,,,,
hubbagl01,1980,1,ATL,NL,2B,117,113.0,3023.0,268.0,405.0,15.0,91.0,,,,,
morgabo01,1950,1,BRO,NL,СС,10,,,10.0,24.0,3.0,5.0,,,,,
schaapa01,1972,1,KCA,AL,СС,1,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
warnelo01,1940,1,SLN,NL,Р,33,,,10.0,50.0,0.0,5.0,,,,,
anderji02,2004,1,CHN,NL,Р,7,0.0,29.0,3.0,1.0,0.0,0.0,,,,,
ellisja01,2003,1,SFN,NL,В ЛЮБОЙ ЧАСТИ,4,2.0,54.0,3.0,0.0,0.0,0.0,,,,,
moehlbr01,2002,1,DET,AL,Р,3,3.0,59.0,0.0,1.0,0.0,0.0,,,,,
youklke01,2005,1,BOS,AL,1B,9,5.0,141.0,48.0,0.0,0.0,4.0,,,,,
briodfa01,1887,1,DTN,NL,C,33,,,144.0,61.0,21.0,4.0,12.0,,,,
tayloja01,1897,1,PHI,NL,Р,40,,,12.0,89.0,16.0,2.0,,,,,
leeca01,2011,1,HOU,NL,LF,80,78.0,1936.0,119.0,10.0,2.0,3.0,,,,,
muellbi02,2002,2,SFN,NL,3B,3,2.0,54.0,2.0,3.0,0.0,0.0,,,,,
kunkeje01,1988,1,TEX,AL,В ЛЮБОЙ ЧАСТИ,6,2.0,75.0,4.0,0.0,0.0,0.0,,,,,
harrato01,1969,1,WS2,AL,СС,1,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
bosweke01,1973,1,NYN,NL,2B,3,0.0,27.0,8.0,4.0,1.0,0.0,,,,,
gumpera01,1952,1,BOS,AL,Р,10,,,0.0,4.0,0.0,0.0,,,,,
evansar01,1932,1,CHA,AL,Р,7,,,4.0,4.0,0.0,1.0,,,,,
langsbo01,1899,1,LS3,NL,СС,1,,,3.0,2.0,0.0,0.0,,,,,
strawda01,1992,1,LAN,NL,LF,2,2.0,42.0,4.0,0.0,0.0,0.0,,,,,
yountro01,1992,1,ML4,AL,В ЛЮБОЙ ЧАСТИ,139,138.0,3588.0,371.0,6.0,2.0,0.0,,,,,
thornan01,1976,2,MON,NL,В ЛЮБОЙ ЧАСТИ,11,9.0,247.0,14.0,1.0,1.0,0.0,,,,,
marriwi01,1921,1,CHN,NL,СС,1,,,1.0,1.0,0.0,0.0,,,,,
gilliji01,1961,1,LAN,NL,В ЛЮБОЙ ЧАСТИ,11,9.0,189.0,14.0,0.0,0.0,0.0,,,,,
wilkiri01,1998,1,SEA,AL,ДГ,2,,,,,,,,,,,
mcmulke01,1976,1,OAK,AL,2B,1,0.0,1.0,0.0,1.0,0.0,0.0,,,,,
roberda05,1972,1,HOU,NL,Р,35,28.0,576.0,0.0,31.0,1.0,0.0,,,,,
turneje01,1980,1,SDN,NL,RF,30,24.0,583.0,39.0,2.0,0.0,1.0,,,,,
lampkto01,2001,1,SEA,AL,ДГ,1,,,,,,,,,,,
isbelfr01,1901,1,CHA,AL,2B,2,,,1.0,2.0,0.0,0.0,,,,,
nortoto01,1972,1,MIN,AL,Р,21,0.0,97.0,4.0,9.0,0.0,0.0,,,,,
duncama01,1987,1,LAN,NL,2B,7,4.0,140.0,11.0,22.0,0.0,3.0,,,,,
lovitjo01,1975,1,TEX,AL,1B,2,1.0,27.0,9.0,0.0,0.0,0.0,,,,,
ramiral02,1999,1,CLE,AL,RF,23,5.0,240.0,15.0,1.0,2.0,0.0,,,,,
uhlege01,1928,1,CLE,AL,Р,31,,,10.0,59.0,2.0,4.0,,,,,
leonaan01,1871,1,WS3,,СС,1,,,2.0,3.0,2.0,0.0,,,,,
romanjo01,1958,1,CHA,AL,C,2,2.0,39.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oquenjo01,1987,1,SLN,NL,3B,8,3.0,134.0,6.0,14.0,2.0,1.0,,,,,
gouldch01,1877,1,CN1,NL,В ЛЮБОЙ ЧАСТИ,1,,,2.0,0.0,0.0,0.0,,,,,
orsuljo01,1984,1,PIT,NL,LF,8,3.0,127.0,8.0,0.0,0.0,0.0,,,,,
meehabi01,1915,1,PHA,AL,Р,1,,,1.0,2.0,0.0,0.0,,,,,
rickema01,1942,1,CHN,NL,В ЛЮБОЙ ЧАСТИ,6,,,18.0,1.0,0.0,0.0,,,,,
pellaed01,1953,1,PIT,NL,СС,3,,,1.0,3.0,0.0,0.0,,,,,
lenhado01,1954,2,BOS,AL,LF,13,8.0,243.0,13.0,0.0,0.0,0.0,,,,,
blockbr01,1907,1,WS1,AL,C,21,,,59.0,16.0,4.0,1.0,3.0,,,,
jaspehi01,1919,1,CLE,AL,Р,12,,,2.0,30.0,4.0,0.0,,,,,
puckeki01,1990,1,MIN,AL,В ЛЮБОЙ ЧАСТИ,141,140.0,3583.0,354.0,9.0,4.0,3.0,,,,,
gordoto01,1995,1,KCA,AL,Р,31,31.0,567.0,25.0,26.0,2.0,3.0,,,,,
griffdo01,1977,1,BOS,AL,2B,3,1.0,33.0,2.0,4.0,0.0,1.0,,,,,
halliji01,1876,1,NY3,NL,В ЛЮБОЙ ЧАСТИ,2,,,0.0,0.0,0.0,0.0,,,,,
penage01,1995,1,SLN,NL,2B,25,25.0,664.0,50.0,73.0,3.0,18.0,,,,,
valleda01,1986,1,SEA,AL,1B,4,4.0,105.0,37.0,2.0,1.0,3.0,,,,,
kellyki01,1884,1,CHN,NL,3B,10,,,12.0,16.0,8.0,2.0,,,,,
johnsru01,2000,2,TBA,AL,СС,11,3.0,108.0,4.0,14.0,0.0,1.0,,,,,
difelmi01,2007,1,NYN,NL,C,16,11.0,320.0,83.0,7.0,2.0,0.0,2.0,2.0,6.0,1.0,2.0
fittepa01,1914,1,CIN,NL,Р,8,,,2.0,13.0,3.0,0.0,,,,,
gunkere01,1916,1,CLE,AL,Р,1,,,0.0,0.0,0.0,0.0,,,,,
lowrepe01,1949,2,CIN,NL,В ЛЮБОЙ ЧАСТИ,78,,,202.0,7.0,1.0,2.0,,,,,
sperrro01,1977,1,HOU,NL,3B,11,2.0,135.0,5.0,13.0,0.0,0.0,,,,,
tovarce01,1975,2,OAK,AL,СС,1,0.0,3.0,0.0,1.0,0.0,0.0,,,,,
newmaal01,1989,1,MIN,AL,СС,31,21.0,534.0,35.0,59.0,6.0,16.0,,,,,
donovdi01,1959,1,CHA,AL,Р,31,29.0,539.0,11.0,26.0,4.0,1.0,,,,,
jorgear01,1929,1,NYA,AL,C,15,,,41.0,6.0,1.0,1.0,1.0,,,,
nichore01,1985,2,CHA,AL,RF,8,2.0,66.0,4.0,0.0,0.0,0.0,,,,,
nuxhajo01,1966,1,CIN,NL,Р,35,16.0,390.0,6.0,20.0,3.0,1.0,,,,,
mosesjo01,1985,1,SEA,AL,CF,28,16.0,471.0,35.0,1.0,0.0,0.0,,,,,
eccleha01,1915,1,PHA,AL,Р,5,,,1.0,3.0,2.0,0.0,,,,,
keatira01,1914,1,NYA,AL,Р,34,,,9.0,68.0,3.0,2.0,,,,,
henderi01,1979,1,OAK,AL,LF,62,60.0,1530.0,123.0,4.0,4.0,0.0,,,,,
musiast01,1951,1,SLN,NL,1B,60,,,600.0,32.0,4.0,60.0,,,,,
mowremi01,1909,1,CIN,NL,СС,13,,,32.0,43.0,9.0,8.0,,,,,
edwarda01,1982,1,SDN,NL,RF,2,0.0,6.0,0.0,0.0,0.0,0.0,,,,,
francti01,1956,1,BAL,AL,RF,98,73.0,2051.0,155.0,10.0,3.0,1.0,,,,,
pryorgr01,1981,1,CHA,AL,СС,13,4.0,134.0,7.0,14.0,2.0,2.0,,,,,
ordazlu01,1997,1,SLN,NL,СС,11,6.0,175.0,9.0,18.0,1.0,4.0,,,,,
altizda01,1908,1,WS1,AL,СС,1,,,0.0,0.0,0.0,0.0,,,,,
barfije01,1982,1,TOR,AL,LF,1,0.0,3.0,1.0,0.0,0.0,0.0,,,,,
gustifr01,1946,1,PIT,NL,3B,7,,,9.0,19.0,1.0,1.0,,,,,
bresnro01,1915,1,CHN,NL,C,68,,,345.0,95.0,8.0,9.0,3.0,,,,
swishni01,2010,1,NYA,AL,ДГ,11,,,,,,,0.0,,0.0,0.0,
andresh01,1997,1,MON,NL,3B,18,18.0,461.0,11.0,40.0,6.0,6.0,,,,,
montajo01,1977,1,SEA,AL,Р,47,15.0,547.0,11.0,33.0,0.0,1.0,,,,,
sandean01,1999,1,TOR,AL,LF,1,1.0,27.0,1.0,0.0,0.0,0.0,,,,,
wardpe01,1969,1,CHA,AL,3B,21,17.0,408.0,15.0,34.0,2.0,1.0,,,,,
wilsova01,2003,1,NYN,NL,C,89,71.0,1952.0,442.0,44.0,5.0,5.0,4.0,26.0,31.0,25.0,0.0
brantje01,1995,1,CIN,NL,Р,56,0.0,211.0,7.0,4.0,0.0,1.0,,,,,
martisa01,1999,1,CHN,NL,C,12,5.0,167.0,45.0,2.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0
hatfigi01,1890,1,NYP,PL,СС,27,,,36.0,66.0,28.0,8.0,,,,,
stillro02,1975,1,BAL,AL,CF,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
lewisma01,1995,1,CIN,NL,СС,2,0.0,9.0,0.0,1.0,0.0,0.0,,,,,
edwarjo01,1973,1,HOU,NL,C,76,69.0,1835.0,435.0,22.0,5.0,3.0,2.0,19.0,48.0,16.0,0.0
landrti01,1987,1,SLN,NL,В ЛЮБОЙ ЧАСТИ,23,12.0,338.0,41.0,1.0,0.0,0.0,,,,,
hallme01,1992,1,NYA,AL,ДГ,11,,,,,,,,,,,
ramazbo01,1946,1,BRO,NL,3B,30,,,25.0,37.0,4.0,3.0,,,,,
hendrge01,1976,1,CLE,AL,В ЛЮБОЙ ЧАСТИ,146,144.0,3836.0,288.0,13.0,4.0,6.0,,,,,
briggjo02,1968,1,PHI,NL,LF,9,7.0,213.0,12.0,0.0,0.0,0.0,,,,,
hartji01,1968,1,SFN,NL,3B,72,70.0,1747.0,63.0,109.0,14.0,11.0,,,,,
owenfr01,1901,1,DET,AL,Р,8,,,7.0,24.0,1.0,2.0,,,,,
houstty01,1996,2,CHN,NL,C,27,22.0,598.0,130.0,9.0,2.0,0.0,2.0,7.0,27.0,7.0,0.0
karrbe01,1922,1,BOS,AL,Р,41,,,9.0,44.0,5.0,3.0,,,,,
aldrico01,2001,1,ATL,NL,LF,1,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
weikdi01,1950,1,WS1,AL,Р,14,,,1.0,4.0,0.0,0.0,,,,,
howarde01,1907,1,BSN,NL,2B,3,,,7.0,11.0,1.0,3.0,,,,,
melusmi01,2000,1,HOU,NL,C,103,88.0,2334.0,623.0,31.0,12.0,6.0,3.0,27.0,64.0,20.0,0.0
stearjo01,1976,1,NYN,NL,C,30,28.0,769.0,200.0,20.0,3.0,2.0,1.0,5.0,15.0,17.0,0.0
benchjo01,1970,1,CIN,NL,3B,1,0.0,3.0,1.0,0.0,0.0,0.0,,,,,
hoderme01,1952,1,WS1,AL,2B,58,,,138.0,168.0,7.0,43.0,,,,,
wilforo01,1977,1,MIN,AL,ДГ,1,,,,,,,,,,,
russebi01,1972,1,LAN,NL,CF,1,0.0,6.0,1.0,0.0,0.0,0.0,,,,,
guerrpe01,1988,1,LAN,NL,3B,45,44.0,1053.0,21.0,64.0,10.0,2.0,,,,,
hickmch01,1906,1,WS1,AL,В ЛЮБОЙ ЧАСТИ,95,,,137.0,12.0,7.0,2.0,,,,,
oglivbe01,1983,1,ML4,AL,LF,113,108.0,2884.0,259.0,8.0,4.0,1.0,,,,,
mcwilla01,1982,1,ATL,NL,Р,27,2.0,113.0,3.0,14.0,0.0,1.0,,,,,
ramospe01,1966,1,NYA,AL,Р,52,1.0,269.0,7.0,13.0,1.0,0.0,,,,,
sullida01,1883,1,LS2,AA,C,31,,,148.0,33.0,20.0,2.0,25.0,,,,
mahonji01,1965,1,HOU,NL,СС,5,1.0,50.0,5.0,2.0,0.0,3.0,,,,,
jacobmi02,2010,1,NYN,NL,1B,7,6.0,174.0,50.0,1.0,1.0,3.0,0.0,,0.0,0.0,
joneste02,1998,1,MON,NL,CF,60,57.0,1478.0,162.0,4.0,2.0,3.0,,,,,
ellioju01,1934,1,PHI,NL,Р,3,,,0.0,0.0,1.0,0.0,,,,,
lauch01,1964,1,KC1,AL,C,35,32.0,787.0,179.0,12.0,2.0,0.0,1.0,10.0,21.0,4.0,2.0
johnsja01,1981,1,LAN,NL,В ЛЮБОЙ ЧАСТИ,16,9.0,279.0,19.0,3.0,1.0,0.0,,,,,
shaffor01,1881,1,CL2,NL,В ЛЮБОЙ ЧАСТИ,85,,,122.0,24.0,20.0,4.0,,,,,
venabma01,1982,1,SFN,NL,CF,11,6.0,201.0,21.0,0.0,0.0,0.0,,,,,
grichbo01,1985,1,CAL,AL,ДГ,6,,,,,,,,,,,
smallaa01,1996,1,OAK,AL,Р,12,3.0,86.0,3.0,4.0,0.0,0.0,,,,,
martira03,2005,2,PHI,NL,2B,1,1.0,15.0,1.0,2.0,1.0,0.0,,,,,
schatda01,1978,1,MON,NL,Р,29,18.0,431.0,4.0,17.0,2.0,0.0,,,,,
bevacku01,1982,1,SDN,NL,RF,1,1.0,24.0,1.0,0.0,0.0,0.0,,,,,
mccovwi01,1963,1,SFN,NL,RF,3,1.0,32.0,3.0,0.0,0.0,0.0,,,,,
perryge01,1991,1,SLN,NL,LF,4,4.0,99.0,5.0,1.0,0.0,0.0,,,,,
walkbo01,1989,1,PIT,NL,Р,33,31.0,588.0,19.0,31.0,3.0,3.0,,,,,
sullima01,1890,1,BSN,NL,3B,1,,,1.0,3.0,0.0,0.0,,,,,
kampoal01,1935,1,CIN,NL,2B,141,,,367.0,411.0,35.0,88.0,,,,,
hoffmtr01,1993,2,SDN,NL,Р,39,0.0,163.0,4.0,4.0,0.0,0.0,,,,,
hicksjo01,1962,1,WS2,AL,В ЛЮБОЙ ЧАСТИ,42,29.0,847.0,74.0,1.0,3.0,1.0,,,,,
smithju01,1893,1,CIN,NL,3B,6,,,0.0,11.0,3.0,3.0,,,,,
klepfed01,1911,1,NYA,AL,Р,2,,,0.0,2.0,0.0,0.0,,,,,
pickch01,1919,2,BSN,NL,2B,21,,,44.0,53.0,8.0,11.0,,,,,
donovbi01,1898,1,WAS,NL,Р,17,,,6.0,17.0,3.0,2.0,,,,,
hotalpe01,1880,1,CL2,NL,В ЛЮБОЙ ЧАСТИ,78,,,115.0,14.0,15.0,4.0,,,,,
bowerfr01,1896,1,BLN,NL,C,3,,,12.0,6.0,2.0,0.0,6.0,,,,
muffebi01,1957,1,SLN,NL,Р,23,0.0,131.0,2.0,4.0,1.0,1.0,,,,,
kingemi01,1994,1,COL,NL,RF,2,2.0,45.0,4.0,0.0,0.0,0.0,,,,,
bladera01,1932,1,SLN,NL,В ЛЮБОЙ ЧАСТИ,62,,,117.0,2.0,3.0,0.0,,,,,
monteau01,1963,1,KC1,AL,Р,4,0.0,21.0,0.0,3.0,0.0,0.0,,,,,
orsuljo01,1994,1,NYN,NL,1B,6,1.0,42.0,19.0,0.0,0.0,1.0,,,,,
mohrdu01,2005,1,COL,NL,RF,55,43.0,1148.0,103.0,0.0,2.0,0.0,,,,,
murrala01,1975,1,NYA,AL,LF,2,0.0,7.0,0.0,0.0,0.0,0.0,,,,,
venabma01,1979,1,SFN,NL,RF,21,16.0,450.0,27.0,1.0,3.0,0.0,,,,,
nordhwa01,1981,1,CHA,AL,RF,37,34.0,802.0,50.0,4.0,3.0,1.0,,,,,
monahsh01,1998,1,SEA,AL,CF,3,1.0,34.0,2.0,0.0,0.0,0.0,,,,,
wardga01,1989,1,NYA,AL,RF,6,6.0,132.0,7.0,0.0,0.0,0.0,,,,,
edwarbr01,1951,1,BRO,NL,C,9,,,37.0,3.0,0.0,0.0,0.0,,,,
shueypa01,2007,1,BAL,AL,Р,25,0.0,77.0,1.0,1.0,0.0,0.0,,,,,
mcgrabo01,1919,2,BOS,AL,Р,10,,,0.0,5.0,0.0,0.0,,,,,
