yearid,teamid,lgid,playerid,salary
2000,OAK,AL,hernara02,211000
1987,DET,AL,lemonch01,698571
1995,HOU,NL,plantph01,2000000
2012,SFN,NL,henslcl01,750000
2004,CIN,NL,milleco01,317000
2005,MIL,NL,branyru01,800000
1994,PIT,NL,neaglde01,220000
1988,CLE,AL,candito01,230000
2008,BOS,AL,beckejo02,10166666
2004,CIN,NL,jimenda01,1615000
1988,BAL,AL,stoneje01,160000
2006,CLE,AL,vazqura01,700000
2004,BAL,AL,dejeami01,1500000
1989,DET,AL,whitalo01,1025000
2009,PIT,NL,hinsker01,1500000
2006,FLO,NL,johnsjo09,327000
1994,BAL,AL,smithlo01,750000
1997,TOR,AL,santibe01,2500000
1988,KCA,AL,balbost01,350000
2012,BAL,AL,chenwe02,3072000
2000,BOS,AL,oleartr01,4000000
2001,ARI,NL,swindgr01,2533333
2011,CIN,NL,phillbr01,11437500
2011,MIN,AL,kubelja01,5250000
1989,TEX,AL,petrage01,325000
2005,SDN,NL,nadyxa01,488000
2002,MIN,AL,ortizda01,950000
1995,FLO,NL,whitmda02,132000
1993,ML4,AL,mcintti01,120000
1992,CLE,AL,olinst01,300000
2009,BOS,AL,lowelmi01,12500000
1988,MON,NL,winnihe01,140000
2004,NYA,AL,depaujo01,302550
1990,SEA,AL,vizquom01,135000
2004,OAK,AL,hammoch01,2400000
1991,ATL,NL,cabrefr01,110000
2005,SEA,AL,ibanera01,4416667
2010,TOR,AL,mcdonjo03,1500000
1997,PHI,NL,brognri01,450000
2002,BOS,AL,damonjo01,7250000
2003,TBA,AL,crawfca02,300000
1988,SLN,NL,hillke01,62500
2007,MIL,NL,koskico01,5750000
1992,LAN,NL,anderda02,350000
1999,TBA,AL,trammbu01,230000
2007,NYA,AL,mussimi01,11070423
2012,CHN,NL,valbulu01,495200
1988,HOU,NL,doranbi02,933000
1990,ATL,NL,smoltjo01,210000
1993,NYA,AL,stankan01,138000
2006,FLO,NL,reeder01,327000
2010,TOR,AL,hillaa01,4000000
2002,CHN,NL,gordoto01,2800000
2003,SLN,NL,tagucso01,1200000
1995,ML4,AL,mieskma01,135000
1996,SEA,AL,bosioch01,4250000
1992,BAL,AL,bellju01,125000
1990,PIT,NL,bairdo01,325000
1992,CLE,AL,coleal01,162500
1996,SEA,AL,wellsbo01,155000
1996,PHI,NL,mitchla01,109000
1998,CLE,AL,martito02,190000
1993,PIT,NL,candejo01,760000
2007,CLE,AL,sowerje01,384800
1997,OAK,AL,servisc01,225000
2002,PHI,NL,burrepa01,1905000
1995,SLN,NL,delucri01,300000
1991,SLN,NL,wilsocr01,130000
1994,TOR,AL,olerujo01,3750000
1993,TOR,AL,morrija02,5425000
1990,BAL,AL,melenfr01,112000
2004,TBA,AL,martiti02,7500000
2010,TOR,AL,molinjo01,800000
2010,ARI,NL,lopezro01,650000
1998,CHN,NL,gonzaje01,210000
2007,LAN,NL,broxtjo01,390000
1992,SLN,NL,magrajo01,820000
1995,BAL,AL,palmera01,4906603
2009,TEX,AL,rupejo01,416310
2011,FLO,NL,hayesbr01,414000
1985,MIN,AL,schroke01,150000
1985,PIT,NL,lezcasi01,425000
1994,CAL,AL,leitema01,600000
2012,TEX,AL,snydebr03,481000
1990,SLN,NL,deleojo01,1666667
1994,DET,AL,kreutch01,1000000
2007,COL,NL,martito02,700000
2012,TOR,AL,carrejo01,481700
1985,CHA,AL,dotsori01,900000
1994,CIN,NL,rijojo01,3975000
1990,BAL,AL,brownma03,100000
1996,NYN,NL,dipotje01,225000
2008,TOR,AL,hallaro01,10000000
2004,HOU,NL,everead01,370000
2007,ARI,NL,youngch04,380000
1996,ML4,AL,listapa01,2200000
1999,PHI,NL,princto01,300000
2001,ARI,NL,johnsra05,13350000
2007,SDN,NL,kouzmke01,380800
1990,TEX,AL,manonra01,100000
1988,CAL,AL,walkech01,88000
1994,CLE,AL,amaroru02,163000
2001,NYN,NL,ordonre01,4000000
2010,BAL,AL,jonesad01,465000
1992,DET,AL,cummist01,120000
1986,SLN,NL,perrypa02,65000
1997,SFN,NL,berryda01,466665
1994,HOU,NL,cedenan01,340000
2006,MIN,AL,stewash01,6500000
2003,TEX,AL,nitkocj01,550000
1985,PHI,NL,rawlesh01,700000
1990,SEA,AL,reedje01,380000
1991,PHI,NL,hayesch01,280000
2011,LAN,NL,kempma01,7100000
2000,PHI,NL,glanvdo01,2016667
2003,DET,AL,bondeje01,300000
2008,TEX,AL,blaloha01,6000000
1997,ATL,NL,wadete01,180000
1996,CHA,AL,tartada01,5300000
2004,PHI,NL,jungeer01,300000
1995,BAL,AL,desiljo01,109000
2003,TBA,AL,kennejo04,300000
1996,COL,NL,walkela01,4375000
1996,HOU,NL,reynosh01,330000
2003,TBA,AL,valenja01,305000
1993,SFN,NL,burbada01,140000
2004,NYN,NL,vaughmo01,17166667
1996,BAL,AL,ericksc01,2900000
2011,WAS,NL,stairma01,850000
2002,SDN,NL,nevinph01,2600000
1986,ML4,AL,molitpa01,1160000
1996,OAK,AL,steinte01,4200000
1987,ATL,NL,suttebr01,1729167
1985,LAN,NL,brockgr01,150000
1996,NYA,AL,kamiesc01,1100000
1997,NYN,NL,hundlto01,4150000
2009,LAA,AL,quinlro01,1100000
1999,CIN,NL,harnipe01,3000000
2005,HOU,NL,sprinru01,550000
1996,BOS,AL,gordoto01,3050000
2011,PIT,NL,bowkejo01,441500
1996,SDN,NL,caminke01,3275000
2011,MIL,NL,kintzbr01,414000
2002,DET,AL,youngdm01,5500000
2005,BOS,AL,bellhma01,2750000
2003,FLO,NL,redmama01,2150000
2001,SFN,NL,davisru01,1300000
1985,NYN,NL,wilsomo01,591667
1998,BAL,AL,oroscje01,1100000
1990,PIT,NL,ortizju01,350000
2006,MIN,AL,batisto01,1250000
2008,OAK,AL,brownan01,395000
2002,TBA,AL,smithbo06,255000
2010,KCA,AL,mechegi01,12400000
1995,PIT,NL,parenma01,330000
2000,CHN,NL,farnsky01,235000
2007,LAA,AL,rodrifr03,7000000
1994,PIT,NL,micelda01,110000
1998,KCA,AL,leiussc01,180000
1996,SDN,NL,sandesc02,300000
1995,NYN,NL,byrdpa01,109000
2005,FLO,NL,motagu01,2600000
1992,BOS,AL,burksel01,2300000
1988,ATL,NL,olwined01,79000
2004,LAN,NL,beltrad01,5000000
2003,PIT,NL,damicje01,750000
2004,NYA,AL,wilsoen01,700000
2005,CLE,AL,crispco01,364900
1990,NYN,NL,omallto01,155000
1996,CAL,AL,eichhma01,170000
1992,BOS,AL,greenmi01,3050000
1994,DET,AL,kruegbi01,1300000
2010,TEX,AL,lewisco01,1750000
2004,SLN,NL,cedenro01,5375000
2008,CLE,AL,choosh01,390400
2003,MON,NL,mateohe01,300000
1994,DET,AL,whitalo01,2783333
2011,DET,AL,perryry01,430000
1996,TEX,AL,brandma01,123500
1988,SDN,NL,templga01,1143502
2004,KCA,AL,sweenmi01,11000000
2012,CIN,NL,baileho02,2425000
1986,CLE,AL,willsfr01,92000
2007,OAK,AL,melhuad01,815000
2006,TEX,AL,cordefr01,4125000
2001,BAL,AL,richach01,232500
2009,PHI,NL,dobbsgr01,1150000
1985,CHN,NL,sandbry01,505000
1993,SEA,AL,hansoer01,1250000
1998,CHA,AL,snopech01,190000
2005,NYN,NL,wrighda03,322500
1985,ML4,AL,waitsri01,460000
2007,TEX,AL,chenbr01,600000
1990,ML4,AL,crimch01,600000
1997,CIN,NL,greenwi01,300000
1988,PHI,NL,aguaylu01,375000
2011,SFN,NL,fontemi01,1050000
1993,MIN,AL,larkige01,600000
2012,CHN,NL,castile01,480000
2002,PIT,NL,bensokr01,2700000
2008,PIT,NL,bayja01,6000000
2010,LAA,AL,willire03,625000
2008,FLO,NL,vanderi01,391500
1997,SLN,NL,sheafda01,425000
1985,PHI,NL,hayesvo01,500000
1985,TOR,AL,iorgga01,256667
2009,SEA,AL,chaveen01,2050000
2007,OAK,AL,chaveer01,9500000
1986,NYN,NL,knighra01,645000
1986,DET,AL,kinger01,60000
1997,CHN,NL,hanseda01,325000
2000,SFN,NL,johnsjo07,1175000
1998,CIN,NL,bereja01,170000
1998,CIN,NL,greenwi01,1750000
2006,TBA,AL,burrose01,1500000
1986,SDN,NL,wojnaed01,65000
2001,PIT,NL,mearepa01,3790000
2002,SEA,AL,rhodear01,3500000
1990,OAK,AL,blankla02,105000
1997,TEX,AL,gonzaju03,7500000
2010,WAS,NL,nievewi01,700000
2005,OAK,AL,durazer01,4700000
1999,MIN,AL,perkida01,200000
1997,PIT,NL,allenje01,160000
2001,SLN,NL,klinest02,750000
1994,SDN,NL,clarkph02,155000
2007,PHI,NL,moyerja01,6500000
2000,DET,AL,patteda04,550000
2002,MIL,NL,belliro01,1650000
1990,CHA,AL,radinsc01,100000
2011,NYN,NL,hairssc01,1100000
2010,MIN,AL,mauerjo01,12500000
2009,KCA,AL,mechegi01,11400000
1989,PIT,NL,bondsba01,360000
2006,MIN,AL,eyrewi01,327000
2003,CIN,NL,whitega01,3316667
2006,COL,NL,ardoida01,335000
1993,CAL,AL,anderbr02,109000
2004,KCA,AL,graffto01,1100000
1998,MIL,NL,woodast01,174500
1991,PHI,NL,dykstle01,2216666
1998,FLO,NL,hernali01,1475000
2008,PHI,NL,madsory01,1400000
1995,CHN,NL,fosteke01,140000
2002,NYN,NL,komiysa01,500000
1990,CAL,AL,finlech01,725000
2006,TOR,AL,downssc01,705000
1993,BOS,AL,clemero02,4655250
2005,TEX,AL,rileyma01,328000
2008,FLO,NL,pintore01,391500
1989,PHI,NL,murphdw01,400000
2003,OAK,AL,neumi01,300000
2008,ARI,NL,hammoro01,409500
2001,MIL,NL,jenkige01,1187500
2001,ATL,NL,sobkosc01,200000
1991,BAL,AL,willima05,685000
2002,DET,AL,limajo01,7250000
1998,DET,AL,alvarga01,170000
2000,PHI,NL,princto01,300000
2005,TEX,AL,almanca01,1100000
1996,FLO,NL,batismi01,120000
1993,HOU,NL,uribejo01,400000
2008,LAA,AL,anderga01,12600000
2003,HOU,NL,lugoju01,1575000
1989,CHN,NL,willimi02,377500
1986,CHN,NL,durhale01,983333
1996,CLE,AL,plunker01,750000
2003,MON,NL,dayza01,301500
2012,CHA,AL,ohmanwi01,2500000
2010,DET,AL,everead01,1550000
2011,NYN,NL,santajo01,21644707
2002,CLE,AL,cabrejo02,266000
2012,TBA,AL,lobatjo01,481500
2011,ATL,NL,lowede01,15000000
2003,ANA,AL,spiezsc01,4250000
1993,SDN,NL,seminfr01,150000
2007,OAK,AL,streehu01,380000
2005,SDN,NL,williwo02,3000000
2012,TEX,AL,beltrad01,15000000
1993,TOR,AL,dayleke01,1800000
1987,HOU,NL,kneppbo01,1000000
1996,CHN,NL,bullesc01,160000
2000,ARI,NL,milleda02,300000
1989,TOR,AL,liriane01,112500
2009,TOR,AL,janssca01,413900
1999,CLE,AL,haneych01,550000
2004,HOU,NL,laneja01,307500
2001,TBA,AL,alvarwi01,9000000
1993,CLE,AL,scuddsc01,750000
1992,TEX,AL,fryeje01,109000
1995,HOU,NL,brocado01,155000
2009,BOS,AL,smoltjo01,5500000
1998,MIN,AL,miltoer01,170000
1992,SFN,NL,jamesch02,650000
2007,BOS,AL,lopezja02,402500
1993,CIN,NL,larkiba01,5750000
1992,DET,AL,gladdda01,1050000
2005,BAL,AL,tejadmi01,11000000
1992,SFN,NL,swiftbi02,2316667
1991,CLE,AL,belleal01,130000
1997,MON,NL,stankan01,220000
1998,TEX,AL,hernaxa01,1000000
2009,SEA,AL,corcoro01,413000
1985,CHA,AL,cruzju01,1242333
1996,CIN,NL,sandere02,3575000
1993,NYA,AL,willige02,109000
1996,MON,NL,perezca01,165000
2001,ANA,AL,wootesh01,200500
2004,DET,AL,johnsja02,3000000
1998,ARI,NL,stinnke01,275000
1998,KCA,AL,suttola01,172500
1996,FLO,NL,hammoch01,1600000
2008,WAS,NL,bergmja01,404000
2008,CHA,AL,hallto02,1750000
1993,SDN,NL,eilanda01,135000
1988,MON,NL,foleyto02,250000
1998,KCA,AL,damonjo01,460000
2008,ARI,NL,davisdo02,7750000
1992,MON,NL,fletcda01,125000
2008,WAS,NL,kearnau01,5000000
2010,TBA,AL,garzama01,3350000
1990,SLN,NL,penage01,100000
1988,PHI,NL,bedrost01,925000
1991,KCA,AL,eisenji01,950000
1996,SDN,NL,bochtdo01,145000
1995,MON,NL,berryse01,285000
1992,OAK,AL,mcgwima01,2700000
2000,MIN,AL,huskebu01,500000
1995,OAK,AL,ontivst02,965000
2008,TBA,AL,sonnaan01,395800
1993,OAK,AL,hendeda01,2250000
2003,NYA,AL,riverma01,10500000
2005,TBA,AL,nomohi01,800000
1989,SDN,NL,roberbi01,74000
1997,FLO,NL,renteed01,109500
1991,TOR,AL,grubeke01,3033333
1999,ANA,AL,belchti01,4650000
2004,SFN,NL,perezne01,2750000
1999,TEX,AL,kolbda01,200000
2001,HOU,NL,hayesch01,500000
2004,ARI,NL,randost01,322500
2011,MIL,NL,saitota01,1750000
1995,PIT,NL,micelda01,125000
2000,TOR,AL,frascjo01,700000
1989,MIN,AL,dyermi01,68000
2006,BOS,AL,beckejo02,4325000
1990,BOS,AL,burksel01,475000
2003,ARI,NL,willima04,10000000
2006,DET,AL,polanpl01,4600000
2000,ARI,NL,plesada01,1500000
1991,SLN,NL,smithoz01,2225000
1998,CLE,AL,jacksmi02,2000000
1993,CIN,NL,wilsoda01,109000
2000,TOR,AL,gonzaal01,3025000
2003,SFN,NL,mossda01,1550000
1995,CHN,NL,johnsho01,325000
1994,BAL,AL,saboch01,2000000
1993,CLE,AL,lillide01,725000
1992,KCA,AL,melvibo01,900000
2007,COL,NL,tulowtr01,381000
1988,PHI,NL,grosske01,450000
1995,MIN,AL,clarkje01,400000
1985,CLE,AL,garlawa01,200000
1988,TOR,AL,starkma01,66500
2009,SLN,NL,thursjo01,475000
2002,LAN,NL,carragi01,360000
1999,MON,NL,cabreor01,225000
2012,CIN,NL,madsory01,5897691
2000,PIT,NL,mearepa01,3290000
1988,NYN,NL,elsteke01,69000
2007,FLO,NL,jacobmi02,380000
1987,CLE,AL,rittere01,62500
2004,NYA,AL,whitega01,1925000
2003,HOU,NL,merceor01,1700000
2012,MIA,NL,bellhe01,7000000
2009,FLO,NL,proctsc01,750000
2010,LAN,NL,blakeca01,6250000
1988,CLE,AL,hallme01,725000
2006,SFN,NL,schmija01,10500000
1994,LAN,NL,treadje01,500000
2008,NYA,AL,hawkila01,3750000
1989,HOU,NL,reynocr01,600000
2002,DET,AL,fickro01,1150000
2004,SLN,NL,lankfra01,650000
1985,TOR,AL,clancji01,580000
2011,BAL,AL,andinro01,421500
1986,CHA,AL,mckeojo01,60000
2001,OAK,AL,harvich01,204000
1991,TEX,AL,rogerke01,287500
1996,BOS,AL,jeffere01,695000
2004,MON,NL,smithda06,310000
1990,PIT,NL,powerte01,350000
2009,LAN,NL,kempma01,467000
1999,TOR,AL,hamiljo02,4250000
2003,ATL,NL,maddugr01,14750000
2003,SFN,NL,durhara01,5200000
1993,LAN,NL,strawda01,3800000
1991,CHA,AL,snydeco02,800000
1997,KCA,AL,sweenmi01,175000
2000,NYA,AL,spencsh01,250000
1992,TOR,AL,bordepa01,1000000
