playerid,yearid,teamid,lgid,round,pos,g,gs,innouts,po,a,e,dp,tp,pb,sb,cs
cookde01,2000,NYN,NL,NLCS,Р,1,0,3.0,0,0,0,0,0,,0.0,0.0
labincl01,1956,BRO,NL,WS,Р,2,1,36.0,0,3,0,0,0,,0.0,0.0
kubekto01,1960,NYA,AL,WS,СС,7,7,162.0,10,21,3,4,0,,,
johnswa01,1924,WS1,AL,WS,Р,3,2,72.0,1,4,1,2,0,,2.0,3.0
maricju01,1971,SFN,NL,NLCS,Р,1,1,24.0,2,4,0,0,0,,0.0,0.0
perezti01,2005,CHA,AL,ОДЛС1,RF,1,0,3.0,1,0,0,0,0,,,
tidrodi01,1977,NYA,AL,ALCS,Р,2,0,21.0,1,2,0,0,0,,1.0,0.0
mayswi01,1954,NY1,NL,WS,CF,4,4,111.0,10,0,0,0,0,,,
wyattjo02,1967,BOS,AL,WS,Р,2,0,11.0,0,0,0,0,0,,0.0,0.0
berrayo01,1962,NYA,AL,WS,C,1,1,24.0,6,1,0,0,0,0.0,0.0,0.0
vinafe01,2002,SLN,NL,НЛДС2,2B,3,3,81.0,5,8,0,0,0,,,
drabedo01,1991,PIT,NL,NLCS,Р,2,2,45.0,3,0,0,0,0,,2.0,1.0
thomeji01,2001,CLE,AL,ОДЛС1,1B,5,5,129.0,42,3,0,4,0,,,
smithpe02,1992,ATL,NL,NLCS,Р,2,0,11.0,0,1,0,0,0,,1.0,1.0
demarfr02,1938,CHN,NL,WS,LF,2,2,51.0,5,0,0,0,0,,,
reverda01,1981,NYA,AL,ALCS,1B,2,0,15.0,6,1,0,1,0,,,
hillaa01,2011,ARI,NL,НЛДС2,2B,5,5,,15,9,0,2,0,,,
chiozlo01,1937,NY1,NL,WS,CF,2,2,51.0,6,0,1,0,0,,,
strawda01,1986,NYN,NL,WS,RF,7,7,183.0,19,0,0,0,0,,,
posadjo01,1999,NYA,AL,ALCS,C,3,2,72.0,20,1,1,1,0,0.0,2.0,1.0
tudorjo01,1985,SLN,NL,NLCS,Р,2,2,38.0,0,1,0,0,0,,2.0,0.0
hendeda01,1989,OAK,AL,ALCS,CF,5,5,132.0,22,0,0,0,0,,,
kowalfa01,1935,CHN,NL,WS,Р,1,0,13.0,0,2,1,0,0,,0.0,0.0
wilsocj01,2010,TEX,AL,WS,Р,1,1,18.0,0,0,0,0,0,,0.0,0.0
stewada01,1981,LAN,NL,NWDIV,Р,2,0,2.0,0,0,0,0,0,,0.0,0.0
lidgebr01,2008,PHI,NL,WS,Р,2,0,6.0,0,0,0,0,0,,1.0,0.0
finlech01,1986,CAL,AL,ALCS,Р,3,0,6.0,0,0,0,0,0,,0.0,0.0
milletr02,1998,HOU,NL,НЛДС2,Р,1,0,0.0,0,0,0,0,0,,0.0,0.0
hunteca01,1973,OAK,AL,ALCS,Р,2,2,49.0,1,0,0,0,0,,0.0,1.0
veresda01,2002,SLN,NL,NLCS,Р,2,0,11.0,0,1,0,0,0,,0.0,0.0
howarde01,1907,CHN,NL,WS,1B,1,1,27.0,10,1,0,0,0,,,
perryji01,1965,MIN,AL,WS,Р,2,0,12.0,0,1,0,0,0,,1.0,1.0
koenima01,1928,NYA,AL,WS,СС,4,4,108.0,8,11,2,3,0,,,
piazzmi01,1996,LAN,NL,НЛДС1,C,3,3,81.0,25,4,0,2,0,0.0,5.0,3.0
howarfr01,1963,LAN,NL,WS,RF,3,3,60.0,4,0,0,0,0,,,
howarry01,2008,PHI,NL,NLCS,1B,5,5,132.0,36,3,1,7,0,,,
clarkal01,1947,NYA,AL,WS,RF,1,0,9.0,2,0,0,0,0,,,
mulhote01,2004,MIN,AL,ОДЛС2,Р,1,0,9.0,0,0,0,0,0,,0.0,0.0
cathemi01,1997,ATL,NL,NLCS,Р,4,0,8.0,0,0,0,0,0,,0.0,0.0
muellle01,1945,DET,AL,WS,Р,1,0,6.0,0,0,0,0,0,,0.0,0.0
cainma01,2012,SFN,NL,WS,Р,1,1,21.0,0,1,0,0,0,0.0,0.0,0.0
pettian01,2003,NYA,AL,ALCS,Р,2,2,35.0,0,2,0,0,0,,1.0,1.0
deleojo01,1993,CHA,AL,ALCS,Р,2,0,14.0,0,0,0,0,0,,2.0,1.0
tudorjo01,1988,LAN,NL,NLCS,Р,1,1,15.0,1,2,0,0,0,,0.0,0.0
bautida01,1997,ATL,NL,NLCS,LF,2,1,30.0,4,0,0,0,0,,,
klinest02,2002,SLN,NL,НЛДС2,Р,2,0,4.0,0,0,0,0,0,,0.0,0.0
brantje01,1995,CIN,NL,НЛДС2,Р,3,0,9.0,0,0,0,0,0,,0.0,0.0
harenda01,2006,OAK,AL,ALCS,Р,1,1,15.0,0,1,0,0,0,,0.0,0.0
mccolal01,1933,WS1,AL,WS,Р,1,0,6.0,0,1,0,0,0,,0.0,0.0
wathajo01,1977,KCA,AL,ALCS,C,1,0,3.0,2,0,0,0,0,0.0,1.0,0.0
abstebi01,1909,PIT,NL,WS,1B,7,7,183.0,70,4,5,3,0,,,
burkech01,2005,HOU,NL,НЛДС2,CF,1,0,6.0,0,0,0,0,0,,,
collied01,1917,CHA,AL,WS,2B,6,6,156.0,11,23,0,3,0,,,
plunker01,1997,CLE,AL,ALCS,Р,1,0,2.0,0,0,0,0,0,,0.0,0.0
gardnwe01,1988,BOS,AL,ALCS,Р,1,0,14.0,0,0,0,0,0,,0.0,0.0
hairsje01,1983,CHA,AL,ALCS,RF,1,0,3.0,0,0,0,0,0,,,
bakopa01,2003,CHN,NL,НЛДС2,C,3,2,48.0,18,1,0,0,0,0.0,1.0,0.0
brutobi01,1958,ML1,NL,WS,CF,7,4,126.0,12,0,1,0,0,,,
penato01,1995,CLE,AL,ОДЛС1,C,2,0,12.0,5,0,0,0,0,0.0,0.0,0.0
whitero02,2006,MIN,AL,ОДЛС2,LF,3,3,78.0,4,0,0,0,0,,,
moorera02,1959,CHA,AL,WS,Р,1,0,3.0,0,0,0,0,0,,0.0,0.0
shielsc01,2008,LAA,AL,ОДЛС1,Р,4,0,17.0,0,1,0,0,0,,1.0,0.0
burkejo03,2000,ATL,NL,НЛДС1,Р,1,0,4.0,0,0,0,0,0,,0.0,0.0
hassero01,1990,OAK,AL,ALCS,C,1,1,27.0,6,0,0,0,0,0.0,1.0,0.0
armbred01,1973,CIN,NL,NLCS,CF,1,1,24.0,3,0,0,0,0,,,
sandere02,2001,ARI,NL,NLCS,RF,5,5,135.0,14,0,0,0,0,,,
blairpa01,1970,BAL,AL,ALCS,CF,3,3,81.0,4,0,0,0,0,,,
cappsma01,2010,MIN,AL,ОДЛС2,Р,1,0,3.0,0,0,0,0,0,,1.0,0.0
pinaho01,1973,OAK,AL,ALCS,Р,1,0,6.0,0,0,0,0,0,,0.0,0.0
maysca01,1916,BOS,AL,WS,Р,2,1,16.0,0,4,0,0,0,,0.0,0.0
drewjd01,2001,SLN,NL,НЛДС2,RF,5,4,116.0,12,0,0,0,0,,,
schoupe01,1995,CIN,NL,NLCS,Р,2,2,43.0,1,2,0,0,0,,0.0,1.0
wohlema01,2001,NYA,AL,ALCS,Р,1,0,2.0,0,0,1,0,0,,0.0,0.0
lopesda01,1978,LAN,NL,NLCS,2B,4,4,111.0,11,12,2,4,0,,,
grabojo01,1927,NYA,AL,WS,C,1,1,21.0,3,0,0,0,0,0.0,0.0,0.0
lemkema01,1996,ATL,NL,NLCS,2B,7,7,171.0,9,18,0,3,0,,,
womacto01,2001,ARI,NL,WS,СС,7,7,195.0,7,23,1,2,0,,,
rhodedu01,1954,NY1,NL,WS,LF,2,0,33.0,4,0,0,0,0,,,
thomeji01,2012,BAL,AL,АЛЦ,ДГ,1,0,0.0,0,0,0,0,0,0.0,0.0,0.0
keenvi01,1926,SLN,NL,WS,Р,1,0,3.0,0,1,0,0,0,,0.0,0.0
dawsoan01,1989,CHN,NL,NLCS,RF,5,5,125.0,4,0,0,0,0,,,
gosligo01,1925,WS1,AL,WS,LF,7,7,180.0,15,0,0,0,0,,,
garbege01,1976,PHI,NL,NLCS,Р,2,0,2.0,0,0,0,0,0,,0.0,0.0
mordemi01,1995,ATL,NL,НЛДС1,СС,1,0,9.0,1,0,0,0,0,,,
anderbr02,2001,ARI,NL,NLCS,Р,1,0,10.0,0,0,0,0,0,,0.0,0.0
mcenawi01,1975,CIN,NL,WS,Р,5,0,20.0,0,0,0,0,0,,0.0,0.0
bonilbo01,1990,PIT,NL,NLCS,3B,3,1,57.0,1,5,0,1,0,,,
bosweke01,1969,NYN,NL,NLCS,2B,3,3,60.0,3,2,1,1,0,,,
cabreme01,2009,NYA,AL,WS,RF,2,0,12.0,0,0,0,0,0,,,
vizcajo01,2001,HOU,NL,НЛДС1,СС,2,1,27.0,3,3,0,1,0,,,
schmibu01,1914,BSN,NL,WS,1B,4,4,117.0,52,3,0,3,0,,,
tamje01,2000,OAK,AL,ОДЛС1,Р,3,0,6.0,0,1,0,0,0,,1.0,0.0
blairwi01,1996,SDN,NL,НЛДС2,Р,1,0,6.0,0,0,0,0,0,,1.0,1.0
piercbi01,1921,NYA,AL,WS,Р,1,0,3.0,0,0,0,0,0,,0.0,1.0
ramirma02,2004,BOS,AL,ОДЛС1,LF,3,3,84.0,8,0,0,0,0,,,
durbich01,2008,PHI,NL,NLCS,Р,3,0,6.0,0,0,0,0,0,,1.0,0.0
fordwh01,1961,NYA,AL,WS,Р,2,2,42.0,0,1,0,0,0,,0.0,0.0
surhobj01,1997,BAL,AL,ALCS,1B,1,0,9.0,3,0,0,0,0,,,
lampde01,1990,BOS,AL,ALCS,Р,1,0,1.0,0,0,0,0,0,,2.0,0.0
oneilpa01,2001,NYA,AL,WS,RF,5,4,111.0,4,0,0,0,0,,,
menkede01,1972,CIN,NL,WS,3B,7,7,187.0,6,23,0,0,0,,,
bannifl01,1983,CHA,AL,ALCS,Р,1,1,18.0,0,0,0,0,0,,0.0,0.0
myersra01,1990,CIN,NL,WS,Р,3,0,9.0,0,0,0,0,0,,0.0,0.0
bakerfr01,1911,PHA,AL,WS,3B,6,6,167.0,10,11,2,1,0,,,
posadjo01,2001,NYA,AL,ОДЛС2,C,5,5,135.0,33,0,0,0,0,0.0,3.0,0.0
nelsoje01,1998,NYA,AL,ОДЛС2,Р,2,0,8.0,0,0,0,0,0,,0.0,0.0
wakefti01,2003,BOS,AL,ALCS,Р,3,2,42.0,0,0,0,0,0,,1.0,0.0
donalat01,1942,NYA,AL,WS,Р,1,0,9.0,0,0,0,0,0,,0.0,0.0
hockide01,2002,MIN,AL,ОДЛС2,2B,1,1,27.0,7,2,0,1,0,,,
salazlu01,1984,SDN,NL,WS,3B,1,0,9.0,0,0,0,0,0,,,
andremi01,1973,OAK,AL,ALCS,1B,1,0,3.0,1,0,0,0,0,,,
cromawa01,1981,MON,NL,NLCS,1B,5,5,132.0,48,2,0,6,0,,,
stechge01,2001,SLN,NL,НЛДС2,Р,2,0,1.0,0,0,0,0,0,,0.0,0.0
ericksc01,1997,BAL,AL,ALCS,Р,2,2,38.0,0,5,0,1,0,,1.0,0.0
maranra01,1914,BSN,NL,WS,СС,4,4,117.0,7,13,1,2,0,,,
hamilda02,2000,NYN,NL,НЛДС2,LF,2,0,7.0,0,0,0,0,0,,,
cruzne02,2010,TEX,AL,WS,RF,2,2,51.0,5,0,0,0,0,,,
francjo01,2000,NYN,NL,WS,Р,4,0,10.0,1,0,0,1,0,,0.0,0.0
johnsbo03,1971,PIT,NL,NLCS,Р,1,1,24.0,0,0,0,0,0,,1.0,0.0
simmote01,1982,ML4,AL,WS,C,7,7,174.0,28,2,1,0,0,0.0,7.0,3.0
bauerha01,1951,NYA,AL,WS,RF,5,3,104.0,7,0,0,0,0,,,
cairomi01,2012,CIN,NL,НЛДС2,1B,1,0,3.0,2,1,0,0,0,0.0,0.0,0.0
feldmsc01,2011,TEX,AL,ОДЛС2,Р,1,0,,0,0,0,0,0,,,
bakopa01,2001,ATL,NL,NLCS,C,3,2,39.0,10,1,0,0,0,1.0,1.0,1.0
andremi01,1967,BOS,AL,WS,2B,3,3,81.0,2,6,0,0,0,,,
averyst01,1995,ATL,NL,NLCS,Р,2,1,18.0,0,2,0,0,0,,0.0,0.0
walketi01,1916,BOS,AL,WS,CF,3,3,81.0,4,1,0,0,0,,,
balfogr01,2008,TBA,AL,WS,Р,3,0,9.0,0,1,0,0,0,,0.0,0.0
mayswi01,1973,NYN,NL,NLCS,CF,1,0,12.0,1,0,0,0,0,,,
dennyjo01,1983,PHI,NL,WS,Р,2,2,39.0,3,1,0,0,0,,0.0,0.0
riddlel01,1940,CIN,NL,WS,Р,1,0,3.0,0,0,0,0,0,,0.0,0.0
driesda01,1973,CIN,NL,NLCS,3B,4,3,87.0,3,2,1,0,0,,,
munozmi01,1995,COL,NL,НЛДС1,Р,4,0,4.0,0,0,0,0,0,,0.0,0.0
moretro01,1975,BOS,AL,ALCS,Р,1,0,3.0,0,0,0,0,0,,0.0,0.0
howest01,1981,LAN,NL,NLCS,Р,2,0,6.0,0,0,0,0,0,,0.0,0.0
buhneja01,2001,SEA,AL,ALCS,LF,1,1,27.0,3,0,0,0,0,,,
greendi01,1973,OAK,AL,WS,2B,7,7,147.0,14,11,1,4,0,,,
eusebto01,2001,HOU,NL,НЛДС1,C,1,1,24.0,4,1,0,0,0,0.0,0.0,1.0
mayoed01,1936,NY1,NL,WS,3B,1,0,6.0,0,0,0,0,0,,,
ledeeri01,1998,NYA,AL,WS,LF,4,3,87.0,8,0,0,0,0,,,
greento02,2001,NYA,AL,ALCS,C,1,0,6.0,1,0,0,0,0,0.0,0.0,0.0
devinjo01,2005,ATL,NL,НЛДС2,Р,3,0,5.0,0,0,0,0,0,,0.0,0.0
demarfr02,1938,CHN,NL,WS,RF,1,1,27.0,1,0,0,0,0,,,
fernato01,1993,TOR,AL,ALCS,СС,6,6,162.0,12,8,0,5,0,,,
burkejo03,2001,ATL,NL,НЛДС1,Р,1,1,19.0,0,1,0,0,0,,0.0,0.0
rizzuph01,1953,NYA,AL,WS,СС,6,6,156.0,11,19,1,4,0,,,
valenjo03,2000,CHA,AL,ОДЛС2,СС,3,3,82.0,10,17,1,5,0,,,
sheffga01,2003,ATL,NL,НЛДС2,RF,4,4,105.0,4,1,0,0,0,,,
jeterde01,2005,NYA,AL,ОДЛС2,СС,5,5,129.0,8,13,0,2,0,,,
garrewa01,1969,NYN,NL,WS,3B,2,1,30.0,1,0,1,0,0,,,
rolliji01,2009,PHI,NL,NLCS,СС,5,5,132.0,7,12,0,2,0,,,
oroscje01,1988,LAN,NL,NLCS,Р,4,0,7.0,1,0,0,0,0,,0.0,0.0
upshace01,1969,ATL,NL,NLCS,Р,3,0,19.0,0,1,0,1,0,,1.0,1.0
zimmedo01,1959,LAN,NL,WS,СС,1,0,6.0,0,1,0,0,0,,,
pierrju01,2003,FLO,NL,NLCS,CF,7,7,198.0,13,0,0,0,0,,,
smithoz01,1985,SLN,NL,WS,СС,7,7,184.0,9,15,1,5,0,,,
benarma01,2000,SFN,NL,НЛДС2,RF,1,0,4.0,0,0,0,0,0,,,
leecl02,2009,PHI,NL,NLCS,Р,1,1,24.0,1,1,0,0,0,,0.0,0.0
geronce01,1975,CIN,NL,NLCS,CF,3,3,84.0,13,1,0,0,0,,,
zambrca01,2003,CHN,NL,НЛДС2,Р,1,1,17.0,0,1,0,0,0,,0.0,0.0
landrke01,1985,LAN,NL,NLCS,CF,5,4,106.0,7,0,0,0,0,,,
thamema01,2010,NYA,AL,ALCS,LF,1,0,9.0,0,0,0,0,0,,,
tylerle01,1918,CHN,NL,WS,Р,3,3,69.0,2,9,1,0,0,,1.0,2.0
lindbpa01,1973,OAK,AL,WS,Р,3,0,10.0,0,0,0,0,0,,0.0,0.0
jorgemi01,1985,SLN,NL,WS,LF,1,0,10.0,1,0,0,0,0,,,
lewisdu01,1915,BOS,AL,WS,LF,5,5,132.0,10,1,0,0,0,,,
koneted01,1920,BRO,NL,WS,1B,7,7,177.0,70,7,1,4,0,,,
lombast01,1987,MIN,AL,ALCS,2B,5,4,117.0,8,9,1,3,0,,,
hernara02,2002,OAK,AL,ОДЛС2,C,5,5,126.0,38,1,0,0,0,0.0,1.0,0.0
johnsch04,1997,FLO,NL,НЛДС1,C,3,3,81.0,21,3,0,0,0,0.0,2.0,3.0
bernadw01,1982,ML4,AL,WS,Р,1,0,3.0,0,0,0,0,0,,0.0,0.0
cartejo01,1993,TOR,AL,WS,RF,6,6,159.0,13,0,2,0,0,,,
chandsp01,1941,NYA,AL,WS,Р,1,1,15.0,0,0,0,0,0,,0.0,0.0
mussimi01,1996,BAL,AL,ОДЛС1,Р,1,1,18.0,0,0,0,0,0,,2.0,0.0
velarra01,2002,OAK,AL,ОДЛС2,1B,3,0,15.0,7,0,0,0,0,,,
whitema01,1998,CLE,AL,ALCS,LF,2,2,54.0,3,0,0,0,0,,,
valenfe01,1981,LAN,NL,NLCS,Р,2,2,44.0,0,2,0,0,0,,0.0,1.0
valenjo02,1998,BOS,AL,ОДЛС1,3B,4,4,105.0,5,10,0,3,0,,,
clemero02,2000,NYA,AL,WS,Р,1,1,24.0,0,2,1,0,0,,0.0,0.0
ehmkeho01,1929,PHA,AL,WS,Р,2,2,38.0,0,4,0,0,0,,0.0,2.0
ibanera01,2000,SEA,AL,ОДЛС2,RF,3,1,45.0,2,0,0,0,0,,,
naehrti01,1995,BOS,AL,ОДЛС1,3B,3,3,89.0,5,5,0,0,0,,,
eyresc01,2002,SFN,NL,НЛДС1,Р,3,0,4.0,1,1,0,0,0,,0.0,0.0
speiery01,2007,COL,NL,WS,Р,1,0,0.0,0,0,0,0,0,,0.0,0.0
herrto01,1987,SLN,NL,NLCS,2B,7,7,183.0,11,11,1,3,0,,,
youngmi02,2011,TEX,AL,WS,ДГ,7,4,,32,2,2,4,0,,,
morriji01,1987,DET,AL,ALCS,3B,1,0,9.0,1,2,0,0,0,,,
yountro01,1982,ML4,AL,ALCS,СС,5,5,129.0,11,12,1,4,0,,,
eckstda01,2006,SLN,NL,WS,СС,5,5,132.0,6,13,0,1,0,,,
wainwad01,2009,SLN,NL,НЛДС1,Р,1,1,24.0,2,0,0,0,0,,0.0,0.0
rowanaa01,2005,CHA,AL,ОДЛС1,CF,3,3,81.0,8,0,0,0,0,,,
jonesly01,1985,KCA,AL,WS,LF,4,0,30.0,4,0,0,0,0,,,
lylesp01,1976,NYA,AL,ALCS,Р,1,0,3.0,0,0,0,0,0,,0.0,0.0
hamptmi01,1997,HOU,NL,НЛДС2,Р,1,1,14.0,3,0,0,0,0,,1.0,0.0
hendeda01,1990,OAK,AL,ALCS,CF,2,2,54.0,7,0,0,0,0,,,
loretma01,2009,LAN,NL,NLCS,3B,1,0,3.0,0,1,0,0,0,,,
davalvi01,1971,PIT,NL,WS,CF,1,0,2.0,1,0,0,0,0,,,
henderi01,1996,SDN,NL,НЛДС2,LF,3,3,75.0,4,0,0,0,0,,,
raudo01,1974,LAN,NL,NLCS,Р,1,1,2.0,0,0,0,0,0,,0.0,0.0
olsoniv01,1920,BRO,NL,WS,СС,7,7,177.0,12,20,0,3,0,,,
lansfca01,1979,CAL,AL,ALCS,3B,4,4,107.0,4,8,0,3,0,,,
kilgupa01,1989,CHN,NL,NLCS,Р,1,0,9.0,0,0,0,0,0,,0.0,1.0
lockhke01,1999,ATL,NL,НЛДС1,2B,1,0,4.0,0,0,0,0,0,,,
cobbty01,1908,DET,AL,WS,RF,5,5,132.0,3,0,1,0,0,,,
sambijo01,1981,HOU,NL,NWDIV,Р,2,0,5.0,0,1,0,0,0,,0.0,0.0
blairpa01,1974,BAL,AL,ALCS,CF,4,4,105.0,7,0,0,0,0,,,
perezti01,2000,NYN,NL,NLCS,CF,1,0,3.0,1,0,0,0,0,,,
grubeke01,1992,TOR,AL,ALCS,3B,6,6,165.0,5,16,1,1,0,,,
paigesa01,1948,CLE,AL,WS,Р,1,0,2.0,0,0,0,0,0,,0.0,0.0
gibsobo01,1967,SLN,NL,WS,Р,3,3,81.0,2,3,0,0,0,,0.0,1.0
doteloc01,2011,SLN,NL,WS,Р,5,0,,0,1,0,0,0,,,
haineje01,1930,SLN,NL,WS,Р,1,1,27.0,0,1,0,0,0,,0.0,0.0
servasc01,1998,CHN,NL,НЛДС1,C,1,1,27.0,6,1,0,0,0,0.0,1.0,0.0
rodrial01,2004,NYA,AL,ALCS,3B,7,7,209.0,4,7,0,2,0,,,
chacosh01,2005,NYA,AL,ОДЛС2,Р,1,1,19.0,0,0,0,0,0,,0.0,1.0
gonzajo02,1988,LAN,NL,WS,RF,2,0,9.0,1,0,0,0,0,,,
dreifda01,1996,LAN,NL,НЛДС1,Р,1,0,2.0,1,1,0,1,0,,0.0,0.0
berryda01,1993,ATL,NL,NLCS,C,6,5,135.0,42,0,0,0,0,0.0,2.0,0.0
reynocr01,1980,HOU,NL,NLCS,СС,4,4,117.0,8,12,1,1,0,,,
shelbjo01,1983,BAL,AL,WS,CF,5,1,60.0,10,0,0,0,0,,,
uhlege01,1920,CLE,AL,WS,Р,2,0,9.0,0,1,0,0,0,,0.0,0.0
aloufe01,1962,SFN,NL,WS,LF,3,3,75.0,6,0,1,0,0,,,
smoltjo01,2003,ATL,NL,НЛДС2,Р,2,0,9.0,0,0,0,0,0,,0.0,0.0
arroybr01,2012,CIN,NL,НЛДС2,Р,1,1,21.0,0,1,0,0,0,0.0,0.0,0.0
jeterde01,2001,NYA,AL,WS,СС,7,7,178.0,7,17,0,5,0,,,
loaizes01,2004,NYA,AL,ALCS,Р,2,0,19.0,1,0,1,0,0,,0.0,1.0
floweja01,1931,SLN,NL,WS,3B,4,3,69.0,3,4,1,0,0,,,
utleych01,2008,PHI,NL,WS,2B,5,5,132.0,14,17,0,6,0,,,
sutclri01,1989,CHN,NL,NLCS,Р,1,1,18.0,0,2,0,0,0,,0.0,0.0
shorebi01,1930,PHA,AL,WS,Р,1,0,4.0,0,0,0,0,0,,0.0,0.0
reulbed01,1908,CHN,NL,WS,Р,2,1,23.0,0,5,0,0,0,,3.0,1.0
newmaal01,1991,MIN,AL,WS,СС,1,0,3.0,0,1,0,0,0,,,
teixema01,2009,NYA,AL,ОДЛС1,1B,3,3,87.0,26,2,0,1,0,,,
robinbr01,1970,BAL,AL,WS,3B,5,5,135.0,9,14,1,2,0,,,
russebi01,1978,LAN,NL,WS,СС,6,6,158.0,11,20,3,3,0,,,
hodgegi01,1953,BRO,NL,WS,1B,6,6,154.0,47,4,1,2,0,,,
francju01,1996,CLE,AL,ОДЛС1,1B,3,3,87.0,18,1,0,1,0,,,
hafeych01,1931,SLN,NL,WS,LF,6,6,159.0,8,0,1,0,0,,,
penato01,1995,CLE,AL,ALCS,C,4,2,54.0,15,1,0,0,0,0.0,4.0,0.0
williea02,1973,BAL,AL,ALCS,1B,4,4,108.0,35,2,0,2,0,,,
wallide01,1980,HOU,NL,NLCS,1B,1,1,18.0,5,0,0,0,0,,,
halldi01,1969,BAL,AL,WS,Р,1,0,0.0,0,0,0,0,0,,0.0,0.0
merckke01,1999,BOS,AL,ОДЛС1,Р,1,1,5.0,0,1,0,0,0,,0.0,0.0
minchdo01,1965,MIN,AL,WS,1B,7,7,180.0,51,4,0,0,0,,,
sheripa01,1985,KCA,AL,ALCS,RF,7,5,146.0,13,0,0,0,0,,,
whiteri01,2002,SLN,NL,NLCS,Р,3,0,12.0,0,0,0,0,0,,0.0,0.0
hunteto01,2006,MIN,AL,ОДЛС2,CF,3,3,78.0,9,0,0,0,0,,,
greento01,1993,PHI,NL,NLCS,Р,2,2,28.0,0,3,0,0,0,,0.0,1.0
jacksgr01,1976,NYA,AL,WS,Р,1,0,11.0,0,3,0,0,0,,0.0,0.0
bagweje01,1999,HOU,NL,НЛДС1,1B,4,4,114.0,34,3,0,4,0,,,
sandere02,1995,CIN,NL,НЛДС2,RF,3,3,81.0,7,0,1,0,0,,,
anderbr01,1997,BAL,AL,ALCS,CF,6,6,174.0,13,0,1,0,0,,,
weisswa01,1988,OAK,AL,WS,СС,5,5,131.0,5,11,1,1,0,,,
oneilpa01,1990,CIN,NL,NLCS,RF,5,5,126.0,9,2,0,1,0,,,
martipe02,2004,BOS,AL,ALCS,Р,3,2,39.0,3,0,0,0,0,,2.0,0.0
warnelo01,1932,CHN,NL,WS,Р,2,1,32.0,1,2,0,1,0,,0.0,1.0
schmimi01,1983,PHI,NL,WS,3B,5,5,132.0,1,10,1,1,0,,,
berkmla01,2004,HOU,NL,НЛДС2,CF,1,0,9.0,0,0,0,0,0,,,
