playerid,yearid,stint,glf,gcf,grf
vanhage01,1899,1,23.0,128.0,0.0
abbeych01,1897,1,2.0,1.0,77.0
clymeot01,1907,1,0.0,0.0,15.0
flemito01,1902,1,0.0,0.0,5.0
shawal02,1914,1,0.0,102.0,0.0
radfopa01,1889,1,0.0,2.0,136.0
warnefr01,1883,1,0.0,0.0,1.0
portehe01,1888,1,1.0,0.0,1.0
sommejo01,1885,1,105.0,2.0,0.0
milleel01,1912,1,4.0,3.0,4.0
cobbty01,1926,1,15.0,39.0,1.0
lowrepe01,1954,1,3.0,1.0,9.0
nealejo01,1890,1,1.0,0.0,0.0
mowryjo01,1933,1,48.0,5.0,11.0
quellge01,1931,1,13.0,0.0,0.0
gordosi01,1946,1,101.0,0.0,0.0
hemslro01,1932,1,0.0,1.0,0.0
slaugen01,1941,1,0.0,0.0,108.0
jenkito01,1931,1,0.0,0.0,58.0
laabsch01,1942,1,36.0,25.0,80.0
bordafr01,1936,1,14.0,46.0,33.0
smithji01,1918,1,2.0,3.0,1.0
burkeja01,1884,1,0.0,0.0,13.0
melesa01,1952,2,0.0,0.0,112.0
callada01,1910,1,12.0,0.0,0.0
corkhpo01,1891,1,0.0,73.0,10.0
weyhigu01,1891,1,1.0,0.0,1.0
hartsto01,1907,1,143.0,0.0,0.0
dicksjo01,1939,1,0.0,0.0,10.0
bagbyji02,1940,1,1.0,0.0,0.0
donahji01,1887,1,0.0,2.0,3.0
stonege01,1909,1,63.0,0.0,18.0
brodist01,1893,1,0.0,102.0,5.0
dorgami01,1887,1,1.0,0.0,68.0
brodist01,1901,1,11.0,72.0,0.0
paschbe01,1929,1,12.0,4.0,4.0
gleesji01,1940,1,32.0,82.0,13.0
hilde01,1902,1,0.0,0.0,1.0
mccluha01,1882,1,0.0,0.0,2.0
howarde01,1905,1,1.0,0.0,27.0
dailyed01,1890,2,1.0,0.0,2.0
bridwal01,1906,1,0.0,0.0,1.0
birmijo01,1908,1,1.0,119.0,1.0
nichobi01,1949,1,0.0,0.0,92.0
mcnamdi01,1928,1,0.0,1.0,2.0
lynchto01,1884,1,8.0,0.0,0.0
smootho01,1904,1,0.0,137.0,0.0
carribi01,1902,1,1.0,0.0,1.0
hermaba01,1927,1,1.0,0.0,0.0
brainda01,1905,1,0.0,4.0,2.0
browned02,1920,1,0.0,2.0,0.0
devoral01,1918,1,0.0,0.0,1.0
hoffmda01,1907,1,0.0,135.0,0.0
gallash01,1901,1,0.0,0.0,2.0
farrebi01,1882,1,0.0,1.0,1.0
repulri01,1953,1,0.0,153.0,0.0
wingoal01,1928,1,35.0,28.0,6.0
kellejo01,1906,1,122.0,0.0,0.0
darkal01,1946,1,1.0,0.0,0.0
litwhda01,1946,2,65.0,0.0,0.0
welchcu01,1890,2,0.0,17.0,0.0
callani01,1898,1,1.0,0.0,8.0
hockeor01,1942,1,0.0,2.0,144.0
lovetto01,1893,1,4.0,0.0,0.0
drakede01,1915,1,7.0,62.0,33.0
brownji01,1884,3,0.0,0.0,1.0
mosolji01,1933,1,19.0,3.0,0.0
ringofr01,1885,1,0.0,1.0,0.0
spencch01,1906,1,1.0,3.0,3.0
maisege01,1922,1,2.0,13.0,11.0
freigho01,1926,1,0.0,1.0,0.0
woodge01,1885,1,70.0,0.0,0.0
westsa01,1931,1,0.0,127.0,0.0
greenda01,1900,1,3.0,60.0,39.0
gilliba01,1879,1,21.0,2.0,0.0
fostero02,1884,1,0.0,0.0,1.0
mageele01,1919,2,12.0,27.0,6.0
gilmogr01,1914,1,0.0,10.0,122.0
orourjo01,1879,1,0.0,70.0,1.0
willigu02,1915,1,0.0,0.0,35.0
reillha01,1919,1,1.0,0.0,0.0
lynchhe01,1893,1,0.0,0.0,4.0
baumhfr01,1952,1,0.0,47.0,65.0
nicolhu01,1883,1,1.0,1.0,84.0
allisdo01,1876,1,0.0,1.0,5.0
litwhda01,1948,1,8.0,0.0,0.0
milledo01,1887,1,2.0,11.0,1.0
wrighha01,1877,1,0.0,1.0,0.0
rubelal01,1944,1,9.0,0.0,9.0
scarsle01,1937,1,12.0,0.0,2.0
lowrepe01,1948,1,63.0,43.0,0.0
breitte01,1899,1,0.0,6.0,1.0
sullijo01,1896,2,45.0,0.0,0.0
strunam01,1921,1,9.0,69.0,33.0
haasmu01,1933,1,0.0,146.0,0.0
durhajo02,1954,1,10.0,1.0,0.0
powelra01,1918,1,0.0,53.0,0.0
bodiepi01,1920,1,0.0,129.0,0.0
ryanji01,1885,1,0.0,1.0,0.0
seyboso01,1907,1,0.0,0.0,147.0
weavefa01,1890,1,0.0,126.0,1.0
cruiswa01,1917,1,49.0,85.0,26.0
rickema01,1950,1,0.0,0.0,3.0
montefe01,1953,1,1.0,11.0,0.0
stiveja01,1894,1,8.0,2.0,6.0
wilsoha01,1931,1,40.0,60.0,3.0
hildege01,1902,1,11.0,0.0,0.0
mitchcl01,1916,1,5.0,0.0,0.0
lewisdu01,1915,1,152.0,0.0,0.0
wagneho01,1904,1,6.0,2.0,0.0
whitede01,1881,1,2.0,0.0,15.0
smazajo01,1946,1,0.0,0.0,1.0
fulmech01,1884,1,0.0,1.0,1.0
rothbr01,1914,1,0.0,12.0,22.0
holmwa01,1928,1,0.0,0.0,7.0
harpege02,1916,1,2.0,4.0,8.0
flickel01,1906,1,0.0,86.0,65.0
nichobi01,1941,1,3.0,0.0,140.0
lewisdu01,1920,1,98.0,0.0,1.0
sheckji01,1908,1,115.0,0.0,0.0
harrida01,1930,2,19.0,12.0,28.0
benjast01,1942,1,0.0,25.0,21.0
murphed01,1903,1,1.0,0.0,0.0
sauerha01,1945,1,28.0,0.0,0.0
rodgebi02,1944,1,0.0,0.0,1.0
lordha01,1914,1,1.0,0.0,0.0
werdepe01,1884,1,4.0,1.0,1.0
rhoadbo01,1903,1,0.0,0.0,1.0
mclauki01,1914,1,0.0,2.0,0.0
wanerpa01,1930,1,0.0,5.0,138.0
myerbu01,1927,2,10.0,0.0,0.0
grothjo01,1952,1,2.0,137.0,0.0
stumpge01,1931,1,6.0,2.0,0.0
fostepo01,1898,1,17.0,0.0,4.0
spalddi01,1928,1,8.0,0.0,3.0
litwhda01,1943,2,70.0,0.0,0.0
radfopa01,1883,1,1.0,24.0,50.0
moseswa01,1950,1,4.0,7.0,51.0
dicksjo01,1937,1,58.0,0.0,6.0
parkedo01,1896,1,0.0,1.0,0.0
hartsto01,1899,1,7.0,0.0,15.0
bakerge01,1883,1,0.0,0.0,1.0
sullide02,1907,1,0.0,143.0,0.0
hornujo01,1880,1,67.0,0.0,0.0
brownto01,1895,1,1.0,82.0,0.0
hollibu01,1896,1,10.0,3.0,3.0
myershy01,1911,1,0.0,12.0,1.0
thomafr03,1951,1,0.0,37.0,0.0
moorege03,1933,1,0.0,10.0,0.0
jacobba01,1927,3,9.0,2.0,3.0
rothrja01,1932,1,12.0,0.0,0.0
phillda01,1950,1,0.0,70.0,103.0
cicerjo01,1930,1,1.0,0.0,4.0
clarkfr01,1900,1,104.0,0.0,0.0
grahamo01,1905,1,0.0,0.0,1.0
howarde01,1906,1,87.0,0.0,0.0
foutzda01,1884,1,0.0,3.0,11.0
bowerfr01,1903,1,0.0,1.0,0.0
aberscl01,1949,1,0.0,0.0,1.0
kinerra01,1949,1,152.0,0.0,0.0
ennisde01,1949,1,154.0,0.0,0.0
beeched02,1898,1,0.0,8.0,0.0
chiozlo01,1936,1,4.0,85.0,1.0
duryeje01,1889,1,0.0,0.0,3.0
trottsa01,1880,1,1.0,3.0,0.0
grothjo01,1948,1,0.0,4.0,0.0
dunnja01,1903,1,1.0,0.0,0.0
jacksji01,1906,1,103.0,1.0,0.0
shannsp01,1907,1,155.0,0.0,0.0
sundabi01,1890,1,0.0,51.0,35.0
careyma01,1923,1,0.0,153.0,0.0
broutda01,1881,1,33.0,0.0,2.0
ostrojo01,1950,1,6.0,1.0,8.0
connojo04,1916,1,14.0,4.0,12.0
murphjo01,1884,2,5.0,4.0,1.0
medwijo01,1937,1,156.0,0.0,0.0
cassijo01,1884,1,0.0,0.0,101.0
outlaji01,1944,1,71.0,6.0,60.0
harveza01,1901,2,21.0,0.0,24.0
stirega01,1871,1,0.0,0.0,25.0
finnelo01,1934,1,12.0,4.0,40.0
yeagejo01,1898,1,2.0,1.0,1.0
cobbty01,1909,1,0.0,0.0,156.0
dealypa01,1885,1,1.0,1.0,0.0
stephri01,1922,1,2.0,0.0,1.0
walketi01,1920,1,123.0,26.0,0.0
laabsch01,1946,1,6.0,0.0,66.0
messebo01,1910,1,8.0,0.0,0.0
adamsbu01,1943,2,1.0,107.0,0.0
millebi02,1921,1,92.0,3.0,14.0
blatnjo01,1950,1,1.0,0.0,0.0
shrevle01,1887,1,2.0,0.0,0.0
mccormi02,1941,1,82.0,19.0,0.0
maxwech01,1951,1,5.0,0.0,8.0
lallyda01,1897,1,82.0,1.0,1.0
odwelfr01,1904,1,107.0,14.0,5.0
caffybe01,1906,1,28.0,1.0,0.0
roettwa01,1930,1,28.0,85.0,4.0
colemjo01,1885,1,1.0,17.0,76.0
schmege01,1952,2,0.0,18.0,11.0
rettgge01,1892,2,0.0,0.0,1.0
obrieto02,1899,1,124.0,0.0,3.0
maxwech01,1955,2,22.0,0.0,4.0
lawinga01,1946,2,3.0,0.0,1.0
southbi01,1927,1,0.0,0.0,83.0
kreevmi01,1945,2,0.0,40.0,0.0
parroto01,1896,1,4.0,78.0,26.0
mcquigl01,1942,1,68.0,0.0,9.0
creebi01,1915,1,0.0,37.0,16.0
chapmsa01,1951,2,38.0,44.0,7.0
baumapa01,1916,1,12.0,1.0,15.0
patribo01,1941,1,3.0,0.0,0.0
triplco01,1942,1,45.0,0.0,1.0
smithel02,1919,1,0.0,0.0,111.0
cavarph01,1947,1,69.0,26.0,8.0
henrito01,1937,1,30.0,0.0,29.0
drakela01,1948,1,0.0,0.0,2.0
quinnjo02,1898,2,0.0,0.0,1.0
walshed01,1905,1,1.0,1.0,3.0
terrybi01,1929,1,1.0,0.0,0.0
tylerjo01,1934,1,0.0,1.0,0.0
riverji01,1955,1,2.0,50.0,115.0
jantzhe01,1912,1,0.0,0.0,31.0
kommefr01,1914,1,3.0,36.0,28.0
carrocl01,1887,1,102.0,1.0,0.0
vosmijo01,1939,1,144.0,0.0,0.0
walshji02,1914,2,25.0,26.0,6.0
dorgami01,1881,2,0.0,4.0,1.0
obriejo01,1884,1,3.0,14.0,1.0
shallgu01,1885,1,0.0,0.0,3.0
schulfr01,1917,1,3.0,0.0,25.0
nilesha01,1908,1,1.0,1.0,5.0
bealsto01,1871,1,4.0,0.0,4.0
batesjo02,1914,2,0.0,2.0,1.0
messebo01,1914,1,0.0,0.0,1.0
griggar01,1909,1,36.0,2.0,3.0
thomaro01,1905,1,0.0,147.0,0.0
comisch01,1894,1,0.0,0.0,1.0
walkeha01,1949,2,22.0,26.0,29.0
olsonka01,1951,1,2.0,0.0,3.0
rhodedu01,1953,1,25.0,0.0,22.0
musiast01,1942,1,133.0,2.0,2.0
delsiji01,1952,2,32.0,0.0,0.0
hugheto01,1904,2,0.0,2.0,0.0
bradlal01,1884,1,0.0,1.0,0.0
radfopa01,1892,1,2.0,0.0,60.0
selkige01,1940,1,79.0,2.0,31.0
pickeda01,1898,1,14.0,0.0,0.0
endicbi01,1946,1,2.0,0.0,0.0
lordbr01,1909,1,48.0,3.0,16.0
phillbi02,1899,1,0.0,0.0,1.0
mckened01,1884,1,0.0,2.0,8.0
colemra01,1950,1,27.0,43.0,28.0
scherha01,1889,1,0.0,1.0,0.0
eastepa01,1930,1,8.0,1.0,16.0
heathcl01,1928,1,7.0,13.0,20.0
russeji01,1947,1,1.0,102.0,19.0
careyma01,1926,1,0.0,82.0,0.0
strunam01,1910,1,0.0,14.0,0.0
fullich01,1931,1,1.0,65.0,0.0
staleha01,1894,1,0.0,1.0,0.0
mcmilge01,1890,1,1.0,0.0,9.0
mitchmi01,1907,1,3.0,0.0,144.0
cassijo01,1875,1,1.0,0.0,11.0
orourfr01,1918,1,0.0,0.0,0.0
dealypa01,1887,1,4.0,1.0,0.0
cuyleki01,1938,1,8.0,17.0,43.0
almadme01,1933,1,7.0,6.0,0.0
sutthja01,1901,1,0.0,1.0,0.0
watkied01,1902,1,1.0,0.0,0.0
fluhrjo01,1915,1,2.0,0.0,0.0
wrighgl01,1928,1,0.0,0.0,1.0
grothjo01,1947,1,1.0,0.0,0.0
booeev01,1914,1,4.0,1.0,0.0
purcebl01,1890,1,104.0,0.0,7.0
smithja03,1923,1,77.0,10.0,23.0
hemphch01,1899,2,0.0,0.0,54.0
allenet01,1927,1,14.0,72.0,13.0
hermaba01,1937,1,2.0,0.0,0.0
castipe01,1952,1,1.0,0.0,0.0
kennebo01,1949,1,1.0,0.0,98.0
delahed01,1897,1,128.0,0.0,1.0
browned02,1921,1,2.0,26.0,2.0
mccormi02,1951,1,24.0,12.0,28.0
wheatza01,1911,1,135.0,1.0,0.0
eversho01,1950,1,139.0,3.0,0.0
walkeos01,1884,1,16.0,43.0,0.0
murphho01,1909,1,0.0,19.0,0.0
postwa01,1952,1,15.0,1.0,0.0
wanerll01,1938,1,0.0,144.0,0.0
combsea01,1932,1,42.0,115.0,1.0
mainswi01,1888,1,1.0,0.0,0.0
vossal01,1884,2,5.0,3.0,0.0
lazorjo01,1946,1,3.0,0.0,4.0
edwarha01,1946,1,0.0,1.0,122.0
simmoal01,1944,1,2.0,0.0,0.0
barclge01,1902,1,137.0,0.0,0.0
harrijo03,1922,1,71.0,0.0,12.0
brodist01,1891,1,1.0,102.0,31.0
smithel02,1920,1,0.0,0.0,129.0
walkeer01,1913,1,0.0,2.0,0.0
dailyhu01,1884,1,2.0,0.0,0.0
stenzja01,1898,1,0.0,35.0,0.0
brainfr01,1915,1,0.0,1.0,0.0
greybi01,1890,1,6.0,3.0,1.0
sladear01,1884,1,0.0,0.0,2.0
koppme01,1915,1,8.0,0.0,1.0
henryjo01,1890,1,34.0,1.0,3.0
metzlal01,1926,1,15.0,1.0,1.0
moorete01,1935,1,0.0,117.0,0.0
mccarbi03,1923,1,0.0,0.0,1.0
kingch01,1955,1,6.0,0.0,0.0
knabeot01,1909,1,1.0,0.0,0.0
mullato01,1891,1,6.0,5.0,1.0
fennefr01,1888,1,2.0,2.0,0.0
duncapa01,1922,1,151.0,0.0,0.0
keistbi01,1898,1,0.0,0.0,1.0
wanerll01,1935,1,0.0,121.0,0.0
callani01,1902,1,6.0,3.0,15.0
smithha03,1903,1,0.0,0.0,1.0
mcveyca01,1874,1,0.0,8.0,49.0
pfeffbi01,1906,1,5.0,3.0,7.0
congabu01,1907,1,0.0,0.0,6.0
bootham01,1876,1,0.0,0.0,3.0
outlaji01,1948,1,10.0,0.0,3.0
fostepo01,1900,1,1.0,0.0,11.0
talbobo01,1954,1,0.0,111.0,0.0
stewabu01,1949,1,75.0,16.0,20.0
ryanji01,1894,1,0.0,5.0,104.0
jamiech01,1928,1,111.0,0.0,0.0
boylebu01,1934,1,18.0,19.0,86.0
degroru01,1906,1,0.0,0.0,1.0
cravaga01,1908,1,62.0,0.0,15.0
hickmji01,1917,1,26.0,71.0,3.0
musiast01,1952,1,21.0,106.0,9.0
barbetu01,1923,1,0.0,12.0,0.0
woodlge01,1947,1,1.0,20.0,0.0
souchst01,1951,1,30.0,0.0,29.0
thompsh01,1916,1,1.0,6.0,1.0
craftha01,1939,1,0.0,134.0,0.0
woodrsa01,1904,1,0.0,0.0,1.0
fordru01,1912,1,2.0,0.0,0.0
smithed04,1937,1,1.0,1.0,0.0
henrito01,1941,1,0.0,19.0,121.0
stonege01,1907,1,155.0,0.0,0.0
whittpo01,1918,1,22.0,0.0,0.0
campbbr01,1934,1,0.0,0.0,123.0
leslisa01,1929,1,1.0,0.0,0.0
barrysh01,1906,2,0.0,0.0,35.0
willigu02,1911,1,7.0,0.0,0.0
stonege01,1908,1,148.0,0.0,0.0
leibone01,1915,2,10.0,12.0,0.0
daltoja01,1914,1,5.0,109.0,2.0
waterfr01,1873,1,0.0,3.0,1.0
haddoge01,1891,1,5.0,0.0,3.0
clarkal01,1947,1,6.0,0.0,10.0
mooreji02,1930,2,8.0,1.0,4.0
nichobi01,1948,1,0.0,0.0,136.0
jonesfi01,1903,1,0.0,136.0,0.0
hoelsar01,1906,1,1.0,1.0,11.0
knisepe01,1914,1,10.0,1.0,6.0
kreevmi01,1936,1,17.0,65.0,57.0
jeffcha01,1950,1,12.0,11.0,31.0
lindsfr01,1932,1,0.0,128.0,0.0
jonesch03,1904,1,0.0,5.0,0.0
tobinja01,1927,1,5.0,0.0,89.0
richaha01,1887,1,58.0,1.0,0.0
donovpa01,1891,2,0.0,13.0,4.0
wellmbo01,1948,1,0.0,0.0,1.0
waittch01,1877,1,0.0,0.0,10.0
kerinjo01,1886,1,2.0,2.0,3.0
walkefr01,1925,1,0.0,21.0,1.0
conwape01,1886,2,1.0,0.0,0.0
schweal01,1910,1,1.0,32.0,76.0
shaffor01,1885,1,0.0,1.0,68.0
purcebl01,1889,1,0.0,0.0,129.0
selbaki01,1905,1,0.0,20.0,92.0
oberbhe01,1884,1,1.0,0.0,27.0
clarkme01,1953,1,1.0,0.0,51.0
lemonji01,1954,1,1.0,0.0,32.0
cravebi01,1873,1,0.0,7.0,0.0
mathebo01,1886,1,0.0,0.0,1.0
southbi01,1918,1,0.0,0.0,64.0
manseto01,1884,2,23.0,0.0,0.0
kruegot01,1905,1,0.0,3.0,3.0
millsch01,1871,1,0.0,0.0,4.0
mclauba01,1884,1,4.0,3.0,17.0
englecl01,1909,1,119.0,16.0,0.0
bradyst01,1883,1,0.0,0.0,16.0
olsonka01,1955,1,11.0,8.0,5.0
donovpa01,1898,1,0.0,0.0,147.0
staleha01,1892,1,0.0,0.0,1.0
schulwe02,1933,2,97.0,0.0,0.0
powerdo01,1904,1,0.0,0.0,1.0
gerkege01,1928,1,14.0,16.0,4.0
hoffmda01,1910,1,0.0,102.0,4.0
twitcla01,1890,1,1.0,0.0,56.0
grimsmy01,1907,1,1.0,0.0,22.0
canneri01,1905,1,3.0,149.0,3.0
melesa01,1949,1,0.0,0.0,11.0
dyered01,1924,1,0.0,1.0,0.0
donahji01,1886,1,12.0,21.0,1.0
finnelo01,1939,2,3.0,16.0,5.0
marshfr01,1954,1,0.0,0.0,1.0
conrowi01,1906,1,37.0,66.0,0.0
welchfr01,1923,1,0.0,0.0,117.0
pickch01,1916,1,5.0,3.0,0.0
bagwebi01,1925,1,4.0,0.0,0.0
paynefr01,1908,1,0.0,0.0,1.0
mcfared01,1893,1,0.0,5.0,0.0
hayesja01,1884,2,1.0,1.0,0.0
manushe01,1923,1,72.0,0.0,7.0
smithed01,1883,2,1.0,0.0,0.0
begleed01,1884,1,0.0,0.0,2.0
brickfr01,1928,1,44.0,0.0,8.0
stengca01,1919,1,0.0,0.0,87.0
gullite01,1930,1,0.0,0.0,82.0
weavesa01,1882,1,0.0,0.0,2.0
creamge01,1879,1,0.0,1.0,1.0
piercgr01,1883,2,0.0,17.0,1.0
neisbe01,1925,1,9.0,76.0,2.0
mccormo01,1913,1,0.0,2.0,13.0
myersge01,1889,1,6.0,17.0,0.0
walkege02,1942,1,20.0,74.0,19.0
combsea01,1931,1,0.0,129.0,0.0
manushe01,1926,1,11.0,104.0,5.0
hinchbi01,1906,1,8.0,0.0,8.0
bradyst01,1885,1,0.0,0.0,105.0
felscha01,1919,1,0.0,135.0,0.0
hoganed02,1888,1,26.0,0.0,52.0
addisbo01,1952,1,3.0,42.0,37.0
cummica01,1875,1,2.0,4.0,0.0
edwarha01,1949,2,18.0,0.0,34.0
laydope01,1948,1,1.0,24.0,5.0
larkihe01,1890,1,0.0,1.0,0.0
gradymi01,1900,1,0.0,0.0,5.0
johnsro02,1937,2,63.0,0.0,0.0
northhu01,1912,1,10.0,43.0,49.0
adamsbu01,1944,1,0.0,151.0,0.0
tucketh01,1949,1,4.0,38.0,0.0
seymocy01,1910,1,0.0,76.0,0.0
mansemi01,1883,1,96.0,0.0,0.0
tenerjo01,1888,1,1.0,0.0,0.0
andreed01,1890,1,1.0,89.0,4.0
clappjo01,1878,1,44.0,0.0,0.0
swarted01,1890,1,0.0,7.0,119.0
smythre01,1917,1,0.0,2.0,0.0
hoydu01,1901,1,0.0,132.0,0.0
oconnja01,1894,1,1.0,27.0,5.0
turnete01,1908,1,0.0,2.0,34.0
battijo01,1875,1,0.0,1.0,0.0
saniced01,1949,1,0.0,1.0,5.0
derryru01,1945,1,10.0,44.0,15.0
jonesto01,1904,1,0.0,0.0,4.0
anderva01,1895,1,1.0,0.0,0.0
hardilo01,1886,1,0.0,0.0,2.0
stimmar01,1901,1,0.0,0.0,2.0
noftsge01,1884,1,0.0,1.0,4.0
menosmi01,1915,1,6.0,1.0,2.0
oyleran01,1902,1,0.0,2.0,1.0
rehgwa01,1915,1,0.0,0.0,1.0
rumlewi01,1917,1,3.0,0.0,6.0
dierich01,1952,1,27.0,4.0,5.0
fonsele01,1931,2,80.0,15.0,0.0
