playerid,awardid,yearid,lgid,tie,notes
winfida01,Gold Glove,1983,AL,,В ЛЮБОЙ ЧАСТИ
nehfar01,Baseball Magazine All-Star,1921,NL,,С2
archeji01,Baseball Magazine All-Star,1914,NL,,C1
bushdo01,Baseball Magazine All-Star,1911,AL,,СС
chancde01,TSN Pitcher of the Year,1964,AL,,
johnswa01,Most Valuable Player,1913,AL,,
grovele01,TSN All-Star,1928,ML,,Р
pendlte01,TSN All-Star,1991,NL,,3B
rootch01,Baseball Magazine All-Star,1927,NL,,С1
quiseda01,TSN Fireman of the Year,1982,AL,,
erstada01,Gold Glove,2000,AL,,В ЛЮБОЙ ЧАСТИ
puckeki01,TSN All-Star,1987,AL,,В ЛЮБОЙ ЧАСТИ
righeda01,TSN Fireman of the Year,1986,AL,,
musiast01,Baseball Magazine All-Star,1948,ML,,RF
turlebo01,TSN Major League Player of the Year,1958,ML,,
garcida01,TSN All-Star,1982,AL,,2B
violafr01,Cy Young Award,1988,AL,,
traynpi01,Baseball Magazine All-Star,1928,NL,,3B
donlimi01,Baseball Magazine All-Star,1908,NL,,CF
willibe02,Silver Slugger,2002,AL,,В ЛЮБОЙ ЧАСТИ
cuccito01,Baseball Magazine All-Star,1945,AL,,3B
boyerke01,TSN All-Star,1961,NL,,3B
ordonma01,TSN All-Star,2007,AL,,В ЛЮБОЙ ЧАСТИ
hubbske01,Rookie of the Year,1962,NL,,
ortizda01,Silver Slugger,2007,AL,,ДГ
wrighda03,Silver Slugger,2007,NL,,3B
grohhe01,Baseball Magazine All-Star,1915,NL,,3B
coopece01,Silver Slugger,1980,AL,,1B
scottge02,Gold Glove,1972,AL,,1B
robinbr01,TSN All-Star,1972,AL,,3B
willido03,Rookie of the Year,2003,NL,,
maysca01,Baseball Magazine All-Star,1921,AL,,С2
griffke02,Gold Glove,1999,AL,,В ЛЮБОЙ ЧАСТИ
rodriiv01,Gold Glove,1994,AL,,C
hubbeca01,TSN All-Star,1935,ML,,Р
ausmubr01,Gold Glove,2001,NL,,C
hornsro01,Baseball Magazine All-Star,1928,ML,,2B
kalinal01,Lou Gehrig Memorial Award,1968,ML,,
santoro01,TSN All-Star,1969,NL,,3B
raderdo02,Gold Glove,1970,NL,,3B
grohhe01,Baseball Magazine All-Star,1919,NL,,3B
murraed02,TSN All-Star,1983,AL,,1B
pettiga01,Gold Glove,1988,AL,,В ЛЮБОЙ ЧАСТИ
dickebi01,Baseball Magazine All-Star,1936,ML,,C
kalinal01,Gold Glove,1961,AL,,В ЛЮБОЙ ЧАСТИ
musiast01,TSN All-Star,1946,ML,,1B
jurgebi01,Baseball Magazine All-Star,1941,NL,,СС
antonjo02,TSN Pitcher of the Year,1954,NL,,
camparo01,TSN All-Star,1951,ML,,C
willite01,Baseball Magazine All-Star,1942,AL,,LF
clemero02,TSN All-Star,1987,AL,,RHP
bridgto01,Baseball Magazine All-Star,1936,AL,,С1
killebi01,Baseball Magazine All-Star,1918,NL,,C
schulfr01,Baseball Magazine All-Star,1908,NL,,RF
jeterde01,Gold Glove,2006,AL,,СС
konstji01,Baseball Magazine All-Star,1950,ML,,С3
johnsra05,World Series MVP,2001,ML,Y,
larkiba01,Silver Slugger,1995,NL,,СС
hernake01,Gold Glove,1978,NL,,1B
lollash01,Gold Glove,1959,AL,,C
hartnga01,TSN All-Star,1927,ML,,C
waltebu01,Most Valuable Player,1939,NL,,
robinbr01,Roberto Clemente Award,1972,ML,,
ruelmu01,Baseball Magazine All-Star,1925,AL,,C1
eversjo01,Baseball Magazine All-Star,1914,NL,,2B
murphda05,TSN All-Star,1982,NL,,В ЛЮБОЙ ЧАСТИ
clarkfr01,Baseball Magazine All-Star,1909,ML,,LF
alomaro01,Gold Glove,2001,AL,,2B
schoere01,TSN All-Star,1953,ML,,2B
newhoha01,TSN All-Star,1945,ML,,Р
jonesch06,TSN All-Star,1999,NL,,3B
brownke01,TSN Pitcher of the Year,1998,NL,,
rodriiv01,Most Valuable Player,1999,AL,,
mostijo01,Baseball Magazine All-Star,1926,ML,,В ЛЮБОЙ ЧАСТИ
dimagjo01,Baseball Magazine All-Star,1939,ML,,CF
collied01,Baseball Magazine All-Star,1926,AL,,2B
conceda01,TSN All-Star,1976,NL,,СС
smoltjo01,Silver Slugger,1997,NL,,Р
mcwilla01,TSN All-Star,1983,NL,,LHP
jenseja01,Most Valuable Player,1958,AL,,
hernake01,TSN All-Star,1979,NL,,1B
robinfr02,TSN Player of the Year,1961,NL,,
greenha01,TSN All-Star,1940,ML,,В ЛЮБОЙ ЧАСТИ
pennohe01,TSN All-Star,1926,ML,,Р
zambrca01,Silver Slugger,2006,NL,,Р
averiea01,Baseball Magazine All-Star,1936,AL,,CF
loftoke01,Gold Glove,1996,AL,,В ЛЮБОЙ ЧАСТИ
manushe01,Baseball Magazine All-Star,1928,ML,,В ЛЮБОЙ ЧАСТИ
elliobo01,Baseball Magazine All-Star,1950,NL,,3B
buehrma01,Gold Glove,2012,NL,,Р
carewro01,Roberto Clemente Award,1977,ML,,
freylo01,Baseball Magazine All-Star,1939,NL,,2B
davisma01,Cy Young Award,1989,NL,,
freehbi01,Gold Glove,1969,AL,,C
floodcu01,Gold Glove,1964,NL,,В ЛЮБОЙ ЧАСТИ
peckiro01,Baseball Magazine All-Star,1919,AL,,СС
carltst01,TSN All-Star,1972,NL,,LHP
rodriiv01,TSN All-Star,1996,AL,,C
gehrilo01,Baseball Magazine All-Star,1931,AL,,1B
ripkeca01,Gold Glove,1991,AL,,СС
guidrro01,Gold Glove,1983,AL,,Р
alomaro01,TSN All-Star,1992,AL,,2B
gulledo01,TSN All-Star,1974,NL,,LHP
sheffga01,Silver Slugger,2003,NL,,В ЛЮБОЙ ЧАСТИ
peskyjo01,TSN All-Star,1946,ML,,СС
daubeja01,Baseball Magazine All-Star,1912,NL,,1B
roushed01,Baseball Magazine All-Star,1919,NL,,В ЛЮБОЙ ЧАСТИ
pagnoto01,Gold Glove,1994,NL,,C
justida01,ALCS MVP,2000,AL,,
hernawi01,Cy Young Award,1984,AL,,
hunteca01,TSN Pitcher of the Year,1974,AL,,
whiteea01,Baseball Magazine All-Star,1933,AL,,С2
dimagjo01,Baseball Magazine All-Star,1947,AL,,CF
hallaro01,TSN Pitcher of the Year,2003,AL,,
crandde01,TSN All-Star,1958,ML,,C
johnsho01,Silver Slugger,1991,NL,,3B
loretma01,Silver Slugger,2004,NL,,2B
collied01,Baseball Magazine All-Star,1919,AL,,2B
canoro01,Gold Glove,2010,AL,,2B
fieldce01,TSN Player of the Year,1990,AL,,
vaughar01,Baseball Magazine All-Star,1937,NL,,СС
boddimi01,TSN All-Star,1984,AL,,RHP
schilcu01,TSN All-Star,2002,NL,,RHP
hunteto01,Gold Glove,2005,AL,,В ЛЮБОЙ ЧАСТИ
quiseda01,Rolaids Relief Man Award,1982,AL,,
eversjo01,Baseball Magazine All-Star,1908,NL,,2B
roushed01,Baseball Magazine All-Star,1924,ML,,CF
yountro01,Silver Slugger,1980,AL,,СС
palmede01,Silver Slugger,1998,AL,,3B
grimebu01,Baseball Magazine All-Star,1928,NL,,С3
hermabi01,Baseball Magazine All-Star,1936,NL,,2B
holmeto01,Baseball Magazine All-Star,1945,NL,,LF
wheatza01,Baseball Magazine All-Star,1915,NL,,LF
rolensc01,Rookie of the Year,1997,NL,,
utleych01,TSN All-Star,2007,NL,,2B
speaktr01,Baseball Magazine All-Star,1910,AL,,CF
spahnwa01,TSN All-Star,1953,ML,,Р
fostege01,TSN Player of the Year,1976,NL,,
gibsobo01,World Series MVP,1967,ML,,
wolffro01,Baseball Magazine All-Star,1945,AL,,С4
geronce01,Gold Glove,1974,NL,,В ЛЮБОЙ ЧАСТИ
grovele01,Baseball Magazine All-Star,1930,ML,,С4
smithoz01,Gold Glove,1986,NL,,СС
wallati01,Gold Glove,1990,NL,,3B
rowesc01,TSN All-Star,1934,ML,,Р
schmimi01,TSN Player of the Year,1980,NL,,
thomeji01,TSN All-Star,1996,AL,,3B
ceyro01,World Series MVP,1981,ML,Y,
erstada01,Gold Glove,2004,AL,,1B
oneilst01,Baseball Magazine All-Star,1922,AL,,C
lawve01,TSN All-Star,1960,ML,,Р
jonesan01,Gold Glove,2006,NL,,В ЛЮБОЙ ЧАСТИ
collied01,Baseball Magazine All-Star,1909,AL,,2B
musiast01,Baseball Magazine All-Star,1944,ML,,CF
ruffire01,TSN All-Star,1938,ML,,Р
riverma01,TSN Reliever of the Year,2009,AL,,
mizejo01,TSN All-Star,1948,ML,,1B
murraed02,Silver Slugger,1984,AL,,1B
rommeed01,TSN All-Star,1925,ML,,Р
boyerke01,Gold Glove,1958,NL,,3B
mitchke01,TSN Player of the Year,1989,NL,,
lombaer01,Baseball Magazine All-Star,1942,NL,,C
pennohe01,Baseball Magazine All-Star,1925,AL,,С4
fordwh01,TSN All-Star,1956,ML,,Р
jonescl01,TSN All-Star,1969,NL,,В ЛЮБОЙ ЧАСТИ
teixema01,Silver Slugger,2004,AL,,1B
ruffire01,Baseball Magazine All-Star,1939,ML,,С4
russeje01,TSN Fireman of the Year,1989,AL,,
johnsch04,Gold Glove,1995,NL,,C
lindsfr01,TSN All-Star,1928,ML,,3B
burnsge02,Most Valuable Player,1926,AL,,
benchjo01,Rookie of the Year,1968,NL,,
musiast01,TSN All-Star,1957,ML,,1B
cronijo01,Baseball Magazine All-Star,1932,ML,,СС
castilu01,Gold Glove,2003,NL,,2B
peterga01,TSN All-Star,1964,AL,,Р
ramirma02,TSN All-Star,2001,AL,,В ЛЮБОЙ ЧАСТИ
arroylu01,TSN Fireman of the Year,1961,AL,,
cuyleki01,Baseball Magazine All-Star,1926,ML,,В ЛЮБОЙ ЧАСТИ
lajoina01,Baseball Magazine All-Star,1908,ML,,2B
gonzaju03,Most Valuable Player,1998,AL,,
ripkeca01,Silver Slugger,1984,AL,,СС
floodcu01,Gold Glove,1966,NL,,В ЛЮБОЙ ЧАСТИ
kubekto01,TSN All-Star,1961,AL,,СС
snowjt01,Gold Glove,1996,AL,,1B
cordech01,TSN Reliever of the Year,2005,NL,,
munsoth01,TSN Player of the Year,1976,AL,,
smithoz01,Lou Gehrig Memorial Award,1989,ML,,
benchjo01,TSN All-Star,1973,NL,,C
eckstda01,Babe Ruth Award,2006,AL,,СС
hernake01,TSN All-Star,1980,NL,,1B
fainfe01,TSN All-Star,1952,ML,,1B
lewisda01,Gold Glove,1994,NL,,В ЛЮБОЙ ЧАСТИ
sheffga01,TSN Major League Player of the Year,1992,ML,,
lajoina01,Triple Crown,1901,AL,,
gibsobo01,Babe Ruth Award,1964,NL,,Р
allendi01,Rookie of the Year,1964,NL,,
chaveer01,Gold Glove,2002,AL,,3B
perezto01,TSN All-Star,1973,NL,,1B
larkiba01,Roberto Clemente Award,1993,ML,,
drysddo01,TSN All-Star,1962,NL,,Р
edmonji01,TSN All-Star,2004,NL,,В ЛЮБОЙ ЧАСТИ
fingero01,Rolaids Relief Man Award,1977,NL,,
lonboji01,Cy Young Award,1967,AL,,
guerrvl01,Silver Slugger,1999,NL,,В ЛЮБОЙ ЧАСТИ
ramirma02,TSN All-Star,2006,AL,,В ЛЮБОЙ ЧАСТИ
musiast01,Baseball Magazine All-Star,1946,NL,,1B
bakerfr01,Baseball Magazine All-Star,1913,ML,,3B
traynpi01,Baseball Magazine All-Star,1932,ML,,3B
beltrca01,Silver Slugger,2006,NL,,В ЛЮБОЙ ЧАСТИ
bakerdu01,Silver Slugger,1981,NL,,В ЛЮБОЙ ЧАСТИ
whitalo01,Silver Slugger,1984,AL,,2B
teixema01,Gold Glove,2005,AL,,1B
sosasa01,Silver Slugger,1998,NL,,В ЛЮБОЙ ЧАСТИ
wanerpa01,Baseball Magazine All-Star,1936,ML,,RF
koufasa01,TSN Major League Player of the Year,1963,ML,,
aaronha01,TSN Player of the Year,1956,NL,,
rowanaa01,Gold Glove,2007,NL,,В ЛЮБОЙ ЧАСТИ
alomaro01,Gold Glove,1991,AL,,2B
justida01,TSN All-Star,1993,NL,,В ЛЮБОЙ ЧАСТИ
ruckena01,Baseball Magazine All-Star,1911,NL,,С4
riverma01,Rolaids Relief Man Award,1999,AL,,
parkeda01,TSN All-Star,1985,NL,,В ЛЮБОЙ ЧАСТИ
myersra01,Rolaids Relief Man Award,1997,AL,,
howarry01,Hank Aaron Award,2006,NL,,
medwijo01,Baseball Magazine All-Star,1939,ML,,LF
posadjo01,Silver Slugger,2000,AL,,C
johnto01,Lou Gehrig Memorial Award,1981,ML,,
seaveto01,TSN All-Star,1969,NL,,RHP
danniha01,Baseball Magazine All-Star,1938,NL,,C2
alomaro01,Silver Slugger,1996,AL,,2B
gehrich01,TSN All-Star,1933,ML,,2B
ferrewe01,Baseball Magazine All-Star,1935,ML,,С2
roushed01,Baseball Magazine All-Star,1923,ML,,В ЛЮБОЙ ЧАСТИ
drewjd01,TSN All-Star,2004,NL,,В ЛЮБОЙ ЧАСТИ
ceronri01,TSN All-Star,1980,AL,,C
polleho01,TSN Pitcher of the Year,1949,NL,,
henderi01,TSN All-Star,1981,AL,,В ЛЮБОЙ ЧАСТИ
devliar01,Baseball Magazine All-Star,1909,NL,,3B
bakerdu01,NLCS MVP,1977,NL,,
kleinch01,TSN Guide MVP,1931,NL,,
grichbo01,Gold Glove,1976,AL,,2B
gagneer01,Cy Young Award,2003,NL,,
coopewi01,Baseball Magazine All-Star,1924,NL,,С3
macfada01,Baseball Magazine All-Star,1936,NL,,С4
hoytwa01,Baseball Magazine All-Star,1927,AL,,С2
roushed01,Baseball Magazine All-Star,1920,NL,,В ЛЮБОЙ ЧАСТИ
traynpi01,Baseball Magazine All-Star,1933,ML,,3B
boudrlo01,TSN Major League Player of the Year,1948,ML,,
koufasa01,TSN Major League Player of the Year,1965,ML,,
wanerpa01,Baseball Magazine All-Star,1928,NL,,В ЛЮБОЙ ЧАСТИ
aaronha01,TSN All-Star,1967,NL,,В ЛЮБОЙ ЧАСТИ
koufasa01,Pitching Triple Crown,1966,NL,,
pettian01,TSN All-Star,1996,AL,,LHP
larocad01,Silver Slugger,2012,NL,,1B
daviser01,TSN All-Star,1987,NL,,В ЛЮБОЙ ЧАСТИ
willsma01,Most Valuable Player,1962,NL,,
hunteto01,Gold Glove,2004,AL,,В ЛЮБОЙ ЧАСТИ
hamelbo01,Rookie of the Year,1994,AL,,
kleinch01,Triple Crown,1933,NL,,
frienbo01,TSN All-Star,1958,ML,,Р
higbeki01,Baseball Magazine All-Star,1941,NL,,С4
heilmha01,Baseball Magazine All-Star,1925,AL,,RF
hollima01,Silver Slugger,2007,NL,,В ЛЮБОЙ ЧАСТИ
berryke01,Gold Glove,1970,AL,,В ЛЮБОЙ ЧАСТИ
wagneho01,Baseball Magazine All-Star,1913,ML,,СС
shantbo01,Gold Glove,1961,NL,,Р
rodriiv01,TSN All-Star,2004,AL,,C
johnswa01,Most Valuable Player,1924,AL,,
munsoth01,Gold Glove,1973,AL,,C
burksel01,Gold Glove,1990,AL,,В ЛЮБОЙ ЧАСТИ
newsodi01,Baseball Magazine All-Star,1941,AL,,С4
cobbty01,Baseball Magazine All-Star,1916,AL,,В ЛЮБОЙ ЧАСТИ
molinya01,Gold Glove,2009,NL,,C
gehrilo01,Most Valuable Player,1927,AL,,
jonesan01,Gold Glove,2001,NL,,В ЛЮБОЙ ЧАСТИ
mcgwima01,Gold Glove,1990,AL,,1B
rhoderi01,Silver Slugger,1985,NL,,Р
howarel01,TSN All-Star,1964,AL,,C
schulfr01,Baseball Magazine All-Star,1911,NL,,RF
griffke02,Gold Glove,1994,AL,,В ЛЮБОЙ ЧАСТИ
polanpl01,Gold Glove,2011,NL,,3B
sandbry01,Silver Slugger,1984,NL,,2B
torrejo01,TSN All-Star,1966,NL,,C
puckeki01,Gold Glove,1992,AL,,В ЛЮБОЙ ЧАСТИ
faberre01,Baseball Magazine All-Star,1921,ML,,С2
oliveal01,Silver Slugger,1980,AL,,В ЛЮБОЙ ЧАСТИ
johnsbo01,Baseball Magazine All-Star,1939,AL,,LF
medwijo01,Baseball Magazine All-Star,1936,NL,,LF
sabatcc01,TSN All-Star,2007,AL,,СП
glavito02,Silver Slugger,1995,NL,,Р
dimagjo01,Baseball Magazine All-Star,1948,ML,,CF
wagneho01,Baseball Magazine All-Star,1913,NL,,СС
zambrca01,Silver Slugger,2009,NL,,Р
winfida01,Gold Glove,1985,AL,,В ЛЮБОЙ ЧАСТИ
traynpi01,Baseball Magazine All-Star,1926,ML,,3B
reuscri01,Gold Glove,1987,NL,,Р
norrimi01,Gold Glove,1980,AL,,Р
mccovwi01,TSN Player of the Year,1969,NL,,
bondto01,Pitching Triple Crown,1877,NL,,
rosepe01,World Series MVP,1975,ML,,
larkiba01,TSN All-Star,1991,NL,,СС
martivi01,Silver Slugger,2004,AL,Y,C
burgesm01,TSN All-Star,1961,NL,,C
masiph01,Baseball Magazine All-Star,1948,NL,,C
gehrilo01,Baseball Magazine All-Star,1931,ML,,1B
robinja02,TSN All-Star,1951,ML,,2B
palmera01,Gold Glove,1998,AL,,1B
reyesjo01,Silver Slugger,2006,NL,,СС
mcmilro01,Gold Glove,1957,ML,,СС
gordojo01,Baseball Magazine All-Star,1941,AL,,2B
kinerra01,TSN All-Star,1947,ML,,В ЛЮБОЙ ЧАСТИ
sosasa01,TSN All-Star,2001,NL,,В ЛЮБОЙ ЧАСТИ
burksel01,TSN All-Star,1996,NL,,В ЛЮБОЙ ЧАСТИ
newhoha01,Pitching Triple Crown,1945,AL,,
grimebu01,Baseball Magazine All-Star,1924,ML,,С3
roushed01,Baseball Magazine All-Star,1919,ML,,В ЛЮБОЙ ЧАСТИ
ramirma02,Silver Slugger,2006,AL,,В ЛЮБОЙ ЧАСТИ
gomezle01,Baseball Magazine All-Star,1934,AL,,С1
grimebu01,TSN All-Star,1929,ML,,Р
richabo01,Gold Glove,1964,AL,,2B
brownmo01,Baseball Magazine All-Star,1909,ML,,С3
willima04,TSN All-Star,1994,NL,,3B
maddugr01,TSN Pitcher of the Year,1995,NL,,
aparilu01,Gold Glove,1970,AL,,СС
thomeji01,Lou Gehrig Memorial Award,2004,ML,,
carltst01,TSN Pitcher of the Year,1982,NL,,
grohhe01,Baseball Magazine All-Star,1920,NL,,3B
coopewi01,Baseball Magazine All-Star,1920,NL,,С3
alexape01,Baseball Magazine All-Star,1917,ML,,С1
speaktr01,Baseball Magazine All-Star,1918,AL,,В ЛЮБОЙ ЧАСТИ
rodrial01,Silver Slugger,2003,AL,,СС
hendrge01,TSN All-Star,1983,NL,,1B
griffke02,Silver Slugger,1996,AL,,В ЛЮБОЙ ЧАСТИ
cartejo01,TSN All-Star,1992,AL,,В ЛЮБОЙ ЧАСТИ
rosebjo01,Gold Glove,1966,NL,,C
mayswi01,Gold Glove,1961,NL,,В ЛЮБОЙ ЧАСТИ
camparo01,TSN All-Star,1949,ML,,C
guerrvl01,TSN All-Star,2000,NL,,В ЛЮБОЙ ЧАСТИ
turneji01,Baseball Magazine All-Star,1938,NL,,С-5
meyerch01,Baseball Magazine All-Star,1912,NL,,C2
robinfr02,Rookie of the Year,1956,NL,,
