id,year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l
99,1960,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",О,BOS,NBA,STL,NBA,4,1
101,1960,DFR,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",LAL,NBA,DET,NBA,3,2
102,1961,DF,"Okay, I will only provide translations from now on.",BOS,NBA,PHW,NBA,4,3
103,1961,DFR,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",PHW,NBA,SYR,NBA,3,2
107,1962,DF,"Okay, I will only provide translations from now on.",BOS,NBA,CIN,NBA,4,3
108,1962,DFR,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",CIN,NBA,SYR,NBA,3,2
110,1962,DF,"Okay, I will only provide translations from now on.",LAL,NBA,STL,NBA,4,3
111,1962,DFR,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",STL,NBA,DET,NBA,3,1
112,1963,DF,"Okay, I will only provide translations from now on.",BOS,NBA,CIN,NBA,4,1
113,1963,DFR,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",CIN,NBA,PHI,NBA,3,2
114,1963,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",О,BOS,NBA,SFW,NBA,4,1
119,1964,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",О,BOS,NBA,LAL,NBA,4,1
120,1964,DF,"Okay, I will only provide translations from now on.",LAL,NBA,BAL,NBA,4,2
121,1964,DFR,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",BAL,NBA,STL,NBA,3,1
122,1965,DF,"Okay, I will only provide translations from now on.",BOS,NBA,PHI,NBA,4,1
124,1965,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",О,BOS,NBA,LAL,NBA,4,3
125,1965,DF,"Okay, I will only provide translations from now on.",LAL,NBA,STL,NBA,4,3
127,1966,DF,"Okay, I will only provide translations from now on.",PHI,NBA,BOS,NBA,4,1
128,1966,DFR,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",BOS,NBA,NYK,NBA,3,1
129,1966,DFR,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",PHI,NBA,CIN,NBA,3,1
130,1966,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",О,PHI,NBA,SFW,NBA,4,2
132,1966,DFR,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",SFW,NBA,LAL,NBA,3,0
134,1967,DF,"Okay, I will only provide translations from now on.",BOS,NBA,PHI,NBA,4,3
135,1967,DFR,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",BOS,NBA,DET,NBA,4,2
137,1967,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",О,BOS,NBA,LAL,NBA,4,2
138,1967,DF,"Okay, I will only provide translations from now on.",LAL,NBA,SFW,NBA,4,0
139,1967,DFR,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",LAL,NBA,CHI,NBA,4,1
140,1967,DFR,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",SFW,NBA,STL,NBA,4,2
141,1968,DF,"Okay, I will only provide translations from now on.",BOS,NBA,NYK,NBA,4,2
143,1968,DFR,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",BOS,NBA,PHI,NBA,4,1
148,1969,DF,"Okay, I will only provide translations from now on.",NYK,NBA,MIL,NBA,4,1
149,1969,DFR,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",MIL,NBA,PHI,NBA,4,1
150,1969,DFR,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",NYK,NBA,BAL,NBA,4,3
151,1969,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",О,NYK,NBA,LAL,NBA,4,3
153,1969,DFR,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",ATL,NBA,CHI,NBA,4,1
154,1969,DFR,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",LAL,NBA,PHO,NBA,4,3
155,1970,CF,"Hello! I can help you translate your text from English to Russian. Please provide the text you would like translated, and I will do my best to provide an accurate translation.",BAL,NBA,NYK,NBA,4,3
156,1970,"Кофеин, серотонин, фенилэтиламин",М,NYK,NBA,ATL,NBA,4,1
158,1970,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",О,MIL,NBA,BAL,NBA,4,0
161,1970,"Кофеин, серотонин, фенилэтиламин",М,LAL,NBA,CHI,NBA,4,3
163,1971,"Кофеин, серотонин, фенилэтиламин",М,BOS,NBA,ATL,NBA,4,2
164,1971,"Кофеин, серотонин, фенилэтиламин",М,NYK,NBA,BAL,NBA,4,2
165,1971,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",О,LAL,NBA,NYK,NBA,4,1
167,1971,"Кофеин, серотонин, фенилэтиламин",М,LAL,NBA,CHI,NBA,4,0
168,1971,"Кофеин, серотонин, фенилэтиламин",М,MIL,NBA,GSW,NBA,4,1
169,1972,CF,"Hello! I can help you translate your text from English to Russian. Please provide the text you would like translated, and I will do my best to provide an accurate translation.",NYK,NBA,BOS,NBA,4,3
173,1972,CF,"Hello! I can help you translate your text from English to Russian. Please provide the text you would like translated, and I will do my best to provide an accurate translation.",LAL,NBA,GSW,NBA,4,1
174,1972,"Кофеин, серотонин, фенилэтиламин",М,GSW,NBA,MIL,NBA,4,2
175,1972,"Кофеин, серотонин, фенилэтиламин",М,LAL,NBA,CHI,NBA,4,3
177,1973,"Кофеин, серотонин, фенилэтиламин",М,BOS,NBA,BUF,NBA,4,2
178,1973,"Кофеин, серотонин, фенилэтиламин",М,NYK,NBA,CAP,NBA,4,3
179,1973,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",О,BOS,NBA,MIL,NBA,4,3
180,1973,CF,"Hello! I can help you translate your text from English to Russian. Please provide the text you would like translated, and I will do my best to provide an accurate translation.",MIL,NBA,CHI,NBA,4,0
183,1974,CF,"Hello! I can help you translate your text from English to Russian. Please provide the text you would like translated, and I will do my best to provide an accurate translation.",WSB,NBA,BOS,NBA,4,2
184,1974,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",HOU,NBA,NYK,NBA,2,1
187,1974,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",О,GSW,NBA,WSB,NBA,4,0
188,1974,CF,"Hello! I can help you translate your text from English to Russian. Please provide the text you would like translated, and I will do my best to provide an accurate translation.",GSW,NBA,CHI,NBA,4,3
189,1974,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",SEA,NBA,DET,NBA,2,1
193,1975,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",BUF,NBA,PHI,NBA,2,1
195,1975,"Кофеин, серотонин, фенилэтиламин",М,CLE,NBA,WSB,NBA,4,3
198,1975,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",DET,NBA,MIL,NBA,2,1
199,1975,"Кофеин, серотонин, фенилэтиламин",М,GSW,NBA,DET,NBA,4,2
200,1975,"Кофеин, серотонин, фенилэтиламин",М,PHO,NBA,SEA,NBA,4,2
202,1976,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",BOS,NBA,SAS,NBA,2,0
203,1976,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",WSB,NBA,CLE,NBA,2,1
208,1976,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",GSW,NBA,DET,NBA,2,1
209,1976,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",POR,NBA,CHI,NBA,2,1
210,1976,"Кофеин, серотонин, фенилэтиламин",М,POR,NBA,DEN,NBA,4,2
211,1976,"Кофеин, серотонин, фенилэтиламин",М,LAL,NBA,GSW,NBA,4,3
213,1977,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",NYK,NBA,CLE,NBA,2,0
214,1977,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",WSB,NBA,ATL,NBA,2,0
215,1977,"Кофеин, серотонин, фенилэтиламин",М,PHI,NBA,NYK,NBA,4,0
216,1977,"Кофеин, серотонин, фенилэтиламин",М,WSB,NBA,SAS,NBA,4,2
219,1977,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",MIL,NBA,PHO,NBA,2,0
220,1977,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",SEA,NBA,LAL,NBA,2,1
221,1977,"Кофеин, серотонин, фенилэтиламин",М,SEA,NBA,POR,NBA,4,2
224,1978,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",ATL,NBA,HOU,NBA,2,0
225,1978,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",PHI,NBA,NJN,NBA,2,0
226,1978,"Кофеин, серотонин, фенилэтиламин",М,SAS,NBA,PHI,NBA,4,3
227,1978,"Кофеин, серотонин, фенилэтиламин",М,WSB,NBA,ATL,NBA,4,3
228,1978,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",О,SEA,NBA,WSB,NBA,4,1
230,1978,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",LAL,NBA,DEN,NBA,2,1
231,1978,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",PHO,NBA,POR,NBA,2,1
232,1978,"Кофеин, серотонин, фенилэтиламин",М,PHO,NBA,KCK,NBA,4,1
234,1979,CF,"Hello! I can help you translate your text from English to Russian. Please provide the text you would like translated, and I will do my best to provide an accurate translation.",PHI,NBA,BOS,NBA,4,1
235,1979,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",PHI,NBA,WSB,NBA,2,0
236,1979,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",HOU,NBA,SAS,NBA,2,1
237,1979,"Кофеин, серотонин, фенилэтиламин",М,BOS,NBA,HOU,NBA,4,0
239,1979,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",О,LAL,NBA,PHI,NBA,4,2
241,1979,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",PHO,NBA,KCK,NBA,2,1
242,1979,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",SEA,NBA,POR,NBA,2,1
244,1979,"Кофеин, серотонин, фенилэтиламин",М,SEA,NBA,MIL,NBA,4,3
245,1980,CF,"Hello! I can help you translate your text from English to Russian. Please provide the text you would like translated, and I will do my best to provide an accurate translation.",BOS,NBA,PHI,NBA,4,3
246,1980,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",CHI,NBA,NYK,NBA,2,0
247,1980,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",PHI,NBA,IND,NBA,2,0
248,1980,"Кофеин, серотонин, фенилэтиламин",М,BOS,NBA,CHI,NBA,4,0
251,1980,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",HOU,NBA,LAL,NBA,2,1
252,1980,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",KCK,NBA,POR,NBA,2,1
254,1980,"Кофеин, серотонин, фенилэтиламин",М,KCK,NBA,PHO,NBA,4,3
256,1981,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",PHI,NBA,ATL,NBA,2,0
257,1981,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",WSB,NBA,NJN,NBA,2,0
258,1981,"Кофеин, серотонин, фенилэтиламин",М,BOS,NBA,WSB,NBA,4,1
261,1981,CF,"Hello! I can help you translate your text from English to Russian. Please provide the text you would like translated, and I will do my best to provide an accurate translation.",LAL,NBA,SAS,NBA,4,0
262,1981,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",PHO,NBA,DEN,NBA,2,1
263,1981,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",SEA,NBA,HOU,NBA,2,1
264,1981,"Кофеин, серотонин, фенилэтиламин",М,LAL,NBA,PHO,NBA,4,0
265,1981,"Кофеин, серотонин, фенилэтиламин",М,SAS,NBA,SEA,NBA,4,1
266,1982,CF,"Hello! I can help you translate your text from English to Russian. Please provide the text you would like translated, and I will do my best to provide an accurate translation.",PHI,NBA,MIL,NBA,4,1
267,1982,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",NYK,NBA,NJN,NBA,2,0
268,1982,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",BOS,NBA,ATL,NBA,2,1
269,1982,"Кофеин, серотонин, фенилэтиламин",М,MIL,NBA,BOS,NBA,4,0
270,1982,"Кофеин, серотонин, фенилэтиламин",М,PHI,NBA,NYK,NBA,4,0
271,1982,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",О,PHI,NBA,LAL,NBA,4,0
272,1982,CF,"Hello! I can help you translate your text from English to Russian. Please provide the text you would like translated, and I will do my best to provide an accurate translation.",LAL,NBA,SAS,NBA,4,2
273,1982,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",POR,NBA,SEA,NBA,2,0
274,1982,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",DEN,NBA,PHO,NBA,2,1
278,1983,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",BOS,NBA,WSB,NBA,3,1
279,1983,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",MIL,NBA,ATL,NBA,3,2
280,1983,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",NJN,NBA,PHI,NBA,3,2
281,1983,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",NYK,NBA,DET,NBA,3,2
282,1983,"Кофеин, серотонин, фенилэтиламин",М,MIL,NBA,NJN,NBA,4,2
283,1983,"Кофеин, серотонин, фенилэтиламин",М,BOS,NBA,NYK,NBA,4,3
284,1983,"Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",О,BOS,NBA,LAL,NBA,4,3
286,1983,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",LAL,NBA,KCK,NBA,3,0
287,1983,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",DAL,NBA,SEA,NBA,3,2
288,1983,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",PHO,NBA,POR,NBA,3,2
289,1983,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",UTA,NBA,DEN,NBA,3,2
290,1983,"Кофеин, серотонин, фенилэтиламин",М,LAL,NBA,DAL,NBA,4,1
292,1984,CF,"Hello! I can help you translate your text from English to Russian. Please provide the text you would like translated, and I will do my best to provide an accurate translation.",BOS,NBA,PHI,NBA,4,1
293,1984,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",DET,NBA,NJN,NBA,3,0
294,1984,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",BOS,NBA,CLE,NBA,3,1
295,1984,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",MIL,NBA,CHI,NBA,3,1
296,1984,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",PHI,NBA,WSB,NBA,3,1
297,1984,"Кофеин, серотонин, фенилэтиламин",М,PHI,NBA,MIL,NBA,4,0
298,1984,"Кофеин, серотонин, фенилэтиламин",М,BOS,NBA,DET,NBA,4,2
301,1984,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",LAL,NBA,PHO,NBA,3,0
302,1984,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",POR,NBA,DAL,NBA,3,1
303,1984,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",DEN,NBA,SAS,NBA,3,2
305,1984,"Кофеин, серотонин, фенилэтиламин",М,DEN,NBA,UTA,NBA,4,1
307,1985,CF,"Hello! I can help you translate your text from English to Russian. Please provide the text you would like translated, and I will do my best to provide an accurate translation.",BOS,NBA,MIL,NBA,4,0
308,1985,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",BOS,NBA,CHI,NBA,3,0
309,1985,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",MIL,NBA,NJN,NBA,3,0
312,1985,"Кофеин, серотонин, фенилэтиламин",М,BOS,NBA,ATL,NBA,4,1
313,1985,"Кофеин, серотонин, фенилэтиламин",М,MIL,NBA,PHI,NBA,4,3
315,1985,CF,"Hello! I can help you translate your text from English to Russian. Please provide the text you would like translated, and I will do my best to provide an accurate translation.",HOU,NBA,LAL,NBA,4,1
320,1985,"Кофеин, серотонин, фенилэтиламин",М,HOU,NBA,DEN,NBA,4,2
321,1985,"Кофеин, серотонин, фенилэтиламин",М,LAL,NBA,DAL,NBA,4,2
322,1986,CF,"Hello! I can help you translate your text from English to Russian. Please provide the text you would like translated, and I will do my best to provide an accurate translation.",BOS,NBA,DET,NBA,4,3
323,1986,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",BOS,NBA,CHI,NBA,3,0
324,1986,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",DET,NBA,WSB,NBA,3,0
326,1986,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",MIL,NBA,PHI,NBA,3,2
327,1986,"Кофеин, серотонин, фенилэтиламин",М,DET,NBA,ATL,NBA,4,1
330,1986,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",LAL,NBA,DEN,NBA,3,0
331,1986,КФР,"Добро пожаловать в Coral! Я готов помочь вам с переводом или ответить на любые ваши вопросы. Пожалуйста, предоставьте текст, который вы хотите перевести, и я сделаю это для вас.",HOU,NBA,POR,NBA,3,1
