id,playerid,year,stint,tmid,lgid,gp,gs,minutes,points,orebounds,drebounds,rebounds,assists,steals,blocks,turnovers,pf,fgattempted,fgmade,ftattempted,ftmade,threeattempted,threemade,postgp,postgs,postminutes,postpoints,postorebounds,postdrebounds,postrebounds,postassists,poststeals,postblocks,postturnovers,postpf,postfgattempted,postfgmade,postftattempted,postftmade,postthreeattempted,postthreemade,note
188,aguirma01,1988,1,DAL,NBA,44,0,1529,953,90,145,235,189,29,29,140,128,829,373,244,178,99,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
205,aingeda01,1987,1,BOS,NBA,81,0,3018,1270,59,190,249,503,115,17,153,203,982,482,180,158,357,148,17,0,670,198,15,38,53,109,9,1,41,64,184,71,42,37,57,19,
274,allenje01,1996,1,IND,NBA,51,0,692,164,13,52,65,109,27,0,56,67,147,57,47,27,59,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
305,allenra02,1999,1,MIL,NBA,82,0,3070,1809,83,276,359,308,110,19,183,187,1411,642,398,353,407,172,5,0,186,110,10,23,33,13,8,0,9,10,90,40,22,20,26,10,
306,allenra02,2000,1,MIL,NBA,82,0,3129,1806,101,327,428,374,124,20,204,192,1309,628,392,348,467,202,18,0,768,452,19,55,74,108,24,10,43,44,331,158,86,79,119,57,
307,allenra02,2001,1,MIL,NBA,69,0,2525,1503,81,231,312,271,88,18,159,157,1148,530,245,214,528,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
310,allenra02,2003,1,SEA,NBA,56,0,2152,1287,69,217,286,268,71,11,156,132,1017,447,271,245,378,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
311,allenra02,2004,1,SEA,NBA,78,0,3064,1867,79,268,347,289,84,5,171,167,1494,640,428,378,556,209,11,0,436,291,12,35,47,43,14,4,34,22,215,102,63,56,82,31,
312,allenra02,2005,1,SEA,NBA,78,0,3022,1955,71,261,332,286,105,16,188,151,1500,681,359,324,653,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
313,allenra02,2006,1,SEA,NBA,55,0,2219,1454,57,190,247,228,82,11,154,113,1153,505,309,279,443,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
314,allenra02,2007,1,BOS,NBA,73,0,2622,1273,75,193,268,225,65,16,127,147,987,439,237,215,452,180,26,0,987,405,25,73,98,71,24,8,38,63,311,133,92,84,139,55,
315,allenra02,2008,1,BOS,NBA,79,0,2870,1434,66,212,278,218,69,13,134,157,1040,499,249,237,486,199,14,14,565,256,13,42,55,37,15,5,25,35,206,83,58,55,100,35,
418,anderde01,2003,1,NOH,NBA,51,0,1810,694,26,156,182,228,66,3,90,79,612,230,188,155,259,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
453,anderke01,1993,1,NJN,NBA,82,0,3135,1538,89,233,322,784,158,15,266,201,1381,576,423,346,132,40,4,0,181,63,2,10,12,27,9,0,9,11,54,19,33,22,10,3,
468,anderke01,2004,2,LAC,NBA,4,0,26,8,1,4,5,5,0,0,3,6,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
483,anderni01,2001,1,MEM,NBA,15,0,219,60,1,32,33,14,6,6,14,17,76,21,9,5,48,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
505,anderry01,2010,1,ORL,NBA,64,14,1424,681,129,226,355,52,30,38,49,137,525,226,117,95,341,134,6,0,147,28,10,17,27,3,5,1,1,16,30,8,6,6,20,6,
510,andersh01,1999,1,HOU,NBA,82,0,2700,1009,91,293,384,239,96,32,194,182,778,368,253,194,225,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
545,anthoca01,2006,1,DEN,NBA,65,0,2486,1881,143,249,392,249,77,22,234,203,1453,691,568,459,149,40,5,0,211,134,18,25,43,6,5,0,19,12,98,47,39,31,18,9,
546,anthoca01,2007,1,DEN,NBA,77,0,2804,1978,178,393,571,259,98,39,252,253,1481,728,590,464,164,58,4,0,146,90,19,19,38,8,2,1,12,17,88,32,29,24,8,2,
548,anthoca01,2009,1,DEN,NBA,69,0,2634,1943,152,302,454,222,88,30,209,225,1502,688,612,508,187,59,6,6,254,184,14,37,51,20,12,3,21,26,138,64,57,50,19,6,
580,archina01,1972,1,KCO,NBA,80,0,3681,2719,0,0,223,910,0,0,0,207,2106,1028,783,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
582,archina01,1974,1,KCO,NBA,82,0,3244,2170,48,174,222,557,119,7,0,187,1664,759,748,652,0,0,6,0,242,121,2,9,11,32,4,0,0,18,118,43,43,35,0,0,
583,archina01,1975,1,KCK,NBA,78,0,3184,1935,67,146,213,615,126,15,0,169,1583,717,625,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
586,archina01,1979,1,BOS,NBA,80,0,2864,1131,59,138,197,671,106,10,242,218,794,383,435,361,18,4,9,0,332,128,3,8,11,71,10,0,38,28,89,45,42,37,2,1,
587,archina01,1980,1,BOS,NBA,80,0,2820,1106,36,140,176,618,75,18,265,201,766,382,419,342,9,0,17,0,630,266,6,22,28,107,13,0,50,39,211,95,94,76,5,0,
588,archina01,1981,1,BOS,NBA,68,0,2167,858,25,91,116,541,52,3,178,131,652,308,316,236,16,6,8,0,277,85,1,16,17,52,5,2,23,21,70,30,28,25,4,0,
608,arenagi01,2004,1,WAS,NBA,80,0,3274,2038,83,295,378,411,139,23,242,245,1523,656,640,521,562,205,10,0,450,236,8,44,52,62,21,6,39,34,194,73,94,72,77,18,
609,arenagi01,2005,1,WAS,NBA,80,0,3384,2346,59,221,280,484,161,25,297,286,1668,746,799,655,540,199,6,0,284,204,7,26,33,32,13,4,20,21,140,65,70,54,46,20,
610,arenagi01,2006,1,WAS,NBA,74,0,2942,2105,61,277,338,443,139,13,236,249,1548,647,718,606,584,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
627,arizipa01,1950,1,PHW,NBA,65,0,0,1121,0,0,640,138,0,0,0,284,864,352,526,417,0,0,2,0,0,41,0,0,20,3,0,0,0,10,27,14,16,13,0,0,
628,arizipa01,1951,1,PHW,NBA,66,0,2939,1674,0,0,745,170,0,0,0,250,1222,548,707,578,0,0,3,0,120,77,0,0,38,8,0,0,0,17,53,24,33,29,0,0,
629,arizipa01,1954,1,PHW,NBA,72,0,2953,1512,0,0,675,210,0,0,0,270,1325,529,585,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
630,arizipa01,1955,1,PHW,NBA,72,0,2724,1741,0,0,539,189,0,0,0,282,1378,617,626,507,0,0,10,0,409,289,0,0,84,29,0,0,0,31,229,103,99,83,0,0,
631,arizipa01,1956,1,PHW,NBA,71,0,2767,1817,0,0,561,150,0,0,0,274,1451,613,713,591,0,0,2,0,22,9,0,0,8,1,0,0,0,3,8,3,5,3,0,0,
632,arizipa01,1957,1,PHW,NBA,68,0,2377,1406,0,0,503,135,0,0,0,235,1229,483,544,440,0,0,8,0,309,188,0,0,62,16,0,0,0,26,169,66,72,56,0,0,
633,arizipa01,1958,1,PHW,NBA,70,0,2799,1851,0,0,637,119,0,0,0,264,1466,632,722,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
634,arizipa01,1959,1,PHW,NBA,72,0,2618,1606,0,0,621,165,0,0,0,263,1400,593,526,420,0,0,9,0,371,237,0,0,86,33,0,0,0,29,195,84,79,69,0,0,
635,arizipa01,1960,1,PHW,NBA,79,0,2935,1832,0,0,681,188,0,0,0,335,1529,650,639,532,0,0,3,0,125,67,0,0,26,12,0,0,0,17,67,22,33,23,0,0,
636,arizipa01,1961,1,PHW,NBA,78,0,2785,1706,0,0,527,201,0,0,0,307,1490,611,601,484,0,0,12,0,459,278,0,0,80,26,0,0,0,44,253,95,102,88,0,0,
642,armstbj01,1993,1,CHI,NBA,82,0,2770,1212,28,142,170,323,80,9,131,147,1007,479,227,194,135,60,10,0,360,153,2,22,24,25,8,0,9,21,106,55,44,36,12,7,
694,arnelje01,1955,1,FTW,NBA,31,0,409,147,0,0,170,18,0,0,0,60,164,52,69,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
722,artesro01,2003,1,IND,NBA,73,0,2714,1333,100,285,385,272,152,50,202,194,1112,468,439,322,242,75,15,0,585,276,24,74,98,48,21,16,37,45,259,98,85,61,66,19,
736,ashbi01,1944,0,CHG,NBL,2,0,0,10,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
752,askinke01,1991,1,MIA,NBA,59,0,843,219,65,77,142,38,40,15,47,109,205,84,37,26,73,25,3,0,48,13,4,5,9,3,1,0,1,7,11,5,2,0,5,3,
844,awtrede01,1972,1,PHI,NBA,3,0,37,7,0,0,14,2,0,0,0,8,7,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
930,bakerno01,1946,1,CHS,NBA,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
932,bakervi01,1994,1,MIL,NBA,82,0,3361,1451,289,557,846,296,86,116,221,277,1229,594,432,256,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
933,bakervi01,1995,1,MIL,NBA,82,0,3319,1729,263,545,808,212,68,91,216,272,1429,699,479,321,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
934,bakervi01,1996,1,MIL,NBA,78,0,3159,1637,267,537,804,211,81,112,245,275,1251,632,521,358,54,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
935,bakervi01,1997,1,SEA,NBA,82,0,2944,1574,286,370,656,152,91,86,174,278,1164,631,526,311,7,1,10,0,371,158,41,53,94,18,18,15,22,38,134,71,38,16,0,0,
982,banksma01,2009,1,TOR,NBA,22,0,244,109,3,20,23,26,12,2,20,30,73,39,29,24,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1038,barklch01,1986,1,PHI,NBA,68,0,2740,1564,390,604,994,331,119,104,322,252,937,557,564,429,104,21,5,0,210,123,27,36,63,12,4,8,22,21,75,43,45,36,8,1,
1039,barklch01,1987,1,PHI,NBA,80,0,3170,2264,385,566,951,254,100,103,304,278,1283,753,951,714,157,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1040,barklch01,1988,1,PHI,NBA,79,0,3088,2037,403,583,986,325,126,67,254,262,1208,700,799,602,162,35,3,0,135,81,8,27,35,16,5,2,11,9,45,29,31,22,5,1,
1041,barklch01,1989,1,PHI,NBA,79,0,3085,1989,361,548,909,307,148,50,243,250,1177,706,744,557,92,20,10,0,419,247,66,89,155,43,8,7,30,36,162,88,108,65,18,6,
1042,barklch01,1990,1,PHI,NBA,67,0,2498,1849,258,422,680,284,110,33,210,173,1167,665,658,475,155,44,8,0,326,199,31,53,84,48,15,3,25,23,125,74,75,49,20,2,
1043,barklch01,1991,1,PHI,NBA,75,0,2881,1730,271,559,830,308,136,44,235,196,1126,622,653,454,137,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1044,barklch01,1992,1,PHO,NBA,76,0,2859,1944,237,691,928,385,119,74,233,197,1376,716,582,445,220,67,24,0,1026,638,93,233,326,102,39,25,50,73,482,230,218,168,45,10,
1046,barklch01,1994,1,PHO,NBA,68,0,2382,1561,203,553,756,276,110,45,150,201,1141,554,507,379,219,74,10,0,390,257,39,95,134,32,13,11,25,28,182,91,90,66,35,9,
1070,barnedi01,1966,1,NYK,NBA,67,0,1969,1139,0,0,226,161,0,0,0,185,949,454,295,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1080,barneji01,1965,1,NYK,NBA,7,0,263,110,0,0,72,9,0,0,0,33,90,40,42,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1165,barroda01,1994,1,PHI,NBA,82,0,3318,1686,27,247,274,619,149,4,242,159,1165,571,386,347,425,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1291,battito01,2008,1,ORL,NBA,77,0,1200,372,92,186,278,31,26,25,46,112,323,158,82,54,9,2,21,0,128,45,7,13,20,2,0,3,2,12,45,21,5,3,0,0,
1390,beatyze01,1964,1,STL,NBA,80,0,2916,1351,0,0,966,111,0,0,0,328,1047,505,477,341,0,0,4,0,154,77,0,0,55,1,0,0,0,19,59,29,25,19,0,0,
1405,beckby01,1969,1,DNR,ABA,79,0,2454,1017,250,514,764,112,0,0,137,293,841,440,174,137,2,0,12,0,439,191,0,0,144,19,0,0,24,41,176,77,47,36,4,1,
1423,beckear01,1972,1,NYA,ABA,8,0,46,23,1,5,6,1,0,0,1,3,16,9,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1470,belinma01,2007,1,GSW,NBA,33,0,240,95,3,11,14,15,5,0,12,15,93,36,9,7,41,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1508,bellra01,2003,1,NOH,NBA,82,0,2020,915,60,181,241,107,63,13,111,262,805,329,248,195,166,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1659,bibbyhe01,1975,1,NOJ,NBA,79,0,1772,732,58,121,179,225,62,3,0,165,622,266,251,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1664,bibbyhe01,1980,1,SDC,NBA,73,0,1112,335,25,49,74,200,47,2,76,85,306,118,98,67,95,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1673,bibbymi01,2006,1,SAC,NBA,82,0,2784,1403,39,224,263,388,88,6,197,139,1166,471,347,288,481,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1736,birdje01,1958,1,NYK,NBA,11,0,45,25,0,0,12,4,0,0,0,7,32,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1751,birdsot01,1978,1,KCK,NBA,82,0,2839,1778,176,178,354,281,125,17,200,255,1456,741,408,296,0,0,5,0,168,105,8,10,18,9,10,0,10,13,76,39,38,27,0,0,
1782,blackch01,1951,1,MLH,NBA,13,0,117,17,0,0,31,9,0,0,0,31,31,6,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1880,blounco01,2003,1,CHI,NBA,46,0,756,207,76,130,206,45,38,19,35,86,206,97,24,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,bonnhe01,1938,0,PGP,NBL,7,0,0,28,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,bonnial01,1938,0,AFS,NBL,24,0,0,106,0,0,0,0,0,0,0,0,0,49,0,8,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,5,0,3,0,0,
2014,boonejo01,2007,1,NJN,NBA,70,0,1771,575,192,322,514,55,36,61,68,155,435,238,217,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2168,bowmana01,1967,1,NYK,NBA,42,0,272,114,0,0,113,20,0,0,0,69,134,52,15,10,0,0,1,0,6,0,0,0,3,0,0,0,0,1,4,0,0,0,0,0,
2389,breweji01,1980,1,LAL,NBA,78,0,1107,217,127,154,281,55,43,58,48,158,197,101,40,15,2,0,3,0,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,
2675,brownmi01,1987,1,CHI,NBA,46,0,591,197,66,93,159,28,11,4,38,85,174,78,71,41,1,0,1,0,4,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,
2718,brownri01,1982,2,ATL,NBA,26,0,305,123,35,53,88,9,5,5,22,46,104,49,40,25,1,0,2,0,15,3,0,3,3,0,0,0,0,3,3,1,2,1,0,0,
2759,brownto01,1989,1,MIL,NBA,61,0,635,219,39,33,72,41,32,4,51,79,206,88,56,38,20,5,2,0,13,3,0,0,0,0,2,0,0,3,3,1,0,0,1,1,
2760,brownto01,1990,1,LAL,NBA,7,0,27,5,0,4,4,3,0,0,4,8,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2872,budkowa01,1949,1,BLB,NBA,66,0,0,595,0,0,0,146,0,0,0,259,652,198,263,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2892,buehlke01,1946,0,FTW,NBL,8,0,0,11,0,0,0,0,0,0,0,0,0,4,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2904,bullama01,1997,1,HOU,NBA,67,0,1190,466,25,121,146,60,31,24,39,104,389,175,27,20,231,96,5,0,70,17,3,5,8,5,1,0,0,5,18,6,2,2,10,3,
2924,burkepa01,2002,1,ORL,NBA,62,0,783,267,57,89,146,23,19,25,47,99,296,113,58,40,7,1,6,0,43,17,1,10,11,1,1,0,4,9,10,6,6,5,0,0,
3132,calabge01,1951,1,SYR,NBA,58,0,937,291,0,0,84,83,0,0,0,107,317,109,103,73,0,0,6,0,53,24,0,0,8,4,0,0,0,18,24,10,4,4,0,0,
3156,caldwjo01,1968,1,ATL,NBA,81,0,2720,1281,0,0,303,320,0,0,0,231,1106,561,296,159,0,0,11,0,404,162,0,0,55,37,0,0,0,40,134,65,69,32,0,0,
3213,cambyma01,2003,1,DEN,NBA,72,0,2162,622,211,516,727,132,86,187,98,239,549,262,136,98,2,0,5,0,194,63,14,43,57,12,4,7,6,21,55,27,14,8,2,1,
3223,cambyma01,2011,2,HOU,NBA,19,13,458,135,52,124,176,32,17,29,10,38,126,61,26,11,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3292,carliri01,1984,1,BOS,NBA,38,0,179,67,8,13,21,25,3,0,19,21,67,26,17,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3307,carnero01,2006,1,PHI,NBA,67,0,1169,442,39,89,128,26,38,23,43,118,392,182,87,53,72,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3420,carswte01,1947,0,FNT,NBL,4,0,0,10,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3481,cartevi01,2004,1,TOR,NBA,20,0,608,317,28,38,66,61,25,15,22,56,302,124,72,50,59,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3505,cartwbi01,1994,1,SEA,NBA,29,0,430,69,25,62,87,10,6,3,18,70,69,27,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3593,cebalce01,1998,1,DAL,NBA,13,0,352,163,23,62,85,12,7,5,28,23,140,59,49,34,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3651,chambwi01,1972,1,LAL,NBA,82,0,3542,1084,0,0,1526,365,0,0,0,191,586,426,455,232,0,0,17,0,801,177,0,0,383,60,0,0,0,48,116,64,98,49,0,0,
3706,chapple01,1962,1,SYR,NBA,80,0,1241,710,0,0,461,56,0,0,0,171,604,281,238,148,0,0,4,0,53,21,0,0,18,3,0,0,0,7,21,4,16,13,0,0,
3851,chubist01,1969,2,PTP,ABA,14,0,306,129,23,25,48,5,0,0,39,48,107,36,64,56,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3858,cihlaha01,1943,0,CCB,NBL,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3942,closske01,1997,1,LAC,NBA,58,0,740,232,63,105,168,19,12,81,38,73,207,93,77,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3959,cokerjo01,1998,1,WAS,NBA,14,0,98,31,7,15,22,0,1,2,2,17,31,13,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4004,colenma01,1939,2,SHE,NBL,5,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4028,collido01,1975,1,PHI,NBA,77,0,2995,1600,126,181,307,191,110,24,0,249,1196,614,445,372,0,0,3,0,117,58,13,8,21,10,3,1,0,9,53,23,14,12,0,0,
4226,cookte01,1947,0,MNL,NBL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4273,copella01,1989,1,PHI,NBA,23,0,110,74,4,6,10,9,1,1,19,12,68,31,14,11,5,1,4,0,9,4,0,1,1,0,0,0,1,1,6,2,0,0,0,0,
4345,countme01,1972,2,LAL,NBA,59,0,611,293,0,0,237,62,0,0,0,98,278,127,58,39,0,0,17,0,327,154,0,0,104,28,0,0,0,51,133,61,41,32,0,0,
4355,courtjo01,1996,2,SAS,NBA,5,0,48,13,4,3,7,0,0,0,2,6,16,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4744,daniell01,1994,1,PHI,NBA,5,0,63,23,2,5,7,4,2,0,8,8,27,9,2,2,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4754,daniema01,2008,1,IND,NBA,54,0,1699,733,80,168,248,114,62,26,94,120,689,311,129,93,90,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
