year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1916,SCF,,SEA,PCHA,MOC,NHA,3,1,0,23,11,
1986,DF,J,PHI,NHL,NYI,NHL,4,3,0,23,16,
2005,CQF,D,BUF,NHL,PHI,NHL,4,2,0,27,14,
1980,Pre,C,EDM,NHL,MTL,NHL,3,0,0,15,6,
1936,SCF,E,DET,NHL,NYR,NHL,3,2,0,9,8,
1990,DF,I,BOS,NHL,MTL,NHL,4,3,0,18,18,
1992,DSF,B,MTL,NHL,QUE,NHL,4,2,0,19,16,
2005,CF,M,CAR,NHL,BUF,NHL,4,3,0,22,17,
2006,CQF,A,BUF,NHL,NYI,NHL,4,1,0,17,11,
1985,DSF,B,MTL,NHL,BOS,NHL,3,0,0,10,6,
1971,SF,F,NYR,NHL,CHI,NHL,4,0,0,17,9,
1922,F,,EDE,WCHL,REG,WCHL,1,0,1,4,3,TG
1980,QF,J,NYR,NHL,STL,NHL,4,2,0,29,22,
1982,DF,I,BOS,NHL,BUF,NHL,4,3,0,33,23,
1925,SF,,MTM,NHL,PIP,NHL,1,0,1,6,4,TG
1979,SF,N,NYI,NHL,BUF,NHL,4,2,0,22,17,
1989,DSF,E,CHI,NHL,MNS,NHL,4,3,0,21,18,
1993,CQF,B,WAS,NHL,PIT,NHL,4,2,0,20,12,
1995,CQF,F,COL,NHL,VAN,NHL,4,2,0,24,17,
1940,QF,B,DET,NHL,NYR,NHL,2,1,0,6,6,
1956,SF,B,MTL,NHL,NYR,NHL,4,1,0,22,12,
1932,SF,D,NYR,NHL,DET,NHL,2,0,0,6,3,TG
1945,SF,A,MTL,NHL,CHI,NHL,4,0,0,26,7,
1981,DSF,A,QUE,NHL,MTL,NHL,3,2,0,11,16,
2008,CQF,B,WAS,NHL,NYR,NHL,4,3,0,19,11,
2005,CSF,L,ANA,NHL,COL,NHL,4,0,0,16,4,
1985,DSF,H,CAL,NHL,WIN,NHL,3,0,0,15,8,
1990,DSF,D,WAS,NHL,NYR,NHL,4,2,0,16,16,
2011,CQF,H,NAS,NHL,DET,NHL,4,1,0,13,9,
1987,DSF,A,MTL,NHL,HAR,NHL,4,2,0,23,20,
1973,QF,C,PHI,NHL,ATF,NHL,4,0,0,17,6,
2001,CSF,L,COL,NHL,SJS,NHL,4,3,0,25,21,
1972,DF,,NEW,WHA,CLC,WHA,4,1,0,16,14,
1989,DSF,G,LAK,NHL,CAL,NHL,4,2,0,29,24,
1958,SCF,C,MTL,NHL,TOR,NHL,4,1,0,18,12,
2000,CQF,A,NJD,NHL,CAR,NHL,4,2,0,20,8,
2007,CQF,H,DAL,NHL,AND,NHL,4,2,0,20,13,
1977,SF,J,BOS,NHL,PHI,NHL,4,1,0,21,15,
1981,CF,M,NYI,NHL,QUE,NHL,4,0,0,18,9,
1922,SCF,,OTS,NHL,EDE,WCHL,2,0,0,3,1,
2006,CSF,I,BUF,NHL,NYR,NHL,4,2,0,17,13,
1916,F,,MOC,NHA,OT1,NHA,1,1,0,7,6,TG
1994,CQF,A,NYR,NHL,QUE,NHL,4,2,0,25,19,
1984,DSF,D,NYI,NHL,WAS,NHL,3,2,0,14,12,
1989,DSF,H,EDM,NHL,WIN,NHL,4,3,0,24,22,
1972,QF,D,PHI,NHL,MNS,NHL,4,2,0,14,12,
2009,CQF,B,PHI,NHL,NJD,NHL,4,1,0,15,9,
2011,CQF,D,PHI,NHL,PIT,NHL,4,2,0,30,26,
2000,CSF,L,STL,NHL,DAL,NHL,4,0,0,13,6,
1927,SF,D,NYR,NHL,BOS,NHL,1,0,1,5,2,TG
1993,CQF,F,VAN,NHL,CAL,NHL,4,3,0,23,20,
1967,QF,A,MTL,NHL,BOS,NHL,4,0,0,15,8,
1981,DF,I,QUE,NHL,BOS,NHL,4,3,0,28,26,
1926,SCF,E,OTS,NHL,BOS,NHL,2,0,2,7,3,
1938,SF,D,TOR,NHL,DET,NHL,2,1,0,10,8,
