year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1976,NHL,TOR,9,4,5,0,31,29,115,0,14,43,1,8,28,0
2002,NHL,COL,7,3,4,0,17,16,68,2,4,26,1,7,29,0
1988,NHL,BOS,10,5,5,0,29,30,229,2,6,47,,7,44,2
1979,NHL,CHI,7,3,4,0,19,20,120,0,7,23,0,7,26,0
2003,NHL,DAL,5,1,4,0,10,19,56,4,4,22,2,6,21,0
1971,NHL,MNS,7,3,4,0,19,19,111,,4,,0,6,,0
1998,NHL,BUF,21,14,7,0,59,49,349,4,19,95,0,17,118,4
1983,NHL,EDM,19,15,4,0,94,56,460,4,17,76,3,20,89,3
1961,NHL,CHI,12,6,6,0,34,31,191,,,,,,,
1996,NHL,DAL,7,3,4,0,18,21,136,0,3,40,1,6,34,1
1962,NHL,TOR,10,8,2,0,31,16,93,,,,,,,
2011,NHL,FLO,7,3,4,0,17,18,66,0,9,27,0,5,25,1
1993,NHL,NJD,20,11,9,0,52,49,421,4,14,81,1,11,85,1
1995,NHL,COL,22,16,6,0,80,51,374,0,24,110,2,17,113,1
1987,NHL,LAK,5,1,4,0,18,30,178,4,8,38,,8,34,0
1967,NHL,MTL,13,12,1,0,48,25,150,,10,,2,6,,3
1950,NHL,DET,6,2,4,0,12,13,26,,,,,,,
1923,PCHA,VAM,5,2,2,1,11,13,,,,,,,,
1983,NHL,QUE,9,5,4,0,26,25,344,2,4,35,1,3,43,2
1970,NHL,MTL,20,12,8,0,75,63,379,,16,,2,17,,1
1985,NHL,MNS,5,2,3,0,20,18,142,2,6,24,1,2,25,1
1995,NHL,PHI,12,6,6,0,37,28,290,0,15,71,3,7,63,0
2003,NHL,NJD,5,1,4,0,9,14,28,0,3,18,0,4,12,0
1958,NHL,BOS,7,3,4,0,21,20,113,,,,,,,
1969,NHL,DET,4,0,4,0,8,16,44,,3,,0,5,,1
1988,NHL,NYR,4,0,4,0,11,19,214,0,6,29,,6,27,0
2008,NHL,NJD,7,3,4,0,15,17,91,0,3,27,0,2,29,0
1988,NHL,DET,6,2,4,0,18,25,187,0,6,37,,10,37,0
1976,WHA,EDO,5,1,4,0,16,20,,,,,,,,
1983,NHL,BOS,3,0,3,0,2,10,77,0,1,13,0,2,12,0
1974,NHL,LAK,3,1,2,0,6,7,82,0,2,9,0,0,9,0
1930,NHL,MTL,10,6,4,0,24,21,105,,,,,,,
1939,NHL,NYA,3,1,2,0,7,9,18,,,,,,,
1977,WHA,WIJ,9,8,1,0,53,20,,,,,,,,
1971,NHL,PIT,4,0,4,0,8,14,71,,1,,1,0,,1
1985,NHL,NYR,16,8,8,0,47,55,426,4,13,70,3,14,81,4
1975,WHA,SDM,11,5,6,0,36,39,,,,,,,,
2003,NHL,CAL,26,15,11,0,60,53,444,0,15,108,0,21,121,3
2002,NHL,EDM,6,2,4,0,11,20,131,2,1,23,0,7,39,1
1991,NHL,VAN,13,6,7,0,44,35,243,0,10,70,1,11,63,1
1977,NHL,BOS,15,10,5,0,53,42,286,4,11,42,0,11,54,0
1993,NHL,CHI,6,2,4,0,10,15,121,2,4,29,1,9,32,0
1972,NHL,BUF,6,2,4,0,16,21,59,,4,,0,4,,0
1995,NHL,TOR,6,2,4,0,15,21,112,0,8,32,4,5,34,1
2005,NHL,DAL,5,1,4,0,15,18,64,0,5,31,1,5,28,1
1989,NHL,WAS,15,8,7,0,49,48,480,0,13,71,3,13,79,3
1982,NHL,QUE,4,1,3,0,8,11,117,0,2,12,0,3,24,1
1935,NHL,DET,7,6,1,0,24,12,36,,,,,,,
1926,NHL,BOS,8,2,2,4,16,13,125,,,,,,,
2005,NHL,NJD,9,5,4,0,27,21,140,2,11,58,0,11,45,4
2009,NHL,PHI,23,14,9,0,76,61,253,10,23,105,2,14,95,1
1986,NHL,PHI,26,15,11,0,85,73,499,8,19,93,3,22,93,5
1991,NHL,WAS,7,3,4,0,27,25,139,0,7,37,1,11,34,1
1914,NHA,MOW,2,1,1,0,1,4,,,,,,,,
1996,NHL,DET,20,16,4,0,58,38,437,6,17,117,0,15,96,2
2005,NHL,ANA,16,9,7,0,46,36,267,4,11,102,4,11,96,1
1993,NHL,DET,7,3,4,0,27,21,98,2,5,35,1,6,36,2
1974,NHL,VAN,5,1,4,0,9,20,77,2,2,18,0,3,20,0
2009,NHL,CHI,22,16,6,0,78,62,223,8,18,80,2,15,90,4
1978,WHA,CIN,3,1,2,0,10,10,,,,,,,,
1928,NHL,TOR,4,2,2,0,8,5,42,,,,,,,
1956,NHL,NYR,5,1,4,0,12,22,48,,,,,,,
1998,NHL,OTT,4,0,4,0,6,12,46,0,3,27,0,4,18,0
1963,NHL,MTL,7,3,4,0,14,17,168,,,,,,,
1973,NHL,BOS,16,10,6,0,58,44,349,,12,,0,12,,2
2000,NHL,DET,6,2,4,0,17,15,57,0,9,27,0,3,20,0
2010,NHL,CHI,7,3,4,0,22,16,76,0,6,29,0,4,18,1
1951,NHL,BOS,7,3,4,0,12,18,51,,,,,,,
2011,NHL,NYR,20,10,10,0,43,41,218,2,13,73,0,11,69,0
1918,PCHA,VML,2,1,1,0,5,7,,,,,,,,
1982,NHL,EDM,16,11,5,0,80,50,372,0,14,72,2,18,74,10
1945,NHL,BOS,10,5,5,0,29,29,47,,,,,,,
1941,NHL,DET,12,7,5,0,36,38,185,,,,,,,
