year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1948,NHL,NYR,13,12,5.0,,5,19,6.0,,,,,,1,3,1,,2,5,3,,5,4,3,,5,5,2.0,,4.0,7.0,1.0,,1,7,1,,,,,
2001,NHL,CBS,14,18,5.0,4,8,29,3.0,1,,,,,1,7,4,0,6,6,1,1,3,9,1,0,4,9,1.0,0,1.0,3.0,1.0,2,5,8,0,2,2,5,0,0
1992,NHL,NYI,20,19,3.0,,20,18,4.0,,,,,,6,5,1,,3,6,2,,7,7,1,,7,5,1.0,,6.0,5.0,1.0,,7,5,0,,4,4,1,
1930,NHL,TOR,15,4,3.0,,7,9,6.0,,,,,,,,,,4,1,2,,3,5,1,,8,2,2.0,,2.0,4.0,3.0,,5,1,1,,,,,
1986,NHL,CHI,18,13,9.0,,11,24,5.0,,,,,,2,7,2,,4,7,3,,8,5,1,,4,7,2.0,,6.0,3.0,2.0,,4,7,3,,1,1,1,
1998,NHL,WAS,16,23,2.0,,15,22,4.0,,,,,,3,3,3,,4,8,0,,4,8,0,,5,7,1.0,,9.0,4.0,1.0,,4,8,1,,2,7,0,
1987,NHL,NYI,24,10,6.0,,15,21,4.0,,,,,,6,3,1,,9,4,0,,4,7,2,,5,7,2.0,,6.0,3.0,4.0,,9,5,1,,0,2,0,
1978,NHL,DET,15,17,8.0,,8,24,8.0,,,,,,4,2,3,,2,8,3,,2,10,5,,2,7,3.0,,4.0,6.0,0.0,,7,6,2,,2,2,0,
1976,WHA,WIJ,30,9,1.0,,16,23,1.0,,,,,,7,3,0,,7,7,1,,4,5,0,,7,5,0.0,,9.0,5.0,1.0,,9,6,0,,3,1,0,
1977,NHL,WAS,10,23,7.0,,7,26,7.0,,,,,,2,5,0,,0,10,5,,4,6,3,,3,9,3.0,,3.0,10.0,0.0,,2,8,2,,3,1,1,
1972,NHL,DET,22,12,5.0,,15,17,7.0,,,,,,6,3,0,,4,6,2,,5,7,4,,9,3,1.0,,7.0,2.0,4.0,,6,8,0,,0,0,1,
2009,NHL,TBL,21,14,,6,13,22,,6,,,,,4,3,,4,6,4,,4,5,8,,2,7,6,,1,4.0,3.0,,0,5,10,,1,3,2,,0
1996,NHL,DET,20,12,9.0,,18,14,9.0,,,,,,7,4,1,,7,4,2,,6,4,3,,2,5,3.0,,8.0,2.0,3.0,,6,5,3,,2,2,3,
1916,NHA,OT1,9,1,0.0,,6,4,0.0,,,,,,,,,,,,,,1,1,0,,6,3,0.0,,7.0,1.0,0.0,,1,0,0,,,,,
1969,NHL,MTL,21,9,8.0,,17,13,8.0,,,,,,3,2,4,,8,1,4,,5,6,2,,9,2,1.0,,6.0,5.0,2.0,,6,4,3,,1,2,0,
1941,NHL,NYR,15,8,1.0,,14,9,1.0,,,,,,,,,,6,5,0,,8,3,0,,6,1,1.0,,7.0,5.0,0.0,,2,3,1,,,,,
1925,NHL,BOS,10,7,1.0,,7,8,3.0,,,,,,,,,,1,1,0,,2,7,0,,2,4,3.0,,8.0,1.0,1.0,,4,2,0,,,,,
1986,NHL,VAN,17,19,4.0,,12,24,4.0,,,,,,2,7,1,,5,8,1,,4,8,1,,4,8,3.0,,4.0,7.0,2.0,,7,5,0,,3,0,0,
2003,NHL,DET,30,7,4.0,0,18,14,7.0,2,,,,,5,5,0,0,9,4,2,0,9,3,2,1,6,3,4.0,1,8.0,2.0,1.0,0,10,3,2,0,1,1,0,0
1982,NHL,BUF,25,7,8.0,,13,22,5.0,,,,,,4,5,3,,8,3,1,,5,5,3,,8,4,2.0,,5.0,5.0,3.0,,8,6,1,,0,1,0,
1985,NHL,NJD,17,21,2.0,,11,28,1.0,,,,,,4,5,1,,5,6,0,,4,10,0,,2,11,1.0,,4.0,6.0,1.0,,7,10,0,,2,1,0,
1993,NHL,ANA,14,26,2.0,,19,20,3.0,,,,,,2,8,2,,6,7,0,,6,8,0,,6,6,2.0,,4.0,6.0,1.0,,6,8,0,,3,3,0,
1983,NHL,CAL,22,11,7.0,,12,21,7.0,,,,,,5,6,1,,5,4,3,,4,7,2,,5,2,5.0,,9.0,4.0,2.0,,6,8,1,,0,1,0,
1997,NHL,FLO,11,24,6.0,,13,19,9.0,,,,,,3,6,3,,5,7,2,,6,7,1,,4,5,5.0,,0.0,4.0,1.0,,3,10,0,,3,4,3,
1983,NHL,VAN,20,16,4.0,,12,23,5.0,,,,,,5,6,1,,6,6,1,,4,8,2,,4,8,2.0,,7.0,7.0,1.0,,6,4,2,,,,,
1999,NHL,FLO,26,9,4.0,2,17,18,2.0,4,,,,,6,3,1,2,7,3,1,0,7,4,1,1,9,4,1.0,0,5.0,6.0,0.0,2,7,6,1,0,2,1,1,1
1950,NHL,MTL,17,10,8.0,,8,20,7.0,,,,,,4,2,3,,4,7,2,,3,8,2,,6,4,3.0,,2.0,6.0,2.0,,6,3,3,,,,,
2010,NHL,BOS,22,13,,6,24,12,,5,,,,,6,2,,0,6,6,,2,8,3,,3,8,4,,2,8.0,4.0,,0,7,4,,4,3,2,,0
1918,NHL,OTS,8,1,0.0,,4,5,0.0,,,,,,,,,,,,,,2,1,0,,6,4,0.0,,4.0,1.0,0.0,,,,,,,,,
2002,NHL,NAS,18,17,5.0,1,9,18,8.0,6,,,,,1,5,1,2,3,6,3,2,6,6,2,0,7,6,2.0,0,8.0,2.0,1.0,0,2,8,4,2,0,2,0,1
2011,NHL,DAL,22,16,,3,20,19,,2,,,,,8,3,,0,6,6,,1,7,6,,0,4,6,,1,8.0,5.0,,3,9,6,,0,0,3,,0
2006,NHL,WAS,17,17,,7,11,23,,7,,,,,4,3,,4,6,6,,2,6,7,,1,5,7,,0,3.0,6.0,,4,2,10,,3,2,1,,0
1930,NHL,CHI,13,8,1.0,,11,9,2.0,,,,,,,,,,5,0,1,,4,5,1,,7,3,0.0,,3.0,5.0,1.0,,5,4,0,,,,,
1941,NHL,MTL,12,10,2.0,,6,17,1.0,,,,,,,,,,1,7,1,,4,7,0,,3,7,1.0,,6.0,5.0,0.0,,4,1,1,,,,,
1986,NHL,EDM,29,6,5.0,,21,18,1.0,,,,,,8,4,0,,6,6,1,,10,2,1,,10,2,2.0,,4.0,6.0,1.0,,11,4,0,,1,0,1,
1988,NHL,MNS,17,15,8.0,,10,22,8.0,,,,,,2,8,1,,5,5,3,,5,6,3,,4,4,5.0,,4.0,6.0,2.0,,7,7,2,,0,1,0,
1991,NHL,NYI,20,15,5.0,,14,20,6.0,,,,,,3,6,2,,6,6,1,,3,6,3,,6,6,0.0,,9.0,5.0,1.0,,5,6,3,,2,0,1,
2008,NHL,DAL,20,16,,5,16,19,,6,,,,,4,5,,2,4,6,,2,8,4,,1,7,3,,2,6.0,7.0,,0,5,8,,3,2,2,,1
1912,NHA,MOC,4,6,0.0,,5,5,0.0,,,,,,,,,,,,,,2,0,0,,5,3,0.0,,1.0,7.0,0.0,,1,1,0,,,,,
1989,NHL,BOS,23,13,4.0,,23,12,5.0,,,,,,5,6,1,,10,1,1,,6,8,1,,10,1,2.0,,7.0,6.0,0.0,,8,3,3,,0,0,1,
1917,NHL,MTL,8,3,0.0,,5,6,0.0,,,,,,,,,,,,,,3,1,0,,6,3,0.0,,4.0,4.0,0.0,,0,1,0,,,,,
2003,NHL,NYI,25,11,4.0,1,13,18,7.0,3,,,,,4,3,2,0,5,8,0,0,10,4,0,1,6,5,3.0,1,5.0,3.0,4.0,1,7,6,1,1,1,0,1,0
1941,NHL,TOR,18,6,0.0,,9,12,3.0,,,,,,,,,,8,2,0,,6,5,0,,4,4,2.0,,6.0,2.0,1.0,,3,5,0,,,,,
1975,NHL,BOS,27,5,8.0,,21,10,9.0,,,,,,4,3,2,,8,3,4,,8,3,2,,10,1,1.0,,10.0,1.0,2.0,,7,3,5,,1,1,1,
1936,NHL,NYR,9,8,7.0,,10,12,2.0,,,,,,,,,,5,3,1,,5,2,3,,4,5,2.0,,3.0,5.0,3.0,,2,5,0,,,,,
1990,NHL,EDM,22,15,3.0,,15,22,3.0,,,,,,2,7,2,,5,7,0,,11,3,0,,7,5,1.0,,5.0,8.0,1.0,,7,7,2,,,,,
1969,NHL,STL,24,9,5.0,,13,18,7.0,,,,,,3,2,3,,7,6,1,,8,3,2,,6,5,1.0,,5.0,6.0,1.0,,6,5,3,,2,0,1,
1996,NHL,NYR,21,14,6.0,,17,20,4.0,,,,,,5,6,3,,4,7,1,,11,3,1,,5,4,2.0,,3.0,6.0,2.0,,7,6,0,,3,2,1,
1973,NHL,ATF,17,15,7.0,,13,19,7.0,,,,,,4,3,1,,7,4,3,,4,7,3,,3,9,1.0,,4.0,6.0,3.0,,6,4,3,,2,1,0,
1974,WHA,CHC,18,20,1.0,,12,27,0.0,,,,,,1,5,0,,6,8,0,,6,7,0,,5,8,1.0,,7.0,7.0,0.0,,3,11,0,,2,1,0,
2003,NHL,STL,23,11,7.0,0,16,19,4.0,2,,,,,6,2,0,1,7,4,1,0,8,3,3,0,4,9,3.0,0,4.0,7.0,1.0,1,9,3,3,0,1,2,0,0
2008,NHL,DET,27,9,,5,24,12,,5,,,,,7,2,,2,8,2,,2,9,3,,1,7,4,,2,10.0,3.0,,1,8,4,,1,2,3,,1
1981,NHL,WIN,18,13,9.0,,15,20,5.0,,,,,,5,3,2,,5,6,2,,3,9,4,,6,4,3.0,,3.0,5.0,2.0,,11,4,1,,0,2,0,
1994,NHL,BOS,15,7,2.0,,12,11,1.0,,,,,,,,,,,,,,,,,,3,2,0.0,,7.0,4.0,2.0,,7,6,0,,8,6,1,
2008,NHL,COL,18,21,,2,14,24,,3,,,,,5,5,,0,6,7,,0,8,5,,1,4,9,,0,5.0,8.0,,0,3,9,,1,1,2,,3
1915,NHA,QU1,7,3,2.0,,3,9,0.0,,,,,,,,,,,,,,2,1,0,,5,3,1.0,,1.0,5.0,1.0,,2,3,0,,,,,
1909,NHA,MOW,6,0,0.0,,5,1,0.0,,,,,,,,,,,,,,,,,,2,1,0.0,,6.0,0.0,0.0,,3,0,0,,,,,
2003,NHL,TOR,22,14,3.0,2,23,10,7.0,1,,,,,4,3,2,1,8,3,3,1,9,1,2,1,8,6,1.0,0,6.0,6.0,1.0,0,8,5,1,0,2,0,0,0
2000,NHL,DAL,26,10,5.0,0,22,14,3.0,2,,,,,6,4,1,1,7,2,2,0,8,5,1,0,7,7,0.0,0,7.0,4.0,1.0,1,11,2,2,0,2,0,1,0
2008,NHL,STL,23,13,,5,18,18,,5,,,,,5,4,,0,5,6,,2,4,10,,1,6,4,,1,8.0,2.0,,4,9,4,,1,4,1,,1
1976,WHA,QUN,29,10,1.0,,18,21,2.0,,,,,,9,2,0,,6,8,0,,7,5,1,,8,1,0.0,,6.0,8.0,0.0,,9,6,1,,2,1,1,
1941,NHL,DET,14,7,3.0,,5,18,1.0,,,,,,,,,,3,7,1,,3,4,1,,5,8,0.0,,4.0,5.0,1.0,,4,1,1,,,,,
1952,NHL,NYR,11,14,10.0,,6,23,6.0,,,,,,1,6,2,,2,6,4,,2,6,5,,5,7,1.0,,4.0,5.0,3.0,,3,7,1,,,,,
1946,NHL,BOS,18,7,5.0,,8,16,6.0,,,,,,1,0,4,,5,4,1,,3,6,3,,7,6,0.0,,2.0,6.0,2.0,,8,1,1,,,,,
1994,NHL,TBL,10,14,0.0,,7,14,3.0,,,,,,,,,,,,,,,,,,3,3,0.0,,5.0,6.0,2.0,,5,8,0,,4,10,1,
1997,NHL,EDM,20,16,5.0,,15,21,5.0,,,,,,5,6,1,,3,7,5,,3,7,3,,7,5,1.0,,3.0,4.0,0.0,,8,6,0,,6,2,0,
1922,PCHA,SEA,8,6,0.0,,7,9,0.0,,,,,,,,,,5,1,0,,1,4,0,,6,4,0.0,,3.0,5.0,0.0,,0,1,0,,,,,
1955,NHL,BOS,14,14,7.0,,9,20,6.0,,,,,,4,3,2,,2,7,4,,2,9,3,,5,7,0.0,,6.0,5.0,3.0,,4,3,1,,,,,
1974,NHL,PIT,25,5,10.0,,12,23,5.0,,,,,,2,4,1,,6,6,3,,4,6,4,,8,3,2.0,,7.0,3.0,3.0,,9,4,2,,1,2,0,
1985,NHL,NYR,20,18,2.0,,16,20,4.0,,,,,,5,4,0,,6,8,1,,6,7,1,,5,6,2.0,,8.0,2.0,0.0,,6,9,1,,0,2,1,
1982,NHL,DET,14,19,7.0,,7,25,8.0,,,,,,3,8,1,,0,8,5,,6,3,5,,3,8,1.0,,5.0,6.0,2.0,,3,10,1,,1,1,0,
1979,NHL,TOR,17,19,4.0,,18,21,1.0,,,,,,4,5,1,,7,5,1,,5,6,2,,5,8,0.0,,6.0,7.0,0.0,,6,7,1,,2,2,0,
1994,NHL,BUF,15,8,1.0,,7,11,6.0,,,,,,,,,,,,,,,,,,3,2,1.0,,4.0,5.0,2.0,,7,5,2,,6,7,2,
2010,NHL,CAL,23,13,,5,18,16,,7,,,,,6,5,,0,4,7,,2,7,6,,1,7,3,,3,8.0,2.0,,3,6,6,,2,3,0,,1
1996,NHL,ANA,23,12,6.0,,13,21,7.0,,,,,,1,9,2,,6,5,2,,6,5,1,,7,5,1.0,,6.0,6.0,1.0,,7,3,4,,3,0,2,
1987,NHL,MTL,26,8,6.0,,19,14,7.0,,,,,,7,4,2,,9,3,3,,6,2,4,,6,6,1.0,,8.0,5.0,0.0,,8,2,2,,1,0,1,
1991,NHL,VAN,23,10,7.0,,19,16,5.0,,,,,,9,3,1,,7,4,2,,6,4,3,,7,3,1.0,,5.0,6.0,2.0,,7,5,2,,1,1,1,
1915,NHA,MOW,5,6,0.0,,5,8,0.0,,,,,,,,,,,,,,4,0,0,,3,5,0.0,,3.0,4.0,0.0,,0,5,0,,,,,
1925,WCHL,VIC,8,3,4.0,,7,8,0.0,,,,,,,,,,,,,,2,5,2,,4,3,2.0,,7.0,2.0,0.0,,2,1,0,,,,,
2010,NHL,AND,26,13,,2,21,17,,3,,,,,4,7,,1,8,4,,2,8,6,,1,8,3,,0,5.0,5.0,,1,11,3,,0,3,2,,0
1989,NHL,BUF,27,11,2.0,,18,16,6.0,,,,,,7,4,1,,9,2,3,,7,5,2,,7,6,0.0,,6.0,7.0,0.0,,8,3,2,,1,0,0,
1945,NHL,DET,16,5,4.0,,4,15,6.0,,,,,,1,0,0,,6,4,0,,3,3,4,,3,5,1.0,,5.0,3.0,4.0,,2,5,1,,,,,
