film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
446,ГИСТЕРИЧЕСКИЙ ГРАЙЛ,"Удивительная Сага безумца и дантиста, который должен построить машину в Манхэттенском пентхаусе",2006,1,,5,4.99,150,19.99,ГУ,"Прицепы, комментаторы, изъятые сцены",2006-02-15T04:03:42
453,ПРИНЦИП IMAGE,"Панорама секретного агента и крокодила, который должен открыть безумца в канадских скалах",2006,1,,3,2.99,178,17.99,ГУ-13,"Прицепы, комментаторы, изъятые сцены",2006-02-15T04:03:42
463,ИНСТИТУЦИОНАЛЬНЫЙ АРПОРТ,"Дотрагивающийся документальный фильм о Безумной Корове и Исследователь, который должен встретить дворецкого в Манхэттенском пентхаусе",2006,1,,4,2.99,116,21.99,ГУ,"Комментаторы, Исключенные сцены",2006-02-15T04:03:42
474,Джад Бюнч,"Знающая панорама белки и безумной коровы, которая должна встретить студента на первой пилотируемой космической станции",2006,1,,6,2.99,174,21.99,НС-17,"Прицепы, комментаторы, за сценами",2006-02-15T04:03:42
488,ДЖОН НОРТВЕСТИЯ,"Ужасная панорама технического писателя и машины, которая должна открыть судебно-психиатра в акульем танке",2006,1,,3,0.99,105,23.99,НС-17,"Прицепы, комментаторы, за сценами",2006-02-15T04:03:42
503,КРАМЕРСКИЙ ЧОКОЛАТ,"Удивительная ярна робота и пастора-повара, который должен вернуть сумасшедшего учёного в отставке",2006,1,,3,2.99,171,24.99,Р,Прицепы,2006-02-15T04:03:42
517,УРОКИ КЛОПАТРА,"Эмоциональная демонстрация человека и исследователь, который должен построить мальчика в Манхэттенском пентхаусе",2006,1,,3,0.99,167,28.99,НС-17,"Удалённые сцены, За сценами",2006-02-15T04:03:42
519,МАГЕНТ СВОБОДЫ,"Скучная драма студента и кошки, которые должны поймать технического писателя в Балуне",2006,1,,3,2.99,138,27.99,G,"Комментаторы, Изъятые Сцены, За Сценами",2006-02-15T04:03:42
532,ЛЮБОЙ ГУСТЛЕР,"Потрясающая драма робота и феминиста, который должен перестрелять дворецкого в Нигерии",2006,1,,5,4.99,80,28.99,ГУ,"Удалённые сцены, За сценами",2006-02-15T04:03:42
570,"МЕРОПРИЯТИЯ, СВЯЗАННЫЕ С МЕНЬШИНСТВАМИ","Драма неудачницы официантки и мужа, который должен сражаться с мужем в Калифорнии",2006,1,,5,4.99,104,20.99,НС-17,"Прицепы, за сценами",2006-02-15T04:03:42
577,МИЛЬ МУЛАН,"Недостаток кошки и мужа, который должен встретить мальчика на конвенции MySQL",2006,1,,4,0.99,64,10.99,ГУ,"Удалённые сцены, За сценами",2006-02-15T04:03:42
598,МОСКВИТО АРМАГЕДОН,"Разумное изучение официантки и феминистки, которая должна построить учителя в Древней Японии",2006,1,,6,0.99,57,22.99,G,Прицепы,2006-02-15T04:03:42
599,Мать СВЯЗИ,"Скучная история о муже и мальчике, который должен сражаться с белкой в древнем Китае",2006,1,,3,0.99,103,20.99,Р,"Прицепы, комментаторы",2006-02-15T04:03:42
606,МУЗЫКИ,"Удовлетворительный характер исследования крокодила и обезьяны, которые должны встретиться с дантистами в Австралии",2006,1,,3,0.99,160,15.99,НС-17,"Прицепы, за сценами",2006-02-15T04:03:42
612,ПРЕПЯТСТВИЯ МУССОЛИНИ,"Ужасное представление лодки и обезьяны, которые должны встретиться с композитором в Древнем Китае",2006,1,,6,2.99,180,10.99,G,"Удалённые сцены, За сценами",2006-02-15T04:03:42
619,НАЙГОДОРСКИЕ ХАРАКТЕРИСТИКИ,"Фантастическое воспоминание о крокодиле и астронавте, который должен выпустить феминиста в заброшенном парке развлечений",2006,1,,3,0.99,161,20.99,Р,"Прицепы, комментаторы, изъятые сцены",2006-02-15T04:03:42
628,НОРВЕШНЯ ПОЛИШКА,"Скучное изучение парня и акулы, который должен выйти за женщину в отставке",2006,1,,5,2.99,172,24.99,ГУ,Прицепы,2006-02-15T04:03:42
631,НОВОКАИННЫЙ БЛИЖНИЙ СВЕТ,"Фантастическое представление студента и учителя, который должен перестрелять крокодил в Нигерии",2006,1,,4,0.99,64,11.99,G,"Прицепы, комментаторы, изъятые сцены",2006-02-15T04:03:42
667,МИШЕЕ НЕЗАВИСИМОСТЬ,"Драма обезьяны и дантиста, который должен отследить дворецкого в Берлине",2006,1,,3,2.99,160,20.99,ГУ-13,"Комментаторы, За сценами",2006-02-15T04:03:42
668,ВСЕХ НАСТОЯЩИХ,"Разумное представление о лодке и секретном агенте, который должен искоренять астронавта в заброшенном шахтном шафте",2006,1,,7,4.99,80,25.99,ГУ,"Прицепы, комментаторы, Изъятые сцены, За сценами",2006-02-15T04:03:42
676,ЖЕНЩИНА ФИЛАДЕЛЬФИИ,"Таут Ярн охотника и астронавта, который должен завоевать администратора базы данных в пустыне Сахара",2006,1,,7,4.99,137,16.99,ГУ-13,"Прицепы, комментаторы, изъятые сцены",2006-02-15T04:03:42
678,ПИККУПА ДВИЖЕНИЕ,"Прикасающийся документальный фильм о муже и лодке, который должен встретить пирожного-повара на фабрике в Балуне",2006,1,,3,2.99,77,23.99,G,"Прицепы, комментаторы, Изъятые сцены, За сценами",2006-02-15T04:03:42
681,ПИРАТЫ РОКСАННА,"Потрясающая драма женщины и лумберджека, который должен победить акулу в канадских скалистых скалах",2006,1,,4,0.99,100,20.99,ГУ,"Комментаторы, Исключенные сцены",2006-02-15T04:03:42
691,ВСЕОБЪЕМЛЮЩЕЕ ЗАПРЕЩЕНИЕ,"Разумный поступок о женихе и обезьяне, который должен победить дантиста в монастыре",2006,1,,6,4.99,159,29.99,ГУ-13,Комментарии,2006-02-15T04:03:42
719,ОТЧЕТЫ ЗОРРО,"Удивительная драма безумного учёного и композитора, который должен построить мужа в отставке",2006,1,,7,4.99,182,11.99,ГУ,За сценами,2006-02-15T04:03:42
729,РАЙДЕР КАДИСК,"Дыхание обезьяны и обезьяны, которые должны отследить мус в Нигерии",2006,1,,5,2.99,177,28.99,ГУ,"Комментаторы, За сценами",2006-02-15T04:03:42
733,РАЙВЕР,"Увлекательный характер исследования белок и люмберджека, который должен встретиться с охотником на конвенции MySQL",2006,1,,4,0.99,149,29.99,ГУ-13,Комментарии,2006-02-15T04:03:42
745,УСТРОЙСТВА,"Поразительная панорама обезьяны и секретного агента, который должен поразить женщину на первой пилотируемой космической станции",2006,1,,5,4.99,162,23.99,ГУ-13,"Комментаторы, Изъятые Сцены, За Сценами",2006-02-15T04:03:42
