year,hofid,name,category
2009,lamorlo01h,Лу Ламорье,Построитель
1978,pronoma01h,Марсель Проновост,Игрок
1947,northwi01h,Уильям Нортей,Построитель
1962,mcgimbi01h,Билли МакГимзие,Игрок
1980,butteja01h,Джек Баттерфилд,Построитель
1958,mcnamge02h,Джордж Макнамара,Игрок
1991,smithcl01h,Клинт Смит,Игрок
1993,shuttst01h,Стив Шут,Игрок
1983,mikitst01h,Стан Микита,Игрок
1961,halljo01h,Джо Холл,Игрок
1986,boivile01h,Ле Боэн,Игрок
1999,vanhean01h,Энди ван Хеллемонд,Судья/юже
1982,gilbero01h,Род Гилберт,Игрок
1974,dundeto01h,Томми Дандерлэй,Игрок
1970,dyeba01h,Бебе Дай,Игрок
1989,bauerda01h,Дэвид Бауэр,Построитель
1990,flamafe01h,Ферн Фляман,Игрок
1962,obrieja01h,Амброси О'Брайен,Построитель
1965,benedcl01h,Клинт Беннет,Игрок
1945,gerared01h,Эдди Гариард,Игрок
1958,moranpa01h,Пэдди Маран,Игрок
1992,mathefr01h,Франк Маттерс,Построитель
1975,armstge01h,Джордж Армстронг,Игрок
1998,murraat01h,Аथल Мури,Построитель
1980,lumleha01h,Гарри Лумли,Игрок
2007,messima01h,Марк Мессье,Игрок
1961,ellioch01h,Чаугарделл,Судья/юже
1995,torrebi01h,Билл Торрей,Построитель
1971,sawchte01h,Терри Сачук,Игрок
1993,lapraed01h,Эдгар Лапраде,Игрок
1978,pollosa01h,Сам Поллок,Построитель
1947,caldefr01h,Франк Кедлер,Построитель
1945,phillto01h,Томми Филлипс,Игрок
1952,mackami01h,Майки Маккей,Игрок
1965,scanlfr01h,Фред Сканлон,Игрок
2010,develji01h,Джим Девелано,Построитель
1959,adamsja01h,Джек Адамс,Игрок
1965,hornere01h,Красный Хорнер,Игрок
1952,boondi01h,Дикки Бун,Игрок
1962,simpsjo01h,Джо Симпсон,Игрок
2004,bourqra01h,Реймонд Борку,Игрок
1976,bowerjo01h,Джонни Буэр,Игрок
1945,gardich01h,Чарли Гардин,Игрок
1963,dandule01h,Лео Дандуранд,Построитель
1965,hewitfo01h,Фостер Хиверт,Построитель
1974,haych01h,Чарльз Хей,Построитель
1967,oliveha01h,Гарри Оливер,Игрок
1962,darraja01h,Джек Даррагх,Игрок
1975,hallgl01h,Гленн Холл,Игрок
1947,nelsofr01h,Франсис Нельсон,Построитель
1958,irvindi01h,Дик Ирвин,Игрок
1966,lindste01h,Тед Линдси,Игрок
1987,clarkbo01h,Бобби Кларк,Игрок
1997,sathegl01h,Глен Сазерленд,Построитель
1974,mooredi01h,Дикки Мур,Игрок
1961,loicqpa01h,Паль Лойк,Построитель
1966,lachel01h,Эльмер Лач,Игрок
1996,salmibo01h,Бёрже Салминг,Игрок
1949,bainda01h,Дэн Бейн,Игрок
1991,bossymi01h,Майк Босси,Игрок
1947,nighbfr01h,Франк Найтбор,Игрок
1997,lemiema01h,Марио Лемё,Игрок
1945,mcgeefr01h,Франк Макги,Игрок
2004,murphla01h,Лэрри Мёрфи,Игрок
1961,waghofr01h,Фред Вагхорн,Построитель
1995,cookbu01h,Бун Кук,Игрок
1950,patrifr01h,Франк Патрик,Построитель
2001,fetisvi01h,Вячеслав Фёдорович Fetисов,Игрок
