coachid,award,year,lgid,note
patrile01c,Первая сборная звезд,1935,NHL,
patrile01c,Первая сборная звезд,1934,NHL,
patrile01c,Первая сборная звезд,1937,NHL,
lemaija01c,Джек Адамс,1993,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
irvindi01c,Первая сборная звезд,1945,NHL,
bouchfr01c,Первая сборная звезд,1941,NHL,
patrile01c,Первая сборная звезд,1931,NHL,
gormato01c,Вторая сборная звезд,1935,NHL,
krommbo01c,Джек Адамс,1977,NHL,
ruffli01c,Джек Адамс,2005,NHL,
burnspa01c,Джек Адамс,1988,NHL,
patrile01c,Первая сборная звезд,1930,NHL,
thomppa01c,Первая сборная звезд,1939,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
francbo01c,Джек Адамс,2001,NHL,
crawfma01c,Джек Адамс,1994,NHL,
sherofr01c,Джек Адамс,1973,NHL,
demerja01c,Джек Адамс,1987,NHL,
brophjo01c,Смёрт,1978,WHA,
cherrdo01c,Джек Адамс,1975,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
dineebi01c,Смёрт,1977,WHA,
irvindi01c,Вторая сборная звезд,1930,NHL,
vigneal01c,Джек Адамс,2006,NHL,
rossar01c,Вторая сборная звезд,1942,NHL,
tessior01c,Джек Адамс,1982,NHL,
irvindi01c,Вторая сборная звезд,1932,NHL,
tippeda01c,Джек Адамс,2009,NHL,
wattto01c,Джек Адамс,1981,NHL,
bouchfr01c,Первая сборная звезд,1941,NHL,
harribi01c,Бальзаминовый,1973,WHA,
irvindi01c,Первая сборная звезд,1945,NHL,
patrile01c,Первая сборная звезд,1934,NHL,
irvindi01c,Вторая сборная звезд,1930,NHL,
arboual01c,Джек Адамс,1978,NHL,
demerja01c,Джек Адамс,1987,NHL,
patrile01c,Первая сборная звезд,1930,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
patrile01c,Первая сборная звезд,1931,NHL,
patrile01c,Первая сборная звезд,1933,NHL,
murdobo01c,Джек Адамс,1989,NHL,
keenami01c,Джек Адамс,1984,NHL,
hartce01c,Вторая сборная звезд,1936,NHL,
lemaija01c,Джек Адамс,2002,NHL,
duttore01c,Вторая сборная звезд,1938,NHL,
sherofr01c,Джек Адамс,1973,NHL,
adamsja01c,Первая сборная звезд,1942,NHL,
francbo01c,Джек Адамс,2001,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
lemaija01c,Джек Адамс,1993,NHL,
burnspa01c,Джек Адамс,1988,NHL,
tortojo01c,Джек Адамс,2003,NHL,
gormato01c,Вторая сборная звезд,1935,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
rossar01c,Вторая сборная звезд,1937,NHL,
dayha01c,Вторая сборная звезд,1943,NHL,
irvindi01c,Первая сборная звезд,1944,NHL,
sathegl01c,Джек Адамс,1985,NHL,
barbebi01c,Джек Адамс,2000,NHL,
irvindi01c,Вторая сборная звезд,1934,NHL,
rossar01c,Вторая сборная звезд,1942,NHL,
duttore01c,Вторая сборная звезд,1938,NHL,
harribi01c,Бальзаминовый,1973,WHA,
ruffli01c,Джек Адамс,2005,NHL,
lemaija01c,Джек Адамс,1993,NHL,
arboual01c,Джек Адамс,1978,NHL,
demerja01c,Джек Адамс,1986,NHL,
tippeda01c,Джек Адамс,2009,NHL,
gottsjo01c,Вторая сборная звезд,1945,NHL,
murdobo01c,Джек Адамс,1989,NHL,
martija02c,Джек Адамс,1998,NHL,
irvindi01c,Вторая сборная звезд,1931,NHL,
burnspa01c,Джек Адамс,1988,NHL,
patrile01c,Первая сборная звезд,1932,NHL,
dineebi01c,Смёрт,1977,WHA,
burnspa01c,Джек Адамс,1997,NHL,
burnspa01c,Джек Адамс,1992,NHL,
tortojo01c,Джек Адамс,2003,NHL,
irvindi01c,Вторая сборная звезд,1933,NHL,
krommbo01c,Джек Адамс,1977,NHL,
adamsja01c,Первая сборная звезд,1942,NHL,
nolante01c,Джек Адамс,1996,NHL,
rossar01c,Вторая сборная звезд,1937,NHL,
lemaija01c,Джек Адамс,2002,NHL,
gormato01c,Вторая сборная звезд,1935,NHL,
bouchfr01c,Вторая сборная звезд,1939,NHL,
irvindi01c,Вторая сборная звезд,1930,NHL,
irvindi01c,Первая сборная звезд,1943,NHL,
keenami01c,Джек Адамс,1984,NHL,
hartce01c,Вторая сборная звезд,1936,NHL,
irvindi01c,Вторая сборная звезд,1932,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
irvindi01c,Первая сборная звезд,1944,NHL,
dineebi01c,Смёрт,1976,WHA,
thomppa01c,Вторая сборная звезд,1941,NHL,
kelleja01c,Бальзаминовый,1972,WHA,
patrile01c,Первая сборная звезд,1933,NHL,
wattto01c,Джек Адамс,1981,NHL,
barbebi01c,Джек Адамс,2000,NHL,
brophjo01c,Смёрт,1978,WHA,
quinnpa01c,Джек Адамс,1979,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
keenami01c,Джек Адамс,1984,NHL,
adamsja01c,Первая сборная звезд,1936,NHL,
thomppa01c,Первая сборная звезд,1939,NHL,
hitchke01c,Джек Адамс,2011,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
patrile01c,Первая сборная звезд,1932,NHL,
irvindi01c,Вторая сборная звезд,1931,NHL,
murdobo01c,Джек Адамс,1989,NHL,
irvindi01c,Вторая сборная звезд,1932,NHL,
dineebi01c,Смёрт,1976,WHA,
lemaija01c,Джек Адамс,2002,NHL,
sherofr01c,Джек Адамс,1973,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
harribi01c,Бальзаминовый,1973,WHA,
krommbo01c,Смёрт,1975,WHA,
kelleja01c,Бальзаминовый,1972,WHA,
barbebi01c,Джек Адамс,2000,NHL,
quennjo01c,Джек Адамс,1999,NHL,
adamsja01c,Вторая сборная звезд,1944,NHL,
suttebr01c,Джек Адамс,1990,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
patrile01c,Первая сборная звезд,1935,NHL,
patrile01c,Первая сборная звезд,1930,NHL,
patrile01c,Первая сборная звезд,1933,NHL,
patrile01c,Первая сборная звезд,1934,NHL,
suttebr01c,Джек Адамс,1990,NHL,
irvindi01c,Вторая сборная звезд,1933,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
rossar01c,Вторая сборная звезд,1937,NHL,
irvindi01c,Вторая сборная звезд,1931,NHL,
patrile01c,Первая сборная звезд,1933,NHL,
irvindi01c,Вторая сборная звезд,1934,NHL,
burnspa01c,Джек Адамс,1992,NHL,
irvindi01c,Вторая сборная звезд,1932,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
murrabr01c,Джек Адамс,1983,NHL,
dineebi01c,Смёрт,1976,WHA,
rossar01c,Вторая сборная звезд,1942,NHL,
nolante01c,Джек Адамс,1996,NHL,
burnspa01c,Джек Адамс,1997,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
patrile01c,Первая сборная звезд,1935,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
murdobo01c,Джек Адамс,1989,NHL,
harribi01c,Бальзаминовый,1973,WHA,
dayha01c,Вторая сборная звезд,1943,NHL,
irvindi01c,Вторая сборная звезд,1930,NHL,
demerja01c,Джек Адамс,1987,NHL,
patrile01c,Первая сборная звезд,1937,NHL,
quennjo01c,Джек Адамс,1999,NHL,
krommbo01c,Смёрт,1975,WHA,
barbebi01c,Джек Адамс,2000,NHL,
krommbo01c,Джек Адамс,1977,NHL,
martija02c,Джек Адамс,1998,NHL,
bouchfr01c,Первая сборная звезд,1941,NHL,
demerja01c,Джек Адамс,1986,NHL,
ruffli01c,Джек Адамс,2005,NHL,
lemaija01c,Джек Адамс,2002,NHL,
sherofr01c,Джек Адамс,1973,NHL,
weilaco01c,Первая сборная звезд,1940,NHL,
patrile01c,Первая сборная звезд,1933,NHL,
berenre01c,Джек Адамс,1980,NHL,
adamsja01c,Вторая сборная звезд,1944,NHL,
dayha01c,Вторая сборная звезд,1943,NHL,
gottsjo01c,Вторая сборная звезд,1945,NHL,
rossar01c,Вторая сборная звезд,1937,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
rossar01c,Первая сборная звезд,1938,NHL,
tortojo01c,Джек Адамс,2003,NHL,
patrile01c,Первая сборная звезд,1932,NHL,
irvindi01c,Первая сборная звезд,1943,NHL,
bouchfr01c,Первая сборная звезд,1941,NHL,
demerja01c,Джек Адамс,1987,NHL,
irvindi01c,Вторая сборная звезд,1940,NHL,
adamsja01c,Первая сборная звезд,1936,NHL,
murdobo01c,Джек Адамс,1989,NHL,
nolante01c,Джек Адамс,1996,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
brophjo01c,Смёрт,1978,WHA,
gormato01c,Вторая сборная звезд,1935,NHL,
vigneal01c,Джек Адамс,2006,NHL,
irvindi01c,Вторая сборная звезд,1931,NHL,
adamsja01c,Первая сборная звезд,1942,NHL,
burnspa01c,Джек Адамс,1997,NHL,
suttebr01c,Джек Адамс,1990,NHL,
wattto01c,Джек Адамс,1981,NHL,
burnspa01c,Джек Адамс,1988,NHL,
thomppa01c,Вторая сборная звезд,1941,NHL,
duttore01c,Вторая сборная звезд,1938,NHL,
juliecl01c,Джек Адамс,2008,NHL,
harribi01c,Бальзаминовый,1973,WHA,
hartce01c,Вторая сборная звезд,1936,NHL,
patrile01c,Первая сборная звезд,1935,NHL,
patrile01c,Первая сборная звезд,1937,NHL,
kelleja01c,Бальзаминовый,1972,WHA,
arboual01c,Джек Адамс,1978,NHL,
irvindi01c,Вторая сборная звезд,1933,NHL,
barbebi01c,Джек Адамс,2000,NHL,
tippeda01c,Джек Адамс,2009,NHL,
murrabr01c,Джек Адамс,1983,NHL,
demerja01c,Джек Адамс,1986,NHL,
rossar01c,Вторая сборная звезд,1942,NHL,
sathegl01c,Джек Адамс,1985,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
krommbo01c,Смёрт,1975,WHA,
patrile01c,Первая сборная звезд,1934,NHL,
bouchfr01c,Вторая сборная звезд,1939,NHL,
quennjo01c,Джек Адамс,1999,NHL,
irvindi01c,Вторая сборная звезд,1934,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
irvindi01c,Вторая сборная звезд,1930,NHL,
hitchke01c,Джек Адамс,2011,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
burnspa01c,Джек Адамс,1992,NHL,
tessior01c,Джек Адамс,1982,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
krommbo01c,Джек Адамс,1977,NHL,
lemaija01c,Джек Адамс,1993,NHL,
thomppa01c,Первая сборная звезд,1939,NHL,
huculsa01c,Смёрт,1974,WHA,
crawfma01c,Джек Адамс,1994,NHL,
dineebi01c,Смёрт,1977,WHA,
irvindi01c,Первая сборная звезд,1944,NHL,
irvindi01c,Первая сборная звезд,1945,NHL,
patrile01c,Первая сборная звезд,1931,NHL,
patrile01c,Первая сборная звезд,1930,NHL,
keenami01c,Джек Адамс,1984,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
irvindi01c,Вторая сборная звезд,1932,NHL,
francbo01c,Джек Адамс,2001,NHL,
martija02c,Джек Адамс,1998,NHL,
dineebi01c,Смёрт,1976,WHA,
quinnpa01c,Джек Адамс,1991,NHL,
