year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1970,NHL,MTL,29,7,3.0,,13,16,10.0,,,,,,6,3,1,,5,5,2,,5,3,5,,6.0,5.0,3.0,,10.0,1.0,1.0,,9,5,1,,1,1,0,
1949,NHL,BOS,15,12,8.0,,7,20,8.0,,,,,,2,4,2,,3,6,3,,6,6,3,,5.0,6.0,2.0,,1.0,6.0,3.0,,5,4,3,,,,,
1911,PCHA,VA1,4,4,0.0,,3,5,0.0,,,,,,,,,,,,,,,,,,3.0,4.0,0.0,,2.0,3.0,0.0,,2,2,0,,,,,
1994,NHL,OTT,5,16,3.0,,4,18,2.0,,,,,,,,,,,,,,,,,,0.0,3.0,2.0,,2.0,9.0,1.0,,2,11,1,,4,10,1,
1909,NHA,MOS,3,2,1.0,,0,6,0.0,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,1.0,5.0,0.0,,1,1,0,,,,,
1979,NHL,BOS,27,9,4.0,,19,12,9.0,,,,,,5,2,2,,10,2,1,,5,6,2,,10.0,4.0,1.0,,6.0,3.0,3.0,,8,3,4,,2,1,0,
1975,WHA,WIJ,29,11,0.0,,23,16,2.0,,,,,,7,2,0,,10,5,0,,8,7,0,,10.0,4.0,0.0,,9.0,3.0,2.0,,7,4,0,,1,2,0,
1954,NHL,NYR,10,12,13.0,,7,23,5.0,,,,,,5,4,1,,3,6,3,,1,8,6,,4.0,7.0,3.0,,1.0,6.0,4.0,,3,4,1,,,,,
1969,NHL,PIT,17,13,8.0,,9,25,4.0,,,,,,1,4,3,,5,6,2,,5,7,0,,3.0,7.0,3.0,,8.0,5.0,0.0,,3,7,4,,1,2,0,
2002,NHL,CAR,12,17,9.0,3,10,26,2.0,3,,,,,5,4,1,1,6,3,3,2,4,8,1,0,2.0,10.0,1.0,2,1.0,6.0,3.0,1,4,9,2,0,0,3,0,0
1962,NHL,CHI,17,9,9.0,,15,12,8.0,,,,,,4,3,3,,6,3,3,,7,4,3,,7.0,4.0,2.0,,6.0,3.0,3.0,,2,4,3,,,,,
2001,NHL,BUF,20,16,5.0,0,15,19,6.0,1,,,,,5,6,1,1,6,7,1,0,4,7,2,0,7.0,5.0,1.0,0,1.0,2.0,2.0,0,8,7,2,0,4,1,2,0
1999,NHL,NAS,15,21,3.0,2,13,19,4.0,5,,,,,4,6,1,0,3,7,0,2,6,5,4,0,6.0,5.0,1.0,2,3.0,7.0,0.0,1,6,7,1,2,0,3,0,0
2000,NHL,NJD,24,11,6.0,0,24,8,6.0,3,,,,,6,2,2,0,6,6,1,0,8,3,3,0,7.0,2.0,3.0,2,4.0,4.0,3.0,1,13,2,0,0,4,0,0,0
2011,NHL,PHO,22,13,,6,20,14,,7,,,,,5,3,,2,8,4,,1,6,9,,1,3.0,5.0,,4,11.0,0.0,,1,6,6,,4,3,0,,0
1961,NHL,MTL,26,2,7.0,,16,12,7.0,,,,,,7,0,1,,4,5,6,,8,2,2,,8.0,2.0,2.0,,8.0,2.0,1.0,,7,3,2,,,,,
1964,NHL,NYR,8,19,8.0,,12,19,4.0,,,,,,2,3,3,,6,5,1,,2,9,3,,5.0,6.0,2.0,,3.0,7.0,1.0,,2,8,2,,,,,
1994,NHL,BOS,15,7,2.0,,12,11,1.0,,,,,,,,,,,,,,,,,,3.0,2.0,0.0,,7.0,4.0,2.0,,7,6,0,,8,6,1,
1945,NHL,DET,16,5,4.0,,4,15,6.0,,,,,,1,0,0,,6,4,0,,3,3,4,,3.0,5.0,1.0,,5.0,3.0,4.0,,2,5,1,,,,,
1973,WHA,NYJ,22,16,1.0,,10,26,3.0,,,,,,2,7,2,,5,7,0,,8,6,0,,7.0,6.0,0.0,,4.0,8.0,1.0,,6,6,1,,0,2,0,
1911,NHA,MOC,4,5,0.0,,4,5,0.0,,,,,,,,,,,,,,,,,,5.0,4.0,0.0,,2.0,6.0,0.0,,1,0,0,,,,,
1917,NHL,MTL,8,3,0.0,,5,6,0.0,,,,,,,,,,,,,,3,1,0,,6.0,3.0,0.0,,4.0,4.0,0.0,,0,1,0,,,,,
1973,WHA,WIJ,26,11,2.0,,8,28,3.0,,,,,,4,5,1,,5,8,2,,8,5,1,,7.0,4.0,0.0,,5.0,8.0,1.0,,5,7,0,,0,2,0,
1985,NHL,CAL,23,11,6.0,,17,20,3.0,,,,,,5,5,0,,8,2,3,,4,8,0,,6.0,7.0,2.0,,7.0,3.0,2.0,,7,6,2,,3,0,0,
2011,NHL,OTT,20,17,,4,21,14,,6,,,,,7,5,,0,5,5,,2,7,5,,3,8.0,5.0,,1,7.0,3.0,,2,6,5,,2,1,3,,0
1984,NHL,PHI,32,4,4.0,,21,16,3.0,,,,,,6,2,2,,8,2,2,,7,6,1,,8.0,4.0,1.0,,8.0,3.0,1.0,,13,3,0,,3,0,0,
1973,NHL,MTL,24,12,3.0,,21,12,6.0,,,,,,6,2,1,,7,4,1,,7,2,4,,9.0,3.0,0.0,,8.0,5.0,2.0,,7,6,1,,1,2,0,
1923,PCHA,VAM,8,6,1.0,,5,10,0.0,,,,,,,,,,2,3,0,,4,4,1,,2.0,5.0,0.0,,5.0,4.0,0.0,,,,,,,,,
1957,NHL,MTL,23,8,4.0,,20,9,6.0,,,,,,6,2,2,,7,2,1,,8,4,2,,11.0,3.0,0.0,,6.0,2.0,4.0,,5,4,1,,,,,
1972,NHL,STL,21,11,7.0,,11,23,5.0,,,,,,2,4,3,,4,6,2,,6,8,1,,7.0,3.0,3.0,,7.0,6.0,1.0,,6,6,2,,0,1,0,
2010,NHL,WAS,25,8,,8,23,15,,3,,,,,7,4,,0,10,2,,2,5,6,,3,5.0,3.0,,4,6.0,5.0,,1,12,2,,1,3,1,,0
1917,PCHA,PO1,6,3,0.0,,1,8,0.0,,,,,,,,,,,,,,1,0,0,,2.0,5.0,0.0,,3.0,4.0,0.0,,1,2,0,,,,,
1916,NHA,MOW,3,7,0.0,,2,8,0.0,,,,,,,,,,,,,,0,2,0,,3.0,6.0,0.0,,1.0,7.0,0.0,,1,0,0,,,,,
1979,NHL,NYI,26,9,5.0,,13,19,8.0,,,,,,4,3,2,,2,8,2,,7,4,2,,10.0,4.0,1.0,,6.0,6.0,1.0,,8,3,4,,2,0,1,
1932,NHL,CHI,12,7,5.0,,4,13,7.0,,,,,,,,,,2,4,2,,4,3,3,,6.0,5.0,1.0,,2.0,4.0,4.0,,2,4,2,,,,,
2009,NHL,AND,25,11,,5,14,21,,6,,,,,4,6,,2,6,5,,2,6,6,,3,9.0,6.0,,0,5.0,2.0,,0,7,6,,1,2,1,,3
1992,NHL,WAS,21,15,6.0,,22,19,1.0,,,,,,4,8,0,,7,5,2,,9,3,1,,5.0,5.0,3.0,,7.0,3.0,0.0,,7,6,1,,4,4,0,
2008,NHL,CHI,24,9,,8,22,15,,4,,,,,4,3,,3,6,3,,3,10,1,,1,7.0,6.0,,1,7.0,4.0,,1,6,7,,2,6,0,,1
2006,NHL,DAL,28,11,,2,22,14,,5,,,,,9,2,,0,7,7,,0,9,6,,0,5.0,4.0,,2,8.0,2.0,,1,10,3,,3,2,1,,1
2006,NHL,OTT,25,13,,3,23,12,,6,,,,,5,6,,0,8,6,,1,8,6,,0,9.0,3.0,,1,8.0,1.0,,2,9,2,,4,1,1,,1
1934,NHL,MTL,11,11,2.0,,8,12,4.0,,,,,,,,,,1,4,0,,4,4,3,,5.0,6.0,1.0,,6.0,3.0,1.0,,3,6,1,,,,,
1981,NHL,NYI,33,3,4.0,,21,13,6.0,,,,,,8,1,2,,6,5,2,,7,5,1,,9.0,2.0,1.0,,12.0,1.0,1.0,,11,1,2,,1,1,1,
1938,NHL,BOS,20,2,2.0,,16,8,0.0,,,,,,,,,,5,1,1,,8,4,0,,8.0,2.0,1.0,,9.0,3.0,0.0,,6,0,0,,,,,
2003,NHL,BUF,21,13,4.0,3,16,21,3.0,1,,,,,6,5,0,0,5,6,2,1,4,8,1,0,8.0,6.0,2.0,0,5.0,5.0,1.0,0,9,2,1,3,0,2,0,0
2010,NHL,CHI,24,17,,0,20,12,,9,,,,,7,5,,1,7,6,,1,6,5,,1,6.0,4.0,,1,8.0,3.0,,2,7,4,,2,3,2,,1
1916,PCHA,SEA,11,2,0.0,,5,6,0.0,,,,,,,,,,,,,,5,3,0,,5.0,3.0,0.0,,5.0,2.0,0.0,,1,0,0,,,,,
2005,NHL,DET,27,9,,5,31,7,,3,,,,,11,1,,0,7,5,,2,8,3,,1,8.0,4.0,,2,5.0,1.0,,0,11,1,,3,8,1,,0
1928,NHL,NYA,9,6,7.0,,10,7,5.0,,,,,,,,,,3,0,2,,6,6,1,,4.0,3.0,4.0,,4.0,2.0,4.0,,2,2,1,,,,,
1957,NHL,BOS,15,14,6.0,,12,14,9.0,,,,,,4,5,0,,6,5,2,,3,4,6,,4.0,6.0,3.0,,4.0,6.0,1.0,,6,2,3,,,,,
1956,NHL,BOS,20,9,6.0,,14,15,6.0,,,,,,2,3,3,,11,2,1,,6,5,2,,4.0,6.0,2.0,,6.0,5.0,2.0,,5,3,2,,,,,
1974,WHA,CHC,18,20,1.0,,12,27,0.0,,,,,,1,5,0,,6,8,0,,6,7,0,,5.0,8.0,1.0,,7.0,7.0,0.0,,3,11,0,,2,1,0,
1992,NHL,STL,22,13,7.0,,15,23,4.0,,,,,,5,6,1,,3,6,3,,5,7,1,,9.0,4.0,2.0,,7.0,6.0,1.0,,6,4,1,,2,3,2,
1997,NHL,VAN,15,22,4.0,,10,21,10.0,,,,,,3,8,2,,6,6,1,,2,9,3,,3.0,9.0,2.0,,4.0,1.0,1.0,,4,6,4,,3,4,1,
2007,NHL,CAL,21,11,,9,21,19,,1,,,,,6,3,,3,4,10,,0,9,1,,4,7.0,3.0,,1,7.0,6.0,,1,7,6,,1,2,1,,0
2001,NHL,TBL,16,17,5.0,3,11,23,6.0,1,,,,,4,6,1,0,6,6,0,1,5,6,2,1,4.0,9.0,2.0,0,1.0,3.0,1.0,1,5,5,4,1,2,5,1,0
2007,NHL,CBS,20,14,,7,14,22,,5,,,,,7,3,,1,4,7,,3,7,5,,2,7.0,7.0,,0,5.0,5.0,,3,4,6,,3,0,3,,0
1980,NHL,BOS,26,10,4.0,,11,20,9.0,,,,,,2,7,1,,5,3,5,,6,6,1,,9.0,4.0,1.0,,6.0,4.0,2.0,,8,4,3,,1,2,0,
1957,NHL,NYR,14,15,6.0,,18,10,7.0,,,,,,5,4,1,,6,5,3,,5,6,3,,3.0,6.0,2.0,,7.0,2.0,1.0,,6,2,3,,,,,
1973,NHL,NYI,13,17,9.0,,6,24,9.0,,,,,,1,4,4,,3,5,3,,3,8,4,,6.0,5.0,1.0,,2.0,7.0,3.0,,2,11,3,,2,1,0,
1919,PCHA,SEA,8,3,0.0,,4,7,0.0,,,,,,,,,,,,,,1,1,0,,5.0,3.0,0.0,,3.0,5.0,0.0,,3,1,0,,,,,
1940,NHL,DET,14,5,5.0,,7,11,6.0,,,,,,,,,,4,1,4,,5,5,1,,4.0,5.0,3.0,,4.0,3.0,2.0,,4,2,1,,,,,
1942,NHL,DET,16,4,5.0,,9,10,6.0,,,,,,,,,,6,2,3,,4,4,2,,5.0,3.0,5.0,,7.0,2.0,0.0,,3,3,1,,,,,
1985,NHL,PIT,20,15,5.0,,14,23,3.0,,,,,,3,5,2,,5,7,1,,8,6,1,,7.0,4.0,2.0,,7.0,4.0,1.0,,3,9,1,,1,3,0,
1957,NHL,CHI,15,17,3.0,,9,22,4.0,,,,,,4,4,1,,3,7,3,,3,7,2,,7.0,6.0,0.0,,3.0,8.0,0.0,,4,7,1,,,,,
1959,NHL,CHI,18,11,6.0,,10,18,7.0,,,,,,1,7,1,,3,7,3,,6,4,3,,7.0,6.0,3.0,,7.0,3.0,0.0,,4,2,3,,,,,
1965,NHL,BOS,15,17,3.0,,6,26,3.0,,,,,,0,3,0,,5,5,2,,1,12,1,,5.0,8.0,1.0,,4.0,6.0,2.0,,5,9,0,,1,0,0,
2000,NHL,FLO,12,18,7.0,4,10,20,6.0,5,,,,,1,3,3,3,4,6,1,1,2,10,3,1,5.0,8.0,1.0,2,5.0,5.0,0.0,1,3,4,5,1,2,2,0,0
1949,NHL,NYR,19,12,4.0,,9,19,7.0,,,,,,2,4,2,,3,4,4,,9,3,1,,3.0,8.0,2.0,,7.0,3.0,2.0,,4,9,0,,,,,
1974,NHL,BOS,29,5,6.0,,11,21,8.0,,,,,,3,2,4,,9,4,1,,8,4,1,,6.0,3.0,4.0,,7.0,6.0,1.0,,7,5,2,,0,2,1,
1927,NHL,OTS,13,4,5.0,,7,10,5.0,,,,,,,,,,3,4,0,,4,2,4,,5.0,4.0,1.0,,4.0,1.0,4.0,,4,3,1,,,,,
1928,NHL,MTL,12,4,6.0,,10,3,9.0,,,,,,,,,,2,2,2,,5,3,1,,5.0,1.0,7.0,,5.0,1.0,4.0,,5,0,1,,,,,
1980,NHL,PHI,23,9,8.0,,18,15,7.0,,,,,,7,3,1,,10,2,3,,7,4,1,,6.0,5.0,3.0,,6.0,5.0,2.0,,5,4,4,,0,1,1,
1929,NHL,DTC,9,10,3.0,,5,14,3.0,,,,,,,,,,1,5,1,,5,5,0,,5.0,4.0,2.0,,2.0,6.0,2.0,,1,4,1,,,,,
1953,NHL,MTL,27,5,3.0,,8,19,8.0,,,,,,8,3,0,,6,6,2,,7,3,2,,5.0,6.0,1.0,,5.0,4.0,3.0,,4,2,3,,,,,
1909,NHA,LES,2,4,0.0,,0,6,0.0,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,,1.0,5.0,0.0,,1,2,0,,,,,
2006,NHL,AND,26,6,,9,22,14,,5,,,,,9,0,,3,10,2,,3,9,5,,0,4.0,5.0,,2,5.0,5.0,,2,10,3,,2,1,0,,2
2003,NHL,MIN,19,13,7.0,2,11,16,13.0,1,,,,,4,6,1,0,4,6,3,0,6,2,6,0,3.0,6.0,5.0,2,4.0,5.0,2.0,0,7,4,3,1,2,0,0,0
1979,NHL,NYR,22,10,8.0,,16,22,2.0,,,,,,4,4,1,,5,9,1,,8,2,3,,6.0,5.0,4.0,,6.0,5.0,0.0,,8,5,1,,1,2,0,
1971,NHL,PIT,18,15,6.0,,8,23,8.0,,,,,,5,5,2,,3,9,0,,3,7,4,,1.0,8.0,3.0,,7.0,6.0,0.0,,6,3,4,,1,0,1,
1975,NHL,TOR,23,12,5.0,,11,19,10.0,,,,,,5,4,1,,4,3,6,,5,6,1,,7.0,6.0,2.0,,7.0,6.0,1.0,,6,4,4,,0,2,0,
2000,NHL,NYI,12,27,1.0,1,9,24,6.0,2,,,,,4,3,2,0,3,9,0,2,4,8,2,0,3.0,10.0,1.0,0,3.0,8.0,0.0,1,3,10,2,0,1,3,0,0
1929,NHL,MTL,13,5,4.0,,8,9,5.0,,,,,,,,,,4,1,2,,4,4,2,,5.0,5.0,0.0,,5.0,2.0,3.0,,3,2,2,,,,,
1928,NHL,DTC,11,6,5.0,,8,10,4.0,,,,,,,,,,2,1,2,,5,5,2,,5.0,4.0,1.0,,5.0,3.0,3.0,,2,3,1,,,,,
1982,NHL,STL,16,16,8.0,,9,24,7.0,,,,,,5,7,0,,4,7,3,,5,8,1,,2.0,5.0,6.0,,3.0,6.0,3.0,,5,6,2,,1,1,0,
2000,NHL,PHI,26,11,4.0,0,17,14,7.0,3,,,,,3,5,3,0,8,5,1,0,6,4,3,0,9.0,2.0,2.0,1,7.0,3.0,1.0,1,8,5,1,0,2,1,0,1
1987,NHL,TOR,14,20,6.0,,7,29,4.0,,,,,,6,4,0,,4,7,2,,4,8,2,,1.0,9.0,5.0,,4.0,8.0,1.0,,1,12,0,,1,1,0,
1969,NHL,CHI,26,7,5.0,,19,15,4.0,,,,,,1,6,1,,9,1,2,,5,6,2,,8.0,4.0,1.0,,9.0,3.0,1.0,,11,1,2,,2,1,0,
1996,NHL,BOS,14,20,7.0,,12,27,2.0,,,,,,4,4,2,,5,6,2,,4,7,2,,5.0,8.0,0.0,,3.0,8.0,2.0,,3,10,1,,2,4,0,
1993,NHL,BOS,20,14,8.0,,22,15,5.0,,,,,,4,3,4,,8,3,2,,5,6,1,,8.0,4.0,2.0,,8.0,3.0,2.0,,6,6,2,,3,4,0,
2000,NHL,TBL,17,19,3.0,2,7,28,3.0,3,,,,,2,6,1,1,6,5,1,1,4,7,3,0,2.0,12.0,0.0,1,2.0,8.0,1.0,0,8,6,0,1,0,3,0,1
1994,NHL,QUE,19,1,4.0,,11,12,1.0,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,8.0,4.0,2.0,,10,4,1,,6,5,2,
1939,NHL,CHI,15,7,2.0,,8,12,4.0,,,,,,,,,,4,4,0,,3,7,1,,5.0,4.0,2.0,,7.0,2.0,3.0,,4,2,0,,,,,
1993,NHL,NYI,23,15,4.0,,13,21,8.0,,,,,,3,7,1,,6,6,1,,6,4,1,,2.0,8.0,2.0,,9.0,4.0,1.0,,5,6,4,,5,1,2,
1921,PCHA,VML,9,3,0.0,,3,9,0.0,,,,,,,,,,,,,,4,4,0,,5.0,4.0,0.0,,3.0,4.0,0.0,,,,,,,,,
1980,NHL,EDM,17,13,10.0,,12,22,6.0,,,,,,2,4,3,,4,8,2,,2,9,1,,8.0,4.0,2.0,,5.0,7.0,2.0,,6,3,5,,2,0,1,
1991,NHL,PHI,22,11,7.0,,10,26,4.0,,,,,,4,5,1,,4,8,1,,4,4,5,,4.0,7.0,2.0,,7.0,5.0,2.0,,8,6,0,,1,2,0,
1983,NHL,STL,23,14,3.0,,9,27,4.0,,,,,,6,5,0,,3,7,3,,7,7,1,,5.0,8.0,1.0,,4.0,8.0,2.0,,7,6,0,,,,,
1980,NHL,BUF,21,7,12.0,,18,13,9.0,,,,,,5,2,2,,8,4,3,,5,3,4,,6.0,1.0,7.0,,6.0,3.0,3.0,,8,6,1,,1,1,1,
1963,NHL,NYR,14,13,8.0,,8,25,2.0,,,,,,4,5,0,,2,8,2,,2,7,4,,9.0,3.0,1.0,,3.0,9.0,1.0,,2,6,2,,,,,
1996,NHL,MTL,17,17,7.0,,14,19,8.0,,,,,,4,5,2,,6,7,2,,3,6,3,,6.0,7.0,1.0,,4.0,5.0,3.0,,5,4,3,,3,2,1,
2000,NHL,CAL,12,18,9.0,2,15,18,6.0,2,,,,,3,8,1,0,3,4,4,4,7,3,2,0,4.0,6.0,2.0,0,5.0,4.0,2.0,0,4,9,3,0,1,2,1,0
1919,NHL,OTS,11,1,0.0,,8,4,0.0,,,,,,,,,,,,,,2,0,0,,7.0,3.0,0.0,,7.0,1.0,0.0,,3,1,0,,,,,
1978,NHL,ATF,25,11,4.0,,16,20,4.0,,,,,,8,0,2,,7,7,0,,5,9,1,,8.0,4.0,1.0,,6.0,2.0,2.0,,5,7,1,,2,2,1,
2002,NHL,PIT,15,22,2.0,2,12,22,4.0,3,,,,,6,2,2,0,5,4,1,3,4,9,0,2,6.0,7.0,1.0,0,4.0,8.0,0.0,0,1,13,2,0,1,1,0,0
1946,NHL,BOS,18,7,5.0,,8,16,6.0,,,,,,1,0,4,,5,4,1,,3,6,3,,7.0,6.0,0.0,,2.0,6.0,2.0,,8,1,1,,,,,
1939,NHL,MTL,5,14,5.0,,5,19,0.0,,,,,,,,,,4,2,2,,3,8,0,,1.0,10.0,1.0,,1.0,8.0,1.0,,1,5,1,,,,,
1985,NHL,NYI,22,11,7.0,,17,18,5.0,,,,,,4,3,1,,6,5,4,,5,5,4,,8.0,4.0,1.0,,7.0,5.0,0.0,,7,5,2,,2,2,0,
1967,NHL,OAK,12,16,9.0,,3,26,8.0,,,,,,2,5,2,,3,8,3,,2,10,1,,3.0,6.0,4.0,,5.0,5.0,2.0,,0,8,5,,,,,
1922,WCHL,REG,11,5,0.0,,5,9,0.0,,,,,,,,,,,,,,3,4,0,,7.0,3.0,0.0,,3.0,6.0,0.0,,3,1,0,,,,,
1981,NHL,BUF,23,8,9.0,,16,18,6.0,,,,,,5,3,3,,7,2,4,,8,5,1,,9.0,4.0,1.0,,4.0,5.0,3.0,,5,6,3,,1,1,0,
1929,NHL,NYR,11,5,6.0,,6,12,4.0,,,,,,,,,,4,2,1,,5,4,1,,6.0,5.0,0.0,,1.0,4.0,4.0,,1,2,4,,,,,
1974,NHL,PHI,32,6,2.0,,19,12,9.0,,,,,,6,3,1,,8,3,2,,10,1,2,,7.0,3.0,2.0,,5.0,7.0,2.0,,13,1,1,,2,0,1,
1965,NHL,TOR,22,9,4.0,,12,16,7.0,,,,,,2,2,0,,5,6,2,,7,2,3,,6.0,6.0,0.0,,5.0,4.0,3.0,,9,5,1,,0,0,2,
2011,NHL,MTL,16,15,,10,15,20,,6,,,,,4,5,,2,6,6,,2,4,7,,3,5.0,4.0,,2,5.0,8.0,,1,5,5,,5,2,0,,1
2010,NHL,NYI,17,18,,6,13,21,,7,,,,,4,5,,2,1,7,,3,6,7,,1,4.0,8.0,,1,8.0,5.0,,1,7,4,,4,0,3,,1
1924,NHL,HAM,12,3,0.0,,7,7,1.0,,,,,,,,,,1,0,0,,6,1,1,,7.0,3.0,0.0,,4.0,4.0,0.0,,1,2,0,,,,,
1977,NHL,NYI,29,3,8.0,,19,14,7.0,,,,,,4,2,3,,7,4,4,,9,3,1,,9.0,2.0,0.0,,9.0,2.0,3.0,,6,4,3,,4,0,1,
1926,NHL,PIP,8,12,2.0,,7,14,1.0,,,,,,,,,,3,2,0,,1,6,1,,7.0,5.0,0.0,,1.0,5.0,2.0,,3,8,0,,,,,
1943,NHL,TOR,13,11,1.0,,10,12,3.0,,,,,,2,0,0,,3,6,2,,6,4,0,,5.0,6.0,1.0,,4.0,4.0,1.0,,3,3,0,,,,,
1968,NHL,STL,21,8,9.0,,16,17,5.0,,,,,,4,4,0,,7,2,5,,4,4,4,,9.0,4.0,2.0,,9.0,4.0,1.0,,4,7,2,,,,,
