name,id,award,year,lgid,note
Эмиль Фрэнсис,francem01,Патрик,1981,NHL,
Тони Росси,,Патрик,2010,NHL,
Джон Майасич,,Патрик,1997,NHL,
Кунни Виланд,weilaco01,Патрик,1971,NHL,
Тед Линдси,lindste01,Патрик,2007,NHL,
Питер Карманос,,Патрик,1997,NHL,
Марк Джонсон,johnsma02,Патрик,2010,NHL,
Мэтью Мёрдох,murdomu01,Патрик,1973,NHL,
Ред Дэттун,duttore01,Патрик,1992,NHL,
Род Гилберт,gilbero01,Патрик,1990,NHL,
Горди Хоу,howego01,Патрик,1966,NHL,
Аль Арбор,arboual01,Патрик,1991,NHL,
Гил Штайн,,Патрик,1992,NHL,
Кейт Аллен,allenke01,Патрик,1987,NHL,
Эд Джеремия,jeremed01,Патрик,1968,NHL,похоронный
Кленс Фриман-младший,campbcl01h,Патрик,1971,NHL,
Крейг Патрик,patricr01,Патрик,1999,NHL,
Уолтер Буш,bushwa01h,Патрик,1972,NHL,
Лэрри Пלו,pleaula01,Патрик,2001,NHL,
Брюс Норрис,norribr01h,Патрик,1975,NHL,
Майк Илич,ilitcmi01h,Патрик,1990,NHL,
Боб Флеминг,,Патрик,1994,NHL,
Джек Паркер,,Патрик,2009,NHL,
Джон МакИннес,,Патрик,1985,NHL,
Джон Килпатрик,kilpajo01h,Патрик,1967,NHL,похоронный
Джек Райли,rileyja01,Патрик,1985,NHL,
Гарри Синден,sindeha01c,Патрик,1998,NHL,
Гленсонмор,sonmogl01,Патрик,2005,NHL,
Джо Муллен,mullejo01,Патрик,1994,NHL,
Кен Морроу,morroke01,Патрик,1995,NHL,
Брайан Муллен,mullebr01,Патрик,1994,NHL,
Джордж Гунд,,Патрик,1995,NHL,
Джεφ Сауэр,,Патрик,2010,NHL,
Чарльз Л. Кроват,,Патрик,1973,NHL,похоронный
Брайан Бёрк,,Патрик,2007,NHL,
Мильт Шмидт,schmimi01,Патрик,1995,NHL,
Стив Язерман,yzermst01,Патрик,2005,NHL,
Арт Росс,rossar01,Патрик,1983,NHL,похоронный
Марсель Дионне,dionnma01,Патрик,2005,NHL,
Джеймс Норрис,norrija02h,Патрик,1966,NHL,похоронный
Дэвид Поил,,Патрик,2000,NHL,
Джон Мариуччи,mariujo01,Патрик,1976,NHL,
Фред Шеро,sherofr01,Патрик,1979,NHL,
Хоби Бейкер,bakerho01h,Патрик,1986,NHL,похоронный
Джон Зиглер,ziegljo01h,Патрик,1983,NHL,
Лен Сигларки,,Патрик,1989,NHL,
Вэйн Грецки,gretzwa01,Патрик,1993,NHL,
Джон Буйк,bucykjo01,Патрик,1976,NHL,
Марк Мессье,messima01,Патрик,2008,NHL,
Чарльз М. Шульц,,Патрик,1980,NHL,
Джон А. «Снукс» Келли,,Патрик,1971,NHL,
Билл Клири,,Патрик,1996,NHL,
Макс Макнаб,mcnabma01,Патрик,1997,NHL,
Рид Ларсон,larsore01,Патрик,2005,NHL,
Скотти Боумен,bowmasc01c,Патрик,2000,NHL,
Артур Вертс,wirtzar01h,Патрик,1984,NHL,
Джон Б. Солленбергер,,Патрик,1970,NHL,похоронный
Майк Эмерик,,Патрик,2003,NHL,
Билл Торрей,torrebi01h,Патрик,1982,NHL,
Франк Маттерс,mathefr01,Патрик,1986,NHL,
Уильям Дженнингс,jenniwi01h,Патрик,1970,NHL,
1960 года Олимпийская сборная США по хоккею с шайбой,,Патрик,2001,NHL,
Нил Бротен,brotene01,Патрик,1997,NHL,
Джим Хендри,hendyji01h,Патрик,1969,NHL,похоронный
Джон Холлиган,,Патрик,2006,NHL,
Вильям Виртс,wirtzwi01h,Патрик,1977,NHL,
Жери Йорк,,Патрик,2009,NHL,
Томми Иван,ivanto01c,Патрик,1974,NHL,
Гэри Бэттман,,Патрик,2000,NHL,
Лу Ламорье,lamorlo01c,Патрик,1991,NHL,
Кэм Нили,neelyca01,Патрик,2009,NHL,
Билл Чадвик,chadwbi01h,Патрик,1974,NHL,
Эд Снидер,snideed01h,Патрик,1979,NHL,
Лу Нэнне,nannelo01,Патрик,1988,NHL,
