charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
57,8520,499,4,1999-07-30 10:43:38,2612.0,8520,
58,3529,476,4,10.09.1999 10:43,1466.0,13529,
59,5711,493,3,1999-08-05 10:43:38,3205.0,5711,
60,9933,473,4,13.09.1999 10:43,2546.0,29933,
61,8662,492,7,17 августа 1999 года в 10:43 утра,2798.0,18662,
62,3003,493,10,1999-07-21 10:43:38,3848.0,3003,
63,8675,109,3,1999-08-05 10:43:38,3279.0,8675,
64,9842,233,2,16 июня 1999 года в 10:43 утра,605.0,9842,
65,6224,441,4,12.09.1999 10:43,4634.0,16224,
70,7965,496,10,21.08.1999 10:43,3326.0,17965,
73,8158,412,10,1999-10-04 10:43:38,1857.0,28158,
76,8667,467,2,17.09.1999 10:43,2027.0,28667,
84,9764,494,10,16 июля 1999 г.,3559.0,9764,
98,9439,490,10,10 августа 1999 года в 10:43:38,2656.0,9439,
99,8046,469,10,1999-07-22 10:43:38,4192.0,8046,
103,5335,448,2,1999-08-23 10:43:38,2902.0,15335,
113,5137,499,2,1999-10-01 10:43:38,1331.0,25137,
121,9713,328,10,20.06.1999 10:43:38,4965.0,9713,
127,9680,500,2,1999-08-23 10:43:38,2505.0,19680,
524301,3245,499,2,30.09.1999 10:45,3825.0,23245,
524309,8728,499,10,1999-09-21 10:45:29,2173.0,28728,
524315,1660,386,10,1999-09-05 10:45:29,573.0,11660,
524316,5813,496,10,"17 июля 1999 года, 10:45",1301.0,5813,
524333,7888,498,10,24.06.1999 10:45,1654.0,7888,
524334,7733,493,2,2 июля 1999 года в 10:45 утра,1177.0,7733,
524348,9905,493,10,18 августа 1999 г. в 10:45 утра,3297.0,19905,
524361,4812,452,10,1999-09-21 10:45:29,1363.0,24812,
524363,9368,314,10,1999-09-28 10:45:29,2308.0,29368,
524364,9728,411,10,13.07.1999 10:45,2339.0,9728,
524368,6390,495,10,24.09.1999 10:45,920.0,26390,
524369,6642,436,10,22.08.1999 10:45,2323.0,16642,
524373,8607,500,2,1999-07-07 10:45:29,1171.0,8607,
524375,9503,496,2,19.08.1999 10:45:29,4605.0,19503,
524382,1736,485,2,1999-07-01 10:45:29,1102.0,1736,
524390,9762,427,10,15.07.1999 10:45,2196.0,9762,
524395,5740,333,10,13.10.1999 10:45,3796.0,0,
524396,8081,450,10,1999-08-27 10:45:29,4403.0,18081,
524410,7973,396,10,13.09.1999 10:45,1069.0,27973,
655438,7336,454,2,1999-08-02 10:47:53,1616.0,7336,
655489,9219,434,2,1999-10-07 10:47:53,2432.0,29219,
655490,8701,492,2,1999-08-29 10:47:53,60.0,18701,
786457,6786,412,2,22.08.1999 10:50,2104.0,16786,
786517,8371,496,2,1999-08-24 10:50:17,1401.0,18371,
786563,9497,347,2,1999-08-01 10:50:17,244.0,9497,
917521,7805,499,2,15 августа 1999 года в 10:44 утра,1964.0,17805,
917577,3429,500,2,31.07.1999 10:44,605.0,3429,
917592,9643,355,2,1999-08-01 10:44:56,794.0,9643,
917602,8119,454,2,"18 июля 1999 года, 10:44 утра",1372.0,8119,
917626,6804,495,2,1999-09-29 10:44:56,1486.0,26804,
917632,9999,500,2,1999-10-08 10:44:56,4015.0,29999,
1048589,4138,497,10,14.09.1999 10:47,3594.0,24138,
1048596,9974,484,10,1999-09-22 10:47:22,4561.0,29974,
1048600,7936,349,2,"25 июля 1999 года, воскресенье, 10:47 утра",3393.0,7936,
1048601,9616,485,10,1999-08-02 10:47:22,170.0,9616,
1048602,8163,434,2,16.06.1999 10:47,3598.0,8163,
1048611,8254,348,2,12.09.1999 10:47,4303.0,18254,
1048616,3327,499,10,1999-09-29 10:47:22,3067.0,23327,
1048624,7247,465,10,24.07.1999 10:47,216.0,7247,
1048629,9019,500,10,1999-07-03 10:47:22,2091.0,9019,
1048632,3023,491,10,13.07.1999 10:47,1002.0,3023,
1048638,3224,499,10,1999-08-05 10:47:22,2935.0,3224,
1048641,9078,435,10,1999-08-08 10:47:22,3569.0,9078,
1048643,8089,459,10,14.07.1999 10:47,3892.0,8089,
1048645,8599,492,2,11.09.1999 10:47:22,866.0,18599,
1048652,9570,393,2,1999-08-23 10:47:22,1795.0,19570,
1048664,7913,460,10,11.10.1999 г. в 10:47,1963.0,27913,
1048680,5619,376,2,10 сентября 1999 года в 10:47 утра,146.0,15619,
1048685,9526,409,2,1 сентября 1999 года в 10:47 утра,1930.0,19526,
1048699,9423,448,10,18.07.1999 10:47,3881.0,9423,
1048720,9859,500,2,1999-06-22 10:47:22,3124.0,9859,
1179650,7401,496,2,12.07.1999 10:49,3801.0,7401,
1179667,6559,500,2,15.08.1999 10:49,3036.0,16559,
1179683,9737,339,2,1999-08-26 10:49:45,4220.0,19737,
1179714,5308,496,2,"21 июня 1999 года, 10:49",1112.0,5308,
1179747,8124,500,2,1999-07-24 10:49:45,3498.0,8124,
1179757,2570,434,2,14.08.1999 10:49,1073.0,12570,
1179794,6668,493,2,06.07.1999 10:49,3216.0,6668,
1310723,7469,466,2,16.06.1999 10:44,1771.0,7469,
1310748,8491,393,2,26.06.1999 10:44,1450.0,8491,
1310799,9813,404,2,1999-09-03 10:44:25,4981.0,19813,
1310838,6689,482,2,10.09.1999 10:44,366.0,16689,
1310842,9533,496,2,26.09.1999 10:44:25,4531.0,29533,
1310852,4033,445,2,08.07.1999 10:44,1328.0,4033,
1441798,8291,302,2,1999-08-30 10:46:50,2532.0,18291,
1441830,8888,496,2,1999-08-21 10:46:50,4836.0,18888,
1441851,6957,485,2,"15.09.1999, 10:46",3127.0,26957,
1441873,7892,500,2,1999-06-17 10:46:50,3239.0,7892,
1441890,9468,447,2,1999-08-29 10:46:50,3634.0,19468,
1441927,2883,499,2,1999-10-07 10:46:51,748.0,22883,
1441935,8691,496,2,16.VI.1999 10:46,4097.0,8691,
1572874,9903,487,10,10.10.1999 10:49,3467.0,29903,
1572876,9023,382,10,1999-10-04 10:49:14,3505.0,29023,
1572880,7766,493,2,04.07.1999 10:49,2278.0,7766,
1572883,4840,475,10,1999-08-03 10:49:14,4589.0,4840,
1572884,7045,311,10,1999-07-21 10:49:14,105.0,7045,
1572893,4239,448,10,1999-06-23 10:49:14,1714.0,4239,
1572900,8749,485,10,1999-06-20 10:49:14,3225.0,8749,
1572901,8998,499,10,13.07.1999 10:49,4175.0,8998,
1572909,7235,431,2,1999-07-22 10:49:14,2937.0,7235,
1572937,3472,500,2,04.07.1999 10:49,754.0,3472,
1572940,9354,500,2,1999-08-08 10:49:14,4770.0,9354,
1572945,9209,457,10,"17 июля 1999 года, 10:49 утра",1734.0,9209,
1572953,9695,318,10,1999-07-21 10:49:14,4380.0,9695,
1572956,7579,461,10,1999-08-27 10:49:14,1527.0,17579,
1572957,8939,366,10,16.07.1999 10:49,3343.0,8939,
1572963,8161,457,10,1999-06-24 10:49:14,1460.0,8161,
1572965,7946,500,10,1999-10-07 10:49:14,1475.0,27946,
1572970,9725,329,10,1999-06-21 10:49:14,2135.0,9725,
1572972,1841,470,10,"18 июня 1999 г., 10:49",3517.0,1841,
1572986,7665,485,10,17.09.1999 10:49,116.0,27665,
1703962,9321,380,2,1999-08-02 10:43:55,3842.0,9321,
1703977,6106,500,2,"5 сентября 1999 года, воскресенье, 10:43 утра",4153.0,16106,
1704004,2454,337,2,14.09.1999 10:43,5000.0,22454,
1704054,7964,431,2,1999-08-25 10:43:56,820.0,17964,
1704075,7860,500,2,1999-06-23 10:43:56,3648.0,7860,
1835039,6494,380,2,18.09.1999 10:46,1327.0,26494,
1835047,8722,496,2,1999-06-26 10:46:19,605.0,8722,
1835058,8710,499,2,12.07.1999 10:46,1519.0,8710,
1835066,3253,482,2,17.07.1999 10:46,1242.0,3253,
1835111,5791,500,2,1999-07-27 10:46:19,493.0,5791,
1835122,6840,500,2,19.09.1999 10:46:19,3284.0,26840,
1835140,9860,492,2,1999-08-06 10:46:19,523.0,9860,
1835146,1640,499,2,"17.06.1999 г., 10:46",4553.0,1640,
1966114,7308,500,2,"11.10.1999 г., 10:48",369.0,27308,
1966116,9352,492,2,09.07.1999 10:48,3832.0,9352,
1966120,8608,495,2,13.09.1999 10:48,4565.0,28608,
1966169,7765,500,2,1999-06-24 10:48:42,394.0,7765,
