yearid,teamid,lgid,playerid,g_all,g_batting,g_defense,g_p,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr
1973,NYA,AL,alouma01,123,,123,123,0,0,40,0,0,0,0,0,85,85,,
1970,CIN,NL,woodwwo01,100,,100,100,0,0,2,10,20,77,0,0,0,0,,
2003,ARI,NL,katama01,78,68.0,78,75,0,0,0,52,23,6,0,0,0,0,0.0,4.0
1936,PIT,NL,hoytwa01,22,,22,22,22,0,0,0,0,0,0,0,0,0,,
1992,BOS,AL,ryanke01,7,0.0,0,7,7,0,0,0,0,0,0,0,0,0,0.0,0.0
1982,NYA,AL,righeda01,33,0.0,0,33,33,0,0,0,0,0,0,0,0,0,0.0,0.0
1929,WS1,AL,saviddo01,3,,3,3,3,0,0,0,0,0,0,0,0,0,,
2005,CLE,AL,belliro01,145,139.0,145,141,0,0,0,141,0,0,0,0,0,0,0.0,5.0
1927,DET,AL,bassljo01,81,,81,81,0,67,0,0,0,0,0,0,0,0,,
1929,CHA,AL,byrneje01,3,,3,3,3,0,0,0,0,0,0,0,0,0,,
1942,BSN,NL,earleto01,27,,27,27,27,0,0,0,0,0,0,0,0,0,,
1911,BRO,NL,burksa01,13,,13,13,13,0,0,0,0,0,0,0,0,0,,
1988,KCA,AL,blackbu02,17,0.0,0,17,17,0,0,0,0,0,0,0,0,0,0.0,0.0
1884,WSU,UA,ryanjo03,7,,7,7,0,0,0,0,1,0,2,3,2,7,,
1884,KCU,UA,fishech02,10,,10,10,0,0,0,0,9,1,0,0,0,0,,
1971,BAL,AL,etchean01,70,,70,70,0,70,0,0,0,0,0,0,0,0,,
1995,CAL,AL,harkemi01,12,0.0,0,12,12,0,0,0,0,0,0,0,0,0,0.0,0.0
1995,COL,NL,batesja01,116,77.0,116,110,0,0,0,82,15,20,0,0,0,0,0.0,9.0
1938,PHA,AL,johnsbo01,152,,152,152,0,0,0,3,1,0,29,122,0,150,,
1909,CIN,NL,campbbi01,30,,30,30,30,0,0,0,0,0,0,0,0,0,,
1901,NY1,NL,mageebi01,6,,6,6,6,0,0,0,0,0,0,0,0,0,,
1906,SLN,NL,adamsba01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1999,NYA,AL,mantoje01,6,1.0,6,4,0,0,3,0,1,0,0,0,0,0,0.0,3.0
1978,CHN,NL,sembemi01,9,0.0,9,7,0,0,0,0,7,1,0,0,0,0,0.0,1.0
1934,PHA,AL,mcnaier01,151,,151,151,0,0,0,0,0,151,0,0,0,0,,
1872,NY2,,eggleda01,56,,56,56,0,0,0,0,0,0,1,55,0,56,,
1956,BAL,AL,consusa01,4,,4,4,4,0,0,0,0,0,0,0,0,0,,
1998,PHI,NL,amaroru02,92,6.0,92,51,0,0,0,0,0,0,43,3,6,51,0.0,56.0
1941,BOS,AL,newsosk01,93,,93,93,0,0,0,23,0,69,0,0,0,0,,
1993,ATL,NL,carabra01,6,0.0,6,5,0,0,0,5,0,0,0,0,0,0,0.0,0.0
2009,LAA,AL,fuentbr01,65,0.0,7,65,65,0,0,0,0,0,0,0,0,0,0.0,0.0
1983,PHI,NL,hollaal01,68,0.0,68,68,68,0,0,0,0,0,0,0,0,0,0.0,0.0
1946,CIN,NL,corbicl01,82,,82,82,0,0,0,0,0,77,0,0,0,0,,
1998,NYN,NL,harrile01,75,36.0,75,72,0,0,1,2,10,0,21,1,53,65,0.0,16.0
1882,BFN,NL,forceda01,73,,73,73,0,0,0,1,11,61,0,0,0,0,,
1996,OAK,AL,giambja01,140,136.0,140,127,0,0,45,0,39,0,44,0,1,45,12.0,4.0
1990,BAL,AL,hornsa01,79,68.0,79,10,0,0,10,0,0,0,0,0,0,0,59.0,10.0
1987,NYA,AL,ceronri01,113,86.0,113,113,2,111,2,0,0,0,0,0,0,0,0.0,6.0
2004,NYN,NL,baldwja01,2,2.0,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0
2004,NYN,NL,diazvi01,15,12.0,15,14,0,0,0,0,0,0,0,0,14,14,0.0,2.0
1988,SEA,AL,campbmi01,20,0.0,0,20,20,0,0,0,0,0,0,0,0,0,0.0,0.0
1945,CIN,NL,lukoned01,2,,2,2,0,0,0,0,0,0,0,2,0,2,,
1908,CHN,NL,haydeja01,11,,11,11,0,0,0,0,0,0,0,0,11,11,,
1931,NY1,NL,morrebi01,20,,20,20,20,0,0,0,0,0,0,0,0,0,,
1962,NYN,NL,cannich01,59,,59,59,0,56,0,0,0,0,0,0,1,1,,
1884,PHI,NL,mortosp01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,
2002,NYA,AL,widgech01,21,18.0,21,21,0,21,0,0,0,0,0,0,0,0,0.0,0.0
1979,ML4,AL,lezcasi01,138,136.0,138,135,0,0,0,0,0,0,1,0,134,135,1.0,2.0
1931,PHA,AL,millebi02,137,,137,137,0,0,0,0,0,0,0,0,137,137,,
1990,BAL,AL,anderbr01,89,60.0,89,63,0,0,0,0,0,0,44,21,1,63,5.0,20.0
1996,BOS,AL,hoseydw01,28,19.0,28,26,0,0,0,0,0,0,7,20,0,26,0.0,3.0
1918,DET,AL,kavanma01,13,,13,13,0,0,12,0,0,0,0,0,0,0,,
1990,CLE,AL,wickake01,10,0.0,0,10,10,0,0,0,0,0,0,0,0,0,0.0,0.0
1974,SLN,NL,smithre06,143,133.0,143,133,0,0,1,0,0,0,0,0,132,132,0.0,10.0
1933,SLN,NL,moorege03,11,,11,11,0,0,0,0,0,0,0,10,0,10,,
1981,TOR,AL,barlomi01,12,0.0,0,12,12,0,0,0,0,0,0,0,0,0,0.0,0.0
1962,SLN,NL,clemedo01,48,,48,48,0,0,0,0,0,0,7,1,27,34,,
2003,CIN,NL,guilljo01,91,72.0,91,78,0,0,0,0,0,0,22,1,63,78,0.0,18.0
1992,MIN,AL,parksde01,7,2.0,7,7,0,7,0,0,0,0,0,0,0,0,0.0,0.0
2005,CIN,NL,jimenda01,35,23.0,35,27,0,0,0,27,0,0,0,0,0,0,0.0,9.0
1942,WS1,AL,sundrst01,6,,6,6,6,0,0,0,0,0,0,0,0,0,,
2007,SEA,AL,davisja02,16,0.0,5,16,16,0,0,0,0,0,0,0,0,0,0.0,0.0
1980,TOR,AL,aingeda01,38,32.0,38,32,0,0,0,1,3,0,6,22,1,29,2.0,3.0
1993,OAK,AL,sierrru01,158,156.0,158,133,0,0,0,0,0,0,0,0,133,133,25.0,2.0
1970,CAL,AL,tatumke01,62,,62,62,62,0,0,0,0,0,0,0,0,0,,
2012,SLN,NL,westbja01,30,28.0,29,28,28,0,0,0,0,0,0,0,0,0,0.0,0.0
1921,PHI,NL,willicy01,146,,146,146,0,0,0,0,0,0,0,146,0,146,,
1963,ML1,NL,lemasde01,46,,46,46,46,0,0,0,0,0,0,0,0,0,,
1932,CLE,AL,winegra01,7,,7,7,5,0,0,0,0,0,0,0,0,0,,
1966,CHN,NL,herrnjo01,9,,9,9,0,0,4,0,0,0,1,0,0,1,,
1942,BOS,AL,brownma01,34,,34,34,34,0,0,0,0,0,0,0,0,0,,
1941,CHN,NL,eavesva01,12,,12,12,12,0,0,0,0,0,0,0,0,0,,
1885,DTN,NL,mooreje01,6,,6,6,0,6,0,0,0,0,0,0,0,0,,
2010,COL,NL,delcama01,9,0.0,9,9,9,0,0,0,0,0,0,0,0,0,0.0,0.0
1983,LAN,NL,maldoca01,42,14.0,42,33,0,0,0,0,0,0,12,3,19,33,0.0,10.0
1975,NYA,AL,whitfte01,28,21.0,28,25,0,0,0,0,0,0,2,0,23,25,1.0,2.0
1993,CLE,AL,plunker01,70,0.0,0,70,70,0,0,0,0,0,0,0,0,0,0.0,0.0
1914,PIT,NL,kantler01,21,,21,21,21,0,0,0,0,0,0,0,0,0,,
1996,CHA,AL,tartada01,132,128.0,132,122,0,0,0,0,0,0,0,0,122,122,7.0,4.0
1931,DET,AL,quellge01,13,,13,13,0,0,0,0,0,0,13,0,0,13,,
2012,SLN,NL,hollima01,157,154.0,157,152,0,0,0,0,0,0,152,0,0,152,2.0,3.0
2003,CLE,AL,magruch01,9,7.0,9,8,0,0,0,0,0,0,5,0,3,8,0.0,1.0
1982,ML4,AL,howelro02,98,83.0,98,6,0,0,4,0,0,0,0,0,2,2,81.0,12.0
1930,CHN,NL,kellyge01,39,,39,39,0,0,39,0,0,0,0,0,0,0,,
1974,KCA,AL,schaapa01,12,12.0,12,12,0,0,0,0,12,0,0,0,0,0,0.0,0.0
1963,PHI,NL,oldisbo01,47,,47,47,0,43,0,0,0,0,0,0,0,0,,
1997,SEA,AL,holzema01,14,0.0,0,14,14,0,0,0,0,0,0,0,0,0,0.0,0.0
1921,PIT,NL,hamilea01,35,,35,35,35,0,0,0,0,0,0,0,0,0,,
1993,BAL,AL,pooleji02,55,0.0,1,55,55,0,0,0,0,0,0,0,0,0,0.0,0.0
1946,CHN,NL,adamsre01,8,,8,8,8,0,0,0,0,0,0,0,0,0,,
1985,SLN,NL,pendlte01,149,145.0,149,149,0,0,0,0,149,0,0,0,0,0,0.0,3.0
1921,SLN,NL,pfeffje01,18,,18,18,18,0,0,0,0,0,0,0,0,0,,
1980,SEA,AL,pacioto01,126,101.0,126,93,0,0,37,0,0,0,19,1,41,60,21.0,14.0
2005,LAA,AL,byrdpa01,31,2.0,2,31,31,0,0,0,0,0,0,0,0,0,0.0,0.0
1954,CIN,NL,baczefr01,29,,29,29,29,0,0,0,0,0,0,0,0,0,,
2004,SDN,NL,hoffmtr01,55,0.0,53,55,55,0,0,0,0,0,0,0,0,0,0.0,0.0
1986,OAK,AL,plunker01,26,0.0,0,26,26,0,0,0,0,0,0,0,0,0,0.0,0.0
1887,BL2,AA,burnsoy01,140,,140,140,3,0,0,1,42,98,0,0,0,0,,
1973,CHN,NL,willibi01,156,,156,156,0,0,19,0,0,0,138,0,0,138,,
1936,WS1,AL,bokinjo01,5,,5,5,5,0,0,0,0,0,0,0,0,0,,
1967,HOU,NL,asprobo01,137,,137,137,0,0,0,0,133,0,0,0,0,0,,
1938,CLE,AL,milnaal01,24,,24,24,23,0,0,0,0,0,0,0,0,0,,
1978,LAN,NL,hannage01,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0
1988,KCA,AL,powerte01,22,0.0,0,22,22,0,0,0,0,0,0,0,0,0,0.0,0.0
1970,CHN,NL,pizarju01,12,,12,12,12,0,0,0,0,0,0,0,0,0,,
1968,NYA,AL,tilloth01,7,,7,7,7,0,0,0,0,0,0,0,0,0,,
1959,CHN,NL,drabomo01,31,,31,31,31,0,0,0,0,0,0,0,0,0,,
2000,ATL,NL,ashbyan01,16,14.0,16,15,15,0,0,0,0,0,0,0,0,0,0.0,0.0
2002,CHA,AL,graffto01,70,55.0,70,64,0,0,0,25,35,8,0,0,0,0,0.0,8.0
1952,SLN,NL,slaugen01,140,,140,140,0,0,0,0,0,0,0,0,137,137,,
1974,SDN,NL,winfida01,145,121.0,145,131,0,0,0,0,0,0,78,29,38,131,0.0,16.0
2004,DET,AL,dingmcr01,24,0.0,5,24,24,0,0,0,0,0,0,0,0,0,0.0,0.0
1995,OAK,AL,henderi01,112,107.0,112,90,0,0,0,0,0,0,90,0,0,90,18.0,5.0
1958,SFN,NL,jablora01,82,,82,82,0,0,0,0,57,0,0,0,0,0,,
2001,SDN,NL,crespce01,55,39.0,55,53,0,0,0,34,2,1,6,11,2,18,0.0,2.0
1999,BOS,AL,lomasst01,1,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0
1946,NYA,AL,silveke01,13,,13,13,0,12,0,0,0,0,0,0,0,0,,
1977,NYA,AL,bergmda01,5,0.0,5,5,0,0,2,0,0,0,1,1,1,3,0.0,1.0
1993,ML4,AL,manzajo01,10,0.0,0,10,10,0,0,0,0,0,0,0,0,0,0.0,0.0
1972,CHA,AL,herrmed01,116,,116,116,0,112,0,0,0,0,0,0,0,0,,
1969,KCA,AL,foyjo01,145,,145,145,0,0,16,3,113,5,2,13,1,16,,
2000,ANA,AL,merckke01,21,0.0,0,21,21,0,0,0,0,0,0,0,0,0,0.0,0.0
1974,NYN,NL,seaveto01,32,32.0,32,32,32,0,0,0,0,0,0,0,0,0,0.0,0.0
1996,CAL,AL,snowjt01,155,149.0,155,154,0,0,154,0,0,0,0,0,0,0,0.0,3.0
1982,PHI,NL,diazbo01,144,135.0,144,144,0,144,0,0,0,0,0,0,0,0,0.0,2.0
1959,PIT,NL,willido01,6,,6,6,6,0,0,0,0,0,0,0,0,0,,
1922,BOS,AL,waltero01,38,,38,38,0,36,0,0,0,0,0,0,0,0,,
2005,SEA,AL,hasegsh01,46,0.0,3,46,46,0,0,0,0,0,0,0,0,0,0.0,0.0
1995,CAL,AL,correro01,14,5.0,14,12,0,0,0,3,2,7,0,0,0,0,0.0,1.0
1979,TEX,AL,matlajo01,13,0.0,0,13,13,0,0,0,0,0,0,0,0,0,0.0,0.0
1886,CN2,AA,mcphebi01,140,,140,140,0,0,0,140,0,0,0,0,0,0,,
1961,CLE,AL,piersji01,121,,121,121,0,0,0,0,0,0,0,120,0,120,,
1994,DET,AL,wellsda01,16,0.0,0,16,16,0,0,0,0,0,0,0,0,0,0.0,0.0
1998,CHN,NL,tapanke01,35,33.0,34,35,35,0,0,0,0,0,0,0,0,0,0.0,0.0
1890,CHN,NL,hutched01,4,,4,4,0,0,0,4,0,0,0,0,0,0,,
1899,PIT,NL,chesbja01,19,,19,19,19,0,0,0,0,0,0,0,0,0,,
1957,CHA,AL,mcdonji04,10,,10,10,10,0,0,0,0,0,0,0,0,0,,
1979,PIT,NL,roberda05,21,3.0,21,21,21,0,0,0,0,0,0,0,0,0,0.0,0.0
1926,PIT,NL,sheehto02,9,,9,9,9,0,0,0,0,0,0,0,0,0,,
1972,CLE,AL,bellbu01,132,,132,132,0,0,0,0,6,0,0,63,65,123,,
1976,KCA,AL,nelsoda01,78,29.0,78,47,0,0,2,46,0,0,0,0,0,0,3.0,19.0
2003,CLE,AL,escobal01,28,25.0,28,25,0,0,0,0,0,0,0,0,25,25,0.0,3.0
1994,SLN,NL,oquenjo01,55,34.0,55,44,0,0,0,16,0,28,0,0,0,0,0.0,14.0
1951,WS1,AL,johnsdo03,21,,21,21,21,0,0,0,0,0,0,0,0,0,,
1884,KCU,UA,whitemi01,5,,5,5,0,1,0,3,1,1,0,0,0,0,,
1990,SEA,AL,comstke01,60,0.0,0,60,60,0,0,0,0,0,0,0,0,0,0.0,0.0
1981,MIN,AL,hobbsjo01,4,0.0,0,4,4,0,0,0,0,0,0,0,0,0,0.0,0.0
1944,SLN,NL,bergaau01,80,,80,80,0,0,2,0,0,0,31,1,19,50,,
1981,TEX,AL,lisiri01,9,3.0,9,8,0,0,0,0,0,0,0,2,6,8,0.0,2.0
1987,PIT,NL,palacvi01,6,4.0,6,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0
2005,PHI,NL,offerjo01,33,1.0,33,4,0,0,4,0,0,0,0,0,0,0,0.0,31.0
1938,BRO,NL,manushe01,17,,17,17,0,0,0,0,0,0,0,0,12,12,,
1991,NYN,NL,burketi01,35,0.0,35,35,35,0,0,0,0,0,0,0,0,0,0.0,0.0
1932,PHI,NL,fribebe01,61,,61,61,0,0,0,56,0,0,0,0,0,0,,
1996,DET,AL,olsongr01,43,0.0,0,43,43,0,0,0,0,0,0,0,0,0,0.0,0.0
1917,CLE,AL,oneilst01,129,,129,129,0,127,0,0,0,0,0,0,0,0,,
1995,OAK,AL,javiest01,130,111.0,130,125,0,0,0,0,1,0,32,101,1,124,0.0,14.0
1958,BOS,AL,wallmu01,52,,52,52,52,0,0,0,0,0,0,0,0,0,,
1990,OAK,AL,honeyri01,66,0.0,5,63,63,0,0,0,0,0,0,0,0,0,0.0,2.0
1968,CAL,AL,johnsja01,41,,41,41,0,0,0,0,0,0,1,21,7,29,,
1987,NYA,AL,rasmude01,26,0.0,0,26,26,0,0,0,0,0,0,0,0,0,0.0,0.0
1880,CHN,NL,kellyki01,84,,84,84,1,17,0,1,14,1,0,0,64,64,,
1977,CAL,AL,rossga01,14,0.0,0,14,14,0,0,0,0,0,0,0,0,0,0.0,0.0
1974,CHN,NL,mondari01,142,135.0,142,139,0,0,0,0,0,0,0,139,0,139,0.0,4.0
2001,TOR,AL,delgaca01,162,161.0,162,161,0,0,161,0,0,0,0,0,0,0,0.0,1.0
1940,PHA,AL,bessehe01,17,,17,17,17,0,0,0,0,0,0,0,0,0,,
1937,CLE,AL,fellebo01,26,,26,26,26,0,0,0,0,0,0,0,0,0,,
1955,DET,AL,housefr03,102,,102,102,0,93,0,0,0,0,0,0,0,0,,
1904,SLN,NL,shayda01,99,,99,99,0,0,0,2,0,97,0,0,0,0,,
1994,TOR,AL,spoljpa01,2,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0
1888,LS2,AA,stratsc01,67,,67,67,33,0,0,0,0,0,28,7,3,38,,
1986,OAK,AL,rodriri01,3,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0
1975,CHN,NL,cardejo02,154,147.0,154,151,0,0,0,0,0,0,140,0,20,151,0.0,6.0
1980,SDN,NL,rodriau01,89,57.0,89,87,0,0,0,0,87,2,0,0,0,0,0.0,8.0
1998,DET,AL,randajo01,138,116.0,138,132,0,0,1,20,118,0,0,0,0,0,0.0,10.0
1906,CIN,NL,chechch01,11,,11,11,11,0,0,0,0,0,0,0,0,0,,
1988,BAL,AL,stanipe01,83,66.0,83,76,0,0,0,16,0,0,65,0,0,65,0.0,10.0
1887,PHI,NL,buffich01,66,,66,66,40,0,10,0,0,0,7,7,8,22,,
1924,SLN,NL,pfeffje01,16,,16,16,16,0,0,0,0,0,0,0,0,0,,
1993,ATL,NL,glavito02,36,36.0,36,36,36,0,0,0,0,0,0,0,0,0,0.0,0.0
1888,WS8,NL,arundtu01,17,,17,17,0,17,0,0,0,0,0,0,0,0,,
1968,PHI,NL,moneydo01,4,,4,4,0,0,0,0,0,4,0,0,0,0,,
1985,BOS,AL,dorseji01,2,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0
1917,NYA,AL,milleel01,114,,114,114,0,0,0,0,0,0,33,53,26,112,,
1974,MON,NL,parrila01,25,21.0,25,24,0,0,0,0,24,0,0,0,0,0,0.0,1.0
1922,CLE,AL,booneda01,11,,11,11,11,0,0,0,0,0,0,0,0,0,,
1961,BAL,AL,herzowh01,113,,113,113,0,0,0,0,0,0,27,0,73,98,,
1957,NYA,AL,bellaze01,5,,5,5,0,0,0,0,0,0,1,0,3,4,,
1921,WS1,AL,millebi02,114,,114,114,0,0,0,0,0,0,92,3,14,109,,
1918,CHN,NL,killebi01,104,,104,104,0,104,0,0,0,0,0,0,0,0,,
1914,SLA,AL,austiji01,130,,130,130,0,0,0,0,127,0,0,0,0,0,,
1891,BS2,AA,maddeki01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1972,OAK,AL,brownla01,47,,47,47,0,0,0,46,1,0,0,0,0,0,,
2002,HOU,NL,everead01,40,29.0,40,34,0,0,0,0,0,34,0,0,0,0,0.0,0.0
1997,ANA,AL,alicelu01,128,109.0,128,117,0,0,0,105,12,0,0,0,0,0,1.0,8.0
2004,SEA,AL,pineijo01,21,2.0,2,21,21,0,0,0,0,0,0,0,0,0,0.0,0.0
1965,DET,AL,thomage01,79,,79,79,0,0,0,1,0,0,5,26,28,59,,
1974,NYA,AL,upshace01,36,0.0,1,36,36,0,0,0,0,0,0,0,0,0,0.0,0.0
1889,BR3,AA,pinknge01,138,,138,138,0,0,0,0,138,0,0,0,0,0,,
1983,TEX,AL,hosteda01,94,84.0,94,2,0,0,2,0,0,0,0,0,0,0,83.0,10.0
1937,CIN,NL,brittgu01,3,,3,3,0,1,0,0,0,0,0,0,0,0,,
1958,CIN,NL,robinfr02,148,,148,148,0,0,0,0,11,0,83,53,0,138,,
1911,BOS,AL,smithch02,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1952,SLA,AL,johnsda01,29,,29,29,0,22,0,0,0,0,0,0,0,0,,
1979,BAL,AL,lowenjo01,97,48.0,97,74,0,0,1,0,1,0,46,1,40,72,2.0,27.0
1996,HOU,NL,goffje01,1,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0
1975,ATL,NL,mortoca01,39,39.0,39,39,39,0,0,0,0,0,0,0,0,0,0.0,0.0
1993,MIN,AL,beckeri01,3,3.0,3,3,0,0,0,0,0,0,0,3,0,3,0.0,0.0
1917,PHI,NL,mcgafpa01,19,,19,19,0,0,0,0,0,17,0,0,1,1,,
1977,PHI,NL,tolanbo01,15,1.0,15,5,0,0,5,0,0,0,0,0,0,0,0.0,11.0
1969,CHA,AL,adamsdo01,8,,8,8,0,4,0,0,0,0,0,0,0,0,,
1942,CHA,AL,kollodo01,147,,147,147,0,0,33,116,0,0,0,0,0,0,,
1896,SLN,NL,woodjo01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1924,PIT,NL,salefr01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1983,CAL,AL,carewro01,129,111.0,129,89,0,0,89,2,0,0,0,0,0,0,23.0,18.0
1970,DET,AL,hortowi01,96,,96,96,0,0,0,0,0,0,96,0,2,96,,
1933,CIN,NL,morrijo05,148,,148,148,0,0,0,88,15,63,0,0,0,0,,
1908,PIT,NL,starrch01,20,,20,20,0,0,0,12,2,5,0,0,0,0,,
1978,NYA,AL,hunteca01,21,0.0,0,21,21,0,0,0,0,0,0,0,0,0,0.0,0.0
1915,BRF,FL,murphda02,5,,5,5,0,0,0,1,0,0,0,0,1,1,,
1891,PIT,NL,milledo01,135,,135,135,0,41,1,0,34,37,22,0,2,24,,
1978,MON,NL,rogerst01,30,29.0,30,30,30,0,0,0,0,0,0,0,0,0,0.0,0.0
1991,HOU,NL,cedenan01,67,66.0,67,66,0,0,0,0,0,66,0,0,0,0,0.0,1.0
1990,CIN,NL,myersra01,66,0.0,66,66,66,0,0,0,0,0,0,0,0,0,0.0,0.0
1920,CHN,NL,newkijo01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,
1978,MON,NL,huttoto01,39,9.0,39,21,0,0,17,0,0,0,3,1,1,5,0.0,22.0
1950,CHN,NL,klippjo01,35,,35,35,33,0,0,0,0,0,0,0,0,0,,
1915,NY1,NL,ritteha01,23,,23,23,22,0,0,0,0,0,0,0,0,0,,
1945,WS1,AL,kuheljo01,142,,142,142,0,0,141,0,0,0,0,0,0,0,,
