playerid,yearid,round,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
bessedo01,1955,WS,BRO,NL,0,0,3,0,0,0,0,10,3,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0,0.0,0.0,1.0
morrija02,1992,WS,TOR,AL,0,2,2,2,0,0,0,32,13,10,3,6,12,0.0,8.0,1.0,1.0,0.0,0.0,50.0,0,10,0.0,0.0,0.0
wilcomi01,1984,ALCS,DET,AL,1,0,1,1,0,0,0,24,2,0,0,2,8,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0,0.0,0.0,0.0
bunkewa01,1966,WS,BAL,AL,1,0,1,1,1,1,0,27,6,0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0,0,1.0,0.0,1.0
smoltjo01,1991,NLCS,ATL,NL,2,0,2,2,1,1,0,46,14,3,2,3,15,0.0,1.0,0.0,0.0,0.0,0.0,64.0,0,3,0.0,0.0,0.0
hoernjo01,1968,WS,SLN,NL,0,1,3,0,0,0,1,14,5,2,0,5,3,0.0,,1.0,0.0,0.0,0.0,25.0,2,4,1.0,0.0,0.0
holtzke01,1973,ALCS,OAK,AL,1,0,1,1,1,0,0,33,3,1,1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0,1,0.0,0.0,1.0
doylepa01,1969,NLCS,ATL,NL,0,0,1,0,0,0,0,3,2,0,0,1,3,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0,2,0.0,0.0,0.0
rauchjo01,2010,ALDS2,MIN,AL,0,0,2,0,0,0,0,5,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0,0.0,0.0,0.0
hudsoch02,1983,WS,PHI,NL,0,2,2,2,0,0,0,25,9,8,4,1,6,0.0,8.0,0.0,0.0,0.0,0.0,35.0,0,8,0.0,1.0,0.0
mcgresc01,1979,WS,BAL,AL,1,1,2,2,1,0,0,51,16,6,1,2,8,0.0,3.0,2.0,0.0,0.0,1.0,69.0,0,6,1.0,1.0,0.0
romerjc01,2002,ALCS,MIN,AL,0,1,4,0,0,0,0,6,4,5,1,2,3,0.0,,0.0,1.0,0.0,0.0,12.0,1,5,0.0,0.0,0.0
grzenjo01,1969,ALCS,MIN,AL,0,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0
hoernjo01,1967,WS,SLN,NL,0,0,2,0,0,0,0,2,4,3,1,1,0,0.0,,0.0,0.0,0.0,0.0,7.0,0,3,0.0,0.0,0.0
getzich01,1887,WS,DTN,NL,4,2,6,6,6,1,0,174,61,16,1,15,17,,2.0,,,,,,0,23,,,
hoffmtr01,1996,NLDS2,SDN,NL,0,1,2,0,0,0,0,5,3,2,1,1,2,0.0,10.0,0.0,0.0,0.0,0.0,9.0,2,2,0.0,0.0,0.0
mussimi01,2005,ALDS2,NYA,AL,1,1,2,2,0,0,0,25,11,5,1,1,7,0.0,5.0,0.0,0.0,0.0,0.0,38.0,0,5,0.0,1.0,0.0
belchti01,1988,WS,LAN,NL,1,0,2,2,0,0,0,26,10,6,1,6,10,0.0,6.0,0.0,0.0,1.0,0.0,43.0,0,7,0.0,0.0,0.0
clontbr01,1995,NLCS,ATL,NL,0,0,1,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0
lopezja02,2010,NLCS,SFN,NL,1,0,5,0,0,0,0,13,1,1,0,1,4,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0,1,0.0,0.0,1.0
vazquja01,2008,ALDS2,CHA,AL,0,1,1,1,0,0,0,13,8,6,2,1,6,0.0,12.0,0.0,0.0,0.0,0.0,22.0,0,6,0.0,1.0,0.0
benitar01,2000,NLDS2,NYN,NL,1,0,2,0,0,0,0,9,4,2,1,1,3,0.0,6.0,1.0,0.0,0.0,0.0,14.0,0,2,0.0,0.0,0.0
phillde01,1909,WS,PIT,NL,0,0,2,0,0,0,0,18,2,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2,0,2.0,0.0,0.0
leffecr01,1984,WS,SDN,NL,0,0,3,0,0,0,1,18,2,0,0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1,0,0.0,1.0,1.0
harrimi01,1946,WS,BOS,AL,0,2,2,2,0,0,0,29,11,4,0,4,5,0.0,3.0,1.0,0.0,0.0,0.0,45.0,0,6,1.0,0.0,0.0
weaveje01,2004,NLDS1,LAN,NL,0,1,1,1,0,0,0,14,8,6,0,2,4,0.0,11.0,0.0,1.0,2.0,0.0,26.0,0,6,1.0,0.0,0.0
dobsopa01,1971,WS,BAL,AL,0,0,3,1,0,0,0,20,13,3,0,4,6,0.0,4.0,2.0,0.0,0.0,0.0,36.0,0,3,0.0,0.0,1.0
escobke01,2005,ALDS2,LAA,AL,1,0,4,0,0,0,0,21,2,1,1,5,5,0.0,1.0,0.0,2.0,0.0,0.0,27.0,1,1,0.0,0.0,0.0
johnske02,1961,WS,CIN,NL,0,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0
pagejo01,1947,WS,NYA,AL,1,1,4,0,0,0,1,39,12,6,0,2,7,0.0,4.0,0.0,2.0,0.0,0.0,52.0,3,6,0.0,0.0,1.0
gagneer01,2008,NLDS2,MIL,NL,0,0,2,0,0,0,0,6,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,0.0,0.0,0.0
lidgebr01,2009,NLCS,PHI,NL,1,0,3,0,0,0,1,8,1,0,0,1,3,0.0,0.0,0.0,1.0,0.0,0.0,9.0,3,0,0.0,0.0,1.0
castege01,1945,WS,DET,AL,0,0,1,0,0,0,0,2,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0
merckke01,1991,WS,ATL,NL,0,0,2,0,0,0,0,3,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0.0
speiery01,2007,NLDS2,COL,NL,0,0,1,0,0,0,0,4,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,1,0.0,0.0,0.0
garcifr02,2001,ALCS,SEA,AL,0,1,1,1,0,0,0,22,7,3,0,4,6,0.0,3.0,0.0,0.0,0.0,0.0,29.0,0,3,1.0,0.0,1.0
francjo01,2000,WS,NYN,NL,1,0,4,0,0,0,0,10,3,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1,0,0.0,0.0,2.0
bendech01,1910,WS,PHA,AL,1,1,2,2,2,0,0,56,13,4,0,4,14,0.0,1.0,0.0,0.0,0.0,0.0,67.0,0,5,1.0,0.0,1.0
hillke01,1995,ALCS,CLE,AL,1,0,1,1,0,0,0,21,5,0,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0,0,0.0,0.0,0.0
stottto01,1989,ALCS,TOR,AL,0,1,1,1,0,0,0,15,7,4,1,2,3,0.0,7.0,0.0,0.0,0.0,0.0,22.0,0,4,0.0,0.0,1.0
huismma01,1984,ALCS,KCA,AL,0,0,1,0,0,0,0,8,6,2,0,1,2,0.0,6.0,0.0,1.0,0.0,0.0,15.0,0,3,0.0,0.0,1.0
broweji01,2003,NLDS1,SFN,NL,0,0,2,0,0,0,0,9,5,2,0,3,3,0.0,6.0,1.0,0.0,0.0,0.0,17.0,0,3,0.0,0.0,1.0
bereja01,1993,ALCS,CHA,AL,0,0,1,1,0,0,0,7,5,3,0,2,3,0.0,11.0,0.0,0.0,1.0,0.0,15.0,0,3,0.0,0.0,0.0
stewada01,1993,WS,TOR,AL,0,1,2,2,0,0,0,36,10,9,2,8,8,0.0,6.0,0.0,1.0,0.0,1.0,55.0,0,9,0.0,0.0,0.0
mullige01,1908,WS,DET,AL,1,0,1,1,1,0,0,27,7,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0,3,0.0,0.0,2.0
lidgebr01,2004,NLDS2,HOU,NL,0,0,3,0,0,0,1,13,4,1,0,1,6,0.0,2.0,0.0,0.0,0.0,0.0,16.0,1,1,1.0,0.0,0.0
clemero02,1988,ALCS,BOS,AL,0,0,1,1,0,0,0,21,6,3,1,0,8,0.0,3.0,0.0,1.0,0.0,1.0,26.0,0,3,0.0,0.0,0.0
welchbo01,1989,ALCS,OAK,AL,1,0,1,1,0,0,0,17,8,2,0,1,4,0.0,3.0,0.0,0.0,0.0,0.0,27.0,0,2,0.0,0.0,0.0
blackew01,1952,WS,NYA,AL,0,0,1,1,0,0,0,15,4,4,1,3,4,0.0,7.0,0.0,0.0,0.0,0.0,22.0,0,4,2.0,0.0,1.0
lapoida01,1982,WS,SLN,NL,0,0,2,1,0,0,0,25,10,3,0,2,3,0.0,3.0,0.0,0.0,0.0,0.0,36.0,0,6,0.0,0.0,1.0
lopezau01,1984,WS,DET,AL,1,0,2,0,0,0,0,9,1,0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0,0.0,0.0,0.0
carltst01,1980,NLCS,PHI,NL,1,0,2,2,0,0,0,37,11,3,0,8,6,0.0,2.0,1.0,0.0,0.0,0.0,54.0,0,3,1.0,1.0,1.0
marquja01,2004,NLCS,SLN,NL,0,0,1,1,0,0,0,12,5,3,0,2,2,0.0,6.0,0.0,0.0,0.0,0.0,19.0,0,3,0.0,0.0,0.0
keefeti01,1889,WS,NY1,NL,0,1,2,1,1,0,1,33,17,10,1,2,4,,8.0,,,,,,1,15,,,
vuckope01,1982,WS,ML4,AL,0,1,2,2,0,0,0,42,16,7,2,5,4,0.0,4.0,1.0,0.0,0.0,0.0,64.0,0,9,0.0,0.0,0.0
tekulke01,1979,NLCS,PIT,NL,0,0,2,0,0,0,0,8,2,1,0,2,2,0.0,3.0,1.0,1.0,0.0,0.0,10.0,0,1,0.0,0.0,1.0
brantje01,1995,NLDS2,CIN,NL,0,0,3,0,0,0,1,9,5,2,1,0,2,0.0,6.0,0.0,0.0,0.0,0.0,14.0,3,2,0.0,0.0,0.0
gagneer01,2004,NLDS1,LAN,NL,0,0,2,0,0,0,0,9,1,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2,0,0.0,0.0,1.0
downial01,1964,WS,NYA,AL,0,1,3,1,0,0,0,23,9,7,2,2,5,0.0,,0.0,0.0,0.0,0.0,35.0,0,8,0.0,0.0,0.0
kazmisc01,2009,ALDS2,LAA,AL,0,0,1,1,0,0,0,18,5,5,1,3,1,0.0,7.0,0.0,0.0,0.0,0.0,26.0,0,5,0.0,0.0,0.0
burnsbr01,1983,ALCS,CHA,AL,0,1,1,1,0,0,0,28,6,1,1,5,8,0.0,0.0,0.0,0.0,1.0,0.0,38.0,0,1,1.0,0.0,2.0
plunker01,1995,ALDS1,CLE,AL,0,0,1,0,0,0,0,4,1,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0,0,1.0,0.0,0.0
williwo02,2002,NLCS,SLN,NL,0,1,1,1,0,0,0,18,6,3,2,1,7,0.0,4.0,0.0,0.0,0.0,0.0,25.0,0,3,1.0,0.0,0.0
richago01,1964,WS,SLN,NL,0,0,2,0,0,0,0,2,3,3,1,2,0,0.0,40.0,2.0,0.0,0.0,0.0,7.0,0,3,0.0,1.0,0.0
ojedabo01,1986,NLCS,NYN,NL,1,0,2,2,1,0,0,42,15,4,0,4,6,0.0,2.0,0.0,0.0,0.0,0.0,57.0,0,4,0.0,0.0,1.0
haineje01,1928,WS,SLN,NL,0,1,1,1,0,0,0,18,6,3,2,3,3,0.0,4.0,0.0,0.0,0.0,0.0,26.0,0,6,0.0,0.0,1.0
madsory01,2011,NLDS1,PHI,NL,0,0,4,0,0,0,1,13,4,1,0,0,6,0.0,2.0,0.0,0.0,0.0,0.0,15.0,4,1,,,1.0
calerki01,2004,WS,SLN,NL,0,0,2,0,0,0,0,4,2,2,0,4,0,0.0,13.0,0.0,0.0,0.0,0.0,9.0,0,2,0.0,0.0,1.0
reedro01,1981,NEDIV,PHI,NL,0,0,4,0,0,0,0,18,5,2,0,3,4,0.0,3.0,1.0,1.0,0.0,0.0,25.0,3,2,0.0,1.0,0.0
tidrodi01,1983,ALCS,CHA,AL,0,0,1,0,0,0,0,9,1,1,0,3,3,0.0,3.0,1.0,0.0,0.0,0.0,13.0,0,1,0.0,0.0,0.0
bradfch01,2006,NLCS,NYN,NL,0,0,5,0,0,0,0,16,3,0,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0,0,0.0,0.0,2.0
wilsocj01,2010,ALDS1,TEX,AL,1,0,1,1,0,0,0,19,2,0,0,2,7,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0,0,0.0,0.0,0.0
kisonbr01,1974,NLCS,PIT,NL,1,0,1,1,0,0,0,20,2,0,0,6,5,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0,0.0,0.0,0.0
welchbo01,1978,WS,LAN,NL,0,1,3,0,0,0,1,13,4,3,1,2,6,0.0,6.0,0.0,0.0,0.0,0.0,19.0,2,3,0.0,0.0,0.0
munrope01,2004,NLCS,HOU,NL,0,0,2,2,0,0,0,21,14,7,2,1,5,0.0,9.0,0.0,0.0,0.0,0.0,36.0,0,7,1.0,0.0,0.0
knowlda01,1973,WS,OAK,AL,0,0,7,0,0,0,2,19,4,0,0,5,5,0.0,0.0,2.0,0.0,1.0,0.0,30.0,2,1,0.0,0.0,1.0
oliveda02,2011,ALCS,TEX,AL,0,0,3,0,0,0,0,8,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,,,0.0
nagych01,1998,ALCS,CLE,AL,0,1,2,2,0,0,0,29,13,4,1,1,6,0.0,3.0,0.0,0.0,0.0,0.0,44.0,0,7,0.0,1.0,0.0
meadole01,1927,WS,PIT,NL,0,1,1,1,0,0,0,19,7,7,0,1,6,0.0,9.0,0.0,0.0,0.0,0.0,29.0,0,7,1.0,0.0,0.0
frencla01,1935,WS,CHN,NL,0,2,2,1,1,0,0,32,15,4,0,2,8,0.0,3.0,2.0,0.0,0.0,0.0,50.0,1,5,1.0,0.0,0.0
hattejo01,1947,WS,BRO,NL,0,0,4,1,0,0,0,27,12,7,1,7,5,0.0,7.0,0.0,0.0,0.0,0.0,45.0,0,7,0.0,0.0,1.0
mesajo01,1997,ALCS,CLE,AL,1,0,4,0,0,0,2,16,5,2,0,3,5,0.0,3.0,1.0,0.0,0.0,0.0,24.0,3,2,0.0,0.0,0.0
assenpa01,1989,NLCS,CHN,NL,0,0,2,0,0,0,0,2,3,1,0,0,0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,0,1,0.0,0.0,0.0
boddimi01,1983,WS,BAL,AL,1,0,1,1,1,0,0,27,3,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0,1,0.0,1.0,1.0
lopezal02,2001,NLCS,ARI,NL,0,0,1,1,0,0,0,9,5,2,1,1,1,0.0,6.0,0.0,0.0,0.0,0.0,15.0,0,2,0.0,0.0,0.0
walkbo01,1990,NLCS,PIT,NL,1,1,2,2,0,0,0,39,11,7,2,2,8,0.0,4.0,0.0,0.0,0.0,0.0,50.0,0,7,1.0,1.0,1.0
peraljo01,2011,ALDS2,TBA,AL,0,0,3,0,0,0,0,7,1,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2,0,,,0.0
trachst01,2006,NLDS1,NYN,NL,0,0,1,1,0,0,0,10,6,2,0,1,2,0.0,5.0,0.0,0.0,0.0,0.0,17.0,0,2,0.0,0.0,1.0
stottto01,1992,WS,TOR,AL,0,0,4,0,0,0,0,11,4,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1,0,0.0,0.0,0.0
rodrife01,2002,NLCS,SFN,NL,0,0,4,0,0,0,0,14,3,1,0,2,2,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0,1,1.0,1.0,0.0
shawkbo01,1922,WS,NYA,AL,0,0,1,1,1,0,0,30,8,3,1,2,4,0.0,2.0,0.0,1.0,0.0,0.0,38.0,0,3,0.0,0.0,1.0
devinjo01,2005,NLDS2,ATL,NL,0,1,3,0,0,0,0,5,3,2,1,1,3,0.0,,1.0,0.0,1.0,0.0,10.0,1,2,0.0,0.0,0.0
garcija01,2012,NLCS,SFN,NL,0,0,4,0,0,0,0,7,2,0,0,0,3,0.0,0.0,0.0,1.0,0.0,,10.0,0,0,,,0.0
drysddo01,1959,WS,LAN,NL,1,0,1,1,0,0,0,21,11,1,0,4,5,0.0,1.0,1.0,0.0,0.0,0.0,32.0,0,1,0.0,0.0,1.0
carragi01,2004,NLDS1,LAN,NL,0,0,3,0,0,0,0,6,4,2,1,1,1,0.0,9.0,0.0,1.0,0.0,0.0,10.0,0,2,0.0,0.0,1.0
adamsmi03,2011,WS,TEX,AL,1,0,3,0,0,0,0,6,5,1,0,2,1,0.0,4.0,0.0,0.0,0.0,0.0,13.0,0,1,,,0.0
ruffire01,1932,WS,NYA,AL,1,0,1,1,1,0,0,27,10,3,0,6,10,0.0,3.0,1.0,0.0,0.0,0.0,44.0,0,6,0.0,0.0,0.0
hernali01,2002,NLDS1,SFN,NL,1,0,1,1,0,0,0,25,8,3,0,2,6,0.0,3.0,0.0,0.0,1.0,0.0,35.0,0,3,0.0,0.0,1.0
leonade01,1978,ALCS,KCA,AL,0,2,2,2,1,0,0,36,13,5,2,2,11,0.0,3.0,0.0,1.0,0.0,0.0,51.0,0,5,0.0,0.0,0.0
affelje01,2007,WS,COL,NL,0,0,4,0,0,0,0,9,2,0,0,1,2,0.0,,0.0,0.0,0.0,0.0,11.0,0,0,0.0,0.0,1.0
shoreer01,1915,WS,BOS,AL,1,1,2,2,2,0,0,51,12,4,0,8,6,0.0,2.0,0.0,0.0,0.0,0.0,68.0,0,4,2.0,0.0,0.0
wickeke01,1937,WS,NYA,AL,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0.0,0.0,0.0
lylesp01,1977,ALCS,NYA,AL,2,0,4,0,0,0,0,28,7,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4,1,1.0,0.0,2.0
mulhote01,1999,NLDS1,ATL,NL,0,0,2,0,0,0,0,2,3,2,0,0,0,0.0,27.0,0.0,0.0,0.0,0.0,5.0,0,2,0.0,0.0,0.0
eichhma01,1993,ALCS,TOR,AL,0,0,1,0,0,0,0,6,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,0.0,0.0,0.0
finlech01,2002,NLDS2,SLN,NL,0,0,1,1,0,0,0,19,4,0,0,2,7,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0,0.0,0.0,0.0
aukerel01,1934,WS,DET,AL,1,1,2,2,1,0,0,34,16,7,0,5,2,0.0,5.0,0.0,0.0,0.0,0.0,51.0,0,8,0.0,0.0,3.0
maddugr01,2003,NLDS2,ATL,NL,0,1,1,1,0,0,0,18,6,2,0,1,1,0.0,3.0,0.0,1.0,0.0,0.0,26.0,0,2,0.0,0.0,0.0
timlimi01,2001,NLDS2,SLN,NL,0,0,1,0,0,0,0,4,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,0.0
hoytwa01,1923,WS,NYA,AL,0,0,1,1,0,0,0,7,4,4,0,1,0,0.0,15.0,0.0,0.0,0.0,0.0,11.0,0,4,0.0,0.0,0.0
paniajo01,2001,ALCS,SEA,AL,0,0,3,0,0,0,0,11,7,5,1,1,1,0.0,12.0,0.0,1.0,0.0,0.0,18.0,2,5,0.0,0.0,1.0
suttodo01,1974,NLCS,LAN,NL,2,0,2,2,1,1,0,51,7,1,1,2,13,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0,1,1.0,0.0,2.0
bonhati01,1942,WS,NYA,AL,0,1,2,1,1,0,0,33,9,5,0,3,3,0.0,4.0,2.0,0.0,0.0,0.0,46.0,1,5,4.0,0.0,0.0
hernara01,1972,NLCS,PIT,NL,0,0,3,0,0,0,0,10,1,1,1,0,3,0.0,2.0,0.0,0.0,0.0,0.0,11.0,1,1,0.0,0.0,0.0
newhoha01,1954,WS,CLE,AL,0,0,1,0,0,0,0,0,1,1,0,1,0,1.0,,0.0,0.0,0.0,0.0,2.0,0,1,0.0,0.0,0.0
clayke01,1977,WS,NYA,AL,0,0,2,0,0,0,0,11,2,1,0,1,0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0,1,0.0,1.0,0.0
paniajo01,2001,ALDS1,SEA,AL,0,0,2,0,0,0,0,6,4,6,1,2,1,0.0,27.0,0.0,0.0,1.0,0.0,13.0,1,6,0.0,0.0,0.0
brettke01,1967,WS,BOS,AL,0,0,2,0,0,0,0,4,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2,0,0.0,0.0,0.0
zuberbi01,1946,WS,BOS,AL,0,0,1,0,0,0,0,6,3,1,0,1,1,0.0,4.0,1.0,0.0,0.0,0.0,9.0,0,1,0.0,0.0,1.0
hootobu01,1981,NLCS,LAN,NL,2,0,2,2,0,0,0,44,11,0,0,6,7,0.0,0.0,1.0,0.0,0.0,0.0,59.0,0,1,1.0,0.0,2.0
phoebto01,1970,WS,BAL,AL,1,0,1,0,0,0,0,5,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,1.0
shorebi01,1930,WS,PHA,AL,0,0,1,0,0,0,0,4,3,2,0,0,0,0.0,13.0,0.0,0.0,0.0,0.0,7.0,0,2,0.0,0.0,0.0
stratsc01,1890,WS,LS2,AA,1,1,3,3,1,0,0,57,26,5,0,4,8,,2.0,,,,,,1,15,,,
jonesdo01,2000,ALDS1,OAK,AL,0,0,2,0,0,0,0,4,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2,0,0.0,0.0,0.0
honeyri01,1989,WS,OAK,AL,0,0,3,0,0,0,0,8,4,2,0,0,2,0.0,6.0,0.0,0.0,0.0,0.0,11.0,0,2,0.0,0.0,1.0
eckerde01,1998,ALDS1,BOS,AL,0,0,1,0,0,0,0,3,1,1,1,0,1,0.0,9.0,0.0,0.0,0.0,0.0,4.0,1,1,0.0,0.0,0.0
wainwad01,2006,NLDS2,SLN,NL,0,0,3,0,0,0,1,11,3,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3,0,0.0,0.0,0.0
collira01,1912,WS,BOS,AL,0,0,2,1,0,0,0,43,14,3,0,0,6,0.0,1.0,0.0,0.0,0.0,0.0,53.0,1,5,0.0,1.0,0.0
veresda01,2000,NLCS,SLN,NL,0,0,3,0,0,0,0,7,2,0,0,0,3,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2,0,0.0,0.0,0.0
lopezja02,2007,WS,BOS,AL,0,0,1,0,0,0,0,0,2,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0
mcgloji01,1972,WS,CIN,NL,0,0,1,1,0,0,0,9,2,4,1,2,3,0.0,12.0,0.0,0.0,1.0,0.0,14.0,0,4,0.0,0.0,0.0
hancojo01,2006,NLCS,SLN,NL,0,0,2,0,0,0,0,1,4,6,0,3,1,0.0,,0.0,0.0,0.0,0.0,8.0,0,6,0.0,0.0,0.0
tomlira01,1992,NLCS,PIT,NL,0,0,2,0,0,0,0,8,5,2,0,1,0,0.0,6.0,0.0,0.0,0.0,0.0,13.0,0,2,0.0,0.0,1.0
saberbr01,1999,ALDS1,BOS,AL,0,1,2,2,0,0,0,11,9,11,3,4,2,0.0,27.0,0.0,0.0,0.0,0.0,23.0,0,11,0.0,0.0,1.0
cottsne01,2005,ALDS1,CHA,AL,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
carpech01,2012,NLCS,SLN,NL,0,2,2,2,0,0,0,24,12,4,1,4,7,0.0,4.0,1.0,0.0,0.0,,42.0,0,10,,,0.0
guidrro01,1977,WS,NYA,AL,1,0,1,1,1,0,0,27,4,2,1,3,7,0.0,2.0,0.0,0.0,0.0,0.0,33.0,0,2,0.0,0.0,0.0
hermadu01,2005,WS,CHA,AL,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0
amesre01,1905,WS,NY1,NL,0,0,1,0,0,0,0,3,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0,0.0,0.0,0.0
sauersc01,2003,ALCS,BOS,AL,0,0,1,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0.0
reitsch01,2005,NLDS2,ATL,NL,0,0,4,0,0,0,0,10,7,6,0,2,0,0.0,,2.0,0.0,0.0,0.0,19.0,0,6,1.0,0.0,0.0
