playerid,yearid,teamid,lgid,round,pos,g,gs,innouts,po,a,e,dp,tp,pb,sb,cs
myerbu01,1933,WS1,AL,WS,2B,5,5,138.0,15,12,3,3,0,,,
podsesc01,2005,CHA,AL,WS,LF,4,4,123.0,6,0,0,0,0,,,
johnsbi03,1950,NYA,AL,WS,3B,4,1,51.0,1,5,0,1,0,,,
gwynnto01,1984,SDN,NL,WS,RF,5,5,126.0,12,1,1,1,0,,,
norenir01,1955,NYA,AL,WS,CF,4,4,81.0,9,0,0,0,0,,,
jordabr01,2005,ATL,NL,NLDS2,LF,2,1,30.0,2,0,0,0,0,,,
pafkoan01,1958,ML1,NL,WS,RF,1,1,21.0,0,0,0,0,0,,,
richabo01,1964,NYA,AL,WS,2B,7,7,186.0,19,19,2,5,0,,,
shoppke01,2007,CLE,AL,ALCS,C,1,1,27.0,5,0,0,0,0,0.0,0.0,0.0
barlomi01,1979,CAL,AL,ALCS,P,1,0,3.0,0,0,0,0,0,,0.0,0.0
bordimi01,2000,NYN,NL,NLDS2,SS,4,4,108.0,7,9,0,1,0,,,
isrinja01,2004,SLN,NL,WS,P,1,0,6.0,0,0,0,0,0,,0.0,0.0
roberna01,2006,DET,AL,ALCS,P,1,1,15.0,0,0,0,0,0,,0.0,0.0
lefebji01,1966,LAN,NL,WS,2B,4,4,102.0,11,11,0,3,0,,,
harrigr01,1984,SDN,NL,WS,P,1,0,16.0,0,0,0,0,0,,1.0,0.0
lairdge01,2012,DET,AL,ALDS2,C,2,2,48.0,14,1,0,0,0,0.0,2.0,1.0
jordabr01,2001,ATL,NL,NLDS1,RF,3,3,81.0,10,0,0,0,0,,,
condrcl01,2008,PHI,NL,NLCS,P,1,0,2.0,0,0,0,0,0,,0.0,0.0
romoen01,1979,PIT,NL,NLCS,P,2,0,1.0,0,0,0,0,0,,1.0,0.0
bosetri01,1981,OAK,AL,ALCS,CF,1,0,24.0,2,0,0,0,0,,,
espyce01,1992,PIT,NL,NLCS,RF,2,0,5.0,0,0,0,0,0,,,
youklke01,2009,BOS,AL,ALDS2,3B,1,0,3.0,0,0,0,0,0,,,
perraro01,1970,MIN,AL,ALCS,P,2,0,7.0,0,1,0,1,0,,0.0,0.0
garrewa01,1969,NYN,NL,NLCS,3B,3,3,81.0,1,5,0,0,0,,,
cruzne02,2011,TEX,AL,ALCS,RF,6,6,,11,1,0,1,0,,,
leiteal01,2000,NYN,NL,WS,P,2,2,47.0,0,3,0,0,0,,0.0,1.0
murraed02,1979,BAL,AL,WS,1B,7,7,186.0,60,7,0,5,0,,,
mathech01,1912,NY1,NL,WS,P,3,3,86.0,1,12,0,0,0,,2.0,1.0
berenju01,1987,MIN,AL,ALCS,P,4,0,18.0,0,0,0,0,0,,0.0,0.0
whitsed01,1984,SDN,NL,NLCS,P,1,1,24.0,1,0,0,0,0,,1.0,0.0
martite01,1975,OAK,AL,ALCS,2B,3,0,12.0,1,1,0,0,0,,,
ayalalu01,2011,NYA,AL,ALDS1,P,2,0,,0,0,0,0,0,,,
silvaca01,2004,MIN,AL,ALDS2,P,1,1,15.0,0,0,0,0,0,,0.0,1.0
jorgemi01,1985,SLN,NL,WS,LF,1,0,10.0,1,0,0,0,0,,,
henrito01,1941,NYA,AL,WS,RF,5,5,135.0,6,0,0,0,0,,,
lewisda01,1995,CIN,NL,NLCS,CF,2,0,18.0,2,0,0,0,0,,,
whitefr01,1980,KCA,AL,WS,2B,6,6,156.0,13,20,2,6,0,,,
waltoje01,1995,CIN,NL,NLCS,CF,2,2,45.0,4,0,0,0,0,,,
mussimi01,1997,BAL,AL,ALCS,P,2,2,45.0,2,1,0,0,0,,0.0,0.0
madlobi01,1979,PIT,NL,WS,3B,7,7,186.0,3,10,1,4,0,,,
nettlgr01,1981,NYA,AL,AEDIV,3B,5,5,135.0,7,6,0,0,0,,,
davisha01,1910,PHA,AL,WS,1B,5,5,137.0,44,2,3,6,0,,,
martipe02,2004,BOS,AL,WS,P,1,1,21.0,0,0,0,0,0,,0.0,0.0
mesajo01,1997,CLE,AL,WS,P,5,0,15.0,1,1,0,0,0,,1.0,0.0
roeniga01,1983,BAL,AL,ALCS,LF,3,2,60.0,4,1,0,0,0,,,
carbobe01,1970,CIN,NL,WS,LF,2,2,54.0,4,0,0,0,0,,,
foxne01,1959,CHA,AL,WS,2B,6,6,156.0,14,23,0,2,0,,,
vosbeed01,1997,FLO,NL,WS,P,2,0,9.0,0,1,0,0,0,,1.0,1.0
thomeji01,2001,CLE,AL,ALDS1,1B,5,5,129.0,42,3,0,4,0,,,
hershor01,1995,CLE,AL,ALCS,P,2,2,42.0,0,4,0,0,0,,2.0,0.0
russebi01,1981,LAN,NL,WS,SS,6,6,153.0,4,26,1,3,0,,,
rodrial01,2012,NYA,AL,ALDS1,DH,1,0,0.0,0,0,0,0,0,0.0,0.0,0.0
hasslan01,1976,KCA,AL,ALCS,P,2,1,22.0,0,0,0,0,0,,1.0,2.0
swishni01,2008,CHA,AL,ALDS2,LF,2,1,30.0,3,0,0,0,0,,,
stantmi02,2001,NYA,AL,WS,P,5,0,17.0,1,0,0,0,0,,0.0,1.0
derripa01,1940,CIN,NL,WS,P,3,3,58.0,0,5,0,1,0,,0.0,0.0
nagych01,1997,CLE,AL,WS,P,2,1,21.0,2,1,0,1,0,,0.0,0.0
motleda01,1984,KCA,AL,ALCS,LF,3,3,84.0,11,0,0,0,0,,,
lohseky01,2002,MIN,AL,ALCS,P,1,0,3.0,0,0,0,0,0,,0.0,0.0
larsedo01,1958,NYA,AL,WS,P,2,2,28.0,1,0,0,0,0,,0.0,0.0
romerjc01,2008,PHI,NL,NLCS,P,3,0,7.0,0,0,0,0,0,,0.0,0.0
remlimi01,2003,CHN,NL,NLCS,P,5,0,10.0,0,1,0,0,0,,0.0,0.0
blankla02,1992,OAK,AL,ALCS,2B,5,4,120.0,11,13,2,3,0,,,
rolliji01,2009,PHI,NL,NLDS2,SS,4,4,108.0,10,10,1,1,0,,,
soriaal01,2008,CHN,NL,NLDS1,LF,3,3,78.0,6,0,0,0,0,,,
motagu01,2008,MIL,NL,NLDS2,P,2,0,5.0,0,0,0,0,0,,1.0,0.0
ibanera01,2000,SEA,AL,ALCS,LF,2,0,15.0,0,0,0,0,0,,,
wellsda01,2006,SDN,NL,NLDS2,P,1,1,15.0,0,1,0,0,0,,0.0,1.0
burneaj01,2011,NYA,AL,ALDS1,P,1,1,,0,2,0,0,0,,,
swishni01,2012,NYA,AL,ALCS,RF,3,3,87.0,6,0,0,0,0,0.0,0.0,0.0
maddugr01,2002,ATL,NL,NLDS1,P,1,1,18.0,0,0,0,0,0,,1.0,0.0
sciosmi01,1988,LAN,NL,NLCS,C,7,6,162.0,37,4,0,1,0,1.0,4.0,2.0
maldoca01,1991,TOR,AL,ALCS,LF,3,3,81.0,1,0,0,0,0,,,
willido03,2003,FLO,NL,NLCS,P,2,1,10.0,1,1,0,0,0,,0.0,0.0
phoebto01,1970,BAL,AL,WS,P,1,0,5.0,0,0,0,0,0,,0.0,0.0
lohseky01,2002,MIN,AL,ALDS2,P,2,0,12.0,0,0,0,0,0,,0.0,0.0
messean01,1974,LAN,NL,WS,P,2,2,42.0,1,4,1,0,0,,0.0,2.0
freesge02,1961,CIN,NL,WS,3B,5,5,132.0,6,4,0,1,0,,,
klinest02,2004,SLN,NL,NLCS,P,1,0,0.0,0,0,0,0,0,,0.0,0.0
isrinja01,2002,SLN,NL,NLCS,P,2,0,6.0,0,1,0,0,0,,0.0,0.0
elartsc01,1998,HOU,NL,NLDS2,P,1,0,6.0,0,0,0,0,0,,0.0,1.0
schmimi01,1980,PHI,NL,WS,3B,6,6,161.0,9,8,0,1,0,,,
whitter01,1985,TOR,AL,ALCS,C,7,7,177.0,50,3,0,1,0,0.0,2.0,4.0
pettian01,2005,HOU,NL,NLDS2,P,1,1,21.0,0,2,0,0,0,,0.0,0.0
grissma02,1996,ATL,NL,WS,CF,6,6,162.0,7,0,1,0,0,,,
wiseri01,1975,BOS,AL,WS,P,2,1,16.0,0,0,0,0,0,,2.0,0.0
davisgl01,1986,HOU,NL,NLCS,1B,6,6,188.0,61,2,1,3,0,,,
loesbi01,1953,BRO,NL,WS,P,1,1,24.0,0,0,0,0,0,,0.0,0.0
biggicr01,2005,HOU,NL,NLCS,2B,6,6,144.0,9,19,0,2,0,,,
tenacge01,1972,OAK,AL,ALCS,C,5,5,123.0,19,3,0,0,0,1.0,0.0,1.0
gosligo01,1933,WS1,AL,WS,RF,5,5,123.0,8,1,0,0,0,,,
milledo02,1909,PIT,NL,WS,2B,7,7,183.0,17,14,1,1,0,,,
maysjo01,2002,MIN,AL,ALCS,P,2,2,40.0,0,1,0,0,0,,0.0,0.0
wallide01,1986,HOU,NL,NLCS,3B,5,3,113.0,3,6,0,0,0,,,
rowanaa01,2005,CHA,AL,ALCS,CF,5,5,135.0,11,0,0,0,0,,,
barneje01,1922,NY1,NL,WS,P,1,1,30.0,0,4,0,0,0,,0.0,0.0
canoro01,2012,NYA,AL,ALCS,2B,4,4,111.0,11,5,0,2,0,0.0,0.0,0.0
lohseky01,2012,SLN,NL,NLDS1,P,1,1,21.0,0,1,0,0,0,0.0,0.0,0.0
mcraeha01,1972,CIN,NL,WS,RF,2,2,42.0,4,0,0,0,0,,,
davisst02,1983,BAL,AL,WS,P,1,1,15.0,0,1,0,0,0,,0.0,0.0
marioma01,1946,SLN,NL,WS,SS,7,7,186.0,12,22,2,3,0,,,
hoytwa01,1927,NYA,AL,WS,P,1,1,22.0,0,0,0,0,0,,0.0,0.0
vizcajo01,2004,HOU,NL,NLCS,SS,7,7,175.0,5,20,1,1,0,,,
galaran01,1998,ATL,NL,NLDS1,1B,3,3,84.0,17,6,0,0,0,,,
labincl01,1955,BRO,NL,WS,P,4,0,28.0,0,3,0,0,0,,0.0,0.0
seleaa01,2000,SEA,AL,ALCS,P,1,1,18.0,0,0,0,0,0,,0.0,0.0
houttar01,1954,CLE,AL,WS,P,1,0,6.0,0,0,0,0,0,,0.0,0.0
figgich01,2005,LAA,AL,ALCS,3B,4,4,108.0,1,10,1,2,0,,,
justida01,2000,NYA,AL,ALCS,RF,2,0,9.0,0,0,0,0,0,,,
gowdyha01,1914,BSN,NL,WS,C,4,4,117.0,31,4,0,1,0,0.0,2.0,1.0
lockmwh01,1951,NY1,NL,WS,1B,6,6,156.0,48,5,2,4,0,,,
smithha08,1960,PIT,NL,WS,C,3,2,57.0,14,1,0,0,0,0.0,0.0,1.0
dawsojo01,1927,PIT,NL,WS,P,1,0,3.0,0,0,0,0,0,,1.0,0.0
rowesc01,1940,DET,AL,WS,P,2,2,11.0,0,1,0,0,0,,0.0,0.0
aurilri01,2002,SFN,NL,WS,SS,7,7,180.0,11,18,0,5,0,,,
smithle02,1984,CHN,NL,NLCS,P,2,0,6.0,1,0,0,0,0,,0.0,0.0
kennete02,1984,SDN,NL,NLCS,C,5,5,129.0,28,4,0,1,0,0.0,6.0,3.0
atherke01,1987,MIN,AL,WS,P,2,0,4.0,0,0,0,0,0,,0.0,0.0
fordle01,2004,MIN,AL,ALDS2,LF,1,1,33.0,1,0,0,0,0,,,
tamje01,2000,OAK,AL,ALDS1,P,3,0,6.0,0,1,0,0,0,,1.0,0.0
hamilda02,1996,TEX,AL,ALDS2,CF,4,4,114.0,16,1,0,1,0,,,
bosweda01,1969,MIN,AL,ALCS,P,1,1,32.0,1,4,0,1,0,,0.0,2.0
pooleji02,1998,CLE,AL,ALCS,P,4,0,4.0,0,0,0,0,0,,1.0,0.0
ceyro01,1978,LAN,NL,WS,3B,6,6,158.0,2,12,0,1,0,,,
pendlte01,1991,ATL,NL,WS,3B,7,7,196.0,3,20,2,2,0,,,
dayleke01,1987,SLN,NL,WS,P,4,0,14.0,0,0,0,0,0,,0.0,0.0
collied01,1917,CHA,AL,WS,2B,6,6,156.0,11,23,0,3,0,,,
gorzeto01,2012,WAS,NL,NLDS1,P,1,0,1.0,0,0,0,0,0,0.0,0.0,0.0
tomlira01,1991,PIT,NL,NLCS,P,1,1,18.0,1,0,0,0,0,,0.0,0.0
perezti01,2000,NYN,NL,WS,RF,5,4,110.0,8,1,1,0,0,,,
martipe02,2009,PHI,NL,NLCS,P,1,1,21.0,1,2,0,0,0,,0.0,1.0
lankfra01,1996,SLN,NL,NLCS,CF,3,3,75.0,7,0,0,0,0,,,
groatdi01,1960,PIT,NL,WS,SS,7,7,174.0,12,12,2,2,0,,,
thompda01,1970,MIN,AL,ALCS,2B,3,3,57.0,2,3,1,1,0,,,
moorejo02,1936,NY1,NL,WS,LF,6,6,159.0,10,0,0,0,0,,,
smithle02,1988,BOS,AL,ALCS,P,2,0,10.0,0,0,0,0,0,,1.0,0.0
booneaa01,2003,NYA,AL,WS,3B,6,6,159.0,4,13,3,2,0,,,
maricju01,1971,SFN,NL,NLCS,P,1,1,24.0,2,4,0,0,0,,0.0,0.0
beckejo02,2009,BOS,AL,ALDS2,P,1,1,20.0,0,0,0,0,0,,2.0,0.0
lemkema01,1993,ATL,NL,NLCS,2B,6,6,159.0,6,19,2,1,0,,,
rockejo01,1999,ATL,NL,NLDS1,P,2,0,10.0,0,0,0,0,0,,0.0,0.0
lugoju01,2001,HOU,NL,NLDS1,SS,2,2,51.0,6,5,3,3,0,,,
pacioto01,1974,LAN,NL,NLCS,RF,1,0,3.0,0,0,0,0,0,,,
devorjo01,1912,NY1,NL,WS,RF,3,3,83.0,9,2,1,1,0,,,
polanpl01,2000,SLN,NL,NLCS,3B,2,2,45.0,2,4,0,0,0,,,
vizquom01,1996,CLE,AL,ALDS1,SS,4,4,111.0,6,10,0,2,0,,,
yostne01,1982,ML4,AL,WS,C,1,0,6.0,1,0,0,0,0,0.0,0.0,0.0
greento01,1993,PHI,NL,WS,P,1,1,7.0,0,0,0,0,0,,0.0,0.0
underto01,1981,OAK,AL,ALCS,P,2,0,4.0,0,0,0,0,0,,0.0,0.0
clemero02,2001,NYA,AL,ALCS,P,1,1,15.0,0,1,0,0,0,,1.0,0.0
rudijo01,1971,OAK,AL,ALCS,LF,2,2,48.0,3,0,0,0,0,,,
sanguma01,1972,PIT,NL,NLCS,C,5,4,113.0,22,0,1,1,0,0.0,4.0,0.0
olerujo01,2005,BOS,AL,ALDS1,1B,2,2,48.0,16,2,0,3,0,,,
nenro01,2002,SFN,NL,NLCS,P,3,0,10.0,0,1,0,0,0,,0.0,0.0
vinafe01,2002,SLN,NL,NLCS,2B,5,5,131.0,10,9,0,0,0,,,
blylebe01,1987,MIN,AL,WS,P,2,2,39.0,0,1,0,0,0,,2.0,1.0
hunteca01,1972,OAK,AL,WS,P,3,2,48.0,0,3,1,0,0,,1.0,0.0
reardje01,1987,MIN,AL,ALCS,P,4,0,16.0,0,1,0,0,0,,0.0,0.0
floydga01,2008,CHA,AL,ALDS2,P,1,1,9.0,0,0,0,0,0,,1.0,0.0
mcclubo01,1982,ML4,AL,WS,P,5,0,13.0,0,0,0,0,0,,1.0,0.0
landrti01,1983,BAL,AL,WS,RF,2,0,9.0,1,0,0,0,0,,,
morriha02,1995,CIN,NL,NLCS,1B,4,3,93.0,27,3,0,2,0,,,
affelje01,2012,SFN,NL,NLDS2,P,3,0,11.0,0,1,0,0,0,0.0,0.0,0.0
blausje01,1996,ATL,NL,WS,SS,6,6,141.0,9,15,1,3,0,,,
karroer01,2003,CHN,NL,NLCS,1B,5,3,86.0,29,1,0,2,0,,,
hendrge01,1982,SLN,NL,WS,RF,7,7,183.0,10,1,0,0,0,,,
johnsda02,1969,BAL,AL,ALCS,2B,3,3,96.0,5,11,0,2,0,,,
lefebjo01,1980,NYA,AL,ALCS,LF,1,0,3.0,0,0,0,0,0,,,
thomair01,1911,PHA,AL,WS,C,4,4,105.0,31,5,0,0,0,0.0,1.0,3.0
gossari01,1978,NYA,AL,ALCS,P,2,0,12.0,0,1,0,0,0,,0.0,0.0
severha01,1925,WS1,AL,WS,C,1,1,21.0,6,0,1,0,0,0.0,1.0,0.0
bandosa01,1974,OAK,AL,ALCS,3B,4,4,108.0,3,8,0,2,0,,,
hurdlcl01,1980,KCA,AL,ALCS,RF,3,1,30.0,1,0,0,0,0,,,
garcifr02,2011,NYA,AL,ALDS1,P,1,1,,1,0,0,0,0,,,
flanami01,1983,BAL,AL,ALCS,P,1,1,15.0,0,0,0,0,0,,0.0,0.0
thomeji01,1995,CLE,AL,WS,3B,6,5,138.0,3,5,1,0,0,,,
lappja01,1910,PHA,AL,WS,C,1,1,27.0,4,2,0,0,0,0.0,1.0,2.0
nolanga01,1970,CIN,NL,WS,P,2,2,28.0,0,1,0,0,0,,0.0,0.0
jacksre01,1975,OAK,AL,ALCS,RF,3,3,75.0,5,2,0,2,0,,,
russebi01,1981,LAN,NL,NLCS,SS,5,5,132.0,10,15,0,3,0,,,
penaal01,1991,ATL,NL,WS,P,3,0,16.0,0,0,0,0,0,,0.0,0.0
bakerfr01,1921,NYA,AL,WS,3B,2,1,45.0,2,3,0,0,0,,,
hubbagl01,1988,OAK,AL,WS,2B,4,4,101.0,5,7,1,0,0,,,
skowrbi01,1961,NYA,AL,WS,1B,5,5,135.0,46,5,0,1,0,,,
loftoke01,2002,SFN,NL,NLCS,CF,5,5,130.0,14,1,0,1,0,,,
larkiba01,1990,CIN,NL,NLCS,SS,6,6,159.0,21,15,1,2,0,,,
petryda01,1987,DET,AL,ALCS,P,1,0,10.0,0,1,0,0,0,,0.0,0.0
mormaal01,1997,CLE,AL,ALDS1,P,1,0,0.0,0,0,0,0,0,,0.0,0.0
dempsri01,1983,BAL,AL,WS,C,5,5,120.0,27,4,0,0,0,0.0,1.0,2.0
muellle01,1945,DET,AL,WS,P,1,0,6.0,0,0,0,0,0,,0.0,0.0
garvest01,1978,LAN,NL,WS,1B,6,6,158.0,58,3,1,4,0,,,
dykstle01,1986,NYN,NL,WS,CF,7,6,168.0,14,0,0,0,0,,,
swishni01,2010,NYA,AL,ALCS,1B,1,0,12.0,3,0,0,1,0,,,
chrisla01,1981,PHI,NL,NEDIV,P,1,1,18.0,0,0,0,0,0,,0.0,0.0
deanpa01,1934,SLN,NL,WS,P,2,2,54.0,0,0,1,0,0,,0.0,2.0
delcama01,2008,BOS,AL,ALCS,P,3,0,6.0,0,1,0,0,0,,0.0,0.0
fieldpr01,2012,DET,AL,ALCS,1B,4,4,117.0,34,3,1,1,0,0.0,0.0,0.0
aguilri01,1991,MIN,AL,ALCS,P,3,0,10.0,0,0,0,0,0,,0.0,0.0
lockhke01,1998,ATL,NL,NLDS1,2B,3,3,84.0,8,9,0,0,0,,,
draveda01,1984,SDN,NL,NLCS,P,3,0,18.0,1,1,0,0,0,,0.0,1.0
reynosh01,1998,HOU,NL,NLDS2,P,1,1,21.0,0,2,0,1,0,,0.0,0.0
trammal01,1984,DET,AL,WS,SS,5,5,132.0,8,9,1,0,0,,,
adcocjo01,1958,ML1,NL,WS,1B,3,3,81.0,23,2,0,0,0,,,
alouma01,1972,OAK,AL,WS,RF,7,7,186.0,11,1,1,1,0,,,
cookde01,2000,NYN,NL,NLCS,P,1,0,3.0,0,0,0,0,0,,0.0,0.0
moyerja01,2007,PHI,NL,NLDS2,P,1,1,18.0,2,0,0,0,0,,0.0,1.0
pettian01,1999,NYA,AL,ALDS2,P,1,1,22.0,0,0,0,0,0,,0.0,0.0
riverma01,2009,NYA,AL,ALCS,P,5,0,21.0,1,0,0,0,0,,1.0,0.0
duncach01,2006,SLN,NL,WS,RF,2,2,39.0,2,0,1,0,0,,,
zachato01,1928,NYA,AL,WS,P,1,1,27.0,0,1,0,0,0,,0.0,0.0
pfeffje01,1916,BRO,NL,WS,P,3,1,32.0,0,2,0,0,0,,0.0,2.0
flynndo01,1976,CIN,NL,NLCS,2B,1,0,3.0,0,0,0,0,0,,,
colemje01,1957,NYA,AL,WS,2B,7,7,184.0,16,17,0,3,0,,,
lolicmi01,1968,DET,AL,WS,P,3,3,81.0,1,4,0,0,0,,4.0,1.0
tolanbo01,1972,CIN,NL,NLCS,CF,5,5,132.0,13,0,0,0,0,,,
grandcu01,2006,DET,AL,WS,CF,5,5,126.0,9,0,0,0,0,,,
millebo04,1965,LAN,NL,WS,P,2,0,4.0,0,0,0,0,0,,0.0,0.0
bancrda01,1915,PHI,NL,WS,SS,5,5,131.0,13,10,1,2,0,,,
splitpa01,1978,KCA,AL,ALCS,P,1,1,22.0,0,0,0,0,0,,0.0,0.0
carrahe01,1995,CIN,NL,NLCS,P,1,0,4.0,0,0,0,0,0,,0.0,0.0
douthta01,1930,SLN,NL,WS,CF,6,6,153.0,14,0,0,0,0,,,
hamilje01,1988,LAN,NL,NLCS,3B,7,7,189.0,9,10,2,0,0,,,
bryancl01,1938,CHN,NL,WS,P,1,1,16.0,0,0,0,0,0,,0.0,1.0
phillda01,1954,CLE,AL,WS,RF,2,2,48.0,1,0,0,0,0,,,
willibe02,2000,NYA,AL,ALCS,CF,6,6,159.0,14,0,0,0,0,,,
morrija02,1992,TOR,AL,ALCS,P,2,2,37.0,0,4,0,1,0,,2.0,0.0
justida01,1992,ATL,NL,NLCS,RF,7,7,183.0,19,3,0,0,0,,,
phillto02,1988,OAK,AL,WS,LF,1,1,9.0,0,0,0,0,0,,,
mirabdo01,2000,SFN,NL,NLDS2,C,2,1,31.0,6,1,0,0,0,0.0,1.0,1.0
swishni01,2010,NYA,AL,ALDS2,RF,3,3,72.0,6,0,0,0,0,,,
lolicmi01,1972,DET,AL,ALCS,P,2,2,57.0,1,2,0,0,0,,0.0,0.0
gowdyha01,1924,NY1,NL,WS,C,7,7,200.0,37,5,1,0,0,1.0,5.0,4.0
rudijo01,1974,OAK,AL,WS,LF,5,3,87.0,11,0,0,0,0,,,
walkela01,2004,SLN,NL,NLCS,RF,7,7,190.0,11,0,0,0,0,,,
palmeji01,1979,BAL,AL,ALCS,P,1,1,27.0,1,1,0,0,0,,0.0,1.0
polanpl01,2001,SLN,NL,NLDS2,3B,5,5,128.0,1,15,1,2,0,,,
davalvi01,1973,OAK,AL,WS,1B,1,0,9.0,5,0,0,0,0,,,
langery01,2005,ATL,NL,NLDS2,LF,3,3,100.0,10,0,0,0,0,,,
hodgegi01,1959,LAN,NL,WS,1B,6,6,159.0,53,3,0,6,0,,,
navardi01,2008,TBA,AL,WS,C,5,5,126.0,42,2,1,1,0,0.0,7.0,1.0
wilsomo01,1989,TOR,AL,ALCS,LF,3,3,81.0,7,0,0,0,0,,,
morgato01,1951,NYA,AL,WS,P,1,0,6.0,0,1,0,0,0,,0.0,0.0
maddugr01,1996,ATL,NL,NLCS,P,2,2,43.0,1,4,0,0,0,,1.0,0.0
hattesc01,1999,BOS,AL,ALDS1,C,1,0,6.0,2,0,0,0,0,0.0,0.0,0.0
smithlo01,1991,ATL,NL,WS,LF,3,3,66.0,2,0,0,0,0,,,
pasquda01,1993,CHA,AL,ALCS,1B,2,2,51.0,13,2,1,2,0,,,
overbly01,2011,ARI,NL,NLDS2,1B,1,1,,4,0,0,0,0,,,
damonjo01,2006,NYA,AL,ALDS1,CF,4,4,102.0,13,0,0,0,0,,,
larkiba01,1995,CIN,NL,NLDS2,SS,3,3,81.0,3,8,0,1,0,,,
cangejo01,1997,FLO,NL,NLCS,LF,1,1,27.0,2,0,0,0,0,,,
berrayo01,1960,NYA,AL,WS,C,3,2,54.0,13,1,0,0,0,0.0,2.0,1.0
olivejo01,2000,SEA,AL,ALDS2,C,3,2,51.0,12,0,0,0,0,0.0,1.0,0.0
koskico01,2002,MIN,AL,ALCS,3B,5,5,126.0,2,7,0,1,0,,,
burleri01,1975,BOS,AL,WS,SS,7,7,196.0,9,20,1,4,0,,,
jonesan01,1996,ATL,NL,WS,RF,2,1,36.0,3,1,0,1,0,,,
hugheto01,1903,BOS,AL,WS,P,1,1,6.0,0,0,0,0,0,,0.0,0.0
koufasa01,1965,LAN,NL,WS,P,3,3,72.0,1,4,0,0,0,,0.0,1.0
rogerst01,1981,MON,NL,NLCS,P,2,1,30.0,0,1,0,0,0,,1.0,0.0
villoro01,2007,NYA,AL,ALDS2,P,1,0,1.0,0,0,0,0,0,,0.0,0.0
roebued01,1955,BRO,NL,WS,P,1,0,6.0,2,0,0,0,0,,0.0,0.0
welchbo01,1985,LAN,NL,NLCS,P,1,1,8.0,0,0,1,0,0,,2.0,1.0
ogeach01,1997,CLE,AL,WS,P,2,2,35.0,0,2,0,0,0,,1.0,0.0
