schoolid,schoolname,schoolcity,schoolstate,schoolnick
genevapa,Geneva College,Beaver Falls,PA,Golden Tornadoes
etennst,East Tennessee State University,Johnson City,TN,Buccaneers
glenvilst,Glenville State College,Glenville,WV,Pioneers
bluefield,Bluefield College,Bluefield,VA,Rams
stmichaels,Saint Michael's College,Colchester,VT,Purple Knights
ucirvine,"University of California, Irvine",Irvine,CA,Anteaters
bowdoinme,Bowdoin College,Brunswick,ME,Polar Bears
edinboro,Edinboro University of Pennsylvania,Edinboro,PA,Fighting Scots
wconnst,Western Connecticut State University,Danbury,CT,Colonials
milligantn,Milligan College,Milligan College,TN,Buffaloes
lafayette,Lafayette College,Easton,PA,Leopards
montreatnc,Montreat College,Montreat,NC,Cavaliers
shipnsburg,Shippensburg University of Pennsylvania,Shippensburg,PA,Red Raiders
sdcity,San Diego City College,San Diego,CA,Knights
missvalley,Mississippi Valley State University,Itta Bena,MS,Delta Devils
whitwrthwa,Whitworth College,Spokane,WA,Pirates
alabamast,Alabama State University,Montgomery,AL,Hornets
plymouth,Plymouth State University,Plymouth,NH,Panthers
norwichvt,Norwich University,Northfield,VT,Cadets
millsapsms,Millsaps College,Jackson,MS,Majors
colbyme,Colby College,Waterville,ME,Mules
sanjosest,San Jose State University,San Jose,CA,Spartans
gaswestern,Georgia Southwestern State University,Americus,GA,Hurricanes
alabamaam,Alabama A&M University,Normal,AL,Bulldogs
uscaiken,University of South Carolina Aiken,Aiken,SC,Pacers
franklinin,Franklin College,Franklin,IN,Grizzlies
carthagewi,Carthage College,Kenosha,WI,Redmen
norfolkst,Norfolk State University,Norfolk,VA,Spartans
highpoint,High Point University,High Point,NC,Panthers
lemoynowen,LeMoyne-Owen College,Memphis,TN,Magicians
lutheria,Luther College,Decorah,IA,Norse
adelphi,Adelphi University,Garden City,NY,Panthers
tuftsma,Tufts University,Medford,MA,Jumbos
carkansas,University of Central Arkansas,Conway,AR,Bears
smaine,University of Southern Maine,Gorham,ME,Huskies
auburn,Auburn University,Auburn,AL,Tigers
millikin,Millikin University,Decatur,IL,Big Blue
vandy,Vanderbilt University,Nashville,TN,Commodores
knoxil,Knox College (and Lombard College),Galesburg,IL,Prairie Fire
kentst,Kent State University,Kent,OH,Golden Flashes
albertsnid,Albertson College of Idaho,Caldwell,ID,Coyotes
northwood,Northwood University,Midland,MI,Timberwolves
occidental,Occidental College,Los Angeles,CA,Tigers
grossmont,Grossmont College,El Cajon,CA,
lincolnmem,Lincoln Memorial University,Harrogate,TN,Railsplitters
swoklahoma,Southwestern Oklahoma State University,Weatherford,OK,Bulldogs
stjosephs,Saint Joseph's University,Philadelphia,PA,Hawks
wlmjewell,William Jewell College,Liberty,MO,Cardinals
wistvnspt,University of Wisconsin-Stevens Point,Stevens Point,WI,Pointers
prairview,Prairie View A&M University,Prairie View,TX,Panthers
ramaponj,Ramapo College of New Jersey,Mahwah,NJ,Roadrunners
alverniapa,Alvernia College,Reading,PA,Crusaders
messiah,Messiah College,Grantham,PA,Falcons
arkansas,University of Arkansas,Fayetteville,AR,Razorbacks
willmary,College of William and Mary,Williamsburg,VA,Tribe
kansas,University of Kansas,Lawrence,KS,Jayhawks
depaul,DePaul University,Chicago,IL,Blue Demons
tulane,Tulane University,New Orleans,LA,Green Wave
tamucomm,Texas A&M University-Commerce,Commerce,TX,Lions
hawaii,University of Hawai'i at Manoa,Honolulu,HI,Rainbows
gannon,Gannon University,Erie,PA,Golden Knights
sillinois,Southern Illinois University,Carbondale,IL,Salukis
sonomast,Sonoma State University,Rohnert Park,CA,Seawolves
huntercuny,"Hunter College, The City University of New York",New York,NY,Hawks
utarl,University of Texas at Arlington,Arlington,TX,Mavericks
ozarks,University of the Ozarks,Clarksville,AR,Eagles
uofsouth,University of the South,Sewanee,TN,Tigers
casewestrn,Case Western Reserve University,Cleveland,OH,Spartans
albrightpa,Albright College,Reading,PA,Lions
tampa,University of Tampa,Tampa,FL,Spartans
cwashngton,Central Washington University,Ellensburg,WA,Wildcats
akron,University of Akron,Akron,OH,Zips
lee,Lee University,Cleveland,TN,Flames
beloitwi,Beloit College,Beloit,WI,Buccaneers
minnesota,University of Minnesota,Minneapolis,MN,Golden Gophers
gonzaga,Gonzaga University,Spokane,WA,Bulldogs
ashland,Ashland University,Ashland,OH,Eagles
salabama,University of South Alabama,Mobile,AL,Jaguars
eckerd,Eckerd College,Saint Petersburg,FL,Tritons
mcdaniel,McDaniel College,Westminster,MD,Green Terror
southernu,Southern University and A&M College,Baton Rouge,LA,Jaguars
alcornst,Alcorn State University,Lorman,MS,Braves
upenn,University of Pennsylvania,Philadelphia,PA,Quakers
tnwesleyan,Tennessee Wesleyan College,Athens,TN,Bulldogs
wiscgbay,University of Wisconsin-Green Bay,Green Bay,WI,Phoenix
shenandoah,Shenandoah University,Winchester,VA,Hornets
sarkansas,Southern Arkansas University,Magnolia,AR,Muleriders
indianast,Indiana State University,Terre Haute,IN,Sycamores
neillinois,Northeastern Illinois University,Chicago,IL,
waynesburg,Waynesburg College,Waynesburg,PA,Yellow Jackets
idahost,Idaho State University,Pocatello,ID,Bengals
rider,Rider University,Lawrenceville,NJ,Broncs
colorado,University of Colorado,Boulder,CO,Buffaloes
lehigh,Lehigh University,Bethlehem,PA,Mountain Hawks
utahst,Utah State University,Logan,UT,Aggies
shaw,Shaw University,Raleigh,NC,Bears
houstnbapt,Houston Baptist University,Houston,TX,Huskies
tnmartin,University of Tennessee at Martin,Martin,TN,Skyhawks
auburnmont,Auburn University at Montgomery,Montgomery,AL,Senators
williamsma,Williams College,Williamston,MA,Ephs
chicagost,Chicago State University,Chicago,IL,Cougars
texasam,Texas A&M University,College Station,TX,Aggies
cshayward,"California State University, Hayward",Hayward,CA,Pioneers
butler,Butler University,Indianapolis,IN,Bulldogs
hobartny,Hobart and William Smith Colleges,Geneva,NY,Statesmen
indiana,Indiana University,Bloomington,IN,Hoosiers
andersonsc,Anderson College,Anderson,SC,Trojans
thielpa,Thiel College,Greenville,PA,Tomcats
georgtwnky,Georgetown College,Georgetown,KY,Tigers
pacific,University of the Pacific,Stockton,CA,Tigers
friendsks,Friends University,Wichita,KS,Falcons
brklyncuny,"Brooklyn College, The City University of New York",Brooklyn,NY,Bridges
bethcook,Bethune-Cookman College,Daytona Beach,FL,Wildcats
johnbrwnar,John Brown University,Siloam Springs,AR,Golden Eagles
mit,Massachusetts Institute of Technology,Cambridge,MA,Engineers
holycross,College of the Holy Cross,Worcester,MA,Crusaders
michigan,University of Michigan,Ann Arbor,MI,Wolverines
byu,Brigham Young University,Provo,UT,Cougars
presbytrn,Presbyterian College,Clinton,SC,Blue Hose
warnerpac,Warner Pacific College,Portland,OR,Knights
ncat,North Carolina Agricultural and Technical State University,Greensboro,NC,Aggies
ohdominican,Ohio Dominican University,Columbus,OH,Panthers
brdgwatrva,Bridgewater College,Bridgewater,VA,Eagles
ncolorado,University of Northern Colorado,Greeley,CO,Bears
grovecity,Grove City College,Grove City,PA,Wolverines
portland,University of Portland,Portland,OR,Pilots
macollege,Massachusetts College of Liberal Arts,North Adams,MA,Trailblazers
pepperdine,Pepperdine University,Malibu,CA,Waves
sunybing,State University of New York at Binghamton,Binghamton,NY,Bearcats
mobileal,University of Mobile,Mobile,AL,Rams
swesterntx,Southwestern University,Georgetown,TX,Pirates
drake,Drake University,Des Moines,IA,Bulldogs
wlmpennia,William Penn University,Oskaloosa,IA,Statesmen
georgewash,George Washington University,Washington,DC,Colonials
umass,University of Massachusetts Amherst,Amherst,MA,Minutemen
olemiss,University of Mississippi,Oxford,MS,Rebels
adrianmi,Adrian College,Adrian,MI,Bulldogs
wisconsin,University of Wisconsin-Madison,Madison,WI,Badgers
stmarysca,Saint Mary's College of California,Moraga,CA,Gaels
nmexico,University of New Mexico,Albuquerque,NM,Lobos
wofford,Wofford College,Spartanburg,SC,Terriers
bartonnc,Barton College,Wilson,NC,Bulldogs
mosouthern,Missouri Southern State University-Joplin,Joplin,MO,Lions
heidelberg,Heidelberg College,Tiffin,OH,Princes
delawarest,Delaware State University,Dover,DE,Hornets
oregon,University of Oregon,Eugene,OR,Ducks
sfaustin,Stephen F. Austin State University,Nacogdoches,TX,Lumberjacks
okstate,Oklahoma State University,Stillwater,OK,Cowboys
ferrisst,Ferris State University,Big Rapids,MI,Bulldogs
oberlinoh,Oberlin College,Oberlin,OH,Yeoman
lambuthtn,Lambuth University,Jackson,TN,Eagles
bucknell,Bucknell University,Lewisburg,PA,Bison
troyst,Troy State University,Troy,AL,Trojans
jacksonvil,Jacksonville University,Jacksonville,FL,Dolphins
pennst,Pennsylvania State University,State College,PA,Nittany Lions
tarletonst,Tarleton State University,Stephenville,TX,Texans
georgiast,Georgia State University,Atlanta,GA,Panthers
unlv,"University of Nevada, Las Vegas",Las Vegas,NV,Rebels
arkansaslr,University of Arkansas at Little Rock,Little Rock,AR,Trojans
hawaiihilo,University of Hawaii at Hilo,Hilo,HI,Vulcans
lacollege,Louisiana College,Pineville,LA,Wildcats
oralrob,Oral Roberts University,Tulsa,OK,Golden Eagles
hendrixar,Hendrix College,Conway,AR,Warriors
latech,Louisiana Tech University,Ruston,LA,Bulldogs
wwashngton,Western Washington University,Bellingham,WA,Vikings
newhamp,University of New Hampshire,Durham,NH,Wildcats
scstate,South Carolina State University,Orangeburg,SC,Bulldogs
