playerid,yearid,stint,teamid,lgid,g,g_batting,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp,g_old
ruebema01,1997,1,PIT,NL,44,43.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,43.0
herndla01,1977,1,SFN,NL,49,49.0,109.0,13.0,26.0,4.0,3.0,1.0,5.0,4.0,2.0,5.0,20.0,1.0,1.0,2.0,0.0,4.0,49.0
westda01,1990,1,MIN,AL,29,0.0,,,,,,,,,,,,,,,,,29.0
hudsore01,1974,1,LAN,NL,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mccarfr01,1872,1,MID,,19,19.0,85.0,17.0,28.0,4.0,1.0,0.0,10.0,0.0,0.0,1.0,3.0,,,,,,19.0
bordiri01,1981,1,OAK,AL,2,0.0,,,,,,,,,,,,,,,,,2.0
buhneja01,1995,1,SEA,AL,126,126.0,470.0,86.0,123.0,23.0,0.0,40.0,121.0,0.0,1.0,60.0,120.0,7.0,1.0,2.0,6.0,15.0,126.0
myattge01,1943,1,WS1,AL,42,42.0,53.0,11.0,13.0,3.0,0.0,0.0,3.0,3.0,0.0,13.0,7.0,,0.0,3.0,,0.0,42.0
dopsojo01,1985,1,MON,NL,4,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0
morriji01,1988,2,ATL,NL,51,51.0,92.0,6.0,14.0,2.0,0.0,2.0,13.0,0.0,1.0,10.0,13.0,1.0,0.0,0.0,3.0,2.0,51.0
yosted01,1958,1,WS1,AL,134,134.0,406.0,55.0,91.0,16.0,0.0,8.0,37.0,3.0,6.0,81.0,43.0,2.0,9.0,1.0,6.0,9.0,134.0
whitema01,1999,1,CLE,AL,8,8.0,25.0,2.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,8.0
wellsda01,2004,1,SDN,NL,31,29.0,57.0,2.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,24.0,0.0,1.0,8.0,0.0,1.0,29.0
delluda01,2006,1,PHI,NL,132,132.0,264.0,41.0,77.0,14.0,5.0,13.0,39.0,1.0,3.0,28.0,62.0,0.0,6.0,0.0,3.0,1.0,132.0
evansda01,1985,1,DET,AL,151,151.0,505.0,81.0,125.0,17.0,0.0,40.0,94.0,0.0,4.0,85.0,85.0,12.0,1.0,1.0,2.0,5.0,151.0
mamaual01,1913,1,PIT,NL,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,,,1.0
waittch01,1883,1,PHI,NL,1,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,,,,,,1.0
tocajo01,1999,1,NYN,NL,4,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
knottja01,1940,1,CHA,AL,25,25.0,57.0,2.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,5.0,17.0,,0.0,4.0,,0.0,25.0
brettge01,1980,1,KCA,AL,117,117.0,449.0,87.0,175.0,33.0,9.0,24.0,118.0,15.0,6.0,58.0,22.0,16.0,1.0,0.0,7.0,11.0,117.0
turlebo01,1956,1,NYA,AL,27,27.0,46.0,5.0,8.0,2.0,0.0,0.0,3.0,0.0,1.0,3.0,16.0,0.0,0.0,3.0,0.0,0.0,27.0
polanpl01,2001,1,SLN,NL,144,144.0,564.0,87.0,173.0,26.0,4.0,3.0,38.0,12.0,3.0,25.0,43.0,0.0,6.0,14.0,1.0,22.0,144.0
embrere01,1947,1,CLE,AL,28,28.0,52.0,5.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,14.0,,0.0,6.0,,0.0,28.0
moriage02,1903,1,CHN,NL,1,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0
blancgi01,1965,1,NYA,AL,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
fasseje01,2000,1,BOS,AL,38,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0
brownbo03,1954,1,NYA,AL,28,28.0,60.0,5.0,13.0,1.0,0.0,1.0,7.0,0.0,1.0,8.0,3.0,,0.0,0.0,1.0,3.0,28.0
kellypa01,1979,1,BAL,AL,68,68.0,153.0,25.0,44.0,11.0,0.0,9.0,25.0,4.0,5.0,20.0,25.0,1.0,1.0,0.0,3.0,2.0,68.0
alomasa02,2002,2,COL,NL,38,38.0,116.0,8.0,31.0,4.0,0.0,0.0,12.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,6.0,38.0
slattmi01,1888,1,NY1,NL,103,103.0,391.0,50.0,96.0,12.0,6.0,1.0,35.0,26.0,,13.0,28.0,,1.0,,,,103.0
fordwh01,1955,1,NYA,AL,39,39.0,86.0,9.0,14.0,0.0,0.0,1.0,7.0,0.0,0.0,11.0,16.0,0.0,0.0,3.0,0.0,1.0,39.0
patebo01,1980,1,MON,NL,23,23.0,39.0,3.0,10.0,2.0,0.0,0.0,5.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,2.0,0.0,23.0
parromi01,1979,1,SEA,AL,38,0.0,,,,,,,,,,,,,,,,,38.0
kattra01,1958,1,SLN,NL,19,19.0,41.0,1.0,7.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,1.0,3.0,19.0
blankcl01,1905,1,CIN,NL,19,19.0,56.0,8.0,11.0,1.0,1.0,0.0,7.0,1.0,,4.0,,,0.0,1.0,,,19.0
soderer01,1973,1,MIN,AL,35,35.0,111.0,22.0,33.0,7.0,2.0,1.0,9.0,1.0,2.0,21.0,16.0,0.0,1.0,2.0,0.0,4.0,35.0
chrismi02,1996,1,DET,AL,13,0.0,,,,,,,,,,,,,,,,,13.0
toeneha01,1947,1,WS1,AL,3,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,,0.0,3.0
brownch02,1987,1,SFN,NL,38,38.0,132.0,17.0,32.0,6.0,0.0,6.0,17.0,1.0,3.0,9.0,16.0,1.0,3.0,0.0,0.0,7.0,38.0
roberro01,1966,2,CHN,NL,11,11.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,11.0
marqugo01,1974,1,CHN,NL,11,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0
scharar01,1932,1,SLA,AL,81,81.0,303.0,43.0,92.0,19.0,2.0,0.0,42.0,4.0,8.0,25.0,10.0,,3.0,4.0,,,81.0
falcope01,1980,1,NYN,NL,37,37.0,41.0,2.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,12.0,0.0,0.0,6.0,0.0,0.0,37.0
petryda01,1980,1,DET,AL,27,0.0,,,,,,,,,,,,,,,,,27.0
goldswa01,1873,1,BL4,,1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0
mccovwi01,1972,1,SFN,NL,81,81.0,263.0,30.0,56.0,8.0,0.0,14.0,35.0,0.0,0.0,38.0,45.0,5.0,2.0,0.0,1.0,3.0,81.0
jamesch02,1991,1,CLE,AL,115,115.0,437.0,31.0,104.0,16.0,2.0,5.0,41.0,3.0,4.0,18.0,61.0,2.0,4.0,2.0,2.0,9.0,115.0
hawksch01,1921,1,NYA,AL,41,41.0,73.0,16.0,21.0,2.0,3.0,2.0,15.0,0.0,1.0,5.0,12.0,,0.0,1.0,,,41.0
pettian01,2000,1,NYA,AL,32,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
grabojo02,2008,1,PIT,NL,74,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
stantbu01,1931,1,SLA,AL,13,13.0,15.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,1.0,,,13.0
drakely01,1884,1,WS7,AA,2,2.0,7.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,,0.0,,,0.0,,,,2.0
plewshe01,1957,1,WS1,AL,104,104.0,329.0,51.0,89.0,19.0,4.0,1.0,26.0,0.0,3.0,28.0,39.0,1.0,2.0,1.0,6.0,10.0,104.0
perezpa01,1982,1,ATL,NL,16,16.0,18.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,5.0,0.0,0.0,16.0
chambbi02,1932,1,CHA,AL,12,12.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,,,12.0
cruzde01,1998,1,DET,AL,135,135.0,454.0,52.0,118.0,22.0,3.0,5.0,45.0,3.0,4.0,13.0,55.0,0.0,3.0,5.0,2.0,11.0,135.0
skowrbi01,1966,1,CHA,AL,120,120.0,337.0,27.0,84.0,15.0,2.0,6.0,29.0,1.0,1.0,26.0,45.0,4.0,3.0,2.0,1.0,11.0,120.0
mcquemo01,1884,1,CNU,UA,35,35.0,132.0,31.0,37.0,5.0,0.0,2.0,,0.0,,8.0,,,,,,,35.0
martida01,1999,1,TBA,AL,143,143.0,514.0,79.0,146.0,25.0,5.0,6.0,66.0,13.0,6.0,60.0,76.0,3.0,5.0,10.0,5.0,6.0,143.0
herzobu01,1909,1,NY1,NL,42,42.0,130.0,16.0,24.0,2.0,0.0,0.0,8.0,2.0,,13.0,,,1.0,2.0,,,42.0
oconnja01,1894,1,CL4,NL,86,86.0,330.0,67.0,104.0,23.0,7.0,2.0,51.0,15.0,,15.0,7.0,,0.0,,,,86.0
thomage01,1961,2,LAA,AL,79,79.0,282.0,39.0,79.0,12.0,1.0,13.0,59.0,3.0,6.0,21.0,66.0,1.0,3.0,3.0,2.0,3.0,79.0
guerrvl01,2000,1,MON,NL,154,154.0,571.0,101.0,197.0,28.0,11.0,44.0,123.0,9.0,10.0,58.0,74.0,23.0,8.0,0.0,4.0,15.0,154.0
phillan01,2005,1,NYA,AL,27,27.0,40.0,7.0,6.0,4.0,0.0,1.0,4.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,27.0
wolfra02,2002,1,PHI,NL,32,30.0,59.0,6.0,8.0,4.0,0.0,1.0,4.0,0.0,0.0,4.0,24.0,0.0,0.0,12.0,0.0,3.0,30.0
carradj01,2012,1,NYN,NL,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
princto01,2001,1,MIN,AL,64,64.0,196.0,19.0,43.0,4.0,1.0,7.0,23.0,3.0,1.0,12.0,39.0,0.0,6.0,0.0,1.0,5.0,64.0
stockmi01,1923,1,SLN,NL,151,151.0,603.0,63.0,174.0,33.0,3.0,2.0,96.0,9.0,6.0,40.0,21.0,,1.0,23.0,,,151.0
bodiepi01,1918,1,NYA,AL,91,91.0,324.0,36.0,83.0,12.0,6.0,3.0,46.0,6.0,,27.0,24.0,,3.0,17.0,,,91.0
kantler01,1916,1,PIT,NL,34,34.0,46.0,2.0,8.0,0.0,1.0,0.0,1.0,0.0,,2.0,11.0,,0.0,0.0,,,34.0
friasha01,1998,1,ARI,NL,15,15.0,23.0,4.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,15.0
stricsc01,2010,1,FLO,NL,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ausmubr01,2006,1,HOU,NL,139,139.0,439.0,37.0,101.0,16.0,1.0,2.0,39.0,3.0,1.0,45.0,71.0,2.0,6.0,9.0,3.0,21.0,139.0
haganar01,1883,1,PHI,NL,17,17.0,59.0,3.0,6.0,1.0,1.0,0.0,3.0,,,0.0,20.0,,,,,,17.0
josefe01,1990,2,SLN,NL,25,25.0,85.0,12.0,23.0,4.0,1.0,3.0,13.0,4.0,4.0,8.0,16.0,0.0,0.0,0.0,0.0,1.0,25.0
monbobi01,1965,1,BOS,AL,36,36.0,68.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,30.0,0.0,0.0,10.0,0.0,1.0,36.0
dresery01,2001,1,CLE,AL,9,0.0,,,,,,,,,,,,,,,,,9.0
johnssi01,1940,1,PHI,NL,37,37.0,43.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,,0.0,13.0,,0.0,2.0,,1.0,37.0
heussed01,1945,1,CIN,NL,31,31.0,77.0,10.0,19.0,2.0,1.0,1.0,7.0,0.0,,3.0,19.0,,0.0,5.0,,1.0,31.0
barnesk01,1991,1,DET,AL,75,75.0,159.0,28.0,46.0,13.0,2.0,5.0,17.0,10.0,7.0,9.0,24.0,1.0,0.0,2.0,1.0,1.0,75.0
zupcibo01,1994,2,CHA,AL,32,32.0,88.0,10.0,18.0,4.0,1.0,1.0,8.0,0.0,0.0,4.0,16.0,0.0,0.0,4.0,1.0,2.0,32.0
goldmjo01,1930,1,CLE,AL,111,111.0,306.0,32.0,74.0,18.0,0.0,1.0,44.0,3.0,5.0,28.0,25.0,,3.0,14.0,,,111.0
glossal01,1942,1,PHI,NL,121,121.0,454.0,33.0,102.0,15.0,1.0,4.0,40.0,3.0,,29.0,35.0,,1.0,6.0,,6.0,121.0
odeake01,1939,1,NY1,NL,52,52.0,97.0,7.0,17.0,1.0,0.0,3.0,11.0,0.0,,10.0,16.0,,0.0,2.0,,2.0,52.0
grubefr01,1936,1,CHA,AL,33,33.0,93.0,6.0,15.0,2.0,1.0,0.0,11.0,1.0,0.0,9.0,15.0,,0.0,3.0,,,33.0
godbyda01,1974,1,SLN,NL,13,13.0,13.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,13.0
nelsobr01,2002,1,BOS,AL,25,25.0,34.0,6.0,9.0,3.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,25.0
whiteea01,1932,1,DET,AL,33,33.0,90.0,9.0,22.0,4.0,0.0,0.0,7.0,0.0,0.0,4.0,19.0,,0.0,5.0,,,33.0
swanska01,1929,1,CHA,AL,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0
willima04,1990,1,SFN,NL,159,159.0,617.0,87.0,171.0,27.0,2.0,33.0,122.0,7.0,4.0,33.0,138.0,9.0,7.0,2.0,5.0,13.0,159.0
hoilech01,1996,1,BAL,AL,127,127.0,407.0,64.0,105.0,13.0,0.0,25.0,73.0,0.0,1.0,57.0,97.0,1.0,9.0,1.0,7.0,7.0,127.0
renkost01,1979,1,BOS,AL,27,0.0,,,,,,,,,,,,,,,,,27.0
antonjo01,1945,1,SLN,NL,2,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,,0.0,2.0
heaveda01,1976,1,SFN,NL,61,61.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0
leecl01,1922,1,PHI,NL,122,122.0,422.0,65.0,136.0,29.0,6.0,17.0,77.0,2.0,3.0,32.0,43.0,,1.0,7.0,,,122.0
smithbo03,1957,1,SLN,NL,6,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
nixla01,2010,1,CIN,NL,97,97.0,165.0,16.0,48.0,11.0,2.0,4.0,18.0,0.0,1.0,15.0,39.0,4.0,0.0,2.0,0.0,5.0,
hambyji01,1927,1,NY1,NL,21,21.0,52.0,6.0,10.0,0.0,1.0,0.0,5.0,1.0,,7.0,7.0,,0.0,0.0,,,21.0
bushgu01,1926,1,CHN,NL,35,35.0,48.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,,1.0,7.0,,0.0,3.0,,,35.0
coraal01,2006,1,BOS,AL,96,96.0,235.0,31.0,56.0,7.0,2.0,1.0,18.0,6.0,2.0,19.0,29.0,1.0,6.0,4.0,0.0,4.0,96.0
frasech01,1905,1,BSN,NL,48,48.0,156.0,15.0,35.0,8.0,0.0,0.0,10.0,0.0,,5.0,,,0.0,3.0,,,48.0
millwke01,2008,1,TEX,AL,29,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0
gharrpa01,1930,1,WS1,AL,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0
vernomi01,1941,1,WS1,AL,138,138.0,531.0,73.0,159.0,27.0,11.0,9.0,93.0,9.0,3.0,43.0,51.0,,0.0,7.0,,12.0,138.0
bordimi01,1991,1,OAK,AL,90,90.0,235.0,21.0,56.0,5.0,1.0,0.0,21.0,3.0,4.0,14.0,37.0,0.0,3.0,12.0,1.0,3.0,90.0
bergmda01,1979,1,HOU,NL,13,13.0,15.0,4.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0
servisc01,1997,1,CIN,NL,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
sexauel01,1948,1,BRO,NL,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
palmeda01,1985,1,MON,NL,24,24.0,36.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,2.0,24.0
abbotpa01,2000,1,SEA,AL,35,2.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
hevinjo01,1925,1,BOS,AL,45,45.0,119.0,14.0,20.0,7.0,0.0,0.0,6.0,0.0,1.0,12.0,7.0,,0.0,1.0,,,45.0
delahmi01,1963,1,CLE,AL,67,67.0,150.0,15.0,40.0,10.0,0.0,5.0,25.0,0.0,0.0,9.0,29.0,0.0,1.0,1.0,0.0,3.0,67.0
thomage01,1971,1,BOS,AL,9,9.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0
fernato01,1987,1,TOR,AL,146,146.0,578.0,90.0,186.0,29.0,8.0,5.0,67.0,32.0,12.0,51.0,48.0,3.0,5.0,4.0,4.0,14.0,146.0
vanlawi01,1995,1,SFN,NL,18,18.0,46.0,1.0,7.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,1.0,18.0
lindavi01,1908,1,BSN,NL,43,43.0,85.0,10.0,15.0,1.0,0.0,0.0,4.0,0.0,,5.0,,,0.0,4.0,,,43.0
valdeef01,1990,1,CLE,AL,13,0.0,,,,,,,,,,,,,,,,,13.0
brownju01,1927,1,CLE,AL,8,8.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,,0.0,0.0,,,8.0
cadargr01,1992,1,NYA,AL,46,0.0,,,,,,,,,,,,,,,,,46.0
davisha01,1915,1,PHA,AL,5,5.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,,0.0,1.0,,,5.0
scottti01,1996,2,SFN,NL,20,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0
heathmi02,1982,1,OAK,AL,101,101.0,318.0,43.0,77.0,18.0,4.0,3.0,39.0,8.0,3.0,27.0,36.0,3.0,0.0,2.0,4.0,3.0,101.0
cruzja01,1999,1,CLE,AL,32,32.0,88.0,14.0,29.0,5.0,1.0,3.0,17.0,0.0,2.0,5.0,13.0,0.0,1.0,1.0,1.0,4.0,32.0
schaijo01,1959,1,WS1,AL,16,16.0,59.0,3.0,9.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,16.0
morried01,1884,1,CL5,AA,57,57.0,199.0,19.0,37.0,4.0,8.0,0.0,0.0,0.0,,5.0,,,3.0,,,,57.0
coffmsl01,1938,1,DET,AL,39,39.0,24.0,2.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0,7.0,,0.0,1.0,,,39.0
johnsha01,1936,1,PHA,AL,3,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,3.0
murphto02,1972,2,KCA,AL,21,21.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,21.0
olivebo01,1972,2,CAL,AL,134,134.0,509.0,47.0,137.0,20.0,4.0,19.0,70.0,4.0,3.0,27.0,97.0,8.0,3.0,0.0,5.0,15.0,134.0
creebi01,1913,1,NYA,AL,145,145.0,534.0,51.0,145.0,25.0,6.0,1.0,63.0,22.0,,50.0,51.0,,4.0,17.0,,,145.0
connoch01,1949,1,BRO,NL,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,1.0
coffeja01,1909,1,BSN,NL,73,73.0,257.0,21.0,48.0,4.0,4.0,0.0,20.0,2.0,,11.0,,,3.0,3.0,,,73.0
crawfla01,1937,1,PHI,NL,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
felizpe01,2008,1,PHI,NL,133,133.0,425.0,43.0,106.0,19.0,2.0,14.0,58.0,0.0,0.0,33.0,54.0,3.0,0.0,3.0,2.0,14.0,133.0
anderdw01,1973,1,SLN,NL,18,18.0,17.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0
healyth01,1916,1,PHA,AL,6,6.0,23.0,4.0,6.0,1.0,1.0,0.0,2.0,1.0,,1.0,2.0,,1.0,0.0,,,6.0
mccatst01,1978,1,OAK,AL,9,0.0,,,,,,,,,,,,,,,,,9.0
congabu01,1907,1,CLE,AL,9,9.0,22.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,,4.0,,,0.0,0.0,,,9.0
fordwh01,1959,1,NYA,AL,35,35.0,65.0,6.0,15.0,4.0,0.0,1.0,6.0,0.0,0.0,12.0,11.0,0.0,0.0,3.0,0.0,0.0,35.0
barrysh01,1902,1,PHI,NL,138,138.0,543.0,65.0,156.0,20.0,6.0,3.0,58.0,14.0,,44.0,,,2.0,17.0,,,138.0
poormto01,1885,1,BSN,NL,56,56.0,227.0,44.0,54.0,5.0,3.0,3.0,25.0,,,7.0,32.0,,,,,,56.0
hergema01,1999,1,LAN,NL,17,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0
avilabo01,1959,2,BOS,AL,22,22.0,45.0,7.0,11.0,0.0,0.0,3.0,6.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,3.0,22.0
weathda01,2001,1,MIL,NL,52,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0
campbbi02,1984,1,PHI,NL,57,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
