year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1992,NHL,LAK,22,15,5.0,,17,20,5.0,,,,,,7,4,1,,9,3,1,,4,7,2,,4,7,2.0,,3,8,1.0,,9,3,2,,3,3,1,
1974,WHA,MFS,26,13,0.0,,16,20,3.0,,,,,,2,4,0,,4,7,0,,10,5,0,,9,4,0.0,,6,7,2.0,,9,3,1,,2,3,0,
1975,WHA,EDO,20,17,3.0,,7,32,2.0,,,,,,4,6,2,,6,8,0,,5,9,0,,3,8,1.0,,4,8,2.0,,4,9,0,,1,1,0,
2010,NHL,EDM,13,22,,6,12,23,,6,,,,,3,4,,2,4,8,,2,5,5,,3,3,9,,1,5,9,,0,3,8,,3,2,2,,1
1974,NHL,DET,17,17,6.0,,6,28,6.0,,,,,,5,4,0,,2,9,2,,3,7,3,,3,6,4.0,,4,9,1.0,,5,8,2,,1,2,0,
1943,NHL,BOS,15,8,2.0,,4,18,3.0,,,,,,0,0,1,,5,6,1,,5,2,2,,3,8,0.0,,3,6,0.0,,3,4,1,,,,,
1942,NHL,NYR,7,13,5.0,,4,18,3.0,,,,,,0,1,0,,4,6,1,,3,6,1,,0,9,3.0,,2,6,2.0,,2,3,1,,,,,
1984,NHL,WAS,27,11,2.0,,19,14,7.0,,,,,,4,3,2,,5,5,3,,12,2,2,,10,3,0.0,,7,3,2.0,,6,8,0,,2,1,0,
1988,NHL,DET,20,14,6.0,,14,20,6.0,,,,,,4,4,3,,9,3,1,,5,8,1,,5,6,3.0,,5,5,3.0,,6,7,1,,0,1,0,
1985,NHL,HAR,21,17,2.0,,19,19,2.0,,,,,,6,4,0,,5,7,0,,8,5,1,,7,6,0.0,,2,10,1.0,,9,3,2,,3,1,0,
1999,NHL,NYI,10,25,5.0,1,14,23,4.0,0,,,,,2,6,1,0,4,6,2,0,3,9,2,0,4,9,1.0,1,4,8,1.0,0,5,8,1,0,2,2,1,0
1975,WHA,SDM,24,12,4.0,,12,26,2.0,,,,,,3,3,1,,6,7,1,,7,4,2,,8,8,0.0,,6,6,0.0,,5,8,2,,1,2,0,
1978,NHL,COR,8,24,8.0,,7,29,4.0,,,,,,2,7,1,,2,8,4,,3,9,1,,5,7,2.0,,1,11,0.0,,1,10,2,,1,1,2,
2008,NHL,NYR,26,11,,4,17,19,,5,,,,,10,2,,1,7,6,,1,6,5,,1,6,5,,1,3,6,,4,8,4,,1,3,2,,0
2008,NHL,COL,18,21,,2,14,24,,3,,,,,5,5,,0,6,7,,0,8,5,,1,4,9,,0,5,8,,0,3,9,,1,1,2,,3
1997,NHL,WAS,23,12,6.0,,17,18,6.0,,,,,,7,4,2,,6,6,2,,4,5,4,,9,2,2.0,,0,4,1.0,,8,7,0,,6,2,1,
1999,NHL,WAS,26,5,8.0,2,18,19,4.0,0,,,,,2,6,2,0,7,3,2,1,4,6,2,0,11,1,2.0,0,8,4,2.0,0,10,2,1,1,2,2,1,0
1989,NHL,DET,20,14,6.0,,8,24,8.0,,,,,,4,6,2,,2,10,1,,6,5,3,,6,6,0.0,,5,5,4.0,,5,6,3,,0,0,1,
2002,NHL,BOS,23,11,5.0,2,13,20,6.0,2,,,,,6,2,2,0,10,1,1,1,5,8,1,0,5,8,1.0,0,2,6,3.0,1,7,5,2,2,1,1,1,0
2003,NHL,CAL,21,14,5.0,1,21,16,2.0,2,,,,,4,4,0,1,5,4,1,2,10,3,2,0,6,8,1.0,0,7,5,1.0,0,9,5,2,0,1,1,0,0
1999,NHL,TBL,13,20,4.0,4,6,27,5.0,3,,,,,3,5,1,1,5,6,1,1,2,6,3,1,2,10,1.0,1,3,6,1.0,2,3,10,1,1,1,4,1,0
1937,NHL,DET,8,10,6.0,,4,15,5.0,,,,,,,,,,2,6,1,,1,7,2,,3,5,5.0,,3,2,3.0,,3,5,0,,,,,
1996,NHL,DAL,25,13,3.0,,23,13,5.0,,,,,,9,2,0,,7,6,1,,6,5,2,,7,5,1.0,,9,4,0.0,,8,1,2,,2,3,2,
1933,NHL,MTM,11,6,7.0,,8,12,4.0,,,,,,,,,,3,3,2,,1,6,3,,6,4,3.0,,6,4,1.0,,3,1,2,,,,,
2006,NHL,DET,29,4,,8,21,15,,5,,,,,6,4,,1,7,2,,3,11,3,,1,8,5,,1,8,2,,2,7,3,,4,3,0,,1
1979,NHL,DET,14,21,5.0,,12,22,6.0,,,,,,2,5,2,,4,5,2,,5,7,3,,8,6,0.0,,3,7,2.0,,4,10,2,,0,3,0,
2000,NHL,NJD,24,11,6.0,0,24,8,6.0,3,,,,,6,2,2,0,6,6,1,0,8,3,3,0,7,2,3.0,2,4,4,3.0,1,13,2,0,0,4,0,0,0
2007,NHL,EDM,23,17,,1,18,18,,5,,,,,5,8,,0,6,6,,1,5,6,,3,7,5,,1,7,5,,0,10,4,,1,1,1,,0
2001,NHL,CAR,15,13,11.0,2,20,13,5.0,3,,,,,6,5,0,2,6,6,4,0,8,2,1,3,3,6,5.0,0,2,3,1.0,0,7,2,3,0,3,2,2,0
2009,NHL,TBL,21,14,,6,13,22,,6,,,,,4,3,,4,6,4,,4,5,8,,2,7,6,,1,4,3,,0,5,10,,1,3,2,,0
1986,NHL,MNS,17,20,3.0,,13,20,7.0,,,,,,4,5,1,,5,6,1,,7,6,1,,6,4,4.0,,5,7,0.0,,3,11,2,,0,1,1,
2009,NHL,CAL,20,17,,4,20,15,,6,,,,,7,4,,1,10,2,,2,6,6,,2,4,8,,3,3,3,,1,9,6,,0,1,3,,1
2001,NHL,CBS,14,18,5.0,4,8,29,3.0,1,,,,,1,7,4,0,6,6,1,1,3,9,1,0,4,9,1.0,0,1,3,1.0,2,5,8,0,2,2,5,0,0
2009,NHL,COL,24,14,,3,19,16,,6,,,,,10,2,,2,5,6,,3,8,5,,1,7,5,,0,5,2,,0,6,8,,1,2,2,,2
1924,WCHL,VMR,6,7,0.0,,6,9,0.0,,,,,,,,,,,,,,3,7,0,,4,5,0.0,,5,3,0.0,,0,1,0,,,,,
1963,NHL,DET,23,9,3.0,,7,20,8.0,,,,,,4,4,1,,2,6,2,,6,6,3,,5,5,2.0,,7,5,2.0,,6,3,1,,,,,
1988,NHL,BUF,25,12,3.0,,13,23,4.0,,,,,,5,6,2,,6,6,0,,5,7,2,,8,3,2.0,,6,6,0.0,,6,7,1,,2,0,0,
1962,NHL,NYR,12,17,6.0,,10,19,6.0,,,,,,2,5,1,,6,7,1,,3,7,4,,3,6,2.0,,4,6,3.0,,4,5,1,,,,,
1999,NHL,OTT,24,10,5.0,2,17,18,6.0,0,,,,,8,2,1,1,6,6,1,0,5,3,4,0,6,5,2.0,1,6,4,2.0,0,7,6,1,0,3,2,0,0
1913,NHA,QU1,8,2,0.0,,4,6,0.0,,,,,,,,,,,,,,1,1,0,,4,5,0.0,,6,2,0.0,,1,0,0,,,,,
1984,NHL,MTL,24,10,6.0,,17,17,6.0,,,,,,6,2,1,,7,3,3,,8,4,3,,4,7,3.0,,7,5,0.0,,7,6,1,,2,0,1,
2000,NHL,STL,28,5,5.0,3,15,17,7.0,2,,,,,9,2,1,0,7,2,2,0,9,1,1,0,9,6,0.0,2,5,5,3.0,0,2,5,4,3,2,1,1,0
1911,PCHA,VA1,4,4,0.0,,3,5,0.0,,,,,,,,,,,,,,,,,,3,4,0.0,,2,3,0.0,,2,2,0,,,,,
1969,NHL,MNS,11,16,11.0,,8,19,11.0,,,,,,4,4,0,,3,5,4,,2,4,7,,1,9,3.0,,0,8,4.0,,7,5,4,,2,0,0,
1982,NHL,TOR,20,15,5.0,,8,25,7.0,,,,,,2,5,4,,2,7,1,,2,9,2,,6,7,3.0,,8,4,0.0,,7,7,2,,1,1,0,
1912,PCHA,VA1,7,1,0.0,,3,4,0.0,,,,,,,,,,,,,,2,1,0,,4,1,0.0,,3,2,0.0,,1,1,0,,,,,
1938,NHL,NYA,12,8,4.0,,5,13,6.0,,,,,,,,,,5,3,1,,5,3,2,,4,4,5.0,,2,6,2.0,,1,5,0,,,,,
1976,NHL,NYI,24,11,5.0,,23,10,7.0,,,,,,7,2,2,,8,4,1,,7,2,2,,7,6,2.0,,9,2,2.0,,8,4,3,,1,1,0,
1994,NHL,ANA,11,9,4.0,,5,18,1.0,,,,,,,,,,,,,,,,,,3,3,0.0,,2,8,1.0,,4,8,3,,6,7,1,
1934,NHL,NYA,7,13,4.0,,5,14,5.0,,,,,,,,,,3,2,0,,3,8,3,,1,7,4.0,,4,4,1.0,,1,6,1,,,,,
1992,NHL,MNS,18,17,7.0,,18,21,3.0,,,,,,6,5,1,,7,4,2,,6,4,2,,7,5,3.0,,4,7,1.0,,3,9,1,,3,4,0,
1926,NHL,MTM,6,13,3.0,,14,7,1.0,,,,,,,,,,3,4,0,,2,4,2,,5,5,1.0,,8,3,0.0,,2,4,1,,,,,
1993,NHL,WAS,17,16,9.0,,22,19,1.0,,,,,,6,7,0,,4,6,1,,7,4,2,,5,7,1.0,,9,2,2.0,,4,6,4,,4,3,0,
1996,NHL,HAR,23,15,3.0,,9,24,8.0,,,,,,5,2,2,,6,5,3,,6,6,1,,3,10,1.0,,4,6,2.0,,5,7,1,,3,3,1,
2011,NHL,CHI,27,8,,6,18,18,,5,,,,,7,2,,2,7,6,,1,10,2,,1,5,5,,3,5,9,,0,10,2,,2,1,0,,2
2008,NHL,EDM,18,17,,6,20,18,,3,,,,,4,4,,1,6,7,,1,7,5,,1,8,4,,0,6,6,,2,5,6,,4,2,3,,0
1979,NHL,VAN,14,17,9.0,,13,20,7.0,,,,,,4,3,3,,6,5,3,,4,8,1,,1,11,1.0,,4,5,3.0,,5,5,5,,3,0,0,
1956,NHL,DET,23,7,5.0,,15,13,7.0,,,,,,5,0,2,,7,3,2,,7,5,3,,8,4,1.0,,5,4,3.0,,6,4,1,,,,,
1985,NHL,NJD,17,21,2.0,,11,28,1.0,,,,,,4,5,1,,5,6,0,,4,10,0,,2,11,1.0,,4,6,1.0,,7,10,0,,2,1,0,
1997,NHL,DAL,26,8,7.0,,23,14,4.0,,,,,,9,4,1,,9,3,3,,7,2,3,,8,4,1.0,,5,0,0.0,,5,5,3,,6,4,0,
1988,NHL,PIT,24,13,3.0,,16,20,4.0,,,,,,7,4,0,,7,6,0,,9,2,3,,5,6,1.0,,4,6,3.0,,6,9,0,,2,0,0,
1912,NHA,TO1,3,7,0.0,,4,6,0.0,,,,,,,,,,,,,,0,1,0,,4,5,0.0,,3,5,0.0,,0,2,0,,,,,
1988,NHL,NYI,19,18,3.0,,9,29,2.0,,,,,,4,5,1,,3,10,1,,3,9,0,,6,7,1.0,,5,7,1.0,,6,8,1,,1,1,0,
2005,NHL,CHI,16,19,,6,10,24,,7,,,,,3,8,,0,7,6,,0,3,6,,4,4,8,,2,1,3,,2,5,7,,3,3,5,,2
1999,NHL,BOS,12,17,11.0,1,12,16,8.0,5,,,,,4,5,4,0,7,3,2,0,2,6,3,2,4,4,4.0,2,2,5,4.0,0,4,7,1,2,1,3,1,0
1998,NHL,EDM,17,19,5.0,,16,18,7.0,,,,,,5,4,0,,7,5,1,,3,8,2,,4,3,4.0,,4,8,2.0,,5,7,2,,5,2,1,
1995,NHL,TBL,22,14,5.0,,16,18,7.0,,,,,,2,4,4,,7,6,1,,7,5,1,,5,5,1.0,,7,5,1.0,,6,4,4,,4,3,0,
1948,NHL,MTL,19,8,3.0,,9,15,6.0,,,,,,2,2,3,,4,4,1,,5,5,1,,7,6,1.0,,4,5,1.0,,6,1,2,,,,,
