year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1955,SF,B,DET,NHL,TOR,NHL,4,1,0,14,10,
1999,CQF,H,DET,NHL,LAK,NHL,4,0,0,15,6,
1923,F,,MTL,NHL,OTS,NHL,2,0,0,5,2,TG
1944,SCF,C,TOR,NHL,DET,NHL,4,3,0,9,9,
2009,CQF,A,MTL,NHL,WAS,NHL,4,3,0,20,22,
1977,SF,J,BOS,NHL,PHI,NHL,4,1,0,21,15,
1977,Pre,A,PHI,NHL,COR,NHL,2,0,0,6,3,
2008,CSF,K,DET,NHL,AND,NHL,4,3,0,22,17,
1925,F,,MTM,NHL,OTS,NHL,1,0,1,2,1,TG
2011,CF,M,NJD,NHL,NYR,NHL,4,2,0,15,14,
1957,SCF,C,MTL,NHL,BOS,NHL,4,2,0,16,14,
1921,F,,REG,WCHL,EDE,WCHL,1,0,1,3,2,TG
1986,DSF,H,WIN,NHL,CAL,NHL,4,2,0,22,15,
1991,DF,J,PIT,NHL,NYR,NHL,4,2,0,24,19,
1977,Pre,C,TOR,NHL,LAK,NHL,2,0,0,11,3,
1959,SF,B,TOR,NHL,DET,NHL,4,2,0,20,16,
2002,CQF,A,OTT,NHL,NYI,NHL,4,1,0,13,7,
2001,CQF,G,SJS,NHL,PHO,NHL,4,1,0,13,7,
1957,SF,B,BOS,NHL,NYR,NHL,4,2,0,28,16,
2005,CF,M,CAR,NHL,BUF,NHL,4,3,0,22,17,
1932,SCF,E,NYR,NHL,TOR,NHL,3,1,0,11,5,
1927,SF,C,MTM,NHL,MTL,NHL,1,0,1,3,2,TG
1978,QF,F,MTL,NHL,TOR,NHL,4,0,0,19,10,
2009,CQF,C,BOS,NHL,BUF,NHL,4,2,0,16,15,
1929,SF,A,BOS,NHL,MTM,NHL,3,1,0,11,5,
1967,SF,F,STL,NHL,MNS,NHL,4,3,0,18,22,
1974,Pre,C,PIT,NHL,STL,NHL,2,0,0,9,6,
1977,QF,G,TOR,NHL,NYI,NHL,4,3,0,16,13,
1995,CQF,A,PHI,NHL,TBL,NHL,4,2,0,26,13,
1958,SF,A,MTL,NHL,CHI,NHL,4,2,0,21,16,
1973,DSF,,MFS,WHA,EDO,WHA,4,1,0,22,14,
1983,DF,K,MNS,NHL,STL,NHL,4,3,0,19,17,
2003,CQF,G,CAL,NHL,VAN,NHL,4,3,0,19,16,
1966,SF,A,TOR,NHL,CHI,NHL,4,2,0,18,14,
1937,QF,C,CHI,NHL,MTL,NHL,2,1,0,11,8,
1988,DSF,C,PHI,NHL,WAS,NHL,4,2,0,25,19,
2003,SCF,O,TBL,NHL,CAL,NHL,4,3,0,13,14,
1974,SF,J,BUF,NHL,MTL,NHL,4,2,0,21,29,
1957,SF,A,MTL,NHL,DET,NHL,4,0,0,19,6,
1979,Pre,G,CHI,NHL,STL,NHL,3,0,0,12,4,
1936,SF,D,NYR,NHL,MTM,NHL,2,0,0,5,0,
1923,SCSF,,MTL,NHL,VAM,PCHA,2,0,0,5,3,
1952,SF,A,BOS,NHL,DET,NHL,4,2,0,21,21,
1986,DSF,E,TOR,NHL,STL,NHL,4,2,0,15,12,
1968,QF,A,MTL,NHL,NYR,NHL,4,0,0,16,7,
1995,CQF,C,NYR,NHL,MTL,NHL,4,2,0,19,17,
1989,DSF,G,LAK,NHL,CAL,NHL,4,2,0,29,24,
1990,DSF,H,EDM,NHL,CAL,NHL,4,3,0,22,20,
2003,CQF,D,TOR,NHL,OTT,NHL,4,3,0,14,11,
1949,SF,A,DET,NHL,TOR,NHL,4,3,0,10,11,
1978,SF,J,MTL,NHL,BOS,NHL,4,3,0,25,20,
1962,SF,A,TOR,NHL,MTL,NHL,4,1,0,14,6,
1979,QF,L,NYI,NHL,BOS,NHL,4,1,0,19,14,
1994,CQF,G,VAN,NHL,STL,NHL,4,3,0,27,27,
1951,SF,A,DET,NHL,TOR,NHL,4,0,0,13,3,
1999,CQF,C,TOR,NHL,OTT,NHL,4,2,0,17,10,
1984,DSF,B,QUE,NHL,BUF,NHL,3,2,0,22,22,
2002,SCF,O,NJD,NHL,ANA,NHL,4,3,0,19,12,
2008,CQF,C,CAR,NHL,NJD,NHL,4,3,0,17,15,
1984,DSF,D,NYI,NHL,WAS,NHL,3,2,0,14,12,
2001,CF,N,DET,NHL,COL,NHL,4,3,0,22,13,
1923,SCF,,MTL,NHL,CAT,WCHL,2,0,0,9,1,
2000,CQF,D,BUF,NHL,PHI,NHL,4,2,0,21,13,
1986,DSF,B,MTL,NHL,BOS,NHL,4,0,0,19,11,
1926,SF,C,OTS,NHL,MTL,NHL,1,0,1,5,1,TG
1997,CQF,G,DET,NHL,PHO,NHL,4,2,0,24,18,
1987,DSF,F,STL,NHL,CHI,NHL,4,1,0,21,17,
1991,CF,N,CHI,NHL,EDM,NHL,4,0,0,21,8,
1984,DF,K,CHI,NHL,MNS,NHL,4,2,0,33,29,
2000,CF,N,COL,NHL,STL,NHL,4,1,0,17,11,
1970,QF,B,NYR,NHL,TOR,NHL,4,2,0,16,15,
1994,CSF,L,CHI,NHL,VAN,NHL,4,0,0,11,6,
1993,CF,M,NYR,NHL,NJD,NHL,4,3,0,18,16,
1972,QF,A,MTL,NHL,BUF,NHL,4,2,0,21,16,
1932,SF,A,TOR,NHL,BOS,NHL,3,2,0,9,7,
1993,CQF,F,VAN,NHL,CAL,NHL,4,3,0,23,20,
1980,Pre,F,PHI,NHL,QUE,NHL,3,2,0,22,17,
1992,DSF,A,BUF,NHL,BOS,NHL,4,0,0,19,12,
1979,Pre,A,PHI,NHL,EDM,NHL,3,0,0,12,6,
1983,DSF,H,CAL,NHL,VAN,NHL,3,1,0,14,13,
1949,SCF,C,DET,NHL,NYR,NHL,4,3,0,22,17,
1988,DF,J,PHI,NHL,PIT,NHL,4,3,0,31,24,
1979,SF,N,NYI,NHL,BUF,NHL,4,2,0,22,17,
1994,CSF,K,DET,NHL,SJS,NHL,4,0,0,24,6,
1936,SCF,E,DET,NHL,NYR,NHL,3,2,0,9,8,
