year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1987,NHL,WIN,5,1,4,0,17,25,213,0,7,37,,10,35,1
1979,NHL,BOS,10,4,6,0,35,33,346,0,6,37,1,8,33,2
1972,WHA,OTN,5,1,4,0,17,24,,,5,27,0,8,30,0
1983,NHL,STL,11,6,5,0,30,31,241,4,8,42,3,8,49,3
1942,NHL,BOS,9,4,5,0,23,33,96,,,,,,,
1976,NHL,BUF,6,2,4,0,21,19,96,0,6,23,1,2,20,0
1923,PCHA,SEA,2,0,1,1,3,4,,,,,,,,
2010,NHL,NAS,12,6,6,0,33,34,121,0,7,48,2,12,40,2
1938,NHL,NYA,2,0,2,0,0,6,50,,,,,,,
1984,NHL,CHI,15,9,6,0,81,81,443,4,18,76,3,17,79,1
1949,NHL,TOR,7,3,4,0,11,10,117,,,,,,,
2007,NHL,NAS,6,2,4,0,12,17,68,2,2,23,1,3,26,0
1981,NHL,BOS,11,6,5,0,43,39,253,2,9,40,1,14,42,0
1975,NHL,CHI,4,0,4,0,3,13,67,2,2,16,1,3,17,0
1977,NHL,DET,7,3,4,0,18,29,83,0,5,33,2,6,24,1
1923,NHL,OTS,2,0,2,0,2,5,28,,,,,,,
1985,NHL,VAN,3,0,3,0,5,17,55,2,2,13,1,4,11,0
1973,NHL,LAK,5,1,4,0,7,10,109,,2,,0,1,,0
1991,NHL,MTL,11,4,7,0,29,32,208,0,9,59,2,10,57,1
1962,NHL,CHI,6,2,4,0,19,25,104,,,,,,,
1927,NHL,BOS,2,0,1,1,2,5,32,,,,,,,
1993,NHL,BOS,13,6,7,0,39,42,168,2,10,54,0,11,51,1
2011,NHL,DET,5,1,4,0,9,13,55,0,4,23,0,2,22,0
2000,NHL,BUF,13,7,6,0,38,30,138,2,10,51,1,8,44,2
2003,NHL,OTT,7,3,4,0,11,14,99,0,3,35,0,4,32,0
1967,NHL,NYR,6,2,4,0,12,18,68,,2,,0,3,,0
1995,NHL,COL,22,16,6,0,80,51,374,0,24,110,2,17,113,1
