film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
403,HARRY IDAHO,A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California,2006,1,,5,4.99,121,18.99,PG-13,"Commentaries,Deleted Scenes",2006-02-15T04:03:42
418,HOBBIT ALIEN,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,2006,1,,5,0.99,157,27.99,PG-13,Commentaries,2006-02-15T04:03:42
439,HUNCHBACK IMPOSSIBLE,A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan,2006,1,,4,4.99,151,28.99,PG-13,"Trailers,Deleted Scenes",2006-02-15T04:03:42
504,KWAI HOMEWARD,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,2006,1,,5,0.99,46,25.99,PG-13,"Trailers,Commentaries",2006-02-15T04:03:42
514,LEBOWSKI SOLDIERS,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,2006,1,,6,2.99,69,17.99,PG-13,"Commentaries,Deleted Scenes",2006-02-15T04:03:42
521,LIES TREATMENT,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,2006,1,,7,4.99,147,28.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
539,LUCK OPUS,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,2006,1,,7,2.99,152,21.99,NC-17,"Trailers,Commentaries,Behind the Scenes",2006-02-15T04:03:42
585,MOB DUFFEL,A Unbelieveable Documentary of a Frisbee And a Boat who must Meet a Boy in The Canadian Rockies,2006,1,,4,0.99,105,25.99,G,Trailers,2006-02-15T04:03:42
618,NECKLACE OUTBREAK,A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California,2006,1,,3,0.99,132,21.99,PG,"Trailers,Commentaries,Behind the Scenes",2006-02-15T04:03:42
630,NOTTING SPEAKEASY,A Thoughtful Display of a Butler And a Womanizer who must Find a Waitress in The Canadian Rockies,2006,1,,7,0.99,48,19.99,PG-13,"Trailers,Commentaries",2006-02-15T04:03:42
683,PITY BOUND,A Boring Panorama of a Feminist And a Moose who must Defeat a Database Administrator in Nigeria,2006,1,,5,4.99,60,19.99,NC-17,Commentaries,2006-02-15T04:03:42
706,QUEEN LUKE,A Astounding Story of a Girl And a Boy who must Challenge a Composer in New Orleans,2006,1,,5,4.99,163,22.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
728,REUNION WITCHES,A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory,2006,1,,3,0.99,63,26.99,R,Commentaries,2006-02-15T04:03:42
739,ROCKY WAR,A Fast-Paced Display of a Squirrel And a Explorer who must Outgun a Mad Scientist in Nigeria,2006,1,,4,4.99,145,17.99,PG-13,"Trailers,Commentaries,Behind the Scenes",2006-02-15T04:03:42
766,SAVANNAH TOWN,A Awe-Inspiring Tale of a Astronaut And a Database Administrator who must Chase a Secret Agent in The Gulf of Mexico,2006,1,,5,0.99,84,25.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15T04:03:42
771,SCORPION APOLLO,A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House,2006,1,,3,4.99,137,23.99,NC-17,"Commentaries,Deleted Scenes",2006-02-15T04:03:42
772,SEA VIRGIN,A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat,2006,1,,4,2.99,80,24.99,PG,Deleted Scenes,2006-02-15T04:03:42
775,SEATTLE EXPECATIONS,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,2006,1,,4,4.99,110,18.99,PG-13,Trailers,2006-02-15T04:03:42
790,SHOOTIST SUPERFLY,A Fast-Paced Story of a Crocodile And a A Shark who must Sink a Pioneer in Berlin,2006,1,,6,0.99,67,22.99,PG-13,Trailers,2006-02-15T04:03:42
803,SLACKER LIAISONS,A Fast-Paced Tale of a A Shark And a Student who must Meet a Crocodile in Ancient China,2006,1,,7,4.99,179,29.99,R,"Trailers,Commentaries,Behind the Scenes",2006-02-15T04:03:42
818,SOMETHING DUCK,A Boring Character Study of a Car And a Husband who must Outgun a Frisbee in The First Manned Space Station,2006,1,,4,4.99,180,17.99,NC-17,"Commentaries,Behind the Scenes",2006-02-15T04:03:42
