season,seed,team
2004,X11,1444
2014,W11,1344
1985,Y15,1335
1989,X14,1283
1996,Да,1163
1986,З15,1180
1995,5,1112
1993,З-5,1307
2005,X01,1228
1998,W04,1277
2005,Z16б,1324
2014,В15,1454
2012,Зи-Двенадцать,1253
2000,No,1268
2012,З03,1266
2005,Y15,1184
1995,"Ответ: Y07 означает ""да"" на русском языке.",1393
1995,З08,1140
2013,Да,1276
2001,Зеро два,1314
1991,202,1181
2001,W12,1429
2009,W08,1329
1996,W03,1403
2004,W13,1190
1985,В14,1318
2000,В10,1371
1985,Y14,1337
2013,В10,1160
2010,X06,1323
2009,В16,1190
1987,З-5,1438
2002,Т2Х,1332
1998,X15,1319
2011,X07,1396
2000,Y11,1123
2010,10,1210
2005,X10,1388
1991,Зи-тридцать один,1375
1998,X08,1397
1997,З07,1150
2012,З-09,1387
2011,X01,1181
2005,З10,1301
2014,В10,1386
2005,No,1328
1992,W12,1452
1987,202,1396
1992,Я8,1191
1997,R0x13,1375
2004,R0x13,1431
2007,В15,1125
1997,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1314
1988,X14,1293
1995,[09],1276
1996,ЗИЛ-11,1203
2008,З07,1452
1996,X01,1246
1996,Да,1428
2002,В14,1293
2012,ЗИЛ-11,1161
1996,0x09,1439
1998,X06,1116
1990,202,1393
2012,В16,1421
1993,ЗИЛ-11,1253
1998,W13,1185
2003,W03,1393
2008,"Ответ: Y07 означает ""да"" на русском языке.",1274
1994,2024,1400
2011,202,1196
2001,"Ответ: Y07 означает ""да"" на русском языке.",1448
1989,З-09,1256
1998,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1314
1989,Z16,1190
2001,0x09,1386
1988,Да,1328
2010,Y11,1361
1990,W02,1242
2009,Я8,1326
2003,В14,1264
1987,Зеро два,1234
1995,W07,1150
2006,Зи-тридцать один,1102
1989,X08,1388
1990,Y11,1431
2006,W12,1401
1996,X10,1400
1990,W03,1181
1999,X15,1117
1986,В14,1156
1987,Z14,1265
2009,ЗИЛ-11,1429
1985,Зи-Двенадцать,1275
2005,З06,1458
2009,Y11,1173
1996,З-09,1155
1997,W13,1254
2007,Т2Х,1272
2000,X14,1111
1990,X15,1419
2011,X06,1153
1996,5,1280
2008,З08,1140
1999,В14,1206
1994,В15,1351
1988,X10,1429
1989,З08,1247
1986,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1181
2009,202,1277
1997,X03,1208
2003,202,1338
2009,З07,1143
2013,R16б,1299
2013,5,1329
2007,16 лет,1238
2005,W09,1338
2001,W05,1326
2012,Ярко-красный,1308
1986,З03,1314
1999,I12,1178
2012,Y04,1231
2000,I12,1382
1995,З-5,1113
1998,В14,1350
1993,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1460
1985,Y11,1130
1990,I12,1437
1987,З-09,1243
1992,ЗИЛ-11,1396
2001,З08,1143
2003,Я8,1332
2010,З-09,1199
1987,W11,1301
2000,Z14,1457
1996,W12,1116
1996,Z14,1434
2003,Y04,1173
2003,X10,1160
2013,X07,1361
2001,[09],1150
2014,Да,1417
1988,X03,1301
2010,З06,1462
1999,"""Х-12""",1348
2010,Да,1242
2006,X08,1116
1989,X06,1333
2003,R0x13,1360
2007,Y14,1275
1989,I12,1258
2006,Y15,1172
1992,X05,1177
2001,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1422
1999,Z14,1451
2012,I12,1433
1993,У06,1438
1995,Y14,1453
1987,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1314
1996,В10,1243
1992,X10,1140
1990,Т2Х,1345
2011,W12а,1155
1990,Y04,1210
1988,З04,1424
1995,Z01,1246
1998,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1311
2004,З07,1277
1986,R0x13,1403
1986,ЗИЛ-11,1281
2003,В10,1120
2006,Да,1242
2001,Я8,1397
1995,В16,1299
2011,X14,1137
1997,W02,1376
1990,З-09,1344
1998,W02,1163
1997,5,1409
1987,[09],1360
2014,Y04,1257
2009,W03,1437
1992,202,1425
2011,X10,1336
2002,W08,1458
1986,X15,1103
2001,Y15,1183
2014,Y15,1459
2000,W07,1332
1992,X06,1207
2010,Я8,1424
2010,X01,1181
1995,202,1116
2000,ЗИЛ-11,1173
2009,X08,1261
2010,Y14,1325
2009,З15,1169
2008,10,1388
1999,З04,1116
1993,X10,1374
1986,З10,1431
2014,R16б,1411
2002,Ярко-красный,1423
1995,W11,1228
2012,202,1181
2003,X14,1407
2009,X10,1276
2008,З06,1345
2008,Z16,1290
2010,No,1207
1994,Зеро два,1112
1996,З15,1354
2005,[09],1280
2014,5,1387
2002,X06,1400
1993,З-09,1417
2001,Y04,1242
2000,Y15,1148
1991,W13,1336
2005,В15,1151
2008,X06,1425
1986,W02,1393
1988,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1396
1986,X07,1235
1989,X11,1191
1988,Y15,1380
1999,В16,1197
1986,X01,1242
2011,W09,1437
1995,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1198
2008,X01,1242
2006,Y11,1454
2009,Да,1211
1993,W03,1269
1988,X11,1462
2014,W09,1203
2011,R0x13,1324
1995,I12,1275
2009,X05,1228
1986,З07,1133
2000,В15,1248
1985,Z01,1276
2009,В15,1127
2006,Z01,1163
1987,X05,1242
1988,202,1246
1994,Да,1116
1987,X01,1207
1989,З03,1276
2012,З08,1272
1988,X05,1177
2011,X03,1163
2007,W05,1425
2013,Я8,1161
2004,[09],1150
1987,W09,1276
1986,I12,1462
1987,"""Х-12""",1222
2001,Зи-тридцать один,1232
2007,Да,1438
2001,З07,1336
1988,16 лет,1151
1986,W05,1438
1998,ЗИЛ-11,1274
2003,W05,1280
1992,В16,1144
2002,W05,1266
2012,W11,1400
2001,No,1279
1992,У06,1393
1998,З-5,1393
2005,Z01,1314
1991,Z14,1337
1995,Да,1428
2004,Зеро два,1211
1997,2024,1235
1993,W09,1345
1992,Да,1328
2010,X15,1352
1989,Ярко-красный,1114
2002,Z01,1153
2002,З10,1218
1989,Зеро два,1314
2014,W13,1174
1996,X06,1257
1993,W05,1385
2013,X10,1328
1991,W03,1329
2012,З-5,1307
1985,З06,1345
1987,Y15,1380
2008,16 лет,1426
2012,X01,1314
1991,X11,1208
2012,[09],1163
2011,I12,1429
1998,Y15,1174
2006,В14,1322
2009,З-09,1401
2008,Y14,1165
2010,2024,1397
2010,У06,1266
1988,W08,1207
2000,Z16,1238
2003,Да,1246
2010,В15,1288
2005,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1449
1992,X01,1417
1994,В14,1241
1988,З-5,1234
2012,16-й,1290
2003,X03,1462
1991,Y14,1462
1986,Z01,1385
2012,Т2Х,1242
2005,R0x13,1335
1998,З15,1354
1995,Z14,1451
2011,W07,1449
1992,X11,1378
1989,X01,1112
2010,З07,1140
2006,W11,1356
2007,W07,1130
1988,"""Х-12""",1455
2007,"Ответ: Y07 означает ""да"" на русском языке.",1424
2009,В14,1110
2007,I12,1330
2001,X01,1390
1999,W04,1397
2013,I12,1332
2013,"Ответ: Y07 означает ""да"" на русском языке.",1166
1986,X05,1277
2009,2024,1452
1985,2024,1403
2008,Y11,1246
2009,З04,1449
1989,В15,1354
1985,W03,1228
2008,X05,1155
2000,W05,1196
2008,З10,1112
1992,10,1222
1985,Зи-тридцать один,1298
2012,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",1233
1997,Да,1112
1995,Зеро два,1314
1987,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1137
2003,Зи-Двенадцать,1454
1988,Зеро два,1314
2011,Z01,1242
2009,Y04,1448
1991,W04,1417
2010,Y15,1364
1996,W08,1133
1994,X08,1344
1998,X01,1112
1994,Y04,1329
1988,W11,1348
2014,"Ответ: Y07 означает ""да"" на русском языке.",1400
2000,З10,1211
1986,Z16,1286
2014,Зи-тридцать один,1308
2010,X03,1124
2005,З-09,1235
1996,W04,1266
2001,В15,1221
1999,"Ответ: Y07 означает ""да"" на русском языке.",1257
1993,X14,1356
1987,Зи-Двенадцать,1461
1996,2024,1231
1991,В14,1307
2007,Ярко-красный,1172
2007,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1314
1994,Да,1242
1986,2024,1345
1991,2024,1261
2000,X07,1409
1995,10,1356
2006,2024,1328
1994,Зи-Двенадцать,1453
2006,В16,1380
2009,W05,1199
2006,W07,1143
2000,16 лет,1434
1986,W08,1330
2005,202,1246
2001,Да,1228
2007,З08,1246
2014,В14,1300
2001,В16,1284
1994,W02,1163
1986,У06,1386
2014,Y14,1273
2009,Z14,1165
1985,W08,1396
2003,0x09,1345
2003,"""Х-12""",1140
2003,З07,1272
1989,W07,1452
2011,Зи-тридцать один,1287
1998,X11,1304
1987,З07,1431
1989,[09],1123
2005,З04,1196
2010,X11,1330
1988,В14,1299
1999,Зи-Двенадцать,1412
2008,В10,1375
2013,Зеро два,1326
2013,W04,1393
1994,0x09,1104
2000,X03,1326
2007,0x09,1462
1985,X10,1112
2002,W16а,1108
2008,X11,1243
1997,Y11,1229
1987,Y11,1455
2006,10,1320
2007,Y11,1457
1988,X15,1185
2006,Y04,1130
1993,X07,1140
2013,Z13b,1247
1997,X14,1151
2008,W04,1450
2011,З-09,1228
2001,В14,1381
2014,X15,1184
2012,W12,1217
1994,W09,1130
2006,X06,1231
2013,16-й,1251
1988,W04,1231
2012,W04,1458
1994,X15,1411
1989,W09,1323
2008,0x09,1245
2014,W12,1217
1994,X10,1371
2012,W02,1326
1995,З-09,1408
2014,202,1276
2008,Я8,1280
2005,З08,1278
2013,З06,1112
2005,0x09,1305
2010,16 лет,1250
2009,Да,1257
1988,З06,1196
1985,W13,1233
1986,W07,1298
2004,X07,1177
1998,No,1390
2011,У06,1462
2014,X01,1196
2012,Да,1246
2008,No,1390
2001,W07,1234
2014,З08,1211
2002,З04,1326
1989,202,1393
2001,I12,1218
1988,Я8,1120
2013,No,1277
1993,В16,1187
1994,No,1276
1999,Да,1112
1996,W05,1336
2007,Я8,1112
1994,X01,1345
1992,X03,1199
2005,Ярко-красный,1436
2003,Y11,1356
2009,З06,1266
1991,W02,1393
1987,З15,1365
2005,Y04,1393
1996,З07,1268
2006,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1181
2013,W08,1301
2007,X01,1326
2014,В16,1157
1993,Да,1246
2005,Z14,1137
2009,0x09,1139
2002,З-5,1274
2010,W13,1459
2003,No,1266
1990,Да,1277
1990,Z01,1424
1993,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1314
1989,З10,1235
2004,В10,1257
1985,I12,1338
2002,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1221
1991,Y04,1385
1997,16 лет,1402
1997,W07,1458
2003,I12,1451
2003,X16b,1421
2009,З03,1281
2000,З15,1319
1986,Зи-тридцать один,1419
1992,I12,1283
2003,Z16,1436
1985,В15,1273
1986,Я8,1443
1995,W12,1335
2008,Да,1272
1986,No,1272
1993,"""Х-12""",1266
2004,В15,1284
1999,X03,1246
1988,W02,1181
2008,R0x13,1373
1986,Да,1207
1985,"""Х-12""",1246
2013,X01,1242
2013,З08,1338
2008,Z01,1417
1995,X14,1211
1985,З10,1333
2006,R0x13,1133
1986,W09,1452
2012,W07,1211
1995,W02,1269
2013,Y04,1387
2009,"Ответ: Y07 означает ""да"" на русском языке.",1130
2001,2024,1323
2002,ЗИЛ-11,1461
2006,I12,1285
1986,Z14,1428
1985,У06,1208
1985,З03,1242
1996,X08,1453
2001,R16б,1457
2002,X08,1390
2001,W09,1281
2011,Да,1338
2001,W08,1208
1999,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1181
2008,З-5,1179
2002,"Ответ: Y07 означает ""да"" на русском языке.",1329
1994,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1314
1987,Z16,1226
1996,Зи-тридцать один,1286
2001,W13,1220
2011,No,1140
2011,З08,1424
2003,W07,1386
1993,Я8,1428
1986,X03,1323
1993,Z01,1276
2012,Y14,1355
2011,W16а,1106
1992,Z01,1326
1998,W12,1424
2009,X15,1288
1989,Да,1228
1990,Зи-Двенадцать,1123
1997,"""Х-12""",1158
2002,Да,1181
2003,"Ответ: Y07 означает ""да"" на русском языке.",1231
2001,Y14,1233
1992,W04,1371
2006,W13,1233
2009,X01,1314
2014,Да,1455
1992,"Ответ: Y07 означает ""да"" на русском языке.",1210
1987,В16,1335
2009,R16б,1287
2005,X15,1368
1993,X15,1123
2014,[09],1243
2013,Да,1257
1987,З10,1112
1987,Я8,1120
1991,Да,1326
1998,W08,1150
2009,Зеро два,1272
1998,2024,1155
2006,Т2Х,1417
2012,X10,1345
1987,X14,1122
2002,X05,1196
2010,X10,1388
1985,З07,1323
2002,X01,1242
1994,ЗИЛ-11,1356
2003,Зи-тридцать один,1443
2014,R0x13,1409
2001,X14,1206
2003,[09],1428
2007,Зи-Двенадцать,1228
2007,X06,1257
2006,Зеро два,1397
1997,Зи-Двенадцать,1434
2007,W12,1116
2013,W09,1396
2012,X11,1301
2000,З04,1261
1987,X15,1299
1993,З15,1365
2012,X16b,1436
1998,Зи-Двенадцать,1233
1990,W08,1231
1986,Т2Х,1276
1989,Y11,1400
1998,У06,1462
2000,Y04,1393
1998,Зи-тридцать один,1139
1987,З04,1417
1985,W12,1330
2009,X06,1113
2008,В15,1110
1989,2024,1210
1991,X10,1425
1989,R0x13,1225
2007,W09,1277
2013,10,1153
1989,Зи-Двенадцать,1344
2012,X03,1207
2007,З04,1356
1999,W02,1274
1987,X10,1140
2013,В15,1334
2005,ЗИЛ-11,1320
2004,З-5,1344
2013,2024,1272
1996,Y11,1130
1986,В10,1409
1990,W09,1143
1999,W03,1153
1985,Да,1424
2002,З06,1211
1996,Y14,1122
1995,В14,1330
2006,[09],1458
2007,W11,1203
1991,"Ответ: Y07 означает ""да"" на русском языке.",1234
2012,Да,1276
1989,W13,1353
1996,В14,1296
2004,Т2Х,1163
2010,W05,1396
2002,202,1104
2013,Т2Х,1207
1992,З08,1304
2009,Z01,1163
2004,X10,1173
1997,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1238
1993,З10,1281
2000,2024,1417
2008,У06,1328
2005,З15,1416
2002,Y04,1425
2005,Z16а,1105
1998,Ярко-красный,1434
2005,Y14,1310
1994,З10,1307
2013,X05,1433
1989,X07,1431
2005,"""Х-12""",1454
2011,Y14,1459
1998,5,1395
2010,Y04,1268
2006,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1331
2005,X11,1412
2005,W02,1448
2014,Z14,1418
1995,Т2Х,1163
2012,2024,1424
1988,W07,1374
1997,X10,1344
2014,З-5,1328
2010,W02,1452
1996,W02,1207
1989,З-5,1438
2012,Зи14а,1140
1997,"Ответ: Y07 означает ""да"" на русском языке.",1462
1992,W08,1400
1997,ЗИЛ-11,1328
1985,0x09,1116
2010,З04,1435
2011,W11,1266
2009,З08,1140
2004,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1181
1986,З04,1424
1990,Y14,1320
2004,W09,1112
2003,2024,1281
2013,W16а,1241
2008,W13,1457
1985,W04,1260
2001,X03,1268
2003,W02,1448
1996,[09],1185
1993,2024,1243
1996,Z16,1441
1996,W11,1309
2004,Y15,1186
2003,X06,1268
2011,З10,1199
1995,2024,1272
2013,R0x13,1355
1994,З03,1257
2009,З-5,1345
1991,В15,1350
2011,X11,1281
1995,ЗИЛ-11,1462
2007,X14,1335
1986,Y14,1123
2006,З10,1371
1992,No,1116
1992,З04,1314
2006,X15,1125
1997,Ярко-красный,1275
1999,Зи-тридцать один,1373
2007,W03,1450
2006,З04,1228
1999,X14,1308
2000,В16,1249
2002,Z16,1131
2012,X12б,1378
2012,R0x13,1325
2005,"X16 — это шестнадцатеричный код, используемый для представления данных или цветов в компьютерной индустрии. Он состоит из 4 цифр от 0 до F (шестнадцатеричные символы: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F).",1192
2003,Z14,1161
1991,Ярко-красный,1296
2014,З07,1332
2009,W09,1397
1999,Да,1120
2006,X01,1272
2014,Зи-Двенадцать,1295
2007,X11,1390
1986,X14,1114
1986,W13,1318
1985,W05,1374
1995,W05,1104
1999,ЗИЛ-11,1335
2008,[09],1332
2006,X14,1462
1992,X14,1285
2009,I12,1112
1998,З07,1269
2004,X05,1393
1996,R0x13,1145
1990,W13,1379
1989,З06,1104
2000,Y14,1233
1991,З-5,1277
2008,W08,1231
1987,З08,1208
2010,X08,1143
1997,В15,1164
2008,X03,1458
2012,W09,1379
2014,"Я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",1397
1987,X07,1309
2013,X15,1195
2006,З06,1277
1992,"Не понимаю запроса. Пожалуйста, уточните, что именно вы хотите перевести?",1181
2001,З06,1400
1993,202,1371
2002,W12,1409
1999,Т2Х,1428
2008,Зеро два,1181
1995,R0x13,1253
2006,X07,1266
1998,З03,1276
