season,seed,team
2002,W07,1301
1988,Z13,1283
2012,X15,1178
2013,W06,1139
2003,W15,1190
1996,X03,1437
1995,X10,1396
2014,Z01,1112
2010,W07,1155
2014,X09,1338
1987,W07,1452
1996,W01,1269
1986,Z12,1337
1985,X13,1361
2010,X09,1257
1995,Y16,1159
1998,Y04,1279
1988,W09,1261
1998,X03,1428
2007,X05,1397
1985,Z05,1268
2005,W13,1418
2005,Y10,1234
1991,W05,1280
2008,Y04,1338
2012,X14,1125
2001,X06,1458
1992,X16,1352
2002,X07,1448
2013,W07,1228
2014,Z03,1166
2011,X08,1276
1992,X07,1261
1989,Y14,1166
2006,X03,1211
2014,X08,1160
2014,Z06,1124
1998,W10,1328
1988,Z01,1112
2002,Y09,1150
1997,Y02,1417
2012,Z13,1172
1989,X05,1272
2003,W06,1329
1994,X12,1158
1994,X02,1181
1997,X08,1345
2001,Y11,1462
1993,Z04,1210
1996,Z03,1112
2006,W08,1203
1999,Y13,1293
1997,W04,1437
1994,Z14,1129
2004,W12,1293
2001,X02,1235
2014,X10,1390
2002,X14,1270
1992,X02,1231
2004,Y02,1329
1985,Z14,1325
1996,W13,1284
1992,Z12,1390
2011,Z06,1207
1989,W06,1243
2002,X03,1280
1993,Y11,1408
1991,Z09,1435
2008,Z15,1125
1991,X06,1338
2010,Y07,1329
2004,Y01,1386
2005,Y12,1330
2001,Y10,1139
2008,X15,1420
1995,Y15,1411
2005,W06,1403
1987,W08,1298
2007,Z13,1221
1990,Z16,1114
1995,Z15,1293
2002,Z08,1417
1993,W13,1221
1991,Y05,1400
1999,X01,1277
2014,Z15,1110
1989,W16,1343
2009,Z12,1320
1993,X02,1242
1996,X14,1339
1986,W16,1290
1996,Z10,1365
2002,Y08,1323
2009,Y13,1156
1998,X13,1429
2011,Y08,1139
1996,Y08,1181
1986,Y01,1246
1991,Y10,1190
2011,Z02,1323
2005,W05,1210
1995,Z10,1196
1996,Y12,1433
1991,Z01,1424
2006,Z12,1429
2014,X03,1393
1990,Y07,1438
2011,W02,1314
2011,Y15,1364
2001,Z04,1328
2011,Y11,1211
2000,X05,1163
2004,W08,1371
1994,Y02,1269
2010,Z15,1317
2010,Y05,1277
2011,Y05,1243
2010,Z02,1243
2004,W07,1462
1987,X09,1326
1997,X05,1268
2010,X13,1373
2000,X10,1424
1986,X06,1301
2006,Y16a,1214
2005,W07,1452
1997,X09,1348
2004,Y06,1458
2001,W06,1425
1999,Y09,1329
1994,W08,1450
1997,X06,1228
1995,W01,1448
2005,W11,1417
2007,X03,1401
1993,Y04,1234
1992,W02,1246
1997,Z03,1448
1997,Y12,1131
1991,X09,1353
2001,Z03,1196
2002,W13,1434
2002,Y12,1428
1986,Y02,1210
2001,Z11,1396
2007,Z14,1460
2005,W04,1257
2011,Z07,1401
2005,Y01,1181
1993,Y10,1272
1988,W03,1393
1989,Z15,1380
1992,Z06,1276
1993,W04,1116
1985,Y05,1256
1994,X06,1266
1986,Z06,1412
1996,Y15,1422
2009,W07,1400
2004,Y14,1416
1987,X08,1246
2014,W08,1272
2006,W15,1335
2014,W05,1153
1988,W10,1323
1996,Y13,1343
2001,W10,1166
2007,Y09,1345
2010,W01,1246
2007,X08,1140
2001,X11,1209
2008,Y05,1277
1990,W05,1155
2001,X05,1153
1987,Z03,1338
2010,Z13,1293
2012,W03,1199
2008,X04,1435
1985,W07,1393
2012,Y07,1323
1994,W07,1412
1987,Z06,1328
1989,Z13,1292
2000,Y05,1246
2004,Y10,1376
2005,Y08,1390
2008,Z11,1124
2013,X14,1322
2013,Y11b,1388
1987,Y05,1181
2007,Z06,1181
2013,Z03,1307
2000,X12,1429
2010,W12,1165
1998,W07,1231
2007,Z01,1242
2007,Y02,1458
2009,W11,1433
2000,W11,1337
1985,X16,1380
1998,X10,1452
2008,Y13,1331
2011,Z05,1435
1989,W01,1207
2013,Z15,1233
2000,Z05,1400
1991,X04,1104
1989,W10,1397
1998,Z02,1246
2000,Y08,1428
1999,Y15,1434
2012,Z01,1277
2005,X05,1104
2014,X16b,1291
2013,X12,1103
1999,Z15,1108
2000,W04,1228
1989,X12,1177
2012,Y11,1160
1993,Y09,1338
2006,W03,1234
1993,Z06,1228
2012,X08,1166
1987,W04,1395
1999,Y06,1231
2005,Z07,1150
1993,Z12,1203
2003,X01,1400
1990,Z06,1308
1988,X08,1124
1988,W06,1281
1992,Y09,1431
2002,Y10,1245
1994,Z15,1259
2007,Z09,1437
1989,X03,1371
1990,Y13,1190
1996,X07,1276
2003,X16a,1411
2013,Z07,1323
2010,X04,1345
1999,X08,1437
2001,Z01,1277
1987,X11,1412
1994,Z04,1393
2006,W09,1423
1985,Y04,1326
1994,X11,1418
2001,W01,1181
1993,W10,1304
2008,W16a,1164
2005,Y06,1428
2006,Z15,1457
1999,X16,1291
2005,Z13,1325
1999,W05,1458
1992,Y05,1277
2000,W06,1231
2004,X08,1104
2002,X13,1361
1999,Z10,1211
2010,Z03,1338
1988,X07,1435
2003,Z03,1181
1999,Y16,1457
2010,X07,1350
1988,Z09,1431
2008,X10,1172
1994,Y11,1443
2008,W11,1386
1994,X14,1398
1988,X04,1243
1999,W15,1248
2009,W13,1340
2009,W01,1338
1991,Z10,1140
1995,Z06,1207
1999,W13,1174
1998,Z16,1347
2005,X07,1356
1987,X03,1228
2006,X11,1361
1987,Y12,1401
1997,Z01,1246
2004,X11,1444
2014,W11,1344
1985,Y15,1335
1989,X14,1283
1996,Y01,1163
1986,Z15,1180
1995,Y05,1112
1993,Z05,1307
2005,X01,1228
1998,W04,1277
2005,Z16b,1324
2014,W15,1454
2012,Z12,1253
2000,Y03,1268
2012,Z03,1266
2005,Y15,1184
1995,Y07,1393
1995,Z08,1140
2013,X04,1276
2001,Z02,1314
1991,Y02,1181
2001,W12,1429
2009,W08,1329
1996,W03,1403
2004,W13,1190
1985,W14,1318
2000,W10,1371
1985,Y14,1337
2013,W10,1160
2010,X06,1323
2009,W16,1190
1987,Z05,1438
2002,X02,1332
1998,X15,1319
2011,X07,1396
2000,Y11,1123
2010,Y10,1210
2005,X10,1388
1991,Z13,1375
1998,X08,1397
1997,Z07,1150
2012,Z09,1387
2011,X01,1181
2005,Z10,1301
2014,W10,1386
2005,Y03,1328
1992,W12,1452
1987,Y02,1396
1992,Y08,1191
1997,X13,1375
2004,X13,1431
2007,W15,1125
1997,W01,1314
1988,X14,1293
1995,Y09,1276
1996,Z11,1203
2008,Z07,1452
1996,X01,1246
1996,X04,1428
2002,W14,1293
2012,Z11,1161
1996,X09,1439
1998,X06,1116
1990,Y02,1393
2012,W16,1421
1993,Z11,1253
1998,W13,1185
2003,W03,1393
2008,Y07,1274
1994,Y06,1400
2011,Y02,1196
2001,Y07,1448
1989,Z09,1256
1998,W01,1314
1989,Z16,1190
2001,X09,1386
1988,Y01,1328
2010,Y11,1361
1990,W02,1242
2009,Y08,1326
2003,W14,1264
1987,Z02,1234
1995,W07,1150
2006,Z13,1102
1989,X08,1388
1990,Y11,1431
2006,W12,1401
1996,X10,1400
1990,W03,1181
1999,X15,1117
1986,W14,1156
1987,Z14,1265
2009,Z11,1429
1985,Z12,1275
2005,Z06,1458
2009,Y11,1173
1996,Z09,1155
1997,W13,1254
2007,X02,1272
2000,X14,1111
1990,X15,1419
2011,X06,1153
1996,Y05,1280
2008,Z08,1140
1999,W14,1206
1994,W15,1351
1988,X10,1429
1989,Z08,1247
1986,W01,1181
2009,Y02,1277
1997,X03,1208
2003,Y02,1338
2009,Z07,1143
2013,Y16b,1299
2013,Y05,1329
2007,Y16,1238
2005,W09,1338
2001,W05,1326
2012,Y13,1308
1986,Z03,1314
1999,Y12,1178
2012,Y04,1231
2000,Y12,1382
1995,Z05,1113
1998,W14,1350
1993,X16,1460
1985,Y11,1130
1990,Y12,1437
1987,Z09,1243
1992,Z11,1396
2001,Z08,1143
2003,Y08,1332
2010,Z09,1199
1987,W11,1301
2000,Z14,1457
1996,W12,1116
1996,Z14,1434
2003,Y04,1173
2003,X10,1160
2013,X07,1361
2001,Y09,1150
2014,X04,1417
1988,X03,1301
2010,Z06,1462
1999,X12,1348
2010,Y01,1242
2006,X08,1116
1989,X06,1333
2003,X13,1360
2007,Y14,1275
1989,Y12,1258
2006,Y15,1172
1992,X05,1177
2001,X16,1422
1999,Z14,1451
2012,Y12,1433
1993,W06,1438
1995,Y14,1453
1987,W01,1314
1996,W10,1243
1992,X10,1140
1990,X02,1345
2011,W12a,1155
1990,Y04,1210
1988,Z04,1424
1995,Z01,1246
1998,X16,1311
2004,Z07,1277
1986,X13,1403
1986,Z11,1281
2003,W10,1120
2006,X04,1242
2001,Y08,1397
1995,W16,1299
2011,X14,1137
1997,W02,1376
1990,Z09,1344
1998,W02,1163
1997,Y05,1409
1987,Y09,1360
2014,Y04,1257
2009,W03,1437
1992,Y02,1425
2011,X10,1336
2002,W08,1458
1986,X15,1103
2001,Y15,1183
2014,Y15,1459
2000,W07,1332
1992,X06,1207
2010,Y08,1424
2010,X01,1181
1995,Y02,1116
2000,Z11,1173
2009,X08,1261
2010,Y14,1325
2009,Z15,1169
2008,Y10,1388
1999,Z04,1116
1993,X10,1374
1986,Z10,1431
2014,Y16b,1411
2002,Y13,1423
1995,W11,1228
2012,Y02,1181
2003,X14,1407
2009,X10,1276
2008,Z06,1345
2008,Z16,1290
2010,Y03,1207
1994,Z02,1112
1996,Z15,1354
2005,Y09,1280
2014,Y05,1387
2002,X06,1400
1993,Z09,1417
2001,Y04,1242
2000,Y15,1148
1991,W13,1336
2005,W15,1151
2008,X06,1425
1986,W02,1393
1988,W01,1396
1986,X07,1235
1989,X11,1191
1988,Y15,1380
1999,W16,1197
1986,X01,1242
2011,W09,1437
1995,X16,1198
2008,X01,1242
2006,Y11,1454
2009,X04,1211
1993,W03,1269
1988,X11,1462
2014,W09,1203
2011,X13,1324
1995,Y12,1275
2009,X05,1228
1986,Z07,1133
2000,W15,1248
1985,Z01,1276
2009,W15,1127
2006,Z01,1163
1987,X05,1242
1988,Y02,1246
1994,Y01,1116
1987,X01,1207
1989,Z03,1276
2012,Z08,1272
1988,X05,1177
2011,X03,1163
2007,W05,1425
2013,Y08,1161
2004,Y09,1150
1987,W09,1276
1986,Y12,1462
1987,X12,1222
2001,Z13,1232
2007,X04,1438
2001,Z07,1336
1988,Y16,1151
1986,W05,1438
1998,Z11,1274
2003,W05,1280
1992,W16,1144
2002,W05,1266
2012,W11,1400
2001,Y03,1279
1992,W06,1393
1998,Z05,1393
2005,Z01,1314
1991,Z14,1337
1995,X04,1428
2004,Z02,1211
1997,Y06,1235
1993,W09,1345
1992,X04,1328
2010,X15,1352
1989,Y13,1114
2002,Z01,1153
2002,Z10,1218
1989,Z02,1314
2014,W13,1174
1996,X06,1257
1993,W05,1385
2013,X10,1328
1991,W03,1329
2012,Z05,1307
1985,Z06,1345
1987,Y15,1380
2008,Y16,1426
2012,X01,1314
1991,X11,1208
2012,Y09,1163
2011,Y12,1429
1998,Y15,1174
2006,W14,1322
2009,Z09,1401
2008,Y14,1165
2010,Y06,1397
2010,W06,1266
1988,W08,1207
2000,Z16,1238
2003,Y01,1246
2010,W15,1288
2005,W01,1449
1992,X01,1417
1994,W14,1241
1988,Z05,1234
2012,Y16a,1290
2003,X03,1462
1991,Y14,1462
1986,Z01,1385
2012,X02,1242
2005,X13,1335
1998,Z15,1354
1995,Z14,1451
2011,W07,1449
1992,X11,1378
1989,X01,1112
2010,Z07,1140
2006,W11,1356
2007,W07,1130
1988,X12,1455
2007,Y07,1424
2009,W14,1110
2007,Y12,1330
2001,X01,1390
1999,W04,1397
2013,Y12,1332
2013,Y07,1166
1986,X05,1277
2009,Y06,1452
1985,Y06,1403
2008,Y11,1246
2009,Z04,1449
1989,W15,1354
1985,W03,1228
2008,X05,1155
2000,W05,1196
2008,Z10,1112
1992,Y10,1222
1985,Z13,1298
2012,Z14b,1233
1997,X04,1112
1995,Z02,1314
1987,X16,1137
2003,Z12,1454
1988,Z02,1314
2011,Z01,1242
2009,Y04,1448
1991,W04,1417
2010,Y15,1364
1996,W08,1133
1994,X08,1344
1998,X01,1112
1994,Y04,1329
1988,W11,1348
2014,Y07,1400
2000,Z10,1211
1986,Z16,1286
2014,Z13,1308
2010,X03,1124
2005,Z09,1235
1996,W04,1266
2001,W15,1221
1999,Y07,1257
1993,X14,1356
1987,Z12,1461
1996,Y06,1231
1991,W14,1307
2007,Y13,1172
2007,W01,1314
1994,X04,1242
1986,Y06,1345
1991,Y06,1261
2000,X07,1409
1995,Y10,1356
2006,Y06,1328
1994,Z12,1453
2006,W16,1380
2009,W05,1199
2006,W07,1143
2000,Y16,1434
1986,W08,1330
2005,Y02,1246
2001,Y01,1228
2007,Z08,1246
2014,W14,1300
2001,W16,1284
1994,W02,1163
1986,W06,1386
2014,Y14,1273
2009,Z14,1165
1985,W08,1396
2003,X09,1345
2003,X12,1140
2003,Z07,1272
1989,W07,1452
2011,Z13,1287
1998,X11,1304
1987,Z07,1431
1989,Y09,1123
2005,Z04,1196
2010,X11,1330
1988,W14,1299
1999,Z12,1412
2008,W10,1375
2013,Z02,1326
2013,W04,1393
1994,X09,1104
2000,X03,1326
2007,X09,1462
1985,X10,1112
2002,W16a,1108
2008,X11,1243
1997,Y11,1229
1987,Y11,1455
2006,Y10,1320
2007,Y11,1457
1988,X15,1185
2006,Y04,1130
1993,X07,1140
2013,Z13b,1247
1997,X14,1151
2008,W04,1450
2011,Z09,1228
2001,W14,1381
2014,X15,1184
2012,W12,1217
1994,W09,1130
2006,X06,1231
2013,Y16a,1251
1988,W04,1231
2012,W04,1458
1994,X15,1411
1989,W09,1323
2008,X09,1245
2014,W12,1217
1994,X10,1371
2012,W02,1326
1995,Z09,1408
2014,Y02,1276
2008,Y08,1280
2005,Z08,1278
2013,Z06,1112
2005,X09,1305
2010,Y16,1250
2009,Y01,1257
1988,Z06,1196
1985,W13,1233
1986,W07,1298
2004,X07,1177
1998,Y03,1390
2011,W06,1462
2014,X01,1196
2012,Y01,1246
2008,Y03,1390
2001,W07,1234
2014,Z08,1211
2002,Z04,1326
1989,Y02,1393
2001,Y12,1218
1988,Y08,1120
2013,Y03,1277
1993,W16,1187
1994,Y03,1276
1999,X04,1112
1996,W05,1336
2007,Y08,1112
1994,X01,1345
1992,X03,1199
2005,Y13,1436
2003,Y11,1356
2009,Z06,1266
1991,W02,1393
1987,Z15,1365
2005,Y04,1393
1996,Z07,1268
2006,W01,1181
2013,W08,1301
2007,X01,1326
2014,W16,1157
1993,Y01,1246
2005,Z14,1137
2009,X09,1139
2002,Z05,1274
2010,W13,1459
2003,Y03,1266
1990,Y01,1277
1990,Z01,1424
1993,W01,1314
1989,Z10,1235
2004,W10,1257
1985,Y12,1338
2002,X16,1221
1991,Y04,1385
1997,Y16,1402
1997,W07,1458
2003,Y12,1451
2003,X16b,1421
2009,Z03,1281
2000,Z15,1319
1986,Z13,1419
1992,Y12,1283
2003,Z16,1436
1985,W15,1273
1986,Y08,1443
1995,W12,1335
2008,Y01,1272
1986,Y03,1272
1993,X12,1266
2004,W15,1284
1999,X03,1246
1988,W02,1181
2008,X13,1373
1986,X04,1207
1985,X12,1246
2013,X01,1242
2013,Z08,1338
2008,Z01,1417
1995,X14,1211
1985,Z10,1333
2006,X13,1133
1986,W09,1452
2012,W07,1211
1995,W02,1269
2013,Y04,1387
2009,Y07,1130
2001,Y06,1323
2002,Z11,1461
2006,Y12,1285
1986,Z14,1428
1985,W06,1208
1985,Z03,1242
1996,X08,1453
2001,Y16b,1457
2002,X08,1390
2001,W09,1281
2011,Y01,1338
2001,W08,1208
1999,W01,1181
2008,Z05,1179
2002,Y07,1329
1994,W01,1314
1987,Z16,1226
1996,Z13,1286
2001,W13,1220
2011,Y03,1140
2011,Z08,1424
2003,W07,1386
1993,Y08,1428
1986,X03,1323
1993,Z01,1276
2012,Y14,1355
2011,W16a,1106
1992,Z01,1326
1998,W12,1424
2009,X15,1288
1989,Y01,1228
1990,Z12,1123
1997,X12,1158
2002,Y01,1181
2003,Y07,1231
2001,Y14,1233
1992,W04,1371
2006,W13,1233
2009,X01,1314
2014,Y01,1455
1992,Y07,1210
1987,W16,1335
2009,Y16b,1287
2005,X15,1368
1993,X15,1123
2014,Y09,1243
2013,Y01,1257
1987,Z10,1112
1987,Y08,1120
1991,Y01,1326
1998,W08,1150
2009,Z02,1272
1998,Y06,1155
2006,X02,1417
2012,X10,1345
1987,X14,1122
2002,X05,1196
2010,X10,1388
1985,Z07,1323
2002,X01,1242
1994,Z11,1356
2003,Z13,1443
2014,X13,1409
2001,X14,1206
2003,Y09,1428
2007,Z12,1228
2007,X06,1257
2006,Z02,1397
1997,Z12,1434
2007,W12,1116
2013,W09,1396
2012,X11,1301
2000,Z04,1261
1987,X15,1299
1993,Z15,1365
2012,X16b,1436
1998,Z12,1233
1990,W08,1231
1986,X02,1276
1989,Y11,1400
1998,W06,1462
2000,Y04,1393
1998,Z13,1139
1987,Z04,1417
1985,W12,1330
2009,X06,1113
2008,W15,1110
1989,Y06,1210
1991,X10,1425
1989,X13,1225
2007,W09,1277
2013,Y10,1153
1989,Z12,1344
2012,X03,1207
2007,Z04,1356
1999,W02,1274
1987,X10,1140
2013,W15,1334
2005,Z11,1320
2004,Z05,1344
2013,Y06,1272
1996,Y11,1130
1986,W10,1409
1990,W09,1143
1999,W03,1153
1985,X04,1424
2002,Z06,1211
1996,Y14,1122
1995,W14,1330
2006,Y09,1458
2007,W11,1203
1991,Y07,1234
2012,X04,1276
1989,W13,1353
1996,W14,1296
2004,X02,1163
2010,W05,1396
2002,Y02,1104
2013,X02,1207
1992,Z08,1304
2009,Z01,1163
2004,X10,1173
1997,X16,1238
1993,Z10,1281
2000,Y06,1417
2008,W06,1328
2005,Z15,1416
2002,Y04,1425
2005,Z16a,1105
1998,Y13,1434
2005,Y14,1310
1994,Z10,1307
2013,X05,1433
1989,X07,1431
2005,X12,1454
2011,Y14,1459
1998,Y05,1395
2010,Y04,1268
2006,X16,1331
2005,X11,1412
2005,W02,1448
2014,Z14,1418
1995,X02,1163
2012,Y06,1424
1988,W07,1374
1997,X10,1344
2014,Z05,1328
2010,W02,1452
1996,W02,1207
1989,Z05,1438
2012,Z14a,1140
1997,Y07,1462
1992,W08,1400
1997,Z11,1328
1985,X09,1116
2010,Z04,1435
2011,W11,1266
2009,Z08,1140
2004,W01,1181
1986,Z04,1424
1990,Y14,1320
2004,W09,1112
2003,Y06,1281
2013,W16a,1241
2008,W13,1457
1985,W04,1260
2001,X03,1268
2003,W02,1448
1996,Y09,1185
1993,Y06,1243
1996,Z16,1441
1996,W11,1309
2004,Y15,1186
2003,X06,1268
2011,Z10,1199
1995,Y06,1272
2013,X13,1355
1994,Z03,1257
2009,Z05,1345
1991,W15,1350
2011,X11,1281
1995,Z11,1462
2007,X14,1335
1986,Y14,1123
2006,Z10,1371
1992,Y03,1116
1992,Z04,1314
2006,X15,1125
1997,Y13,1275
1999,Z13,1373
2007,W03,1450
2006,Z04,1228
1999,X14,1308
2000,W16,1249
2002,Z16,1131
2012,X12b,1378
2012,X13,1325
2005,X16,1192
2003,Z14,1161
1991,Y13,1296
2014,Z07,1332
2009,W09,1397
1999,Y01,1120
2006,X01,1272
2014,Z12,1295
2007,X11,1390
1986,X14,1114
1986,W13,1318
1985,W05,1374
1995,W05,1104
1999,Z11,1335
2008,Y09,1332
2006,X14,1462
1992,X14,1285
2009,Y12,1112
1998,Z07,1269
2004,X05,1393
1996,X13,1145
1990,W13,1379
1989,Z06,1104
2000,Y14,1233
1991,Z05,1277
2008,W08,1231
1987,Z08,1208
2010,X08,1143
1997,W15,1164
2008,X03,1458
2012,W09,1379
2014,Y11b,1397
1987,X07,1309
2013,X15,1195
2006,Z06,1277
1992,W01,1181
2001,Z06,1400
1993,Y02,1371
2002,W12,1409
1999,X02,1428
2008,Z02,1181
1995,X13,1253
2006,X07,1266
1998,Z03,1276
1997,X11,1425
1994,Z05,1143
2002,W03,1208
1987,Z11,1409
2012,Y08,1235
2000,Z03,1328
2014,Y13,1264
2005,W14,1457
1994,W10,1203
2003,X11,1423
1989,Y15,1137
2007,X12,1253
2001,W02,1246
1998,Z06,1417
2007,X16,1148
2014,X12,1372
2009,W10,1278
1994,Z09,1458
1991,Y08,1210
2004,Y11,1350
1992,X09,1448
1988,X06,1242
2002,W01,1268
2001,Z05,1438
1991,Z03,1371
1994,W11,1335
2013,Z14,1217
2008,W12,1206
1990,Z14,1229
1999,Y08,1393
1993,X13,1174
1986,Y11,1261
1992,Y01,1242
2013,Y09,1281
2010,W16,1190
2012,W13,1285
2000,Z13,1369
2003,Y05,1458
2012,Y15,1250
2008,W03,1257
2002,Z15,1227
2006,W10,1301
1992,W10,1235
2004,Z13,1227
1990,Y06,1278
1991,X14,1309
2002,Z02,1328
1996,Z04,1393
2002,W15,1214
2007,Z05,1439
2014,W06,1314
2013,X08,1314
2011,Z11b,1433
2010,W10,1281
2007,X10,1166
1993,X03,1181
2003,Y10,1104
1990,Y16,1293
1998,Z14,1172
2010,X02,1437
2002,W11,1356
2003,X04,1390
2003,Z08,1153
1991,Z12,1453
1988,Z15,1317
2011,W05,1452
1995,Z12,1123
1990,X09,1283
2003,X05,1163
1993,X11,1261
1994,Z08,1153
1986,X08,1239
1998,Y16,1341
2009,Z10,1268
2009,W02,1181
2009,X02,1328
1985,W10,1177
2007,W02,1207
2013,W03,1266
2000,X04,1397
1985,Z08,1437
1991,X01,1116
1998,X04,1268
1987,Y06,1385
1988,Z10,1258
1994,X13,1151
1990,W07,1417
2005,W03,1211
2011,X16,1214
2007,W10,1403
1991,X15,1157
2007,W06,1435
1997,W09,1160
2003,W04,1257
1994,Y14,1337
1988,X09,1272
2003,W13,1122
1988,X01,1345
2002,X09,1443
2002,Y15,1194
1991,Z08,1207
2006,X12,1245
2009,X03,1393
1997,W14,1330
1999,W09,1409
2005,Y16,1175
1990,Z07,1104
2013,W02,1274
1985,W02,1210
1998,X12,1375
1990,W04,1247
2008,Z03,1462
2010,Y09,1320
1991,W07,1345
1987,X06,1344
1990,W16,1131
1998,X14,1362
2014,Y06,1269
2011,W12b,1412
1997,Y03,1153
1994,X16,1416
2003,Z04,1228
1986,Y05,1104
1996,X11,1409
2000,W03,1329
1996,Z01,1345
2000,W12,1139
1999,Y14,1359
2000,Y10,1166
2004,Z12,1334
2013,W16b,1254
1987,W14,1318
2011,X09,1397
2008,Z04,1163
2002,Z12,1281
1993,W02,1153
2006,Y16b,1284
1995,Z03,1277
1992,X12,1308
2013,X16,1443
1988,Y06,1437
2004,Z08,1449
2008,Y02,1400
1999,Z03,1314
2008,W02,1397
2007,W13,1308
2002,X11,1130
1989,W02,1181
1990,X03,1207
2005,X04,1130
2010,X14,1358
1999,W10,1345
2010,Y12,1308
2006,Y02,1326
1996,Y04,1417
1990,Z10,1161
2002,Z13,1172
1996,Y02,1153
2006,Z16,1107
1989,X10,1261
1995,W04,1329
2013,W13,1285
2000,W01,1181
1985,X07,1104
2008,Y12,1396
2003,W11,1335
1985,Y09,1229
2012,Z02,1281
2009,X13,1103
1998,Y01,1242
2004,W16,1106
1995,Y04,1438
2000,X09,1281
2012,Z07,1196
2010,Z11,1278
1999,Z16,1427
1991,Z16,1285
1988,Y10,1364
1997,Z16,1285
2008,Z12,1443
2006,Y07,1207
1988,Y07,1268
2004,X12,1140
2012,X05,1396
1998,W05,1343
1989,W05,1301
2006,X05,1338
1988,Z11,1385
1998,Y09,1293
2014,Y16a,1142
2006,Z09,1412
1994,Y13,1308
1991,Z02,1112
1992,Z10,1408
2009,Z13,1280
2006,Z05,1449
1990,X01,1328
2002,W16b,1373
2004,Y07,1272
1997,Z08,1234
1993,Z08,1235
1997,X02,1181
2008,X16,1340
1993,W07,1308
1998,X05,1228
1999,Z06,1196
2002,W06,1403
2005,Z03,1242
2011,W15,1254
2003,Y14,1221
1991,W08,1343
1989,Z11,1375
2011,W04,1246
2013,X03,1196
2014,X07,1307
2011,W14,1232
2001,X13,1245
2006,W06,1452
1993,X01,1231
1993,X06,1143
2003,W08,1143
2007,X15,1317
2008,Z09,1401
1997,X01,1242
2001,Y05,1393
1986,W15,1135
2002,X12,1166
1995,Y01,1242
1994,Y12,1409
1991,X02,1231
1998,W03,1376
2006,Y05,1305
2011,W13,1343
1995,W06,1409
1997,Y15,1149
2000,Z01,1112
1996,W16,1416
2003,X15,1358
1995,W15,1389
1995,Z07,1235
1985,Z16,1192
2013,W12,1143
1990,W11,1396
1989,W03,1390
1996,Y10,1328
2001,W03,1130
2012,Z10,1438
1985,X05,1449
2011,Y09,1330
1993,X05,1329
1985,X06,1409
1998,Y12,1199
2014,W01,1438
2013,Y02,1181
1999,W07,1400
1988,Z07,1461
2004,X14,1418
1995,X11,1400
1986,W12,1177
1995,Y13,1311
2000,X02,1153
2006,Y03,1196
1987,W10,1443
1991,X03,1242
2007,Y10,1210
1989,W14,1373
2011,W10,1208
2011,Z03,1345
1985,X11,1431
1985,Y10,1277
2014,Y10,1113
2010,X16b,1457
1992,Z14,1190
1996,X02,1448
1998,W09,1227
2000,Z12,1232
2011,X12,1272
1987,Y04,1281
1991,Y03,1304
2004,W14,1343
1990,X05,1228
2000,W09,1177
2011,Z15,1103
1990,W12,1140
1995,W13,1180
2013,Y11a,1292
1990,Y09,1364
1991,Y16,1406
2014,Y08,1246
2011,Y07,1417
2007,Y04,1268
1996,X16,1363
1990,X14,1411
1997,Y04,1155
1985,W11,1455
1989,Z01,1328
1999,Y05,1417
1993,W08,1348
1996,X15,1419
1997,W03,1307
2000,Y01,1277
1985,Z09,1173
1985,X08,1234
1994,W06,1304
