season,daynum,wteam,wscore,lteam,lscore,wloc,numot
2012,143,1393,64,1458,63,N,0
2012,144,1124,75,1462,70,N,0
2012,144,1242,60,1301,57,N,0
2012,144,1246,102,1231,90,N,0
2012,144,1314,73,1325,65,N,1
2012,145,1257,72,1196,68,N,0
2012,145,1326,77,1393,70,N,0
2012,146,1242,80,1314,67,N,0
2012,146,1246,82,1124,70,N,0
2012,152,1242,64,1326,62,N,0
2012,152,1246,69,1257,61,N,0
2012,154,1246,67,1242,59,N,0
2008,137,1272,87,1426,63,N,0
2007,137,1246,67,1437,58,N,0
1988,143,1181,73,1348,72,N,0
1991,154,1181,72,1242,65,N,0
2013,137,1195,78,1207,68,N,0
2008,137,1280,76,1332,69,N,0
1994,137,1396,61,1180,39,N,0
2010,138,1388,75,1437,68,N,0
1985,137,1181,75,1337,62,N,0
1987,137,1207,75,1137,53,N,0
1995,138,1242,75,1443,70,N,0
1987,136,1314,113,1335,82,N,0
2011,143,1112,93,1181,77,N,0
1993,144,1314,80,1116,74,N,0
1990,136,1328,77,1406,68,N,0
1987,145,1344,88,1207,73,N,0
1989,138,1181,70,1452,63,N,0
2013,152,1276,61,1393,56,N,0
2006,137,1163,72,1107,59,N,0
1991,136,1166,64,1308,56,N,0
2001,136,1130,68,1381,65,N,0
1992,136,1181,82,1144,56,N,0
2003,136,1390,77,1360,69,N,0
2004,137,1329,75,1186,56,N,0
1999,136,1326,72,1293,58,N,0
2005,136,1228,67,1192,55,N,0
1999,136,1178,56,1417,53,N,0
2000,136,1417,65,1123,57,N,0
2014,146,1246,75,1276,72,N,0
1985,139,1228,74,1208,58,N,0
1994,139,1181,85,1277,74,N,0
2006,146,1196,75,1437,62,N,0
1988,136,1177,83,1455,62,N,0
2005,139,1257,76,1210,54,N,0
1996,136,1439,61,1453,48,N,0
2007,146,1207,96,1314,84,N,1
2001,137,1336,69,1344,59,N,0
1988,138,1345,100,1272,73,N,0
1990,139,1462,74,1207,71,N,0
2002,138,1242,86,1390,63,N,0
1997,138,1112,73,1158,69,N,0
1994,137,1231,84,1325,72,N,0
1994,137,1314,71,1251,51,N,0
1999,139,1246,92,1242,88,N,1
2013,136,1433,88,1103,42,N,0
1997,139,1151,75,1228,63,N,0
2009,139,1257,79,1373,72,N,0
1989,137,1234,87,1353,73,N,0
2004,144,1210,72,1305,67,N,0
1994,136,1281,76,1298,53,N,0
1998,139,1393,56,1307,46,N,0
1988,139,1242,61,1293,58,N,0
2013,154,1257,82,1276,76,N,0
2000,143,1458,61,1261,48,N,0
2011,143,1163,74,1361,67,N,0
2005,137,1257,68,1418,62,N,0
2008,143,1417,88,1443,78,N,0
1990,138,1277,62,1364,58,N,0
2006,137,1112,94,1458,75,N,0
1986,136,1328,80,1318,74,N,0
1997,143,1417,74,1235,73,N,1
2011,136,1361,68,1294,50,N,0
1985,136,1328,96,1299,83,N,0
1991,145,1242,93,1116,81,N,0
2014,144,1277,61,1438,59,N,0
2002,138,1181,84,1323,77,N,0
2007,144,1196,65,1139,57,N,0
2004,139,1329,70,1272,53,N,0
2010,152,1139,52,1277,50,N,0
2010,137,1452,77,1288,50,N,0
2011,136,1163,81,1137,52,N,0
2002,137,1153,90,1131,52,N,0
2004,137,1301,61,1418,52,N,0
2006,137,1400,60,1335,52,N,0
1991,136,1234,76,1190,73,N,0
2001,136,1268,83,1206,80,N,0
2008,139,1257,78,1328,48,N,0
2004,139,1412,76,1246,75,N,0
1996,137,1396,61,1328,43,N,0
2013,139,1195,81,1361,71,N,0
2011,139,1314,86,1449,83,N,0
1990,152,1181,97,1116,83,N,0
1996,136,1208,81,1155,74,N,0
2006,144,1163,98,1449,92,N,1
2010,137,1401,69,1429,53,N,0
2000,137,1329,86,1220,66,N,0
1995,143,1246,97,1113,73,N,0
2014,146,1163,60,1277,54,N,0
1991,136,1350,73,1393,69,N,0
1992,145,1181,104,1246,103,N,1
2010,144,1397,76,1326,73,N,0
1998,136,1150,77,1227,62,N,0
2009,144,1314,98,1211,77,N,0
1989,139,1231,92,1431,69,N,0
1997,137,1396,62,1279,40,N,0
2013,134,1388,67,1292,54,N,0
1989,136,1112,94,1352,60,N,0
1987,146,1231,77,1261,76,N,0
1993,136,1396,75,1281,61,N,0
1989,137,1191,94,1333,90,N,1
1993,144,1396,67,1435,59,N,0
1994,137,1246,83,1398,70,N,0
2002,136,1181,84,1457,37,N,0
2014,138,1173,55,1393,53,N,0
1988,152,1328,86,1112,78,N,0
1996,137,1130,64,1231,51,N,0
2008,139,1172,74,1207,70,N,0
1989,137,1417,84,1235,74,N,0
1985,137,1210,65,1273,58,N,0
2008,137,1397,72,1110,57,N,0
1990,136,1424,102,1114,72,N,0
1996,136,1428,72,1145,43,N,0
1997,143,1428,82,1390,77,N,1
1994,136,1268,74,1387,66,N,0
2000,139,1196,93,1228,76,N,0
2004,136,1314,63,1102,52,N,0
1986,136,1177,72,1438,68,N,0
1997,136,1143,55,1343,52,N,0
1997,136,1345,83,1348,76,N,1
2010,137,1211,67,1199,60,N,0
2005,137,1314,96,1324,68,N,0
2006,137,1452,64,1356,46,N,0
1996,143,1269,79,1116,63,N,0
1990,145,1116,88,1400,85,N,0
2013,137,1228,57,1160,49,N,0
2002,136,1242,70,1221,59,N,0
2005,139,1301,65,1163,62,N,0
2005,136,1130,85,1335,65,N,0
2005,137,1181,57,1175,46,N,0
1989,139,1314,88,1417,81,N,0
1998,136,1428,85,1362,68,N,0
2008,144,1400,82,1390,62,N,0
1985,137,1104,50,1112,41,N,0
2007,137,1438,84,1107,57,N,0
2013,138,1257,82,1161,56,N,0
1987,138,1323,58,1395,57,N,0
1995,137,1269,68,1389,51,N,0
2007,138,1314,81,1277,67,N,0
1989,136,1123,68,1338,64,N,0
2009,139,1277,74,1425,69,N,0
1999,136,1163,91,1427,66,N,0
1992,144,1153,69,1431,67,N,0
2011,137,1345,65,1389,43,N,0
1999,152,1163,64,1326,58,N,0
1986,137,1386,60,1350,59,N,0
1986,137,1443,67,1304,59,N,0
1994,138,1281,109,1458,96,N,0
2004,143,1104,80,1393,71,N,0
1985,138,1256,79,1326,67,N,0
1992,137,1393,51,1343,43,N,0
1998,137,1387,51,1269,46,N,0
2002,139,1328,78,1462,65,N,0
1999,137,1246,82,1308,60,N,0
2009,138,1163,92,1401,66,N,0
1998,139,1390,83,1444,65,N,0
2004,138,1305,91,1211,72,N,0
1987,139,1261,72,1396,62,N,0
2009,143,1437,77,1181,54,N,0
1993,144,1276,72,1203,64,N,0
1990,138,1116,86,1173,84,N,0
2006,139,1400,75,1301,54,N,0
1993,136,1314,85,1187,65,N,0
1992,144,1326,80,1314,73,N,0
1997,137,1400,71,1458,58,N,0
2007,137,1356,61,1221,51,N,0
1993,138,1242,90,1140,76,N,0
2004,139,1242,78,1334,63,N,0
2011,137,1206,61,1437,57,N,0
2003,137,1277,79,1160,64,N,0
1995,138,1246,82,1408,60,N,0
2001,136,1281,70,1208,68,N,0
1993,138,1435,85,1228,68,N,0
1996,136,1246,110,1363,72,N,0
2002,137,1163,78,1214,67,N,0
2010,143,1243,101,1462,96,N,2
2001,143,1268,76,1207,66,N,0
1991,137,1277,60,1453,58,N,0
2006,136,1401,66,1393,58,N,0
2007,154,1196,84,1326,75,N,0
1997,138,1242,75,1345,61,N,0
1994,144,1116,103,1409,84,N,0
1994,138,1345,83,1104,73,N,0
1997,137,1151,73,1208,70,N,0
1989,136,1177,66,1272,63,N,0
1993,138,1199,94,1408,63,N,0
1985,139,1130,74,1181,73,N,0
2007,137,1242,107,1310,67,N,0
1996,139,1242,76,1365,51,N,0
1999,145,1163,67,1211,62,N,0
2000,137,1242,81,1177,77,N,1
1986,136,1412,66,1281,64,N,0
1994,136,1163,64,1351,46,N,0
1995,136,1268,87,1211,63,N,0
2009,145,1163,82,1281,75,N,0
2004,137,1130,58,1428,51,N,0
2001,137,1211,86,1438,85,N,0
2009,137,1281,78,1165,59,N,0
1985,144,1385,86,1246,70,N,0
2008,136,1401,67,1140,62,N,0
1992,137,1431,55,1191,50,N,0
1997,138,1235,67,1153,66,N,0
2001,146,1277,69,1396,62,N,0
1995,138,1113,64,1264,54,N,0
2002,154,1268,64,1231,52,N,0
1992,137,1153,85,1174,47,N,0
2008,137,1257,79,1129,61,N,0
1991,144,1314,93,1185,67,N,0
2004,136,1181,96,1106,61,N,0
1986,146,1242,75,1301,67,N,0
1989,139,1276,91,1375,82,N,0
2008,136,1417,70,1290,29,N,0
1995,145,1417,102,1163,96,N,0
2006,136,1228,78,1102,69,N,0
2000,136,1458,66,1201,56,N,0
2005,136,1449,88,1285,77,N,0
1988,137,1371,80,1431,64,N,0
2003,139,1139,79,1257,71,N,0
2001,138,1390,90,1386,83,N,0
1988,136,1120,90,1133,86,N,0
1994,137,1130,67,1450,64,N,0
2009,137,1173,68,1452,60,N,0
1995,143,1163,99,1268,89,N,0
2007,146,1196,85,1332,77,N,0
2010,143,1452,69,1449,56,N,0
1993,136,1228,75,1253,72,N,0
1987,137,1443,64,1452,62,N,0
2000,137,1274,75,1116,71,N,0
1994,143,1345,83,1242,78,N,0
2002,138,1112,68,1461,60,N,0
1995,137,1428,76,1253,64,N,0
1990,144,1278,82,1393,75,N,0
2014,139,1438,78,1272,60,N,0
1985,136,1229,58,1425,55,N,0
1991,137,1424,99,1285,65,N,0
2002,136,1332,81,1285,62,N,0
1993,137,1246,96,1351,52,N,0
2009,136,1449,71,1280,58,N,0
1991,143,1424,83,1428,66,N,0
1997,136,1153,86,1139,69,N,0
2000,137,1163,75,1429,67,N,0
1994,146,1196,74,1130,66,N,0
2010,136,1437,73,1352,70,N,1
2007,137,1397,121,1253,86,N,0
1995,139,1417,75,1281,74,N,0
1992,137,1417,73,1352,53,N,0
2013,138,1112,74,1217,51,N,0
1991,138,1181,85,1234,70,N,0
2011,137,1400,85,1324,81,N,0
1995,137,1281,65,1231,60,N,0
1988,143,1396,69,1350,47,N,0
2000,136,1428,48,1387,45,N,0
2003,137,1462,71,1407,59,N,0
1987,136,1462,70,1281,69,N,0
1985,137,1301,65,1305,56,N,0
1996,137,1242,92,1354,54,N,0
2008,138,1452,73,1181,67,N,0
2008,137,1207,66,1420,47,N,0
1993,143,1246,103,1448,69,N,0
2011,139,1242,73,1228,59,N,0
2005,144,1314,67,1437,66,N,0
1997,136,1112,65,1375,57,N,0
1988,137,1207,66,1261,63,N,0
2008,139,1437,84,1373,72,N,0
1998,137,1178,66,1385,64,N,0
1987,138,1314,109,1276,97,N,0
1987,144,1234,93,1328,91,N,1
2011,137,1393,77,1232,60,N,0
2007,137,1439,54,1228,52,N,0
2003,143,1242,69,1181,65,N,0
1992,137,1276,73,1396,66,N,0
2009,136,1401,79,1140,66,N,0
2013,136,1143,64,1424,61,N,0
2010,138,1320,69,1242,67,N,0
1989,138,1328,124,1256,81,N,0
1999,139,1181,97,1409,56,N,0
2001,146,1112,87,1228,81,N,0
2010,137,1338,89,1324,66,N,0
2008,139,1397,76,1139,71,N,1
2013,137,1279,57,1458,46,N,0
2000,143,1235,80,1417,56,N,0
1998,152,1428,65,1314,59,N,0
1985,145,1207,60,1210,54,N,0
1985,139,1104,63,1433,59,N,0
1986,137,1228,75,1193,51,N,0
1989,145,1371,84,1424,61,N,0
1988,136,1328,94,1151,66,N,0
2004,146,1181,66,1462,63,N,0
2013,136,1277,65,1434,54,N,0
2003,137,1448,76,1190,73,N,0
1985,144,1437,46,1268,43,N,0
2013,137,1196,79,1322,47,N,0
2014,137,1124,74,1304,60,N,0
2002,136,1104,86,1194,78,N,0
1997,139,1344,98,1181,87,N,0
2001,137,1242,99,1169,75,N,0
2006,144,1196,57,1207,53,N,0
2001,139,1279,59,1323,56,N,0
1999,143,1326,72,1120,64,N,0
1999,154,1163,77,1181,74,N,0
1996,136,1390,66,1133,58,N,0
2013,145,1393,55,1266,39,N,0
2009,136,1314,101,1347,58,N,0
2014,136,1276,57,1459,40,N,0
2005,137,1329,63,1368,50,N,0
1991,136,1242,55,1309,49,N,0
2014,137,1455,64,1142,37,N,0
2003,136,1409,84,1173,71,N,0
2007,137,1332,58,1275,56,N,0
2008,137,1172,82,1211,76,N,0
1992,137,1269,85,1200,58,N,0
1995,152,1116,75,1314,68,N,0
2011,138,1361,71,1396,64,N,2
1994,137,1277,84,1371,73,N,0
1993,138,1443,72,1371,68,N,0
1988,139,1112,84,1371,55,N,0
1993,145,1246,106,1199,81,N,0
2011,136,1153,78,1281,63,N,0
2005,136,1112,66,1429,53,N,0
1990,139,1400,73,1345,72,N,0
1992,136,1231,94,1183,55,N,0
2001,136,1181,95,1284,52,N,0
2006,144,1437,60,1130,59,N,1
1995,144,1438,67,1242,58,N,0
1997,136,1437,101,1254,91,N,0
2007,136,1231,70,1211,57,N,0
2005,145,1257,93,1452,85,N,1
1998,145,1314,75,1163,64,N,0
1987,137,1385,57,1455,55,N,0
1993,136,1348,74,1345,68,N,0
2004,154,1163,82,1210,73,N,0
2005,137,1458,57,1320,52,N,0
2006,152,1196,73,1206,58,N,0
1992,139,1308,81,1418,73,N,0
2011,137,1314,102,1254,87,N,0
1990,136,1155,49,1140,47,N,0
2005,136,1403,78,1417,66,N,0
2014,136,1163,89,1386,81,N,1
1985,138,1385,68,1116,65,N,0
2005,138,1454,83,1130,75,N,0
1985,143,1272,59,1130,57,N,0
2009,139,1281,83,1266,79,N,0
2014,138,1163,77,1437,65,N,0
2011,144,1433,72,1199,71,N,1
1988,137,1293,78,1301,75,N,0
2000,136,1328,74,1457,50,N,0
1998,144,1246,94,1417,68,N,0
1987,152,1393,77,1344,63,N,0
1985,138,1314,60,1323,58,N,0
1985,136,1260,59,1233,58,N,0
2004,136,1211,76,1434,49,N,0
2011,136,1452,84,1155,76,N,0
1998,136,1268,82,1429,68,N,0
1987,137,1234,99,1365,76,N,0
1998,137,1246,82,1354,67,N,0
1985,136,1323,79,1333,70,N,0
2006,136,1455,86,1371,66,N,0
1985,137,1393,70,1177,65,N,0
1988,143,1328,108,1257,98,N,0
2003,138,1112,96,1211,95,N,2
1999,136,1307,61,1281,59,N,0
2014,138,1276,79,1400,65,N,0
2008,136,1452,75,1112,65,N,0
1989,143,1371,78,1231,65,N,0
2009,137,1329,77,1397,75,N,0
1990,138,1424,76,1326,65,N,0
2004,143,1386,84,1448,80,N,0
1986,144,1301,70,1235,66,N,0
1987,136,1424,95,1226,70,N,0
2009,137,1277,77,1352,62,N,0
2002,144,1242,73,1228,69,N,0
2009,146,1277,64,1257,52,N,0
1990,137,1242,79,1352,71,N,0
2011,134,1155,70,1412,52,N,0
1999,138,1234,82,1116,72,N,0
2000,137,1196,69,1139,68,N,1
2001,139,1336,82,1314,74,N,0
2007,139,1242,88,1246,76,N,0
1988,146,1112,70,1314,52,N,0
2002,137,1400,70,1130,57,N,0
2004,137,1228,72,1293,53,N,0
1998,139,1417,85,1276,82,N,0
2011,139,1181,73,1276,71,N,0
1988,137,1210,90,1235,78,N,0
1992,138,1272,82,1116,80,N,0
2014,138,1257,66,1387,51,N,0
2003,136,1143,76,1301,74,N,1
2001,138,1425,74,1130,71,N,0
2006,145,1261,70,1400,60,N,1
2010,152,1181,78,1452,57,N,0
2014,136,1257,71,1264,64,N,0
2013,137,1247,63,1243,61,N,0
1992,143,1417,85,1308,78,N,0
1994,138,1268,95,1269,87,N,0
1987,136,1120,62,1360,61,N,0
2000,137,1390,84,1354,65,N,0
1993,136,1443,55,1272,52,N,0
1992,143,1181,81,1371,69,N,0
2014,154,1163,60,1246,54,N,0
2004,136,1448,79,1433,78,N,0
2005,146,1277,94,1246,88,N,2
1990,137,1181,81,1350,46,N,0
2008,136,1323,68,1206,50,N,0
1986,143,1246,68,1104,63,N,0
2003,136,1163,58,1140,53,N,0
1992,136,1371,78,1247,76,N,0
1995,154,1417,89,1116,78,N,0
2004,144,1462,79,1400,71,N,0
2006,139,1272,72,1137,56,N,0
1996,145,1269,86,1207,62,N,0
1988,146,1242,71,1243,58,N,0
1986,137,1301,66,1234,64,N,0
1998,136,1116,74,1304,65,N,0
1997,152,1246,78,1278,69,N,0
1990,136,1247,79,1379,63,N,0
2008,143,1314,68,1450,47,N,0
2003,134,1421,92,1411,84,N,1
2003,136,1112,80,1436,51,N,0
2003,136,1113,84,1272,71,N,0
2003,136,1141,79,1166,73,N,0
2003,136,1181,67,1161,57,N,0
2003,136,1211,74,1153,69,N,0
2003,136,1228,65,1443,60,N,0
2003,136,1242,64,1429,61,N,0
2003,136,1266,72,1221,68,N,0
2003,136,1281,72,1356,71,N,0
2003,136,1323,70,1454,69,N,0
2003,136,1328,71,1354,54,N,0
2003,136,1458,81,1451,74,N,0
2003,137,1120,65,1386,63,N,1
2003,137,1139,47,1280,46,N,0
2003,137,1196,85,1358,55,N,0
2003,137,1231,67,1104,62,N,0
2003,137,1246,95,1237,64,N,0
2003,137,1257,86,1122,64,N,0
2003,137,1268,75,1423,73,N,0
2003,137,1329,77,1335,63,N,0
2003,137,1338,87,1447,61,N,0
2003,137,1345,80,1261,56,N,0
2003,137,1393,76,1264,65,N,0
2003,137,1400,82,1421,61,N,0
2003,137,1428,60,1332,58,N,0
2003,138,1163,85,1390,74,N,0
2003,138,1181,86,1141,60,N,0
2003,138,1242,108,1113,76,N,0
2003,138,1266,101,1281,92,N,1
2003,138,1323,68,1228,60,N,0
2003,138,1328,74,1143,65,N,0
2003,138,1458,61,1409,60,N,0
2003,139,1120,68,1448,62,N,0
2003,139,1246,74,1428,54,N,0
2003,139,1268,77,1462,64,N,0
2003,139,1277,68,1196,46,N,0
2003,139,1338,74,1231,52,N,0
2003,139,1393,68,1329,56,N,0
2003,139,1400,77,1345,67,N,0
2003,143,1112,88,1323,71,N,0
2003,143,1246,63,1458,57,N,0
2003,143,1266,77,1338,74,N,0
2003,144,1277,60,1268,58,N,0
2003,144,1328,65,1139,54,N,0
2003,144,1393,79,1120,78,N,0
2003,144,1400,82,1163,78,N,0
2003,145,1242,78,1112,75,N,0
2003,145,1266,83,1246,69,N,0
2003,146,1393,63,1328,47,N,0
2003,146,1400,85,1277,76,N,0
