id,season,team_id1,team_id2,pred,team_id1_wins,team_id2_wins
2011_1208_1449,2011,1208,1449,0.5,0,1
2011_1140_1459,2011,1140,1459,0.5,1,0
2013_1231_1396,2013,1231,1396,0.5,1,0
2014_1372_1433,2014,1372,1433,0.5,1,0
2013_1276_1393,2013,1276,1393,0.5,1,0
2012_1153_1400,2012,1153,1400,0.5,1,0
2013_1251_1299,2013,1251,1299,0.5,0,1
2012_1345_1388,2012,1345,1388,0.5,1,0
2014_1276_1459,2014,1276,1459,0.5,1,0
2013_1241_1254,2013,1241,1254,0.5,1,0
2012_1393_1458,2012,1393,1458,0.5,1,0
2012_1250_1462,2012,1250,1462,0.5,0,1
2013_1161_1281,2013,1161,1281,0.5,1,0
2014_1166_1418,2014,1166,1418,0.5,1,0
2012_1257_1307,2012,1257,1307,0.5,1,0
2014_1277_1438,2014,1277,1438,0.5,1,0
2013_1279_1458,2013,1279,1458,0.5,1,0
2011_1350_1435,2011,1350,1435,0.5,1,0
2013_1266_1274,2013,1266,1274,0.5,1,0
2012_1314_1436,2012,1314,1436,0.5,1,0
2013_1181_1277,2013,1181,1277,0.5,1,0
2011_1199_1433,2011,1199,1433,0.5,0,1
2014_1124_1166,2014,1124,1166,0.5,1,0
2014_1234_1397,2014,1234,1397,0.5,0,1
2012_1153_1199,2012,1153,1199,0.5,1,0
2014_1272_1438,2014,1272,1438,0.5,0,1
2012_1211_1326,2012,1211,1326,0.5,0,1
2011_1425_1433,2011,1425,1433,0.5,0,1
2012_1314_1325,2012,1314,1325,0.5,1,0
2014_1181_1273,2014,1181,1273,0.5,0,1
2013_1195_1207,2013,1195,1207,0.5,1,0
2013_1112_1125,2013,1112,1125,0.5,1,0
2014_1124_1304,2014,1124,1304,0.5,1,0
2013_1161_1257,2013,1161,1257,0.5,0,1
2011_1139_1458,2011,1139,1458,0.5,1,0
2014_1107_1291,2014,1107,1291,0.5,1,0
2011_1266_1462,2011,1266,1462,0.5,1,0
2012_1199_1382,2012,1199,1382,0.5,1,0
2014_1372_1417,2014,1372,1417,0.5,0,1
2014_1276_1400,2014,1276,1400,0.5,1,0
2012_1181_1250,2012,1181,1250,0.5,0,1
2014_1163_1386,2014,1163,1386,0.5,1,0
2013_1257_1332,2013,1257,1332,0.5,1,0
2013_1103_1433,2013,1103,1433,0.5,0,1
2011_1155_1412,2011,1155,1412,0.5,1,0
2012_1153_1326,2012,1153,1326,0.5,0,1
2014_1173_1196,2014,1173,1196,0.5,0,1
2014_1153_1217,2014,1153,1217,0.5,0,1
2011_1338_1421,2011,1338,1421,0.5,1,0
2011_1114_1421,2011,1114,1421,0.5,0,1
2011_1206_1326,2011,1206,1326,0.5,0,1
2011_1112_1181,2011,1112,1181,0.5,1,0
2013_1129_1247,2013,1129,1247,0.5,0,1
2011_1326_1427,2011,1326,1427,0.5,1,0
2011_1131_1242,2011,1131,1242,0.5,0,1
2012_1285_1458,2012,1285,1458,0.5,0,1
2013_1217_1307,2013,1217,1307,0.5,1,0
2011_1207_1433,2011,1207,1433,0.5,0,1
2013_1235_1323,2013,1235,1323,0.5,1,0
2011_1228_1242,2011,1228,1242,0.5,0,1
2012_1124_1462,2012,1124,1462,0.5,1,0
2013_1257_1455,2013,1257,1455,0.5,1,0
2014_1174_1277,2014,1174,1277,0.5,0,1
2014_1246_1257,2014,1246,1257,0.5,1,0
2012_1243_1379,2012,1243,1379,0.5,1,0
2013_1328_1361,2013,1328,1361,0.5,0,1
2012_1435_1458,2012,1435,1458,0.5,0,1
2011_1243_1429,2011,1243,1429,0.5,1,0
2011_1294_1361,2011,1294,1361,0.5,0,1
2014_1124_1458,2014,1124,1458,0.5,0,1
2011_1287_1350,2011,1287,1350,0.5,0,1
2014_1160_1338,2014,1160,1338,0.5,0,1
2013_1231_1393,2013,1231,1393,0.5,0,1
2013_1233_1326,2013,1233,1326,0.5,0,1
2014_1437_1454,2014,1437,1454,0.5,1,0
2014_1203_1272,2014,1203,1272,0.5,0,1
2011_1345_1389,2011,1345,1389,0.5,1,0
2011_1196_1364,2011,1196,1364,0.5,1,0
2012_1124_1355,2012,1124,1355,0.5,1,0
2012_1325_1378,2012,1325,1378,0.5,1,0
2011_1199_1401,2011,1199,1401,0.5,1,0
2013_1277_1434,2013,1277,1434,0.5,1,0
2013_1211_1380,2013,1211,1380,0.5,1,0
2012_1277_1387,2012,1277,1387,0.5,1,0
2012_1124_1160,2012,1124,1160,0.5,1,0
2014_1295_1361,2014,1295,1361,0.5,0,1
2014_1107_1196,2014,1107,1196,0.5,0,1
2012_1207_1301,2012,1207,1301,0.5,0,1
2013_1276_1433,2013,1276,1433,0.5,1,0
2012_1326_1393,2012,1326,1393,0.5,1,0
2014_1393_1444,2014,1393,1444,0.5,1,0
2013_1285_1393,2013,1285,1393,0.5,0,1
2013_1231_1241,2013,1231,1241,0.5,1,0
2014_1273_1397,2014,1273,1397,0.5,0,1
2014_1112_1451,2014,1112,1451,0.5,1,0
2013_1332_1387,2013,1332,1387,0.5,1,0
2011_1140_1211,2011,1140,1211,0.5,1,0
2014_1184_1242,2014,1184,1242,0.5,0,1
2013_1172_1266,2013,1172,1266,0.5,0,1
2011_1137_1163,2011,1137,1163,0.5,0,1
2013_1329_1332,2013,1329,1332,0.5,0,1
2012_1378_1396,2012,1378,1396,0.5,1,0
2013_1326_1455,2013,1326,1455,0.5,0,1
2012_1231_1433,2012,1231,1433,0.5,1,0
2014_1113_1400,2014,1113,1400,0.5,0,1
2011_1112_1163,2011,1112,1163,0.5,0,1
2014_1269_1397,2014,1269,1397,0.5,0,1
2012_1235_1246,2012,1235,1246,0.5,0,1
2012_1254_1277,2012,1254,1277,0.5,0,1
2013_1181_1257,2013,1181,1257,0.5,0,1
2012_1253_1307,2012,1253,1307,0.5,0,1
2014_1246_1276,2014,1246,1276,0.5,1,0
2011_1181_1214,2011,1181,1214,0.5,1,0
2014_1242_1390,2014,1242,1390,0.5,0,1
2014_1110_1458,2014,1110,1458,0.5,0,1
2012_1196_1438,2012,1196,1438,0.5,1,0
2014_1295_1328,2014,1295,1328,0.5,1,0
2011_1246_1314,2011,1246,1314,0.5,1,0
2013_1308_1387,2013,1308,1387,0.5,0,1
2012_1393_1421,2012,1393,1421,0.5,1,0
2011_1153_1163,2011,1153,1163,0.5,0,1
2013_1243_1247,2013,1243,1247,0.5,0,1
2013_1242_1276,2013,1242,1276,0.5,0,1
2013_1196_1278,2013,1196,1278,0.5,1,0
2013_1139_1266,2013,1139,1266,0.5,0,1
2011_1266_1393,2011,1266,1393,0.5,1,0
2012_1276_1325,2012,1276,1325,0.5,0,1
2014_1332_1458,2014,1332,1458,0.5,0,1
2013_1272_1388,2013,1272,1388,0.5,1,0
2012_1231_1308,2012,1231,1308,0.5,1,0
2013_1314_1437,2013,1314,1437,0.5,1,0
2012_1124_1246,2012,1124,1246,0.5,0,1
2013_1235_1326,2013,1235,1326,0.5,0,1
2011_1125_1458,2011,1125,1458,0.5,0,1
2012_1323_1462,2012,1323,1462,0.5,0,1
2014_1142_1455,2014,1142,1455,0.5,0,1
2013_1247_1455,2013,1247,1455,0.5,0,1
2011_1112_1272,2011,1112,1272,0.5,1,0
2014_1301_1387,2014,1301,1387,0.5,0,1
2011_1228_1424,2011,1228,1424,0.5,1,0
2013_1272_1277,2013,1272,1277,0.5,0,1
2014_1173_1326,2014,1173,1326,0.5,1,0
2011_1153_1281,2011,1153,1281,0.5,1,0
2013_1278_1417,2013,1278,1417,0.5,1,0
2013_1257_1299,2013,1257,1299,0.5,1,0
2013_1112_1217,2013,1112,1217,0.5,1,0
2011_1242_1350,2011,1242,1350,0.5,1,0
2011_1246_1452,2011,1246,1452,0.5,1,0
2014_1257_1387,2014,1257,1387,0.5,1,0
2014_1196_1338,2014,1196,1338,0.5,1,0
2014_1314_1344,2014,1314,1344,0.5,1,0
2012_1140_1233,2012,1140,1233,0.5,1,0
2011_1206_1437,2011,1206,1437,0.5,1,0
2014_1276_1397,2014,1276,1397,0.5,1,0
2012_1217_1435,2012,1217,1435,0.5,0,1
2012_1196_1313,2012,1196,1313,0.5,1,0
2013_1276_1355,2013,1276,1355,0.5,1,0
2014_1112_1211,2014,1112,1211,0.5,1,0
2014_1112_1458,2014,1112,1458,0.5,0,1
2014_1163_1235,2014,1163,1235,0.5,1,0
2012_1178_1242,2012,1178,1242,0.5,0,1
2011_1112_1400,2011,1112,1400,0.5,1,0
2013_1242_1314,2013,1242,1314,0.5,1,0
2012_1104_1166,2012,1104,1166,0.5,0,1
2011_1246_1326,2011,1246,1326,0.5,1,0
2011_1163_1246,2011,1163,1246,0.5,1,0
2011_1314_1449,2011,1314,1449,0.5,1,0
2011_1232_1393,2011,1232,1393,0.5,0,1
2012_1242_1345,2012,1242,1345,0.5,1,0
2012_1266_1293,2012,1266,1293,0.5,1,0
2012_1290_1443,2012,1290,1443,0.5,0,1
2011_1139_1433,2011,1139,1433,0.5,1,0
2013_1196_1322,2013,1196,1322,0.5,1,0
2013_1196_1276,2013,1196,1276,0.5,0,1
