playerid,yearid,stint,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
hackeji01,1903,1,SLN,NL,1,3,7,6,5,0,1,145,47,20,0,18,21,0.0,3,,1,3.0,0,210,1,28,,,
whitema03,2005,1,WAS,NL,0,1,1,1,0,0,0,12,4,4,0,3,3,,9,0.0,1,1.0,0,20,0,4,,,
montgje01,1987,1,CIN,NL,2,2,14,1,0,0,0,58,25,14,2,9,13,0.0,6,1.0,1,0.0,1,89,6,15,,,
rayca01,1916,1,PHA,AL,0,1,3,1,0,0,0,28,9,5,0,14,5,0.0,4,,1,1.0,0,50,1,8,,,
schmicr01,1892,1,BLN,NL,1,4,6,6,6,0,0,142,37,17,0,26,17,0.0,3,,2,0.0,0,0,0,26,,,
parsoto01,1964,1,NYN,NL,1,2,4,2,1,0,0,58,20,9,1,6,10,0.0,4,0.0,0,0.0,0,81,2,9,,,
paniajo01,1996,1,MON,NL,2,4,13,11,0,0,0,153,55,20,7,23,27,0.0,3,0.0,2,3.0,2,223,0,24,,,
barojsa01,1982,1,CHA,AL,6,6,61,0,0,0,21,320,96,42,9,46,56,0.0,3,6.0,4,1.0,5,446,42,43,,,
forscke01,1970,1,HOU,NL,1,2,4,4,1,0,0,72,28,15,1,5,13,0.0,5,0.0,1,0.0,0,99,0,15,,,
herritr01,1956,1,KC1,AL,1,13,31,16,1,0,0,309,135,76,16,64,59,0.0,6,6.0,2,6.0,0,501,7,83,,,
trabebi01,2008,1,NYA,AL,0,0,19,0,0,0,0,50,23,13,3,7,11,,7,1.0,2,2.0,0,80,3,13,,,
hitchst01,1995,1,NYA,AL,11,10,27,27,4,1,0,505,155,88,22,68,121,0.0,4,1.0,5,5.0,2,719,0,91,,,
hickmch01,1898,1,BSN,NL,1,2,6,3,3,1,2,99,22,8,0,13,9,0.0,2,,1,0.0,0,0,3,8,,,
anderla02,1979,1,CLE,AL,0,0,8,0,0,0,0,50,25,14,3,4,7,0.0,7,0.0,0,0.0,0,77,4,14,,,
freembu02,1921,1,CHN,NL,9,10,38,20,6,0,3,532,189,81,12,70,42,0.0,4,,3,8.0,0,771,12,96,,,
schoupe01,1993,1,NYN,NL,5,12,41,18,0,0,0,385,168,85,13,45,72,0.0,5,7.0,1,3.0,2,586,6,90,,,
knudsma01,1988,1,ML4,AL,0,0,5,0,0,0,0,48,17,2,1,2,7,0.0,1,0.0,1,0.0,0,63,3,3,,,
frommar01,1906,1,SLN,NL,1,2,3,3,3,1,0,75,19,4,0,10,11,0.0,1,,0,1.0,0,97,0,6,,,
pennha01,2005,1,BAL,AL,3,2,8,8,0,0,0,115,46,27,6,21,18,,6,3.0,3,0.0,1,178,0,30,,,
scanlbo01,1996,2,KCA,AL,0,1,9,0,0,0,0,34,13,4,1,3,3,0.0,3,1.0,0,1.0,0,48,2,4,,,
oneilmi01,1901,1,SLN,NL,2,2,5,4,4,1,0,123,29,6,2,10,16,0.0,1,,0,5.0,0,0,1,12,,,
schulbo01,1952,1,CHN,NL,6,3,29,5,1,0,0,222,63,33,3,51,31,0.0,4,,2,2.0,0,330,12,34,,,
dented01,1912,1,BRO,NL,0,0,1,0,0,0,0,3,4,4,0,1,1,0.0,36,,0,0.0,0,8,1,4,,,
cicoted01,1920,1,CHA,AL,21,10,37,35,28,4,2,910,316,110,6,74,87,0.0,3,,3,2.0,0,1236,2,128,,,
viaule01,1890,2,CL4,NL,4,9,13,13,13,1,0,321,101,40,4,42,30,0.0,3,,3,0.0,0,0,0,65,,,
reganph01,1961,1,DET,AL,10,7,32,16,6,0,2,360,134,70,19,41,46,0.0,5,1.0,1,1.0,0,526,7,70,,,
hutchjo02,1944,1,BSN,NL,1,4,14,7,1,0,1,170,55,25,3,26,26,0.0,3,,0,1.0,0,246,4,30,,,
leibrch01,1989,1,KCA,AL,5,11,33,27,3,1,0,483,196,92,13,54,73,0.0,5,4.0,9,2.0,2,712,3,98,,,
spradje01,1998,1,PHI,NL,4,4,69,0,0,0,1,245,63,32,9,20,76,,3,1.0,6,2.0,1,319,20,34,,,
gobblji01,2004,1,KCA,AL,9,8,25,24,1,0,0,444,157,88,24,43,49,0.0,5,0.0,4,3.0,0,638,0,94,,,
zannido01,1961,1,SFN,NL,1,0,8,0,0,0,0,41,13,6,1,12,11,0.0,3,2.0,1,0.0,0,63,2,7,,,
fisheed02,1962,1,CHA,AL,9,5,57,12,2,1,5,548,169,63,17,45,88,0.0,3,1.0,1,1.0,0,746,19,74,,,
gagneer01,2000,1,LAN,NL,4,6,20,19,0,0,0,304,106,58,20,60,79,0.0,5,1.0,4,3.0,0,464,0,62,,,
alexape01,1920,1,CHN,NL,27,14,46,40,33,7,5,1090,335,77,8,69,173,0.0,1,,3,1.0,0,1447,6,96,,,
stewasa01,1979,1,BAL,AL,8,5,31,3,1,0,1,353,96,46,11,71,71,0.0,3,4.0,5,5.0,1,498,10,47,,,
greenja01,2000,1,HOU,NL,1,1,14,0,0,0,0,53,15,13,3,20,19,0.0,6,1.0,0,1.0,0,87,1,16,,,
veresra01,1994,1,CHN,NL,1,1,10,0,0,0,0,29,12,6,3,2,5,0.0,5,0.0,0,1.0,0,43,1,6,,,
shoffmi01,1939,2,CIN,NL,2,2,10,3,0,0,0,113,43,14,3,11,6,0.0,3,,1,2.0,0,167,2,18,,,
hayesji01,1935,1,WS1,AL,2,4,7,4,1,0,0,84,38,26,0,23,9,0.0,8,,2,0.0,2,143,2,28,,,
hitchst01,2003,1,NYA,AL,1,3,27,1,0,0,0,149,57,30,6,18,36,0.0,5,3.0,1,0.0,0,221,8,33,,,
francfr01,2012,1,NYN,NL,1,3,48,0,0,0,23,127,47,26,5,21,47,,5,1.0,2,0.0,1,197,38,27,,,
wyattjo02,1963,1,KC1,AL,6,4,63,0,0,0,21,276,83,32,12,43,81,0.0,3,2.0,7,0.0,1,401,53,37,,,
hughste01,1942,1,BOS,AL,22,6,38,30,22,4,4,843,258,81,10,75,113,0.0,2,,1,1.0,1,1150,5,92,,,
backebr01,2008,1,HOU,NL,9,14,31,31,0,0,0,500,202,112,36,77,127,,6,2.0,2,4.0,0,756,0,114,,,
hamilja01,1963,1,PHI,NL,2,1,19,1,0,0,1,90,22,18,3,17,23,0.0,5,2.0,4,0.0,0,129,5,19,,,
vosbeed01,1999,2,ARI,NL,0,1,4,0,0,0,0,8,6,1,0,0,2,0.0,3,0.0,0,0.0,0,13,0,1,,,
smithal03,1938,1,PHI,NL,1,4,37,1,0,0,1,258,115,60,7,40,46,0.0,6,,0,0.0,0,405,21,70,,,
torredi01,1995,1,KCA,AL,1,2,24,2,0,0,0,133,56,30,6,17,28,0.0,6,2.0,1,1.0,0,198,7,30,,,
bittije01,1989,1,CHA,AL,0,1,2,1,0,0,0,29,9,7,2,6,7,0.0,6,0.0,1,0.0,0,41,1,7,,,
roweda01,1877,1,CHN,NL,0,1,1,1,0,0,0,3,3,2,0,2,0,0.0,18,,0,,0,7,0,2,,,
jenksbo01,2007,1,CHA,AL,3,5,66,0,0,0,40,195,45,20,2,13,56,,2,4.0,4,1.0,0,249,62,20,,,
palmeda01,1985,1,MON,NL,7,10,24,23,0,0,0,407,128,56,5,67,106,0.0,3,5.0,9,3.0,0,588,0,60,,,
lindbpa01,1965,1,KC1,AL,0,1,4,0,0,0,0,22,12,9,3,0,12,0.0,11,0.0,1,1.0,0,35,0,9,,,
killefr01,1899,2,BSN,NL,7,5,12,12,11,0,0,298,108,47,3,26,23,0.0,4,,5,3.0,0,0,0,65,,,
coxca01,1972,1,TEX,AL,3,5,35,4,0,0,4,196,73,32,7,26,27,0.0,4,7.0,2,1.0,0,296,12,41,,,
swancr01,1984,1,NYN,NL,1,0,10,0,0,0,0,56,18,17,5,7,10,0.0,8,0.0,1,0.0,2,81,2,17,,,
lerewan01,2007,1,ATL,NL,0,2,3,3,0,0,0,35,14,10,4,7,9,,7,1.0,1,0.0,0,57,0,10,,,
kesteri01,1970,1,ATL,NL,0,0,15,0,0,0,0,97,36,20,3,19,20,0.0,5,0.0,1,0.0,0,149,8,24,,,
adamswi01,1919,1,PHA,AL,0,0,1,0,0,0,0,14,7,2,1,2,0,0.0,3,,0,1.0,0,21,1,2,,,
sallesl01,1918,1,NY1,NL,8,8,18,16,12,1,2,396,122,33,3,12,33,0.0,2,,1,0.0,1,531,2,44,,,
woodke02,2007,1,CHN,NL,1,1,22,0,0,0,0,73,18,9,0,13,24,,3,1.0,1,0.0,0,101,2,9,,,
hancojo01,2003,1,PHI,NL,0,0,2,0,0,0,0,9,2,1,0,0,4,0.0,3,0.0,0,0.0,0,11,0,1,,,
rookeji01,1972,1,KCA,AL,5,6,18,10,4,2,0,216,78,35,3,24,44,0.0,4,0.0,3,1.0,0,310,3,37,,,
lopated01,1944,1,CHA,AL,11,10,27,25,13,1,0,630,217,76,12,59,75,0.0,3,,2,2.0,0,897,2,96,,,
lochhha01,1899,1,CL4,NL,0,0,1,0,0,0,0,11,4,0,0,2,0,0.0,0,,0,0.0,0,0,1,2,,,
batismi01,1992,1,PIT,NL,0,0,1,0,0,0,0,6,4,2,1,3,1,0.0,9,0.0,0,0.0,0,13,1,2,,,
kohlmry01,2000,1,BAL,AL,0,1,25,0,0,0,13,79,30,7,1,15,17,0.0,2,2.0,0,0.0,0,120,22,9,,,
mchalma01,1913,1,NYA,AL,2,4,7,6,4,1,0,146,49,16,1,10,11,0.0,2,,2,1.0,0,195,1,21,,,
violafr01,1984,1,MIN,AL,18,12,35,35,10,4,0,773,225,92,28,73,149,0.0,3,1.0,6,4.0,1,1047,0,101,,,
cicoted01,1909,1,BOS,AL,13,5,27,17,10,1,2,479,117,35,3,56,82,0.0,1,,3,1.0,0,596,9,58,,,
barkbr01,1995,1,BOS,AL,0,0,3,0,0,0,0,7,2,0,0,1,0,0.0,0,0.0,0,0.0,0,8,2,0,,,
mahafar01,1964,1,PHI,NL,12,9,34,29,2,2,0,472,161,79,17,82,80,0.0,4,5.0,7,6.0,0,698,2,84,,,
pilledu01,1952,1,SLA,AL,10,13,30,30,9,1,0,616,222,82,14,55,62,0.0,3,,2,7.0,0,880,0,94,,,
pattere01,1983,1,CHN,NL,1,2,5,2,0,0,0,56,17,10,3,6,10,0.0,4,0.0,1,2.0,0,78,0,12,,,
chulkvi01,2006,1,TOR,AL,1,0,20,0,0,0,0,72,29,14,4,5,18,,5,0.0,1,2.0,0,107,8,16,,,
drisktr01,2005,1,HOU,NL,0,0,1,0,0,0,0,3,1,0,0,0,2,,0,0.0,0,0.0,0,4,1,0,,,
priddbo01,1971,1,ATL,NL,4,9,40,0,0,0,4,192,71,30,8,44,36,0.0,4,5.0,8,1.0,0,299,25,36,,,
mallohe01,1908,1,DET,AL,0,2,3,2,2,0,0,51,20,7,1,4,8,0.0,3,,1,2.0,0,78,1,11,,,
doylepa01,1970,1,CAL,AL,3,1,40,0,0,0,5,126,43,24,7,21,34,0.0,5,3.0,2,1.0,2,184,18,25,,,
terwidi01,1932,1,SLN,NL,0,0,1,0,0,0,0,9,1,0,0,2,2,0.0,0,,0,1.0,0,12,1,0,,,
lylesp01,1969,1,BOS,AL,8,3,71,0,0,0,17,308,91,29,8,48,93,0.0,2,4.0,8,1.0,1,439,44,33,,,
pageva01,1941,1,CHN,NL,2,2,25,3,1,0,1,145,48,23,2,30,17,0.0,4,,2,2.0,0,223,16,24,,,
roecl01,1923,1,WS1,AL,0,1,1,1,0,0,0,5,0,0,0,6,2,0.0,0,,3,0.0,0,12,0,4,,,
vanpoto01,1998,2,PIT,NL,1,2,18,7,0,0,0,141,53,28,4,18,32,,5,3.0,5,0.0,3,208,3,32,,,
harpeja02,1915,1,PHA,AL,0,0,3,0,0,0,0,26,5,3,0,1,3,0.0,3,,0,0.0,0,32,2,4,,,
bakerno01,1883,1,PT1,AA,0,2,3,3,2,0,0,57,24,7,0,11,5,,3,,0,,0,0,0,16,,,
thomabu01,1939,3,DET,AL,7,0,27,0,0,0,1,142,45,22,7,20,14,0.0,4,,2,0.0,0,202,15,25,,,
pinaho01,1973,1,OAK,AL,6,3,47,0,0,0,8,264,58,27,8,34,41,0.0,2,5.0,3,8.0,0,350,24,31,,,
hansegr01,1997,1,ML4,AL,0,0,3,0,0,0,0,14,5,5,1,1,5,0.0,9,0.0,0,1.0,0,21,1,5,,,
leitema01,1995,1,SFN,NL,10,12,30,29,7,1,0,587,185,83,19,55,129,0.0,3,4.0,9,17.0,3,817,0,91,,,
mantema01,2004,1,ARI,NL,0,3,12,0,0,0,4,32,17,14,5,6,13,0.0,11,1.0,0,0.0,0,55,9,15,,,
brocado01,2004,1,TEX,AL,4,1,43,0,0,0,1,157,54,24,2,20,43,0.0,4,1.0,2,5.0,1,232,14,29,,,
tamulvi01,1938,1,SLA,AL,0,3,3,2,0,0,0,46,26,13,2,10,11,0.0,7,,0,0.0,0,81,1,15,,,
tauscwa01,1928,1,PIT,NL,0,0,17,0,0,0,1,88,28,16,0,12,7,0.0,4,,1,3.0,0,124,9,20,,,
walkety01,2002,1,NYN,NL,1,0,5,1,0,0,0,32,11,7,3,5,7,,5,1.0,0,0.0,0,49,3,7,,,
hardyal01,1903,1,CHN,NL,1,1,3,3,1,0,0,38,21,9,0,7,4,0.0,6,,0,1.0,0,65,0,10,,,
rawlesh01,1986,1,PHI,NL,11,7,23,23,7,1,0,473,166,62,13,50,73,0.0,3,4.0,1,1.0,1,673,0,67,,,
meredcl01,2010,1,BAL,AL,0,2,21,0,0,0,1,45,18,9,4,4,7,,5,1.0,0,1.0,0,67,10,9,,,
borbope01,1977,1,CIN,NL,10,5,73,0,0,0,18,381,131,45,7,24,48,0.0,3,4.0,2,3.0,0,525,54,48,,,
ramirel01,2004,1,PHI,NL,0,0,7,0,0,0,0,45,17,8,3,5,9,0.0,4,1.0,1,1.0,0,67,5,8,,,
drysddo01,1969,1,LAN,NL,5,4,12,12,1,1,0,188,71,31,9,13,24,0.0,4,0.0,1,2.0,0,267,0,34,,,
whitega01,1999,1,CIN,NL,1,2,50,0,0,0,0,183,68,30,13,14,61,0.0,4,1.0,0,2.0,0,261,18,31,,,
