playerid,yearid,stint,teamid,lgid,g,g_batting,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp,g_old
fiskca01,1977,1,BOS,AL,152,152,536.0,106.0,169.0,26.0,3.0,26.0,102.0,7.0,6.0,75.0,85.0,3.0,9.0,2.0,10.0,9.0,152.0
fiskca01,1978,1,BOS,AL,157,157,571.0,94.0,162.0,39.0,5.0,20.0,88.0,7.0,2.0,71.0,83.0,6.0,7.0,3.0,6.0,10.0,157.0
fiskca01,1979,1,BOS,AL,91,91,320.0,49.0,87.0,23.0,2.0,10.0,42.0,3.0,0.0,10.0,38.0,0.0,6.0,1.0,3.0,9.0,91.0
fiskca01,1980,1,BOS,AL,131,131,478.0,73.0,138.0,25.0,3.0,18.0,62.0,11.0,5.0,36.0,62.0,6.0,13.0,0.0,3.0,12.0,131.0
fiskca01,1981,1,CHA,AL,96,96,338.0,44.0,89.0,12.0,0.0,7.0,45.0,3.0,2.0,38.0,37.0,3.0,12.0,1.0,5.0,9.0,96.0
fiskca01,1982,1,CHA,AL,135,135,476.0,66.0,127.0,17.0,3.0,14.0,65.0,17.0,2.0,46.0,60.0,7.0,6.0,4.0,4.0,12.0,135.0
fiskca01,1983,1,CHA,AL,138,138,488.0,85.0,141.0,26.0,4.0,26.0,86.0,9.0,6.0,46.0,88.0,3.0,6.0,2.0,3.0,8.0,138.0
fiskca01,1984,1,CHA,AL,102,102,359.0,54.0,83.0,20.0,1.0,21.0,43.0,6.0,0.0,26.0,60.0,4.0,5.0,1.0,4.0,7.0,102.0
fiskca01,1985,1,CHA,AL,153,153,543.0,85.0,129.0,23.0,1.0,37.0,107.0,17.0,9.0,52.0,81.0,12.0,17.0,2.0,6.0,9.0,153.0
fiskca01,1986,1,CHA,AL,125,125,457.0,42.0,101.0,11.0,0.0,14.0,63.0,2.0,4.0,22.0,92.0,2.0,6.0,0.0,6.0,10.0,125.0
fiskca01,1987,1,CHA,AL,135,135,454.0,68.0,116.0,22.0,1.0,23.0,71.0,1.0,4.0,39.0,72.0,8.0,8.0,1.0,6.0,9.0,135.0
fiskca01,1988,1,CHA,AL,76,76,253.0,37.0,70.0,8.0,1.0,19.0,50.0,0.0,0.0,37.0,40.0,9.0,5.0,1.0,2.0,6.0,76.0
fiskca01,1989,1,CHA,AL,103,103,375.0,47.0,110.0,25.0,2.0,13.0,68.0,1.0,0.0,36.0,60.0,8.0,3.0,0.0,5.0,15.0,103.0
fiskca01,1990,1,CHA,AL,137,137,452.0,65.0,129.0,21.0,0.0,18.0,65.0,7.0,2.0,61.0,73.0,8.0,7.0,0.0,1.0,12.0,137.0
fiskca01,1991,1,CHA,AL,134,134,460.0,42.0,111.0,25.0,0.0,18.0,74.0,1.0,2.0,32.0,86.0,4.0,7.0,0.0,2.0,19.0,134.0
fiskca01,1992,1,CHA,AL,62,62,188.0,12.0,43.0,4.0,1.0,3.0,21.0,3.0,0.0,23.0,38.0,5.0,1.0,0.0,2.0,2.0,62.0
fiskca01,1993,1,CHA,AL,25,25,53.0,2.0,10.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,11.0,0.0,1.0,1.0,1.0,0.0,25.0
hoytla01,1979,1,CHA,AL,2,0,,,,,,,,,,,,,,,,,2.0
hoytla01,1980,1,CHA,AL,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
hoytla01,1981,1,CHA,AL,43,0,,,,,,,,,,,,,,,,,43.0
hoytla01,1982,1,CHA,AL,39,0,,,,,,,,,,,,,,,,,39.0
hoytla01,1983,1,CHA,AL,36,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
hoytla01,1984,1,CHA,AL,35,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
hoytla01,1985,1,SDN,NL,31,31,64.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,21.0,0.0,0.0,12.0,0.0,1.0,31.0
hoytla01,1986,1,SDN,NL,35,35,46.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,0.0,0.0,3.0,0.0,0.0,35.0
luzingr01,1970,1,PHI,NL,8,8,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,8.0
luzingr01,1971,1,PHI,NL,28,28,100.0,13.0,30.0,8.0,0.0,3.0,15.0,2.0,0.0,12.0,32.0,0.0,2.0,1.0,0.0,3.0,28.0
luzingr01,1972,1,PHI,NL,150,150,563.0,66.0,158.0,33.0,5.0,18.0,68.0,0.0,4.0,42.0,114.0,4.0,3.0,0.0,3.0,14.0,150.0
luzingr01,1973,1,PHI,NL,161,161,610.0,76.0,174.0,26.0,4.0,29.0,97.0,3.0,3.0,51.0,135.0,9.0,7.0,0.0,3.0,11.0,161.0
luzingr01,1974,1,PHI,NL,85,85,302.0,29.0,82.0,14.0,1.0,7.0,48.0,3.0,0.0,29.0,76.0,3.0,0.0,0.0,5.0,8.0,85.0
luzingr01,1975,1,PHI,NL,161,161,596.0,85.0,179.0,35.0,3.0,34.0,120.0,3.0,6.0,89.0,151.0,17.0,8.0,0.0,8.0,12.0,161.0
luzingr01,1976,1,PHI,NL,149,149,533.0,74.0,162.0,28.0,1.0,21.0,95.0,1.0,2.0,50.0,107.0,2.0,11.0,0.0,11.0,11.0,149.0
luzingr01,1977,1,PHI,NL,149,149,554.0,99.0,171.0,35.0,3.0,39.0,130.0,3.0,2.0,80.0,140.0,14.0,3.0,0.0,8.0,11.0,149.0
luzingr01,1978,1,PHI,NL,155,155,540.0,85.0,143.0,32.0,2.0,35.0,101.0,8.0,7.0,100.0,135.0,15.0,11.0,0.0,4.0,10.0,155.0
luzingr01,1979,1,PHI,NL,137,137,452.0,47.0,114.0,23.0,1.0,18.0,81.0,3.0,3.0,56.0,103.0,5.0,10.0,0.0,7.0,10.0,137.0
luzingr01,1980,1,PHI,NL,106,106,368.0,44.0,84.0,19.0,1.0,19.0,56.0,3.0,0.0,60.0,100.0,5.0,6.0,0.0,4.0,6.0,106.0
luzingr01,1981,1,CHA,AL,104,104,378.0,55.0,100.0,15.0,1.0,21.0,62.0,0.0,0.0,58.0,80.0,1.0,3.0,0.0,2.0,10.0,104.0
luzingr01,1982,1,CHA,AL,159,159,583.0,87.0,170.0,37.0,1.0,18.0,102.0,1.0,1.0,89.0,120.0,11.0,6.0,0.0,8.0,19.0,159.0
luzingr01,1983,1,CHA,AL,144,144,502.0,73.0,128.0,26.0,1.0,32.0,95.0,2.0,1.0,70.0,117.0,6.0,11.0,0.0,10.0,10.0,144.0
luzingr01,1984,1,CHA,AL,125,125,412.0,47.0,98.0,13.0,0.0,13.0,58.0,5.0,1.0,56.0,80.0,3.0,3.0,0.0,6.0,11.0,125.0
seaveto01,1967,1,NYN,NL,36,36,77.0,5.0,11.0,2.0,0.0,0.0,5.0,2.0,0.0,8.0,24.0,0.0,1.0,6.0,1.0,0.0,36.0
seaveto01,1968,1,NYN,NL,38,38,95.0,5.0,15.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,44.0,0.0,0.0,3.0,0.0,0.0,38.0
seaveto01,1969,1,NYN,NL,39,39,91.0,7.0,11.0,3.0,0.0,0.0,6.0,1.0,0.0,7.0,34.0,0.0,2.0,4.0,0.0,0.0,39.0
willite01,1939,1,BOS,AL,149,149,565.0,131.0,185.0,44.0,11.0,31.0,145.0,2.0,1.0,107.0,64.0,,2.0,3.0,,10.0,149.0
willite01,1940,1,BOS,AL,144,144,561.0,134.0,193.0,43.0,14.0,23.0,113.0,4.0,4.0,96.0,54.0,,3.0,1.0,,13.0,144.0
willite01,1941,1,BOS,AL,143,143,456.0,135.0,185.0,33.0,3.0,37.0,120.0,2.0,4.0,147.0,27.0,,3.0,0.0,,10.0,143.0
willite01,1942,1,BOS,AL,150,150,522.0,141.0,186.0,34.0,5.0,36.0,137.0,3.0,2.0,145.0,51.0,,4.0,0.0,,12.0,150.0
willite01,1946,1,BOS,AL,150,150,514.0,142.0,176.0,37.0,8.0,38.0,123.0,0.0,0.0,156.0,44.0,,2.0,0.0,,12.0,150.0
willite01,1947,1,BOS,AL,156,156,528.0,125.0,181.0,40.0,9.0,32.0,114.0,0.0,1.0,162.0,47.0,,2.0,1.0,,10.0,156.0
willite01,1948,1,BOS,AL,137,137,509.0,124.0,188.0,44.0,3.0,25.0,127.0,4.0,0.0,126.0,41.0,,3.0,0.0,,10.0,137.0
willite01,1949,1,BOS,AL,155,155,566.0,150.0,194.0,39.0,3.0,43.0,159.0,1.0,1.0,162.0,48.0,,2.0,0.0,,22.0,155.0
willite01,1950,1,BOS,AL,89,89,334.0,82.0,106.0,24.0,1.0,28.0,97.0,3.0,0.0,82.0,21.0,,0.0,0.0,,12.0,89.0
willite01,1951,1,BOS,AL,148,148,531.0,109.0,169.0,28.0,4.0,30.0,126.0,1.0,1.0,144.0,45.0,,0.0,0.0,,10.0,148.0
willite01,1952,1,BOS,AL,6,6,10.0,2.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,,0.0,0.0,,0.0,6.0
willite01,1953,1,BOS,AL,37,37,91.0,17.0,37.0,6.0,0.0,13.0,34.0,0.0,1.0,19.0,10.0,,0.0,0.0,,1.0,37.0
willite01,1954,1,BOS,AL,117,117,386.0,93.0,133.0,23.0,1.0,29.0,89.0,0.0,0.0,136.0,32.0,,1.0,0.0,3.0,10.0,117.0
willite01,1955,1,BOS,AL,98,98,320.0,77.0,114.0,21.0,3.0,28.0,83.0,2.0,0.0,91.0,24.0,17.0,2.0,0.0,4.0,8.0,98.0
willite01,1956,1,BOS,AL,136,136,400.0,71.0,138.0,28.0,2.0,24.0,82.0,0.0,0.0,102.0,39.0,11.0,1.0,0.0,0.0,13.0,136.0
willite01,1957,1,BOS,AL,132,132,420.0,96.0,163.0,28.0,1.0,38.0,87.0,0.0,1.0,119.0,43.0,33.0,5.0,0.0,2.0,11.0,132.0
willite01,1958,1,BOS,AL,129,129,411.0,81.0,135.0,23.0,2.0,26.0,85.0,1.0,0.0,98.0,49.0,12.0,4.0,0.0,4.0,19.0,129.0
willite01,1959,1,BOS,AL,103,103,272.0,32.0,69.0,15.0,0.0,10.0,43.0,0.0,0.0,52.0,27.0,6.0,2.0,0.0,5.0,7.0,103.0
willite01,1960,1,BOS,AL,113,113,310.0,56.0,98.0,15.0,0.0,29.0,72.0,1.0,1.0,75.0,41.0,7.0,3.0,0.0,2.0,7.0,113.0
mckecbi01,1911,1,PIT,NL,104,104,321.0,40.0,73.0,8.0,7.0,2.0,37.0,9.0,,28.0,18.0,,2.0,25.0,,,104.0
scottto01,1982,1,HOU,NL,132,132,460.0,43.0,110.0,16.0,3.0,1.0,29.0,18.0,4.0,15.0,56.0,4.0,1.0,3.0,4.0,11.0,132.0
whitema01,1996,2,ATL,NL,36,36,90.0,12.0,23.0,5.0,1.0,3.0,17.0,2.0,5.0,16.0,25.0,0.0,0.0,0.0,1.0,2.0,36.0
romanbi01,1965,1,DET,AL,21,21,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,21.0
laudnti01,1989,1,MIN,AL,100,100,239.0,24.0,53.0,11.0,1.0,6.0,27.0,1.0,0.0,25.0,65.0,0.0,0.0,4.0,2.0,7.0,100.0
santoro01,1964,1,CHN,NL,161,161,592.0,94.0,185.0,33.0,13.0,30.0,114.0,3.0,4.0,86.0,96.0,5.0,2.0,0.0,6.0,11.0,161.0
harrige01,1990,1,SEA,AL,25,0,,,,,,,,,,,,,,,,,25.0
shupevi01,1945,1,BSN,NL,78,78,283.0,22.0,76.0,8.0,0.0,0.0,15.0,3.0,,17.0,16.0,,1.0,4.0,,8.0,78.0
morgato01,1956,1,NYA,AL,41,41,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,41.0
lawleto01,1990,1,TOR,AL,15,15,12.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0
tiptoer01,1941,1,PHA,AL,1,1,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0
heathje01,1938,1,CLE,AL,126,126,502.0,104.0,172.0,31.0,18.0,21.0,112.0,3.0,1.0,33.0,55.0,,0.0,3.0,,,126.0
goochjo01,1926,1,PIT,NL,86,86,218.0,19.0,59.0,15.0,1.0,1.0,42.0,1.0,,20.0,14.0,,3.0,6.0,,,86.0
champbi01,1973,1,ML4,AL,37,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
hillri01,2007,1,CHN,NL,32,31,63.0,0.0,8.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,33.0,0.0,0.0,3.0,0.0,1.0,31.0
templga01,1977,1,SLN,NL,153,153,621.0,94.0,200.0,19.0,18.0,8.0,79.0,28.0,24.0,15.0,70.0,3.0,1.0,2.0,5.0,9.0,153.0
jordake01,1996,1,PHI,NL,43,43,131.0,15.0,37.0,10.0,0.0,3.0,12.0,2.0,1.0,5.0,20.0,0.0,1.0,3.0,2.0,3.0,43.0
facero01,1968,2,DET,AL,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
gordojo01,1941,1,NYA,AL,156,156,588.0,104.0,162.0,26.0,7.0,24.0,87.0,10.0,9.0,72.0,80.0,,4.0,1.0,,16.0,156.0
herred01,1887,1,CL3,AA,11,11,44.0,6.0,12.0,2.0,0.0,0.0,6.0,2.0,,6.0,,,0.0,,,,11.0
herbera01,1964,1,CHA,AL,20,20,36.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,10.0,0.0,0.0,2.0,1.0,1.0,20.0
freehbi01,1971,1,DET,AL,148,148,516.0,57.0,143.0,26.0,4.0,21.0,71.0,2.0,7.0,54.0,48.0,9.0,9.0,3.0,4.0,13.0,148.0
kennead01,2010,1,WAS,NL,135,135,342.0,43.0,85.0,16.0,1.0,3.0,31.0,14.0,2.0,37.0,44.0,1.0,5.0,1.0,4.0,10.0,
stanlmi02,1998,2,BOS,AL,47,47,156.0,25.0,45.0,12.0,0.0,7.0,32.0,1.0,0.0,26.0,43.0,2.0,2.0,0.0,4.0,6.0,47.0
raganpa01,1909,2,CHN,NL,2,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,2.0
lefebjo01,1983,2,PHI,NL,101,101,258.0,34.0,80.0,20.0,8.0,8.0,38.0,5.0,3.0,31.0,46.0,6.0,3.0,1.0,2.0,8.0,101.0
huntebr02,2003,1,HOU,NL,56,56,98.0,13.0,23.0,6.0,1.0,0.0,13.0,0.0,0.0,6.0,21.0,0.0,1.0,0.0,3.0,1.0,56.0
powelpa01,1973,1,LAN,NL,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
grovele01,1939,1,BOS,AL,25,25,67.0,3.0,9.0,0.0,0.0,1.0,5.0,0.0,0.0,9.0,26.0,,0.0,9.0,,0.0,25.0
halech01,1997,1,LAN,NL,14,14,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0
nadyxa01,2006,1,NYN,NL,75,75,265.0,37.0,70.0,15.0,1.0,14.0,40.0,2.0,1.0,19.0,51.0,4.0,6.0,1.0,1.0,7.0,75.0
lincomi01,1999,1,MIN,AL,18,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
portoar01,1959,1,BAL,AL,27,27,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,3.0,0.0,0.0,27.0
brocklo01,1972,1,SLN,NL,153,153,621.0,81.0,193.0,26.0,8.0,3.0,42.0,63.0,18.0,47.0,93.0,12.0,1.0,3.0,3.0,6.0,153.0
cranesa02,1917,1,WS1,AL,32,32,95.0,6.0,17.0,2.0,0.0,0.0,4.0,0.0,,4.0,14.0,,0.0,5.0,,,32.0
courter01,1906,1,PHI,NL,116,116,398.0,53.0,94.0,12.0,2.0,0.0,42.0,6.0,,45.0,,,1.0,5.0,,,116.0
boudrlo01,1952,1,BOS,AL,4,4,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,4.0
roachme01,1954,1,ML1,NL,3,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,3.0
kiefest01,1987,1,ML4,AL,28,28,99.0,17.0,20.0,4.0,0.0,5.0,17.0,0.0,0.0,7.0,28.0,0.0,1.0,1.0,2.0,3.0,28.0
hilchwh01,1931,1,CIN,NL,2,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,,,2.0
miksied01,1944,1,BRO,NL,26,26,91.0,12.0,20.0,2.0,0.0,0.0,11.0,4.0,,6.0,11.0,,0.0,1.0,,1.0,26.0
konerpa01,2010,1,CHA,AL,149,149,548.0,89.0,171.0,30.0,1.0,39.0,111.0,0.0,1.0,72.0,110.0,7.0,5.0,0.0,6.0,9.0,
phillto02,1983,1,OAK,AL,148,148,412.0,54.0,102.0,12.0,3.0,4.0,35.0,16.0,5.0,48.0,70.0,1.0,2.0,11.0,3.0,5.0,148.0
mendora01,2004,1,BOS,AL,27,0,,,,,,,,,,,,,,,,,27.0
mageebi01,1902,2,PHI,NL,8,8,19.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,,0.0,,,0.0,0.0,,,8.0
wilsopa02,2002,1,TBA,AL,30,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0
stonest01,1978,1,CHA,AL,30,0,,,,,,,,,,,,,,,,,30.0
beerscl01,1948,1,SLN,NL,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mullige01,1912,1,DET,AL,38,38,90.0,13.0,25.0,5.0,1.0,0.0,12.0,0.0,,17.0,,,0.0,2.0,,,38.0
haneyfr01,1926,1,BOS,AL,138,138,462.0,47.0,102.0,15.0,7.0,0.0,52.0,13.0,6.0,74.0,28.0,,1.0,28.0,,,138.0
phelpba01,1940,1,BRO,NL,118,118,370.0,47.0,109.0,24.0,5.0,13.0,61.0,2.0,,30.0,27.0,,1.0,3.0,,16.0,118.0
loganno01,2007,1,WAS,NL,118,118,325.0,39.0,86.0,18.0,4.0,0.0,21.0,23.0,5.0,19.0,86.0,1.0,0.0,5.0,1.0,9.0,118.0
villoro01,2004,1,SEA,AL,56,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
borbope02,2000,1,TOR,AL,59,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hoguebo01,1951,3,NYA,AL,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
reussje01,1977,1,PIT,NL,35,35,70.0,3.0,12.0,2.0,0.0,0.0,6.0,0.0,0.0,6.0,26.0,0.0,0.0,4.0,0.0,1.0,35.0
donovbi01,1904,1,DET,AL,46,46,140.0,12.0,38.0,2.0,1.0,1.0,6.0,2.0,,3.0,,,0.0,5.0,,,46.0
robinea01,1964,1,BAL,AL,37,37,121.0,11.0,33.0,5.0,1.0,3.0,10.0,1.0,2.0,7.0,24.0,0.0,0.0,2.0,1.0,2.0,37.0
singlch01,2003,1,OAK,AL,120,120,306.0,38.0,75.0,24.0,1.0,1.0,36.0,7.0,2.0,26.0,55.0,4.0,1.0,2.0,6.0,2.0,120.0
clevete01,1960,1,WS1,AL,53,53,22.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,11.0,0.0,0.0,4.0,0.0,0.0,53.0
richago01,1965,1,NYN,NL,35,35,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,35.0
dorisha01,1955,1,CHA,AL,13,13,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
garcifr02,2008,1,DET,AL,3,0,,,,,,,,,,,,,,,,,3.0
santibe01,2005,1,PIT,NL,6,6,23.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0
clintlo01,1964,2,LAA,AL,91,91,306.0,30.0,76.0,18.0,0.0,9.0,38.0,3.0,0.0,31.0,40.0,0.0,1.0,3.0,3.0,5.0,91.0
