yearid,round,teamidwinner,lgidwinner,teamidloser,lgidloser,wins,losses,ties
1944,ВИ,SLN,NL,SLA,AL,4,2,0
1985,АЛКС,KCA,AL,TOR,AL,4,3,0
1998,НЛЦС,SDN,NL,ATL,NL,4,2,0
2006,АЛКС,DET,AL,OAK,AL,4,0,0
1995,АЛКС,CLE,AL,SEA,AL,4,2,0
1983,ВИ,BAL,AL,PHI,NL,4,1,0
1989,НЛЦС,SFN,NL,CHN,NL,4,1,0
1935,ВИ,DET,AL,CHN,NL,4,2,0
1967,ВИ,SLN,NL,BOS,AL,4,3,0
1980,НЛЦС,PHI,NL,HOU,NL,3,2,0
1984,НЛЦС,SDN,NL,CHN,NL,3,2,0
1943,ВИ,NYA,AL,SLN,NL,4,1,0
2012,НЛВК,SLN,NL,ATL,NL,1,0,0
1928,ВИ,NYA,AL,SLN,NL,4,0,0
1995,НЛДС1,ATL,NL,COL,NL,3,1,0
2004,НЛЦС,SLN,NL,HOU,NL,4,3,0
1976,АЛКС,NYA,AL,KCA,AL,3,2,0
1990,ВИ,CIN,NL,OAK,AL,4,0,0
2007,НЛДС2,COL,NL,PHI,NL,3,0,0
2006,НЛДС1,NYN,NL,LAN,NL,3,0,0
2008,АЛДС1,BOS,AL,LAA,AL,3,1,0
2008,ВИ,PHI,NL,TBA,AL,4,1,0
2004,АЛДС1,BOS,AL,ANA,AL,3,0,0
1956,ВИ,NYA,AL,BRO,NL,4,3,0
1997,НЛДС1,FLO,NL,SFN,NL,3,0,0
2006,НЛДС2,SLN,NL,SDN,NL,3,1,0
1969,НЛЦС,NYN,NL,ATL,NL,3,0,0
1970,ВИ,BAL,AL,CIN,NL,4,1,0
1972,НЛЦС,CIN,NL,PIT,NL,3,2,0
2009,АЛКС,NYA,AL,LAA,AL,4,2,0
1986,НЛЦС,NYN,NL,HOU,NL,4,2,0
1978,НЛЦС,LAN,NL,PHI,NL,3,1,0
2006,НЛЦС,SLN,NL,NYN,NL,4,3,0
2012,АЛКС,DET,AL,NYA,AL,4,0,0
1973,АЛКС,OAK,AL,BAL,AL,3,2,0
1932,ВИ,NYA,AL,CHN,NL,4,0,0
1903,ВИ,BOS,AL,PIT,NL,5,3,0
2008,НЛДС2,PHI,NL,MIL,NL,3,1,0
1998,НЛДС2,SDN,NL,HOU,NL,3,1,0
2000,АЛДС1,NYA,AL,OAK,AL,3,2,0
1942,ВИ,SLN,NL,NYA,AL,4,1,0
2004,НЛДС1,SLN,NL,LAN,NL,3,1,0
