schoolid,schoolname,schoolcity,schoolstate,schoolnick
olemiss,Университет Миссисипи,Оксфорд,Мएस,Бунтующие
occidental,Западный колледж,Лос-Анджелес,Калифорния,Тигры
utchat,Университет Теннесси в Чаттануге,Чаттануг,ТН,Мокры
pfeiffer,Университет Пфайферна,Мисенхайммер,НЧ,Сапсы
middlbryvt,Средний колледж,Миддлбери,ВТ,Пантеры
georgiast,Гэвстонский государственный университет,Атланта,А,Пантеры
idahost,Идахо-Сент-Эндрюсский университет,Покацелло,ID,Бенгалы
scstate,Государственный университет Южной Каролины,Оранбург,СК,Бульдоги
brandeisma,Брандейсский университет,Валтхэм,МЭ,Судьи
sonomast,Соноский государственный университет,Рохнет Парк,Калифорния,Морские волки
swesternks,Южно-Западный колледж,Винфилд,КС,Пиларники
longwoodva,Лонгвудский университет,Фервиль,ВА,Ланцеры
montana,Университет Монтаны в Миссоуле,Миссоула,Да,Гризли
lincolnmem,Университет памяти Линкольна,Харрогейт,ТН,Рельсразделители
umbc,"Университет Меріленда, Балтимора",Катонсвилл,МД,Спасатели
wioshkosh,Университет Висконсина в Ошкош,Ошкош,ВИ,Титанами
newhamp,Университет Нью-Гэмпшира,Дурхэм,НГ,Ультра
wofford,Колледж Воффорд,Спартург,СК,Терьеры
howard,Ховардский университет,Вашингтон,ДЦ,Бизон
umass,Университет Массачусетса в Амхерсте,Амхерст,МЭ,Минутмены
charleston,Колледж Шарлстона,Чарльстон,СК,Пантеры
warnerpac,Вернер Тихоокеанский колледж,Портленд,А,Ιπепоты
nwstate,Северо-Западный государственный университет Луизианы,Натешотшес,Лос-Анджелес,Дьяволы
catholic,Като́льский университе́т Америки,Вашингтон,ДЦ,Кардиналы
mowestern,Миссури-Западный государственный колледж,Св. Иосиф,МО,Грифоны
stanselm,Колледж Святого Анселма,Манчестер,НГ,Соколы
laverneca,Университет Ла-Верн,Ла-Верн,Калифорния,Лепарды
wileytx,Уайлейский колледж,Маршалл,ТХ,
lafayette,Колледж Лафайетт,Восточный,ПА,Лепарды
wistvnspt,Университет Висконсина в Стивенс-Пойнте,Стивенс-Пойнт,ВИ,Пойнтеры
franklinin,Франклинский колледж,Франклин,В,Гризли
lemoynowen,Колледж ЛеМойн-Оуэн,Мемфис,ТН,Маги
harvard,Гарвардский университет,Кембридж,МЭ,Кремовый
kentucky,Университет Кентукка,Лексингтон,КГ,Ультра
wshngtonmo,Вашингтонский университет в Сент-Луисе,Сент-Луис,МО,Медведи
lsu,Луизианский государственный университет,Батон-Руж,Лос-Анджелес,Тигры
nillinois,Северо-Западный университет в Иллинойсе,Декалб,ИЛ,Хаски
florida,Университет Флориды,Гейнсвилл,ФЛ,Гепардист
heidelberg,Гейдельбергский колледж,Тиффин,О,Принцы
clarksonny,Университет Кларсон,Потсдам,Нью-Йорк,Ιπепоты
abilchrist,Абилейнский христианский университет,Абилейн,ТХ,Ультра
nmhighland,Университет Нью-Мексико Хайлендс,Лас-Вегас,НМ,Койоты
umassdartm,Университет Массачусетса в Дартоне,Северная Дартумут,МЭ,Корасыры
johnbrwnar,Университет Джона Брауна,Силоам-Спрингс,АР,Золотые орлы
ohvalley,Университет Охи-Вэлли,Вена,Западная Вирджиния,Борцы-шотинеры
baylor,Университет Бейлора,Вако,ТХ,Медведи
santaclara,Университет Санта-Клары,Сан-Клара,Калифорния,Бонки
ptparkpa,Парк-у-эйл университет,Питтсбург,ПА,Пионеры
pennst,Пенсильванский государственный университет,Стэйт Колледж,ПА,Лионы Пэттерсона
gatech,Грузинский технологический институт,Атланта,А,Желтые куртки
gacollege,Грузинский колледж и государственный университет,Милледгенвилл,А,Бобкаты
arkansas,Университет Аризоны,Файетвилл,АР,Рэзеры
tnwesleyan,Теннеси Уэзлианский колледж,Афины,ТН,Бульдоги
sliprock,Универсият Склипер-Рока в Пенсильвании,Скользкий камень,ПА,Рик Фрост
georgewash,Джордж Вашингтон Университет,Вашингтон,ДЦ,Колонисты
purdue,Пурдьюский университет,Западная Лабафет,В,Плавильщики
tamucc,Университет Техаса в Корпус-Кристи,Корпус-Кристи,ТХ,Островитяне
furman,Университет Фурмана,Гринвилл,СК,Паладины
morganst,Морганский государственный университет,Балтимор,МД,Медведи
drexel,Университет Дрекселя,Филадельфия,ПА,Драконы
brewparker,Колледж Бреутон-Паркер,Маунт-Вернон,А,Бароны
southernu,Южный университет и колледж АГМ,Батон-Руж,Лос-Анджелес,Ягуары
stxavieril,Университет Святого Ксавьера,Чикаго,ИЛ,Пантеры
stfranny,Ст. Францискский колледж,Бруклин-Хайтс,Нью-Йорк,Терьеры
