managerid,yearid,teamid,lgid,inseason,g,w,l,rank,plyrmgr
johnswa01m,1935,CLE,AL,1,96,46,48,3,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
manuech01m,2000,CLE,AL,1,162,90,72,2,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
martibi02m,1973,DET,AL,1,134,71,63,3,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
darkal01m,1962,SFN,NL,1,165,103,62,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
lucchfr99m,1977,TEX,AL,1,62,31,31,2,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
bladera01m,1940,SLN,NL,1,39,14,24,3,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
liponjo01m,1971,CLE,AL,2,59,18,41,6,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
barnibi01m,1893,LS3,NL,1,126,50,75,11,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
pinielo01m,1993,SEA,AL,1,162,82,80,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
bristda99m,1970,ML4,AL,1,163,65,97,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
weaveea99m,1978,BAL,AL,1,161,90,71,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
lajoina01m,1905,CLE,AL,3,56,19,36,5,Да
lamonge01m,1993,CHA,AL,1,162,94,68,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
freyji99m,1984,CHN,NL,1,161,96,65,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
