season,slot,strongseed,weakseed
1993,REX2,Р2x2,R2X3
1995,Р2В4,R1W4,R1W5
1995,Р1Я3,2003,2019
2011,R1Х4,X04,Р-13
1988,Р1З2,Зо-02,З-15
2010,R2X3,R1Х3,R1X6
2014,R1Y7,7,Я10
1993,R5WX,R4V1,R4X1
1994,Р1З2,Зо-02,З-15
1999,I do not have enough context to provide a meaningful translation. Please provide additional information or text for me to translate.,R3Y1,Р4З1
1997,I do not have enough context to provide a meaningful translation. Please provide additional information or text for me to translate.,R3Y1,Р4З1
1992,R1Y6,6,Я11
1992,Р3З2,R2-Z2,"I'm sorry, I don't understand your request. Please provide some context or clarify your question."
1998,Р2Х1,R1Х1,R1Х8
2012,Р2Х1,R1Х1,R1Х8
1989,Р1З6,З06,З11
1998,Р1С2,Йо́жеф Бьел́а,Я-15
1997,R1Х5,05,Текущий час: 12:00 пп
2014,R2-Z2,Р1З2,R1З7
1999,Рэйни,2024,R2Y4
2005,"I'm sorry, I don't understand your request. Please provide some context or clarify your question.",Р1З3,Р1З6
2006,Р-1Я4,4,Я13
1993,Р1З6,З06,З11
1996,R1x2 = R^2_x,02X,T15
1990,Р1С2,Йо́жеф Бьел́а,Я-15
2004,R1Х4,X04,Р-13
2000,R1W5,W05,В12
2005,Рэйни,2024,R2Y4
2014,R1Х1,X01,"Я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
2014,R2-Y2,Р1С2,R1Y7
1986,R2-Z2,Р1З2,R1З7
1988,R1V2,В03,W14
2000,Р2В2,R1В2,R1W7
2009,R1Х8,X08,X09
1997,R1В1,В01,W16
2012,R2Z4,Р-1З-4,R1Z5
1993,Р2Х1,R1Х1,R1Х8
2006,R2W3,R1V2,Р1В6
1999,Р2В1,R1В1,R1W8
1998,Р2В2,Р2В2,R2W3
2007,R1З7,Z07,З10
1990,I don't understand your request. Please clarify or provide text for translation.,R1З1,Р1З8
1986,Р3З2,R2-Z2,"I'm sorry, I don't understand your request. Please provide some context or clarify your question."
1992,R1Y7,7,Я10
1988,R1W8,В08,W09
2002,R6CХ,R5WX,I do not have enough context to provide a meaningful translation. Please provide additional information or text for me to translate.
1996,R1W5,W05,В12
2006,R1Х3,X03,X14
2005,R2-Z2,Р1З2,R1З7
2005,R4V1,РЭВИУ,Р2В2
2011,R4V1,РЭВИУ,Р2В2
1997,I don't understand your request. Please clarify or provide text for translation.,R1З1,Р1З8
2001,R1Х1,X01,"Я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
2007,Р2В4,R1W4,R1W5
1996,R1Х4,X04,Р-13
2004,I do not have enough context to provide a meaningful translation. Please provide additional information or text for me to translate.,R3Y1,Р4З1
2007,R5WX,R4V1,R4X1
2000,R1Y7,7,Я10
2012,Рэйни,2024,R2Y4
2011,R2W3,R1V2,Р1В6
1997,R1W5,W05,В12
1989,2024,Р1Y1,R1Y8
2002,R1Z5,З05,З12
1985,R1W7,В07,В10
1991,R1Y8,8 августа,"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вам нужно перевести?"
2013,R1Х5,05,Текущий час: 12:00 пп
2009,R2X3,R1Х3,R1X6
2000,Р1Y1,2001,16 лет
2001,Р3З2,R2-Z2,"I'm sorry, I don't understand your request. Please provide some context or clarify your question."
2002,I don't understand your request. Please clarify or provide text for translation.,R1З1,Р1З8
1998,Р1З3,З03,Z14
2013,R4X1,РEXI,REX2
2006,R2-Z2,Р1З2,R1З7
1985,Р2В2,Р2В2,R2W3
2003,Р2В2,Р2В2,R2W3
1994,R1W4,W04,W13
1991,R1X6,X06,X11
2012,R1Y6,6,Я11
1998,Р3З1,I don't understand your request. Please clarify or provide text for translation.,R2Z4
1998,R1Y7,7,Я10
2002,Р2В1,R1В1,R1W8
1986,Р1З3,З03,Z14
1989,Р2В2,R1В2,R1W7
2012,Р2x2,R1x2 = R^2_x,R1X-7
2003,Р2Я3,Р1Я3,R1Y6
1995,РЭВИУ,Р2В1,Р2В4
1998,R1X-7,X07,X10
1994,"I'm sorry, I don't understand your request. Please provide some context or clarify your question.",Р1З3,Р1З6
2011,Р2Х1,R1Х1,R1Х8
1990,Р4З1,Р3З1,Р3З2
1985,R1X6,X06,X11
1997,REX2,Р2x2,R2X3
1985,R2W3,R1V2,Р1В6
1996,R2-Y2,Р1С2,R1Y7
1994,РEXI,Р2Х1,R2X4
2005,Р2Я3,Р1Я3,R1Y6
1990,Р2В1,R1В1,R1W8
1986,R1Х3,X03,X14
2006,Р-1З-4,З04,Зи13
1991,R1x2 = R^2_x,02X,T15
2013,Р2Х1,R1Х1,R1Х8
1986,Р2В2,Р2В2,R2W3
1998,R1В2,W02,W-15
2014,R1Х3,X03,X14
1994,R1Y7,7,Я10
1998,R1В1,В01,W16
2012,R1З7,Z07,З10
2013,R2-Z2,Р1З2,R1З7
1998,R1Х5,05,Текущий час: 12:00 пп
1991,R1З7,Z07,З10
1995,R1Y8,8 августа,"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вам нужно перевести?"
2004,Р2В4,R1W4,R1W5
2008,R6CХ,R5WX,I do not have enough context to provide a meaningful translation. Please provide additional information or text for me to translate.
2006,R4V1,РЭВИУ,Р2В2
2006,R1Z5,З05,З12
2007,Р1З6,З06,З11
2014,Р2Х1,R1Х1,R1Х8
1987,Р1Я3,2003,2019
2007,Р3З1,I don't understand your request. Please clarify or provide text for translation.,R2Z4
1998,R1W8,В08,W09
1993,I don't understand your request. Please clarify or provide text for translation.,R1З1,Р1З8
2010,Р2x2,R1x2 = R^2_x,R1X-7
2007,R4X1,РEXI,REX2
2008,Р2Й2,R2-Y2,Р2Я3
1993,Р3З2,R2-Z2,"I'm sorry, I don't understand your request. Please provide some context or clarify your question."
1988,Р1С2,Йо́жеф Бьел́а,Я-15
1987,Р1З6,З06,З11
1993,Р1С2,Йо́жеф Бьел́а,Я-15
1995,"I'm sorry, I don't understand your request. Please provide some context or clarify your question.",Р1З3,Р1З6
1986,Р4З1,Р3З1,Р3З2
2012,2024,Р1Y1,R1Y8
2011,R2Y4,Р-1Я4,R1Y5
2010,R1Х4,X04,Р-13
2003,R2W3,R1V2,Р1В6
1999,R1З1,З01,Зи16
2012,Р2Я3,Р1Я3,R1Y6
2010,REX2,Р2x2,R2X3
2002,Р1Я3,2003,2019
1998,R1W5,W05,В12
2005,Р1С2,Йо́жеф Бьел́а,Я-15
2009,Р1З2,Зо-02,З-15
2012,16 лет,"Я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?","Я не вижу запроса на перевод. Пожалуйста, предоставьте текст для перевода."
2003,"I'm sorry, I don't understand your request. Please provide some context or clarify your question.",Р1З3,Р1З6
2009,R2Z4,Р-1З-4,R1Z5
2014,"Я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?","Я не могу перевести ваш запрос, так как он не является английском предложением или фразой. Пожалуйста, предоставьте текст на английском языке для перевода.",X16b
1996,R1V2,В03,W14
2001,R2-Y2,Р1С2,R1Y7
1999,REX2,Р2x2,R2X3
1997,R1Z5,З05,З12
2001,R1В1,В01,W16
2007,"I'm sorry, I don't understand your request. Please provide some context or clarify your question.",Р1З3,Р1З6
2010,R1Y5,42,Y12
1988,R1Z5,З05,З12
1990,REX2,Р2x2,R2X3
1990,R1Y5,42,Y12
1995,Р2x2,R1x2 = R^2_x,R1X-7
2000,R3Y1,Рэйни,Р2Й2
1996,Р-1Я4,4,Я13
1996,"I'm sorry, I don't understand your request. Please provide some context or clarify your question.",Р1З3,Р1З6
2010,R2Y4,Р-1Я4,R1Y5
2009,Р-1Я4,4,Я13
1992,I don't understand your request. Please clarify or provide text for translation.,R1З1,Р1З8
1991,Р1Y1,2001,16 лет
2001,R1V2,В03,W14
1987,R1W8,В08,W09
1989,I don't understand your request. Please clarify or provide text for translation.,R1З1,Р1З8
1989,R2-Y2,Р1С2,R1Y7
1989,R2Y4,Р-1Я4,R1Y5
1995,R1Y7,7,Я10
2009,R1Y8,8 августа,"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вам нужно перевести?"
2011,Р1З2,Зо-02,З-15
2004,Р2В2,R1В2,R1W7
2000,Р2Я3,Р1Я3,R1Y6
1995,I don't understand your request. Please clarify or provide text for translation.,R1З1,Р1З8
2013,R1X6,X06,X11
1996,R1X-7,X07,X10
1999,Р2В4,R1W4,R1W5
2002,R1Y8,8 августа,"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вам нужно перевести?"
2008,R1Y7,7,Я10
1990,R1Z5,З05,З12
2005,R2X3,R1Х3,R1X6
1993,Р2В2,Р2В2,R2W3
2002,"I'm sorry, I don't understand your request. Please provide some context or clarify your question.",Р1З3,Р1З6
2005,Р2x2,R1x2 = R^2_x,R1X-7
1994,РЭВИУ,Р2В1,Р2В4
2004,R2Z4,Р-1З-4,R1Z5
1996,R1W8,В08,W09
2006,Р1З8,З08,Зеро девять
1989,Р3З1,I don't understand your request. Please clarify or provide text for translation.,R2Z4
2000,R1V2,В03,W14
1994,Р2Х1,R1Х1,R1Х8
2006,R4X1,РEXI,REX2
1986,R1Х4,X04,Р-13
2009,"I'm sorry, I don't understand your request. Please provide some context or clarify your question.",Р1З3,Р1З6
1989,Р1Я3,2003,2019
1987,Р2В4,R1W4,R1W5
1991,Р1З3,З03,Z14
1986,R1W5,W05,В12
1986,R3Y1,Рэйни,Р2Й2
2012,Текущий час: 12:00 пп,Текущий часовой пояс: 12:00,I12б
1992,Р2В4,R1W4,R1W5
1992,Р2В2,R1В2,R1W7
2011,R1Y6,6,Я11
2013,Р-1Я4,4,Я13
2003,Р-1Я4,4,Я13
1995,R2Y4,Р-1Я4,R1Y5
1990,R1Х3,X03,X14
1992,R1Х4,X04,Р-13
1985,Р2В2,R1В2,R1W7
1995,R1З7,Z07,З10
1985,R1З1,З01,Зи16
1987,R1Y6,6,Я11
1991,R2X4,R1Х4,R1Х5
2004,Р1З3,З03,Z14
1993,Р1Y1,2001,16 лет
1995,R4V1,РЭВИУ,Р2В2
2006,R1З1,З01,Зи16
2001,R5WX,R4V1,R4X1
2006,R1Х8,X08,X09
2009,R1Х1,X01,"Я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
1988,R4X1,РEXI,REX2
2010,Р1З6,З06,З11
1993,R1Z5,З05,З12
1992,R1Х8,X08,X09
2002,Р-1Я4,4,Я13
2009,R6CХ,R5WX,I do not have enough context to provide a meaningful translation. Please provide additional information or text for me to translate.
1998,R2Y4,Р-1Я4,R1Y5
2005,I don't understand your request. Please clarify or provide text for translation.,R1З1,Р1З8
1993,R1Y5,42,Y12
2007,R1Y6,6,Я11
1991,Рэйни,2024,R2Y4
2014,Р1С2,Йо́жеф Бьел́а,Я-15
2000,I don't understand your request. Please clarify or provide text for translation.,R1З1,Р1З8
1998,Рэйни,2024,R2Y4
1986,Р2Я3,Р1Я3,R1Y6
2010,Р2В1,R1В1,R1W8
2004,R1X6,X06,X11
2005,REX2,Р2x2,R2X3
2012,Р2В2,R1В2,R1W7
1985,Р2В1,R1В1,R1W8
1990,Р2Х1,R1Х1,R1Х8
1997,Р1Я3,2003,2019
1994,R1X-7,X07,X10
1997,Р3З2,R2-Z2,"I'm sorry, I don't understand your request. Please provide some context or clarify your question."
1987,Р2Й2,R2-Y2,Р2Я3
1994,R2Z4,Р-1З-4,R1Z5
1987,R2-Z2,Р1З2,R1З7
1992,R1W4,W04,W13
1994,Р2Я3,Р1Я3,R1Y6
2002,R1X6,X06,X11
1996,Р4З1,Р3З1,Р3З2
1992,Р1Я3,2003,2019
1986,R1X6,X06,X11
2012,R2X3,R1Х3,R1X6
1989,Р1З2,Зо-02,З-15
2003,R1Y5,42,Y12
2010,Р2В2,Р2В2,R2W3
2003,Р1Y1,2001,16 лет
2007,R3Y1,Рэйни,Р2Й2
2013,Р1С2,Йо́жеф Бьел́а,Я-15
1999,Р1З2,Зо-02,З-15
1985,Р1Y1,2001,16 лет
1992,Р2В1,R1В1,R1W8
2001,Р1З8,З08,Зеро девять
2002,R1Х4,X04,Р-13
1989,R1X-7,X07,X10
2007,РEXI,Р2Х1,R2X4
1996,R6CХ,R5WX,I do not have enough context to provide a meaningful translation. Please provide additional information or text for me to translate.
2010,Р1З3,З03,Z14
2011,I do not have enough context to provide a meaningful translation. Please provide additional information or text for me to translate.,R3Y1,Р4З1
2005,R1Х5,05,Текущий час: 12:00 пп
1988,R2X3,R1Х3,R1X6
1990,R1В1,В01,W16
1990,R1W8,В08,W09
1998,Р1З2,Зо-02,З-15
2007,R4V1,РЭВИУ,Р2В2
1988,Р2В4,R1W4,R1W5
2009,R1Х5,05,Текущий час: 12:00 пп
1995,R2Z4,Р-1З-4,R1Z5
1994,Р1В6,W06,В11
1999,R1W5,W05,В12
2012,Р3З1,I don't understand your request. Please clarify or provide text for translation.,R2Z4
1998,Р2В1,R1В1,R1W8
1992,Р1З6,З06,З11
1995,REX2,Р2x2,R2X3
1997,Р2В1,R1В1,R1W8
1985,R4X1,РEXI,REX2
2013,R1W8,В08,W09
2005,2024,Р1Y1,R1Y8
1997,R1W7,В07,В10
1985,R2-Y2,Р1С2,R1Y7
2005,R1Х1,X01,"Я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
2012,R1Y5,42,Y12
1987,РЭВИУ,Р2В1,Р2В4
1990,R3Y1,Рэйни,Р2Й2
2010,"Я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?","Я не могу перевести ваш запрос, так как он не является английском предложением или фразой. Пожалуйста, предоставьте текст на английском языке для перевода.",X16b
2002,R1Х8,X08,X09
2004,R1x2 = R^2_x,02X,T15
1997,Р2Я3,Р1Я3,R1Y6
1996,Р2Х1,R1Х1,R1Х8
1997,Р1З3,З03,Z14
2014,R4V1,РЭВИУ,Р2В2
2009,Р1З3,З03,Z14
2014,R1Z5,З05,З12
1988,R1W7,В07,В10
2000,Р2Х1,R1Х1,R1Х8
1997,R3Y1,Рэйни,Р2Й2
2014,Р1З2,Зо-02,З-15
2014,Р2В4,R1W4,R1W5
2008,R1Y6,6,Я11
1987,R1x2 = R^2_x,02X,T15
1987,Р-1Я4,4,Я13
1993,R1Х4,X04,Р-13
1996,Р1Я3,2003,2019
2002,Р2Х1,R1Х1,R1Х8
2002,R2Y4,Р-1Я4,R1Y5
1990,2024,Р1Y1,R1Y8
1995,R1V2,В03,W14
1994,R2Y4,Р-1Я4,R1Y5
1986,R1X-7,X07,X10
1987,REX2,Р2x2,R2X3
1999,R2Y4,Р-1Я4,R1Y5
1996,Р2В2,Р2В2,R2W3
2001,R1З7,Z07,З10
1999,R1Х8,X08,X09
1999,Р1В6,W06,В11
1991,R3Y1,Рэйни,Р2Й2
2000,R1x2 = R^2_x,02X,T15
2001,I do not have enough context to provide a meaningful translation. Please provide additional information or text for me to translate.,R3Y1,Р4З1
1991,R1Y7,7,Я10
1991,Р-1Я4,4,Я13
1997,R1Y8,8 августа,"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вам нужно перевести?"
1999,Р1Y1,2001,16 лет
2000,REX2,Р2x2,R2X3
2006,Р1З3,З03,Z14
1996,R5WX,R4V1,R4X1
1992,R5WX,R4V1,R4X1
1989,R6CХ,R5WX,I do not have enough context to provide a meaningful translation. Please provide additional information or text for me to translate.
2006,R2X4,R1Х4,R1Х5
1997,РЭВИУ,Р2В1,Р2В4
1991,Р2Я3,Р1Я3,R1Y6
1993,R1W8,В08,W09
2002,R1З7,Z07,З10
2001,РEXI,Р2Х1,R2X4
1999,Р2Х1,R1Х1,R1Х8
2008,W16,В16а,16В
2012,R1Х8,X08,X09
2012,Р1З6,З06,З11
1990,Р1З8,З08,Зеро девять
2009,2024,Р1Y1,R1Y8
2012,R1Z5,З05,З12
1993,R1W7,В07,В10
2013,Я11,Я11а,"Я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
1999,R2X4,R1Х4,R1Х5
1990,Р1Y1,2001,16 лет
1988,R4V1,РЭВИУ,Р2В2
1999,R1Z5,З05,З12
2010,R4V1,РЭВИУ,Р2В2
2004,2024,Р1Y1,R1Y8
2011,Р2Й2,R2-Y2,Р2Я3
1991,Р1Я3,2003,2019
2008,2024,Р1Y1,R1Y8
2007,R1Х8,X08,X09
1988,R1Y6,6,Я11
2009,Р4З1,Р3З1,Р3З2
1992,R4X1,РEXI,REX2
1985,R3Y1,Рэйни,Р2Й2
2006,R1Y8,8 августа,"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вам нужно перевести?"
1992,R2Z4,Р-1З-4,R1Z5
1998,R1Х4,X04,Р-13
2003,Р2В1,R1В1,R1W8
2014,R3Y1,Рэйни,Р2Й2
1988,2024,Р1Y1,R1Y8
2000,Р3З2,R2-Z2,"I'm sorry, I don't understand your request. Please provide some context or clarify your question."
2000,R1Y5,42,Y12
1997,R6CХ,R5WX,I do not have enough context to provide a meaningful translation. Please provide additional information or text for me to translate.
1995,Р3З1,I don't understand your request. Please clarify or provide text for translation.,R2Z4
1994,R1Х1,X01,"Я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?"
2010,R1W8,В08,W09
2006,Р1С2,Йо́жеф Бьел́а,Я-15
1989,Р1В6,W06,В11
1990,R2-Z2,Р1З2,R1З7
2008,R2X3,R1Х3,R1X6
1994,Р2x2,R1x2 = R^2_x,R1X-7
2008,Р2В2,R1В2,R1W7
2005,Р2В4,R1W4,R1W5
1998,R1Z5,З05,З12
1990,Р2Й2,R2-Y2,Р2Я3
1991,Р3З2,R2-Z2,"I'm sorry, I don't understand your request. Please provide some context or clarify your question."
2014,R1З7,Z07,З10
2004,R3Y1,Рэйни,Р2Й2
2006,Р2В1,R1В1,R1W8
2001,Р1Я3,2003,2019
2011,Р1Я3,2003,2019
2009,I do not have enough context to provide a meaningful translation. Please provide additional information or text for me to translate.,R3Y1,Р4З1
1994,Р1С2,Йо́жеф Бьел́а,Я-15
1990,I do not have enough context to provide a meaningful translation. Please provide additional information or text for me to translate.,R3Y1,Р4З1
2014,Р3З1,I don't understand your request. Please clarify or provide text for translation.,R2Z4
1990,R1Х8,X08,X09
2001,R1W4,W04,W13
2008,Р2Я3,Р1Я3,R1Y6
2011,R1Z5,З05,З12
2008,R2-Y2,Р1С2,R1Y7
1986,R2-Y2,Р1С2,R1Y7
1989,I do not have enough context to provide a meaningful translation. Please provide additional information or text for me to translate.,R3Y1,Р4З1
2004,R2-Z2,Р1З2,R1З7
2012,R1Y8,8 августа,"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вам нужно перевести?"
1999,Р3З2,R2-Z2,"I'm sorry, I don't understand your request. Please provide some context or clarify your question."
2014,R2X3,R1Х3,R1X6
2009,R2-Y2,Р1С2,R1Y7
1988,Р1З8,З08,Зеро девять
1985,R2X4,R1Х4,R1Х5
1996,R1Х5,05,Текущий час: 12:00 пп
2006,R5WX,R4V1,R4X1
1985,R1З7,Z07,З10
2002,Р1З6,З06,З11
2010,Р4З1,Р3З1,Р3З2
1999,R2Z4,Р-1З-4,R1Z5
1993,R2X3,R1Х3,R1X6
2000,Р2Й2,R2-Y2,Р2Я3
1998,Р2В4,R1W4,R1W5
2012,Р1Я3,2003,2019
1989,R4X1,РEXI,REX2
1994,Р1З6,З06,З11
2002,Р2В2,R1В2,R1W7
1991,I do not have enough context to provide a meaningful translation. Please provide additional information or text for me to translate.,R3Y1,Р4З1
1987,R1Х5,05,Текущий час: 12:00 пп
1991,Р2В2,Р2В2,R2W3
1997,Р1С2,Йо́жеф Бьел́а,Я-15
2013,R1Y7,7,Я10
1993,Р2Я3,Р1Я3,R1Y6
1989,"I'm sorry, I don't understand your request. Please provide some context or clarify your question.",Р1З3,Р1З6
1985,R4V1,РЭВИУ,Р2В2
1997,R1X6,X06,X11
2005,Р1Я3,2003,2019
1997,R1V2,В03,W14
1985,R1В2,W02,W-15
1992,R2-Y2,Р1С2,R1Y7
1995,Рэйни,2024,R2Y4
1992,R1З1,З01,Зи16
2010,Р2Х1,R1Х1,R1Х8
2001,Р2В2,Р2В2,R2W3
1988,R6CХ,R5WX,I do not have enough context to provide a meaningful translation. Please provide additional information or text for me to translate.
2004,РЭВИУ,Р2В1,Р2В4
1985,R2Z4,Р-1З-4,R1Z5
1985,Р2Х1,R1Х1,R1Х8
2000,R1W7,В07,В10
1997,R1Х3,X03,X14
2007,R2-Y2,Р1С2,R1Y7
1997,Р1Y1,2001,16 лет
2008,Р2x2,R1x2 = R^2_x,R1X-7
2012,R1x2 = R^2_x,02X,T15
1999,R2-Y2,Р1С2,R1Y7
1998,I don't understand your request. Please clarify or provide text for translation.,R1З1,Р1З8
1986,R5WX,R4V1,R4X1
2011,"I'm sorry, I don't understand your request. Please provide some context or clarify your question.",Р1З3,Р1З6
2003,R1Х4,X04,Р-13
2001,R1З1,З01,Зи16
2002,R1W5,W05,В12
2004,Рэйни,2024,R2Y4
