playerid,yearid,stint,teamid,lgid,g,g_batting,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp,g_old
sawyewi01,1883,1,CL2,NL,17,17.0,47.0,3.0,1.0,0.0,0.0,0.0,0.0,,,3.0,19.0,,,,,,17.0
stegmda01,1982,1,NYA,AL,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
heredgi01,1992,1,SFN,NL,13,13.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0
scarsle01,1937,1,CIN,NL,110,110.0,329.0,35.0,81.0,11.0,4.0,3.0,34.0,5.0,,17.0,26.0,,1.0,7.0,,10.0,110.0
gardnbi02,1955,1,NY1,NL,59,59.0,187.0,26.0,38.0,10.0,1.0,3.0,17.0,0.0,0.0,13.0,19.0,0.0,2.0,4.0,1.0,2.0,59.0
farnsky01,2009,1,KCA,AL,41,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
severha01,1917,1,SLA,AL,143,143.0,501.0,45.0,133.0,23.0,4.0,1.0,57.0,6.0,,28.0,20.0,,1.0,14.0,,,143.0
molinjo01,2006,1,LAA,AL,78,78.0,225.0,18.0,54.0,17.0,0.0,4.0,22.0,1.0,0.0,9.0,49.0,0.0,2.0,7.0,2.0,6.0,78.0
fostele01,1974,1,ATL,NL,72,72.0,112.0,16.0,22.0,2.0,0.0,1.0,5.0,1.0,2.0,9.0,22.0,0.0,0.0,2.0,1.0,3.0,72.0
bridwal01,1915,1,SLF,FL,65,65.0,175.0,20.0,40.0,3.0,2.0,0.0,9.0,6.0,,25.0,6.0,,1.0,9.0,,,65.0
spaldal01,1876,1,CHN,NL,66,66.0,292.0,54.0,91.0,14.0,2.0,0.0,44.0,,,6.0,3.0,,,,,,66.0
furilca01,1956,1,BRO,NL,149,149.0,523.0,66.0,151.0,30.0,0.0,21.0,83.0,1.0,1.0,57.0,41.0,15.0,1.0,2.0,4.0,27.0,149.0
mitchla01,1996,1,PHI,NL,7,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
seaybo01,2003,1,TBA,AL,12,0.0,,,,,,,,,,,,,,,,,12.0
gilbe01,1995,1,TEX,AL,130,130.0,415.0,36.0,91.0,20.0,3.0,9.0,46.0,2.0,4.0,26.0,147.0,0.0,1.0,10.0,2.0,5.0,130.0
levisje01,2001,1,MIL,NL,12,12.0,33.0,6.0,8.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,12.0
glaustr01,2008,1,SLN,NL,151,151.0,544.0,69.0,147.0,33.0,1.0,27.0,99.0,0.0,1.0,87.0,104.0,3.0,3.0,0.0,3.0,14.0,151.0
mayerer01,1914,1,PHI,NL,48,48.0,108.0,10.0,21.0,4.0,1.0,1.0,5.0,0.0,,6.0,24.0,,0.0,3.0,,,48.0
butlear01,1912,1,PIT,NL,43,43.0,154.0,19.0,42.0,4.0,2.0,1.0,17.0,2.0,,15.0,13.0,,0.0,4.0,,,43.0
stalege01,1947,1,SLN,NL,18,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,,0.0,18.0
huntzst01,1975,1,SDN,NL,22,22.0,53.0,3.0,8.0,4.0,0.0,0.0,4.0,0.0,0.0,7.0,8.0,2.0,0.0,2.0,0.0,1.0,22.0
braital01,1915,1,PTF,FL,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,2.0
roajo01,2003,2,COL,NL,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
wilkiri01,1999,1,LAN,NL,3,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
speerfl01,1943,1,CHA,AL,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
waltebu01,1942,1,CIN,NL,40,40.0,99.0,13.0,24.0,6.0,1.0,2.0,13.0,0.0,,3.0,13.0,,0.0,2.0,,2.0,40.0
weinele01,1920,1,PHI,NL,10,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,10.0
tinkejo01,1908,1,CHN,NL,157,157.0,548.0,67.0,146.0,22.0,14.0,6.0,68.0,30.0,,32.0,,,0.0,29.0,,,157.0
kressre01,1939,2,DET,AL,51,51.0,157.0,19.0,38.0,7.0,0.0,1.0,22.0,2.0,1.0,17.0,16.0,,0.0,4.0,,7.0,51.0
colemgo01,1965,1,CIN,NL,108,108.0,325.0,39.0,98.0,19.0,0.0,14.0,57.0,0.0,0.0,24.0,38.0,4.0,1.0,0.0,3.0,6.0,108.0
pafkoan01,1947,1,CHN,NL,129,129.0,513.0,68.0,155.0,25.0,7.0,13.0,66.0,4.0,,31.0,39.0,,3.0,3.0,,19.0,129.0
carrocl02,1977,1,SLN,NL,51,51.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,51.0
owenser01,1995,1,CIN,NL,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
whitffr01,1967,1,CLE,AL,100,100.0,257.0,24.0,56.0,10.0,0.0,9.0,31.0,3.0,3.0,25.0,45.0,8.0,1.0,1.0,0.0,4.0,100.0
carrch02,1995,1,FLO,NL,105,105.0,308.0,54.0,70.0,20.0,0.0,2.0,20.0,25.0,11.0,46.0,49.0,1.0,2.0,7.0,2.0,2.0,105.0
bellbu01,1978,1,CLE,AL,142,142.0,556.0,71.0,157.0,27.0,8.0,6.0,62.0,1.0,3.0,39.0,43.0,1.0,0.0,9.0,2.0,24.0,142.0
spencji01,1980,1,NYA,AL,97,97.0,259.0,38.0,61.0,9.0,0.0,13.0,43.0,1.0,0.0,30.0,44.0,2.0,1.0,1.0,4.0,7.0,97.0
culloni01,1915,1,KCF,FL,44,44.0,96.0,14.0,18.0,5.0,1.0,0.0,12.0,0.0,,4.0,21.0,,0.0,9.0,,,44.0
hoppjo01,1949,2,BRO,NL,8,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,,0.0,0.0,,0.0,8.0
hassebu01,1940,1,BSN,NL,124,124.0,458.0,59.0,107.0,19.0,4.0,0.0,27.0,4.0,,25.0,16.0,,0.0,2.0,,14.0,124.0
jeterde01,2004,1,NYA,AL,154,154.0,643.0,111.0,188.0,44.0,1.0,23.0,78.0,23.0,4.0,46.0,99.0,1.0,14.0,16.0,2.0,19.0,154.0
pafkoan01,1949,1,CHN,NL,144,144.0,519.0,79.0,146.0,29.0,2.0,18.0,69.0,4.0,,63.0,33.0,,9.0,1.0,,17.0,144.0
hudsona01,1886,1,SL4,AA,43,43.0,150.0,16.0,35.0,4.0,1.0,0.0,17.0,2.0,,11.0,,,0.0,,,,43.0
greggve01,1913,1,CLE,AL,44,44.0,99.0,3.0,13.0,4.0,0.0,0.0,2.0,0.0,,1.0,22.0,,0.0,4.0,,,44.0
adamsac01,1943,1,NY1,NL,70,70.0,32.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,,2.0,4.0,,0.0,2.0,,0.0,70.0
henryjo01,1885,1,BL2,AA,10,10.0,34.0,4.0,9.0,3.0,0.0,0.0,3.0,0.0,,1.0,,,0.0,,,,10.0
mccormi03,1970,1,SFN,NL,23,23.0,25.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,23.0
fordda02,1978,1,BAL,AL,2,0.0,,,,,,,,,,,,,,,,,2.0
pendlte01,1986,1,SLN,NL,159,159.0,578.0,56.0,138.0,26.0,5.0,1.0,59.0,24.0,6.0,34.0,59.0,10.0,1.0,6.0,7.0,12.0,159.0
howarbe01,2002,1,SDN,NL,3,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0
mendora01,2005,1,NYA,AL,1,0.0,,,,,,,,,,,,,,,,,1.0
cookaa01,2003,1,COL,NL,43,42.0,29.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,10.0,0.0,0.0,6.0,0.0,1.0,42.0
lugoju01,2006,1,TBA,AL,73,73.0,289.0,53.0,89.0,17.0,1.0,12.0,27.0,18.0,4.0,27.0,47.0,0.0,3.0,3.0,0.0,7.0,73.0
boehrbr01,2000,1,SDN,NL,7,6.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
oconnja01,1898,1,CL4,NL,131,131.0,478.0,50.0,119.0,17.0,4.0,1.0,56.0,8.0,,26.0,,,2.0,11.0,,,131.0
eaklech01,1915,1,BLF,FL,2,2.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,,,2.0
corkimi01,1972,1,SDN,NL,47,47.0,38.0,3.0,9.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,11.0,0.0,0.0,4.0,0.0,0.0,47.0
milleot01,1918,1,BRO,NL,75,75.0,228.0,8.0,44.0,6.0,1.0,0.0,8.0,1.0,,9.0,20.0,,2.0,2.0,,,75.0
harriga01,1959,1,DET,AL,114,114.0,349.0,39.0,77.0,4.0,3.0,9.0,39.0,0.0,1.0,29.0,49.0,3.0,6.0,1.0,2.0,7.0,114.0
bakerno01,1890,1,BL3,AA,2,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,,,,2.0
beaumgi01,1908,1,BSN,NL,125,125.0,476.0,66.0,127.0,20.0,6.0,2.0,52.0,13.0,,42.0,,,1.0,13.0,,,125.0
shannmi01,1969,1,SLN,NL,150,150.0,551.0,51.0,140.0,15.0,5.0,12.0,55.0,1.0,4.0,49.0,87.0,7.0,1.0,2.0,3.0,9.0,150.0
cannich01,1973,1,LAN,NL,17,17.0,21.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,17.0
natalro01,1997,1,FLO,NL,4,4.0,4.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
oeschjo01,1923,1,BSN,NL,44,44.0,52.0,4.0,12.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,7.0,,0.0,2.0,,,44.0
luzingr01,1981,1,CHA,AL,104,104.0,378.0,55.0,100.0,15.0,1.0,21.0,62.0,0.0,0.0,58.0,80.0,1.0,3.0,0.0,2.0,10.0,104.0
daubda01,1893,1,BRO,NL,12,12.0,42.0,6.0,8.0,0.0,0.0,0.0,4.0,2.0,,4.0,7.0,,0.0,,,,12.0
willial03,1981,1,MIN,AL,23,0.0,,,,,,,,,,,,,,,,,23.0
mcdermi03,1955,1,WS1,AL,70,70.0,95.0,10.0,25.0,4.0,0.0,1.0,10.0,1.0,0.0,6.0,16.0,0.0,1.0,1.0,1.0,1.0,70.0
dykesji01,1936,1,CHA,AL,127,127.0,435.0,62.0,116.0,16.0,3.0,7.0,60.0,1.0,3.0,61.0,36.0,,4.0,11.0,,,127.0
burnsge01,1917,1,NY1,NL,152,152.0,597.0,103.0,180.0,25.0,13.0,5.0,45.0,40.0,,75.0,55.0,,1.0,5.0,,,152.0
coopewa01,1953,1,ML1,NL,53,53.0,137.0,12.0,30.0,6.0,0.0,3.0,16.0,1.0,0.0,12.0,15.0,,1.0,1.0,,6.0,53.0
mcclebi01,1881,1,PRO,NL,68,68.0,259.0,30.0,43.0,3.0,1.0,0.0,16.0,,,15.0,21.0,,,,,,68.0
lidgebr01,2012,1,WAS,NL,11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
tidrodi01,1984,1,NYN,NL,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
demaejo01,1952,1,SLA,AL,81,81.0,186.0,13.0,42.0,9.0,1.0,1.0,18.0,0.0,1.0,8.0,25.0,,0.0,4.0,,4.0,81.0
brosisc01,1995,1,OAK,AL,123,123.0,389.0,69.0,102.0,19.0,2.0,17.0,46.0,4.0,2.0,41.0,67.0,0.0,8.0,1.0,4.0,5.0,123.0
nixonal01,1923,1,BSN,NL,88,88.0,321.0,53.0,88.0,12.0,4.0,0.0,19.0,2.0,3.0,24.0,14.0,,5.0,8.0,,,88.0
vanceda01,1915,2,NYA,AL,8,8.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,,3.0,0.0,,0.0,1.0,,,8.0
grossgr01,1981,1,PHI,NL,83,83.0,102.0,14.0,23.0,6.0,1.0,0.0,7.0,2.0,2.0,15.0,5.0,4.0,0.0,0.0,2.0,4.0,83.0
iguchta01,2007,2,PHI,NL,45,45.0,138.0,22.0,42.0,10.0,0.0,3.0,12.0,6.0,1.0,13.0,23.0,0.0,1.0,1.0,3.0,1.0,45.0
hargrpi01,1924,1,WS1,AL,24,24.0,33.0,3.0,5.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,4.0,,0.0,1.0,,,24.0
averiea01,1932,1,CLE,AL,153,153.0,631.0,116.0,198.0,37.0,14.0,32.0,124.0,5.0,8.0,75.0,40.0,,6.0,0.0,,,153.0
hallbi01,1913,1,BRO,NL,3,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,3.0
mathebo01,1873,1,NY2,,52,52.0,223.0,40.0,43.0,3.0,3.0,0.0,13.0,1.0,1.0,10.0,3.0,,,,,,52.0
bocachi01,2007,1,OAK,AL,6,6.0,17.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,6.0
johnsla03,1987,1,SLN,NL,33,33.0,59.0,4.0,13.0,2.0,1.0,0.0,7.0,6.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,2.0,33.0
johnsla03,1988,1,CHA,AL,33,33.0,124.0,11.0,23.0,4.0,1.0,0.0,6.0,6.0,2.0,6.0,11.0,0.0,0.0,2.0,0.0,1.0,33.0
johnsla03,1989,1,CHA,AL,50,50.0,180.0,28.0,54.0,8.0,2.0,0.0,16.0,16.0,3.0,17.0,24.0,0.0,0.0,2.0,0.0,1.0,50.0
johnsla03,1990,1,CHA,AL,151,151.0,541.0,76.0,154.0,18.0,9.0,1.0,51.0,36.0,22.0,33.0,45.0,2.0,1.0,8.0,4.0,12.0,151.0
johnsla03,1991,1,CHA,AL,159,159.0,588.0,72.0,161.0,14.0,13.0,0.0,49.0,26.0,11.0,26.0,58.0,2.0,1.0,6.0,3.0,14.0,159.0
johnsla03,1992,1,CHA,AL,157,157.0,567.0,67.0,158.0,15.0,12.0,3.0,47.0,41.0,14.0,34.0,33.0,4.0,1.0,4.0,5.0,20.0,157.0
johnsla03,1993,1,CHA,AL,147,147.0,540.0,75.0,168.0,18.0,14.0,0.0,47.0,35.0,7.0,36.0,33.0,1.0,0.0,3.0,0.0,10.0,147.0
johnsla03,1994,1,CHA,AL,106,106.0,412.0,56.0,114.0,11.0,14.0,3.0,54.0,26.0,6.0,26.0,23.0,5.0,2.0,0.0,3.0,8.0,106.0
johnsla03,1995,1,CHA,AL,142,142.0,607.0,98.0,186.0,18.0,12.0,10.0,57.0,40.0,6.0,32.0,31.0,2.0,1.0,2.0,3.0,7.0,142.0
johnsla03,1996,1,NYN,NL,160,160.0,682.0,117.0,227.0,31.0,21.0,9.0,69.0,50.0,12.0,33.0,40.0,8.0,1.0,3.0,5.0,8.0,160.0
johnsla03,1997,1,NYN,NL,72,72.0,265.0,43.0,82.0,10.0,6.0,1.0,24.0,15.0,10.0,33.0,21.0,2.0,0.0,0.0,1.0,6.0,72.0
johnsla03,1997,2,CHN,NL,39,39.0,145.0,17.0,44.0,6.0,2.0,4.0,15.0,5.0,2.0,9.0,10.0,1.0,0.0,0.0,1.0,2.0,39.0
johnsla03,1998,1,CHN,NL,85,85.0,304.0,51.0,85.0,8.0,4.0,2.0,21.0,10.0,6.0,26.0,22.0,1.0,0.0,1.0,1.0,5.0,85.0
johnsla03,1999,1,CHN,NL,95,95.0,335.0,46.0,87.0,11.0,6.0,1.0,21.0,13.0,3.0,37.0,20.0,0.0,0.0,4.0,1.0,6.0,95.0
johnsla03,2000,1,NYA,AL,18,18.0,30.0,6.0,9.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,18.0
labincl01,1950,1,BRO,NL,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
gibsode01,1999,1,COL,NL,10,10.0,28.0,2.0,5.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,2.0,10.0
staehma01,1970,1,MON,NL,104,104.0,321.0,41.0,70.0,9.0,1.0,0.0,26.0,1.0,3.0,39.0,21.0,1.0,3.0,6.0,3.0,6.0,104.0
estrele01,2003,1,MIL,NL,58,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
keatira01,1916,1,NYA,AL,14,14.0,29.0,2.0,7.0,0.0,0.0,0.0,3.0,0.0,,2.0,10.0,,1.0,1.0,,,14.0
obrieto03,1944,1,PIT,NL,85,85.0,156.0,27.0,39.0,6.0,2.0,3.0,20.0,1.0,,21.0,12.0,,1.0,0.0,,7.0,85.0
willijo03,2005,1,FLO,NL,16,16.0,23.0,3.0,7.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,5.0,0.0,2.0,1.0,0.0,1.0,16.0
bairdo01,1986,1,OAK,AL,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
nelsome01,1968,1,SLN,NL,18,18.0,12.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0
evereca01,2001,1,BOS,AL,102,102.0,409.0,61.0,105.0,24.0,4.0,14.0,58.0,9.0,2.0,27.0,104.0,3.0,13.0,0.0,0.0,3.0,102.0
demaejo01,1954,1,PHA,AL,146,146.0,539.0,49.0,124.0,16.0,3.0,8.0,40.0,1.0,4.0,20.0,63.0,,3.0,3.0,7.0,10.0,146.0
thurmma01,1986,2,DET,AL,25,0.0,,,,,,,,,,,,,,,,,25.0
coneda01,1986,1,KCA,AL,11,0.0,,,,,,,,,,,,,,,,,11.0
johnsbo01,1934,1,PHA,AL,141,141.0,547.0,111.0,168.0,26.0,6.0,34.0,92.0,12.0,8.0,58.0,60.0,,1.0,3.0,,,141.0
mcgeami01,1874,1,PH1,,54,54.0,271.0,61.0,87.0,10.0,2.0,0.0,22.0,10.0,2.0,1.0,2.0,,,,,,54.0
herrnjo01,1966,1,PHI,NL,4,4.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0
stewabu01,1952,1,CHA,AL,92,92.0,225.0,23.0,60.0,10.0,0.0,5.0,30.0,3.0,0.0,28.0,17.0,,1.0,4.0,,1.0,92.0
coledi01,1954,1,PIT,NL,138,138.0,486.0,40.0,131.0,22.0,5.0,1.0,40.0,0.0,0.0,41.0,48.0,,0.0,8.0,6.0,20.0,138.0
sugdejo01,1896,1,PIT,NL,80,80.0,301.0,42.0,89.0,5.0,7.0,0.0,36.0,5.0,,19.0,9.0,,5.0,13.0,,,80.0
trombmi01,1992,1,MIN,AL,10,0.0,,,,,,,,,,,,,,,,,10.0
mcgloji01,1972,1,CIN,NL,31,31.0,46.0,6.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,21.0,0.0,0.0,1.0,0.0,0.0,31.0
willibi01,1959,1,CHN,NL,18,18.0,33.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,18.0
willibi01,1960,1,CHN,NL,12,12.0,47.0,4.0,13.0,0.0,2.0,2.0,7.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,1.0,12.0
willibi01,1961,1,CHN,NL,146,146.0,529.0,75.0,147.0,20.0,7.0,25.0,86.0,6.0,0.0,45.0,70.0,11.0,5.0,1.0,4.0,11.0,146.0
willibi01,1962,1,CHN,NL,159,159.0,618.0,94.0,184.0,22.0,8.0,22.0,91.0,9.0,9.0,70.0,72.0,3.0,4.0,0.0,7.0,11.0,159.0
willibi01,1963,1,CHN,NL,161,161.0,612.0,87.0,175.0,36.0,9.0,25.0,95.0,7.0,6.0,68.0,78.0,9.0,2.0,2.0,3.0,12.0,161.0
willibi01,1964,1,CHN,NL,162,162.0,645.0,100.0,201.0,39.0,2.0,33.0,98.0,10.0,7.0,59.0,84.0,8.0,2.0,0.0,3.0,11.0,162.0
willibi01,1965,1,CHN,NL,164,164.0,645.0,115.0,203.0,39.0,6.0,34.0,108.0,10.0,1.0,65.0,76.0,7.0,3.0,1.0,5.0,20.0,164.0
willibi01,1966,1,CHN,NL,162,162.0,648.0,100.0,179.0,23.0,5.0,29.0,91.0,6.0,3.0,69.0,61.0,16.0,4.0,0.0,6.0,12.0,162.0
willibi01,1967,1,CHN,NL,162,162.0,634.0,92.0,176.0,21.0,12.0,28.0,84.0,6.0,3.0,68.0,67.0,8.0,2.0,2.0,6.0,13.0,162.0
willibi01,1968,1,CHN,NL,163,163.0,642.0,91.0,185.0,30.0,8.0,30.0,98.0,4.0,1.0,48.0,53.0,10.0,2.0,0.0,7.0,13.0,163.0
willibi01,1969,1,CHN,NL,163,163.0,642.0,103.0,188.0,33.0,10.0,21.0,95.0,3.0,2.0,59.0,70.0,15.0,4.0,0.0,3.0,15.0,163.0
willibi01,1970,1,CHN,NL,161,161.0,636.0,137.0,205.0,34.0,4.0,42.0,129.0,7.0,1.0,72.0,65.0,9.0,2.0,0.0,4.0,13.0,161.0
willibi01,1971,1,CHN,NL,157,157.0,594.0,86.0,179.0,27.0,5.0,28.0,93.0,7.0,5.0,77.0,44.0,18.0,3.0,0.0,3.0,17.0,157.0
willibi01,1972,1,CHN,NL,150,150.0,574.0,95.0,191.0,34.0,6.0,37.0,122.0,3.0,1.0,62.0,59.0,20.0,6.0,0.0,8.0,14.0,150.0
