schoolid,schoolname,schoolcity,schoolstate,schoolnick
hawaiihilo,Гавайский университет в Хило,Хило,Привет.,Вулканцы
iupufw,Индианский университет-Пурдуский университет Форт-Уэйн,Форт Уэйн,ВНУТРЕННИЕ,Мастодоны
newyorku,Нью-Йоркский университет,Нью-Йорк,Нью-Йорк,Вайолеты
stjosephs,Университет Святого Иосифа,Филадельфия,ПА,Ястребы
emoryga,Университет им. Эмори,Атланта,GA,Орлы
shepherdwv,Шепардский колледж,Шепардстаун,WV,Рамс
memphis,Мемфисский университет,Мемфис,TN,Тигры
washburn,Уошбернский университет Топеки,Топека,KS,Икабоды
portlandst,Портлендский государственный университет,Портленд,ИЛИ,Викинги
coloradost,Колорадский государственный университет,Форт Коллинз,CO,Рамс
franklinin,Колледж Франклина,Франклин,ВНУТРЕННИЕ,Гризли
haskellks,Индийский университет &quot; Хаскел &quot;,Лоуренс,KS,Индейцы
columbia,Колумбийский университет,Нью-Йорк,Нью-Йорк,Львы
oregon,Орегонский университет,Юджин,ИЛИ,Утки
manhattan,Манхэттенский колледж,Ривердейл,Нью-Йорк,Джасперсы
mtolive,Колледж Маунт-Олив,Оливковая гора,НС,Троянцы
grcanyon,Большой каньонский университет,Феникс,AZ,Антелопы
stxavieril,Сент-Ксавьеский университет,Чикаго,Ил,Кугары
indianapa,Университет Индианы Пенсильвании,Индианаa,ПА,Индейцы
murrayst,Мюррейский государственный университет,Мюррей,KY,Тяжелые костюмы
highpoint,Университет высокого уровня,Высокий пункт,НС,Пантеры
silledward,Университет Южного Иллинойса,Эдвардсвилль,Ил,Кугары
richmond,Ричмондский университет,Ричмонд,VA,Пауки
albany,"Университет Олбани, Университет штата Нью-Йорк",Олбани,Нью-Йорк,Великие датчане
chapmanca,Университет Чапмана,Апельсиновый,КА,Пантеры
baconeok,Колледж Баконе,Мускоге,Хорошо.,Воины
elizbthtwn,Элизабеттаунский колледж,Элизабеттаун,ПА,Голубые Джеи
lehigh,Лехайский университет,Вифлеем,ПА,Горные Ястребы
lemoynowen,Колледж ЛеМойн-Овен,Мемфис,TN,Волшебники
bloomsburg,Блумсбургский университет Пенсильвании,Блумсбург,ПА,Хаски
bucknell,Бакнеллский университет,Льюисбург,ПА,Бизон
wmichigan,Университет Западного Мичигана,Каламазоо,МИ,Бронкос
ohdominican,Доминиканский университет Огайо,Колумб,Ооо.,Пантеры
millikin,Университет Милликина,Декатура,Ил,Большой синий
lanecol,Колледж Лэйна,Джексон,TN,Драконы
lsu,Университет штата Луизиана,&lt; &lt; Батон красный &gt; &gt;,Лос-Анджелес,Тигры
tennst,Теннессиский государственный университет,Нэшвилл,TN,Тигры
drake,Университет Дрейка,Де Мойнс,IA,Бульдоги
harding,Университет Хардинга,Циркуляция,ОАР,Бизон
ecentralok,Восточный центральный университет,Ада,Хорошо.,Тигры
wconnst,Университет штата Западный Коннектикут,Дэнбери,КТ,Колониальные
pugetsound,Звуковой университет Пугетского университета,Такома,WA,Журналисты
chicago,Чикагский университет,Чикаго,Ил,Маруны
ulala,Университет Луизианы в Лафайетте,Лафайетт,Лос-Анджелес,Волшебные каджуны
stmartinwa,Колледж Святого Мартина,Лейси,WA,Святые
samford,Сэмфордский университет,Бирмингем,AL,Бульдоги
linfieldor,Линфилдский колледж,МакМиннвилль,ИЛИ,Дикие кошки
newberry,Ньюберри-колледж,Ньюберри,ПК,Индейцы
txtech,Техасский технологический университет,Любобок,TX,Красные бойцы
carthagewi,Карфагенный колледж,Кеноша,ЖИ,Редмены
valdostast,Государственный университет Вальдоста,Вальдоста,GA,Блейзеры
cconnst,Центральный университет штата Коннектикут,Новая Великобритания,КТ,Голубые дьяволы
marist,Маристский колледж,Покипси,Нью-Йорк,Красные лисы
muskingum,Мускиндумский колледж,Новый Конкорд,Ооо.,Борьба с мусками
ilwesleyan,Иллинойский университет Веслиан,Блумингтон,Ил,Титаны
sterlingks,Стерлингский университет,Стерлинг,KS,Воины
ucsb,"Калифорнийский университет, Санта-Барбара",Санта-Барбара,КА,Гаучос
stlouis,Университет Сент-Луиса,Сент-Луис,МО,Билликен
wvstate,Государственный колледж Западной Вирджинии,Институт,WV,Желтые пекарни
sarkansas,Университет Южного Арканзаса,Магнолия,ОАР,Мулеридеры
pittsbst,Питтсбургский государственный университет,Питтсбург,KS,Гориллы
sanjosest,Государственный университет Сан-Хосе,Сан-Хосе,КА,Спартанцы
creighton,Крейтонский университет,Омаха,Нет,Bluejays
uniontn,Юнионный университет,Джексон,TN,Бульдоги
sela,Юго-восточный университет Луизианы,Хаммонд,Лос-Анджелес,Львы
wheaton,Колледж Уитона,Уитон,Ил,Гром
carkansas,Центральный университет Арканзаса,Конвей,ОАР,Медведи
emporiast,Университет штата Эмпория,Эмпория,KS,Шершень
ouachitab,Баптистский университет Уачита,Аркадельфия,ОАР,Тигры
longbeach,"Калифорнийский государственный университет, Лонг-Бич",Длинный пляж,КА,49 ч. 00 м.
lamar,Университет Ламара,Бомонт,TX,Кардиналы
california,Калифорнийский университет,Беркли,КА,Золотые медведи
samhouston,Сэм Хьюстонский государственный университет,Хантсвилль,TX,Медведи
wlmjewell,Колледж Уильяма Джеуэлла,Свобода,МО,Кардиналы
bartonnc,Бартонский колледж,Уилсон,НС,Бульдоги
austincol,Остинский колледж,Шерман,TX,Кангуру
utchat,Теннессийский университет в Чаттануге,Чаттануга,TN,Мокры
schreiner,Университет Шрейнера,Керрвилль,TX,Горные горы
grovecity,Городской колледж Гроув,Город Гроув,ПА,Извержение
wiwhitewtr,Висконсинский университет - белая вода,Белая вода,ЖИ,Вархауки
furman,Университет Фурмана,Гринвилль,ПК,Паладины
northwood,Университет Нортвуда,Мидленд,МИ,Лесоводы
morganst,Университет штата Морган,Балтимор,MD,Медведи
arkansas,Университет Арканзаса,Фейетвилль,ОАР,Бритва
stjohns,Университет Св. Иоанна,Чили,Нью-Йорк,Красный шторм
rosehulman,Технологический институт Роуз-Хулман,&lt; &lt; Терра хаут &gt; &gt;,ВНУТРЕННИЕ,Инженеры
swarthmore,Колледж Свартмор,Свармор,ПА,Гарнет Тайд
alabamast,Университет штата Алабама,Монтгомери,AL,Шершень
iowa,Университет Айовы,Айова,IA,Ястребы
humboldtst,Гумбольдтский государственный университет,Арката,КА,Ломбардировщики
wshngtonmo,Вашингтонский университет в Сент-Луисе,Сент-Луис,МО,Медведи
newhaven,Университет Нью-Хейвена,Нью-Хейвен,КТ,Зарядные устройства
upenn,Университет Пенсильвании,Филадельфия,ПА,Квакеры
edinboro,Пенсильванский университет им. Эдинборо,Эдинборо,ПА,Борьба со шотландцами
arizonast,Университет штата Аризона,Температура,AZ,Солнечные дьяволы
georgtwnky,Джорджтаунский колледж,Джорджтаун,KY,Тигры
mercer,Университет Мерсера,Мейсон,GA,Медведи
hawaiipac,Тихоокеанский университет Хавайи,Гонолулу,Привет.,Морские воины
nebraska,Небраскский университет,Линкольн,Нет,Шухожилия
bryant,Колледж Брайанта,Смитфилд,РИ,Бульдоги
arkansaslr,Университет Арканзаса в Литтл-Рок,Маленький камень,ОАР,Троянцы
etxbaptist,Баптистский университет Восточного Техаса,Маршалл,TX,Тигры
missst,Государственный университет Миссисипи,Старквилль,MS,Бульдоги
calstnorth,"Калифорнийский государственный университет, Нортридж",Нортридж,КА,Матадоры
setonhall,Университет Сетон Холл,Южный апельсин,NJ,Пираты
seattle,Университет Сиэтла,Сиэтл,WA,Красные ястребы
bostoncoll,Бостонский колледж,Каштановый холм,МЭТ,Орлы
grandview,Колледж Гранд-Вью,Де Мойнс,IA,Викинги
lincolnmem,Мемориальный университет Линкольна,Харрогат,TN,Железнодорожный транспорт
ecarolina,Университет Восточной Каролины,Гринвилль,НС,Пираты
okcity,Городской университет Оклахомы,Город Оклахома,Хорошо.,Звёзды
sindiana,Университет Южной Индииa,Эвансвилль,ВНУТРЕННИЕ,Кричащие орехи
saginawval,Государственный университет долины Сагинау,Университетский центр,МИ,Кардиналы
iawesleyan,Айова Уэслианский колледж,Гора Плезант,IA,Тигры
frankmarsh,Колледж им. Франклина и Маршалла,Ланкастер,ПА,Дипломаты
virginiast,Университет штата Вирджиния,Санкт-Петербург,VA,Троянцы
csdomhills,"Калифорнийский государственный университет, Домингес-Хиллс",Карсон,КА,Торос
fltech,Флоридский технологический институт,Мельбурн,ФЛ,Пантеры
baruchcuny,"Колледж Баруха, Университет города Нью-Йорка",Нью-Йорк,Нью-Йорк,Медвежие
mnmorris,"Университет Миннесоты, Моррис",Моррис,МН,Кугары
genevapa,Женевский колледж,Бивер Фоллс,ПА,Золотые торнадо
gaswestern,Юго-западный государственный университет Грузии,Америкус,GA,Ураганы
olivetnaz,Университет Оливета Назарена,Бурбоннайс,Ил,Тигры
savstate,Саваннаский государственный университет,Саванна,GA,Тигры
cshayward,"Калифорнийский государственный университет, Хейворд",Хэйворд,КА,Пионеры
sunybing,Университет штата Нью-Йорк в Бингемтоне,Бингемтон,Нью-Йорк,Медвежие
deltast,Университет штата Дельта,Кливленд,MS,Государственные деятели
cornellia,Корнеллский колледж,Гора Вернон,IA,Рамс
ferrumva,Колледж Феррума,Феррум,VA,Пантеры
trinitytx,Университет Троицы,Сан-Антонио,TX,Тигры
iupui,Индианский университет/Пурдуский университет Индианаполис,Индианаполис,ВНУТРЕННИЕ,Ягуары
dominican,Доминиканский колледж,Оранжбург,Нью-Йорк,Зарядные устройства
fairldick,Университет Фейрли Дикинсона,Тинек,NJ,Рыцари
american,Американский университет,Вашингтон,РС,Орлы
kansasst,Канзасский государственный университет,Манхэттен,KS,Дикие кошки
estroud,Ист-Страудсбургский университет Пенсильвании,Восточный Стродсбург,ПА,Воины
ucsd,"Калифорнийский университет, Сан-Диего",Ля Джолла,КА,Тритоны
gonzaga,Университет Гонзага,Спокан,WA,Бульдоги
mastersca,Магистратский колледж,Санта Кларита,КА,Мустанги
millersvil,"Университет Миллерсвиля, Пенсильвания",Миллерсвилль,ПА,Мародеры
sunybuff,Университет штата Нью-Йорк в Буффало,Буффало,Нью-Йорк,Буллс
byu,Университет Бригама Янга,Прово,UT,Кугары
delaware,Университет Делавэра,Ньюарк,DE,Синие курицы
uscaiken,Университет Южной Каролины Айкен,Айкен,ПК,Пейцеры
youngst,Университет штата Янгстаун,Янгстаун,Ооо.,Пингвины
colbyme,Колби Колледж,Уотервилль,Я,Мулы
crdstritch,Университет им. кардинала Стрича,Милуоки,ЖИ,Волки
mansfield,Мэнсфилдский университет Пенсильвании,Мэнсфилд,ПА,Горные горы
nyoneonta,Колледж Государственного университета в Одинонте,Одинонта,Нью-Йорк,Красные драконы
tuftsma,Университет Тафтса,Медфорд,МЭТ,Jumbos
dayton,Дейтонский университет,Дейтон,Ооо.,Флаеры
muhlenberg,Мухленбергский колледж,Аллентаун,ПА,Мулы
albanyst,Олбанский государственный университет,Олбани,GA,Золотые Рамы
macollege,Массачусетский колледж либерального искусства,Северный Адамс,МЭТ,Трубопроводы
citadel,Цитадель,Чарльстон,ПК,Бульдоги
radford,Рэдфордский университет,Рэдфорд,VA,Горцы
ohwesleyan,Университет Огайо Уэслиана,Делавэр,Ооо.,Бродячие епископы
knoxil,Колледж Нокса (и Ломбардский колледж),Гейлсбург,Ил,Огонь в прериях
michigan,Мичиганский университет,Энн Арбор,МИ,Извержение
stmichaels,Колледж Святого Михаила,Колчестер,VT,Пурпурные рыцари
mcdaniel,МакДаниэльский колледж,Вестминстер,MD,Зеленый террор
harvard,Гарвардский университет,Кембридж,МЭТ,Красота
utsa,Техасский университет в Сан-Антонио,Сан-Антонио,TX,Дорожные бегуны
utahst,Университет штата Юта,Логан,UT,Агги
bluefield,Блюфилдский колледж,Блюфилд,VA,Рамс
airforce,Академия военно-воздушных сил Соединенных Штатов,Колорадо Спрингс,CO,Соколы
lipscomb,Липскомбский университет,Нэшвилл,TN,Бизонс
sacheart,Университет Святого Сердца,Фэрфилд,КТ,Пионеры
rowannj,Университет Роуэна,Стеклоборо,NJ,Профессоры
ekentucky,Восточный Кентукский университет,Ричмонд,KY,Полковники
nycortland,Колледж Нью-Йоркского университета в Кортланде,Кортленд,Нью-Йорк,Красные драконы
stonybrook,Университет Стони Брук,Стони Брук,Нью-Йорк,Морские волки
gardwebb,Гарднер-Уэббский университет,Кипящие источники,НС,Бульдоги
stmarysca,Колледж Святой Марии в Калифорнии,Морага,КА,Галстук
wyoming,Университет Вайоминга,Ларами,WY,Ковбои
umes,"Университет Мэриленда, Восточный Шор",Принцесса Анна,MD,Борьба с Ястребами
bethanywv,Колледж Бетани,Бетани,WV,Бизон
ulamo,Университет Луизианы в Монро,Монро,Лос-Анджелес,Индейцы
wesleyanct,Уэслианский университет,Мидлтаун,КТ,Кардиналы
cflorida,Университет Центральной Флориды,Орландо,ФЛ,Золотые Рыцари
forthays,Государственный университет Форт Хейс,Хейс,KS,Тигры
wlmpennia,Университет Уильяма Пенна,Оскалуса,IA,Государственные деятели
mankatost,"Университет штата Миннесота, Манкато",Манкато,МН,Маверики
batesme,Колледж Бейтса,Льюистон,Я,Бобкоты
providence,Провиденс-колледж,Провидение,РИ,фриары
wminstermo,Вестминстерский колледж,Фултон,МО,Голубые Джеи
amherstma,Амхерстский колледж,Амхерст,МЭТ,Лорд Джеффс
smaine,Университет Южного Мэна,Горхам,Я,Хаски
lutheria,Лютер Колледж,Декора,IA,Норвежский
benedctnks,Бенедиктский колледж,Атчисон,KS,Вороны
tarletonst,Тарлтонский государственный университет,Стивенвилль,TX,Техасцы
portland,Портлендский университет,Портленд,ИЛИ,Экспериментальные проекты
clarion,Кларионский университет Пенсильвании,Кларион,ПА,Золотые орехи
sanfran,Университет Сан-Франциско,Сан-Франциско,КА,Доны
flbarry,Университет Барри,Майами Шорс,ФЛ,Букканеры
bowlgreen,Университет &lt; &lt; Боулинг зеленый &gt; &gt;,Зеленый боулинг,Ооо.,Соколы
sdcity,Городской колледж Сан-Диего,Сан-Диего,КА,Рыцари
glenvilst,Гленвильский государственный колледж,Гленвилль,WV,Пионеры
thielpa,Тильский колледж,Гринвилль,ПА,Томкоты
liberty,Университет свободы,Линчбург,VA,Пламя
beloitwi,Белой колледж,Предательство,ЖИ,Букканеры
troyst,Тройский государственный университет,Трой,AL,Троянцы
wittnbrgoh,Виттенбергский университет,Спрингфилд,Ооо.,Тигры
wilacrosse,Университет Висконсин-Ла-Кросс,Кросс,ЖИ,Орлы
southernu,Южный университет и колледж АиМ,&lt; &lt; Батон красный &gt; &gt;,Лос-Анджелес,Ягуары
bridgwtrst,Государственный колледж &lt; &lt; Бриджвотер &gt; &gt;,Бриджвотер,МЭТ,Медведи
nmexico,Университет Нью-Мексико,Альбукерке,НМ,Лобос
wgeorgia,Государственный университет Западной Грузии,Кэрролтон,GA,Храбрые
tntech,Технологический университет Теннесси,Кукевиль,TN,Золотые орехи
brklyncuny,"Бруклинский колледж, Университет города Нью-Йорка",Бруклин,Нью-Йорк,Мосты
carsnewm,Колледж Карсон-Ньюман,Город Джефферсон,TN,Орлы
utpanam,Техасский и Панамериканский университет,Эдинбург,TX,Бронки
willmary,Колледж Уильяма и Мэри,Вильямсбург,VA,Площадь
cmissouri,Центральный государственный университет Миссури,Уорренсбург,МО,Мулы
nytech,Нью-Йоркский технологический институт,Старый Вестбери,Нью-Йорк,Медведи
cameronok,Университет Кэмерон,Лоутон,Хорошо.,Агги
oberlinoh,Оберлинский колледж,Оберлин,Ооо.,Ёман
belmontab,Колледж аббатства Бельмонта,Бельмонт,НС,Крестоносцы
montreatnc,Колледж Монхея,Монгу,НС,Кавалеры
stbonny,Сент-Бонатурский университет,Сент-Бонатура,Нью-Йорк,Бонни
wkentucky,Западный Кентукский университет,Зеленый боулинг,KY,Подземные охотники
colgate,Университет Колгейта,Гамильтон,Нью-Йорк,Рейдеры
kywesleyan,Кентукки Уэслианский колледж,Оуэнсборо,KY,Пантеры
hobartny,Хобарт и Уильям Смит колледжи,Женева,Нью-Йорк,Государственные деятели
hamlinemn,Хэмлинский университет,Сент-Пол,МН,Пайперы
sanfranst,Университет штата Сан-Франциско,Сан-Франциско,КА,Гейтеры
wpaterson,Университет Уильяма Патерсона,Уэйн,NJ,Пионеры
tennessee,Теннессийский университет,Ноксвилль,TN,Добровольцы
etennst,Восточный Теннессиский государственный университет,Джонсон Сити,TN,Букканеры
grvalleyst,Государственный университет Гранд-Вэлли,Аллендейл,МИ,Лейкеры
arizona,Университет Аризоны,Тусон,AZ,Дикие кошки
