playerid,awardid,yearid,lgid,tie,notes
martipe02,Cy Young Award,1997,NL,,
edmonji01,Gold Glove,1997,AL,,В ЛЮБОЙ ЧАСТИ
griffke02,Gold Glove,1997,AL,,В ЛЮБОЙ ЧАСТИ
knoblch01,Gold Glove,1997,AL,,2B
mussimi01,Gold Glove,1997,AL,,Р
palmera01,Gold Glove,1997,AL,,1B
rodriiv01,Gold Glove,1997,AL,,C
vizquom01,Gold Glove,1997,AL,,СС
willibe02,Gold Glove,1997,AL,,В ЛЮБОЙ ЧАСТИ
willima04,Gold Glove,1997,AL,,3B
biggicr01,Gold Glove,1997,NL,,2B
bondsba01,Gold Glove,1997,NL,,В ЛЮБОЙ ЧАСТИ
caminke01,Gold Glove,1997,NL,,3B
johnsch04,Gold Glove,1997,NL,,C
maddugr01,Gold Glove,1997,NL,,Р
mondera01,Gold Glove,1997,NL,,В ЛЮБОЙ ЧАСТИ
ordonre01,Gold Glove,1997,NL,,СС
snowjt01,Gold Glove,1997,NL,,1B
walkela01,Gold Glove,1997,NL,,В ЛЮБОЙ ЧАСТИ
daviser01,Hutch Award,1997,ML,,
molitpa01,Lou Gehrig Memorial Award,1997,ML,,
griffke02,Most Valuable Player,1997,AL,,
walkela01,Most Valuable Player,1997,NL,,
hernali01,NLCS MVP,1997,NL,,
clemero02,Pitching Triple Crown,1997,AL,,
daviser01,Roberto Clemente Award,1997,ML,,
myersra01,Rolaids Relief Man Award,1997,AL,,
shawje01,Rolaids Relief Man Award,1997,NL,,
garcino01,Rookie of the Year,1997,AL,,
rolensc01,Rookie of the Year,1997,NL,,
garcino01,Silver Slugger,1997,AL,,СС
gonzaju03,Silver Slugger,1997,AL,,В ЛЮБОЙ ЧАСТИ
griffke02,Silver Slugger,1997,AL,,В ЛЮБОЙ ЧАСТИ
justida01,Silver Slugger,1997,AL,,В ЛЮБОЙ ЧАСТИ
knoblch01,Silver Slugger,1997,AL,,2B
martied01,Silver Slugger,1997,AL,,ДГ
martiti02,Silver Slugger,1997,AL,,1B
rodriiv01,Silver Slugger,1997,AL,,C
willima04,Silver Slugger,1997,AL,,3B
bagweje01,Silver Slugger,1997,NL,,1B
biggicr01,Silver Slugger,1997,NL,,2B
blausje01,Silver Slugger,1997,NL,,СС
bondsba01,Silver Slugger,1997,NL,,В ЛЮБОЙ ЧАСТИ
castivi02,Silver Slugger,1997,NL,,3B
gwynnto01,Silver Slugger,1997,NL,,В ЛЮБОЙ ЧАСТИ
piazzmi01,Silver Slugger,1997,NL,,C
smoltjo01,Silver Slugger,1997,NL,,Р
walkela01,Silver Slugger,1997,NL,,В ЛЮБОЙ ЧАСТИ
clemero02,TSN All-Star,1997,AL,,RHP
garcino01,TSN All-Star,1997,AL,,СС
griffke02,TSN All-Star,1997,AL,,В ЛЮБОЙ ЧАСТИ
johnsra05,TSN All-Star,1997,AL,,LHP
kaatji01,Gold Glove,1977,NL,,Р
ramirar01,Hank Aaron Award,2008,NL,,
dibblro01,NLCS MVP,1990,NL,,
suttebr01,Babe Ruth Award,1982,NL,,РП
benchjo01,Most Valuable Player,1970,NL,,
dimagjo01,TSN All-Star,1942,ML,,В ЛЮБОЙ ЧАСТИ
polanpl01,Gold Glove,2007,AL,,2B
dimagjo01,Baseball Magazine All-Star,1950,ML,,CF
fellebo01,TSN Major League Player of the Year,1940,ML,,
boddimi01,ALCS MVP,1983,AL,,
ripkeca01,Rookie of the Year,1982,AL,,
perryga01,Cy Young Award,1978,NL,,
fingero01,Rolaids Relief Man Award,1981,AL,,
lemonbo01,TSN Pitcher of the Year,1954,AL,,
aparilu01,Rookie of the Year,1956,AL,,
bonhati01,TSN All-Star,1942,ML,,Р
musiast01,Most Valuable Player,1943,NL,,
nettlgr01,Gold Glove,1978,AL,,3B
roushed01,Baseball Magazine All-Star,1926,NL,,В ЛЮБОЙ ЧАСТИ
chaseha01,Baseball Magazine All-Star,1909,AL,,1B
hubbeca01,TSN All-Star,1935,ML,,Р
ryanno01,TSN Pitcher of the Year,1977,AL,,
sainjo01,Baseball Magazine All-Star,1948,ML,,С2
murphdw01,Gold Glove,1981,AL,,В ЛЮБОЙ ЧАСТИ
friscfr01,Baseball Magazine All-Star,1933,NL,,2B
kentje01,TSN All-Star,2002,NL,,2B
suttebr01,Rolaids Relief Man Award,1982,NL,,
martipe02,Cy Young Award,2000,AL,,
pujolal01,Hank Aaron Award,2009,NL,,
murphda05,Gold Glove,1986,NL,,В ЛЮБОЙ ЧАСТИ
musiast01,Baseball Magazine All-Star,1949,ML,,CF
kellge01,TSN All-Star,1951,ML,,3B
rosenal01,TSN All-Star,1953,ML,,3B
carltst01,Cy Young Award,1982,NL,,
tenacge01,World Series MVP,1972,ML,,
stargwi01,TSN All-Star,1965,NL,,В ЛЮБОЙ ЧАСТИ
gardnla01,Baseball Magazine All-Star,1920,AL,,3B
oliveal01,Silver Slugger,1980,AL,,В ЛЮБОЙ ЧАСТИ
hornsro01,Baseball Magazine All-Star,1919,NL,,СС
mcgwima01,Gold Glove,1990,AL,,1B
wyattwh01,Baseball Magazine All-Star,1942,ML,,С3
howarel01,Babe Ruth Award,1958,AL,,C
derripa01,Baseball Magazine All-Star,1938,ML,,С2
wettejo01,Rolaids Relief Man Award,1996,AL,,
drewjd01,All-Star Game MVP,2008,ML,,
blairpa01,Gold Glove,1970,AL,,В ЛЮБОЙ ЧАСТИ
lezcasi01,Gold Glove,1979,AL,,В ЛЮБОЙ ЧАСТИ
kalinal01,TSN Player of the Year,1963,AL,,
ramirma02,Silver Slugger,2006,AL,,В ЛЮБОЙ ЧАСТИ
maddugr01,Cy Young Award,1992,NL,,
whitebi03,Gold Glove,1962,NL,,1B
cartega01,All-Star Game MVP,1981,ML,,
chaseha01,Baseball Magazine All-Star,1910,AL,,1B
hayesfr01,Baseball Magazine All-Star,1940,AL,,C
cuyleki01,Baseball Magazine All-Star,1931,NL,,CF
sierrru01,Silver Slugger,1989,AL,,В ЛЮБОЙ ЧАСТИ
boggswa01,TSN All-Star,1985,AL,,3B
larkiba01,TSN All-Star,1999,NL,,СС
cabremi01,Hank Aaron Award,2012,AL,,
rodrial01,Gold Glove,2002,AL,,СС
newcodo01,Rookie of the Year,1949,NL,,
crawfsa01,Baseball Magazine All-Star,1908,AL,,CF
benchjo01,TSN All-Star,1972,NL,,C
batteea01,Gold Glove,1962,AL,,C
cartega01,Gold Glove,1982,NL,,C
sandbry01,TSN All-Star,1990,NL,,2B
dickebi01,Baseball Magazine All-Star,1942,AL,,C
helmsto01,Rookie of the Year,1966,NL,,
tenacge01,Babe Ruth Award,1972,AL,,C
carrocl02,TSN Fireman of the Year,1972,NL,,
schulfr01,Baseball Magazine All-Star,1908,NL,,RF
haineje01,Baseball Magazine All-Star,1927,NL,,С2
jackstr01,Baseball Magazine All-Star,1928,NL,,СС
whitede03,Gold Glove,1993,AL,,В ЛЮБОЙ ЧАСТИ
ruthba01,Baseball Magazine All-Star,1930,AL,,RF
thompro01,Silver Slugger,1993,NL,,2B
burleri01,Silver Slugger,1981,AL,,СС
terrybi01,Baseball Magazine All-Star,1930,NL,,1B
rolliji01,Gold Glove,2009,NL,,СС
batteea01,TSN All-Star,1965,AL,,C
nehfar01,Baseball Magazine All-Star,1921,NL,,С2
rosebjo01,Gold Glove,1966,NL,,C
lemonbo01,TSN All-Star,1950,ML,,Р
bankser01,TSN Player of the Year,1958,NL,,
benchjo01,Lou Gehrig Memorial Award,1975,ML,,
jacksre01,Most Valuable Player,1973,AL,,
templga01,TSN All-Star,1979,NL,,СС
edmonji01,Gold Glove,2001,NL,,В ЛЮБОЙ ЧАСТИ
pagejo01,Babe Ruth Award,1949,AL,,Р
berrayo01,Baseball Magazine All-Star,1949,AL,,C
dimagdo01,Baseball Magazine All-Star,1949,AL,,CF
henrito01,Baseball Magazine All-Star,1949,AL,,1B
kellge01,Baseball Magazine All-Star,1949,AL,,3B
michaca01,Baseball Magazine All-Star,1949,AL,,2B
pagejo01,Baseball Magazine All-Star,1949,AL,,С2
parneme01,Baseball Magazine All-Star,1949,AL,,С3
raschvi01,Baseball Magazine All-Star,1949,AL,,С1
stephve01,Baseball Magazine All-Star,1949,AL,,СС
wertzvi01,Baseball Magazine All-Star,1949,AL,,RF
willite01,Baseball Magazine All-Star,1949,AL,,LF
berrayo01,Baseball Magazine All-Star,1949,ML,,C
henrito01,Baseball Magazine All-Star,1949,ML,,1B
kellge01,Baseball Magazine All-Star,1949,ML,,3B
parneme01,Baseball Magazine All-Star,1949,ML,,С4
polleho01,Baseball Magazine All-Star,1949,ML,,С2
raschvi01,Baseball Magazine All-Star,1949,ML,,С1
robinja02,Baseball Magazine All-Star,1949,ML,,2B
spahnwa01,Baseball Magazine All-Star,1949,ML,,С3
stephve01,Baseball Magazine All-Star,1949,ML,,СС
wertzvi01,Baseball Magazine All-Star,1949,ML,,RF
willite01,Baseball Magazine All-Star,1949,ML,,LF
camparo01,Baseball Magazine All-Star,1949,NL,,C
gordosi01,Baseball Magazine All-Star,1949,NL,,3B
hodgegi01,Baseball Magazine All-Star,1949,NL,,1B
kinerra01,Baseball Magazine All-Star,1949,NL,,LF
musiast01,Baseball Magazine All-Star,1949,NL,,CF
newcodo01,Baseball Magazine All-Star,1949,NL,,С3
polleho01,Baseball Magazine All-Star,1949,NL,,С1
reesepe01,Baseball Magazine All-Star,1949,NL,,СС
robinja02,Baseball Magazine All-Star,1949,NL,,2B
slaugen01,Baseball Magazine All-Star,1949,NL,,RF
spahnwa01,Baseball Magazine All-Star,1949,NL,,С2
willite01,Most Valuable Player,1949,AL,,
robinja02,Most Valuable Player,1949,NL,,
sievero01,Rookie of the Year,1949,AL,,
camparo01,TSN All-Star,1949,ML,,C
henrito01,TSN All-Star,1949,ML,,1B
kellge01,TSN All-Star,1949,ML,,3B
santoro01,Gold Glove,1965,NL,,3B
morneju01,Silver Slugger,2006,AL,,1B
killeha01,TSN Player of the Year,1969,AL,,
palmede01,Silver Slugger,1998,AL,,3B
tananfr01,TSN All-Star,1977,AL,,LHP
guilloz01,Rookie of the Year,1985,AL,,
cramedo01,TSN All-Star,1935,ML,,В ЛЮБОЙ ЧАСТИ
vaughar01,Baseball Magazine All-Star,1942,NL,,3B
yountro01,TSN All-Star,1989,AL,,В ЛЮБОЙ ЧАСТИ
collied01,Baseball Magazine All-Star,1922,AL,,2B
kluszte01,TSN All-Star,1955,ML,,1B
planked01,Baseball Magazine All-Star,1914,AL,,С3
sandbry01,TSN All-Star,1988,NL,,2B
musiast01,TSN All-Star,1948,ML,,В ЛЮБОЙ ЧАСТИ
mattido01,TSN Player of the Year,1985,AL,,
jonesra01,TSN All-Star,1975,NL,,LHP
chapmra01,Baseball Magazine All-Star,1918,AL,,СС
sandbry01,TSN All-Star,1989,NL,,2B
clemero02,Cy Young Award,1998,AL,,
ripkeca01,TSN Player of the Year,1983,AL,,
schmimi01,TSN All-Star,1983,NL,,3B
shantbo01,TSN Pitcher of the Year,1952,AL,,
demarfr02,Baseball Magazine All-Star,1937,NL,,CF
graveda01,Lou Gehrig Memorial Award,2002,ML,,
johnsho01,Silver Slugger,1989,NL,,3B
hunteto01,Silver Slugger,2009,AL,,В ЛЮБОЙ ЧАСТИ
guerrpe01,World Series MVP,1981,ML,Y,
grohhe01,Baseball Magazine All-Star,1918,ML,,3B
robinja02,Baseball Magazine All-Star,1950,NL,,2B
benchjo01,Babe Ruth Award,1976,NL,,C
robinbr01,Lou Gehrig Memorial Award,1966,ML,,
grissma02,Gold Glove,1993,NL,,В ЛЮБОЙ ЧАСТИ
reynoha01,Gold Glove,1990,AL,,2B
scottge02,Gold Glove,1976,AL,,1B
piazzmi01,Silver Slugger,2002,NL,,C
fellebo01,TSN All-Star,1939,ML,,Р
bibbyji01,TSN All-Star,1980,NL,,RHP
rixeyep01,Baseball Magazine All-Star,1922,NL,,С2
belanma01,Gold Glove,1971,AL,,СС
leede02,Silver Slugger,2005,NL,,1B
carribi02,Baseball Magazine All-Star,1909,AL,,C1
deandi01,TSN Guide MVP,1934,NL,,
buehrma01,Gold Glove,2009,AL,,Р
willibi01,TSN Player of the Year,1972,NL,,
ottme01,TSN All-Star,1936,ML,,В ЛЮБОЙ ЧАСТИ
morgajo02,Gold Glove,1973,NL,,2B
jonesdo01,TSN Fireman of the Year,1992,NL,Y,
biggicr01,Hutch Award,2005,ML,,
fordwh01,TSN Pitcher of the Year,1961,AL,,
collied01,Baseball Magazine All-Star,1914,ML,,2B
scottmi03,TSN Pitcher of the Year,1986,NL,,
evansdw01,Silver Slugger,1987,AL,,В ЛЮБОЙ ЧАСТИ
leonadu01,Baseball Magazine All-Star,1914,AL,,С2
mauerjo01,Silver Slugger,2010,AL,,C
roushed01,Baseball Magazine All-Star,1921,NL,,В ЛЮБОЙ ЧАСТИ
guerrvl01,Silver Slugger,2007,AL,,В ЛЮБОЙ ЧАСТИ
larkiba01,TSN All-Star,1994,NL,,СС
foxxji01,Triple Crown,1933,AL,,
pettiga01,Gold Glove,1989,AL,,В ЛЮБОЙ ЧАСТИ
johnsra05,Cy Young Award,1995,AL,,
mayswi01,TSN All-Star,1965,NL,,В ЛЮБОЙ ЧАСТИ
santajo01,Cy Young Award,2006,AL,,
willite01,Most Valuable Player,1946,AL,,
verbaem01,Baseball Magazine All-Star,1945,NL,,2B
riceji01,TSN All-Star,1986,AL,,В ЛЮБОЙ ЧАСТИ
hamptmi01,TSN Pitcher of the Year,1999,NL,,
murphda05,Gold Glove,1984,NL,,В ЛЮБОЙ ЧАСТИ
puckeki01,Silver Slugger,1992,AL,,В ЛЮБОЙ ЧАСТИ
robinbr01,TSN All-Star,1966,AL,,3B
jonesra01,TSN All-Star,1976,NL,,LHP
smoltjo01,Branch Rickey Award,2007,ML,,
belleal01,TSN All-Star,1998,AL,,В ЛЮБОЙ ЧАСТИ
gedmari01,TSN All-Star,1986,AL,,C
sosasa01,TSN All-Star,1995,NL,,В ЛЮБОЙ ЧАСТИ
rhoderi01,Silver Slugger,1986,NL,,Р
jonesan01,Gold Glove,2003,NL,,В ЛЮБОЙ ЧАСТИ
riverma01,Rolaids Relief Man Award,2001,AL,,
lemonbo01,TSN All-Star,1948,ML,,Р
archeji01,Baseball Magazine All-Star,1913,ML,,C
loftoke01,Gold Glove,1996,AL,,В ЛЮБОЙ ЧАСТИ
bondsba01,TSN All-Star,1990,NL,,В ЛЮБОЙ ЧАСТИ
landiji01,Gold Glove,1961,AL,,В ЛЮБОЙ ЧАСТИ
finlest01,Gold Glove,1996,NL,,В ЛЮБОЙ ЧАСТИ
aparilu01,TSN All-Star,1972,AL,,СС
parneme01,TSN All-Star,1949,ML,,Р
