hofid,yearid,votedby,ballots,needed,votes,inducted,category
meadole01h,1958,ББВАА,266.0,200.0,2.0,Н,Игрок
grantfr99h,2006,Негритянская лига,,,,Y,Игрок
terrybi01h,1946,Выдвижение кандидатур,202.0,,31.0,Н,Игрок
zeileto01h,2010,ББВАА,539.0,405.0,0.0,Н,Игрок
medwijo01h,1964,Выключить,201.0,,130.0,Н,Игрок
vaughar01h,1960,ББВАА,269.0,202.0,10.0,Н,Игрок
hornsro01h,1942,ББВАА,233.0,175.0,182.0,Y,Игрок
burdele01h,1977,ББВАА,383.0,288.0,85.0,Н,Игрок
guerrpe01h,1998,ББВАА,473.0,355.0,6.0,Н,Игрок
ruelmu01h,1960,ББВАА,269.0,202.0,9.0,Н,Игрок
wilsoji01h,1955,ББВАА,251.0,189.0,13.0,Н,Игрок
darkal01h,1968,ББВАА,283.0,213.0,36.0,Н,Игрок
gordojo01h,1964,ББВАА,201.0,151.0,30.0,Н,Игрок
hermabi01h,1962,ББВАА,160.0,120.0,4.0,Н,Игрок
barryja01h,1939,ББВАА,274.0,206.0,1.0,Н,Игрок
reesepe01h,1975,ББВАА,362.0,272.0,154.0,Н,Игрок
kinerra01h,1960,ББВАА,269.0,202.0,3.0,Н,Игрок
selkige01h,1953,ББВАА,264.0,198.0,1.0,Н,Игрок
mazerbi01h,1986,ББВАА,425.0,319.0,100.0,Н,Игрок
shantbo01h,1972,ББВАА,396.0,297.0,9.0,Н,Игрок
hermaba01h,1949,ББВАА,153.0,115.0,5.0,Н,Игрок
lolicmi01h,1997,ББВАА,473.0,353.0,34.0,Н,Игрок
olivato01h,1992,ББВАА,430.0,323.0,175.0,Н,Игрок
simsdu01h,1980,ББВАА,385.0,289.0,0.0,Н,Игрок
dawsoan01h,2002,ББВАА,472.0,354.0,214.0,Н,Игрок
sweenbi02h,1945,ББВАА,247.0,186.0,1.0,Н,Игрок
meusebo01h,1948,ББВАА,121.0,91.0,6.0,Н,Игрок
jenseja01h,1969,ББВАА,340.0,255.0,1.0,Н,Игрок
riceji01h,1997,ББВАА,473.0,353.0,178.0,Н,Игрок
woodjo02h,1937,ББВАА,201.0,151.0,13.0,Н,Игрок
mizejo01h,1960,ББВАА,269.0,202.0,45.0,Н,Игрок
perezto01h,2000,ББВАА,499.0,375.0,385.0,Y,Игрок
kellejo01h,1971,Ветераны,,,,Y,Игрок
holtzke01h,1986,ББВАА,425.0,319.0,5.0,Н,Игрок
gosgeji01h,1980,ББВАА,385.0,289.0,0.0,Н,Игрок
youngro01h,1951,ББВАА,226.0,170.0,34.0,Н,Игрок
theveto01h,1950,ББВАА,168.0,126.0,2.0,Н,Игрок
heilmha01h,1938,ББВАА,262.0,197.0,14.0,Н,Игрок
wilsoji01h,1954,ББВАА,252.0,189.0,8.0,Н,Игрок
camildo01h,1956,ББВАА,193.0,145.0,1.0,Н,Игрок
grissma01h,1966,ББВАА,302.0,227.0,2.0,Н,Игрок
sheckji01h,1945,ББВАА,247.0,186.0,1.0,Н,Игрок
powelbo01h,1983,ББВАА,374.0,281.0,5.0,Н,Игрок
belleal01h,2006,ББВАА,520.0,390.0,40.0,Н,Игрок
hoopeha01h,1950,ББВАА,168.0,126.0,2.0,Н,Игрок
clarkfr01h,1945,ББВАА,247.0,186.0,53.0,Н,Игрок
scottmi03h,1997,ББВАА,473.0,353.0,2.0,Н,Игрок
walshed01h,1936,ББВАА,226.0,170.0,20.0,Н,Игрок
careyma01h,1948,ББВАА,121.0,91.0,9.0,Н,Игрок
chesbja01h,1939,ББВАА,274.0,206.0,6.0,Н,Игрок
cochrmi01h,1942,ББВАА,233.0,175.0,88.0,Н,Игрок
lombaer01h,1967,ББВАА,292.0,219.0,43.0,Н,Игрок
tayloto02h,1982,ББВАА,415.0,312.0,0.0,Н,Игрок
haasmu01h,1955,ББВАА,251.0,189.0,1.0,Н,Игрок
greenha01h,1953,ББВАА,264.0,198.0,80.0,Н,Игрок
harribu01h,1952,ББВАА,234.0,176.0,12.0,Н,Менеджер
sainjo01h,1973,ББВАА,380.0,285.0,47.0,Н,Игрок
henrito01h,1969,ББВАА,340.0,255.0,50.0,Н,Игрок
delahed01h,1942,ББВАА,233.0,175.0,104.0,Н,Игрок
goodedw01h,2006,ББВАА,520.0,390.0,17.0,Н,Игрок
richaha01h,1936,Ветераны,78.0,59.0,1.0,Н,Игрок
fosteru99h,1981,Ветераны,,,,Y,Менеджер
brownga01h,1981,ББВАА,401.0,301.0,1.0,Н,Игрок
drysddo01h,1976,ББВАА,388.0,291.0,114.0,Н,Игрок
doerrbo01h,1969,ББВАА,340.0,255.0,62.0,Н,Игрок
mattido01h,2011,ББВАА,581.0,436.0,79.0,Н,Игрок
cravaga01h,1939,ББВАА,274.0,206.0,2.0,Н,Игрок
altroni01h,1939,ББВАА,274.0,206.0,6.0,Н,Игрок
kluszte01h,1978,ББВАА,379.0,285.0,51.0,Н,Игрок
johnsch04h,2011,ББВАА,581.0,436.0,0.0,Н,Игрок
kennete02h,1997,ББВАА,473.0,353.0,1.0,Н,Игрок
grovele01h,1936,ББВАА,226.0,170.0,12.0,Н,Игрок
nehfar01h,1955,ББВАА,251.0,189.0,7.0,Н,Игрок
darliro01h,2001,ББВАА,515.0,387.0,1.0,Н,Игрок
lawve01h,1976,ББВАА,388.0,291.0,9.0,Н,Игрок
vanceda01h,1949,ББВАА,153.0,115.0,33.0,Н,Игрок
johnto01h,2006,ББВАА,520.0,390.0,154.0,Н,Игрок
faberre01h,1951,ББВАА,226.0,170.0,8.0,Н,Игрок
torrejo01h,1985,ББВАА,395.0,297.0,44.0,Н,Игрок
bendech01h,1938,ББВАА,262.0,197.0,33.0,Н,Игрок
grimebu01h,1948,ББВАА,121.0,91.0,7.0,Н,Игрок
northji01h,1982,ББВАА,415.0,312.0,0.0,Н,Игрок
schalra01h,1955,ББВАА,251.0,189.0,113.0,Н,Игрок
riceji01h,2002,ББВАА,472.0,354.0,260.0,Н,Игрок
marioma01h,1970,ББВАА,300.0,225.0,120.0,Н,Игрок
mostijo01h,1956,ББВАА,193.0,145.0,1.0,Н,Игрок
oroscje01h,2009,ББВАА,539.0,405.0,1.0,Н,Игрок
kerrdi01h,1939,ББВАА,274.0,206.0,5.0,Н,Игрок
altroni01h,1953,ББВАА,264.0,198.0,1.0,Н,Игрок
hartnga01h,1948,ББВАА,121.0,91.0,33.0,Н,Игрок
rusieam01h,1938,ББВАА,262.0,197.0,8.0,Н,Игрок
simmocu01h,1973,ББВАА,380.0,285.0,5.0,Н,Игрок
brilene01h,1984,ББВАА,403.0,303.0,1.0,Н,Игрок
hemusso01h,1966,ББВАА,302.0,227.0,1.0,Н,Игрок
harribu01h,1975,Ветераны,,,,Y,Менеджер
tiantlu01h,2001,ББВАА,515.0,387.0,63.0,Н,Игрок
bellco99h,1974,Негритянская лига,,,,Y,Игрок
smithle02h,2005,ББВАА,516.0,387.0,200.0,Н,Игрок
burnsge01h,1937,ББВАА,201.0,151.0,3.0,Н,Игрок
elberki01h,1942,ББВАА,233.0,175.0,1.0,Н,Игрок
jackstr01h,1956,ББВАА,193.0,145.0,14.0,Н,Игрок
rixeyep01h,1962,ББВАА,160.0,120.0,49.0,Н,Игрок
walshed01h,1942,ББВАА,233.0,175.0,113.0,Н,Игрок
becklja01h,1936,Ветераны,78.0,59.0,1.0,Н,Игрок
faberre01h,1956,ББВАА,193.0,145.0,34.0,Н,Игрок
faberre01h,1962,ББВАА,160.0,120.0,30.0,Н,Игрок
hallabi01h,1956,ББВАА,193.0,145.0,1.0,Н,Игрок
hornebo01h,1994,ББВАА,456.0,342.0,0.0,Н,Игрок
thomsbo01h,1972,ББВАА,396.0,297.0,10.0,Н,Игрок
davisma01h,2003,ББВАА,496.0,372.0,1.0,Н,Игрок
tiantlu01h,1988,ББВАА,427.0,321.0,132.0,Н,Игрок
raschvi01h,1975,ББВАА,362.0,272.0,37.0,Н,Игрок
scottev01h,1938,ББВАА,262.0,197.0,2.0,Н,Игрок
jackstr01h,1960,ББВАА,269.0,202.0,11.0,Н,Игрок
ringji01h,1949,ББВАА,153.0,115.0,1.0,Н,Игрок
drabedo01h,2004,ББВАА,506.0,380.0,2.0,Н,Игрок
mcinnst01h,1938,ББВАА,262.0,197.0,4.0,Н,Игрок
raineti01h,2008,ББВАА,543.0,408.0,132.0,Н,Игрок
johnsju99h,1975,Негритянская лига,,,,Y,Игрок
tananfr01h,1999,ББВАА,497.0,373.0,0.0,Н,Игрок
daubeja01h,1955,ББВАА,251.0,189.0,1.0,Н,Игрок
wardjo01h,1936,Ветераны,78.0,59.0,3.0,Н,Игрок
yorkru01h,1962,ББВАА,160.0,120.0,1.0,Н,Игрок
adamsba01h,1952,ББВАА,234.0,176.0,9.0,Н,Игрок
schulfr01h,1937,ББВАА,201.0,151.0,1.0,Н,Игрок
mendejo99h,2006,Негритянская лига,,,,Y,Игрок
mcgowbi99h,1992,Ветераны,,,,Y,Ампир
chadwhe99h,1938,Столетие,,,,Y,Пионер/Исполнительный
vanceda01h,1946,Выдвижение кандидатур,202.0,,31.0,Н,Игрок
aloufe01h,1980,ББВАА,385.0,289.0,3.0,Н,Игрок
alouma01h,1980,ББВАА,385.0,289.0,5.0,Н,Игрок
aparilu01h,1980,ББВАА,385.0,289.0,124.0,Н,Игрок
aparilu01h,1982,ББВАА,415.0,312.0,174.0,Н,Игрок
ashburi01h,1969,ББВАА,340.0,255.0,10.0,Н,Игрок
ashburi01h,1971,ББВАА,360.0,270.0,10.0,Н,Игрок
ashburi01h,1972,ББВАА,396.0,297.0,11.0,Н,Игрок
ashburi01h,1977,ББВАА,383.0,288.0,139.0,Н,Игрок
ashburi01h,1979,ББВАА,432.0,324.0,130.0,Н,Игрок
ashburi01h,1980,ББВАА,385.0,289.0,134.0,Н,Игрок
ashburi01h,1982,ББВАА,415.0,312.0,126.0,Н,Игрок
averiea01h,1949,ББВАА,153.0,115.0,1.0,Н,Игрок
averiea01h,1952,ББВАА,234.0,176.0,2.0,Н,Игрок
bakerfr01h,1950,ББВАА,168.0,126.0,4.0,Н,Игрок
bakerfr01h,1951,ББВАА,226.0,170.0,8.0,Н,Игрок
bancrda01h,1949,ББВАА,153.0,115.0,5.0,Н,Игрок
bancrda01h,1950,ББВАА,168.0,126.0,9.0,Н,Игрок
bancrda01h,1951,ББВАА,226.0,170.0,9.0,Н,Игрок
bancrda01h,1952,ББВАА,234.0,176.0,11.0,Н,Игрок
bancrda01h,1971,Ветераны,,,,Y,Игрок
bankser01h,1977,ББВАА,383.0,288.0,321.0,Y,Игрок
barbest01h,1980,ББВАА,385.0,289.0,0.0,Н,Игрок
bartedi01h,1951,ББВАА,226.0,170.0,1.0,Н,Игрок
bartobo01h,1980,ББВАА,385.0,289.0,0.0,Н,Игрок
beaucji01h,1979,ББВАА,432.0,324.0,0.0,Н,Игрок
becklja01h,1971,Ветераны,,,,Y,Игрок
bendech01h,1949,ББВАА,153.0,115.0,2.0,Н,Игрок
bendech01h,1950,ББВАА,168.0,126.0,6.0,Н,Игрок
bendech01h,1951,ББВАА,226.0,170.0,35.0,Н,Игрок
bendech01h,1952,ББВАА,234.0,176.0,70.0,Н,Игрок
berrayo01h,1971,ББВАА,360.0,270.0,242.0,Н,Игрок
berrayo01h,1972,ББВАА,396.0,297.0,339.0,Y,Игрок
blackew01h,1969,ББВАА,340.0,255.0,11.0,Н,Игрок
blassst01h,1980,ББВАА,385.0,289.0,2.0,Н,Игрок
bluegos01h,1949,ББВАА,153.0,115.0,1.0,Н,Игрок
boccajo01h,1980,ББВАА,385.0,289.0,0.0,Н,Игрок
bodiepi01h,1949,ББВАА,153.0,115.0,1.0,Н,Игрок
bolinbo01h,1979,ББВАА,432.0,324.0,0.0,Н,Игрок
gileswa99h,1979,Ветераны,,,,Y,Пионер/Исполнительный
trammal01h,2008,ББВАА,543.0,408.0,99.0,Н,Игрок
griffcl01h,1938,ББВАА,262.0,197.0,10.0,Н,Пионер/Исполнительный
gomezle01h,1946,Выдвижение кандидатур,202.0,,4.0,Н,Игрок
edwarjo01h,1980,ББВАА,385.0,289.0,0.0,Н,Игрок
truckvi01h,1964,ББВАА,201.0,151.0,4.0,Н,Игрок
youngro01h,1945,ББВАА,247.0,186.0,22.0,Н,Игрок
lemonch01h,1996,ББВАА,470.0,353.0,1.0,Н,Игрок
heilmha01h,1949,ББВАА,153.0,115.0,59.0,Н,Игрок
garvest01h,1993,ББВАА,423.0,318.0,176.0,Н,Игрок
boudrlo01h,1969,ББВАА,340.0,255.0,218.0,Н,Игрок
robinbr01h,1983,ББВАА,374.0,281.0,344.0,Y,Игрок
ruffire01h,1952,ББВАА,234.0,176.0,10.0,Н,Игрок
wambsbi01h,1956,ББВАА,193.0,145.0,1.0,Н,Игрок
seweljo01h,1955,ББВАА,251.0,189.0,1.0,Н,Игрок
youngro01h,1946,Выдвижение кандидатур,202.0,,25.0,Н,Игрок
vandejo01h,1958,ББВАА,266.0,200.0,35.0,Н,Игрок
vandejo01h,1970,ББВАА,300.0,225.0,88.0,Н,Игрок
sandere02h,2013,ББВАА,569.0,427.0,0.0,Н,Игрок
alomaro01h,2011,ББВАА,581.0,436.0,523.0,Y,Игрок
eversjo01h,1937,ББВАА,201.0,151.0,44.0,Н,Игрок
grimebu01h,1960,ББВАА,269.0,202.0,92.0,Н,Игрок
gaettga01h,2006,ББВАА,520.0,390.0,4.0,Н,Игрок
cuyleki01h,1956,ББВАА,193.0,145.0,55.0,Н,Игрок
doerrbo01h,1953,ББВАА,264.0,198.0,2.0,Н,Игрок
wanerpa01h,1946,Выдвижение кандидатур,202.0,,4.0,Н,Игрок
thomsbo01h,1976,ББВАА,388.0,291.0,9.0,Н,Игрок
cochrmi01h,1946,Выдвижение кандидатур,202.0,,80.0,Н,Игрок
briggjo02h,1981,ББВАА,401.0,301.0,0.0,Н,Игрок
boyerke01h,1991,ББВАА,443.0,333.0,58.0,Н,Игрок
woodwi01h,1984,ББВАА,403.0,303.0,14.0,Н,Игрок
stottme01h,1980,ББВАА,385.0,289.0,3.0,Н,Игрок
mcauldi01h,1981,ББВАА,401.0,301.0,0.0,Н,Игрок
fonsele01h,1956,ББВАА,193.0,145.0,2.0,Н,Игрок
rayji01h,1980,ББВАА,385.0,289.0,0.0,Н,Игрок
