playerid,yearid,gamenum,gameid,teamid,lgid,gp,startingpos
aguirha01,1962,2,NLS196207300,DET,AL,1.0,
greinza01,2009,0,NLS200907140,KCA,AL,1.0,
putzjj01,2007,0,NLS200707100,SEA,AL,1.0,
gosligo01,1936,0,NLS193607070,DET,AL,1.0,
allenjo02,1938,0,NLS193807060,CLE,AL,1.0,
oneilpa01,1995,0,ALS199507110,NYA,AL,1.0,
vernomi01,1948,0,ALS194807130,WS1,AL,1.0,
hernara02,2003,0,ALS200307150,OAK,AL,1.0,
cuellmi01,1967,0,ALS196707110,HOU,NL,1.0,
mcculcl01,1948,0,ALS194807130,CHN,NL,0.0,
mattido01,1989,0,ALS198907110,NYA,AL,1.0,
fordwh01,1954,0,ALS195407130,NYA,AL,1.0,1.0
foxne01,1960,2,ALS196007130,CHA,AL,1.0,
morrima01,2002,0,NLS200207090,SLN,NL,0.0,
clemero02,1990,0,NLS199007100,BOS,AL,0.0,
henrybi01,1960,2,ALS196007130,CIN,NL,1.0,
torrejo01,1966,0,NLS196607120,ATL,NL,1.0,2.0
newhoha01,1948,0,ALS194807130,DET,AL,1.0,
fieldpr01,2012,0,ALS201207100,DET,AL,1.0,3.0
hoffmtr01,2009,0,NLS200907140,MIL,NL,1.0,
culpra01,1969,0,ALS196907230,BOS,AL,1.0,
mcgeewi01,1983,0,ALS198307060,SLN,NL,1.0,
jenksbo01,2006,0,NLS200607110,CHA,AL,0.0,
parkeda01,1979,0,ALS197907170,PIT,NL,1.0,9.0
righeda01,1986,0,NLS198607150,NYA,AL,1.0,
plesada01,1988,0,NLS198807120,ML4,AL,1.0,
rodrial01,2010,0,ALS201007130,NYA,AL,0.0,
dickebi01,1938,0,NLS193807060,NYA,AL,1.0,2.0
powelbo01,1971,0,ALS197107130,BAL,AL,0.0,
yastrca01,1975,0,ALS197507150,BOS,AL,1.0,
sandbry01,1984,0,NLS198407100,CHN,NL,1.0,4.0
griffke02,1998,0,NLS199807070,SEA,AL,1.0,8.0
mizejo01,1947,0,NLS194707080,NY1,NL,1.0,3.0
garcino01,1999,0,ALS199907130,BOS,AL,1.0,6.0
arroylu01,1955,0,NLS195507120,SLN,NL,0.0,
vaughar01,1937,0,ALS193707070,PIT,NL,1.0,5.0
colavro01,1964,0,NLS196407070,KC1,AL,1.0,
whitebi03,1960,2,ALS196007130,SLN,NL,1.0,
murcebo01,1971,0,ALS197107130,NYA,AL,1.0,8.0
bluevi01,1975,0,ALS197507150,OAK,AL,1.0,1.0
langsma01,1993,0,ALS199307130,CAL,AL,1.0,1.0
mcdowsa01,1965,0,ALS196507130,CLE,AL,1.0,
cruzne02,2009,0,NLS200907140,TEX,AL,0.0,
baineha01,1987,0,ALS198707140,CHA,AL,1.0,
vosmijo01,1935,0,ALS193507080,CLE,AL,1.0,9.0
sandesc01,1991,0,ALS199107090,NYA,AL,0.0,
willite01,1942,0,NLS194207060,BOS,AL,1.0,7.0
dahlgba01,1943,0,ALS194307130,PHI,NL,1.0,
sosasa01,1998,0,NLS199807070,CHN,NL,0.0,
templjo01,1961,2,ALS196107310,CLE,AL,1.0,4.0
riceji01,1983,0,ALS198307060,BOS,AL,1.0,7.0
powervi01,1959,2,NLS195908030,CLE,AL,1.0,
applilu01,1936,0,NLS193607070,CHA,AL,1.0,6.0
waltebu01,1944,0,NLS194407110,CIN,NL,1.0,1.0
snidedu01,1963,0,ALS196307090,NYN,NL,1.0,
carewro01,1982,0,NLS198207130,CAL,AL,0.0,
renteed01,2004,0,NLS200407130,SLN,NL,1.0,6.0
larkeno01,1960,1,ALS196007110,LAN,NL,1.0,
mitchda01,1949,0,NLS194907120,CLE,AL,1.0,
wilheho01,1970,0,NLS197007140,ATL,NL,0.0,
guerrpe01,1989,0,ALS198907110,SLN,NL,1.0,10.0
powelbo01,1968,0,NLS196807090,BAL,AL,1.0,
masiph01,1945,0,,BSN,NL,0.0,
mechegi01,2007,0,NLS200707100,KCA,AL,0.0,
longda02,1956,0,ALS195607100,PIT,NL,1.0,3.0
biggicr01,1997,0,ALS199707080,HOU,NL,1.0,4.0
thornan01,1982,0,NLS198207130,CLE,AL,1.0,
blantcy01,1937,0,ALS193707070,PIT,NL,1.0,
kubekto01,1961,2,ALS196107310,NYA,AL,0.0,
lavagco01,1940,0,NLS194007090,BRO,NL,1.0,5.0
wakefdi01,1943,0,ALS194307130,DET,AL,1.0,7.0
mantlmi01,1954,0,ALS195407130,NYA,AL,1.0,8.0
wohlema01,1996,0,NLS199607090,ATL,NL,1.0,
goodedw01,1985,0,ALS198507160,NYN,NL,0.0,
borowha01,1944,0,NLS194407110,NYA,AL,1.0,1.0
martiru01,2008,0,ALS200807150,LAN,NL,1.0,
johnsho01,1991,0,ALS199107090,NYN,NL,1.0,
whitebi03,1963,0,ALS196307090,SLN,NL,1.0,3.0
riverma01,2005,0,ALS200507120,NYA,AL,1.0,
lollash01,1950,0,ALS195007110,SLA,AL,0.0,
reynoal01,1949,0,NLS194907120,NYA,AL,0.0,
larkiba01,1995,0,ALS199507110,CIN,NL,1.0,6.0
kreevmi01,1938,0,NLS193807060,CHA,AL,1.0,7.0
bibbyji01,1980,0,NLS198007080,PIT,NL,1.0,
maricju01,1969,0,ALS196907230,SFN,NL,0.0,
berkmla01,2001,0,ALS200107100,HOU,NL,1.0,
busbyst01,1974,0,NLS197407230,KCA,AL,0.0,
carltst01,1980,0,NLS198007080,PHI,NL,0.0,
dimagjo01,1949,0,NLS194907120,NYA,AL,1.0,8.0
sabatcc01,2003,0,ALS200307150,CLE,AL,0.0,
mcgrifr01,1996,0,NLS199607090,ATL,NL,1.0,3.0
marioma01,1949,0,NLS194907120,SLN,NL,0.0,
buehrma01,2009,0,NLS200907140,CHA,AL,1.0,
winfida01,1977,0,ALS197707190,SDN,NL,1.0,
brisslo01,1949,0,NLS194907120,PHA,AL,1.0,
coninje01,1994,0,NLS199407120,FLO,NL,0.0,
smoltjo01,2005,0,ALS200507120,ATL,NL,1.0,
garcino01,1997,0,ALS199707080,BOS,AL,1.0,
higuete01,1986,0,NLS198607150,ML4,AL,1.0,
rosenal01,1954,0,ALS195407130,CLE,AL,1.0,3.0
ennisde01,1951,0,ALS195107100,PHI,NL,1.0,9.0
finlech01,2000,0,NLS200007110,CLE,AL,0.0,
rodrial01,2002,0,NLS200207090,TEX,AL,1.0,6.0
lawve01,1960,2,ALS196007130,PIT,NL,1.0,1.0
clemero01,1962,1,ALS196207100,PIT,NL,1.0,9.0
knoblch01,1992,0,NLS199207140,MIN,AL,1.0,
ripkeca01,1995,0,ALS199507110,BAL,AL,1.0,6.0
callijo01,1965,0,ALS196507130,PHI,NL,0.0,
barrere01,1945,0,,SLN,NL,0.0,
dobyla01,1949,0,NLS194907120,CLE,AL,1.0,
burksel01,1990,0,NLS199007100,BOS,AL,0.0,
dunstsh01,1990,0,NLS199007100,CHN,NL,1.0,
mongesi01,1979,0,ALS197907170,CLE,AL,0.0,
ennisde01,1955,0,NLS195507120,PHI,NL,1.0,7.0
gibsobo01,1962,2,NLS196207300,SLN,NL,1.0,
hunteca01,1975,0,ALS197507150,NYA,AL,1.0,
kaskoed01,1961,1,NLS196107110,CIN,NL,0.0,
hollima01,2010,0,ALS201007130,SLN,NL,1.0,
smithoz01,1982,0,NLS198207130,SLN,NL,1.0,
shawje01,2001,0,ALS200107100,LAN,NL,1.0,
ziskri01,1978,0,NLS197807110,TEX,AL,1.0,9.0
altmage01,1961,1,NLS196107110,CHN,NL,1.0,
willite01,1946,0,ALS194607090,BOS,AL,1.0,7.0
halleto01,1966,0,NLS196607120,SFN,NL,0.0,
martipe02,1996,0,NLS199607090,MON,NL,1.0,
stalege01,1960,2,ALS196007130,CHA,AL,1.0,
stanked01,1948,0,ALS194807130,BSN,NL,0.0,
gagneer01,2002,0,NLS200207090,LAN,NL,1.0,
weaveje02,2011,0,NLS201107120,DET,AL,1.0,1.0
morrija02,1985,0,ALS198507160,DET,AL,1.0,1.0
smithre06,1977,0,ALS197707190,LAN,NL,1.0,
delgaca01,2003,0,ALS200307150,TOR,AL,1.0,3.0
sanguma01,1975,0,ALS197507150,PIT,NL,0.0,
wellsve01,2010,0,ALS201007130,TOR,AL,1.0,
lollash01,1959,1,NLS195907070,CHA,AL,1.0,
caseyse01,2004,0,NLS200407130,CIN,NL,0.0,
hunteto01,2009,0,NLS200907140,LAA,AL,0.0,
siebedi01,1943,0,ALS194307130,PHA,AL,1.0,3.0
alomasa02,1997,0,ALS199707080,CLE,AL,1.0,
monbobi01,1960,1,ALS196007110,BOS,AL,1.0,1.0
robined01,1953,0,NLS195307140,PHA,AL,1.0,
musiast01,1955,0,NLS195507120,SLN,NL,1.0,
aaronha01,1968,0,NLS196807090,ATL,NL,1.0,9.0
gwynnto01,1993,0,ALS199307130,SDN,NL,1.0,
crandde01,1960,1,ALS196007110,ML1,NL,1.0,2.0
haddiha01,1954,0,ALS195407130,SLN,NL,0.0,
howarfr01,1971,0,ALS197107130,WS2,AL,1.0,
stanhdo01,1979,0,ALS197907170,BAL,AL,0.0,
papeljo01,2007,0,NLS200707100,BOS,AL,1.0,
bluevi01,1977,0,ALS197707190,OAK,AL,0.0,
mantlmi01,1957,0,NLS195707090,NYA,AL,1.0,8.0
fernato01,1989,0,ALS198907110,TOR,AL,1.0,
schoere01,1954,0,ALS195407130,SLN,NL,1.0,
vaughar01,1938,0,NLS193807060,PIT,NL,0.0,
conceda01,1982,0,NLS198207130,CIN,NL,1.0,6.0
francju01,1989,0,ALS198907110,TEX,AL,1.0,4.0
goodmiv01,1938,0,NLS193807060,CIN,NL,1.0,9.0
mcmilro01,1957,0,NLS195707090,CIN,NL,1.0,6.0
yastrca01,1977,0,ALS197707190,BOS,AL,1.0,8.0
bickfve01,1949,0,NLS194907120,BSN,NL,1.0,
offerjo01,1995,0,ALS199507110,LAN,NL,1.0,
verlaju01,2007,0,NLS200707100,DET,AL,1.0,
mcnalda01,1970,0,NLS197007140,BAL,AL,0.0,
warnelo01,1941,0,ALS194107080,SLN,NL,0.0,
aloumo01,2004,0,NLS200407130,CHN,NL,1.0,
monbobi01,1963,0,ALS196307090,BOS,AL,0.0,
salech01,2012,0,ALS201207100,CHA,AL,1.0,
smithoz01,1991,0,ALS199107090,SLN,NL,1.0,6.0
martipe02,2000,0,NLS200007110,BOS,AL,0.0,
jonesdo01,1990,0,NLS199007100,CLE,AL,0.0,
brettge01,1982,0,NLS198207130,KCA,AL,1.0,5.0
strawda01,1984,0,NLS198407100,NYN,NL,1.0,9.0
bonilbo01,1991,0,ALS199107090,PIT,NL,1.0,10.0
willite01,1948,0,ALS194807130,BOS,AL,1.0,
tewksbo01,1992,0,NLS199207140,SLN,NL,1.0,
robinfr02,1971,0,ALS197107130,BAL,AL,1.0,9.0
dibblro01,1991,0,ALS199107090,CIN,NL,1.0,
kaskoed01,1961,2,ALS196107310,CIN,NL,1.0,
galaran01,1988,0,NLS198807120,MON,NL,1.0,
garvest01,1981,0,ALS198108090,LAN,NL,1.0,
moorete01,1939,0,ALS193907110,SLN,NL,1.0,
sizemgr01,2006,0,NLS200607110,CLE,AL,1.0,
aaronha01,1957,0,NLS195707090,ML1,NL,1.0,9.0
rodriel01,1969,0,ALS196907230,KCA,AL,0.0,
ceyro01,1978,0,NLS197807110,LAN,NL,1.0,
maricju01,1966,0,NLS196607120,SFN,NL,1.0,
harrato01,1982,0,NLS198207130,CLE,AL,0.0,
sainjo01,1947,0,NLS194707080,BSN,NL,1.0,
benchjo01,1977,0,ALS197707190,CIN,NL,1.0,2.0
