name,river,lake,sea,length,sourcelongitude,sourcelatitude,mountains,sourcealtitude,estuarylongitude,estuarylatitude
Акагера,,Озеро Виктория,,275.0,29.3,-2.5,Восточноафриканская рифтовая система,2700.0,33.0,-1.0
Рио Лерма,,Озеро Чапала,Тихоокеанский океан,965.0,-99.0,19.0,,,-105.6,21.5
Тхёрсва,,,Атлантический океан,230.0,-18.0,65.0,,,-20.8,63.9
Кокемайенджоки,,,Балтийское море,121.0,23.0,61.3,,,21.2,61.3
Новый,,,Балтийское море,74.0,31.53,60.82,,4.0,30.17,59.95
Масс,,,Северное море,925.0,5.63,47.97,,409.0,4.67,51.72
Таджикстан,,,Атлантический океан,1007.0,-1.7,40.32,Иберийские горы,1.58,-9.3,38.7
Ква,Заир,,,100.0,17.4,3.3,,,16.1967,-3.1765
Семлики,,Озеро Сезо-Секо/Альбертзе,,230.0,29.6,-0.35,Восточноафриканская рифтовая система,920.0,30.9,1.7
Рио-Маморе,Рио Мадейра,,,1931.0,-66.5,-18.0,Андес,,-65.4,-10.4
Друг,Белый Нил,,,740.0,,,,,31.65,9.63
Дуро,,,Атлантический океан,897.0,-3.0,42.0,Иберийские горы,2160.0,-8.66,41.15
Инн,Дунай,,,517.0,9.67,46.41,Альпы,2484.0,13.47,48.57
Кемиджоки,,,Балтийское море,550.0,28.9525,67.96,,230.0,24.45,65.77
Санга,Заир,,,530.0,15.0,6.0,,,17.0,-2.0
Марн,Его,,,514.0,5.35,47.8,,406.0,2.4,48.8
Пой.,,,Средиземное море,652.0,7.09,44.7,Альпы,2022.0,12.43,44.95
Кванго,Ква,,,1100.0,14.2,-11.5,,,17.4,3.3
Ганг,,,Гольф Бенгальский,2511.0,79.5,30.5,,,90.0,22.0
Улуйоки,,,Балтийское море,107.0,27.25,64.3,,123.0,25.2,65.3
Оранжевый,,,Атлантический океан,2160.0,28.5,-28.5,Дракенсберг,1800.0,16.4,-28.55
Бахр эль-Джебель/Альберт-Нил,Белый Нил,,,,30.9,1.7,Восточноафриканская рифтовая система,619.0,30.43,9.5
Тичино,Пой.,Лаго-Маджоре,,248.0,8.42,46.475,Альпы,2400.0,9.235,45.14
Жёкульса-а-Фьорлюм,,,Норвежское море,206.0,-16.5,64.8,,,-16.6,66.2
Амударья,,О Zero Араль,,1415.0,68.3,37.1,,310.0,59.0,44.0
Да,,,Море Азовское,1870.0,37.5,53.0,,,39.4,47.1
Фульда,Везер,,,221.0,9.9,50.5,Роэн,850.0,9.65,51.4
Рио-Гранде,,,Гольфстрем,3034.0,-107.5,38.0,,3900.0,-97.18,25.96
Тоболь,Об,,,1591.0,60.8,51.2,Ура́л,,68.25,58.2
Висла,,,Балтийское море,1047.0,19.01,49.61,Бескиды,1100.0,18.95,54.36
Рио-Негро,Амазонка,,,2253.0,-70.0,-2.0,Андес,,-60.0,-3.1
Тибер,,,Средиземное море,405.0,12.08,43.77,Апеннины,1348.0,12.23,41.74
Паациоки,,,Баренцево море,145.0,28.3,68.95,,119.0,30.05,60.75
Впереди,Везер,,,211.0,11.23,52.1,,130.0,9.18,52.94
Река Маккензи,,,Северный Ледовитый океан,1903.0,-113.9,61.7,,156.0,-135.02,69.2
Луара,,,Атлантический океан,1013.0,4.22,44.84,Цевенны,1408.0,-2.18,47.27
Далалев,,,Балтийское море,520.0,15.1,60.7,,,17.2,60.7
Ищим,Иртыш,,,2450.0,71.5,52.0,,,71.5,58.0
Мурренбиджи Ривер,Мюррей-Дэрлинг,Озеро Burley Гриффин,,1579.0,148.5,-37.0,Снежные горы,,143.22,-34.73
Ваал,Оранжевый,,,1251.0,30.0,-26.0,Дракенсберг,,24.0,-29.0
Джангtse,,,Восточное Китайское море,6380.0,91.2,33.5,,5405.0,121.5,32.0
Здравствуйте!,Замбеци,,,402.0,35.2,-14.2,Восточноафриканская рифтовая система,474.0,35.5,-18.0
Гвадиан,,,Атлантический океан,742.0,-3.0,42.0,Иберийские горы,608.0,-7.65,37.35
Чёрный Дрин,Дрин,,,133.0,20.7,41.0,,695.0,20.4,42.1
Река Коннектикут,,,Атлантический океан,655.0,-71.21,45.25,,,-72.33,41.27
Миссисипи,,,Гольфстрем,3778.0,-95.2,47.25,,512.0,-89.25,29.15
Эбро,,,Средиземное море,925.0,-4.37,43.0375,Кордильера-Кантабрику,1.6,0.5,40.8
Его,,,Канал,776.0,4.71,47.48,,470.0,0.1,49.42
Моравия,Дунай,,,185.0,21.4,43.7,,,21.1,44.6
Мур,Дро,,,453.0,13.35,47.13,Альпы,1898.0,16.88,46.3
Меконг,,,Южная Китайская затока,4350.0,94.0,32.5,,5200.0,107.0,9.0
Сенегал,,,Атлантический океан,1430.0,-12.0,11.5,,,-16.5,15.96
Пру́т,Дунай,,,953.0,24.55,48.16,Карпаты,,28.21,45.47
Об,,,Сибирское море,3650.0,85.0,52.43,,162.0,71.35,66.48
Шатт-эль-Араб,,,Персидский залив,193.0,47.44,31.0,,20.0,48.6,29.9
Лиммат,Ааре,,,36.3,8.64,47.23,,406.0,8.23631,47.5018
Линейка,Впереди,,,281.0,10.32,51.39,,340.0,9.59,52.72
Эцх,,,Средиземное море,415.0,10.5,46.7,Альпы,1525.0,7.09,44.8
Бани,Нигер,,,430.0,-6.56,12.6,,285.0,-4.2,14.52
Синие Нила,Нил,,,1783.0,37.3,12.0,Эфиопское плато,1830.0,32.5,15.6
Ангара,Джейнсьей,Оzero Байкал,,1779.0,113.0,56.5,,,92.5,58.2
Индус,,,Арабское море,3180.0,79.7,32.45,,5300.0,67.4,24.0
Изар,Дунай,,,295.0,11.4,47.37,Альпы,1.16,12.98,48.8
Руки,Заир,,,130.0,19.0,-0.3,,,18.0,0.0
Убанги,Заир,,,1120.0,22.5,4.0,,,17.7,-0.8
Шари,,Чадское озеро,,1400.0,21.0,8.0,,,14.0,13.2
Парана,,,Атлантический океан,3998.0,-46.5,-19.0,,,-58.2,-34.5
Атбаара,Нил,,,1120.0,37.3,12.8,Эфиопское плато,,33.97,17.68
Колумбийская река,,Фрэнклин Д. Рузвельт озеро,Тихоокеанский океан,1953.0,-115.85,50.2,,808.0,-124.06,46.24
Северная Двина,,,Баренцево море,740.0,60.9,46.3,,180.0,40.5333,64.55
Бусира,Руки,,,830.0,20.8,-0.2,,,19.0,-0.3
Волга,,Каспийское море,,3531.0,33.0,57.0,Waldайские холмы,,47.85,46.7333
Дунай,,,Чёрное море,2845.0,8.52,47.95,Чёрный лес,686.0,29.65,45.16
Лаген,Гломма,Мёса-Сеэ,,322.0,8.45,62.19,,611.0,11.45,61.1
Сучона,Северная Двина,,,558.0,59.0,39.0,,180.0,60.9,46.3
Нарв,,,Балтийское море,78.0,27.49,58.68,,30.0,28.04,59.46
Лимпопо,,,Индийский океан,1750.0,28.0,-26.0,,1800.0,34.0,-25.2
Река Детройт,,Озеро Эри,,200.0,-82.6,42.1,,176.0,-82.2,43.0
