city,province,country,island
Баликпапан,Индонезия,РИ,Бали
Траффорд,Больше Манчестер,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Фенгуань,Тайвань,КР,Тайвань
Тёрнхавн,Фарерские острова,ФАРХ,Стремой
Антсиробе,Антананариво,РМ,Мадагаскар
Хафнарфьордур,Исландия,Ось,Исландия
Халл,Хамберсид,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Салфорд,Больше Манчестер,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Сингапур,Сингапур,СГП,Сингапур
Честер,Чешир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Портсмут,Гэмпшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Челтенэм,Глостершир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Джеймстаун,Сан-Хелена,ХЭЛКС,Сан-Хелена
Токио,Токио,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Хокону
Оцу,Шига,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Хокону
Уиган,Больше Манчестер,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Антананариво,Антананариво,РМ,Мадагаскар
Бридженд,Бридженд,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Эдинбург,Лотиан,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Агана,Гуам,ГАМ,Гуам
Кингстон,Ямайка,Да,Ямайка
Тундж Балай,Индонезия,РИ,Суматра
Блитар,Индонезия,РИ,Джава
Уэсткэмптон,Букингемшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Кальяри,Сардиния,я,Сардиния
Плимут,Монсеррат,МНТ,Монсеррат
Такаматсу,Кагава,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Шикоку
Гленросес,Файф,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Довер,Кент,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Плимут,Дэвон,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Лёвес,Восточный Сассекс,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Вокингем,Беркшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Южный Портленд-он-Си,Эссекс,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Сеаманг,Индонезия,РИ,Джава
Стратфорд-он-Эйвон,Ворикшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Кофу,Яманаси,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Хокону
Сибу,Саравак,МАЛ,Бали
Виллемстад,Нидерландские Антильские острова,Да,Кюрасао
Дублин,Ирландия,В реальной жизни,Ирландия
Приют летучих рыбок,Остров Рождества,РАЗДЕЛ ЕЖЕГО ДНЯ,Остров Рождества
Переключение,Индонезия,РИ,Джава
Хсинчу,Тайвань,КР,Тайвань
Честерфилд,Дербишир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Лансестер,Ланкашир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Ямагата,Ямагата,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Хокону
Чиба,Чиба,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Хокону
Гейтсхед,Тайн и Уэр,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Пасай,Филиппины,RP,Лузон
Виктория (Делас-Тунас),Лас-Тунас,C,Куба
Бинджай,Индонезия,РИ,Суматра
Сент-Питер-Порт,Гернси,GBG,Гернси
Эксетер,Дэвон,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Понтианак,Индонезия,РИ,Бали
Порт-Вила,Вануат,ВУ,Эфате
Святой Иоанн,Ньюфаундленд,КДН,Ньюфаундленд
Веллингтон,Новая Зеландия,НЗ,Тэ Ика-а-Мауи (Северный остров)
Престон,Ланкашир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Ротерем,Южный Йоркшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Тайвань,Тайвань,КР,Тайвань
Айлзбери,Букингемшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Колчестер,Эссекс,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Абердин,Грампианский,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Уоррингтон,Чешир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Святой Иоанн,Антигуа и Барбуда,АГ,Антигуа
Ливерпуль,Мерсисайд,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Оранджестад,Аруба,АРУ,Аруба
Паго-Паго,Американская Самоа,АМСА,Тутуила
Норталлертон,Северный Йоркшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Коломбо,Шри-Ланка,КЛ,Шри-Ланка
Кантербери,Кент,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Каваратти,Лакшадвип,Индия,Каваратти
Форт-де-Франс,Мартиника,МАРТ,Мартиника
Майдстон,Кент,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Мата-Ут,Уоллис и Футуна,Вафу-вафу,Увея
Макати,Филиппины,RP,Лузон
Брэдфорд,Западный Йоркшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Лервик,Шетланд,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Сетландский материк
Нук,Гренландия,ГРОНОШ,Гренландия
Цебу,Филиппины,RP,Цебу
Морони,Коморы,com,Гран-Коморо
Сэнт Хелиер,Джерси,Okay.,Джерси
Понта-дель-Гада,Азоры,П,Сао-Мигел
Дёртон,Дёрсет,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Кингстон-апон-Холл,Хамберсид,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Санто-Доминго,Доминиканская Республика,Дом,Испания
Сассари,Сардиния,я,Сардиния
Манила,Филиппины,RP,Лузон
Ла-Лагуна,Канарские острова,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Тенерифа
Кучинг,Саравак,МАЛ,Бали
Таматаве,Томасин,РМ,Мадагаскар
Хеверфордвест,Пемброкшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Ригейт,Сури,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Никосия,Кипр,СИ,Кипр
Шале,Кент,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Кирклс,Западный Йоркшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Сан-Хуан,Пуэрто-Рико,ПР,Пуэрто-Рико
Мерфи́д-Таф,Мерфи́д-Таф,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Гуантанамо,Гуантанамо,C,Куба
Восточный Ли,Гэмпшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Блэкпул,Ланкашир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Батам,Индонезия,РИ,Батам
Аваруа,Острова Кука,Кук,Раротонга
Маджунга,Махаджангна,РМ,Мадагаскар
Порт-о-Спен,Тринидад и Тобаго,ТТ,Тринидад
Скарборо,Северный Йоркшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Страгод-Фуур,Кэрфилли,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Акурейри,Исландия,Ось,Исландия
Киото,Киото,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Хокону
Вирал,Мерсисайд,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Тамворт,Больше Манчестер,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Сандуэлл,Западный Мидлендс,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Харрогейт,Северный Йоркшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Дурхэм,Дурхэм,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Понтипуλλ,Торфеен,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Кру,Чешир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Уэйкфилд,Западный Йоркшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Палермо,Сицилия,я,Сицилия
Хорсэм,Западный Сассекс,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Манама,Бахрейн,БРН,Бахрейн
Хониара,Соломоновы Острова,SLB,Гвадалахара
Амбон,Индонезия,РИ,Амбон
Порт-Бlair,Андаманские и Ницобарские острова,Индия,Южный Андаманский остров
Манзана́лло,Гранма,C,Куба
Уорик,Херфорд и Вустер,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Стоффорд,Шерстоншир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Ноттингем,Ноттингемшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Солихилл,Западный Мидлендс,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Лестер,Лейкэстристер,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Замбоанга,Филиппины,RP,Минданао
Пекалонг,Индонезия,РИ,Джава
Валетта,Мальта,М,Мальта
Малабо,Экваториальная Гвинея,Гв.,Биоко
Данди,Тайсайд,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Чичестер,Западный Сассекс,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Гольчин,Гольчин,C,Куба
Порт-о-Пренс,Гаити,РЭ,Испания
Кумбран,Монмутшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Маджуро,Маршальные Острова,МХ,Маджуро
Толияра,Толияра,РМ,Мадагаскар
Сэндай,МИЯги,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Хокону
Рочестер на Медуэй,Кент,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Вакаяма,Вакаяма,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Хокону
Мессина,Сицилия,я,Сицилия
Чунли,Тайвань,КР,Тайвань
Бенкуру,Индонезия,РИ,Суматра
Хакода,Хоккайдо,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Хоккайдо
Проболингго,Индонезия,РИ,Джава
Порт-Морсби,Папуа-Новая Гвинея,ПНГ,Новая Гвинея
Сан-Хуан-де-Куба,Сан-Хуан-де-Куба,C,Куба
Кагосима,Кагосима,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Кюсю
Кесон,Филиппины,RP,Лузон
Кедири,Индонезия,РИ,Джава
Сент-Пьер,Святой-Пьер и Микильон,Спми,Сент-Пьер
Западный остров,Острова Кокоса,Коко,Пулуг-Панджалан
Кноулзли,Мерсисайд,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Кингс-Линн,Норфолк,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Бейамо,Гранма,C,Куба
Сан-Томе и Принсипи,Сан-Томе и Принсипи,Стоп,Сан-Томе и Принсипи
Семёновы,Кент,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Бourneмут,Дёрсет,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Кoven-три,Западный Мидлендс,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Тайвань,Тайвань,КР,Тайвань
Юнго,Тайвань,КР,Тайвань
Тайбэй,Тайвань,КР,Тайвань
Рхимни-Вэлли,Долина Гламорган,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Бирмингем,Западный Мидлендс,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
Ньюкасл-апон-Тайн,Тайн и Уэр,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Великая Британия
