name,islands,area,height,type,longitude,latitude
Оаху,Гавайские острова,1557.0,1225.0,,-158.0,21.5
Керкира,Ионические острова,593.0,906.0,,19.8,39.6
Хоккайдо,Япония,83456.0,2290.0,вулканический,143.0,43.3
Остров Санта-Каталина,Калифорнийские острова Канал,194.0,648.0,,-118.2,33.2
Встреча,,2510.0,3069.0,вулканический,55.5,-20.9
Форментера,Балерины,83.0,192.0,,1.5,38.0
Большой Бермудский остров,Бербудские острова,53.3,79.0,Корал,-64.47,32.17
Хиос,Спорады,843.0,1297.0,,26.2,38.4
Невис,Малые Антильские острова,93.0,985.0,вулканический,-62.3,17.0
Сент-Люсия,Малые Антильские острова,616.0,950.0,вулканический,-60.5,14.0
Шереметевог,Западные Фризские острова,40.0,,,6.2,53.5
Джава,Острова Сундалندс,126650.0,3676.0,,111.25,-7.5
Лангеланд,,284.0,,,10.5,55.0
Сент-Китс,Малые Антильские острова,164.0,1156.0,вулканический,-62.75,17.3
Сокотра,,3579.0,1525.0,,53.9,12.5
Панай,Филиппины,12297.0,2117.0,,122.5,11.15
Оландия,,1344.0,,,17.0,57.0
Гомера,Канареи,369.0,1487.0,вулканический,-17.3,28.1
Мадагаскар,,587041.0,2876.0,,46.0,-20.0
Линоса,,5.0,195.0,вулканический,13.85,35.85
Увея,Острова Уоллиса,90.0,,,-176.2,-13.16
Микелон-Лангладе,,205.0,240.0,,-56.3,47.1
Остров Саутгемптон,Канадские арктические острова,41214.0,625.0,,-84.5,64.5
Остров Ометепе,,270.0,1700.0,,-85.6,11.5
Тобаго,Малые Антильские острова,301.0,576.0,,-60.7,11.25
Марта-Винярдс-Айленд,,232.0,,,-70.6,41.4
Восточная Фолкленд,Фолклендские острова,6605.0,705.0,,-58.8,-51.8
Ломбок,Острова Сундалندс,4725.0,3726.0,вулканический,116.5,-8.4
Маниторин,,2766.0,,,-82.2,45.75
Панора,Липари,3.4,421.0,вулканический,15.05,38.65
Фого,Кап-Верде,476.0,2829.0,вулканический,-24.4,17.95
Барбадос,Малые Антильские острова,430.0,336.0,лимон,-59.3,13.0
Сан-Хелена,,122.0,,вулканический,-5.44,-15.56
Остров Принца Эдуарда,,5660.0,142.0,,-63.4,46.3
Самосир,,852.0,,вулканический,98.85,2.6
Харков,,20.5,,,50.2,29.1
Файаль,Азоры,172.0,1043.0,вулканический,-28.7,38.6
Кауай,Гавайские острова,1433.0,1598.0,,-159.5,22.0
Сансибар,,1658.0,135.0,,39.3,-6.1
Корор,Кэролины,8.0,100.0,вулканический,134.5,7.3
Новая Гвинея,,786000.0,4884.0,,142.0,-5.0
Аланда,Аландские острова,650.0,,,20.0,60.1
Тутуила,Острова Самоа,135.0,,вулканический,-170.42,-14.16
Западная Фолклендская остров,Фолклендские острова,4532.0,700.0,,-60.1,-51.8
Пеба,,984.0,,,39.7,-5.2
Тэ Ика-а-Мауи (Северный остров),Новая Зеландия,114597.0,2797.0,,175.7,-38.4
Сегодня,Оркнейские острова,143.0,,,-3.2,59.1
Гозо,Мальта,67.0,176.0,,14.3,36.05
Хельголанд,,1.7,61.3,,7.9,54.2
Боркум,Ostфрисландские острова,31.0,6.0,,6.7,53.6
Курсы,,8680.0,2706.0,,8.4,41.4
Шикоку,Япония,18000.0,1965.0,вулканический,134.0,34.0
Закинфос,Ионические острова,406.0,756.0,,20.75,37.8
Льюис и Харрис,Внешние Гебридские острова,2170.0,,,-6.8,57.9
Остров Пасхи,,163.0,,вулканический,-109.35,-27.1
Остров Кангару,,4405.0,307.0,,137.3,-35.8
Церам,Молуккские острова,17100.0,3027.0,,128.0,-2.0
Ниуэ,,260.0,67.0,Корал,-169.55,-19.01
Бэнкс-Ориент,Канадские арктические острова,70028.0,,,-122.1,72.85
Кефалиния,Ионические острова,689.0,1628.0,,20.6,38.2
Менорка,Балерины,760.0,358.0,,4.0,40.0
Вити Леву,Фиджи,10429.0,,вулканический,178.0,-17.8
Каваратти,Лаккадивы,6.0,2.0,,72.6,10.6
Сан-Томе и Принсипи,,859.0,2024.0,вулканический,6.6,0.2
Самос,Спорады,478.0,1434.0,,26.8,37.7
Ланзароте,Канареи,846.0,671.0,вулканический,-13.6,29.0
Суллавеси,Острова Сундалندс,189216.0,3455.0,вулканический,120.3,-2.1
Стремой,Фарерские острова,373.0,789.0,,-7.0,62.0
Нижняя Земля,Малые Антильские острова,848.0,1467.0,вулканический,-61.8,16.15
Аруба,Малые Антильские острова,193.0,188.0,,-70.02,12.31
Северный Уист,Внешние Гебридские острова,303.0,,,-7.1,57.4
Сакая,Острова Самоа,1707.0,1858.0,вулканический,-172.4,-13.6
Гран-Канария,Канареи,1560.0,1949.0,вулканический,-15.6,28.0
Борнхольм,,588.0,162.0,,14.9,55.1
Цебу,Филиппины,5088.0,1000.0,,123.8,10.4
Уполу,Острова Самоа,1125.0,1158.0,вулканический,-171.75,-13.9
Ньюфаундленд,,108860.0,814.0,,-55.8,48.6
Родос,Спорады,1401.0,1215.0,,28.0,36.2
Молокаи,Гавайские острова,676.0,1512.0,,-157.0,21.1
Окинава,Япония,2255.0,,вулканический,128.0,26.0
Бангка,Острова Сундалندс,11942.0,700.0,,106.0,2.25
Нигрос,Филиппины,13328.0,2435.0,,123.0,10.0
Ланаи,Гавайские острова,364.0,1027.0,,-157.0,20.5
Липари,Липари,37.5,602.0,вулканический,14.95,38.5
Монсеррат,Малые Антильские острова,102.0,1050.0,вулканический,-62.13,16.42
Аемланд,Западные Фризские острова,57.6,,,5.75,53.5
Бохоль,Филиппины,4117.0,,,124.2,9.9
Остров Санта-Крус,Калифорнийские острова Канал,245.0,747.0,,-119.7,34.0
Сент-Мартин,Малые Антильские острова,87.0,411.0,,-63.1,18.1
Третья,Азоры,400.0,1022.0,вулканический,-27.2,38.7
Ибица,Балерины,572.0,476.0,,1.5,38.5
Руген,,926.0,161.0,,13.4,54.5
Раротонга,Острова Кука,67.0,653.0,вулканический,-159.46,-21.12
Иерро,Канареи,268.0,1500.0,вулканический,-18.0,27.7
Сингапур,,632.6,176.0,,103.833,1.3
Саипан,Мареские острова,115.0,474.0,вулканический,145.75,15.2
Бали,Острова Сундалندс,5561.0,3142.0,вулканический,115.1,-8.4
Фонофале,Эллисские острова,2.8,,атолл,179.1,-8.5
Вануа-Леву,Фиджи,5500.0,,вулканический,179.25,-16.35
Тахити,Острова Полинезии,1045.0,2241.0,вулканический,-149.34,-17.32
Порту-Санту,Мадейра,42.0,517.0,вулканический,-16.35,33.0
Уэстрай,Оркнейские острова,47.0,,,-3.0,59.4
Лолленд,,1241.0,,,11.5,54.4
Испания,Большие Антильские острова,76192.0,3098.0,,-70.7,19.0
Фалстер,,514.0,,,12.0,54.8
Остров Мельвиль,,5800.0,,,131.0,-12.0
Арран,Внутренние Гебриды,430.0,874.0,,-5.5,55.3
Крета,,8331.0,2456.0,,25.0,37.0
Гранд-Терр,Малые Антильские острова,589.0,,вулканический,-61.4,16.3
Питкерн,Острова Питкэрн,4.5,347.0,вулканический,-130.05,-25.04
Маврикий,,1860.0,828.0,вулканический,57.0,-20.0
Тенерифа,Канареи,2034.0,3718.0,вулканический,-16.6,28.3
Фуэртевентура,Канареи,1660.0,807.0,вулканический,-14.0,28.4
Лесбос,Спорады,1636.0,968.0,,26.3,39.2
Махэ,Сейшельские Острова,154.0,905.0,,55.5,-4.65
Филичуди,Липари,9.5,774.0,вулканический,14.55,38.6
Сахалин,,76400.0,1609.0,вулканический,143.0,50.0
Олхон,,730.0,1276.0,,107.4,53.15
Барбуда,Малые Антильские острова,161.0,,,-61.4,17.3
Пико,Азоры,442.0,2351.0,вулканический,-28.4,38.5
Скай,Внутренние Гебриды,1385.0,993.0,,-6.3,57.3
Куба,Большие Антильские острова,105806.0,1974.0,,-79.0,22.0
Кюрасао,Малые Антильские острова,444.0,,,-69.0,12.2
Южный Андаманский остров,Андаманские и Никобарские острова,1210.0,366.0,,92.5,11.4
Хайнань,,34380.0,1897.0,,109.6,19.1
Сумбава,Острова Сундалندс,15448.0,2850.0,,116.1,-8.8
Принцип,,142.0,927.0,вулканический,7.4,1.6
Ниихау,Гавайские острова,178.0,381.0,,-160.1,21.9
Авст-Вагои,Лофотены,526.0,1146.0,,14.6,68.3
Усedom,,445.0,,,14.1,53.9
