country,name,percentage
TM,"Хорошо, я готова к переводу с английского на русский язык. Пожалуйста, предоставьте текст для перевода.",12.0
ПК,Балочи,3.0
НМИС,Филиппинские языки,24.4
РГ,"Я здесь, чтобы помочь с переводом. Какой текст вы хотите перевести?",100.0
АМСА,Самоан,90.6
Макс,Португальский,4.0
ГУАД,"Я здесь, чтобы помочь с переводом. Какой текст вы хотите перевести?",99.0
Вафу-вафу,Валисий,58.9
В,Нидерландский,56.0
Мк,Албанский,21.0
БВИР,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
МНЕ,Албанский,5.3
СМР,Итальянский,100.0
Ярко,курдский,9.0
РЧ,¡Seguro! Estoy lista para traducir del inglés al ruso. Proporcionarme el texto que deseas traducir.,100.0
Кайм,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",95.0
Ярко,Лури,2.0
"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Я не говорю по-немецки. Я могу помочь с переводом с английского на русский язык.,100.0
А,Я не говорю по-немецки. Я могу помочь с переводом с английского на русский язык.,100.0
НМИС,Чаморро,22.4
Ярко,Turkish,1.0
НМИС,Другие тихоокеанских языковых языковых групп,9.5
Вафу-вафу,"Я здесь, чтобы помочь с переводом. Какой текст вы хотите перевести?",10.8
НМИС,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",10.8
ПК,Панджаби,48.0
МНТ,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
Афг,Афгани-персидский,50.0
"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вам нужно перевести?",Болгарски,100.0
ФАЛК,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
TM,Узбек,9.0
ПК,урду,8.0
GCA,¡Seguro! Estoy lista para traducir del inglés al ruso. Proporcionarme el texto que deseas traducir.,60.0
"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Каталанский,17.0
ПА,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",14.0
УЗБ,Узбек,74.3
НМИС,Китайские языки,23.4
SF,Шведский,6.3
Афг,Турецкие,11.0
SRB,Сербский,88.3
Индия,Хинди,30.0
Мк,Македонски,70.0
ГЕ,азербайджанский,6.0
ПК,Хинди,2.0
МНЕ,Сербский,63.6
Да,Нидерландский,7.3
ХЭЛКС,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
БИХ,сербский/хорватский,99.0
スロ,Хорватский,7.0
ПИТЦ,Питкерн,100.0
Да,Папаменто,65.4
Ярко,Балочи,1.0
МНЕ,Монтегрине,22.0
Дом,¡Seguro! Estoy lista para traducir del inglés al ruso. Proporcionarme el texto que deseas traducir.,100.0
НЛ,Нидерландский,100.0
ФПΌЛ,Полинезийский,31.4
Да,¡Seguro! Estoy lista para traducir del inglés al ruso. Proporcionarme el texto que deseas traducir.,6.1
Ярко,Арабский,1.0
"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Basque,2.0
ПК,Синди,12.0
ГАМ,Чаморро,22.2
АМСА,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",2.9
"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.","Я здесь, чтобы помочь с переводом. Какой текст вы хотите перевести?",100.0
Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,Шведский,100.0
Ч,Ромунская,1.0
SRB,Боснийский,1.8
ПК,Сираики,10.0
"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Японский,100.0
Н,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
ГЕ,армянский,7.0
Афг,Пашту,35.0
Мк,Turkish,3.0
Тука,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
АЗ,азербайджанский,89.0
Австралия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
ГЕ,"Хорошо, я готова к переводу с английского на русский язык. Пожалуйста, предоставьте текст для перевода.",9.0
Стоп,Португальский,100.0
УЗБ,Таджик,4.4
ПЛ,Польша,100.0
АГ,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
Нет,Корейский,100.0
Вафу-вафу,Футуниан,30.1
МЯ,Бирманский,100.0
Ось,"Извините, но я не понимаю ваш запрос. Могу ли я помочь вам с чем-то еще?",100.0
ГЕ,Грузинский,71.0
РЭ,"Я здесь, чтобы помочь с переводом. Какой текст вы хотите перевести?",10.0
АМСА,Тонганский язык,2.4
Ч,Итальянский,12.0
