city,province,country,river,lake,sea
Ульм,Баден-Вюртемберг,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Дунай,,
Барселона,Каталония,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",,,Средиземное море
Сан-Луи,Маражо,Б,,,Атлантический океан
Сантарем,Сантарем,П,Таджикстан,,
Корриентес,Корриентес,Р,Парана,,
Валпараисо,Чили,РЧ,,,Тихоокеанский океан
Портленд,Орегон,США,Колумбийская река,,
Малага,Андалусия,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",,,Средиземное море
Ингольштадт,Бавария,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Дунай,,
Патна,Бихар,Индия,Ганг,,
Аль-Кут,"Поясните, пожалуйста, что вы имеете в виду под ""wasit"". Это слово не является частью ни английского, ни русского языков и, вероятно, является ошибкой или неправильным словом. Если вы можете предоставить дополнительный контекст или разъяснения, я могу попробовать предоставить точный перевод.",Ирак,Тигр,,
Такаматсу,Кагава,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",,,Тихоокеанский океан
Пангнинг,Индонезия,РИ,,,Южная Китайская затока
Чонджин,Северная Корея,Нет,,,Каширское озеро
Токио,Токио,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",,,Тихоокеанский океан
Кливленд,Охио,США,,Озеро Эри,
Сетубал,Сетубал,П,,,Атлантический океан
Мюнхен,Бавария,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Изар,,
Либревиль,Габон,"Добро пожаловать в Cohere! Я ваш верный помощник, готовый помочь с любыми задачами на английском и русском языках. Как я могу вам помочь сегодня?",,,Атлантический океан
Гарфорд,Коннектикут,США,Река Коннектикут,,
Охотск,Магаданская область,Р,,,Оखотское море
Янькоу,Ляонинг,ТЖ,,,Жёлтое море
Инсбрук,Тироль,А,Инн,,
Гамбург,Гамбург,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Эльба,,
Эль-Укхур,Кена,ЭТ,Нил,,
Красный,Республика Тыва,Р,Джейнсьей,,
Шаффхаузен,Ш,Ч,Рейн,,
Брест,Бретань,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",,,Атлантический океан
Куско,Куско,ПЭ,Амазонка,,
Город-Хуэртес,Чихуахуа,Мексика,Рио-Гранде,,
Юэян,Хунань,ТЖ,Джангtse,,
Цинциннати,Охио,США,Ога-река,,
Вааса,Вааса,SF,,,Балтийское море
Саратов,Саратовская область,Р,Волга,,
Тронхем,Сёр Тронделаг,"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",,,Норвежское море
Ираклион,Критий,"Добро пожаловать в GR! Я готов помочь вам с переводом или ответить на любые вопросы, которые у вас могут возникнуть. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это как можно более точно и естественно звучащим по-русски.",,,Средиземное море
Вроцлав,Вроцлавские,ПЛ,Одер,,
Лагос,Нигерия,ВАН,,,Атлантический океан
Копенгаген,Дания,ДК,,,Балтийское море
Комсомольск-на-Амуре,Хабаровский край,Р,Амура,,
Мьиктына,Кацин,МЯ,Иравади,,
Дубай,Дубай,ОАЭ,,,Персидский залив
Нассау,Багамские Острова,bs,,,Атлантический океан
Флорианопольс,Сан-Катарина,Б,,,Атлантический океан
Рязань,Рязанская область,Р,Ока,,
Вила-Велха,Дух Святой,Б,,,Атлантический океан
Рязань,Рязанская область,Р,Ока,,
Комодор Ривадавия,Чубут,Р,,,Атлантический океан
Окайама,Окайама,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",,,Тихоокеанский океан
Картахена,Мурсия,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",,,Средиземное море
Довер,Кент,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",,,Канал
Гаруа,Север,КАМ,Бене,,
Чесапик,Вирджиния,США,,,Атлантический океан
Щецин,Щецинские,ПЛ,Одер,,
Пунтаренас,Пунтаренас,КР,,,Тихоокеанский океан
Альбани,Западная Австралия,Австралия,,,Индийский океан
Любек,Шлезвиг-Гольштейн,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",,,Балтийское море
Банда-Ачех,Индонезия,РИ,,,Индийский океан
Дуррес,Албания,АЛ,,,Средиземное море
Маннхайм,Баден-Вюртемберг,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Некар,,
Парамарибо,Суринам,СМЕ,,,Атлантический океан
Дарвин,Северная территория,Австралия,,,Индийский океан
Нантонг,Джянсу,ТЖ,Джангtse,,
Мосс,Оестфолд,"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",,,Шкегеррак
Тарава,Кирибати,КИР,,,Тихоокеанский океан
Ульм,Баден-Вюртемберг,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Дунай,,
Лаппеенранта,Кими,SF,,Саимаа,
Крё,Северный Рейн-Вестфалия,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Рейн,,
Лондон,Большой Лондон,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Тест,,
Эсбьерг,Дания,ДК,,,Северное море
Багдад,Багдад,Ирак,Тигр,,
Чанчжоу,Джянсу,ТЖ,Джангtse,,
Рим,Лазио,я,Тибер,,
Бандунду,Бандунду,ЗРЕ,Ква,,
Тирина,Ливия,ЛАР,,,Средиземное море
Нукуалоа,Тонга,ТО,,,Тихоокеанский океан
Анжу,Северная Корея,Нет,,,Жёлтое море
Моگадишу,Сомали,Спасибо,,,Индийский океан
Вахтай,Шаньдун,ТЖ,,,Жёлтое море
Хакода,Хоккайдо,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",,,Каширское озеро
Луизвилл,Кентукки,США,Ога-река,,
Мурманск,Мурманская область,Р,,,Баренцево море
Красный,Республика Тыва,Р,Джейнсьей,,
Ресиф,Пернамбуку,Б,,,Атлантический океан
Микели,Микели,SF,,Саимаа,
Актау,Мангиштау,Казахстан,,Каспийское море,
Катания,Сицилия,я,,,Средиземное море
Ульсан,Южная Корея,РОК,,,Каширское озеро
Мамутзу,Майотта,майо,,,Индийский океан
Любляна,Словения,スロ,Сохранять,,
Дрезден,Саксония,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Эльба,,
Монровия,Либерия,LB,,,Атлантический океан
Синьюジュ,Северная Корея,Нет,,,Жёлтое море
Хониара,Соломоновы Острова,SLB,,,Тихоокеанский океан
Бома,Бас Заир,ЗРЕ,Заир,,
Джуба,Аль-Истивайях,СУД,Бахр эль-Джебель/Альберт-Нил,,
Батам,Индонезия,РИ,,,Южная Китайская затока
Орск,Оренбургская область,Р,Ура́л,,
Ан-Нагхиф,Ан-Нагхиф,Ирак,Евфрат,,
Чылылорда,Чылылорда,Казахстан,Сирдаржа,,
Паликир,Микронезия,ФSM,,,Тихоокеанский океан
Хафнарфьордур,Исландия,Ось,,,Атлантический океан
Бисмарк,Северная Дакота,США,Миссури,Оа-Хе,
Рейноса,Тамаулипас,Мексика,Рио-Гранде,,
Патна,Бихар,Индия,Ганг,,
Эль-Пасо,Техас,США,Рио-Гранде,,
Симбирск,Ульяновская область,Р,Волга,,
Бахия-Бланка,Буенос-Айрес,Р,,,Атлантический океан
Формо́са,Формо́са,Р,Парагвай,,
Калуга,Каловская область,Р,Ока,,
Цинциннати,Охио,США,Ога-река,,
Санта-Крус-де-Тенерифе,Канарские острова,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",,,Атлантический океан
Чур,"Добро пожаловать в GR! Я готов помочь вам с переводом или ответить на любые вопросы, которые у вас могут возникнуть. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это как можно более точно и естественно звучащим по-русски.",Ч,Рейн,,
Мюнхен,Бавария,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Изар,,
Александрия,Ель-Искандария,ЭТ,,,Средиземное море
Джеймстаун,Сан-Хелена,ХЭЛКС,,,Атлантический океан
Шарлотта Таун,Остров Принца Эдуарда,КДН,,,Атлантический океан
Бульон-Биланкур,Иль-де-Франс,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",Его,,
Хоруг,Бадахшони Куни,ТАД,Пандш,,
Брисбен,Квинсленд,Австралия,,,Тихоокеанский океан
Пематанг Сиантар,Индонезия,РИ,Ашана,,
Бенкуру,Индонезия,РИ,,,Индийский океан
Бенгази,Ливия,ЛАР,,,Средиземное море
Санкт-Петербург,Флорида,США,,,Гольфстрем
Париж,Иль-де-Франс,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",Его,,
Казань,Республика Татарстан,Р,Волга,,
Кингстон,Остров Норфолк,НОРФ,,,Тихоокеанский океан
Фунафути,Тувалу,ТУВ,,,Тихоокеанский океан
Черкаси,Черкасская,UA,Днепр,,
Увира,Киву,ЗРЕ,,Озеро Танганкаго,
Лаати,Хайме,SF,,Пайяянне,
Тонглинг,Аnhui,ТЖ,Джангtse,,
Беллинцона,ТI,Ч,Тичино,,
Мужской,Мальдивы,МВ,,,Индийский океан
Токио,Токио,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",,,Тихоокеанский океан
Барракало,Страна Басков,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",,,Атлантический океан
Кардифф,Кардифф,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",,,Ирландское море
Лондон,Большой Лондон,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Тест,,
Брэтовизля,Словакия,СК,Март,,
Вадсо,Финнмарк,"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",,,Баренцево море
Алжир,Алжир,ДЗ,,,Средиземное море
Морони,Коморы,com,,,Индийский океан
Святой Георгий,Гренада,ВГ,,,Карибское море
Осло,Осло,"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",,,Шкегеррак
Анжу,Северная Корея,Нет,,,Жёлтое море
Иньчунь,Нингся Хуйчжоу,ТЖ,Хванго,,
Гайдерабад,Пакистан,ПК,Индус,,
Нижний Новгород,Нижгородская область,Р,Волга,,
Валладив,Кастилия и Леон,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Дуро,,
Мус,Мус,ТР,Мурат,,
Киев,Киевская,UA,Днепр,,
Святой Иоанн,Антигуа и Барбуда,АГ,,,Карибское море
Луян,Хенань,ТЖ,Хванго,,
Вила-Нова-де-Гайя,Порту,П,Дуро,,Атлантический океан
Ланьчжоу,Ганьсу,ТЖ,Хванго,,
Самара,Салах ад-Дин,Ирак,Тигр,,
Кавелла,Восточная Македония и Фракия,"Добро пожаловать в GR! Я готов помочь вам с переводом или ответить на любые вопросы, которые у вас могут возникнуть. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это как можно более точно и естественно звучащим по-русски.",,,Средиземное море
Акорн,Галисия,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",,,Атлантический океан
Тулон,"Провенс, Коста-д'Азур","Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",,,Средиземное море
Керкира,Ионийские острова,"Добро пожаловать в GR! Я готов помочь вам с переводом или ответить на любые вопросы, которые у вас могут возникнуть. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это как можно более точно и естественно звучащим по-русски.",,,Средиземное море
Флоренция,Тоскана,я,Арно,,
Ульсан,Южная Корея,РОК,,,Каширское озеро
Ченнаи,Тамилнад,Индия,,,Гольф Бенгальский
Тулуза,Среднепирамидские горы,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",Гаронна,,
Рейноса,Тамаулипас,Мексика,Рио-Гранде,,
Валпараисо,Чили,РЧ,,,Тихоокеанский океан
Пукаппа,Укаяли,ПЭ,Амазонка,,
Реггио-де-Калабрия,Калабрия,я,,,Средиземное море
Хуанши,Хубэй,ТЖ,Джангtse,,
Льеж,Льеж,В,Масс,,
Ираклион,Критий,"Добро пожаловать в GR! Я готов помочь вам с переводом или ответить на любые вопросы, которые у вас могут возникнуть. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это как можно более точно и естественно звучащим по-русски.",,,Средиземное море
Бриджпорт,Коннектикут,США,,,Атлантический океан
Комодор Ривадавия,Чубут,Р,,,Атлантический океан
Белград,Сербия,SRB,Дунай,,
Карачи,Пакистан,ПК,,,Арабское море
Торре-дель-Грейко,Кампания,я,,,Средиземное море
