country,name,percentage
"Я готов приступить к переводу. Пожалуйста, предоставьте текст для перевода.",Гурманче,1.2
МД,Еврейский,1.5
Ро,Рим,1.6
СВАХ,Норвежский,55.4
НИХ,Индийский,5.0
"Сегодня среда, 24 апреля 2024 года.",Европейцы,0.4
Q,Иранский,10.0
SRB,Хорват,1.1
Кайм,Смешанный,40.0
АМСА,Кавказский,2.0
ХЭЛКС,Китайский,25.0
Хонкс,Китайский,95.0
ВГ,Африканский,100.0
ПЛ,Я не говорю по-немецки. Я могу помочь с переводом с английского на русский язык.,1.3
Анг,Европейский,1.0
RB,Кгалагади,4.0
ЭФИР,Гурадж,2.0
СК,Рим,1.5
СМЕ,Креол,31.0
ФSM,Полинезийский,100.0
СН,Диола,9.0
ММ,Вольтаик,12.0
ПА,Западноиндийские острова,14.0
БИХ,Серб,40.0
ВЭА,Баганда,17.0
НАУ,П акификано-островитянин,26.0
КЛ,Ведда,1.0
"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",вэльский,1.9
Да,Китайский,3.0
Казахстан,Я не говорю по-немецки. Я могу помочь с переводом с английского на русский язык.,4.7
УЗБ,Каракалпак,2.1
НАУ,Китайский,8.0
"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Польша,0.4
UA,"Хорошо, я готова к переводу с английского на русский язык. Пожалуйста, предоставьте текст для перевода.",22.0
"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Гре́ческий,0.4
Ирак,Ассирийский,5.0
ГЕ,армянский,8.1
БИХ,Хорват,22.0
БЕН,Африканский,99.0
ТН,Европейский,1.0
RB,Бэтсваны,95.0
АВТ,Мбум,4.0
GCA,"Местизо - это термин, используемый для описания человека с смесью коренных американских и европейских признаков. Он происходит от испанского слова ""мesto"", что означает ""смешанный"" или ""пламенный"". Этот термин часто используется в Америке, особенно в странах Латинской Америки, для обозначения людей с mieszanym европейским и коренным американским происхождением.",56.0
ХКГ,Индийский,7.0
CZ,"Венгерско-русский перевод:

""Вы не верили в меня.""",0.2
МЯ,Шан,9.0
РЧ,Европейско-индийский,95.0
RP,Китайский,1.5
Ярко,Лур,2.0
"Я готов приступить к переводу. Пожалуйста, предоставьте текст для перевода.",Туареги,8.0
ВЭА,Басого,8.0
GBG,нормандский французский,100.0
"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Польша,7.7
ЦИ,Бете,18.0
