name,country,population,area,capital,capprov
Альзас,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",1624000,8280.0,Страсбург,Альзас
Ливия,ЛАР,5445436,,Тирина,Ливия
Панама,ПА,1168500,11887.0,Панам-Сити,Панама
Морогоро,Ешь,1222700,70799.0,Морогоро,Морогоро
Чирики,ПА,396800,8653.0,Давид,Чирики
Хэилянь,ТЖ,36720000,469000.0,Харбин,Хэилянь
Ла-Пампа,Р,259996,143440.0,Санта-Роза,Ла-Пампа
Республика Татарстан,Р,3760500,68000.0,Казань,Республика Татарстан
Бруней,БРУ,299939,,Бандар-Сери-Безаван,Бруней
Лакшадвип,Индия,51707,32.0,Каваратти,Лакшадвип
Вештрем,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",378300,4689.0,Вештрем,Вештрем
ОВ,Ч,31310,490.0,Сарен,ОВ
Сингида,Ешь,791800,49341.0,Сингида,Сингида
Тим,Ро,726000,8692.0,Тимошоара,Тим
Нингся Хуйчжоу,ТЖ,5040000,66400.0,Иньчунь,Нингся Хуйчжоу
"Гвахира, Ла-Гвадалупа",К,299995,20848.0,Рихоха,"Гвахира, Ла-Гвадалупа"
Западный Мидлендс,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",2619000,899.0,Бирмингем,Западный Мидлендс
Юнин,ПЭ,1132448,44409.0,Хуанкайо,Юнин
Доминика,Да здравствует Россия!,82926,,Роузо,Доминика
Шанси,ТЖ,30450000,156000.0,Тайюань,Шанси
Южный,Z,906900,85283.0,Ливингстон,Южный
Хадду Байхар,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",549700,6212.0,Дебрецен,Дебрецен
Монако,МТП,31719,,Монако,Монако
bs,Ч,195759,37.0,Басель,bs
Британская Колумбия,КДН,3724500,948596.0,Виктория,Британская Колумбия
Текирдаг,ТР,468842,6218.0,Текирдаг,Текирдаг
Южная Корея,РОК,45482291,,Сеул,Южная Корея
Саморгь,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",340000,6035.0,Капошвар,Саморгь
Северный Йоркшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",720900,8309.0,Норталлертон,Северный Йоркшир
Укаяли,ПЭ,364596,102410.0,Пукаппа,Укаяли
Эскишехир,ТР,641057,13652.0,Эскишехир,Эскишехир
Бекеши,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",404000,5632.0,Бекескаба,Бекеши
Дёрсет,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",662900,2654.0,Дёртон,Дёрсет
Рио-де-Жанейро,Б,13316455,43909.0,Рио-де-Жанейро,Рио-де-Жанейро
Раджастан,Индия,44005990,342239.0,Джайпур,Раджастан
Дэвон,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1040000,6711.0,Эксетер,Дэвон
Салах ад-Дин,Ирак,723500,26175.0,Самара,Салах ад-Дин
Рисаральда,К,652872,4140.0,Перейра,Рисаральда
Ирландия,В реальной жизни,3566833,,Дублин,Ирландия
Багамские Острова,bs,259367,,Нассау,Багамские Острова
Грампианский,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",532500,8752.0,Абердин,Грампианский
Боливия,Добл,7165257,,Ла-Пас,Боливия
Норрботтен,Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,264834,98913.0,Люлеа,Норрботтен
Зимбабве,В,11271314,,Хараре,Зимбабве
Вашингтон,США,5610362,176479.0,Олимпия,Вашингтон
Ворион Айяион,"Добро пожаловать в GR! Я готов помочь вам с переводом или ответить на любые вопросы, которые у вас могут возникнуть. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это как можно более точно и естественно звучащим по-русски.",189541,3836.0,Мытилини,Ворион Айяион
Арбил,Ирак,742538,14471.0,Арбил,Арбил
Бавария,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",11921944,70546.0,Мюнхен,Бавария
Константина,Ро,737000,7055.0,Константина,Константина
Шолнок,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",420900,5608.0,Шолнок,Шолнок
Берлин,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",3472009,889.0,Берлин,Берлин
Аль-Истивайях,СУД,1406181,197969.0,Джуба,Аль-Истивайях
Корнуолл,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",475200,3564.0,Труро,Корнуолл
Ламайеке,ПЭ,1009655,14231.0,Чиклао,Ламайеке
Похольск-Карела,SF,177000,,Джоенсю,Похольск-Карела
Экваториальная Гвинея,Гв.,431282,,Малабо,Экваториальная Гвинея
Внешние Гебридские острова,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",26370,3071.0,Стернвей,Внешние Гебридские острова
Эквадор,ЕВ,11466291,,Кито,Эквадор
Джихоморовский,CZ,2059000,15028.0,Брно,Джихоморовский
Республика Калмакия,Р,318500,76100.0,Элист,Республика Калмакия
Хмельниччина,UA,1520600,20600.0,Хмельнитский,Хмельниччина
Гумушане,ТР,169375,6575.0,Гумушане,Гумушане
Амурская область,Р,1037800,363700.0,Благовещенск,Амурская область
Коте/Литорал,КАМ,1354800,20239.0,Дуала,Коте/Литорал
Сина аш-Шамилиха,ЭТ,196000,27574.0,Эль-Ариш,Сина аш-Шамилиха
Авейру,П,656000,2808.0,Авейру,Авейру
Хайнут,В,1283252,3787.0,Монс,Хайнут
Намибе,Анг,115000,58137.0,Намибе,Намибе
Риу-Гранди-ду-Сул,Б,9623003,282062.0,Порту-Алегри,Риу-Гранди-ду-Сул
Лас-Тунас,C,478000,6589.0,Виктория (Делас-Тунас),Лас-Тунас
Кацин,МЯ,904800,89041.0,Мьиктына,Кацин
Западный Сассекс,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",713600,1989.0,Чичестер,Западный Сассекс
Аджман,ОАЭ,64000,64.0,,
Хедемарк,"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",186355,,Хамар,Хедемарк
Гуджарат,Индия,41309582,196024.0,Гандинагар,Гуджарат
Мериада,В,680503,11300.0,Мериада,Мериада
Аруша,Ешь,1351700,82306.0,Аруша,Аруша
Юкатан,Мексика,1556622,39340.0,Мериада,Юкатан
Чунхэй,ТЖ,4740000,720000.0,Хэйнин,Чунхэй
Пемброкшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",113600,1590.0,Хеверфордвест,Пемброкшир
Сагаинг,МЯ,3862200,94625.0,Сагаинг,Сагаинг
Аврин,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",1321000,26013.0,Клермон-Ферран,Аврин
Свобода,ПЭ,1366125,25569.0,Трюхильо,Свобода
Черкасская,UA,1530900,20900.0,Черкаси,Черкасская
Юта,США,2059148,219888.0,Солт-Лейк-Сити,Юта
Миссии,Р,788915,29801.0,Поса́ды,Миссии
Магвай,МЯ,3243200,44820.0,Магвай,Магвай
Восточный Сассекс,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",716500,1795.0,Лёвес,Восточный Сассекс
Абреццо,я,1263000,10794.0,Аккула,Абреццо
Эст,КАМ,517200,109011.0,Бертуа,Эст
Северные Марианские острова,НМИС,88662,,Саипан,Северные Марианские острова
Лорето,ПЭ,789235,368851.0,Икицос,Лорето
Малмохус,Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,786757,4938.0,Малмё,Малмохус
Мальта,М,375576,,Валетта,Мальта
Мейн,США,1242051,86156.0,Августа,Мейн
Центральный,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",273400,2700.0,Стерлинг,Центральный
Белорусе,ПЛ,911500,3704.0,Биеловско-Бяла,Белорусе
Слупские,ПЛ,419300,7453.0,Слупск,Слупские
Зигиншор,СН,394700,7339.0,Зигиншор,Зигиншор
Оркнейские острова,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",19590,992.0,Керкуолл,Оркнейские острова
Критий,"Добро пожаловать в GR! Я готов помочь вам с переводом или ответить на любые вопросы, которые у вас могут возникнуть. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это как можно более точно и естественно звучащим по-русски.",537183,8336.0,Ираклион,Критий
Арагон,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1183576,47720.0,Сарагоса,Арагон
Тринидад и Тобаго,ТТ,1272385,,Порт-о-Спен,Тринидад и Тобаго
Хузестан,Ярко,3175852,67282.0,Ахваз,Хузестан
Ниневия,Ирак,1507926,35899.0,Мосул,Ниневия
Ваупес,К,26178,65268.0,Мит,Ваупес
Яракуй,В,466152,7100.0,Сан-Филипе,Яракуй
Гвинея-Бисау,ГНБ,1151330,,Бисау,Гвинея-Бисау
Комаиагуа,ХКГ,267000,5196.0,Комаиагуа,Комаиагуа
Софала,МOC,1427500,68018.0,Бейра,Софала
Рещовские,ПЛ,734100,4397.0,Рождественский рынок,Рещовские
Кокчетау,Казахстан,657000,78200.0,Кокчетау,Кокчетау
Фридланд,НЛ,609579,3361.0,Лейден,Фридланд
Доброе утро! Как я могу вам помочь сегодня?,МАЛ,1736902,73620.0,Кота-Кинбалу,Доброе утро! Как я могу вам помочь сегодня?
Фиджи,Фиджи,782381,,Суву,Фиджи
Анкас,ПЭ,1024398,35825.0,Хуарац,Анкас
Кунене,Анг,232000,88342.0,Нгива,Кунене
Эль-Дакахлию,ЭТ,3828000,3471.0,Эль-Мансура,Эль-Дакахлию
Саффолк,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",661900,3797.0,Ипсвич,Саффолк
Лос-Сентос,ПА,82800,3806.0,Таблицы,Лос-Сентос
Искусственный интеллект,Ч,14750,172.0,Апенцель,Искусственный интеллект
Микронезия,ФSM,125377,,Паликир,Микронезия
Кентукки,США,3908124,104661.0,Франкфурт,Кентукки
Кальмар,Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,241883,11170.0,Кальмар,Кальмар
Федеральная территория Куала-Лумпур,МАЛ,1145075,243.0,Кuala-Лумпур,Федеральная территория Куала-Лумпур
Кочели,ТР,936163,3626.0,Измит,Кочели
Пани,Ешь,638000,32407.0,Дар-эс-Салам,Дар-эс-Салам
Куэнтана-Роо,Мексика,703536,50350.0,Четумал,Куэнтана-Роо
Айярвади,МЯ,4994100,35138.0,Патеин,Айярвади
Лимпопо,RSA,4128000,119606.0,Пиетербург,Лимпопо
Бускеруд,"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",219967,,Драммен,Бускеруд
Красноярский край,Р,3105900,2339700.0,Красноярск,Красноярский край
Сан-Диего,Р,2798422,133007.0,Сан-Диего,Сан-Диего
Саксон-Анхальт,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",2759213,20446.0,Магдебург,Саксон-Анхальт
Республика Саха (Якутия),Р,1022800,3103200.0,Якутск,Республика Саха (Якутия)
Сантарем,П,442700,6747.0,Сантарем,Сантарем
Ель-Каир,ЭТ,6452000,214.0,Каир,Ель-Каир
Тессалия,"Добро пожаловать в GR! Я готов помочь вам с переводом или ответить на любые вопросы, которые у вас могут возникнуть. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это как можно более точно и естественно звучащим по-русски.",731030,14037.0,Лариса,Тессалия
Чукотский ао,Р,90500,737700.0,Анадыр,Чукотский ао
Британские Виргинские острова,БВИР,24491,,Город Род-Таун,Британские Виргинские острова
Бенин,БЕН,5709529,,Порту-Ново,Бенин
Баха-Каліфорния,Мексика,2112140,70113.0,Мексикали,Баха-Каліфорния
Навой,УЗБ,715000,110800.0,Навой,Навой
