name,code,capital,province,area,population
Алжир,ДЗ,Алжир,Алжир,2381740.0,29183032
Кения,EAK,Найроби,Найроби,582650.0,28176686
Танзания,Ешь,Дар-эс-Салам,Дар-эс-Салам,945090.0,29058470
Уганда,ВЭА,Кампала,Уганда,236040.0,20158176
Эквадор,ЕВ,Кито,Эквадор,283560.0,11466291
Эритрея,ЭР,Асмэра,Эритрея,121320.0,3427883
Эль-Сальвадор,"Извините, я не понимаю ваш запрос. Можете ли вы повторить ваш запрос на английском языке?",Сан-Сальвадор,Эль-Сальвадор,21040.0,5828987
Египет,ЭТ,Каир,Ель-Каир,1001450.0,63575107
Эфиопия,ЭФИР,Аддис-Абеба,Эфиопия,1127130.0,57171662
Габон,"Добро пожаловать в Cohere! Я ваш верный помощник, готовый помочь с любыми задачами на английском и русском языках. Как я могу вам помочь сегодня?",Либревиль,Габон,267670.0,1172798
Гватемала,GCA,Гвадалахара,Гватемала,108890.0,11277614
Гана,Г,Аккра,Гана,238540.0,17698271
Гвинея-Бисау,ГНБ,Бисау,Гвинея-Бисау,36120.0,1151330
Израиль,Ял,Иерусалим,Центральный,20770.0,5421995
Ирландия,В реальной жизни,Дублин,Ирландия,70280.0,3566833
Бруней,БРУ,Бандар-Сери-Безаван,Бруней,5770.0,299939
Сектор Газа,Газа,,,360.0,813332
Гонконг,Хонкс,Гонконг,Гонконг,1092.0,7055071
Иордания,[Джор],Амман,Иордания,89213.0,4212152
Камбоджа,К,Пномпень,Камбоджа,181040.0,10861218
Киргизстан,КГЗ,Бишкек,Киргизстан,198500.0,4529648
Кувейт,КУТ,Кувейт,Кувейт,17820.0,1950047
Макао,Макс,Макао,Макао,16.0,496837
Малайзия,МАЛ,Кuala-Лумпур,Федеральная территория Куала-Лумпур,329750.0,19962893
Мьянма,МЯ,Рангун,Янгон,678500.0,45975625
Оман,ОМ,Мускат,Оман,212460.0,2186548
Пакистан,ПК,Исламабад,Пакистан,803940.0,129275660
Катар,Q,Доха,Катар,11000.0,547761
Индонезия,РИ,Джакарта,Индонезия,1919440.0,206611600
Ливан,RL,Бейрут,Ливан,10400.0,3776317
Саудовская Аравия,СА,Рияд,Саудовская Аравия,1960580.0,19409058
Таджикистан,ТАД,Душанбе,Душанбе (город),143100.0,5916373
Туркмения,TM,Ашгабат,Аха́л,488100.0,4149283
Барбадос,ГЛОНАС,Бриджтаун,Барбадос,430.0,257030
Лихтенштейн,ФЛ,Вадуз,Лихтенштейн,160.0,31122
Кипр,СИ,Никосия,Кипр,9251.0,744609
Белиз,Бз,Белмопан,Белиз,22960.0,219296
Новая Каледония,НЦА,Нумэа,Новая Каледония,19060.0,227436
Майотта,майо,Мамутзу,Майотта,374.0,223765
Сент-Люсия,ВЛ,Кастри,Сент-Люсия,620.0,157862
Остров Рождества,РАЗДЕЛ ЕЖЕГО ДНЯ,Приют летучих рыбок,Остров Рождества,135.0,1402
Уругвай,RUB,Монтовидео,Уругвай,176220.0,3238952
Португалия,П,Лиссабон,Лиссабон,92080.0,9865114
Центральная Африканская Республика,АВТ,Банги,Центральная Африканская Республика,622980.0,3274426
Мексика,Мексика,Мексико-Сити,Федеральный округ,1972550.0,95772462
Гернси,GBG,Сент-Питер-Порт,Гернси,194.0,62920
Аргентина,Р,Буенос-Айрес,Федеральный округ,2766890.0,34672997
Того,РТ,Лома,Того,56790.0,4570530
Гренландия,ГРОНОШ,Нук,Гренландия,2175600.0,58203
Перу,ПЭ,Пять,Пять,1285220.0,24523408
Нигерия,ВАН,Абуджа,Нигерия,923770.0,103912489
Мозамбик,МOC,Мапуту,Мапуту (город),801590.0,17877927
Заир,ЗРЕ,Киншаса,Киншаса,2345410.0,46498539
Соединенные Штаты Америки,США,Вашингтон,Дистрикт Колумбия,9372610.0,266476278
Ливия,ЛАР,Тирина,Ливия,1759540.0,5445436
Конго,КРБ,Браззавиль,Конго,342000.0,2527841
Маврикий,Мएस,Порт-Луи,Маврикий,2040.0,1140256
Гибралтар,ГБЗ,Гибралтар,Гибралтар,6.5,28765
Сенегал,СН,Дакаре,Дакаре,196190.0,9092749
Джерси,Okay.,Сэнт Хелиер,Джерси,117.0,87848
Папуа-Новая Гвинея,ПНГ,Порт-Морсби,Папуа-Новая Гвинея,461690.0,4394537
Экваториальная Гвинея,Гв.,Малабо,Экваториальная Гвинея,28050.0,431282
Фиджи,Фиджи,Суву,Фиджи,18270.0,782381
Остров Норфолк,НОРФ,Кингстон,Остров Норфолк,34.6,2209
Сан-Марино,СМР,Сан-Марино,Сан-Марино,60.0,24521
Ботсвана,RB,Габороне,Ботсвана,600370.0,1477630
Бердс-Майер,БЕРМ,Гамильтон,Бердс-Майер,53.3,67837
Нидерланды,НЛ,Амстердам,Северная Голландия,37330.0,15568034
Украина,UA,Киев,Киевская,603700.0,50864009
Гаити,РЭ,Порт-о-Пренс,Гаити,27750.0,6731539
Американская Самоа,АМСА,Паго-Паго,Американская Самоа,199.0,65628
Аруба,АРУ,Оранджестад,Аруба,193.0,103065
Мальдивы,МВ,Мужской,Мальдивы,300.0,270758
Каймановы острова,Кайм,Джорджтаун,Каймановы острова,262.0,49035
Британские Виргинские острова,БВИР,Город Род-Таун,Британские Виргинские острова,153.0,24491
Острова Кука,Кук,Аваруа,Острова Кука,240.0,11870
Замбия,Z,Лусака,Лусака,752610.0,9159072
Малави,МВ,Лилонгве,Малави,118480.0,9452844
Тонга,ТО,Нукуалоа,Тонга,748.0,106466
Мальта,М,Валетта,Мальта,320.0,375576
Словения,スロ,Любляна,Словения,20256.0,1951443
Либерия,LB,Монровия,Либерия,111370.0,2109789
Сент-Мартин,Смар,Мариго,Сент-Мартин,54.0,29820
Объединенные Арабские Эмираты,ОАЭ,Абудаби,Абудаби,75581.0,3057337
Финляндия,SF,Гельсинки,Уусимаа,337030.0,5105230
Острова Питкэрн,ПИТЦ,Адамстун,Острова Питкэрн,47.0,48
Микронезия,ФSM,Паликир,Микронезия,702.0,125377
Тунис,ТН,Тунис,Тунис,163610.0,9019687
Мадагаскар,РМ,Антананариво,Антананариво,587041.0,13670507
Гваделупа,ГУАД,Нижняя Земля,Гваделупа,1780.0,407768
