country1,country2,length
Ял,[Джор],238.0
Ирак,[Джор],181.0
Ирак,КУТ,242.0
БРУ,МАЛ,381.0
БД,МЯ,193.0
Индия,МЯ,1463.0
Лаос,МЯ,235.0
Афг,ПК,2430.0
СА,Да,1458.0
"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",ПЛ,91.0
КАМ,ВАН,1690.0
ЦИ,РГ,610.0
Z,ЗРЕ,1930.0
RB,В,813.0
ММ,"Я готов приступить к переводу. Пожалуйста, предоставьте текст для перевода.",821.0
К,В,2050.0
ХКГ,НИХ,922.0
ЭТ,СУД,1273.0
ЛС,RSA,909.0
КРБ,ЗРЕ,2410.0
МВ,Z,837.0
К,А,803.0
СА,ОАЭ,457.0
РИМ,САВ,1561.0
я,スロ,235.0
СУД,ЗРЕ,628.0
BA,LV,141.0
К,ЕВ,590.0
РГ,СН,330.0
"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",НЛ,577.0
ДЗ,"Я готов приступить к переводу. Пожалуйста, предоставьте текст для перевода.",956.0
Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,SF,586.0
БИХ,SRB,302.0
ВЭА,СУД,435.0
КОНС,МНЕ,79.0
ПЛ,Р,206.0
МOC,В,1231.0
КГЗ,ТАД,870.0
"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Ро,443.0
[Джор],СА,728.0
Б,СМЕ,597.0
АЗ,ТР,9.0
Ярко,ТР,499.0
ПЛ,СК,444.0
Ярко,ПК,909.0
АЛ,Мк,151.0
БИ,ЗРЕ,233.0
А,СК,91.0
"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",СК,515.0
ДЖИ,Спасибо,58.0
РИМ,СН,813.0
CZ,СК,215.0
