river,country,province
Луара,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",Пэйс-де-ла-Луар
Днестр,UA,Ивано-Франковск
Дунай,А,Вена
Тоболь,Р,Курская область
Парана,Р,Буенос-Айрес
Пибор,СУД,Аали и Нил
Изер,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",Рона-Альпы
Салзах,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Бавария
Тисс,SRB,Сербия
Сенегал,ММ,Мали
Миссисипи,США,Иллинойс
Джейнсьей,Р,Республика Хакасия
Евфрат,Ирак,Аль-Мутанна
Эльба,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Саксония
Саскачеван-река,КДН,Манитоба
Днепр,UA,Полтавская
