island,country,province
Хокону,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Чиба
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Границы
Тонгатапу,ТО,Тонга
Хайнань,ТЖ,Хайнань
могила,com,Коморы
Остров Ометепе,НИХ,Никарагуа
Большой Тёрк,Тука,Острова Турка и Каикас
Остров принца Уэльского,КДН,Северо-Западные территории
Гранд-Терр,ГУАД,Гваделупа
Каваратти,Индия,Лакшадвип
Бенбекула,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Внешние Гебридские острова
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Северо-Восточный округ
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Монмутшир
Уэстрай,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Оркнейские острова
Сент-Пьер,Спми,Святой-Пьер и Микильон
Новая Гвинея,ПНГ,Папуа-Новая Гвинея
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Букингемшир
Остров Вайт,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Остров Вайт
Кипр,СИ,Кипр
Курсы,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",Курсы
Спейкерог,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Нижняя Саксония
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Большой Лондон
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Бридженд
Саипан,НМИС,Северные Марианские острова
Флоре́с,П,Азоры
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Нэсэth и Порт-Талбот
Хокону,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Вакаяма
Мадагаскар,РМ,Анциранана
Куба,C,Ци́го де Авила
Футуна,Вафу-вафу,Уоллис и Футуна
Хокону,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Хёго
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Лейкэстристер
Керкира,"Добро пожаловать в GR! Я готов помочь вам с переводом или ответить на любые вопросы, которые у вас могут возникнуть. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это как можно более точно и естественно звучащим по-русски.",Ионийские острова
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Камбриджшир
Кюсю,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Кагосима
Мадагаскар,РМ,Махаджангна
Принцип,Стоп,Сан-Томе и Принсипи
Тахити,ФПΌЛ,Французская Полинезия
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Эссекс
Остров Мэн,GM,Мужчина
Испания,Дом,Доминиканская Республика
С-Жорже,П,Азоры
Пуэрто-Рико,ПР,Пуэрто-Рико
Кюрасао,Да,Нидерландские Антильские острова
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Нортгемптоншир
Кюсю,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Кумамото
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Аберконви и Колвин
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Долина Гламорган
Куба,C,Духа Святого
Нордернхёй,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Нижняя Саксония
Новая Гвинея,РИ,Индонезия
Ла-Пальма,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Канарские острова
Нигрос,RP,Филиппины
Ломбок,РИ,Индонезия
Ланзароте,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Канарские острова
Самосир,РИ,Индонезия
Ямайка,Да,Ямайка
Сансибар,Ешь,Мдини Магариби
Кракатау,РИ,Индонезия
Хокону,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Шига
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Чешир
Руген,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Мекленбург-Передняя Померания
Аликауди,я,Калабрия
Барбадос,ГЛОНАС,Барбадос
Хокону,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Осака
Фонофале,ТУВ,Тувалу
Махэ,СИ,Сейшельские Острова
Усedom,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Мекленбург-Передняя Померания
Икария,"Добро пожаловать в GR! Я готов помочь вам с переводом или ответить на любые вопросы, которые у вас могут возникнуть. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это как можно более точно и естественно звучащим по-русски.",Ворион Айяион
Ангилья,АХएА,Ангилья
Арран,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Страти-клэйд
Бали,МАЛ,Саравак
Льюис и Харрис,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Внешние Гебридские острова
Мадагаскар,РМ,Томасин
Тенерифа,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Канарские острова
Порту-Санту,П,Мадейра
Аруба,АРУ,Аруба
Форментера,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Балеарские острова
Майотта,майо,Майотта
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Северный Йоркшир
Гренада,ВГ,Гренада
Хокону,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Нара
Лейте,RP,Филиппины
Бара,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Внешние Гебридские острова
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Кливленд
Минданао,RP,Филиппины
Суллавеси,РИ,Индонезия
Гвадалахара,SLB,Соломоновы Острова
Маджуро,МХ,Маршальные Острова
Остров Санта-Каталина,США,Калифорния
Маврикий,Мएस,Маврикий
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Камбрия
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Бляну Гвен
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Западный Сассекс
Сент-Мартин,Да,Нидерландские Антильские острова
Самос,"Добро пожаловать в GR! Я готов помочь вам с переводом или ответить на любые вопросы, которые у вас могут возникнуть. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это как можно более точно и естественно звучащим по-русски.",Ворион Айяион
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Оксфордшир
Филичуди,я,Калабрия
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Дёрсет
Пеллемвьёрм,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Шлезвиг-Гольштейн
Усedom,ПЛ,Щецинские
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Дэвон
Палау,RP,Филиппины
Остров Рене Левассера,КДН,Онтарио
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Файф
Юра,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Страти-клэйд
Тэ Ика-а-Мауи (Северный остров),НЗ,Новая Зеландия
Балтрум,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Нижняя Саксония
Гуам,ГАМ,Гуам
Бангка,РИ,Индонезия
Англия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Англия
Ибица,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Балеарские острова
Куба,C,Сан-Хуан-де-Куба
Тимор,Текущий язык: русский,Восточный Тимор
Цебу,RP,Филиппины
Бали,БРУ,Бруней
Остров Баффин,КДН,Северо-Западные территории
Хокону,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Хиросима
Фуэнен,ДК,Дания
Оландия,Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,Кальмар
Лангёог,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Нижняя Саксония
Куба,C,Вилла-Клара
Хокону,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Ибараки
Сильт,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Шлезвиг-Гольштейн
Куба,C,Гранма
Остров Санта-Крус,США,Калифорния
Кюсю,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Фукуока
Кюсю,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Сага
Гренландия,ГРОНОШ,Гренландия
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Поуис
Оаху,США,Гавайи
Хокону,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",То́гэ-кё
Хокону,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Аомори
Бэнкс-Ориент,КДН,Северо-Западные территории
Пеба,Ешь,Мдини Магариби
Понапе,ФSM,Микронезия
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Западный Мидлендс
Хокону,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Мие
Вануа-Леву,Фиджи,Фиджи
Амрун,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Шлезвиг-Гольштейн
Стромболи,я,Калабрия
Влиеланд,НЛ,Фридланд
Готланд,Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,Готланд
Северный Никос,Тука,Острова Турка и Каикас
Встреча,Вернуться,Встреча
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Лотиан
Тексель,НЛ,Северная Голландия
Тимор,РИ,Индонезия
Стремой,ФАРХ,Фарерские острова
Гештальт,Ярко,Хормозган
Аскрация,ХЭЛКС,Сан-Хелена
Биоко,Гв.,Экваториальная Гвинея
Хокону,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Ивате
Авст-Вагои,"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",Северная Норвегия
Ислей,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Страти-клэйд
Куба,C,Хавана
Майорка,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Балеарские острова
Малые Каймановы острова,Кайм,Каймановы острова
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Шерстоншир
Сао-Мигел,П,Азоры
Питкерн,ПИТЦ,Острова Питкэрн
Шереметевог,НЛ,Фридланд
Мадагаскар,РМ,Фианарантсоа
Вити Леву,Фиджи,Фиджи
Бугенвиль,ПНГ,Папуа-Новая Гвинея
Ниуэ,Ниуэ,Ниуэ
Рюм,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Высокогорье
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Корнуолл
Гернси,GBG,Гернси
Аемланд,НЛ,Фридланд
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Больше Манчестер
Остров Кангару,Австралия,Южная Австралия
Шикоку,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Кагава
Миндоро,RP,Филиппины
Хокону,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Нигата
Сама́р,RP,Филиппины
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Думфрис и Галлоуэй
Менорка,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Балеарские острова
Сетландский материк,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Шетланд
Хокону,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Шимане
Гозо,М,Мальта
Сокотра,Да,Йемен
Южный Рональдси,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Оркнейские острова
Анжуан,com,Коморы
Доминика,Да здравствует Россия!,Доминика
Хиос,"Добро пожаловать в GR! Я готов помочь вам с переводом или ответить на любые вопросы, которые у вас могут возникнуть. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это как можно более точно и естественно звучащим по-русски.",Ворион Айяион
Великая Британия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Херфорд и Вустер
Гран-Терр,НЦА,Новая Каледония
Хокону,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",МИЯги
Барбуда,АГ,Антигуа и Барбуда
Сантьяго,Резюме,Кабо-Верде
Бали,МАЛ,Доброе утро! Как я могу вам помочь сегодня?
Антигуа,АГ,Антигуа и Барбуда
Маниторин,КДН,Онтарио
Аланда,SF,Аланда
