name,country,province,population,longitude,latitude
Вештрем,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Вештрем,,,
Пингдингшань,ТЖ,Хенань,410775.0,,
Фэрингем,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Гэмпшир,101000.0,,
Пуэрто-Каррено,К,Вичада,,,
Эль Пόρти́нер,ПА,Сан-Бласский округ,,,
Синпо,Нет,Северная Корея,158000.0,,
Тэджон,РОК,Южная Корея,1272143.0,,
Уджайн,Индия,Мадхья-Прадеш,362633.0,,
Ватикан,В,Святой Престол,392.0,12.3,41.5
Дёртон,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Дёрсет,,,
Сент-Хеленс,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Мерсисайд,180200.0,,
Моуминь,ТЖ,Гуанчжоу,178683.0,,
Ванна,ТР,Ванна,194600.0,,
Петропавловск-Камчатский,Р,Камчатский край,210000.0,,
Шеффилд,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Южный Йоркшир,530100.0,,
Бель,Ч,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",53308.0,,
Бие,Анг,Бие,,,
Мэйшиань,ТЖ,Гуанчжоу,132156.0,,
Итаквакецетуба,Б,Сан-Паулу,228533.0,,
Табора,Ешь,Табора,,,
Хакода,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Хоккайдо,287691.0,140.7,41.8
Анн-Арбор,США,Мичиган,109608.0,,
Дaan,ТЖ,Джилин,138963.0,,
Сан-Луи,Б,Маражо,781068.0,-44.1,-2.3
Хами,ТЖ,Синьцзян-Уйгур,161315.0,,
Вакраха,Q,Катар,23682.0,50.7,25.2
Шолнок,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Шолнок,,,
Занзан,Ярко,Занзан,280691.0,,
Джамбул,Казахстан,Жамбыл,130600.0,,
Агуст,Р,Иркутская область,267000.0,,
Бенони,RSA,Гутенг,114000.0,,
Инхамбане,МOC,Инхамбане,,,
Пунтаренас,КР,Пунтаренас,92400.0,-84.8,10.0
Уцоно-мия,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",То́гэ-кё,,,
Либерец,CZ,Северо-Западный,160000.0,,
Зигонг,ТЖ,Сычуань,393184.0,,
Челтенэм,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Глостершир,106700.0,,
Чандигарх,Индия,Чандигарх,510565.0,76.5,30.5
Бида,ВАН,Нигерия,111000.0,,
Хальмстад,Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,Халланд,77601.0,13.0,56.4
Хуанкавелика,ПЭ,Хуанкавелика,,,
Майами,США,Флорида,358648.0,-80.1,25.4
Лоуэлл,США,Массачусетс,103439.0,-71.3167,42.65
Аруша,Ешь,Аруша,134708.0,,
Эльбасан,АЛ,Албания,53000.0,20.1,41.1
Чаоян,ТЖ,Ляонинг,222394.0,,
Уппсала,Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,Уппсала,183472.0,17.4,59.5
Гэри,США,Индиана,116646.0,,
Ираклион,"Добро пожаловать в GR! Я готов помочь вам с переводом или ответить на любые вопросы, которые у вас могут возникнуть. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это как можно более точно и естественно звучащим по-русски.",Критий,102398.0,,
Суйчэн,ТЖ,Джянсу,105021.0,,
Голливуд,США,Флорида,121720.0,,
Тюбо,К,Антиокия,127045.0,,
Хартум,СУД,ал-Хартум,924505.0,32.55,15.6167
Героика Ногалес,Мексика,Сонора,105873.0,,
Остерсунд,Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,Янтландия,56662.0,14.3,63.2
Лейден,НЛ,Фридланд,,,
Златостой,Р,Челябинская область,203000.0,,
Берн,Ч,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",134393.0,7.3,46.6
Валенсия,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Валенсия,764293.0,-0.383333,39.4667
Камакари,Б,Бахия,134768.0,,
Сичуань,ТЖ,Сычуань,134419.0,,
Цирбон,РИ,Индонезия,254878.0,,
Винсенте Лопес,Р,Буенос-Айрес,289142.0,,
Джиаоцзу,ТЖ,Хенань,409100.0,,
Бхопал,Индия,Мадхья-Прадеш,1062771.0,77.4,23.1
Луи,ТЖ,Хунань,128418.0,,
Махачкала,Р,Республика Дагестан,339000.0,,
Сан-Исидро,Р,Буенос-Айрес,299022.0,,
Замбоанга,RP,Филиппины,511000.0,,
Накала,МOC,Мапуту,125208.0,,
Мазатлан,Мексика,Синалоа,262705.0,,
Нирегхаза,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Шаболч Сата́р,115000.0,,
Джанг,ПК,Пакистан,195558.0,,
Чиклао,ПЭ,Ламайеке,411536.0,,
Сальвадор,Б,Бахия,2209465.0,-38.5,-13.0
Венеция,я,Венето,317837.0,12.2,45.27
Симбирск,Р,Ульяновская область,678000.0,,
Шиниганга,Ешь,Шиниганга,100724.0,,
Виктория,СИ,Сейшельские Острова,24570.0,55.5,-4.65
Саипан,НМИС,Северные Марианские острова,,145.45,15.12
Торре-дель-Грейко,я,Кампания,102647.0,,
Мацционекер,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Чешир,151400.0,,
Пуэрто-Кортес,ХКГ,Кортес,32500.0,,
Сан-Хуан-де-Куба,C,Сан-Хуан-де-Куба,440084.0,,
Кигома-Удзи,Ешь,Кигома,,,
Чангхуа,КР,Тайвань,221090.0,,
Гебзе,ТР,Кочели,237300.0,,
Манама,БРН,Бахрейн,145000.0,50.5,26.0
Сумма,Б,Сан-Паулу,167751.0,,
Шверин,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Мекленбург-Передняя Померания,118291.0,11.5,53.9
Гаранхуны,Б,Пернамбуку,110190.0,,
Улан-Батор,МНГ,Монголия,479500.0,107.0,48.0
Дрезден,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Саксония,474443.0,13.7,51.05
Жакареи,Б,Сан-Паулу,168030.0,,
Понт-а-Гросса,Б,Парана,252674.0,,
Амбон,РИ,Индонезия,276955.0,,
Жоукоу,ТЖ,Хенань,146288.0,,
Париж,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",Иль-де-Франс,2152423.0,2.48333,48.8167
Каракас,В,Федеральный округ,1822465.0,-66.9333,10.5
Джываскайла,SF,Финляндия,65511.0,25.2,62.1
Стокгольм,Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,Стокгольм,711119.0,18.0667,59.35
Силвасса,Индия,Дадра и Нагар Хавели,,73.1,20.2
Ванерсборг,Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,Альсборг,35804.0,12.2,58.2
Стангорг,"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",Рогаланд,95089.0,5.5,59.0
Юнго,КР,Тайвань,241104.0,,
Меса,США,Аризона,289199.0,,
Намур,В,Намур,105014.0,4.9,50.4
Кумамото,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Кумамото,,,
Висби,Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,Готланд,20000.0,18.2,57.3
Окснад,США,Калифорния,142560.0,-119.183,34.2
Сан-Кларита,США,Калифорния,120050.0,,
Луохэ,ТЖ,Хенань,126438.0,,
Уэйкфилд,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Западный Йоркшир,317300.0,,
Скиерневице,ПЛ,Скирнеувкие,,,
Эль-Тур,ЭТ,Сина аль-Джанубийя,,,
Герлен,НЛ,Лимбург,270952.0,,
Чианг Май,А,Таиланд,167000.0,,
Банжу,Ваг,Гамбия,,-17.0,13.5
Тонгхуа,ТЖ,Джилин,324600.0,,
Наньнин,ТЖ,Фуцзянь,195064.0,,
Сандуэлл,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Западный Мидлендс,293700.0,,
Галати,Ро,Галати,307000.0,,
Моралия,Мексика,Мехико-Кан,428486.0,-101.1,19.4
Шэньчжэнь,ТЖ,Гуанчжоу,350727.0,,
Константин,ДЗ,Алжир,440842.0,,
Наннин,ТЖ,광시 쭈잉족 자치구,1070000.0,108.5,22.5
Серёв,Р,Свердловская область,100000.0,,
Мараканя,Б,Церем,160088.0,,
Элизабет,США,Нью-Джерси,110002.0,,
Долина Лонгаре,СВАХ,Шпицберген,,15.33,78.13
Палермо,я,Сицилия,734238.0,13.2,38.1
Шизоку,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Шизоку,,,
Любомбаши,ЗРЕ,Шаба/Катанга,851381.0,,
Шизуишань,ТЖ,Нингся Хуйчжоу,257862.0,,
Шкодер,АЛ,Албания,62000.0,19.2,42.2
Тяньшуй,ТЖ,Ганьсу,244974.0,,
Шиань,ТЖ,Хубэй,273786.0,,
Монпелье,США,Вермонт,8241.0,-72.4,44.2
Улан-Удэ,Р,Республика Бурятия,366000.0,,
Тунис,ТН,Тунис,,10.2,36.7833
Терезополис,Б,Рио-де-Жанейро,122614.0,,
Искур,ТР,Искур,120900.0,,
Хсинчзхунг,КР,Тайвань,328758.0,,
Шолапур,Индия,Махараштра,604215.0,,
Пятигорск,Р,Ставропольский край,133000.0,,
Бреила,Ро,Бреила,243000.0,,
Прайя,Резюме,Кабо-Верде,105000.0,-23.0,16.0
Итаитуба,Б,Пара,104896.0,,
Танга,Ешь,Танга,187155.0,,
Флорибланка,К,Южный Сантандер,246834.0,,
Панам-Сити,ПА,Панама,594800.0,-79.55,8.96667
Понта-дель-Гада,П,Азоры,46102.0,-27.1,38.35
Эспоо,SF,Уусимаа,160480.0,24.3,60.2
Бернби,КДН,Британская Колумбия,158858.0,,
Чихуахуа,Мексика,Чихуахуа,516153.0,-106.1,28.4
Герне,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Северный Рейн-Вестфалия,180029.0,,
Винстон-Сейлем,США,Северная Каролина,150958.0,,
Брэдфорд,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Западный Йоркшир,481700.0,,
Викаявад,Индия,Андхра-Прадеш,701827.0,,
Замощь,ПЛ,Замойские,,,
Карапикуйба,Б,Сан-Паулу,328015.0,,
Эльблаг,ПЛ,Эльблацкое,125000.0,,
Личингя,МOC,Ниасса,,,
Сиген,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Северный Рейн-Вестфалия,111541.0,,
Алматы,Казахстан,Алматы (город),1172400.0,76.8833,43.2333
Зариа,ВАН,Нигерия,335000.0,,
Ньюарк-он-Трент,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Ноттингемшир,104400.0,,
Пеба,МOC,Кабо-Делгадо,,,
Йосу,РОК,Южная Корея,183557.0,,
Черкесск,Р,Республика Карачаево-Черкесия,119000.0,,
Филадельфия,США,Пенсильвания,1585577.0,-75.25,39.8833
