year,lgid,tmid,oppid,w,l,t,otl
2009,NHL,NYI,MTL,1,2,,1
2010,NHL,TOR,NJD,2,1,,1
1996,NHL,TOR,WAS,0,2,0.0,
1990,NHL,CAL,NYR,2,0,1.0,
1975,WHA,WIJ,MFS,1,3,0.0,
2010,NHL,SJS,WAS,2,0,,0
1976,NHL,LAK,MTL,0,4,2.0,
2002,NHL,PIT,ANA,0,1,0.0,0
2010,NHL,EDM,LAK,0,3,,1
2000,NHL,OTT,STL,1,0,0.0,0
1981,NHL,PHI,CHI,1,1,1.0,
2011,NHL,WPG,NJD,1,2,,1
2008,NHL,FLO,NYR,3,0,,1
