year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
2008,CQF,C,CAR,NHL,NJD,NHL,4,3,0,17,15,
2009,CQF,B,PHI,NHL,NJD,NHL,4,1,0,15,9,
2002,CQF,G,MIN,NHL,COL,NHL,4,3,0,16,17,
2008,CSF,K,DET,NHL,AND,NHL,4,3,0,22,17,
1989,DSF,F,STL,NHL,TOR,NHL,4,1,0,20,16,
2010,CQF,A,WAS,NHL,NYR,NHL,4,1,0,13,8,
2001,CSF,L,COL,NHL,SJS,NHL,4,3,0,25,21,
2009,CQF,C,BOS,NHL,BUF,NHL,4,2,0,16,15,
2007,CSF,K,DET,NHL,COL,NHL,4,0,0,21,9,
1992,DSF,G,VAN,NHL,WIN,NHL,4,2,0,21,17,
2009,CSF,L,CHI,NHL,VAN,NHL,4,2,0,23,18,
2008,CQF,E,AND,NHL,SJS,NHL,4,2,0,18,10,
1972,QF,C,CHI,NHL,STL,NHL,4,1,0,22,9,
1969,QF,C,STL,NHL,MNS,NHL,4,2,0,20,16,
1925,SCF,,MTM,NHL,VIC,WCHL,3,1,0,10,3,
1972,DF,,NEW,WHA,CLC,WHA,4,1,0,16,14,
2010,CQF,E,VAN,NHL,CHI,NHL,4,3,0,16,22,
1958,SCF,C,MTL,NHL,TOR,NHL,4,1,0,18,12,
1992,DSF,B,MTL,NHL,QUE,NHL,4,2,0,19,16,
1924,SCF,,VIC,WCHL,MTL,NHL,3,1,0,16,8,
1977,QF,,NEW,WHA,EDO,WHA,4,1,0,23,9,
1917,SCF,,TOA,NHL,VML,PCHA,3,2,0,18,21,
1970,QF,B,NYR,NHL,TOR,NHL,4,2,0,16,15,
1977,QF,,QUN,WHA,HOU,WHA,4,2,0,29,16,
1975,QF,F,PHI,NHL,TOR,NHL,4,3,0,33,23,
1998,CSF,J,BUF,NHL,BOS,NHL,4,2,0,17,14,
1995,CQF,H,STL,NHL,TOR,NHL,4,2,0,21,15,
1992,DSF,A,BUF,NHL,BOS,NHL,4,0,0,19,12,
1987,DSF,F,STL,NHL,CHI,NHL,4,1,0,21,17,
1974,SCF,K,PHI,NHL,BUF,NHL,4,2,0,19,12,
1998,CQF,E,DAL,NHL,EDM,NHL,4,0,0,11,7,
1979,Pre,H,NYR,NHL,ATF,NHL,3,1,0,14,8,
1992,DF,I,MTL,NHL,BUF,NHL,4,0,0,16,12,
1945,SCF,C,MTL,NHL,BOS,NHL,4,1,0,19,13,
2000,CSF,L,STL,NHL,DAL,NHL,4,0,0,13,6,
2002,CQF,D,PHI,NHL,TOR,NHL,4,3,0,24,16,
1995,CF,N,COL,NHL,DET,NHL,4,2,0,20,16,
2005,CQF,F,COL,NHL,DAL,NHL,4,1,0,18,15,
1920,F,,VML,PCHA,SEA,PCHA,2,0,0,13,2,TG
1932,SCF,E,NYR,NHL,TOR,NHL,3,1,0,11,5,
1927,QF,B,NYR,NHL,PIP,NHL,1,1,0,6,4,TG
1972,DSF,,HOU,WHA,LAS,WHA,4,2,0,23,16,
1980,Pre,A,NYI,NHL,TOR,NHL,3,0,0,20,4,
1986,DF,L,EDM,NHL,WIN,NHL,4,0,0,17,9,
1993,CF,M,NYR,NHL,NJD,NHL,4,3,0,18,16,
1993,CF,N,VAN,NHL,TOR,NHL,4,1,0,16,9,
1938,SF,A,BOS,NHL,NYR,NHL,4,3,0,14,12,
1918,F,,MTL,NHL,OTS,NHL,4,1,0,26,18,
1980,QF,I,NYI,NHL,EDM,NHL,4,2,0,29,20,
1977,QF,,WIJ,WHA,BIR,WHA,4,1,0,29,12,
1990,CF,N,MNS,NHL,EDM,NHL,4,1,0,20,14,
