resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
4209,216,23,17,11,7,5.0,5,5,2.0,45,+29.995,4889041.0,,,,,1
732,52,11,8,22,18,12.0,12,12,0.0,69,,,39.0,19.0,1:14.914,207.069,12
11464,480,206,3,5,7,9.0,9,9,0.0,79,,,,,,,11
11429,479,172,27,26,14,3.0,3,3,4.0,52,,,,,,,11
7260,328,103,33,29,8,4.0,4,4,3.0,64,+1:15.302,4786301.0,,,,,1
22467,915,817,9,3,6,7.0,7,7,6.0,53,+1:01.812,5572556.0,50.0,13.0,1:43.050,204.296,1
21237,860,155,15,14,13,6.0,6,6,8.0,58,+36.766,5686331.0,55.0,10.0,1:30.620,210.668,1
455,39,17,9,15,19,,R,21,0.0,7,,,4.0,21.0,1:26.323,194.131,9
14664,595,223,6,11,2,4.0,4,4,3.0,78,+1:03.1,7146800.0,,,,,1
11964,497,178,3,1,2,1.0,1,1,9.0,75,1:44:09.077,6249077.0,,,,,1
11169,469,204,45,32,0,,F,28,0.0,0,,,,,,,81
955,62,18,11,12,7,,R,15,0.0,3,,,2.0,15.0,2:04.692,121.027,3
13334,546,254,58,16,20,,R,18,0.0,27,,,,,,,6
10571,448,102,53,19,13,,R,23,0.0,19,,,,,,,5
702,51,20,5,19,17,4.0,4,4,5.0,56,+53.509,5931904.0,52.0,13.0,1:39.890,196.452,1
8165,363,78,45,17,17,,R,21,0.0,23,,,,,,,64
8806,382,137,32,1,9,4.0,4,4,3.0,43,+1:23.628,5364177.0,,,,,1
23368,968,821,210,21,13,12.0,12,12,0.0,55,+1:35.113,5979126.0,45.0,12.0,1:45.928,188.754,1
18713,775,289,32,32,12,16.0,16,16,0.0,45,,,,,,,17
18881,783,347,105,24,13,,R,17,0.0,31,,,,,,,25
10812,457,95,32,12,19,,R,16,0.0,30,,,,,,,6
17387,718,404,94,11,16,12.0,12,12,0.0,61,,,,,,,14
4580,233,77,22,4,7,2.0,2,2,6.0,61,+19.026,5599900.0,,,,,1
4186,215,14,1,10,6,4.0,4,4,3.0,59,+31.229,5312894.0,,,,,1
6519,306,92,17,32,10,13.0,13,13,0.0,63,,,,,,,69
9800,419,163,27,25,5,7.0,7,7,0.0,79,,,,,,,13
15989,647,320,187,20,11,,R,18,0.0,18,,,,,,,3
17164,707,405,11,12,12,13.0,13,13,0.0,92,,,,,,,114
16433,669,347,194,18,0,,F,17,0.0,0,,,,,,,81
6818,315,87,34,8,13,6.0,6,6,1.0,44,+1:40.035,5337704.0,,,,,1
6483,305,84,34,7,12,11.0,11,11,0.0,73,,,,,,,18
17355,716,340,170,24,0,,F,23,0.0,0,,,,,,,81
12405,513,199,32,2,3,3.0,3,3,4.0,40,+44.14,6053780.0,,,,,1
16531,675,235,6,8,4,3.0,3,3,4.0,68,+1:28.6,6103400.0,,,,,1
20721,353,29,164,20,23,15.0,15,15,0.0,53,,,36.0,19.0,1:58.313,170.851,12
8322,367,105,33,29,13,,R,23,0.0,14,,,,,,,10
13611,555,267,63,18,0,,F,29,0.0,0,,,,,,,81
15915,644,289,32,6,15,4.0,4,4,3.0,89,,,,,,,11
15473,626,238,37,3,8,7.0,7,7,0.0,74,,,,,,,20
4952,249,44,27,26,10,6.0,6,6,1.0,76,,,,,,,11
10336,440,175,4,15,1,2.0,2,2,6.0,79,+7.154,5479105.0,,,,,1
15715,635,207,6,4,16,,R,21,0.0,5,,,,,,,48
16432,669,262,180,10,13,,R,16,0.0,0,,,,,,,3
6150,294,95,3,5,1,2.0,2,2,6.0,78,+0.215,6659587.0,,,,,1
2285,128,14,1,3,7,3.0,3,3,4.0,65,+42.623,5472604.0,,,,,1
2133,120,22,6,2,5,,R,19,0.0,19,,,,,,,22
16005,648,289,32,8,20,10.0,10,10,0.0,37,,,,,,,11
4555,231,79,25,18,17,,R,21,0.0,6,,,,,,,4
13665,557,237,37,9,23,15.0,15,15,0.0,56,,,,,,,13
17829,737,360,170,8,8,2.0,2,2,6.0,82,+49.8,7733100.0,,,,,1
10740,454,168,50,18,0,,F,29,0.0,0,,,,,,,81
