name,code,capital,province,area,population
Мартиника,МАРТ,Форт-де-Франс,Мартиника,1128.0,399151
Сент-Винсент и Гренадины,Западная Вирджиния,Кингстун,Сент-Винсент и Гренадины,389.0,118344
Кения,Eак,Найроби,Найроби,582650.0,28176686
Лихтенштейн,ФЛ,Вадуз,Лихтенштейн,160.0,31122
Палау,ПАЛ,Мелеко́к,Палау,458.0,16952
Аргентина,А,Буенос-Айрес,Федеральный округ,2766890.0,34672997
Чад,ЧЧ,Нджамена,Чад,1284000.0,6976845
Таджикистан,Тад,Душанбе,Душанбе (город),143100.0,5916373
Сен-Пьер и Микелон,СПМИ,Сен-Пьер,Сен-Пьер и Микелон,242.0,6809
Буркина-Фасо,БФ,Уагадугу,Буркина-Фасо,274200.0,10623323
Норвегия,"""No additional text provided.""",Осло,Осло,324220.0,4383807
Гвинея-Бисау,ГНБ,Биссау,Гвинея-Бисау,36120.0,1151330
Бурги́и,БИ,Бурунди,Бурги́и,27830.0,5943057
Сент-Люсия,ВЛ,Кастро,Сент-Люсия,620.0,157862
Малайзия,МАЛ,Кuala-Лумпур,Фед. Терр. Куала-Лумпур,329750.0,19962893
Эстония,ЕВ,Таллинн,Эстония,45100.0,1459428
Великобритания,"Okay, I will only provide translations without any additional text or comments. Please provide the text you would like me to translate from English to Russian.",Лондон,Большой Лондон,244820.0,58489975
Марокко,МЭ,Рабат,Марокко,446550.0,29779156
Непал,НЕП,Катманду,Непал,140800.0,22094033
Гвадалупа,Гуам,Аганы,Гвадалупа,541.3,178430
Хорватия,ХР,Загреб,Хорватия,56538.0,5004112
Беларусь,БЫ,Минск,Беларусь,207600.0,10415973
Гвинея,РГ,Конакри,Гвинея,245860.0,7411981
Венгрия,Х,Будапешт,Будапешт (город),93030.0,10002541
Фарерские острова,Фаркс,Торсхавн,Фарерские острова,1400.0,43857
Северная Корея,Нет,Пхеньян,Северная Корея,120540.0,23904124
Россия,r,Москва,Москва,17075200.0,148178487
Алжир,ДЗ,Алжир,Алжир,2381740.0,29183032
Катар,A,Доха,Катар,11000.0,547761
Ирландия,Онлайн,Дублин,Ирландия,70280.0,3566833
Биржинские острова,ВИРГ,Шарлотта Амале́и,Биржинские острова,352.0,97120
Гамбия,ВЭЖ,Банжу,Гамбия,11300.0,1204984
Косово,КОС,Пристина,Косово,10887.0,1804838
Кирита,КИР,Тарава,Кирита,717.0,80919
Вьетнам,Даунтаун,Ханой,Вьетнам,329560.0,73976973
Тувалу,ТУВ,Фунафути,Тувалу,26.0,10146
Перу,ПЭ,Пять,Пять,1285220.0,24523408
Мальта,М,Валетта,Мальта,320.0,375576
Гваделупа,Гвад,Гваделупа,Гваделупа,1780.0,407768
Индия,Индия,Новый Дели,Дели,3287590.0,952107694
Словакия,А,Брэтислава,Словакия,48845.0,5374362
Суринам,СМЭ,Парамарибо,Суринам,163270.0,436418
Швейцария,Ч,Берн,БЕ,41290.0,7207060
Американское Самоа,АМСА,Паг-Паг,Американское Самоа,199.0,65628
Майотта,Майо,Мамутзу,Майотта,374.0,223765
Португалия,П,Лиссабон,Лиссабон,92080.0,9865114
Афганистан,Афг,Кабул,Афганистан,647500.0,22664136
Джибути,ДЖИ,Джибути,Джибути,22000.0,427642
Заир,ЗРЕ,Киншаса,Киншаса,2345410.0,46498539
Гренландия,ГРОХ,Нуук,Гренландия,2175600.0,58203
Саудовская Аравия,СА,Рияд,Саудовская Аравия,1960580.0,19409058
Свазиленд,[Translation: SD],Мбабане,Свазиленд,17360.0,998730
Новая Каледония,Национальный центр администрирования и уголовного правосудия,Нумеа,Новая Каледония,19060.0,227436
Соломоновые Острова,SLБ,Хониара,Соломоновые Острова,28450.0,412902
Бангладеш,БД,Дакка,Бангладеш,144000.0,123062800
Аруба,АРУ,Оранджестад,Аруба,193.0,103065
Бельгия,Б,Брюссель,Прованс,30510.0,10170241
Гватемала,AГС,Гواتемала-Сити,Гватемала,108890.0,11277614
Гренада,WG,Святой Георгий,Гренада,344.0,94961
Австралия,Австралия,Канберра,Австралийский столичный регион,7686850.0,18260863
Центральная Африканская Республика,РКА,Банги,Центральная Африканская Республика,622980.0,3274426
Ямайка,Ва-ал-яам,Кингстон,Ямайка,10991.0,2595275
Сегипла́ны,СИ,Виктория,Сегипла́ны,455.0,77575
Вануат,ВУ,Порт-Вила,Вануат,14760.0,177504
Монголия,МНГ,Улан-Батор,Монголия,1565000.0,2496617
