city,province,country,river,lake,sea
Тойама,Тойама,"Я не получил вашего запроса полностью. Пожалуйста, повторите ваш запрос, и я буду рад помочь вам с переводом.",,,Японское море
Нукуалофа,Тонга,ТO,,,Тихоокеанский океан
Париж,Иль-де-Франс,Ф,Се́нь,,
Манагуа,Никарагуа,НИК,,Озеро Манагуа,
Рыбинск,Ярославская область,r,Волга,,
Гарри,Индιάνα,США,,Озеро Мичиган,
Омаха,Небраска,США,Миссури,,
Кыргызстан,Кыргызстан,КАЗ,Сырдаржа,,
Нумеа,Новая Каледония,Национальный центр администрирования и уголовного правосудия,,,Тихоокеанский океан
Кордоба,Андалусия,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Гвадекивир,,
Кролев,Северный Рейн-Вестфалия,Д,Рейн,,
Оита,Оита,"Я не получил вашего запроса полностью. Пожалуйста, повторите ваш запрос, и я буду рад помочь вам с переводом.",,,Японское море
Порту-Алегри,Риу-Гранди-ду-Сул,OK,,,Атлантический океан
Левенген,Северный Рейн-Вестфалия,Д,Рейн,,
Фунафути,Тувалу,ТУВ,,,Тихоокеанский океан
Плимут,Дэвен,"Okay, I will only provide translations without any additional text or comments. Please provide the text you would like me to translate from English to Russian.",,,Канал
Хартум-Север,Ал Хартум,Суд,Нил,,
Миядзки,Миядзки,"Я не получил вашего запроса полностью. Пожалуйста, повторите ваш запрос, и я буду рад помочь вам с переводом.",,,Тихоокеанский океан
Кель,Шлезвиг-Гольштейн,Д,,,Балтийское море
Гренобль,Рена Альпы,Ф,Изер,,
Уругвай,Риу-Гранди-ду-Сул,OK,Уругвай,,
Нагасаки,Нагасаки,"Я не получил вашего запроса полностью. Пожалуйста, повторите ваш запрос, и я буду рад помочь вам с переводом.",,,Восточное море Китая
Бреила,Бреила,Р,Дунай,,
Калининград,Калининградская область,r,,,Балтийское море
Гихон,Астурия,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Атлантический океан
Азовский,Иркутская область,r,Ангара,,
Людвигшафен,Рейнланд-Пфальц,Д,Рейн,,
Шкодер,Албания,АЛ,,Озеро Скутари,
Мурманск,Мурманская область,r,,,Баренцево море
Будапешт,Будапешт (город),Х,Дунай,,
Аваруа,Острова Кука,КУК,,,Тихоокеанский океан
Берген,Хёрдаланд,"""No additional text provided.""",,,Северное море
Луанда,Луанда,ANG,,,Атлантический океан
Висбаден,Гессен,Д,Главная,,
Страсбург,Алсация,Ф,Рейн,,
Дакка,Бангладеш,БД,Ганг,,
Волгоград,Волгоградская область,r,Волга,,
Варанаси,Утар-Прадеш,Индия,Ганг,,
Тегал,Индонезия,Ри,,,Индийский океан
Янгчжоу,Джянсу,ТЖ,Джангцзе,,
Паликир,Микронезия,ФСМ,,,Тихоокеанский океан
Кондор,Нью-Гэмпшир,США,Река Мерримак,,
Бремерхафен,Бремен,Д,Везер,,Северное море
Банда-Ачех,Индонезия,Ри,,,Андаманское море
Ла-Плата,Буенос-Айрес,А,,,Атлантический океан
Хансонвилл,Алабама,США,Теннесси,,
Джеймстаун,Остров Святой Елены,ХएलΞ,,,Атлантический океан
Санкт-Петербург,Санкт-Петербург,r,,,Балтийское море
Рейноса,Тамаулипас,Мексика,Рио-Гранде,,
Норфолк,Виргиния,США,,,Атлантический океан
Калмар,Калмар,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Балтийское море
Харносанд,Западная Рюмляндия,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Балтийское море
Питтсбург,Пенсильвания,США,Огайская река,,
Самара,Салах ад-Дин,Ирак,Тигр,,
Нойс,Северный Рейн-Вестфалия,Д,Рейн,,
Чонджин,Северная Корея,Нет,,,Японское море
Парамарибо,Суринам,СМЭ,,,Атлантический океан
Танжер,Марокко,МЭ,,,Атлантический океан
Юба,Аль-Истивайя,Суд,Бахр эль-Джабаль/Альберт-Нил,,
Шизоку,Шизоку,"Я не получил вашего запроса полностью. Пожалуйста, повторите ваш запрос, и я буду рад помочь вам с переводом.",,,Тихоокеанский океан
Манаус,Амазонки,OK,Рио-Негро,,
Акюрейри,Исландия,Что?,,,Норвежское море
Мбандака,Экватор,ЗРЕ,Заир,,
Альтдорф,УР,Ч,Рюсс,,
Санта-Крус-де-Тенерифе,Канарские острова,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Атлантический океан
Тверь,Тверская область,r,Волга,,
Святой Георгий,Гренада,WG,,,Карибское море
Кагосима,Кагосима,"Я не получил вашего запроса полностью. Пожалуйста, повторите ваш запрос, и я буду рад помочь вам с переводом.",,,Восточное море Китая
Столб,Московская область,r,Ока,,
Баракалдо,Страна Басков,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",,,Атлантический океан
Тулуза,Среднепиренеи,Ф,Гаронна,,
Чаттануга,Теннесси,США,Теннесси,,
Остравиц,Североморск,ЧЗ,Одер,,
Иркутск,Иркутская область,r,Ангара,,
