season,slot,strongseed,weakseed
1985,R1X3,X03,X14
2003,R5WX,R4W1,R4X1
2006,R4W1,R3W1,R3W2
2000,R3Y1,R2Y1,R2Y4
2013,R1X4,X04,X13
2010,R1Y2,Y02,Y15
1994,R1Y2,Y02,Y15
1991,R2Z1,R1Z1,R1Z8
1997,R2Y2,R1Y2,R1Y7
2010,R1W8,W08,W09
1999,R1Y5,Y05,Y12
1994,R3Z2,R2Z2,R2Z3
2005,R2X2,R1X2,R1X7
2005,R3W1,R2W1,R2W4
2008,R1X2,X02,X15
1994,R4W1,R3W1,R3W2
1992,R2X4,R1X4,R1X5
1985,R1W3,W03,W14
2012,R3Y1,R2Y1,R2Y4
1993,R1W2,W02,W15
2001,R1X1,X01,X16
2012,R1Z2,Z02,Z15
2010,R3X2,R2X2,R2X3
2008,R3X1,R2X1,R2X4
2005,R1Z3,Z03,Z14
2006,R2X1,R1X1,R1X8
1993,R1Y7,Y07,Y10
1990,R2W4,R1W4,R1W5
2010,R1X7,X07,X10
2014,Y16,Y16a,Y16b
2001,R3W2,R2W2,R2W3
2007,R2Z2,R1Z2,R1Z7
2006,R1Y8,Y08,Y09
2013,R2W1,R1W1,R1W8
2007,Z16,Z16a,Z16b
2010,R6CH,R5WX,R5YZ
1989,R1Y4,Y04,Y13
1986,R1X3,X03,X14
1987,R1Y1,Y01,Y16
2003,R2Y3,R1Y3,R1Y6
2003,R3Y1,R2Y1,R2Y4
1996,R2Y4,R1Y4,R1Y5
2012,R2W3,R1W3,R1W6
1996,R2W1,R1W1,R1W8
1990,R2Z1,R1Z1,R1Z8
1995,R1W4,W04,W13
1991,R1Y1,Y01,Y16
2003,R4Y1,R3Y1,R3Y2
2006,R1Y1,Y01,Y16
1998,R2W2,R1W2,R1W7
1985,R1Y7,Y07,Y10
2011,R1Z4,Z04,Z13
1998,R3Z2,R2Z2,R2Z3
1993,R1W3,W03,W14
2004,R1Z4,Z04,Z13
1994,R2W3,R1W3,R1W6
2006,R1W1,W01,W16
2009,R1Z5,Z05,Z12
1987,R3Y2,R2Y2,R2Y3
2009,R1X8,X08,X09
1994,R1Y5,Y05,Y12
