season,daynum,wteam,wscore,lteam,lscore,wloc,numot
2010,137,1326,68,1364,51,N,0
1992,136,1272,80,1337,70,N,0
2000,137,1242,81,1177,77,N,1
2003,137,1448,76,1190,73,N,0
2007,144,1196,65,1139,57,N,0
1989,146,1228,89,1393,86,N,0
2011,144,1242,77,1350,57,N,0
1986,136,1412,66,1281,64,N,0
2000,137,1390,84,1354,65,N,0
2001,144,1112,66,1279,56,N,0
1988,137,1207,66,1261,63,N,0
1996,138,1428,73,1235,67,N,0
1993,136,1242,94,1123,72,N,0
2012,135,1378,65,1143,54,N,0
2004,136,1268,86,1431,83,N,0
1993,138,1314,112,1348,67,N,0
1987,139,1261,72,1396,62,N,0
2001,143,1268,76,1207,66,N,0
1990,136,1328,77,1406,68,N,0
1997,139,1155,65,1409,59,N,0
2014,135,1142,81,1411,69,N,0
1985,137,1181,75,1337,62,N,0
1999,139,1277,74,1279,66,N,0
1985,137,1208,67,1455,59,N,0
1992,139,1329,87,1408,71,N,0
1989,144,1181,87,1278,70,N,0
1995,137,1281,65,1231,60,N,0
1992,136,1116,80,1293,69,N,0
1993,136,1140,80,1374,71,N,0
1993,136,1116,94,1221,64,N,0
2004,136,1371,80,1112,76,N,0
1993,137,1276,84,1157,52,N,0
1990,139,1104,77,1112,55,N,0
1988,144,1112,99,1234,79,N,0
2012,138,1393,75,1243,59,N,0
2008,137,1274,78,1388,64,N,0
2008,137,1280,76,1332,69,N,0
2011,154,1163,53,1139,41,N,0
2011,136,1350,69,1435,66,N,0
2003,138,1163,85,1390,74,N,0
2013,138,1332,74,1387,57,N,0
2011,146,1433,71,1242,61,N,0
2014,154,1163,60,1246,54,N,0
2009,139,1281,83,1266,79,N,0
2001,137,1150,70,1397,63,N,0
2012,136,1211,77,1452,54,N,0
2009,136,1345,61,1320,56,N,0
2005,143,1228,77,1454,63,N,0
1987,152,1393,77,1344,63,N,0
1994,138,1276,84,1400,79,N,0
1997,136,1417,109,1149,75,N,0
1995,144,1116,96,1272,91,N,1
1987,145,1393,79,1314,75,N,0
1989,136,1373,80,1390,78,N,0
2011,137,1345,65,1389,43,N,0
2001,136,1386,66,1210,62,N,0
1988,144,1314,78,1276,69,N,0
2009,137,1281,78,1165,59,N,0
2008,138,1417,51,1401,49,N,0
1989,146,1181,85,1207,77,N,0
1991,137,1326,97,1406,86,N,0
1990,136,1163,76,1131,52,N,0
2014,137,1166,76,1418,66,N,0
2012,137,1345,72,1388,69,N,0
2002,136,1281,93,1274,80,N,0
2014,136,1217,61,1153,57,N,0
2011,136,1163,81,1137,52,N,0
2003,144,1393,79,1120,78,N,0
1987,136,1181,58,1401,51,N,0
2007,139,1356,63,1439,48,N,0
2013,137,1181,73,1107,61,N,0
1993,136,1143,66,1261,64,N,0
2007,137,1438,84,1107,57,N,0
2008,137,1397,72,1110,57,N,0
1999,136,1116,94,1373,80,N,0
2005,138,1246,69,1153,60,N,0
1995,138,1329,66,1104,52,N,0
1997,137,1150,79,1207,67,N,0
2003,138,1181,86,1141,60,N,0
1987,139,1196,85,1345,66,N,0
1997,146,1314,97,1257,74,N,0
1992,137,1418,87,1328,83,N,0
1985,137,1437,51,1173,49,N,0
2007,137,1345,72,1112,63,N,0
1994,154,1116,76,1181,72,N,0
1987,143,1207,70,1242,57,N,0
2003,145,1242,78,1112,75,N,0
2005,136,1153,76,1234,64,N,0
2000,137,1314,84,1281,70,N,0
2007,136,1435,77,1203,44,N,0
1987,138,1181,65,1462,60,N,0
2003,137,1462,71,1407,59,N,0
2003,138,1323,68,1228,60,N,0
2002,136,1461,73,1211,66,N,0
1985,136,1323,79,1333,70,N,0
1999,139,1345,73,1274,63,N,0
2002,144,1242,73,1228,69,N,0
2004,136,1264,75,1196,60,N,0
2005,137,1301,75,1150,63,N,0
1988,137,1246,99,1380,84,N,0
1993,139,1276,86,1417,84,N,1
1998,137,1387,51,1269,46,N,0
1996,139,1207,73,1307,62,N,0
2002,137,1400,70,1130,57,N,0
1990,137,1320,74,1281,71,N,0
1987,136,1314,113,1335,82,N,0
1985,137,1130,55,1403,53,N,0
1993,143,1231,82,1257,69,N,0
2001,137,1232,70,1328,68,N,1
1992,145,1231,106,1417,79,N,0
2011,139,1314,86,1449,83,N,0
2014,136,1276,57,1459,40,N,0
2009,136,1314,101,1347,58,N,0
1998,136,1116,74,1304,65,N,0
2001,137,1336,69,1344,59,N,0
1997,138,1143,75,1437,68,N,0
2011,136,1458,72,1125,58,N,0
2003,136,1143,76,1301,74,N,1
1994,139,1116,85,1207,73,N,0
2006,137,1322,64,1234,63,N,0
1986,137,1276,70,1103,64,N,0
2005,145,1228,90,1112,89,N,1
2012,136,1326,78,1259,59,N,0
2010,137,1211,67,1199,60,N,0
1997,136,1234,73,1438,60,N,0
2001,136,1429,77,1326,68,N,1
1994,144,1276,78,1268,71,N,0
1998,145,1428,76,1112,51,N,0
2001,134,1322,71,1457,67,N,0
2008,139,1272,77,1280,74,N,0
2007,143,1272,65,1401,64,N,0
2007,138,1401,72,1257,69,N,0
2014,145,1458,64,1112,63,N,1
2001,136,1234,69,1166,56,N,0
1989,144,1207,69,1301,61,N,0
2004,137,1435,71,1444,58,N,0
2013,136,1161,84,1281,72,N,0
1993,137,1269,54,1335,50,N,0
1991,136,1329,67,1307,54,N,0
2010,137,1165,78,1396,65,N,0
1989,137,1281,85,1166,69,N,0
1989,138,1228,72,1123,60,N,0
1993,137,1308,93,1304,79,N,0
1995,136,1104,91,1335,85,N,1
1992,137,1408,61,1385,57,N,0
1998,136,1452,82,1396,52,N,0
1990,137,1207,70,1411,52,N,0
1996,136,1390,66,1133,58,N,0
2011,136,1396,66,1336,64,N,0
1995,143,1417,86,1280,67,N,0
1986,138,1257,82,1133,68,N,0
1990,138,1277,62,1364,58,N,0
1999,137,1279,72,1437,70,N,0
1992,138,1231,89,1261,79,N,0
