coachid,award,year,lgid,note
irvindi01c,Первая сборная звезд,1945,NHL,
patrile01c,Первая сборная звезд,1930,NHL,
dineebi01c,Смёрз,1976,WHA,
hartce01c,Вторая команда всех звёзд,1936,NHL,
irvindi01c,Вторая команда всех звёзд,1930,NHL,
tippeda01c,Джек Адамс,2009,NHL,
murdobo01c,Джек Адамс,1989,NHL,
sathegl01c,Джек Адамс,1985,NHL,
burnspa01c,Джек Адамс,1997,NHL,
barbebi01c,Джек Адамс,2000,NHL,
irvindi01c,Вторая команда всех звёзд,1933,NHL,
burnspa01c,Джек Адамс,1997,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
adamsja01c,Первая сборная звезд,1942,NHL,
burnspa01c,Джек Адамс,1992,NHL,
patrile01c,Первая сборная звезд,1937,NHL,
barbebi01c,Джек Адамс,2000,NHL,
patrile01c,Первая сборная звезд,1932,NHL,
hitchke01c,Джек Адамс,2011,NHL,
dayha01c,Вторая команда всех звёзд,1943,NHL,
rossar01c,Первая сборная звезд,1938,NHL,
murdobo01c,Джек Адамс,1989,NHL,
harribi01c,Бальзак,1973,WHA,
demerja01c,Джек Адамс,1986,NHL,
irvindi01c,Первая сборная звезд,1945,NHL,
irvindi01c,Вторая команда всех звёзд,1930,NHL,
bouchfr01c,Первая сборная звезд,1941,NHL,
lemaija01c,Джек Адамс,2002,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
suttebr01c,Джек Адамс,1990,NHL,
arboual01c,Джек Адамс,1978,NHL,
patrile01c,Первая сборная звезд,1934,NHL,
irvindi01c,Первая сборная звезд,1944,NHL,
tortojo01c,Джек Адамс,2003,NHL,
irvindi01c,Вторая команда всех звёзд,1931,NHL,
sherofr01c,Джек Адамс,1973,NHL,
kelleja01c,Бальзак,1972,WHA,
patrile01c,Первая сборная звезд,1933,NHL,
brophjo01c,Смёрз,1978,WHA,
patrile01c,Первая сборная звезд,1930,NHL,
irvindi01c,Вторая команда всех звёзд,1940,NHL,
irvindi01c,Вторая команда всех звёзд,1933,NHL,
patrile01c,Первая сборная звезд,1935,NHL,
crawfma01c,Джек Адамс,1994,NHL,
burnspa01c,Джек Адамс,1988,NHL,
martija02c,Джек Адамс,1998,NHL,
nolante01c,Джек Адамс,1996,NHL,
quennjo01c,Джек Адамс,1999,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
wattto01c,Джек Адамс,1981,NHL,
gottsjo01c,Вторая команда всех звёзд,1945,NHL,
hartce01c,Вторая команда всех звёзд,1936,NHL,
adamsja01c,Первая сборная звезд,1936,NHL,
juliecl01c,Джек Адамс,2008,NHL,
berenre01c,Джек Адамс,1980,NHL,
murrabr01c,Джек Адамс,1983,NHL,
sathegl01c,Джек Адамс,1985,NHL,
rossar01c,Вторая команда всех звёзд,1937,NHL,
duttore01c,Вторая команда всех звёзд,1938,NHL,
krommbo01c,Смёрз,1975,WHA,
thomppa01c,Вторая команда всех звёзд,1941,NHL,
ruffli01c,Джек Адамс,2005,NHL,
keenami01c,Джек Адамс,1984,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
lemaija01c,Джек Адамс,1993,NHL,
irvindi01c,Вторая команда всех звёзд,1932,NHL,
krommbo01c,Джек Адамс,1977,NHL,
bouchfr01c,Вторая команда всех звёзд,1939,NHL,
patrile01c,Первая сборная звезд,1931,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
adamsja01c,Вторая команда всех звёзд,1944,NHL,
gormato01c,Вторая команда всех звёзд,1935,NHL,
demerja01c,Джек Адамс,1987,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
irvindi01c,Первая сборная звезд,1943,NHL,
huculsa01c,Смёрз,1974,WHA,
irvindi01c,Вторая команда всех звёзд,1934,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
vigneal01c,Джек Адамс,2006,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
tessior01c,Джек Адамс,1982,NHL,
dineebi01c,Смёрз,1977,WHA,
francbo01c,Джек Адамс,2001,NHL,
tippeda01c,Джек Адамс,2009,NHL,
weilaco01c,Первая сборная звезд,1940,NHL,
rossar01c,Вторая команда всех звёзд,1937,NHL,
ruffli01c,Джек Адамс,2005,NHL,
irvindi01c,Первая сборная звезд,1945,NHL,
hitchke01c,Джек Адамс,2011,NHL,
vigneal01c,Джек Адамс,2006,NHL,
demerja01c,Джек Адамс,1987,NHL,
irvindi01c,Вторая команда всех звёзд,1932,NHL,
rossar01c,Вторая команда всех звёзд,1942,NHL,
irvindi01c,Вторая команда всех звёзд,1934,NHL,
patrile01c,Первая сборная звезд,1934,NHL,
dineebi01c,Смёрз,1977,WHA,
arboual01c,Джек Адамс,1978,NHL,
patrile01c,Первая сборная звезд,1935,NHL,
martija02c,Джек Адамс,1998,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
adamsja01c,Первая сборная звезд,1936,NHL,
tessior01c,Джек Адамс,1982,NHL,
demerja01c,Джек Адамс,1986,NHL,
lemaija01c,Джек Адамс,1993,NHL,
bouchfr01c,Вторая команда всех звёзд,1939,NHL,
patrile01c,Первая сборная звезд,1937,NHL,
tippeda01c,Джек Адамс,2009,NHL,
crawfma01c,Джек Адамс,1994,NHL,
quennjo01c,Джек Адамс,1999,NHL,
dayha01c,Вторая команда всех звёзд,1943,NHL,
kelleja01c,Бальзак,1972,WHA,
irvindi01c,Первая сборная звезд,1944,NHL,
hartce01c,Вторая команда всех звёзд,1936,NHL,
rossar01c,Первая сборная звезд,1938,NHL,
thomppa01c,Первая сборная звезд,1939,NHL,
patrile01c,Первая сборная звезд,1930,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
suttebr01c,Джек Адамс,1990,NHL,
francbo01c,Джек Адамс,2001,NHL,
wattto01c,Джек Адамс,1981,NHL,
murrabr01c,Джек Адамс,1983,NHL,
nolante01c,Джек Адамс,1996,NHL,
irvindi01c,Вторая команда всех звёзд,1931,NHL,
gormato01c,Вторая команда всех звёзд,1935,NHL,
harribi01c,Бальзак,1973,WHA,
burnspa01c,Джек Адамс,1997,NHL,
brophjo01c,Смёрз,1978,WHA,
murdobo01c,Джек Адамс,1989,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
burnspa01c,Джек Адамс,1992,NHL,
patrile01c,Первая сборная звезд,1933,NHL,
irvindi01c,Вторая команда всех звёзд,1930,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
dineebi01c,Смёрз,1976,WHA,
huculsa01c,Смёрз,1974,WHA,
bouchfr01c,Первая сборная звезд,1941,NHL,
irvindi01c,Первая сборная звезд,1943,NHL,
tortojo01c,Джек Адамс,2003,NHL,
krommbo01c,Джек Адамс,1977,NHL,
krommbo01c,Смёрз,1975,WHA,
sherofr01c,Джек Адамс,1973,NHL,
burnspa01c,Джек Адамс,1988,NHL,
berenre01c,Джек Адамс,1980,NHL,
juliecl01c,Джек Адамс,2008,NHL,
gottsjo01c,Вторая команда всех звёзд,1945,NHL,
irvindi01c,Вторая команда всех звёзд,1933,NHL,
thomppa01c,Вторая команда всех звёзд,1941,NHL,
adamsja01c,Вторая команда всех звёзд,1944,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
lemaija01c,Джек Адамс,2002,NHL,
barbebi01c,Джек Адамс,2000,NHL,
patrile01c,Первая сборная звезд,1931,NHL,
irvindi01c,Вторая команда всех звёзд,1940,NHL,
adamsja01c,Первая сборная звезд,1942,NHL,
keenami01c,Джек Адамс,1984,NHL,
weilaco01c,Первая сборная звезд,1940,NHL,
duttore01c,Вторая команда всех звёзд,1938,NHL,
patrile01c,Первая сборная звезд,1932,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
sathegl01c,Джек Адамс,1985,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
barbebi01c,Джек Адамс,2000,NHL,
burnspa01c,Джек Адамс,1997,NHL,
arboual01c,Джек Адамс,1978,NHL,
irvindi01c,Вторая команда всех звёзд,1931,NHL,
krommbo01c,Джек Адамс,1977,NHL,
hartce01c,Вторая команда всех звёзд,1936,NHL,
dayha01c,Вторая команда всех звёзд,1943,NHL,
patrile01c,Первая сборная звезд,1934,NHL,
ruffli01c,Джек Адамс,2005,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
juliecl01c,Джек Адамс,2008,NHL,
crawfma01c,Джек Адамс,1994,NHL,
wattto01c,Джек Адамс,1981,NHL,
suttebr01c,Джек Адамс,1990,NHL,
irvindi01c,Вторая команда всех звёзд,1932,NHL,
sherofr01c,Джек Адамс,1973,NHL,
duttore01c,Вторая команда всех звёзд,1938,NHL,
dineebi01c,Смёрз,1976,WHA,
tessior01c,Джек Адамс,1982,NHL,
krommbo01c,Смёрз,1975,WHA,
tippeda01c,Джек Адамс,2009,NHL,
rossar01c,Вторая команда всех звёзд,1937,NHL,
huculsa01c,Смёрз,1974,WHA,
patrile01c,Первая сборная звезд,1932,NHL,
keenami01c,Джек Адамс,1984,NHL,
patrile01c,Первая сборная звезд,1935,NHL,
dineebi01c,Смёрз,1977,WHA,
irvindi01c,Вторая команда всех звёзд,1940,NHL,
patrile01c,Первая сборная звезд,1937,NHL,
dineebi01c,Смёрз,1977,WHA,
juliecl01c,Джек Адамс,2008,NHL,
duttore01c,Вторая команда всех звёзд,1938,NHL,
gottsjo01c,Вторая команда всех звёзд,1945,NHL,
wattto01c,Джек Адамс,1981,NHL,
patrile01c,Первая сборная звезд,1937,NHL,
irvindi01c,Вторая команда всех звёзд,1940,NHL,
murrabr01c,Джек Адамс,1983,NHL,
rossar01c,Вторая команда всех звёзд,1942,NHL,
sathegl01c,Джек Адамс,1985,NHL,
adamsja01c,Вторая команда всех звёзд,1944,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
burnspa01c,Джек Адамс,1992,NHL,
hitchke01c,Джек Адамс,2011,NHL,
krommbo01c,Джек Адамс,1977,NHL,
weilaco01c,Первая сборная звезд,1940,NHL,
nolante01c,Джек Адамс,1996,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
irvindi01c,Вторая команда всех звёзд,1930,NHL,
adamsja01c,Первая сборная звезд,1942,NHL,
lemaija01c,Джек Адамс,1993,NHL,
tessior01c,Джек Адамс,1982,NHL,
patrile01c,Первая сборная звезд,1935,NHL,
irvindi01c,Первая сборная звезд,1945,NHL,
suttebr01c,Джек Адамс,1990,NHL,
