year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1967,SCФ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",MTL,NHL,STL,NHL,4,0,0,11,7,
1920,"Даже если вы не знаете, что это такое, я могу объяснить.",,OTS,NHL,TRS,NHL,2,0,0,7,0,ТГ
2000,КЭФ,Да,BUF,NHL,PHI,NHL,4,2,0,21,13,
1951,SCФ,С,DET,NHL,MTL,NHL,4,0,0,11,2,
1990,Удачи!,"Я - ваш цифровой помощник. Я здесь, чтобы помогать вам с переводом и другими задачами. Что я могу сделать для вас сегодня?",PIT,NHL,WAS,NHL,4,1,0,19,13,
1994,КЭФ,Да,NJD,NHL,BOS,NHL,4,1,0,14,5,
1971,КФ,Да,STL,NHL,MNS,NHL,4,3,0,19,19,
1977,КФ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",TOR,NHL,NYI,NHL,4,3,0,16,13,
1985,CF,М,MTL,NHL,NYR,NHL,4,1,0,15,9,
1980,Пред,A,NYI,NHL,TOR,NHL,3,0,0,20,4,
1973,SCФ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",PHI,NHL,BOS,NHL,4,2,0,15,13,
1968,КФ,Да,LAK,NHL,OAK,NHL,4,3,0,23,25,
1917,"Даже если вы не знаете, что это такое, я могу объяснить.",,VML,PCHA,SEA,PCHA,1,0,1,3,2,ТГ
1987,Удачи!,я,BOS,NHL,MTL,NHL,4,1,0,15,10,
1922,SCФ,,OTS,NHL,EDE,WCHL,2,0,0,3,1,
2006,КЭФ,A,BUF,NHL,NYI,NHL,4,1,0,17,11,
1975,Пред,Да,TOR,NHL,PIT,NHL,2,1,0,8,3,
2008,SCФ,О,PIT,NHL,DET,NHL,4,3,0,14,17,
1971,SCФ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",BOS,NHL,NYR,NHL,4,2,0,18,16,
1966,SF,A,TOR,NHL,CHI,NHL,4,2,0,18,14,
1991,CF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",CHI,NHL,EDM,NHL,4,0,0,21,8,
2000,КЭФ,С,PIT,NHL,WAS,NHL,4,2,0,14,10,
1986,Удачи!,К,DET,NHL,TOR,NHL,4,3,0,20,18,
1996,КЭФ,Б,BUF,NHL,OTT,NHL,4,3,0,14,13,
1929,SF,Да,MTL,NHL,NYR,NHL,2,0,0,4,1,
2002,КЭФ,Да,PHI,NHL,TOR,NHL,4,3,0,24,16,
1992,SFD,Х,LAK,NHL,CAL,NHL,4,2,0,33,28,
2003,КЭФ,"Даже если вы не знаете, что это такое, я могу объяснить.",SJS,NHL,STL,NHL,4,1,0,12,9,
1916,SCФ,,SEA,PCHA,MOC,NHA,3,1,0,23,11,
1938,SF,Да,TOR,NHL,DET,NHL,2,1,0,10,8,
1991,CF,М,PIT,NHL,BOS,NHL,4,0,0,19,7,
1984,SFD,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",EDM,NHL,LAK,NHL,3,0,0,11,7,
1948,SF,Б,TOR,NHL,BOS,NHL,4,1,0,16,10,
1987,CF,М,BOS,NHL,NJD,NHL,4,3,0,30,19,
2000,CF,М,NJD,NHL,PIT,NHL,4,1,0,17,7,
2006,CF,М,OTT,NHL,BUF,NHL,4,1,0,15,10,
1992,SCФ,О,MTL,NHL,LAK,NHL,4,1,0,15,12,
1974,Пред,Б,CHI,NHL,BOS,NHL,2,1,0,12,15,
1981,Удачи!,я,QUE,NHL,BOS,NHL,4,3,0,28,26,
1995,КЭФ,"Даже если вы не знаете, что это такое, я могу объяснить.",COL,NHL,VAN,NHL,4,2,0,24,17,
2005,Критическая нейротическая система,"Я - ваш цифровой помощник. Я здесь, чтобы помогать вам с переводом и другими задачами. Что я могу сделать для вас сегодня?",CAR,NHL,NJD,NHL,4,1,0,17,10,
1999,CF,М,NJD,NHL,PHI,NHL,4,3,0,18,15,
1996,КЭФ,Да,NYR,NHL,FLO,NHL,4,1,0,13,10,
1945,SF,A,MTL,NHL,CHI,NHL,4,0,0,26,7,
1922,"Даже если вы не знаете, что это такое, я могу объяснить.",,OTS,NHL,MTL,NHL,1,1,0,3,2,ТГ
1935,КФ,С,NYA,NHL,CHI,NHL,1,1,0,7,5,ТГ
1993,Критическая нейротическая система,"Я - ваш цифровой помощник. Я здесь, чтобы помогать вам с переводом и другими задачами. Что я могу сделать для вас сегодня?",NJD,NHL,BOS,NHL,4,2,0,22,17,
1949,SF,Б,NYR,NHL,MTL,NHL,4,1,0,15,7,
1995,КЭФ,A,PHI,NHL,TBL,NHL,4,2,0,26,13,
2007,CF,М,PIT,NHL,PHI,NHL,4,1,0,20,9,
1986,SFD,Да,NYI,NHL,WAS,NHL,4,3,0,19,19,
1964,SCФ,С,MTL,NHL,CHI,NHL,4,3,0,18,12,
1976,SCФ,К,MTL,NHL,BOS,NHL,4,0,0,16,6,
1974,Пред,Да,NYI,NHL,NYR,NHL,2,1,0,10,13,
1996,Критическая нейротическая система,К,COL,NHL,EDM,NHL,4,1,0,19,11,
1937,SF,Да,CHI,NHL,NYA,NHL,2,1,0,5,5,
1921,"Даже если вы не знаете, что это такое, я могу объяснить.",,TRS,NHL,OTS,NHL,1,0,1,5,4,ТГ
1972,Удачи!,,WIJ,WHA,HOU,WHA,4,0,0,14,3,
1941,SF,Да,DET,NHL,BOS,NHL,2,0,0,9,5,
1980,SCФ,О,NYI,NHL,MNS,NHL,4,1,0,26,16,
1976,Пред,С,LAK,NHL,ATF,NHL,2,1,0,11,7,
1983,SFD,Да,WAS,NHL,PHI,NHL,3,0,0,15,5,
2011,КЭФ,С,NJD,NHL,FLO,NHL,4,3,0,18,17,
1961,SCФ,С,TOR,NHL,CHI,NHL,4,2,0,18,15,
1949,SF,A,DET,NHL,TOR,NHL,4,3,0,10,11,
1995,КЭФ,Х,STL,NHL,TOR,NHL,4,2,0,21,15,
2003,Критическая нейротическая система,"Я - ваш цифровой помощник. Я здесь, чтобы помогать вам с переводом и другими задачами. Что я могу сделать для вас сегодня?",PHI,NHL,TOR,NHL,4,2,0,17,13,
1985,Удачи!,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",CAL,NHL,EDM,NHL,4,3,0,25,24,
1949,SCФ,С,DET,NHL,NYR,NHL,4,3,0,22,17,
1973,КФ,С,PHI,NHL,ATF,NHL,4,0,0,17,6,
1934,SCФ,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и отвечать на вопросы. Я всегда готов помочь и предоставить переводы. Как я могу помочь вам сегодня?",MTM,NHL,TOR,NHL,3,0,0,10,4,
1998,КЭФ,A,PIT,NHL,NJD,NHL,4,3,0,21,18,
1982,SFD,A,BOS,NHL,QUE,NHL,3,1,0,11,8,
1994,КЭФ,Да,NJD,NHL,BOS,NHL,4,1,0,14,5,
1931,SF,Да,TOR,NHL,MTM,NHL,1,0,1,4,3,ТГ
1976,Пред,Да,TOR,NHL,PIT,NHL,2,1,0,13,10,
1963,SF,A,TOR,NHL,MTL,NHL,4,3,0,17,14,
1972,SCФ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",MTL,NHL,CHI,NHL,4,2,0,33,23,
1930,SF,Да,CHI,NHL,NYR,NHL,2,0,0,3,0,ТГ
2009,Критическая нейротическая система,я,MTL,NHL,PIT,NHL,4,3,0,19,18,
1988,CF,М,MTL,NHL,PHI,NHL,4,2,0,17,8,
1978,КФ,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и отвечать на вопросы. Я всегда готов помочь и предоставить переводы. Как я могу помочь вам сегодня?",NYI,NHL,CHI,NHL,4,0,0,14,3,
1959,SF,A,MTL,NHL,CHI,NHL,4,0,0,14,6,
1981,SFD,Да,STL,NHL,WIN,NHL,3,1,0,20,13,
1987,SFD,Х,EDM,NHL,WIN,NHL,4,1,0,25,17,
1999,КЭФ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",COL,NHL,PHO,NHL,4,1,0,17,10,
1994,CF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",DET,NHL,CHI,NHL,4,1,0,13,12,
1919,SCФ,,SEA,PCHA,OTS,NHL,3,2,0,15,11,
1954,SF,Б,MTL,NHL,BOS,NHL,4,1,0,16,9,
1962,SCФ,С,TOR,NHL,DET,NHL,4,1,0,17,10,
1945,SF,Б,BOS,NHL,DET,NHL,4,1,0,16,10,
1987,SFD,Б,BOS,NHL,BUF,NHL,4,2,0,28,22,
1988,CF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",CAL,NHL,CHI,NHL,4,1,0,15,8,
2011,КЭФ,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и отвечать на вопросы. Я всегда готов помочь и предоставить переводы. Как я могу помочь вам сегодня?",LAK,NHL,VAN,NHL,4,1,0,12,8,
1975,КФ,"Даже если вы не знаете, что это такое, я могу объяснить.",PHI,NHL,TOR,NHL,4,3,0,33,23,
1990,Удачи!,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",EDM,NHL,LAK,NHL,4,2,0,21,20,
1997,КЭФ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",DET,NHL,PHO,NHL,4,2,0,24,18,
1990,SFD,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",LAK,NHL,VAN,NHL,4,2,0,26,16,
2006,Критическая нейротическая система,К,DET,NHL,SJS,NHL,4,2,0,13,9,
1985,SCФ,О,MTL,NHL,CAL,NHL,4,1,0,15,13,
2008,КЭФ,Х,CHI,NHL,CAL,NHL,4,2,0,21,16,
1982,SCФ,О,NYI,NHL,EDM,NHL,4,0,0,17,6,
1974,Пред,С,PIT,NHL,STL,NHL,2,0,0,9,6,
1993,КЭФ,Б,WAS,NHL,PIT,NHL,4,2,0,20,12,
1933,КФ,С,MTM,NHL,NYR,NHL,1,0,1,2,1,ТГ
1996,CF,М,PHI,NHL,NYR,NHL,4,1,0,20,13,
1989,SCФ,О,EDM,NHL,BOS,NHL,4,1,0,20,8,
1939,SF,Да,TOR,NHL,DET,NHL,2,0,0,5,2,
1986,SFD,A,QUE,NHL,HAR,NHL,4,2,0,27,19,
1985,CF,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",CAL,NHL,STL,NHL,4,3,0,28,22,
1973,АСС,,HOU,WHA,CHC,WHA,4,0,0,22,9,
1982,SFD,Х,CAL,NHL,VAN,NHL,3,1,0,17,14,
1993,Критическая нейротическая система,я,NYR,NHL,WAS,NHL,4,1,0,20,12,
1985,SFD,A,HAR,NHL,QUE,NHL,3,0,0,16,7,
1928,SF,Да,NYR,NHL,TOR,NHL,2,0,0,3,1,
2007,КЭФ,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и отвечать на вопросы. Я всегда готов помочь и предоставить переводы. Как я могу помочь вам сегодня?",DET,NHL,NAS,NHL,4,2,0,17,12,
1982,Удачи!,я,BOS,NHL,BUF,NHL,4,3,0,33,23,
2009,Критическая нейротическая система,К,SJS,NHL,DET,NHL,4,1,0,15,17,
2000,Критическая нейротическая система,К,COL,NHL,LAK,NHL,4,3,0,17,10,
1972,КФ,Б,NYR,NHL,BOS,NHL,4,1,0,22,11,
1977,КФ,,QUN,WHA,HOU,WHA,4,2,0,29,16,
1987,Удачи!,"Я - ваш цифровой помощник. Я здесь, чтобы помогать вам с переводом и другими задачами. Что я могу сделать для вас сегодня?",NJD,NHL,WAS,NHL,4,3,0,25,23,
1972,АСС,,NEW,WHA,WIJ,WHA,4,1,0,30,18,
