playerid,year,ppa,sha
tuckejo01,1990,1,
mcbeawa01,1988,1,
goulemi01,1989,15,1
momesse01,1990,1,
samueul01,1990,,2
kurveto01,1990,15,
frycemi01,1988,3,
butchga01,1990,3,2
hullbr01,1987,10,
malondo01,1988,2,
wellsja01,1989,3,2
petitmi01,1990,16,
actonke01,1988,,1
simpscr01,1987,10,1
gingrga01,1987,9,
huntema01,1990,4,
sheehne01,1987,1,
sanipev01,1989,2,
pederba01,1989,7,1
vaiveri01,1988,15,
quinnda01,1990,18,
kaspest01,1988,6,2
huntema01,1990,4,
manthmo01,1987,15,1
carsoli01,1987,1,1
sheehne01,1987,1,
mcbeawa01,1988,1,
butchga01,1990,3,2
jonssto01,1988,24,
kennede01,1988,,2
skrikpe01,1990,5,
duguaro01,1987,2,
iafraal01,1990,11,1
norwole01,1990,3,
stastpe01,1989,23,
franclo01,1990,1,1
cullejo01,1990,29,
carpebo01,1988,4,
tuckejo01,1989,6,
quinnda01,1989,15,1
fentopa01,1990,2,
broteaa01,1989,3,
nylunga01,1988,1,
zezelpe01,1988,17,
frasecu01,1987,2,
maclebr01,1988,8,
cunnera01,1989,4,
hunteda01,1987,1,4
coxecr01,1987,1,
kennede01,1988,,2
vaiveri01,1988,15,
johanca01,1988,7,
zezelpe01,1988,17,
erickbr01,1987,6,
carsoli01,1987,1,1
proppbr01,1989,9,
hunteda01,1987,1,4
poulida02,1989,1,1
lawtobr01,1989,1,
paslagr01,1990,3,1
nichobe01,1989,37,1
crossdo01,1990,21,
broteaa01,1990,1,
tuckejo01,1989,6,
quinnda01,1989,15,1
frycemi01,1988,3,
wilsoca01,1988,19,
ledyagr01,1987,5,
jonssto01,1988,24,
charbjo01,1988,1,
norwole01,1990,3,
smaildo01,1990,1,1
krushmi01,1990,3,
bennibr01,1989,5,
mcdonhu01,1989,1,
klimape01,1989,11,
simpscr01,1987,10,1
bodgedo01,1988,25,1
fentopa01,1990,2,
petitmi01,1990,16,
kontoch01,1987,6,
archida01,1989,4,
joycebo01,1989,3,
hunteda01,1988,,1
ysebapa01,1990,4,1
grahadi01,1987,7,1
coxecr01,1987,1,
kurveto01,1990,15,
cullejo01,1990,29,
maclebr01,1988,8,
courtge01,1987,7,
picarro02,1989,1,1
loisecl01,1990,1,1
zezelpe01,1990,5,1
duguaro01,1987,2,
skrikpe01,1990,5,
ruotsre01,1989,9,
rousebo01,1988,,1
robergo01,1987,3,
quinnda01,1990,18,
libaig01,1988,6,
brownje02,1989,24,
murphla01,1988,22,
hullbr01,1987,10,
hardyma01,1987,10,1
halwado01,1988,1,
tantito01,1989,9,
ledyagr01,1988,6,
murphla01,1990,19,
pederma01,1990,7,
gingrga01,1987,9,
adamsgr01,1988,1,
jonssto01,1988,24,
macivno01,1988,19,
ciccadi01,1988,10,1
bassebo01,1988,,1
macdepa01,1989,2,
creigad01,1988,7,
franclo01,1990,1,1
tuckejo01,1990,1,
wellsja01,1989,3,2
loisecl01,1990,1,1
hrdinji01,1990,4,
maroima01,1988,3,
petitmi01,1987,9,1
pederma01,1990,7,
courtru01,1988,2,
fentopa01,1990,2,
huberwi01,1987,14,
gartnmi01,1988,9,
mcdonhu01,1989,1,
kennede01,1988,,2
mckegto01,1990,7,
petitmi01,1990,16,
skrikpe01,1990,5,
mcintjo01,1990,,2
cullejo01,1990,29,
tuckejo01,1989,6,
josepch01,1987,6,
krushmi01,1990,3,
sanipev01,1989,2,
hullbr01,1987,10,
wilsoca01,1990,4,
tantito01,1989,9,
norwole01,1990,3,
samueul01,1990,,2
malondo01,1988,2,
dineego01,1987,2,
deblolu01,1990,,1
mckegto01,1989,3,
hardyma01,1987,10,1
ferrara01,1990,5,
bennibr01,1989,5,
erickbr01,1987,6,
kontoch01,1987,6,
sandsto01,1989,20,
dahlqch01,1990,,1
picarro02,1989,1,1
carsoli01,1987,1,1
quinnda01,1989,15,1
halwado01,1988,1,
foligmi01,1990,1,
linseke01,1989,8,
hardyma01,1988,5,
ysebapa01,1990,4,1
carsoji01,1989,5,
proppbr01,1989,9,
mcbeawa01,1988,1,
brookbo01,1989,1,2
wilsoca01,1988,19,
ruffli01,1988,1,
rousebo01,1988,,1
lawtobr01,1988,4,
dineego01,1988,2,
actonke01,1988,,1
gingrga01,1987,9,
thibagi01,1989,2,
konrost01,1988,1,1
allismi01,1987,5,
hunteda01,1988,,1
playfla01,1988,,1
bodgedo01,1988,25,1
paslagr01,1990,3,1
kaspest01,1988,6,2
charbjo01,1988,1,
laughcr01,1987,3,
simpscr01,1987,10,1
joycebo01,1989,3,
sheehne01,1987,1,
bullami01,1988,13,
hunteda01,1987,1,4
manthmo01,1988,9,
zezelpe01,1988,17,
kurveto01,1990,15,
quinnda01,1990,18,
poulida02,1989,1,1
broteaa01,1990,1,
robergo01,1987,3,
cunnera01,1989,4,
crossdo01,1990,21,
nylunga01,1988,1,
hunteda01,1987,1,4
brownro01,1990,10,
wilsoca01,1987,9,3
carpebo01,1988,4,
proppbr01,1989,9,
fentopa01,1990,2,
duguaro01,1987,2,
larsore01,1988,14,
rousebo01,1988,,1
quinnda01,1989,15,1
klimape01,1989,11,
dineego01,1987,2,
maclebr01,1988,8,
picarro02,1989,1,1
smaildo01,1990,1,1
chrisda01,1989,7,
cullejo01,1990,29,
gartnmi01,1989,14,1
dineego01,1988,2,
joycebo01,1989,3,
sheehne01,1987,1,
broteaa01,1989,3,
vaiveri01,1988,15,
nylunga01,1988,1,
murphla01,1988,22,
quinnda01,1990,18,
ruotsre01,1989,9,
petitmi01,1987,9,1
mcbeawa01,1988,1,
rousebo01,1988,,1
jonssto01,1988,24,
foligmi01,1990,1,
proppbr01,1989,9,
dineego01,1987,2,
samueul01,1990,,2
frycemi01,1988,3,
macivno01,1988,19,
cunnera01,1989,4,
fentopa01,1990,2,
zezelpe01,1990,5,1
malondo01,1988,2,
johanca01,1988,7,
wilsoca01,1988,19,
lawtobr01,1989,1,
donnemi01,1987,2,
kaspest01,1988,6,2
ruotsre01,1989,9,
lawlepa01,1987,3,
kontoch01,1987,6,
quinnda01,1990,18,
playfla01,1988,,1
iafraal01,1990,11,1
klimape01,1989,11,
murphla01,1988,22,
dahlqch01,1990,,1
wellsja01,1989,3,2
lemiejo01,1989,1,1
libaig01,1988,6,
butchga01,1990,3,2
ruffli01,1988,1,
macdepa01,1989,2,
bradlbr01,1990,10,
vaiveri01,1988,15,
ciccadi01,1988,10,1
josepch01,1987,6,
loisecl01,1990,1,1
kaspest01,1988,6,2
ferrara01,1990,5,
playfla01,1988,,1
kurveto01,1990,15,
wilsoca01,1988,19,
cullejo01,1990,29,
goulemi01,1989,15,1
mckegto01,1989,3,
actonke01,1988,,1
skrikpe01,1990,5,
ysebapa01,1990,4,1
bullami01,1988,13,
johanca01,1988,7,
paslagr01,1990,3,1
mcdonhu01,1989,1,
proppbr01,1989,9,
sandsto01,1989,20,
quinnda01,1990,18,
crossdo01,1990,21,
halwado01,1988,1,
gartnmi01,1989,14,1
maclebr01,1988,8,
wellsja01,1989,3,2
broteaa01,1990,1,
carsoli01,1987,1,1
frasecu01,1987,2,
courtge01,1987,7,
charbjo01,1988,1,
actonke01,1988,,1
manthmo01,1988,9,
murphla01,1990,19,
mcbeawa01,1988,1,
ledyagr01,1987,5,
mckegto01,1990,7,
makelmi01,1989,1,
adamsgr01,1988,1,
huberwi01,1987,14,
kennede01,1988,,2
quinnda01,1989,15,1
huntema01,1990,4,
donnemi01,1987,2,
butchga01,1990,3,2
deblolu01,1990,,1
norwole01,1990,3,
nylunga01,1988,1,
cunnera01,1989,4,
ysebapa01,1990,4,1
broteaa01,1990,1,
dahlqch01,1990,,1
chrisda01,1989,7,
tantito01,1990,5,
jonssto01,1988,24,
macivno01,1988,19,
joycebo01,1989,3,
halwado01,1988,1,
archida01,1989,4,
allismi01,1987,5,
erickbr01,1987,6,
ramagro01,1987,19,2
bradlbr01,1990,10,
fentopa01,1990,2,
lawtobr01,1989,1,
krushmi01,1990,3,
courtru01,1988,2,
adamsgr01,1989,1,
duguaro01,1987,2,
bassebo01,1988,,1
pederma01,1990,7,
deblolu01,1990,,1
hardyma01,1988,5,
petitmi01,1990,16,
carpebo01,1988,4,
manthmo01,1988,9,
fentopa01,1990,2,
momesse01,1990,1,
lawtobr01,1989,1,
johanca01,1988,7,
ledyagr01,1987,5,
foligmi01,1990,1,
lawtobr01,1988,4,
hunteda01,1987,1,4
joycebo01,1989,3,
quinnda01,1990,18,
simpscr01,1987,10,1
gartnmi01,1989,14,1
bradlbr01,1990,10,
gartnmi01,1988,9,
ledyagr01,1988,6,
iafraal01,1990,11,1
bullami01,1988,13,
rousebo01,1988,,1
tuckejo01,1989,6,
ramagro01,1987,19,2
wilsoca01,1990,4,
nylunga01,1988,1,
paslagr01,1990,3,1
krushmi01,1990,3,
broteaa01,1989,3,
murphla01,1988,22,
archida01,1989,4,
maroima01,1988,3,
ruffli01,1988,1,
gingrga01,1987,9,
dahlqch01,1990,,1
brownje02,1989,24,
pederba01,1989,7,1
norwole01,1990,3,
crossdo01,1990,21,
mckegto01,1989,3,
tantito01,1990,5,
ferrara01,1990,5,
stastpe01,1989,23,
ciccadi01,1988,10,1
smaildo01,1990,1,1
wilsoca01,1987,9,3
allismi01,1987,5,
bodgedo01,1988,25,1
adamsgr01,1988,1,
nichobe01,1989,37,1
libaig01,1988,6,
carsoli01,1987,1,1
kontoch01,1987,6,
cyrpa01,1987,1,
donnemi01,1987,2,
erickbr01,1987,6,
manthmo01,1987,15,1
pavesji01,1987,1,
grahadi01,1987,7,1
mckegto01,1990,7,
kennede01,1988,,2
proppbr01,1989,9,
momesse01,1990,1,
samueul01,1990,,2
simpscr01,1987,10,1
huntema01,1990,4,
kontoch01,1987,6,
chrisda01,1989,7,
joycebo01,1989,3,
broteaa01,1990,1,
ysebapa01,1990,4,1
poulida02,1989,1,1
ferrara01,1990,5,
carpebo01,1988,4,
petitmi01,1987,9,1
deblolu01,1990,,1
allismi01,1987,5,
bodgedo01,1988,25,1
manthmo01,1987,15,1
gartnmi01,1988,9,
macdepa01,1989,2,
makelmi01,1989,1,
courtru01,1988,2,
tuckejo01,1990,1,
cyrpa01,1987,1,
macivno01,1988,19,
playfla01,1988,,1
sandsto01,1989,20,
pavesji01,1987,1,
pederba01,1989,7,1
charbjo01,1988,1,
cullejo01,1990,29,
nylunga01,1988,1,
ramagro01,1987,19,2
hullbr01,1987,10,
gartnmi01,1989,14,1
quinnda01,1989,15,1
huberwi01,1987,14,
hardyma01,1987,10,1
laughcr01,1987,3,
fentopa01,1990,2,
carsoli01,1987,1,1
hunteda01,1987,1,4
stastpe01,1989,23,
kurveto01,1990,15,
pederma01,1990,7,
maclebr01,1988,8,
wellsja01,1989,3,2
johanca01,1988,7,
tantito01,1989,9,
actonke01,1988,,1
quinnda01,1990,18,
lawtobr01,1988,4,
erickbr01,1987,6,
klimape01,1989,11,
libaig01,1988,6,
rousebo01,1988,,1
frasecu01,1987,2,
mckegto01,1990,7,
petitmi01,1990,16,
zezelpe01,1988,17,
donnemi01,1987,2,
bullami01,1988,13,
brownro01,1990,10,
konrost01,1988,1,1
frycemi01,1988,3,
manthmo01,1988,9,
goulemi01,1989,15,1
hardyma01,1988,5,
paslagr01,1990,3,1
duguaro01,1987,2,
vaiveri01,1988,15,
creigad01,1988,7,
quinnda01,1989,15,1
brownje02,1989,24,
paslagr01,1990,3,1
gartnmi01,1989,14,1
johanca01,1988,7,
laughcr01,1987,3,
mcintjo01,1990,,2
pavesji01,1987,1,
kennede01,1988,,2
duguaro01,1987,2,
rousebo01,1988,,1
macdepa01,1989,2,
creigad01,1988,7,
lawtobr01,1989,1,
wilsoca01,1987,9,3
franclo01,1990,1,1
kontoch01,1987,6,
malondo01,1988,2,
ruffli01,1988,1,
pederba01,1989,7,1
lemiejo01,1989,1,1
mcdonhu01,1989,1,
dineego01,1987,2,
dineego01,1988,2,
nichobe01,1989,37,1
gartnmi01,1988,9,
bennibr01,1989,5,
kaspest01,1988,6,2
momesse01,1990,1,
butchga01,1990,3,2
quinnda01,1989,15,1
hrdinji01,1990,4,
thibagi01,1989,2,
makelmi01,1989,1,
coxecr01,1987,1,
crossdo01,1990,21,
archida01,1989,4,
halwado01,1988,1,
adamsgr01,1989,1,
lemiejo01,1989,1,1
brownje02,1989,24,
gartnmi01,1989,14,1
pederma01,1990,7,
quinnda01,1990,18,
fentopa01,1990,2,
ferrara01,1990,5,
bullami01,1988,13,
mcdonhu01,1989,1,
hullbr01,1987,10,
robergo01,1987,3,
wilsoca01,1990,4,
nichobe01,1989,37,1
ciccadi01,1988,10,1
erickbr01,1987,6,
nylunga01,1988,1,
frycemi01,1988,3,
dineego01,1988,2,
broteaa01,1990,1,
courtru01,1988,2,
hardyma01,1988,5,
stastpe01,1989,23,
ledyagr01,1988,6,
donnemi01,1987,2,
wilsoca01,1987,9,3
tantito01,1990,5,
smaildo01,1990,1,1
picarro02,1989,1,1
adamsgr01,1988,1,
zezelpe01,1990,5,1
rousebo01,1988,,1
foligmi01,1990,1,
goulemi01,1989,15,1
paslagr01,1990,3,1
sanipev01,1989,2,
joycebo01,1989,3,
pederba01,1989,7,1
proppbr01,1989,9,
skrikpe01,1990,5,
malondo01,1988,2,
courtge01,1987,7,
jonssto01,1988,24,
bassebo01,1988,,1
macdepa01,1989,2,
cullejo01,1990,29,
mckegto01,1989,3,
carsoji01,1989,5,
iafraal01,1990,11,1
wilsoca01,1988,19,
laughcr01,1987,3,
mcdonhu01,1989,1,
wilsoca01,1988,19,
zezelpe01,1990,5,1
zezelpe01,1988,17,
quinnda01,1989,15,1
cunnera01,1989,4,
stastpe01,1989,23,
kontoch01,1987,6,
sandsto01,1989,20,
samueul01,1990,,2
ramagro01,1987,19,2
laughcr01,1987,3,
huberwi01,1987,14,
lawtobr01,1989,1,
ferrara01,1990,5,
mckegto01,1989,3,
carsoji01,1989,5,
kennede01,1988,,2
sanipev01,1989,2,
deblolu01,1990,,1
iafraal01,1990,11,1
mckegto01,1990,7,
tuckejo01,1990,1,
vaiveri01,1988,15,
allismi01,1987,5,
chrisda01,1989,7,
wilsoca01,1990,4,
franclo01,1990,1,1
larsore01,1988,14,
johanca01,1988,7,
hunteda01,1987,1,4
maclebr01,1988,8,
malondo01,1988,2,
carpebo01,1988,4,
bradlbr01,1990,10,
dineego01,1987,2,
bennibr01,1989,5,
maroima01,1988,3,
adamsgr01,1989,1,
grahadi01,1987,7,1
hardyma01,1987,10,1
actonke01,1988,,1
hunteda01,1988,,1
wellsja01,1989,3,2
lemiejo01,1989,1,1
courtru01,1988,2,
fentopa01,1990,2,
simpscr01,1987,10,1
murphla01,1988,22,
sheehne01,1987,1,
frycemi01,1988,3,
broteaa01,1990,1,
josepch01,1987,6,
momesse01,1990,1,
petitmi01,1987,9,1
frasecu01,1987,2,
poulida02,1989,1,1
creigad01,1988,7,
macivno01,1988,19,
ruotsre01,1989,9,
robergo01,1987,3,
mcintjo01,1990,,2
bassebo01,1988,,1
thibagi01,1989,2,
paslagr01,1990,3,1
coxecr01,1987,1,
hardyma01,1988,5,
konrost01,1988,1,1
erickbr01,1987,6,
gingrga01,1987,9,
foligmi01,1990,1,
hrdinji01,1990,4,
tuckejo01,1989,6,
loisecl01,1990,1,1
gartnmi01,1988,9,
skrikpe01,1990,5,
cullejo01,1990,29,
bullami01,1988,13,
goulemi01,1989,15,1
crossdo01,1990,21,
mcbeawa01,1988,1,
picarro02,1989,1,1
kaspest01,1988,6,2
cyrpa01,1987,1,
jonssto01,1988,24,
carsoji01,1989,5,
brownro01,1990,10,
maclebr01,1988,8,
iafraal01,1990,11,1
ramagro01,1987,19,2
bullami01,1988,13,
pederba01,1989,7,1
crossdo01,1990,21,
brookbo01,1989,1,2
butchga01,1990,3,2
johanca01,1988,7,
petitmi01,1987,9,1
cunnera01,1989,4,
gartnmi01,1988,9,
ferrara01,1990,5,
macdepa01,1989,2,
makelmi01,1989,1,
hunteda01,1988,,1
hullbr01,1987,10,
grahadi01,1987,7,1
sanipev01,1989,2,
poulida02,1989,1,1
bennibr01,1989,5,
joycebo01,1989,3,
pavesji01,1987,1,
mckegto01,1990,7,
ledyagr01,1988,6,
norwole01,1990,3,
momesse01,1990,1,
creigad01,1988,7,
josepch01,1987,6,
maroima01,1988,3,
stastpe01,1989,23,
creigad01,1988,7,
ysebapa01,1990,4,1
malondo01,1988,2,
grahadi01,1987,7,1
bullami01,1988,13,
zezelpe01,1990,5,1
poulida02,1989,1,1
huntema01,1990,4,
wilsoca01,1988,19,
thibagi01,1989,2,
pederba01,1989,7,1
smaildo01,1990,1,1
huberwi01,1987,14,
kennede01,1988,,2
carpebo01,1988,4,
adamsgr01,1989,1,
skrikpe01,1990,5,
courtge01,1987,7,
halwado01,1988,1,
brookbo01,1989,1,2
hrdinji01,1990,4,
konrost01,1988,1,1
proppbr01,1989,9,
hunteda01,1987,1,4
dahlqch01,1990,,1
duguaro01,1987,2,
kurveto01,1990,15,
simpscr01,1987,10,1
gartnmi01,1988,9,
makelmi01,1989,1,
gartnmi01,1989,14,1
murphla01,1990,19,
maroima01,1988,3,
franclo01,1990,1,1
sanipev01,1989,2,
deblolu01,1990,,1
loisecl01,1990,1,1
cyrpa01,1987,1,
samueul01,1990,,2
kontoch01,1987,6,
picarro02,1989,1,1
hardyma01,1988,5,
bradlbr01,1990,10,
hunteda01,1988,,1
broteaa01,1990,1,
ruffli01,1988,1,
ciccadi01,1988,10,1
libaig01,1988,6,
ledyagr01,1987,5,
petitmi01,1990,16,
cunnera01,1989,4,
robergo01,1987,3,
playfla01,1988,,1
bassebo01,1988,,1
iafraal01,1990,11,1
sandsto01,1989,20,
charbjo01,1988,1,
quinnda01,1990,18,
josepch01,1987,6,
actonke01,1988,,1
erickbr01,1987,6,
archida01,1989,4,
nichobe01,1989,37,1
gingrga01,1987,9,
stastpe01,1989,23,
kontoch01,1987,6,
franclo01,1990,1,1
sanipev01,1989,2,
maroima01,1988,3,
ramagro01,1987,19,2
grahadi01,1987,7,1
ruffli01,1988,1,
iafraal01,1990,11,1
macdepa01,1989,2,
linseke01,1989,8,
rousebo01,1988,,1
hardyma01,1987,10,1
hrdinji01,1990,4,
coxecr01,1987,1,
mcdonhu01,1989,1,
petitmi01,1990,16,
sandsto01,1989,20,
adamsgr01,1988,1,
krushmi01,1990,3,
tuckejo01,1989,6,
petitmi01,1987,9,1
mcintjo01,1990,,2
picarro02,1989,1,1
carsoli01,1987,1,1
stastpe01,1989,23,
murphla01,1988,22,
proppbr01,1989,9,
loisecl01,1990,1,1
creigad01,1988,7,
bennibr01,1989,5,
maroima01,1988,3,
quinnda01,1989,15,1
hunteda01,1988,,1
nichobe01,1989,37,1
gingrga01,1987,9,
momesse01,1990,1,
ysebapa01,1990,4,1
petitmi01,1990,16,
brownro01,1990,10,
jonssto01,1988,24,
bullami01,1988,13,
foligmi01,1990,1,
hardyma01,1988,5,
kurveto01,1990,15,
ledyagr01,1988,6,
gartnmi01,1989,14,1
erickbr01,1987,6,
macivno01,1988,19,
quinnda01,1990,18,
konrost01,1988,1,1
courtru01,1988,2,
dineego01,1987,2,
smaildo01,1990,1,1
grahadi01,1987,7,1
carsoji01,1989,5,
rousebo01,1988,,1
macdepa01,1989,2,
playfla01,1988,,1
lemiejo01,1989,1,1
wilsoca01,1990,4,
archida01,1989,4,
hunteda01,1987,1,4
maclebr01,1988,8,
nylunga01,1988,1,
charbjo01,1988,1,
linseke01,1989,8,
dineego01,1988,2,
huberwi01,1987,14,
picarro02,1989,1,1
pederba01,1989,7,1
sheehne01,1987,1,
bodgedo01,1988,25,1
duguaro01,1987,2,
lawtobr01,1988,4,
hrdinji01,1990,4,
poulida02,1989,1,1
tantito01,1989,9,
tuckejo01,1989,6,
skrikpe01,1990,5,
crossdo01,1990,21,
courtge01,1987,7,
lawtobr01,1989,1,
zezelpe01,1990,5,1
kaspest01,1988,6,2
wilsoca01,1988,19,
joycebo01,1989,3,
mcbeawa01,1988,1,
halwado01,1988,1,
hullbr01,1987,10,
sandsto01,1989,20,
butchga01,1990,3,2
ruotsre01,1989,9,
iafraal01,1990,11,1
allismi01,1987,5,
frasecu01,1987,2,
chrisda01,1989,7,
hardyma01,1987,10,1
broteaa01,1989,3,
mcintjo01,1990,,2
bradlbr01,1990,10,
wellsja01,1989,3,2
huntema01,1990,4,
pederma01,1990,7,
josepch01,1987,6,
ciccadi01,1988,10,1
manthmo01,1987,15,1
cunnera01,1989,4,
franclo01,1990,1,1
wilsoca01,1987,9,3
gartnmi01,1988,9,
frycemi01,1988,3,
gartnmi01,1989,14,1
butchga01,1990,3,2
sheehne01,1987,1,
ramagro01,1987,19,2
kennede01,1988,,2
pederba01,1989,7,1
manthmo01,1987,15,1
larsore01,1988,14,
johanca01,1988,7,
adamsgr01,1989,1,
frasecu01,1987,2,
dineego01,1987,2,
frycemi01,1988,3,
quinnda01,1989,15,1
zezelpe01,1988,17,
duguaro01,1987,2,
donnemi01,1987,2,
tantito01,1990,5,
carsoji01,1989,5,
kaspest01,1988,6,2
huntema01,1990,4,
dahlqch01,1990,,1
linseke01,1989,8,
murphla01,1988,22,
ledyagr01,1987,5,
murphla01,1990,19,
sandsto01,1989,20,
loisecl01,1990,1,1
joycebo01,1989,3,
erickbr01,1987,6,
courtge01,1987,7,
nylunga01,1988,1,
lawlepa01,1987,3,
kontoch01,1987,6,
skrikpe01,1990,5,
loisecl01,1990,1,1
rousebo01,1988,,1
bradlbr01,1990,10,
adamsgr01,1988,1,
picarro02,1989,1,1
lawtobr01,1988,4,
wellsja01,1989,3,2
linseke01,1989,8,
robergo01,1987,3,
maclebr01,1988,8,
mckegto01,1990,7,
mcdonhu01,1989,1,
ramagro01,1987,19,2
simpscr01,1987,10,1
huberwi01,1987,14,
johanca01,1988,7,
coxecr01,1987,1,
pederba01,1989,7,1
hullbr01,1987,10,
krushmi01,1990,3,
hrdinji01,1990,4,
mcbeawa01,1988,1,
erickbr01,1987,6,
carpebo01,1988,4,
duguaro01,1987,2,
tuckejo01,1990,1,
petitmi01,1987,9,1
ledyagr01,1987,5,
hardyma01,1987,10,1
broteaa01,1989,3,
carsoji01,1989,5,
brookbo01,1989,1,2
donnemi01,1987,2,
frycemi01,1988,3,
lawtobr01,1989,1,
sandsto01,1989,20,
murphla01,1988,22,
brownro01,1990,10,
ferrara01,1990,5,
wilsoca01,1987,9,3
momesse01,1990,1,
crossdo01,1990,21,
cullejo01,1990,29,
ledyagr01,1988,6,
laughcr01,1987,3,
wilsoca01,1988,19,
playfla01,1988,,1
vaiveri01,1988,15,
macivno01,1988,19,
pavesji01,1987,1,
jonssto01,1988,24,
frycemi01,1988,3,
hardyma01,1988,5,
donnemi01,1987,2,
norwole01,1990,3,
josepch01,1987,6,
picarro02,1989,1,1
erickbr01,1987,6,
rousebo01,1988,,1
dineego01,1987,2,
hullbr01,1987,10,
gartnmi01,1988,9,
macivno01,1988,19,
mcbeawa01,1988,1,
pederma01,1990,7,
makelmi01,1989,1,
adamsgr01,1989,1,
sanipev01,1989,2,
paslagr01,1990,3,1
halwado01,1988,1,
murphla01,1988,22,
maclebr01,1988,8,
adamsgr01,1989,1,
kennede01,1988,,2
erickbr01,1987,6,
bullami01,1988,13,
samueul01,1990,,2
johanca01,1988,7,
lemiejo01,1989,1,1
broteaa01,1990,1,
tuckejo01,1990,1,
kaspest01,1988,6,2
stastpe01,1989,23,
foligmi01,1990,1,
linseke01,1989,8,
thibagi01,1989,2,
brownje02,1989,24,
pavesji01,1987,1,
jonssto01,1988,24,
charbjo01,1988,1,
franclo01,1990,1,1
manthmo01,1987,15,1
ruotsre01,1989,9,
wilsoca01,1987,9,3
brookbo01,1989,1,2
chrisda01,1989,7,
hardyma01,1987,10,1
sheehne01,1987,1,
wellsja01,1989,3,2
wilsoca01,1988,19,
murphla01,1988,22,
cyrpa01,1987,1,
mckegto01,1990,7,
cunnera01,1989,4,
lawtobr01,1988,4,
creigad01,1988,7,
brownro01,1990,10,
actonke01,1988,,1
krushmi01,1990,3,
duguaro01,1987,2,
vaiveri01,1988,15,
dineego01,1987,2,
paslagr01,1990,3,1
deblolu01,1990,,1
cullejo01,1990,29,
fentopa01,1990,2,
quinnda01,1989,15,1
petitmi01,1987,9,1
murphla01,1990,19,
zezelpe01,1988,17,
mcbeawa01,1988,1,
hunteda01,1987,1,4
courtge01,1987,7,
gingrga01,1987,9,
kurveto01,1990,15,
josepch01,1987,6,
goulemi01,1989,15,1
adamsgr01,1988,1,
iafraal01,1990,11,1
butchga01,1990,3,2
frasecu01,1987,2,
loisecl01,1990,1,1
dahlqch01,1990,,1
ferrara01,1990,5,
bennibr01,1989,5,
bassebo01,1988,,1
mcintjo01,1990,,2
tantito01,1989,9,
tuckejo01,1989,6,
loisecl01,1990,1,1
goulemi01,1989,15,1
huberwi01,1987,14,
klimape01,1989,11,
pavesji01,1987,1,
manthmo01,1987,15,1
playfla01,1988,,1
deblolu01,1990,,1
allismi01,1987,5,
maroima01,1988,3,
cullejo01,1990,29,
nylunga01,1988,1,
joycebo01,1989,3,
thibagi01,1989,2,
